image_id,condition,view,context,point_count,n_workers,n_pairs,median_d_mask
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,reviewed,pooled_unique_workers,14,1,0,
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,reviewed,pooled_unique_workers,16,2,1,0.0343876255339
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,reviewed,pooled_unique_workers,8,4,6,0.0881660508633
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,reviewed,pooled_unique_workers,12,1,0,
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,reviewed,pooled_unique_workers,8,24,276,0.0369651835105
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,reviewed,pooled_unique_workers,8,1,0,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,reviewed,pooled_unique_workers,12,1,0,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,reviewed,pooled_unique_workers,16,3,3,0.0597743087537
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,reviewed,pooled_unique_workers,8,1,0,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,reviewed,pooled_unique_workers,16,3,3,0.0696778568214
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,reviewed,pooled_unique_workers,8,5,10,0.0711220350012
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,reviewed,pooled_unique_workers,8,4,6,0.000842867407285
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,reviewed,pooled_unique_workers,8,5,10,0.0669165717656
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,reviewed,pooled_unique_workers,8,5,10,0.0764048005976
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,reviewed,pooled_unique_workers,8,5,10,0.0439571090047
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,reviewed,pooled_unique_workers,8,20,190,0.0602616323322
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,reviewed,pooled_unique_workers,10,4,6,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,reviewed,pooled_unique_workers,8,9,36,0.269322844516
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,reviewed,pooled_unique_workers,10,5,10,0.27755520853
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,reviewed,pooled_unique_workers,12,8,28,0.315999695328
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,reviewed,pooled_unique_workers,14,2,1,0.0669793308474
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,reviewed,pooled_unique_workers,8,1,0,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,reviewed,pooled_unique_workers,10,3,3,0.0539616819327
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,reviewed,pooled_unique_workers,12,20,190,0.0494399208435
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,reviewed,pooled_unique_workers,8,1,0,
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,reviewed,pooled_unique_workers,12,4,6,0.038521104419
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,reviewed,pooled_unique_workers,8,6,15,0.461393843429
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,reviewed,pooled_unique_workers,8,23,253,0.133012119916
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,reviewed,pooled_unique_workers,8,6,15,0.051944120064
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,reviewed,pooled_unique_workers,8,21,210,0.0278134388176
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,reviewed,pooled_unique_workers,10,3,3,0.0114831516056
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,reviewed,pooled_unique_workers,8,6,15,0.215419741646
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,reviewed,pooled_unique_workers,8,24,276,0.0296839502873
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,reviewed,pooled_unique_workers,8,24,276,0.0489622412945
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,reviewed,pooled_unique_workers,8,6,15,0.111432966106
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,reviewed,pooled_unique_workers,8,5,10,0.104008860996
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,reviewed,pooled_unique_workers,10,8,28,0.0721619596087
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,reviewed,pooled_unique_workers,12,11,55,0.103272526003
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,reviewed,pooled_unique_workers,8,22,231,0.0412633863489
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,reviewed,pooled_unique_workers,10,2,1,0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,reviewed,pooled_unique_workers,8,18,153,0.0447237574736
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,reviewed,pooled_unique_workers,10,2,1,0.310875761705
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,reviewed,pooled_unique_workers,16,3,3,0
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,reviewed,pooled_unique_workers,8,3,3,0.0641145486904
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,reviewed,pooled_unique_workers,10,1,0,
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,reviewed,pooled_unique_workers,14,1,0,
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,reviewed,pooled_unique_workers,16,1,0,
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,reviewed,pooled_unique_workers,8,1,0,
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,reviewed,pooled_unique_workers,18,1,0,
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,reviewed,pooled_unique_workers,12,1,0,
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,reviewed,pooled_unique_workers,14,1,0,
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,reviewed,pooled_unique_workers,10,1,0,
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,reviewed,pooled_unique_workers,16,1,0,
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,reviewed,pooled_unique_workers,10,1,0,
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,reviewed,pooled_unique_workers,8,1,0,
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,reviewed,pooled_unique_workers,18,1,0,
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,reviewed,pooled_unique_workers,8,3,3,0.0622727873146
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,reviewed,pooled_unique_workers,8,3,3,0.0396746590923
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,reviewed,pooled_unique_workers,8,6,15,0.0665414562367
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,reviewed,pooled_unique_workers,8,1,0,
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,reviewed,pooled_unique_workers,8,1,0,
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,reviewed,pooled_unique_workers,8,1,0,
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,reviewed,pooled_unique_workers,12,1,0,
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,reviewed,pooled_unique_workers,12,1,0,
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,reviewed,pooled_unique_workers,8,1,0,
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,reviewed,pooled_unique_workers,12,1,0,
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,reviewed,pooled_unique_workers,20,1,0,
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,reviewed,pooled_unique_workers,8,3,3,0.0959991146035
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,reviewed,pooled_unique_workers,24,1,0,
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,reviewed,pooled_unique_workers,8,2,1,0.0549444806074
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,reviewed,pooled_unique_workers,8,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,reviewed,pooled_unique_workers,16,2,1,0.0556527625593
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,reviewed,pooled_unique_workers,24,2,1,0.0637867206435
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,reviewed,pooled_unique_workers,8,1,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,reviewed,pooled_unique_workers,16,1,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,reviewed,pooled_unique_workers,24,2,1,0.0362415159279
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,reviewed,pooled_unique_workers,14,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,reviewed,pooled_unique_workers,12,1,0,
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,reviewed,pooled_unique_workers,8,1,0,
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,reviewed,pooled_unique_workers,14,1,0,
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,reviewed,pooled_unique_workers,16,1,0,
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,reviewed,pooled_unique_workers,8,6,15,0.0189958136136
