image_id,building_id,max_mask_difference,selected,selection_role,review_id
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,0.024973242953977848,False,,
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,0.020340741683348096,False,,
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,0.028157635467980335,True,seeded_coverage,R50-014
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,0.038853013823012095,False,,
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,0.12232796703133797,True,seeded_coverage,R50-015
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,0.0933190327925274,True,max_disagreement,R50-016
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,0.03668393474449516,False,,
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,0.10602836085037748,False,,
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,0.12708143415099227,False,,
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,0.25017828169944334,False,,
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,0.275483657836599,True,max_disagreement,R50-017
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,0.06397089844844828,False,,
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,0.10586323688443144,True,seeded_coverage,R50-018
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,0.06989093312768535,False,,
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,0.05684953387738512,False,,
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,0.07396313229515183,False,,
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,0.19594198114937467,True,max_disagreement,R50-019
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,0.0944451091508316,False,,
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,0.10962989451099592,False,,
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,0.028100263852242735,False,,
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,0.1277747050147493,False,,
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,0.025909362369967104,False,,
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,0.032562424186940664,False,,
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,0.04000143066633288,False,,
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,0.030125726148025334,False,,
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,0.06541308182010008,False,,
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,0.04216397561834284,False,,
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,0.024169684656832446,False,,
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,0.021643999186463758,True,seeded_coverage,R50-020
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,0.03611148331770064,False,,
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,0.05230642504118621,False,,
e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,e9zR4mvMWw7,0.11737887860642349,False,,
q9vSo1VnCiC_6df6e29f6d1e4495b111d41b2e4e5cb9,q9vSo1VnCiC,0.1840935109754277,True,max_disagreement,R50-021
q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,q9vSo1VnCiC,0.138872679605903,True,seeded_coverage,R50-022
q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1,q9vSo1VnCiC,0.07959298539912374,True,max_disagreement,R50-023
q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f,q9vSo1VnCiC,0.11717671571819244,True,seeded_coverage,R50-024
q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b,q9vSo1VnCiC,0.03480388527271627,True,max_disagreement,R50-025
q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,q9vSo1VnCiC,0.279053778773681,True,seeded_coverage,R50-026
rPc6DW4iMge_073ce382f78d4a81b8c673591a954997,rPc6DW4iMge,0.10348666163081943,True,max_disagreement,R50-027
rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4,rPc6DW4iMge,0.04831128358693926,True,max_disagreement,R50-028
rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge,0.03596999440703941,True,seeded_coverage,R50-029
rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598,rPc6DW4iMge,0.5943718802720142,True,seeded_coverage,R50-030
uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,uNb9QFRL6hY,0.13753785970811228,False,,
uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,uNb9QFRL6hY,0.2553118101545254,True,max_disagreement,R50-031
uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,uNb9QFRL6hY,0.036983822903363106,False,,
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,uNb9QFRL6hY,0.06551546802454022,False,,
uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,uNb9QFRL6hY,0.19814311325346978,False,,
uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,uNb9QFRL6hY,0.037360684267041866,False,,
uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,uNb9QFRL6hY,0.279648907940396,True,seeded_coverage,R50-032
uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,uNb9QFRL6hY,0.07295583793638272,False,,
uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56,uNb9QFRL6hY,0.05796553526754045,False,,
uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d,uNb9QFRL6hY,0.010638485481751836,False,,
uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY,0.16840422129836907,False,,
uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b,uNb9QFRL6hY,0.05820558236120443,False,,
uNb9QFRL6hY_709c21ff4dfa467cbaa655e84acc7030,uNb9QFRL6hY,0.021524715910064218,True,seeded_coverage,R50-033
uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,uNb9QFRL6hY,0.0591334791090784,False,,
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY,0.0414817330626549,False,,
uNb9QFRL6hY_9ec5ebcf3edc44e1ba6dd02e8423e5ed,uNb9QFRL6hY,0.025516114659141498,True,seeded_coverage,R50-034
uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,uNb9QFRL6hY,0.05583528708322183,False,,
uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,uNb9QFRL6hY,0.06357398790292534,False,,
uNb9QFRL6hY_b1aedc485cfa4b47be0977925c3dc799,uNb9QFRL6hY,0.09351422366410167,False,,
uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,uNb9QFRL6hY,0.22749633556211468,True,max_disagreement,R50-035
uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0,uNb9QFRL6hY,0.01692084607837474,False,,
uNb9QFRL6hY_bbaa68601ebf4aeba9d8b311413cfc13,uNb9QFRL6hY,0.034878362210307046,False,,
uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,uNb9QFRL6hY,0.1460317178977033,False,,
uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,uNb9QFRL6hY,0.07530542657784622,False,,
uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,uNb9QFRL6hY,0.23472916878356465,True,max_disagreement,R50-036
uNb9QFRL6hY_ddd25dd6cdec45f1a5222ed50c061b9b,uNb9QFRL6hY,0.05278108281741101,False,,
uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,uNb9QFRL6hY,0.07979668536845397,False,,
uNb9QFRL6hY_e39b52c7eedc4d859fca7888cab531ae,uNb9QFRL6hY,0.04146756072846469,False,,
uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc,uNb9QFRL6hY,0.11904567199574767,False,,
uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY,0.1362414262839663,False,,
wc2JMjhGNzB_1d1b27d1b8db40f99e2fa3af6e237ce9,wc2JMjhGNzB,0.0670995365136785,False,,
wc2JMjhGNzB_25dffb87de434b119296fc0a02ede607,wc2JMjhGNzB,0.33232349197023114,True,max_disagreement,R50-037
wc2JMjhGNzB_3949e4e00d354f79afea742a2b0599d2,wc2JMjhGNzB,0.040434622929673814,False,,
wc2JMjhGNzB_3a035012369c4eb58295238d946fbc66,wc2JMjhGNzB,0.06494966401039193,True,seeded_coverage,R50-038
wc2JMjhGNzB_4af5e796d4d348bc9129c41d5b0556cd,wc2JMjhGNzB,0.21944532967257457,True,max_disagreement,R50-039
wc2JMjhGNzB_5c363f3933e84bb5aceb3899f997b6fb,wc2JMjhGNzB,0.12173753963736889,False,,
wc2JMjhGNzB_6888c169680241f19a903ee49dac3655,wc2JMjhGNzB,0.04542931215053825,False,,
wc2JMjhGNzB_6dca116f3be44ac89eb68038d832957b,wc2JMjhGNzB,0.03178071307974972,True,seeded_coverage,R50-040
wc2JMjhGNzB_765293b6cd0a4bf4a50595038eb2b623,wc2JMjhGNzB,0.048709439528023646,False,,
wc2JMjhGNzB_7a57d2299f5f4f7a9769f200d21ed9ed,wc2JMjhGNzB,0.1821271709487584,True,max_disagreement,R50-041
wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41,wc2JMjhGNzB,0.060261719261490154,False,,
wc2JMjhGNzB_964c4d82ac6c428bb3dc3325ad8c7ec9,wc2JMjhGNzB,0.13507233234623173,False,,
wc2JMjhGNzB_99bcf51aef0947b6898bb8114219d730,wc2JMjhGNzB,0.034042680873621056,False,,
wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB,0.10095161660169683,False,,
wc2JMjhGNzB_ebf624692bd6472ca94a297ffa1f4c05,wc2JMjhGNzB,0.020611001527686135,True,seeded_coverage,R50-042
x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151,x8F5xyUWy9e,0.1424729393281764,True,max_disagreement,R50-043
x8F5xyUWy9e_c66bbecc057b41a8bb2eaa76c6f072a2,x8F5xyUWy9e,0.10941909325820776,True,seeded_coverage,R50-044
yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,yqstnuAEVhm,0.04587674123669527,False,,
yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b,yqstnuAEVhm,0.05725807270769634,False,,
yqstnuAEVhm_6440d94be92546fdab587df78fbea28b,yqstnuAEVhm,0.10918914486421971,False,,
yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,yqstnuAEVhm,0.1690270902902301,True,max_disagreement,R50-045
yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,yqstnuAEVhm,0.04257143577715572,False,,
yqstnuAEVhm_6f4d197078d14d6e944ed6533598a6f9,yqstnuAEVhm,0.053482280063379295,False,,
yqstnuAEVhm_703d93b8575b4c0ba99c285dea126401,yqstnuAEVhm,0.16519092653276057,True,seeded_coverage,R50-046
yqstnuAEVhm_7acd3d3a7bee44a8ad04d460509b994e,yqstnuAEVhm,0.0895399521474427,False,,
yqstnuAEVhm_858240c249474a24b753d21b85056f23,yqstnuAEVhm,0.28602473007379436,True,max_disagreement,R50-047
yqstnuAEVhm_882f2a028ad249d49fdaabc1ddae789d,yqstnuAEVhm,0.08556137571351685,False,,
yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3,yqstnuAEVhm,0.14164270207480434,True,max_disagreement,R50-048
yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd,yqstnuAEVhm,0.2365074296942159,True,seeded_coverage,R50-049
yqstnuAEVhm_e6ed009322974b1d89c053c04c0849fa,yqstnuAEVhm,0.04671435360930798,True,seeded_coverage,R50-050
