image_id,building_id,left,right,linear_mask_difference,left_corner_pairs,right_corner_pairs
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,hohonet,bilayout_enclosed,0.0862090905234838,6,10
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,hohonet,bilayout_extended,0.08411510423949853,6,9
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,bilayout_enclosed,bilayout_extended,0.02625299793288316,10,9
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,reference,hohonet,0.05738456047613072,6,6
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,reference,bilayout_enclosed,0.06732770692199974,6,8
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,reference,bilayout_extended,0.06830769230769229,6,8
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,hohonet,bilayout_enclosed,0.07142177207478206,6,8
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,hohonet,bilayout_extended,0.07020454870547843,6,8
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,bilayout_enclosed,bilayout_extended,0.006672040556683245,8,8
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,reference,hohonet,0.15511004701877862,6,6
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,reference,bilayout_enclosed,0.16297332545618703,6,11
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,reference,bilayout_extended,0.15588527302813016,6,10
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,hohonet,bilayout_enclosed,0.06906324667400388,6,11
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,hohonet,bilayout_extended,0.0905278846795542,6,10
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,bilayout_enclosed,bilayout_extended,0.02780445854181557,11,10
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,reference,hohonet,0.021903840556135812,4,4
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,reference,bilayout_enclosed,0.0202259063736957,4,4
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,reference,bilayout_extended,0.04572433774834439,4,8
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,hohonet,bilayout_enclosed,0.011556363104028744,4,4
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,hohonet,bilayout_extended,0.042166563767124465,4,8
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,bilayout_enclosed,bilayout_extended,0.03448936577888484,4,8
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,reference,hohonet,0.35858202206547296,4,6
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,reference,bilayout_enclosed,0.16785199514489457,4,4
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,reference,bilayout_extended,0.07588842350705993,4,4
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,hohonet,bilayout_enclosed,0.3227906976744186,6,4
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,hohonet,bilayout_extended,0.35341257501562073,6,4
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.14398253241506676,4,4
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,reference,hohonet,0.1896098505810736,6,4
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,reference,bilayout_enclosed,0.16768871730575863,6,4
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,reference,bilayout_extended,0.16602698482803235,6,4
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,hohonet,bilayout_enclosed,0.05054022188053753,4,4
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,hohonet,bilayout_extended,0.04799994469255975,4,4
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.0030125880682210227,4,4
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,reference,hohonet,0.05350167977258469,4,4
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,reference,bilayout_enclosed,0.07954122464172719,4,4
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,reference,bilayout_extended,0.09188057471085442,4,4
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,hohonet,bilayout_enclosed,0.11817395099076178,4,4
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,hohonet,bilayout_extended,0.13657645396785478,4,4
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.0208686316283907,4,4
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,reference,hohonet,0.21272011439092708,4,4
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,reference,bilayout_enclosed,0.15429874299767732,4,4
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,reference,bilayout_extended,0.15293453241719224,4,4
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,hohonet,bilayout_enclosed,0.2873257958737533,4,4
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,hohonet,bilayout_extended,0.2856299111499152,4,4
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.009191098251138285,4,4
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,reference,hohonet,0.34432510090989943,4,4
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,reference,bilayout_enclosed,0.320269614249972,4,7
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,reference,bilayout_extended,0.24543510016694492,4,7
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,hohonet,bilayout_enclosed,0.19613979322661512,4,7
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,hohonet,bilayout_extended,0.5052507354450297,4,7
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.4396924090107889,7,7
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,reference,hohonet,0.10711061789331588,4,4
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,reference,bilayout_enclosed,0.09609282271152775,4,4
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,reference,bilayout_extended,0.09374974738697084,4,4
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,hohonet,bilayout_enclosed,0.06185959390341944,4,4
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,hohonet,bilayout_extended,0.06201603420630675,4,4
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.002976037983979829,4,4
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,reference,hohonet,0.11678946121200373,4,4
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,reference,bilayout_enclosed,0.16052308232403023,4,16
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,reference,bilayout_extended,0.15149955653859204,4,12
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,hohonet,bilayout_enclosed,0.09042872795391088,4,16
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,hohonet,bilayout_extended,0.08364396283012332,4,12
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.019316069014969295,16,12
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,reference,hohonet,0.03693465500864612,4,4
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,reference,bilayout_enclosed,0.025607977265296844,4,4
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,reference,bilayout_extended,0.027431280335990738,4,4
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,hohonet,bilayout_enclosed,0.05099369200418913,4,4
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,hohonet,bilayout_extended,0.05275944372731922,4,4
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.0018606322299997702,4,4
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,reference,hohonet,0.15639145588384162,4,4
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,reference,bilayout_enclosed,0.24502570981444216,4,4
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,reference,bilayout_extended,0.23555685924187675,4,4
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,hohonet,bilayout_enclosed,0.10456442530639287,4,4
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,hohonet,bilayout_extended,0.09382931578593967,4,4
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.014963630995517674,4,4
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,reference,hohonet,0.33016759070989254,4,6
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,reference,bilayout_enclosed,0.018948997091939423,4,4
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,reference,bilayout_extended,0.02325994484177063,4,4
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,hohonet,bilayout_enclosed,0.3276985640494563,6,4
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,hohonet,bilayout_extended,0.334650989505058,6,4
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.010415981816644937,4,4
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,reference,hohonet,0.6653089035813498,10,10
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,reference,bilayout_enclosed,0.4787655808937803,10,14
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,reference,bilayout_extended,0.22110790722059204,10,10
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,hohonet,bilayout_enclosed,0.5065188390524982,10,14
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,hohonet,bilayout_extended,0.6121509516008712,10,10
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.3409241118461951,14,10
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,reference,hohonet,0.0822737643457424,4,4
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,reference,bilayout_enclosed,0.06477009024495062,4,4
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,reference,bilayout_extended,0.06290789285202691,4,4
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,hohonet,bilayout_enclosed,0.03267083465103271,4,4
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,hohonet,bilayout_extended,0.032178277991151694,4,4
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,bilayout_enclosed,bilayout_extended,0.0019856544105967266,4,4
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,reference,hohonet,0.024363392686195695,4,4
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,reference,bilayout_enclosed,0.019165260577504672,4,4
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,reference,bilayout_extended,0.019527273498473052,4,4
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,hohonet,bilayout_enclosed,0.026202112227473928,4,4
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,hohonet,bilayout_extended,0.027384955917813092,4,4
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,bilayout_enclosed,bilayout_extended,0.001245189042336392,4,4
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,reference,hohonet,0.1462103238084158,6,10
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,reference,bilayout_enclosed,0.2447778452528513,6,8
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,reference,bilayout_extended,0.245738221119714,6,8
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,hohonet,bilayout_enclosed,0.13942429455996785,10,8
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,hohonet,bilayout_extended,0.14289467116756205,10,8
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,bilayout_enclosed,bilayout_extended,0.009563997173595018,8,8
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,reference,hohonet,0.024454834704330297,6,6
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,reference,bilayout_enclosed,0.04483719769913119,6,6
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,reference,bilayout_extended,0.22742805720514025,6,10
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,hohonet,bilayout_enclosed,0.033343205724713165,6,6
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,hohonet,bilayout_extended,0.21354578277780356,6,10
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,bilayout_enclosed,bilayout_extended,0.1976216799034296,6,10
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,reference,hohonet,0.12025460073974903,6,8
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,reference,bilayout_enclosed,0.11923888857191767,6,6
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,reference,bilayout_extended,0.11923256795446513,6,6
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,hohonet,bilayout_enclosed,0.17424255192444904,8,6
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,hohonet,bilayout_extended,0.1737948389561076,8,6
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,bilayout_enclosed,bilayout_extended,0.0007974580252714247,6,6
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,reference,hohonet,0.0536738320036233,6,4
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,reference,bilayout_enclosed,0.020639690962465096,6,6
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,reference,bilayout_extended,0.02144471100200851,6,6
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,hohonet,bilayout_enclosed,0.05601201704743941,4,6
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,hohonet,bilayout_extended,0.0549754149384849,4,6
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,bilayout_enclosed,bilayout_extended,0.0011103959940873542,6,6
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,reference,hohonet,0.11919365830912154,6,8
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,reference,bilayout_enclosed,0.08729725788419052,6,10
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,reference,bilayout_extended,0.08859926063844137,6,10
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,hohonet,bilayout_enclosed,0.09786760191072863,8,10
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,hohonet,bilayout_extended,0.09941046196075987,8,10
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0029558491271185483,10,10
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,reference,hohonet,0.029318304454703514,6,8
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,reference,bilayout_enclosed,0.01814954336172514,6,6
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,reference,bilayout_extended,0.01814954336172514,6,6
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,hohonet,bilayout_enclosed,0.03491736865796413,8,6
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,hohonet,bilayout_extended,0.03491736865796413,8,6
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0,6,6
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,reference,hohonet,0.020829719681143888,4,4
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,reference,bilayout_enclosed,0.018728597504865108,4,4
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,reference,bilayout_extended,0.018728597504865108,4,4
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,hohonet,bilayout_enclosed,0.027655172928849336,4,4
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,hohonet,bilayout_extended,0.027655172928849336,4,4
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0,4,4
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,reference,hohonet,0.3105854222605492,8,8
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,reference,bilayout_enclosed,0.034854540384794075,8,9
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,reference,bilayout_extended,0.035700661536887,8,9
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,hohonet,bilayout_enclosed,0.31671579056951193,8,9
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,hohonet,bilayout_extended,0.3187523179325018,8,9
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.002959223227538721,9,9
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,reference,hohonet,0.010447581693260877,4,4
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,reference,bilayout_enclosed,0.01556709529789746,4,4
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,reference,bilayout_extended,0.01472538828138259,4,4
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,hohonet,bilayout_enclosed,0.018466247759977183,4,4
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,hohonet,bilayout_extended,0.017895696950804174,4,4
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.000981490784033423,4,4
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,reference,hohonet,0.05300705604965239,8,6
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,reference,bilayout_enclosed,0.05264279717602838,8,6
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,reference,bilayout_extended,0.05213587213873938,8,6
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,hohonet,bilayout_enclosed,0.0338161334011956,6,6
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,hohonet,bilayout_extended,0.03376961208660112,6,6
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0030765854728987962,6,6
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,reference,hohonet,0.03932036192653443,4,4
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,reference,bilayout_enclosed,0.01823279552742474,4,4
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,reference,bilayout_extended,0.01823279552742474,4,4
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,hohonet,bilayout_enclosed,0.022701279916578332,4,4
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,hohonet,bilayout_extended,0.022701279916578332,4,4
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0,4,4
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,reference,hohonet,0.015167972857767276,4,4
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,reference,bilayout_enclosed,0.024495902172498973,4,4
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,reference,bilayout_extended,0.025365532818983905,4,4
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,hohonet,bilayout_enclosed,0.02147442030372082,4,4
