condition,k,cut,method,image_id,building,metric,real,prediction,abs_error,in_predictive_interval,mc_se
manual,4,0.05,seed_context_t025,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_singleton_fraction,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_supported,3.0,3.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_within,0.015630329390768714,0.010270217665119279,0.005360111725649435,0.5,0.0004769919104721424
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,diagnostic_stable100,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,diagnostic_stable80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,diagnostic_stable_multimode80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,half_count_tv,0.08333333333333334,0.0,0.08333333333333334,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,half_output_mmd,0.13756801493559387,0.05209607083315079,0.08547194410244308,0.5,0.008445045497472083
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,late_half_new,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,late_quarter_new,0.25,0.0,0.25,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,late_repartition,0.0017135642135642133,0.0,0.0017135642135642133,0.5,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_modes,16.0,2.5,13.5,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_point_disagreement,0.08695652173913043,0.0,0.08695652173913043,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_singleton_fraction,0.4782608695652174,0.0,0.4782608695652174,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_supported,5.0,2.5,2.5,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_within,0.02628702025710432,0.017023696504618914,0.009263323752485406,0.5,0.0004071291388019607
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,diagnostic_stable100,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,diagnostic_stable80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,diagnostic_stable_multimode80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,half_count_tv,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,half_output_mmd,0.11541675636547649,0.05414497023161745,0.061271786133859044,0.5,0.007873260392018045
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,late_half_new,0.7916666666666667,0.0,0.7916666666666667,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,late_quarter_new,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_modes,19.0,3.5,15.5,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_point_disagreement,0.15942028985507245,0.0,0.15942028985507245,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_singleton_fraction,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_supported,3.0,3.5,0.5,0.5,0.0
manual,4,0.05,seed_context_t025,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_within,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,diagnostic_stable100,0.0,0.875,0.875,0.5,0.05678884672810004
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,diagnostic_stable80,0.0,0.9375,0.9375,0.5,0.0418007301866911
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,diagnostic_stable_multimode80,0.0,0.921875,0.921875,0.5,0.047913490925448984
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,half_count_tv,0.11111111111111113,0.11927083333333333,0.010243055555555547,1.0,0.014511799881536428
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,half_output_mmd,0.21597043170532731,0.11126552279767277,0.10470490890765456,0.5,0.015582913368476076
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,late_half_new,0.55,0.0,0.55,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,late_quarter_new,0.5,0.0,0.5,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,late_repartition,0.0027777777777777775,0.0,0.0027777777777777775,0.5,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_modes,13.0,3.0,10.0,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_point_disagreement,0.10526315789473684,0.3718932748538012,0.26663011695906436,0.0,0.016316486392005385
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_singleton_fraction,0.47368421052631576,0.003289473684210526,0.47039473684210525,0.0,0.002200038430878479
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_supported,4.0,2.9375,1.0625,0.5,0.0418007301866911
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_within,0.030984642314212288,0.008325223813972868,0.02265941850023942,0.0,0.00017517291019526838
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,diagnostic_stable100,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,diagnostic_stable80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,diagnostic_stable_multimode80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,half_count_tv,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,half_output_mmd,0.036539003384480906,0.02278878275288737,0.013750220631593535,1.0,0.0033831200658713118
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,late_half_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,late_quarter_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,late_repartition,0.02140264877880977,0.0,0.02140264877880977,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_modes,4.0,2.0,2.0,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_point_disagreement,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_singleton_fraction,0.05,0.0,0.05,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_supported,3.0,2.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_within,0.02361219703396778,0.020903930585066503,0.002708266448901278,0.5,0.0004876848632618556
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,diagnostic_stable100,0.0,0.859375,0.859375,0.5,0.05451068855239094
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,diagnostic_stable80,0.0,0.875,0.875,0.5,0.05274929400871027
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,diagnostic_stable_multimode80,0.0,0.875,0.875,0.5,0.05274929400871027
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,half_count_tv,0.2916666666666667,0.17838541666666669,0.14973958333333334,0.5,0.017678450378445863
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,half_output_mmd,0.16946729701504887,0.08408765107254766,0.08537964594250119,0.5,0.011149254454942392
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,late_half_new,0.25,0.0,0.25,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,late_quarter_new,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,late_repartition,0.0002723311546840959,0.0,0.0002723311546840959,0.5,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_modes,11.0,3.5,7.5,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_point_disagreement,0.6630434782608695,0.6302083333333334,0.03283514492753614,1.0,0.008388122198917878
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_singleton_fraction,0.25,0.0006510416666666666,0.24934895833333331,0.0,0.0006510416666666665
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_supported,5.0,3.484375,1.515625,0.0,0.015625
manual,4,0.05,seed_context_t025,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_within,0.01685237757553225,0.001284403306155043,0.015567974269377206,0.0,5.713084505627063e-05
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,diagnostic_stable100,0.0,0.96875,0.96875,0.0,0.03125
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,diagnostic_stable80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,diagnostic_stable_multimode80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,half_count_tv,0.16666666666666663,0.0,0.16666666666666663,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,half_output_mmd,0.117544285983827,0.08346683591383833,0.03407745006998867,1.0,0.014063335616840342
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,late_half_new,0.375,0.0,0.375,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,late_quarter_new,0.41666666666666663,0.0,0.41666666666666663,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_modes,12.0,3.0,9.0,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_point_disagreement,0.23550724637681159,0.0,0.23550724637681159,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_singleton_fraction,0.3333333333333333,0.0013020833333333333,0.33203125,0.0,0.001302083333333333
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_supported,4.0,2.96875,1.03125,0.0,0.03125
manual,4,0.05,seed_context_t025,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_within,0.022859478801592996,0.010566571569415524,0.012292907232177472,0.0,0.0003951056133405181
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,diagnostic_stable100,0.0,0.90625,0.90625,0.5,0.03505108598934215
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,diagnostic_stable80,0.5,0.921875,0.578125,0.5,0.03260664110813683
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,diagnostic_stable_multimode80,0.0,0.40625,0.40625,1.0,0.03505108598934215
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,half_count_tv,0.09090909090909093,0.06273674242424243,0.06273674242424243,0.5,0.008279873112563105
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,half_output_mmd,0.08567353592466836,0.05387470525848714,0.03179883066618122,1.0,0.008259541419807588
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,late_half_new,0.041666666666666664,0.0,0.041666666666666664,0.5,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,late_quarter_new,0.08333333333333333,0.0,0.08333333333333333,0.5,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,terminal_modes,4.0,1.5,2.5,0.0,0.0
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,terminal_point_disagreement,0.08695652173913043,0.16341403162055335,0.16341403162055335,0.0,0.008346278105508769
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,terminal_singleton_fraction,0.13043478260869565,0.0006793478260869565,0.1297554347826087,0.0,0.0006793478260869564
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,terminal_supported,1.0,1.484375,0.484375,0.5,0.015625
manual,4,0.05,seed_context_t025,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,terminal_within,0.023545123739494817,0.015729500653440608,0.00781562308605421,0.0,0.0003717018576948228
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,diagnostic_stable100,0.0,0.640625,0.640625,1.0,0.08572962545241175
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,diagnostic_stable80,0.0,0.65625,0.65625,1.0,0.08510016426393227
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,diagnostic_stable_multimode80,0.0,0.65625,0.65625,1.0,0.08510016426393227
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,half_count_tv,0.3277777777777777,0.21475694444444443,0.11302083333333329,1.0,0.023951891669452205
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,half_output_mmd,0.1356518046574787,0.116290876330374,0.01936092832710471,1.0,0.021691610619123013
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,late_half_new,0.2,0.0,0.2,0.0,0.0
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,late_quarter_new,0.1,0.0,0.1,0.5,0.0
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,late_repartition,0.010808080808080808,0.0,0.010808080808080808,0.0,0.0
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,terminal_modes,9.0,3.5,5.5,0.0,0.0
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,terminal_point_disagreement,0.7192982456140351,0.6235380116959064,0.09576023391812866,0.0,0.009485902187370662
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,terminal_singleton_fraction,0.21052631578947367,0.0008223684210526315,0.20970394736842105,0.0,0.0008223684210526314
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,terminal_supported,5.0,3.484375,1.515625,0.0,0.015625
manual,4,0.05,seed_context_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,terminal_within,0.026950796679933234,0.006612110077666792,0.02033868660226644,0.0,0.00021235497816682338
manual,4,0.05,seed_context_t025,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,diagnostic_stable100,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,diagnostic_stable80,0.0,1.0,1.0,0.0,0.0
manual,4,0.05,seed_context_t025,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,diagnostic_stable_multimode80,0.0,0.5,0.5,0.5,0.0
manual,4,0.05,seed_context_t025,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,half_count_tv,0.0,0.0,0.0,1.0,0.0
