condition,k,method,baseline,metric,images,buildings,delta,ci_low,ci_high,building_macro_delta
manual,2,joint,image,count_brier,133,20,-0.006070125753638854,-0.008151901580164555,-0.0043703731859714625,-0.006863834139325434
manual,2,person,population,count_brier,133,20,-0.0071325581051646676,-0.010160871371976618,-0.0044745996194794566,-0.0075532605412122296
manual,2,person,image,count_brier,133,20,0.010617617397223304,0.005542864874788881,0.014769117541874514,0.00738630690199886
manual,4,image,population,count_brier,71,17,-0.013143161904001664,-0.016627175594328907,-0.008960969244261013,-0.012056179509954983
manual,4,image_type2,population,count_brier,71,17,-0.014221468137617314,-0.018658979337285785,-0.00980055587925667,-0.013965352580042556
manual,4,image_type2,image,count_brier,71,17,-0.0010783062336156518,-0.002474437088839729,-0.00022142198704114537,-0.0019091730700875743
manual,4,image_type3,population,count_brier,71,17,-0.01937072424110308,-0.02465406016265808,-0.013400247484919043,-0.01672860528932925
manual,4,image_type3,image,count_brier,71,17,-0.006227562337101416,-0.00930698595536885,-0.0032743749074110643,-0.004672425779374264
manual,4,image_type4,population,count_brier,71,17,-0.020018590718174113,-0.024941434891278213,-0.014129786039949301,-0.017582479988035273
manual,4,image_type4,image,count_brier,71,17,-0.006875428814172453,-0.010349551494902822,-0.003697359277529624,-0.0055263004780802885
manual,4,joint,population,count_brier,71,17,-0.020043362076505113,-0.024564997863151715,-0.015372747705944045,-0.017954147042997564
manual,4,joint,image,count_brier,71,17,-0.006900200172503451,-0.009940253435019019,-0.004415377504286516,-0.005897967533042584
manual,4,person,population,count_brier,71,17,-0.009330749883174224,-0.013934395520746334,-0.005681514463864169,-0.007442502289792743
manual,4,person,image,count_brier,71,17,0.0038124120208274403,-0.0018486945802066613,0.008660519472319059,0.004613677220162239
manual,6,image,population,count_brier,46,15,-0.010491058459756761,-0.012428131057404009,-0.007553590679940733,-0.009456951424111792
manual,6,image_type2,population,count_brier,46,15,-0.011347339612075576,-0.014287858708626453,-0.008005339245156427,-0.00999809408572668
manual,6,image_type2,image,count_brier,46,15,-0.0008562811523188153,-0.002033817168757252,2.543862776651212e-05,-0.0005411426616148903
manual,6,image_type3,population,count_brier,46,15,-0.012914691636514722,-0.015866190683190215,-0.008496647999086565,-0.010344554926849225
manual,6,image_type3,image,count_brier,46,15,-0.0024236331767579604,-0.0038567787979663266,-0.00021216925681987234,-0.0008876035027374344
manual,6,image_type4,population,count_brier,46,15,-0.013321654132006415,-0.017049035236518583,-0.00889880294954243,-0.010071885376903402
manual,6,image_type4,image,count_brier,46,15,-0.0028305956722496526,-0.005018273499525269,-0.00026275524397317135,-0.0006149339527916095
manual,6,joint,population,count_brier,46,15,-0.013977954291732904,-0.016837569451994976,-0.010561551475187442,-0.012794051239967052
manual,6,joint,image,count_brier,46,15,-0.0034868958319761384,-0.00503186387840081,-0.001945881811830979,-0.003337099815855259
manual,6,person,population,count_brier,46,15,-0.0043155675166185155,-0.005817114050936721,-0.002220827855112907,-0.003263461141948629
manual,6,person,image,count_brier,46,15,0.006175490943138246,0.0033794399628131904,0.008261231144745718,0.006193490282163162
manual,8,image,population,count_brier,46,15,-0.0068438508241129205,-0.008154464179082648,-0.004811383007796674,-0.005818728152277966
manual,8,image_type2,population,count_brier,46,15,-0.007710775485773695,-0.009604162649574807,-0.006040302690026081,-0.007543594176456067
manual,8,image_type2,image,count_brier,46,15,-0.0008669246616607741,-0.0021199027684928266,5.823446313383887e-05,-0.0017248660241780997
manual,8,image_type3,population,count_brier,46,15,-0.009202361665510594,-0.011306685093380274,-0.006576401600095928,-0.007650958036619784
manual,8,image_type3,image,count_brier,46,15,-0.0023585108413976736,-0.003755572206859362,-0.0008024557230796554,-0.001832229884341817
manual,8,image_type4,population,count_brier,46,15,-0.009931634303694844,-0.012536703509083365,-0.006830115282732318,-0.00748057259132468
manual,8,image_type4,image,count_brier,46,15,-0.003087783479581922,-0.004849424055431767,-0.0009768453021431688,-0.0016618444390467135
manual,8,joint,population,count_brier,46,15,-0.010609325584252321,-0.012844254820970962,-0.008239249548576773,-0.009394754407000402
manual,8,joint,image,count_brier,46,15,-0.0037654747601394,-0.005271263275206502,-0.002333527145705743,-0.0035760262547224367
manual,8,person,population,count_brier,46,15,-0.004897483153977007,-0.006363988888987632,-0.0030621069580144132,-0.004162479071727813
manual,8,person,image,count_brier,46,15,0.001946367670135914,-0.0003408282989277564,0.003758461970558826,0.001656249080550153
oos_geometry,0,image,population,count_brier,9,6,-0.03763006443914205,-0.11133096077790011,0.017416397252940002,-0.05017739640643071
oos_geometry,0,image_type2,population,count_brier,9,6,-0.03340319740421681,-0.1044055783234021,0.030105750050178452,-0.04542550361893447
oos_geometry,0,image_type2,image,count_brier,9,6,0.004226867034925234,-0.0021842989105591154,0.01291709820081844,0.004751892787496227
oos_geometry,0,image_type3,population,count_brier,9,6,-0.036997168739006374,-0.11502332074432149,0.025176816303393825,-0.05001592915132064
oos_geometry,0,image_type3,image,count_brier,9,6,0.0006328957001356691,-0.006914926490028686,0.009590343405008838,0.00016146725511006753
oos_geometry,0,image_type4,population,count_brier,9,6,-0.04103485588892013,-0.11957010159736929,0.0235292947520508,-0.055817614692577566
oos_geometry,0,image_type4,image,count_brier,9,6,-0.003404791449778085,-0.012957677314194782,0.005568351491107379,-0.0056402182861468655
oos_geometry,0,joint,population,count_brier,9,6,-0.034200104554955396,-0.11264250993700609,0.03320914475176478,-0.044626433436437164
oos_geometry,0,joint,image,count_brier,9,6,0.0034299598841866508,-0.0075913905956699855,0.016403589952755836,0.005550962969993536
oos_geometry,0,person,population,count_brier,9,6,-0.0024306852461008065,-0.006456946886480515,0.0033149723913691496,-0.00027472607278388687
oos_geometry,0,person,image,count_brier,9,6,0.03519937919304124,-0.02288686602466377,0.11092739235030658,0.049902670333646815
oos_geometry,2,image,population,count_brier,9,6,-0.019969974952943555,-0.056728499508897724,0.010772165986931497,-0.02630885453707646
oos_geometry,2,image_type2,population,count_brier,9,6,-0.022900623499408086,-0.05808169660565012,0.011157383611400099,-0.028012284744940497
oos_geometry,2,image_type2,image,count_brier,9,6,-0.0029306485464645326,-0.006067538587305761,0.0006144894203386089,-0.0017034302078640406
oos_geometry,2,image_type3,population,count_brier,9,6,-0.02875366264758228,-0.06711731030158263,0.00512835800744909,-0.03606204713240712
oos_geometry,2,image_type3,image,count_brier,9,6,-0.008783687694638727,-0.021110875908237545,5.237213934175225e-05,-0.009753192595330664
oos_geometry,2,image_type4,population,count_brier,9,6,-0.027525238180301146,-0.06758701474916622,0.008352979258345116,-0.034764312166822776
oos_geometry,2,image_type4,image,count_brier,9,6,-0.00755526322735759,-0.01543199143249828,-0.0004929161285309635,-0.008455457629746315
oos_geometry,2,joint,population,count_brier,9,6,-0.023300597581972074,-0.060584009142628445,0.014362442546934284,-0.028249375168407902
oos_geometry,2,joint,image,count_brier,9,6,-0.00333062262902852,-0.009571430350328003,0.0035225336313016095,-0.001940520631331445
oos_geometry,2,person,population,count_brier,9,6,-0.010572349569151658,-0.014991451184626768,-0.0030579855181361026,-0.008813896628039707
oos_geometry,2,person,image,count_brier,9,6,0.009397625383791899,-0.021749870469009596,0.050837502756332094,0.01749495790903675
oos_geometry,4,image,population,count_brier,9,6,-0.012166338256947889,-0.030888120614471215,0.003340250431479494,-0.014483902748993855
oos_geometry,4,image_type2,population,count_brier,9,6,-0.011275596320307401,-0.026908527293074625,0.005362363892465777,-0.011544976339004587
oos_geometry,4,image_type2,image,count_brier,9,6,0.0008907419366404878,-0.003369674078861379,0.009548778774137998,0.0029389264099892684
oos_geometry,4,image_type3,population,count_brier,9,6,-0.01849088561909343,-0.03573104902291745,-0.0017299276522380828,-0.021281735243195026
oos_geometry,4,image_type3,image,count_brier,9,6,-0.00632454736214554,-0.018239241871341894,0.0022894741068484664,-0.00679783249420117
oos_geometry,4,image_type4,population,count_brier,9,6,-0.01890802654841563,-0.03408684093523069,-0.0045819755006449026,-0.020893035205001752
oos_geometry,4,image_type4,image,count_brier,9,6,-0.006741688291467742,-0.01460478991112282,0.0023356041879227505,-0.006409132456007899
oos_geometry,4,joint,population,count_brier,9,6,-0.016543040965705604,-0.03479444212033948,0.004141420820969634,-0.017914508192893704
oos_geometry,4,joint,image,count_brier,9,6,-0.004376702708757714,-0.008883524058178592,0.0008071604350616744,-0.003430605443899847
oos_geometry,4,person,population,count_brier,9,6,-0.012192624906828977,-0.01642466041444141,-0.004677248937056823,-0.010308093763541077
oos_geometry,4,person,image,count_brier,9,6,-2.6286649881087582e-05,-0.017340113299281975,0.025022149980662867,0.004175808985452778
oos_geometry,6,image,population,count_brier,9,6,-0.009894005400820386,-0.02293627031424294,-0.0006513144416047806,-0.011740085160071774
oos_geometry,6,image_type2,population,count_brier,9,6,-0.010823678028722482,-0.019008404241170958,-0.0013116073861597817,-0.009738725575385757
oos_geometry,6,image_type2,image,count_brier,9,6,-0.0009296726279020963,-0.005849828887553799,0.009011486508592043,0.002001359584686019
oos_geometry,6,image_type3,population,count_brier,9,6,-0.018910694068250005,-0.028825661089515554,-0.011864440058303678,-0.02157549546603857
oos_geometry,6,image_type3,image,count_brier,9,6,-0.009016688667429619,-0.019864938360452142,0.0002306232216247095,-0.009835410305966795
oos_geometry,6,image_type4,population,count_brier,9,6,-0.020598902724133828,-0.028542521311267173,-0.015986343909900565,-0.02264646248600904
oos_geometry,6,image_type4,image,count_brier,9,6,-0.010704897323313443,-0.022263966286235393,0.000734549134068501,-0.010906377325937265
oos_geometry,6,joint,population,count_brier,9,6,-0.01518583502257528,-0.026351474651499385,-0.004176539868067258,-0.016543099172459823
oos_geometry,6,joint,image,count_brier,9,6,-0.0052918296217548955,-0.00818827907843426,-0.0018473369256093827,-0.004803014012388048
oos_geometry,6,person,population,count_brier,9,6,-0.014392119985136977,-0.019958812877228956,-0.007804996413851565,-0.014112992446633207
oos_geometry,6,person,image,count_brier,9,6,-0.004498114584316591,-0.018607012688784723,0.012539331047962655,-0.002372907286561435
oos_geometry,8,image,population,count_brier,9,6,-0.005699744795119753,-0.014028307164743344,0.0014234607905175233,-0.006817237873163691
oos_geometry,8,image_type2,population,count_brier,9,6,-0.00775682090577364,-0.014834781526022415,0.0010345458531509644,-0.00662225605023696
oos_geometry,8,image_type2,image,count_brier,9,6,-0.0020570761106538877,-0.006458537321326197,0.0064420214941682515,0.00019498182292672969
oos_geometry,8,image_type3,population,count_brier,9,6,-0.014482918500959526,-0.026595269277224966,-0.006077915902344821,-0.01772903288240733
oos_geometry,8,image_type3,image,count_brier,9,6,-0.008783173705839774,-0.02281324619180264,-0.0013081315861872833,-0.010911795009243637
oos_geometry,8,image_type4,population,count_brier,9,6,-0.016460383396434117,-0.02670390813033977,-0.010063650413350519,-0.019325030225687607
oos_geometry,8,image_type4,image,count_brier,9,6,-0.010760638601314364,-0.02227590742555972,-0.0021336830505120563,-0.012507792352523917
oos_geometry,8,joint,population,count_brier,9,6,-0.011161827774289644,-0.018521914542198047,-0.0027507960433804718,-0.012082210584890715
oos_geometry,8,joint,image,count_brier,9,6,-0.005462082979169891,-0.007657363235610819,-0.0029716242864998785,-0.005264972711727024
oos_geometry,8,person,population,count_brier,9,6,-0.014887598412391864,-0.021167288892546203,-0.007679594906891796,-0.014520161929123171
oos_geometry,8,person,image,count_brier,9,6,-0.009187853617272111,-0.020999081279947828,0.005085314222589429,-0.00770292405595948
semi,0,image,population,count_brier,43,12,-0.08937050845335656,-0.1244168617701509,-0.06565804803421788,-0.09520273819426302
semi,0,image_type2,population,count_brier,43,12,-0.09073606170048168,-0.12252144585028531,-0.06720190031223473,-0.09347974234889352
semi,0,image_type2,image,count_brier,43,12,-0.001365553247125111,-0.0036374119800455583,0.0018326976183727576,0.0017229958453695016
semi,0,image_type3,population,count_brier,43,12,-0.09128647315824598,-0.12097478006345075,-0.06914821196298684,-0.09403609725089161
semi,0,image_type3,image,count_brier,43,12,-0.0019159647048894136,-0.005051879137374392,0.0025379638350316587,0.0011666409433714242
semi,0,image_type4,population,count_brier,43,12,-0.09208341937852461,-0.12425733708448894,-0.06893983015364438,-0.09565754643397108
semi,0,image_type4,image,count_brier,43,12,-0.0027129109251680487,-0.005293835410561947,0.0003454599228214919,-0.0004548082397080634
semi,0,joint,population,count_brier,43,12,-0.0932873349557471,-0.13122874526649667,-0.07092053798830278,-0.09670376276841165
semi,0,joint,image,count_brier,43,12,-0.003916826502390532,-0.00680582192183289,-8.105781320592829e-05,-0.0015010245741486287
semi,0,person,population,count_brier,43,12,-0.0032160552375466262,-0.005514260739620995,0.000246921695679356,-9.304230944424416e-05
semi,0,person,image,count_brier,43,12,0.08615445321580993,0.06162179160629956,0.12140478035287391,0.09510969588481878
semi,2,image,population,count_brier,42,12,-0.03982550338031492,-0.05710597102561332,-0.027969922443769085,-0.0416615217522025
semi,2,image_type2,population,count_brier,42,12,-0.04235276935072728,-0.05813561012426055,-0.030052807705550032,-0.04268024640117193
semi,2,image_type2,image,count_brier,42,12,-0.002527265970412368,-0.004885676487548209,-0.00018999274471234671,-0.0010187246489694196
semi,2,image_type3,population,count_brier,42,12,-0.04313329835523978,-0.05986919640941255,-0.02914729923557836,-0.0440724875762221
semi,2,image_type3,image,count_brier,42,12,-0.003307794974924871,-0.00748430299506341,0.0013125339093443518,-0.002410965824019599
semi,2,image_type4,population,count_brier,42,12,-0.04628940614437424,-0.06796082658604924,-0.027871539938385804,-0.04676700060851935
semi,2,image_type4,image,count_brier,42,12,-0.006463902764059329,-0.017335348295494317,0.0017806470421979212,-0.005105478856316843
semi,2,joint,population,count_brier,42,12,-0.04384418082359679,-0.06159565073656093,-0.03135638423789975,-0.0448438617333706
semi,2,joint,image,count_brier,42,12,-0.004018677443281877,-0.00589843643158687,-0.001519703057319061,-0.0031823399811680996
semi,2,person,population,count_brier,42,12,-0.00606780273503429,-0.01026215114438555,-0.0022504391488514966,-0.004585505390124859
semi,2,person,image,count_brier,42,12,0.03375770064528062,0.02214571617966732,0.051027481785782806,0.03707601636207764
semi,4,image,population,count_brier,18,10,-0.013774275762195809,-0.01667006337059585,-0.009550974787295689,-0.012202989543418592
semi,4,image_type2,population,count_brier,18,10,-0.01993080961407188,-0.0253057479254173,-0.012233016264451651,-0.017392010139574983
semi,4,image_type2,image,count_brier,18,10,-0.006156533851876072,-0.011465533307319626,0.0001270995769859895,-0.00518902059615639
semi,4,image_type3,population,count_brier,18,10,-0.021293014970121503,-0.025594318676652617,-0.014482305734648841,-0.019562022574188653
semi,4,image_type3,image,count_brier,18,10,-0.0075187392079256975,-0.01139220373807419,-0.0033714777578608976,-0.007359033030770057
semi,4,image_type4,population,count_brier,18,10,-0.022536012058320662,-0.02885312046813823,-0.015551035185696003,-0.022303521800572223
semi,4,image_type4,image,count_brier,18,10,-0.00876173629612485,-0.014863794724358781,-0.0036621974581039756,-0.010100532257153627
semi,4,joint,population,count_brier,18,10,-0.018599847734488154,-0.022244208229997484,-0.013071941899685916,-0.016692202938246255
semi,4,joint,image,count_brier,18,10,-0.004825571972292349,-0.006901553647045104,-0.0023085653557582595,-0.004489213394827661
semi,4,person,population,count_brier,18,10,-0.007499465883512603,-0.00966239692731327,-0.004820627087382539,-0.007331644638060253
semi,4,person,image,count_brier,18,10,0.006274809878683206,0.0023718285221931193,0.01029444683650854,0.004871344905358338
semi,6,image,population,count_brier,18,10,-0.008932341859155212,-0.011309592240932993,-0.005681228412709389,-0.00754585530629603
semi,6,image_type2,population,count_brier,18,10,-0.01753281749346565,-0.024793491132661227,-0.009151626176353629,-0.014327435777598808
semi,6,image_type2,image,count_brier,18,10,-0.008600475634310436,-0.015594174474051255,-0.0008163848672147167,-0.006781580471302777
semi,6,image_type3,population,count_brier,18,10,-0.018196321595465196,-0.024127813766486553,-0.011187322978911254,-0.015878414251656526
semi,6,image_type3,image,count_brier,18,10,-0.009263979736309982,-0.014891247556060411,-0.0032094783388774023,-0.008332558945360495
semi,6,image_type4,population,count_brier,18,10,-0.019336734272285345,-0.025624887090979178,-0.012217645263129837,-0.018324648570843094
semi,6,image_type4,image,count_brier,18,10,-0.010404392413130134,-0.016134167307140075,-0.004058552625758665,-0.010778793264547063
semi,6,joint,population,count_brier,18,10,-0.014467757048364912,-0.018059178631062416,-0.009724499446607462,-0.012478788121141698
semi,6,joint,image,count_brier,18,10,-0.005535415189209698,-0.008375516181691009,-0.0021806507144659097,-0.004932932814845669
semi,6,person,population,count_brier,18,10,-0.008377381532187915,-0.01188343799145545,-0.004138140876337562,-0.007755028874468005
semi,6,person,image,count_brier,18,10,0.0005549603269672984,-0.0043386216609758365,0.006009065661126369,-0.0002091735681719751
semi,8,image,population,count_brier,18,10,-0.005854203680741781,-0.007344225050833468,-0.003506541967594719,-0.004758899060456155
semi,8,image_type2,population,count_brier,18,10,-0.015166202799463742,-0.02259955747570922,-0.007106633538629433,-0.012205485762379988
semi,8,image_type2,image,count_brier,18,10,-0.009311999118721959,-0.01654141983115673,-0.0015035420974216624,-0.007446586701923831
semi,8,image_type3,population,count_brier,18,10,-0.015020554773744484,-0.021029674356601368,-0.007991661405877907,-0.01271300051856129
semi,8,image_type3,image,count_brier,18,10,-0.009166351093002699,-0.015172698599654658,-0.0026629051956342468,-0.007954101458105139
semi,8,image_type4,population,count_brier,18,10,-0.017017348579910004,-0.023406137919624793,-0.009992080515333013,-0.016382392348676268
semi,8,image_type4,image,count_brier,18,10,-0.011163144899168219,-0.01769812559462746,-0.004288343979310248,-0.011623493288220115
semi,8,joint,population,count_brier,18,10,-0.011358576318195078,-0.014453932495372012,-0.007289032713683239,-0.009850612207952438
semi,8,joint,image,count_brier,18,10,-0.005504372637453297,-0.008410258724264139,-0.002252230726024968,-0.005091713147496285
semi,8,person,population,count_brier,18,10,-0.008333026587677308,-0.011832185265841053,-0.0042387032574967036,-0.007943950445703573
semi,8,person,image,count_brier,18,10,-0.0024788229069355244,-0.006969502194094291,0.0022020515198862343,-0.0031850513852474185
