analysis_kind,population_or_scenario,base_task_id,building_id,stage,reference_regime,k_total,n_A,n_B,available_population_n,available_A_n,available_B_n,sampling_method,samples_or_replicates,resolved_rate,supported_multimodal_rate,not_evaluable_rate,resolved_only_quality,delivery_adjusted_quality,pooled_full_output_recovery_rate,pooled_full_target_resolved,mechanical_population_full_roster_endpoint
subgroup_curve_exact,A_selective_corrector_u095,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.662391984,0.662391984,,False,False
subgroup_curve_exact,A_selective_corrector_u095,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.650793844,0.650793844,,False,False
subgroup_curve_exact,A_selective_corrector_u095,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.7804878,0.7804878,,False,True
subgroup_curve_exact,B_non_A_comparison_pool,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,1.0,0.0,0.0,0.7156157503333334,0.7156157503333334,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,0.8666666666666667,0.13333333333333333,0.0,0.7155956621978022,0.6201829072380952,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,0.7777777777777778,0.2222222222222222,0.0,0.7097137525510204,0.5519995853174603,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,0.6666666666666666,0.3333333333333333,0.0,0.7250637567857142,0.48337583785714283,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.768483969,0.768483969,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.779133572,0.779133572,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.79109756,0.79109756,,False,True
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,3,,,6,,,exact_all_worker_subsets_without_replacement,20,0.5,0.0,0.5,0.812507436,0.406253718,,False,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,4,,,6,,,exact_all_worker_subsets_without_replacement,15,0.8,0.0,0.2,0.813104585,0.650483668,,False,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,5,,,6,,,exact_all_worker_subsets_without_replacement,6,1.0,0.0,0.0,0.8140998333333334,0.8140998333333334,,False,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,6,,,6,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.81609033,0.81609033,,False,True
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,0.31666666666666665,0.0,0.6833333333333333,0.7930764881578948,0.25114088791666667,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,0.5333333333333333,0.03333333333333333,0.43333333333333335,0.793560928125,0.423232495,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,0.6428571428571429,0.15079365079365079,0.20634920634920634,0.7934241830246913,0.5100584033730159,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,0.5666666666666667,0.3761904761904762,0.05714285714285714,0.7924059621848739,0.44903004523809525,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.3,0.0,0.7,0.77353445,0.232060335,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,0.6,0.0,0.4,0.77353445,0.46412067,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.77353445,0.77353445,,False,True
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,3,,,6,,,exact_all_worker_subsets_without_replacement,20,1.0,0.0,0.0,0.9071429005,0.9071429005,,False,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,4,,,6,,,exact_all_worker_subsets_without_replacement,15,1.0,0.0,0.0,0.9061915633333333,0.9061915633333333,,False,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,5,,,6,,,exact_all_worker_subsets_without_replacement,6,1.0,0.0,0.0,0.9068568283333334,0.9068568283333334,,False,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,6,,,6,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.91014272,0.91014272,,False,True
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,0.5666666666666667,0.0,0.43333333333333335,0.8648324973529412,0.4900717485,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,0.7761904761904762,0.047619047619047616,0.1761904761904762,0.8686446563190184,0.6742337094285714,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,0.8015873015873016,0.15873015873015872,0.03968253968253968,0.8752558470297029,0.7015939726190475,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,0.6904761904761905,0.30952380952380953,0.0,0.8838425702068965,0.6102722508571429,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.6,0.0,0.4,0.8289445950000001,0.497366757,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,0.8,0.2,0.0,0.8289445950000001,0.663155676,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,0.0,1.0,0.0,,0.0,,False,True
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,3,,,9,,,exact_all_worker_subsets_without_replacement,84,1.0,0.0,0.0,0.9851493344718958,0.9851493344718958,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,4,,,9,,,exact_all_worker_subsets_without_replacement,126,1.0,0.0,0.0,0.9867665934210721,0.9867665934210721,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,5,,,9,,,exact_all_worker_subsets_without_replacement,126,1.0,0.0,0.0,0.9869498124338881,0.9869498124338881,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,6,,,9,,,exact_all_worker_subsets_without_replacement,84,1.0,0.0,0.0,0.9867236754137337,0.9867236754137337,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,3,,,11,,,exact_all_worker_subsets_without_replacement,165,1.0,0.0,0.0,0.9691696123717638,0.9691696123717638,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,4,,,11,,,exact_all_worker_subsets_without_replacement,330,1.0,0.0,0.0,0.9707204525868832,0.9707204525868832,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,5,,,11,,,exact_all_worker_subsets_without_replacement,462,1.0,0.0,0.0,0.9714332158148101,0.9714332158148101,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,6,,,11,,,exact_all_worker_subsets_without_replacement,462,1.0,0.0,0.0,0.9717697573317423,0.9717697573317423,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.9625125979366407,0.9625125979366407,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.9694529796103446,0.9694529796103446,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,public_frozen_GT,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.9727538750317626,0.9727538750317626,1.0,True,True
subgroup_curve_exact,A_selective_corrector_u095,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,3,,,6,,,exact_all_worker_subsets_without_replacement,20,1.0,0.0,0.0,0.9786449955000001,0.9786449955000001,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,4,,,6,,,exact_all_worker_subsets_without_replacement,15,1.0,0.0,0.0,0.980451796,0.980451796,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,5,,,6,,,exact_all_worker_subsets_without_replacement,6,1.0,0.0,0.0,0.982738915,0.982738915,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,6,,,6,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.98344372,0.98344372,1.0,True,True
subgroup_curve_exact,B_non_A_comparison_pool,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,1.0,0.0,0.0,0.9692536175833333,0.9692536175833333,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9713899532857143,0.9713899532857143,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,1.0,0.0,0.0,0.9728442251984127,0.9728442251984127,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9732243475238095,0.9732243475238095,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.958605268,0.958605268,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.966326638,0.966326638,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.96249581,0.96249581,1.0,True,True
subgroup_curve_exact,A_selective_corrector_u095,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,3,,,7,,,exact_all_worker_subsets_without_replacement,35,0.7714285714285715,0.0,0.22857142857142856,0.8287997162962963,0.6393597811428572,,False,False
subgroup_curve_exact,A_selective_corrector_u095,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,4,,,7,,,exact_all_worker_subsets_without_replacement,35,0.8285714285714286,0.17142857142857143,0.0,0.8432505024137931,0.6986932734285715,,False,False
subgroup_curve_exact,A_selective_corrector_u095,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,5,,,7,,,exact_all_worker_subsets_without_replacement,21,0.5238095238095238,0.47619047619047616,0.0,0.8734517636363636,0.45752235238095235,,False,False
subgroup_curve_exact,A_selective_corrector_u095,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,6,,,7,,,exact_all_worker_subsets_without_replacement,7,0.2857142857142857,0.7142857142857143,0.0,0.86799334,0.24799809714285712,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,3,,,11,,,exact_all_worker_subsets_without_replacement,165,0.6303030303030303,0.0,0.3696969696969697,0.8270462792307692,0.521289776,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,4,,,11,,,exact_all_worker_subsets_without_replacement,330,0.7787878787878788,0.1303030303030303,0.09090909090909091,0.8265221426848249,0.6436854262727273,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,5,,,11,,,exact_all_worker_subsets_without_replacement,462,0.5692640692640693,0.43073593073593075,0.0,0.8323038787452471,0.4738006928787879,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,6,,,11,,,exact_all_worker_subsets_without_replacement,462,0.28354978354978355,0.7164502164502164,0.0,0.8422964435877862,0.23883297426406927,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.7,0.0,0.3,0.8575643471428572,0.600295043,,False,False
