schema_version,active_session_id,raw_source_collections,raw_event_stages,stage,block_index,project_id,runtime_task_id,annotator_id,session_id,event_count,event_fragment_sum_audit_seconds,session_grouping,primary_active_time_status
uncertainty_substrate_v1,|||,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,,,,,4,0,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,2|465|1|1785657673775-276bf7f7070d2,C2-B,OUT_OF_SCOPE,OUT_OF_SCOPE,0,2,465,1,1785657673775-276bf7f7070d2,1,9,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,2|466|1|1785657673775-276bf7f7070d2,C2-B,OUT_OF_SCOPE,OUT_OF_SCOPE,0,2,466,1,1785657673775-276bf7f7070d2,1,1,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,2|467|1|1785657673775-276bf7f7070d2,C2-B,OUT_OF_SCOPE,OUT_OF_SCOPE,0,2,467,1,1785657673775-276bf7f7070d2,1,4,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,2|468|1|1785657673775-276bf7f7070d2,C2-B,OUT_OF_SCOPE,OUT_OF_SCOPE,0,2,468,1,1785657673775-276bf7f7070d2,1,2,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,2|479|1|1785676324985-5e18caee0a8448,C2-B,OUT_OF_SCOPE,OUT_OF_SCOPE,0,2,479,1,1785676324985-5e18caee0a8448,3,58,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,2|558|2|1783035270202-4d9c8d9172b1c,C1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,2,558,2,1783035270202-4d9c8d9172b1c,40,49,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2485|2|1781670422519-578115b5f355c,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2485,2,1781670422519-578115b5f355c,9,10,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2485|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2485,6,1776697081658-f83dea5ec589f,2,121,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2486|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2486,6,1776697081658-f83dea5ec589f,34,2634,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2487|2|1781670422519-578115b5f355c,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2487,2,1781670422519-578115b5f355c,13,27,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2487|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2487,6,1776697081658-f83dea5ec589f,1,16,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2491|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2491,6,1776697081658-f83dea5ec589f,1,3,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2496|2|1781670422519-578115b5f355c,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2496,2,1781670422519-578115b5f355c,15,67,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2496|UNKNOWN|1781670422519-578115b5f355c,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2496,UNKNOWN,1781670422519-578115b5f355c,1,1,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2518|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2518,6,1776697081658-f83dea5ec589f,1,90,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2519|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2519,6,1776697081658-f83dea5ec589f,1,27,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2523|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2523,19,1782741314562-5a25303aad8aa,10,34,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2523|UNKNOWN|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2523,UNKNOWN,1782741314562-5a25303aad8aa,1,1,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2535|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2535,19,1782741314562-5a25303aad8aa,3,8,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2536|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2536,19,1782741314562-5a25303aad8aa,6,24,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2559|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2559,19,1782741314562-5a25303aad8aa,27,80,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2585|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2585,19,1782741314562-5a25303aad8aa,21,49,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2588|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2588,19,1782741314562-5a25303aad8aa,7,26,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2590|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2590,19,1782741314562-5a25303aad8aa,25,69,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2594|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2594,6,1776697081658-f83dea5ec589f,2,29,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2595|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2595,19,1782741314562-5a25303aad8aa,2,5,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2596|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2596,19,1782741314562-5a25303aad8aa,3,6,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2599|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2599,6,1776697081658-f83dea5ec589f,2,22,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2604|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2604,19,1782741314562-5a25303aad8aa,6,35,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2635|2|1781670422519-578115b5f355c,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2635,2,1781670422519-578115b5f355c,43,99,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2640|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2640,19,1782741314562-5a25303aad8aa,15,108,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2640|2|1782741317604-c7e70e3a0f3c2,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2640,2,1782741317604-c7e70e3a0f3c2,21,65,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2655|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2655,6,1776697081658-f83dea5ec589f,1,9,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2656|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2656,19,1782741314562-5a25303aad8aa,2,3,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2661|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2661,19,1782741314562-5a25303aad8aa,6,14,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2696|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2696,19,1782741314562-5a25303aad8aa,3,6,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2702|19|1782741314562-5a25303aad8aa,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2702,19,1782741314562-5a25303aad8aa,24,108,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2702|2|1781670422519-578115b5f355c,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2702,2,1781670422519-578115b5f355c,59,548,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|2716|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,2716,6,1776697081658-f83dea5ec589f,7,752,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|3053|2|1781663921883-95c7f3b1857e5,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,3053,2,1781663921883-95c7f3b1857e5,37,37,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,20|3070|2|1782741317604-c7e70e3a0f3c2,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,20,3070,2,1782741317604-c7e70e3a0f3c2,7,7,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|10|1777793331816-5eba634d7e5118,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,10,1777793331816-5eba634d7e5118,12,740,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|11|1777604243182-d3a006cda4f8a8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,11,1777604243182-d3a006cda4f8a8,45,19239,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|11|1778474512406-de9b4e1d9b448,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,11,1778474512406-de9b4e1d9b448,3,159,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|11|1779249061211-c6a7556d235e88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,11,1779249061211-c6a7556d235e88,16,2385,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|13|1777658291604-1aabae3e2c64e8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,13,1777658291604-1aabae3e2c64e8,2,47,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|13|1777909061960-8bf1e6b3d1d87,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,13,1777909061960-8bf1e6b3d1d87,10,1302,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|15|1778488478227-a2c0cf887a9d1,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,15,1778488478227-a2c0cf887a9d1,11,1586,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|18|1779280181066-c81ed43fa6f7f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,18,1779280181066-c81ed43fa6f7f,2,26,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|19|1782741317604-c7e70e3a0f3c2,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,19,1782741317604-c7e70e3a0f3c2,2,36,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|2|1777561313472-36d7e8d8950ae8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,2,1777561313472-36d7e8d8950ae8,9,496,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|21|1780579791443-45523745804d48,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,21,1780579791443-45523745804d48,25,5120,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|21|1780584429316-854db956664b88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,21,1780584429316-854db956664b88,7,127,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|6|1776697081658-f83dea5ec589f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,6,1776697081658-f83dea5ec589f,1058,52250,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|6|1779353129956-830c050e9588e,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,6,1779353129956-830c050e9588e,19,2682,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|7|1776697104198-db9a2f5fa1ddf,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,7,1776697104198-db9a2f5fa1ddf,31,2603,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|8|1778067194941-a188d3dd7c72e,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,8,1778067194941-a188d3dd7c72e,13,646,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|8|1779373046621-2426612e209688,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,8,1779373046621-2426612e209688,14,471,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2943|8|1781172839466-8ba4c21d05d83,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2943,8,1781172839466-8ba4c21d05d83,20,5480,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|10|1777793331816-5eba634d7e5118,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,10,1777793331816-5eba634d7e5118,12,1045,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|11|1777604243182-d3a006cda4f8a8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,11,1777604243182-d3a006cda4f8a8,3,24,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|11|1779249061211-c6a7556d235e88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,11,1779249061211-c6a7556d235e88,23,5773,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|13|1777909061960-8bf1e6b3d1d87,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,13,1777909061960-8bf1e6b3d1d87,5,379,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|15|1778488478227-a2c0cf887a9d1,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,15,1778488478227-a2c0cf887a9d1,12,1212,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|15|1778742087494-1ef742e279f1e8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,15,1778742087494-1ef742e279f1e8,5,509,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|18|1779280181066-c81ed43fa6f7f,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,18,1779280181066-c81ed43fa6f7f,1,8,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|19|1782741317604-c7e70e3a0f3c2,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,19,1782741317604-c7e70e3a0f3c2,2,29,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|2|1777561313472-36d7e8d8950ae8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,2,1777561313472-36d7e8d8950ae8,2,70,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|21|1780584429316-854db956664b88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,21,1780584429316-854db956664b88,3,23,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|6|1779353129956-830c050e9588e,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,6,1779353129956-830c050e9588e,3,34,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|8|1779373046621-2426612e209688,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,8,1779373046621-2426612e209688,2,7,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2944|8|1781172839466-8ba4c21d05d83,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2944,8,1781172839466-8ba4c21d05d83,9,805,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|10|1777793331816-5eba634d7e5118,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,10,1777793331816-5eba634d7e5118,13,397,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|11|1779249061211-c6a7556d235e88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,11,1779249061211-c6a7556d235e88,15,2700,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|13|1777909061960-8bf1e6b3d1d87,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,13,1777909061960-8bf1e6b3d1d87,3,156,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|15|1778742087494-1ef742e279f1e8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,15,1778742087494-1ef742e279f1e8,5,280,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|19|1782741317604-c7e70e3a0f3c2,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,19,1782741317604-c7e70e3a0f3c2,11,12,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|21|1780584429316-854db956664b88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,21,1780584429316-854db956664b88,4,41,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|6|1779353129956-830c050e9588e,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,6,1779353129956-830c050e9588e,4,58,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|8|1779373046621-2426612e209688,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,8,1779373046621-2426612e209688,2,5,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2945|8|1781172839466-8ba4c21d05d83,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2945,8,1781172839466-8ba4c21d05d83,15,2955,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|10|1777793331816-5eba634d7e5118,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,10,1777793331816-5eba634d7e5118,5,198,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|11|1779249061211-c6a7556d235e88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,11,1779249061211-c6a7556d235e88,44,5986,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|13|1777909061960-8bf1e6b3d1d87,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,13,1777909061960-8bf1e6b3d1d87,5,218,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|15|1778742087494-1ef742e279f1e8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,15,1778742087494-1ef742e279f1e8,10,607,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|19|1782741317604-c7e70e3a0f3c2,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,19,1782741317604-c7e70e3a0f3c2,2,6,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|2|1777561313472-36d7e8d8950ae8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,2,1777561313472-36d7e8d8950ae8,3,85,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|21|1780584429316-854db956664b88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,21,1780584429316-854db956664b88,2,9,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|6|1779353129956-830c050e9588e,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,6,1779353129956-830c050e9588e,3,25,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|8|1779373046621-2426612e209688,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,8,1779373046621-2426612e209688,2,7,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2946|8|1781172839466-8ba4c21d05d83,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2946,8,1781172839466-8ba4c21d05d83,8,563,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2947|10|1777793331816-5eba634d7e5118,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2947,10,1777793331816-5eba634d7e5118,5,148,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2947|11|1779249061211-c6a7556d235e88,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2947,11,1779249061211-c6a7556d235e88,9,965,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2947|13|1777909061960-8bf1e6b3d1d87,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2947,13,1777909061960-8bf1e6b3d1d87,4,139,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2947|15|1778742087494-1ef742e279f1e8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2947,15,1778742087494-1ef742e279f1e8,5,133,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,22|2947|2|1777561313472-36d7e8d8950ae8,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,22,2947,2,1777561313472-36d7e8d8950ae8,2,75,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
