base_task_id,condition,condition_zh,excluded_worker_id,formal_peer_worker_id,worker_process_class,primary_exclusion_class,metric_compatible,pointwise_correspondence_compatible,q_boundary,q_wallwall,passes_q095,analysis_role
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,14,29,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9460642304393824,0.9769553246989856,False,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,14,34,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9552494168389464,0.9627379060318144,False,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,14,35,administratively_excluded_worker,administratively_excluded_worker,True,True,0.959658792798978,0.9773721661449892,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9997482534041164,0.999452803265308,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,纯人工,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9940463769877644,0.9955682234404136,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,纯人工,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9863916918470392,0.9914262656542524,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9879902729690402,0.9917801051917444,True,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,纯人工,14,1,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9719690236319648,0.9897707505638128,False,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,纯人工,14,13,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9997550162525536,0.998501872659176,True,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,纯人工,14,18,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9882802398120196,0.987801157187136,False,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,纯人工,14,30,administratively_excluded_worker,administratively_excluded_worker,True,False,0.960242169269408,0.9842828255146698,False,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,纯人工,14,35,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9619597101363628,0.9861961155064604,False,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9837980982562544,0.9836287521550542,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9964545645736572,0.996955380869511,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9931489173772544,0.9969521411590696,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.991120652871114,0.9894615687415496,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9973848400346492,0.9949261522790936,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,15,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9996236168566904,1.0,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,17,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950413766108532,0.9967238246650012,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9967149993088484,0.9958001739758404,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,2,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9967149993088484,0.9958001739758404,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,27,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9962860451897888,0.9960394957983194,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,28,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9948156028446828,0.9970433663725812,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9923689483337972,0.992917624979748,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,30,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.99610172469028,0.9971203115392498,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9920693532770656,0.9964058435136184,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9938193493315638,0.9915999776331657,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,33,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.996167296743376,0.9901811671170218,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9946008600791676,0.9946632131712906,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.994106617640282,0.9974766480154856,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,36,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.956159457290076,0.9419181532558468,False,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,37,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.97250658889993,0.9758182220256524,False,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9973848400346492,0.9949261522790936,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,纯人工,14,8,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9954243607369408,0.997482950582214,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,模型预标注辅助,31,10,outside_assignment,outside_assignment,True,True,0.9851607583821916,0.995853537296908,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,模型预标注辅助,31,15,outside_assignment,outside_assignment,True,True,0.9851607583821916,0.995853537296908,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,模型预标注辅助,31,35,outside_assignment,outside_assignment,True,True,0.9929521052107604,0.99489843383341,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,模型预标注辅助,31,8,outside_assignment,outside_assignment,True,True,0.9851607583821916,0.995853537296908,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,纯人工,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9738407082801872,0.9820151758354004,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9946822215627732,0.9887640449438204,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9807212696206724,0.9903202187407116,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.8665368536199191,0.8545736570974715,False,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,纯人工,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.8749431586149476,0.8584452727941306,False,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,纯人工,31,27,outside_assignment,manual_only_no_semi_candidate,True,True,0.9938571376169252,0.9934356374676286,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,纯人工,31,28,outside_assignment,manual_only_no_semi_candidate,True,True,0.995819058303261,0.9964104942903804,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,纯人工,31,29,outside_assignment,manual_only_no_semi_candidate,True,True,0.9908334609866588,0.9993599959087728,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,纯人工,31,35,outside_assignment,manual_only_no_semi_candidate,True,True,0.9879176771230668,0.9954689962332172,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,纯人工,31,36,outside_assignment,manual_only_no_semi_candidate,True,True,0.9902833358646104,0.997034110771614,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,纯人工,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9968016570011176,1.0,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9968016570011176,1.0,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9558981269284288,0.9628159626151652,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9930549258468288,0.9968727712039698,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,纯人工,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9631963364121184,0.9648676171079428,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,纯人工,31,1,outside_assignment,manual_only_no_semi_candidate,True,True,0.9776689388355732,0.9924908523940436,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,纯人工,31,11,outside_assignment,manual_only_no_semi_candidate,True,True,0.9953722166541112,0.996077812001112,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,纯人工,31,12,outside_assignment,manual_only_no_semi_candidate,True,True,0.9907013484216188,0.9950343585078912,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,纯人工,31,30,outside_assignment,manual_only_no_semi_candidate,True,True,0.9911327111051372,0.9970440810865336,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,纯人工,31,33,outside_assignment,manual_only_no_semi_candidate,True,True,0.9838162800194624,0.9982450675245558,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,纯人工,14,10,administratively_excluded_worker,administratively_excluded_worker,True,True,0.992124917557535,0.9886784222225886,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,纯人工,14,13,administratively_excluded_worker,administratively_excluded_worker,True,True,1.0,1.0,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,纯人工,14,18,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9987558220301576,1.0,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,纯人工,14,34,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9926066245499288,0.9927976965658638,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,纯人工,14,6,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9952943735917856,0.9974541751527496,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9980220188304284,0.99812734082397,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.8710230556939282,0.8559440572615127,False,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,纯人工,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9887168175409008,0.9928593513144528,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.990724430259048,0.9934068753938796,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,纯人工,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9876292562162396,0.9868466355777477,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9898386456274696,0.9669923436144336,False,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9941641591426388,0.9871923796516164,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9833284235563232,0.993557828054226,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9947115019196134,0.9905828418392952,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,15,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9936680828588218,0.9896296025328164,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,17,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9962825841012029,0.9916650929215464,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950129150392328,0.9875510458197952,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,2,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950129150392328,0.9875510458197952,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,27,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.992470122968987,0.9917109848770366,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,28,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.991191943026756,0.9909935983978356,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950298739570668,0.9951904236397336,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,30,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9868345330199332,0.993732917561988,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.99581000243825,0.9920929613709334,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9877601539961198,0.974079405913864,False,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,33,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9945329480140176,0.992983791511602,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9934403418013656,0.991717360745637,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.990582789883862,0.9934824282730998,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,36,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9953941117258168,0.9895232104850088,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,37,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.986692658486252,0.9826184301597132,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9947115019196134,0.9905828418392952,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,纯人工,14,8,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9964419909880384,0.9896770658419138,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9940040144353464,0.9894385968353556,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.988319908255928,0.995751026793601,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9876736316979994,0.9950825611091696,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9899459472069492,0.9950998406033956,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,15,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9921131271746256,0.9974264070730066,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,17,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9899459472069492,0.9950998406033956,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886691420013812,0.9941260494294089,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,2,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886691420013812,0.9941260494294089,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,27,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9912967494276332,0.9948720210462304,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,28,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886406335110942,0.9935804288530904,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.989529533680472,0.9953494813000164,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,30,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9915707410649652,0.9933962768969132,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9847063035321684,0.9956649056282624,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9866090552670452,0.9933991544331204,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,33,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9825284200024088,0.9933284724225716,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886406335110942,0.9935804288530904,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9847551160567316,0.9951014828201784,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,36,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.989701282686713,0.9946063895214894,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,37,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9635251809992867,0.9763980152786952,False,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9899459472069492,0.9950998406033956,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,纯人工,14,8,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9826641309301072,0.9908212468055436,True,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,纯人工,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.98232531088431,0.9909654230729196,False,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,纯人工,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.998994046774235,1.0,True,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,纯人工,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9763933483702592,0.9878010765546424,False,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,纯人工,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9717863186424542,0.9793264715226804,False,excluded_worker_descriptive_only
