stage,stage_zh,scenario,similarity_threshold,support_band,min_valid_k,max_valid_k,task_count,supported_multimodal_count,supported_multimodal_rate,strong_persistent_split_count,strong_persistent_split_rate,severe_persistent_split_count,severe_persistent_split_rate,not_evaluable_count,not_evaluable_rate,strong_persistent_lower_bound,strong_persistent_upper_bound_if_all_not_evaluable,inference_unit,status,status_zh
Calibration,原始码：Calibration,current20_frozen_geometry_pool,0.95,cap5_only,5,5,38,5,0.131578947368421,5,0.131578947368421,5,0.131578947368421,3,0.0789473684210526,0.131578947368421,0.2105263157894736,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,current20_frozen_geometry_pool,0.95,high_support_k_ge_20,20,20,12,7,0.5833333333333334,6,0.5,5,0.4166666666666667,2,0.1666666666666666,0.5,0.6666666666666666,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,current20_frozen_geometry_pool,0.97,all_k_ge_5,5,20,50,11,0.22,10,0.2,10,0.2,6,0.12,0.2,0.32,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,current20_frozen_geometry_pool,0.97,cap5_only,5,5,38,5,0.131578947368421,5,0.131578947368421,5,0.131578947368421,3,0.0789473684210526,0.131578947368421,0.2105263157894736,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,current20_frozen_geometry_pool,0.97,high_support_k_ge_20,20,20,12,6,0.5,5,0.4166666666666667,5,0.4166666666666667,3,0.25,0.4166666666666667,0.6666666666666666,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.9,all_k_ge_5,5,22,78,19,0.2435897435897435,18,0.2307692307692307,18,0.2307692307692307,2,0.0256410256410256,0.2307692307692307,0.2564102564102564,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.9,cap5_only,5,5,66,12,0.1818181818181818,12,0.1818181818181818,12,0.1818181818181818,2,0.0303030303030303,0.1818181818181818,0.2121212121212121,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.9,high_support_k_ge_20,22,22,12,7,0.5833333333333334,6,0.5,6,0.5,0,0.0,0.5,0.5,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.925,all_k_ge_5,5,22,78,18,0.2307692307692307,17,0.2179487179487179,17,0.2179487179487179,5,0.0641025641025641,0.2179487179487179,0.282051282051282,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.925,cap5_only,5,5,66,12,0.1818181818181818,12,0.1818181818181818,12,0.1818181818181818,3,0.0454545454545454,0.1818181818181818,0.2272727272727272,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.925,high_support_k_ge_20,22,22,12,6,0.5,5,0.4166666666666667,5,0.4166666666666667,2,0.1666666666666666,0.4166666666666667,0.5833333333333334,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.93,all_k_ge_5,5,22,78,18,0.2307692307692307,17,0.2179487179487179,17,0.2179487179487179,4,0.0512820512820512,0.2179487179487179,0.2692307692307692,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.93,cap5_only,5,5,66,12,0.1818181818181818,12,0.1818181818181818,12,0.1818181818181818,3,0.0454545454545454,0.1818181818181818,0.2272727272727272,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.93,high_support_k_ge_20,22,22,12,6,0.5,5,0.4166666666666667,5,0.4166666666666667,1,0.0833333333333333,0.4166666666666667,0.5,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.95,all_k_ge_5,5,22,78,18,0.2307692307692307,17,0.2179487179487179,16,0.2051282051282051,8,0.1025641025641025,0.2179487179487179,0.3205128205128205,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.95,cap5_only,5,5,66,12,0.1818181818181818,12,0.1818181818181818,12,0.1818181818181818,5,0.0757575757575757,0.1818181818181818,0.2575757575757575,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.95,high_support_k_ge_20,22,22,12,6,0.5,5,0.4166666666666667,4,0.3333333333333333,3,0.25,0.4166666666666667,0.6666666666666666,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.97,all_k_ge_5,5,22,78,20,0.2564102564102564,19,0.2435897435897435,19,0.2435897435897435,7,0.0897435897435897,0.2435897435897435,0.3333333333333333,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.97,cap5_only,5,5,66,13,0.1969696969696969,13,0.1969696969696969,13,0.1969696969696969,5,0.0757575757575757,0.1969696969696969,0.2727272727272727,base_task_id,development_descriptive_only,原始码：development_descriptive_only
Calibration,原始码：Calibration,frozen_geometry_pool,0.97,high_support_k_ge_20,22,22,12,7,0.5833333333333334,6,0.5,6,0.5,2,0.1666666666666666,0.5,0.6666666666666666,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.9,all_k_ge_5,10,12,29,7,0.2413793103448276,7,0.2413793103448276,6,0.2068965517241379,0,0.0,0.2413793103448276,0.2413793103448276,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.9,intermediate_k6_to_19,10,12,29,7,0.2413793103448276,7,0.2413793103448276,6,0.2068965517241379,0,0.0,0.2413793103448276,0.2413793103448276,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.925,all_k_ge_5,10,12,29,8,0.2758620689655172,8,0.2758620689655172,6,0.2068965517241379,1,0.0344827586206896,0.2758620689655172,0.3103448275862069,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.925,intermediate_k6_to_19,10,12,29,8,0.2758620689655172,8,0.2758620689655172,6,0.2068965517241379,1,0.0344827586206896,0.2758620689655172,0.3103448275862069,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.93,all_k_ge_5,10,12,29,8,0.2758620689655172,8,0.2758620689655172,6,0.2068965517241379,1,0.0344827586206896,0.2758620689655172,0.3103448275862069,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.93,intermediate_k6_to_19,10,12,29,8,0.2758620689655172,8,0.2758620689655172,6,0.2068965517241379,1,0.0344827586206896,0.2758620689655172,0.3103448275862069,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.95,all_k_ge_5,10,12,29,9,0.3103448275862069,9,0.3103448275862069,6,0.2068965517241379,0,0.0,0.3103448275862069,0.3103448275862069,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.95,intermediate_k6_to_19,10,12,29,9,0.3103448275862069,9,0.3103448275862069,6,0.2068965517241379,0,0.0,0.3103448275862069,0.3103448275862069,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.97,all_k_ge_5,10,12,29,8,0.2758620689655172,7,0.2413793103448276,5,0.1724137931034483,3,0.1034482758620689,0.2413793103448276,0.3448275862068966,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_chinese,0.97,intermediate_k6_to_19,10,12,29,8,0.2758620689655172,7,0.2413793103448276,5,0.1724137931034483,3,0.1034482758620689,0.2413793103448276,0.3448275862068966,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.9,all_k_ge_5,21,23,29,13,0.4482758620689655,10,0.3448275862068966,10,0.3448275862068966,1,0.0344827586206896,0.3448275862068966,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.9,high_support_k_ge_20,21,23,29,13,0.4482758620689655,10,0.3448275862068966,10,0.3448275862068966,1,0.0344827586206896,0.3448275862068966,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.925,all_k_ge_5,21,23,29,12,0.4137931034482758,8,0.2758620689655172,7,0.2413793103448276,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.925,high_support_k_ge_20,21,23,29,12,0.4137931034482758,8,0.2758620689655172,7,0.2413793103448276,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.93,all_k_ge_5,21,23,29,12,0.4137931034482758,8,0.2758620689655172,7,0.2413793103448276,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.93,high_support_k_ge_20,21,23,29,12,0.4137931034482758,8,0.2758620689655172,7,0.2413793103448276,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.95,all_k_ge_5,21,23,29,14,0.4827586206896552,10,0.3448275862068966,9,0.3103448275862069,2,0.0689655172413793,0.3448275862068966,0.4137931034482758,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.95,high_support_k_ge_20,21,23,29,14,0.4827586206896552,10,0.3448275862068966,9,0.3103448275862069,2,0.0689655172413793,0.3448275862068966,0.4137931034482758,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.97,all_k_ge_5,21,23,29,9,0.3103448275862069,9,0.3103448275862069,8,0.2758620689655172,9,0.3103448275862069,0.3103448275862069,0.6206896551724138,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_combined,0.97,high_support_k_ge_20,21,23,29,9,0.3103448275862069,9,0.3103448275862069,8,0.2758620689655172,9,0.3103448275862069,0.3103448275862069,0.6206896551724138,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.9,all_k_ge_5,10,11,29,12,0.4137931034482758,10,0.3448275862068966,10,0.3448275862068966,1,0.0344827586206896,0.3448275862068966,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.9,intermediate_k6_to_19,10,11,29,12,0.4137931034482758,10,0.3448275862068966,10,0.3448275862068966,1,0.0344827586206896,0.3448275862068966,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.925,all_k_ge_5,10,11,29,11,0.3793103448275862,9,0.3103448275862069,9,0.3103448275862069,2,0.0689655172413793,0.3103448275862069,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.925,intermediate_k6_to_19,10,11,29,11,0.3793103448275862,9,0.3103448275862069,9,0.3103448275862069,2,0.0689655172413793,0.3103448275862069,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.93,all_k_ge_5,10,11,29,9,0.3103448275862069,7,0.2413793103448276,7,0.2413793103448276,4,0.1379310344827586,0.2413793103448276,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.93,intermediate_k6_to_19,10,11,29,9,0.3103448275862069,7,0.2413793103448276,7,0.2413793103448276,4,0.1379310344827586,0.2413793103448276,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.95,all_k_ge_5,10,11,29,10,0.3448275862068966,8,0.2758620689655172,8,0.2758620689655172,2,0.0689655172413793,0.2758620689655172,0.3448275862068966,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.95,intermediate_k6_to_19,10,11,29,10,0.3448275862068966,8,0.2758620689655172,8,0.2758620689655172,2,0.0689655172413793,0.2758620689655172,0.3448275862068966,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.97,all_k_ge_5,10,11,29,6,0.2068965517241379,6,0.2068965517241379,5,0.1724137931034483,7,0.2413793103448276,0.2068965517241379,0.4482758620689655,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_english,0.97,intermediate_k6_to_19,10,11,29,6,0.2068965517241379,6,0.2068965517241379,5,0.1724137931034483,7,0.2413793103448276,0.2068965517241379,0.4482758620689655,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.9,all_k_ge_5,18,20,29,14,0.4827586206896552,10,0.3448275862068966,9,0.3103448275862069,0,0.0,0.3448275862068966,0.3448275862068966,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.9,high_support_k_ge_20,20,20,25,11,0.44,7,0.28,6,0.24,0,0.0,0.28,0.28,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.9,intermediate_k6_to_19,18,19,4,3,0.75,3,0.75,3,0.75,0,0.0,0.75,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.925,all_k_ge_5,18,20,29,11,0.3793103448275862,8,0.2758620689655172,6,0.2068965517241379,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.925,high_support_k_ge_20,20,20,25,9,0.36,6,0.24,4,0.16,2,0.08,0.24,0.32,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.925,intermediate_k6_to_19,18,19,4,2,0.5,2,0.5,2,0.5,1,0.25,0.5,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.93,all_k_ge_5,18,20,29,11,0.3793103448275862,8,0.2758620689655172,6,0.2068965517241379,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.93,high_support_k_ge_20,20,20,25,10,0.4,7,0.28,5,0.2,1,0.04,0.28,0.32,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.93,intermediate_k6_to_19,18,19,4,1,0.25,1,0.25,1,0.25,2,0.5,0.25,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.95,all_k_ge_5,18,20,29,13,0.4482758620689655,10,0.3448275862068966,7,0.2413793103448276,2,0.0689655172413793,0.3448275862068966,0.4137931034482758,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.95,high_support_k_ge_20,20,20,25,10,0.4,7,0.28,4,0.16,2,0.08,0.28,0.36,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.95,intermediate_k6_to_19,18,19,4,3,0.75,3,0.75,3,0.75,0,0.0,0.75,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.97,all_k_ge_5,18,20,29,9,0.3103448275862069,9,0.3103448275862069,7,0.2413793103448276,9,0.3103448275862069,0.3103448275862069,0.6206896551724138,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.97,high_support_k_ge_20,20,20,25,9,0.36,9,0.36,7,0.28,6,0.24,0.36,0.6,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,c1_eligible_excluding_copy_risk,0.97,intermediate_k6_to_19,18,19,4,0,0.0,0,0.0,0,0.0,3,0.75,0.0,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.9,all_k_ge_5,19,20,29,13,0.4482758620689655,10,0.3448275862068966,9,0.3103448275862069,1,0.0344827586206896,0.3448275862068966,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.9,high_support_k_ge_20,20,20,25,10,0.4,7,0.28,6,0.24,1,0.04,0.28,0.32,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.9,intermediate_k6_to_19,19,19,4,3,0.75,3,0.75,3,0.75,0,0.0,0.75,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.925,all_k_ge_5,19,20,29,11,0.3793103448275862,8,0.2758620689655172,7,0.2413793103448276,3,0.1034482758620689,0.2758620689655172,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.925,high_support_k_ge_20,20,20,25,8,0.32,5,0.2,4,0.16,3,0.12,0.2,0.32,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.925,intermediate_k6_to_19,19,19,4,3,0.75,3,0.75,3,0.75,0,0.0,0.75,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.93,all_k_ge_5,19,20,29,13,0.4482758620689655,10,0.3448275862068966,8,0.2758620689655172,1,0.0344827586206896,0.3448275862068966,0.3793103448275862,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.93,high_support_k_ge_20,20,20,25,11,0.44,8,0.32,6,0.24,0,0.0,0.32,0.32,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.93,intermediate_k6_to_19,19,19,4,2,0.5,2,0.5,2,0.5,1,0.25,0.5,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.95,all_k_ge_5,19,20,29,13,0.4482758620689655,10,0.3448275862068966,8,0.2758620689655172,2,0.0689655172413793,0.3448275862068966,0.4137931034482758,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.95,high_support_k_ge_20,20,20,25,10,0.4,7,0.28,5,0.2,2,0.08,0.28,0.36,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.95,intermediate_k6_to_19,19,19,4,3,0.75,3,0.75,3,0.75,0,0.0,0.75,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.97,all_k_ge_5,19,20,29,9,0.3103448275862069,8,0.2758620689655172,7,0.2413793103448276,8,0.2758620689655172,0.2758620689655172,0.5517241379310345,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.97,high_support_k_ge_20,20,20,25,9,0.36,8,0.32,7,0.28,5,0.2,0.32,0.52,base_task_id,development_descriptive_only,原始码：development_descriptive_only
PreScreen,原始码：PreScreen,current20_combined,0.97,intermediate_k6_to_19,19,19,4,0,0.0,0,0.0,0,0.0,3,0.75,0.0,0.75,base_task_id,development_descriptive_only,原始码：development_descriptive_only
