threshold,base_task_id,building_id,task_analysis_class,task_final_scope,has_semi_candidate,gate_without_scope_valid_k,all_canonical_valid_k,gate_without_scope_partition_status,all_canonical_partition_status,gate_without_scope_shannon_entropy,geometry_entropy,gate_without_scope_mode_count,geometry_mode_count,excluded_context_shift_manual_entropy,analysis_role,active_time_task_median,lead_time_task_median,n_corners_task_median,task_iou_mean,task_iou_median,structural_failure_rate,quality_computable_count,crowd_gt_gap_best_minus_largest,largest_cluster_median_iou,best_cluster_median_iou,meta_entropy_difficulty,meta_entropy_model_issue,meta_entropy_scope,risk,risk_design_score_A,ordinary_stress,design_stratum,feature_timing
0.95,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,paired_primary,in_scope,True,5,6,unique,not_evaluable,0.5004024235381879,,2.0,,,manual_ambiguity_catalog_not_semi_effect,174.0,140.777,8.0,0.8322465049601451,0.8377002576477045,0.0,10,0.0,0.820429392311649,0.820429392311649,0.5576558342884446,0.6059391565991873,0.2562727643379037,,,,,pre_task
0.95,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332348,0.9502705392332348,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,161.0,349.28,20.0,0.8293501713124403,0.915120360323224,0.0,5,0.0,0.9460098627278978,0.9460098627278978,0.5867070452737222,,0.5004024235381879,,,,,pre_task
0.95,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,150.0,138.98399999999998,8.0,0.546005196018332,0.5961905595936596,0.0,6,0.0,0.5644452228741571,0.5644452228741571,0.6183424345702521,,0.4505612088663046,,,,,pre_task
0.95,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,29.0,28.376,8.0,0.8341520686618003,0.7823755160349148,0.0,5,0.0,0.7823755160349148,0.7823755160349148,0.3336016156921252,,0.0,,,,,pre_task
0.95,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,paired_oos,oos,True,4,4,unique,unique,1.3862943611198906,1.3862943611198906,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect,141.5,199.168,16.0,,,0.0,0,,,,0.5889051985688543,0.5623351446188084,0.5889051985688543,,,,,pre_task
0.95,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual_only_oos,oos,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,60.0,152.95,8.0,,,0.0,0,,,,0.557938838028544,,0.5004024235381879,,,,,pre_task
0.95,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,paired_primary,in_scope,True,5,6,unique,unique,1.0549201679861442,1.0986122886681096,3.0,3.0,0.0436921206819653,manual_ambiguity_catalog_not_semi_effect,219.0,65.575,10.0,0.8812604868533171,0.8902314649845025,0.0,10,0.1222290251534854,0.7983412636364637,0.9205702887899492,0.3891085105164179,0.6059391565991873,0.2967037596201771,,,,,pre_task
0.95,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual_only_oos,oos,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect,435.0,453.572,12.0,,,0.0,0,,,,0.5694461209266153,,0.543554734405955,,,,,pre_task
0.95,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.3676494774001422,0.355712859746894,3.0,3.0,-0.0119366176532482,manual_ambiguity_catalog_not_semi_effect,160.0,178.975,8.0,0.9674638215276332,0.9796884431251602,0.0,23,0.0,0.9802082384198753,0.9802082384198753,0.422013624286456,,0.0,,,,,pre_task
0.95,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,117.0,117.284,8.0,0.8623898312963106,0.837659874268372,0.0,5,0.085384393318487,0.8264746565439073,0.9118590498623944,0.5004024235381879,,0.5004024235381879,,,,,pre_task
0.95,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,138.0,162.268,8.0,0.8517908737514681,0.9266234761723608,0.0,5,0.0,0.9350375138201084,0.9350375138201084,0.5004024235381879,,0.0,,,,,pre_task
0.95,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,paired_primary,in_scope,True,5,5,unique,unique,0.9502705392332348,0.9502705392332348,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,107.5,111.286,16.0,0.9357516126189096,0.9300249757541575,0.0,8,0.0527501378180635,0.912594599089948,0.9653447369080116,0.6612774177944114,0.5623351446188083,0.2502012117690939,,,,,pre_task
0.95,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,90.0,123.534,8.0,0.9657243344970275,0.971907530079762,0.0,9,0.0,0.9455276326943586,0.9455276326943586,0.5313687840784981,0.0,0.2502012117690939,,,,,pre_task
0.95,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,72.0,79.471,8.0,0.9628356900350912,0.9598929820202944,0.0,10,0.0,0.9507381372619036,0.9507381372619036,0.5867070452737222,0.0,0.2502012117690939,,,,,pre_task
0.95,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,60.0,140.163,8.0,0.918973543563378,0.9148327464788732,0.0,5,0.0,0.9148327464788732,0.9148327464788732,0.3365058335046282,,0.0,,,,,pre_task
0.95,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,189.0,192.252,12.0,0.9539952980162856,0.9596837318523213,0.0,5,0.0,0.9596837318523213,0.9596837318523213,0.6730116670092565,,0.0,,,,,pre_task
0.95,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.6730116670092565,0.6365141682948128,2.0,2.0,-0.0364974987144437,manual_ambiguity_catalog_not_semi_effect,89.0,115.6295,8.0,0.6886572670851524,0.683260035616104,0.0,6,0.0032782892541376,0.6935251080396471,0.6968033972937847,0.5125455286758074,,0.0,,,,,pre_task
0.95,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,99.0,78.7975,8.0,0.947913703614766,0.9482484779546806,0.0,6,0.0,0.9338308115179088,0.9338308115179088,0.4505612088663046,,0.0,,,,,pre_task
0.95,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,46.0,63.589,8.0,0.7527092778606786,0.7250052588473144,0.0,6,0.0,0.7268648687618192,0.7268648687618192,0.6365141682948128,,0.4505612088663046,,,,,pre_task
0.95,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,55.0,67.934,8.0,0.8676059514368873,0.8520780313166997,0.0,6,0.0,0.8631223502044798,0.8631223502044798,0.4505612088663046,,0.5125455286758074,,,,,pre_task
0.95,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,269.5,229.378,8.0,0.9177645065444108,0.9407771348456244,0.0,9,0.0,0.9587371206645184,0.9587371206645184,0.5313687840784981,0.6059391565991873,0.3465735902799726,,,,,pre_task
0.95,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332348,0.9502705392332348,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,280.5,406.846,8.0,0.8467767862212667,0.905259920024608,0.0,5,0.0,0.9423779468227864,0.9423779468227864,0.5004024235381879,,0.0,,,,,pre_task
0.95,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,3,3,unique,unique,1.0986122886681096,1.0986122886681096,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,274.0,354.77,20.0,0.7665673041944766,0.764398794618225,0.0,3,0.0,0.773839900925087,0.773839900925087,0.5867070452737222,,0.5004024235381879,,,,,pre_task
0.95,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,54.0,55.594,8.0,0.8402371181248386,0.8388546884635775,0.0,5,0.0,0.8388546884635775,0.8388546884635775,0.2502012117690939,,0.0,,,,,pre_task
0.95,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,paired_primary,in_scope,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,84.0,85.3315,8.0,0.907482676206017,0.9040153448659723,0.0,10,0.0,0.8997193310723892,0.8997193310723892,0.140583786154702,0.5950381536040925,0.2811675723094041,,,,,pre_task
0.95,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,100.0,135.1095,8.0,0.930734825788299,0.9384878471314126,0.0,8,0.0,0.9296001566054672,0.9296001566054672,0.6384898183150428,0.557938838028544,0.2502012117690939,,,,,pre_task
0.95,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.5004024235381879,0.4505612088663046,2.0,2.0,-0.0498412146718832,manual_ambiguity_catalog_not_semi_effect,91.0,88.786,8.0,0.6694163579583229,0.6714601351444152,0.0,6,0.0417998512555988,0.6714601351444152,0.713259986400014,0.5745298484853101,,0.6931471805599453,,,,,pre_task
0.95,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,100.5,82.33500000000001,8.0,0.769721720034352,0.7691933787005101,0.0,5,2.1541919081879968e-06,0.7691912245086019,0.7691933787005101,0.5004024235381879,,0.5004024235381879,,,,,pre_task
0.95,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,4,4,unique,unique,1.3862943611198906,1.3862943611198906,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect,182.0,245.12,14.0,0.712018910200834,0.6815329033453374,0.0,5,0.2734898379559448,0.673524397272116,0.9470142352280608,0.6154752525189003,,0.5004024235381879,,,,,pre_task
0.95,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,93.0,101.819,8.0,0.903016732062956,0.9256231899748288,0.0,5,0.0,0.9256432290388314,0.9256432290388314,0.5004024235381879,,0.5004024235381879,,,,,pre_task
0.95,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.3046360973492381,0.2954391918721161,2.0,2.0,-0.009196905477122,manual_ambiguity_catalog_not_semi_effect,123.0,115.989,8.0,0.9784839447633832,0.9807529231908464,0.0,23,0.0,0.981286772487841,0.981286772487841,0.3657431496544321,,0.1788449127168475,,,,,pre_task
0.95,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,226.0,327.306,12.0,0.8946866869302375,0.8659103177495928,0.0,5,0.0,0.9395375374640632,0.9395375374640632,0.3753018176536409,,0.5004024235381879,,,,,pre_task
0.95,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,96.0,76.77,8.0,0.9615402525174026,0.96326396658462,0.0,5,0.0,0.96326396658462,0.96326396658462,0.5004024235381879,,0.0,,,,,pre_task
0.95,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.1849073991677756,0.1788449127168475,2.0,2.0,-0.0060624864509281,manual_ambiguity_catalog_not_semi_effect,116.0,116.923,8.0,0.9531619982951314,0.9650691502549344,0.0,23,0.0,0.9668113490051512,0.9668113490051512,0.3038070135677579,,0.0,,,,,pre_task
0.95,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.0549201679861442,1.0114042647073516,3.0,3.0,-0.0435159032787926,manual_ambiguity_catalog_not_semi_effect,42.0,29.697000000000003,13.0,0.9361825971218374,0.9307431814272557,0.0,6,0.0,0.9662936715873136,0.9662936715873136,0.3182570841474064,,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,0.1849073991677756,0.1788449127168475,2.0,2.0,-0.0060624864509281,manual_ambiguity_catalog_not_semi_effect,79.0,65.909,8.0,0.9484402684098588,0.9593982867887736,0.0,23,0.0,0.9593982867887736,0.9593982867887736,0.3538266431390064,,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,not_evaluable,not_evaluable,,,,,,manual_ambiguity_catalog_not_semi_effect,204.0,240.395,14.0,0.879566045104413,0.8632075118215268,0.0,23,,,,0.4218133006732616,,0.3588652427921619,,,,,pre_task
0.95,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332348,0.9502705392332348,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,102.0,103.088,16.0,0.8956202566181553,0.926580474934037,0.0,5,0.0,0.926580474934037,0.926580474934037,0.6730116670092565,,0.5004024235381879,,,,,pre_task
0.95,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332348,0.9502705392332348,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,106.0,89.743,12.0,0.7763413115564957,0.8325695099685076,0.0,5,0.0,0.9058153979098592,0.9058153979098592,0.6041841815039688,,0.4505612088663046,,,,,pre_task
0.95,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,140.0,140.864,8.0,0.7657411635788626,0.7688449848024316,0.0,5,0.0569988628490768,0.7663663094180172,0.823365172267094,0.6298593561414894,,0.543554734405955,,,,,pre_task
0.95,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,paired_oos,oos,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,53.0,45.7605,8.0,,,0.0,0,,,,0.5500521887229355,0.6059391565991873,0.2252806044331523,,,,,pre_task
0.95,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,137.0,109.822,8.0,0.9532876473741426,0.9358954931747294,0.0,9,0.0127035364006552,0.9231919567740742,0.9358954931747294,0.5477202885711402,0.0,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,160.0,151.2395,8.0,0.9475137506567902,0.9616860360234208,0.0,10,0.0,0.9561991118767568,0.9561991118767568,0.5636924794775797,0.6154752525189003,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.0729208762973772,1.0554634988850375,4.0,4.0,-0.0174573774123396,manual_ambiguity_catalog_not_semi_effect,70.5,84.053,8.0,0.9081176989995589,0.8896896151402974,0.0,23,0.0696163149231428,0.8765440371685764,0.9461603520917192,0.4984229355770031,,0.173205206749177,,,,,pre_task
0.95,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.8192897823758831,1.8102520037854777,7.0,7.0,-0.0090377785904054,manual_ambiguity_catalog_not_semi_effect,104.0,121.65,14.0,0.884606341812366,0.8965298437119223,0.0,23,0.0,0.9604626903729804,0.9604626903729804,0.4838304193223641,,0.2871654932584414,,,,,pre_task
0.95,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.9502705392332348,0.8675632284814612,3.0,3.0,-0.0827073107517735,manual_ambiguity_catalog_not_semi_effect,226.0,212.8445,8.0,0.7300153567452673,0.7235480301303123,0.0,6,0.0406725117633619,0.7226790687827888,0.7633515805461507,0.0,,0.6365141682948128,,,,,pre_task
0.95,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,paired_primary,in_scope,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,76.0,56.7785,8.0,0.891634823309408,0.8815752887842756,0.0,10,0.0,0.8797242350501584,0.8797242350501584,0.2811675723094041,0.6059391565991873,0.3465735902799726,,,,,pre_task
0.95,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,not_evaluable,not_evaluable,,,,,,manual_ambiguity_catalog_not_semi_effect,194.0,187.387,16.0,0.8656280398974111,0.8659164840535634,0.0,22,,,,0.51527519596631,,0.3171221345253289,,,,,pre_task
0.95,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect,181.0,173.821,12.0,0.802959641277471,0.8014127702362996,0.0,5,0.0107426569176596,0.8036389959673511,0.8143816528850107,0.6154752525189003,,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,207.0,117.822,8.0,0.7451990950807502,0.7115888914472842,0.0,5,0.1825406832428633,0.7060960906013468,0.8886367738442101,0.5934075192403543,,0.5435376885805587,,,,,pre_task
0.95,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect,114.0,115.506,8.0,0.9137702363237734,0.8882976804274612,0.0,10,0.0112612736613424,0.8775261240319077,0.8887873976932501,0.6730116670092565,0.543554734405955,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,paired_oos,oos,True,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect,152.0,153.963,8.0,,,0.0,0,,,,0.5313687840784981,0.6277411625893767,0.5967748020490666,,,,,pre_task
0.95,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect,71.5,110.876,8.0,0.9772390884245148,0.9780580002255684,0.0,5,0.0,0.9780580002255684,0.9780580002255684,0.5004024235381879,,0.0,,,,,pre_task
0.95,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect,89.0,89.582,12.0,0.7245586410602516,0.7172306788212361,0.0,5,0.12024366838442,0.6907871302535029,0.8110307986379229,0.6298593561414894,,0.557938838028544,,,,,pre_task
