stage,stage_zh,condition,condition_zh,base_task_id,building_id,worker_id_left,worker_id_right,n_corners_left,n_corners_right,same_topology,cyclic_rmse_diagonal_normalized,measurement_note
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,11,6,8,8,True,0.1396080454407102,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,17,33,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,17,6,8,8,True,0.0904777107422369,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,33,6,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,13,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,27,12,12,True,0.1093851106576355,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,30,12,12,True,0.166135122163731,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,12,35,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,27,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,30,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,31,8,8,True,0.1460668241294817,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13,35,8,8,True,0.0037988934119095,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,27,30,12,12,True,0.183568064846861,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,27,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,27,35,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,30,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,30,35,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,31,35,8,8,True,0.1456740026083189,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,18,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,31,8,8,True,0.1626465868546091,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,32,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,34,8,8,True,0.1634503017678566,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,14,8,8,8,True,0.0011843736554937,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,31,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,32,16,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,34,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,18,8,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,31,32,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,31,34,8,8,True,0.1050558652822552,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,31,8,8,8,True,0.1620541543981478,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,32,34,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,32,8,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,34,8,8,8,True,0.1634545350293022,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,2,20,20,True,0.1569143304256088,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,33,20,20,True,0.1357775210920992,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,34,20,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1,37,20,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,2,33,20,20,True,0.1578989444260717,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,2,34,20,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,2,37,20,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,33,34,20,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,33,37,20,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,34,37,12,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,15,8,8,True,0.1294021758659548,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,28,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,29,8,8,True,0.1104671568824708,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,11,36,8,8,True,0.1209905174506335,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,15,28,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,15,29,8,8,True,0.0670933290345174,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,15,36,8,8,True,0.0669162002738467,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,28,29,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,28,36,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,29,36,8,8,True,0.0565959186878457,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,12,8,8,True,0.0103193175807202,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,2,8,8,True,0.0762743218068752,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,29,8,8,True,0.0078682030733176,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,1,36,8,8,True,0.1366751983187182,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,12,2,8,8,True,0.073411477143929,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,12,29,8,8,True,0.0114767904175461,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,12,36,8,8,True,0.1319156483579146,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,2,29,8,8,True,0.0743105042222304,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,2,36,8,8,True,0.1323131250475869,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,29,36,8,8,True,0.134614329263275,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,31,12,12,True,0.0398807442280157,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,32,12,12,True,0.0637302315156706,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,34,12,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,15,37,12,12,True,0.0782386535214839,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,31,32,12,12,True,0.065516063334802,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,31,34,12,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,31,37,12,12,True,0.0798746200732575,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,32,34,12,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,32,37,12,12,True,0.0397149210957551,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,34,37,10,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,15,8,8,True,0.0472433987822573,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,33,8,8,True,0.0300297635058489,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,34,8,8,True,0.0154935182774417,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,11,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,15,33,8,8,True,0.0470410236403269,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,15,34,8,8,True,0.0465073324171584,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,15,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,33,34,8,8,True,0.029302245483287,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,33,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,34,37,8,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,28,8,8,True,0.0161201169523747,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,29,8,8,True,0.009329031546065,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,35,8,8,True,0.1740404408199485,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,27,36,8,8,True,0.1743380128419741,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,28,29,8,8,True,0.0122505670624318,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,28,35,8,8,True,0.1704986198111839,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,28,36,8,8,True,0.1709891146087168,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,29,35,8,8,True,0.1742297002844975,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,29,36,8,8,True,0.1745648117817954,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,35,36,8,8,True,0.0039612152214522,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,14,8,8,True,0.0037453183520599,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,28,8,8,True,0.0298989350137775,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,29,8,8,True,0.0331154970541946,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,13,35,8,8,True,0.1070308067421734,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,28,8,8,True,0.0322545929701776,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,29,8,8,True,0.0354811870748136,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,14,35,8,8,True,0.1082692410792398,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,28,29,8,8,True,0.008687849027913,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,28,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,28,35,8,8,True,0.0878224794662799,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,29,34,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,29,35,8,8,True,0.0841615555454001,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,34,35,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,12,20,18,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,2,20,20,True,0.0928054856434674,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,27,20,20,True,0.0251302484204303,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1,36,20,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,12,2,18,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,12,27,18,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
