feature_classification,feature_classification_zh,predictor,outcome,row_count,task_count,worker_count,spearman_rho,ci_lower,ci_upper,permutation_p,status,status_zh
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,delta_largest_mode_share,25,25,0,-0.14402170230370318,-0.4969146620634261,0.22918130613611928,0.4885114885114885,estimated,已估计
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,delta_supported_multimodality,25,25,0,0.5170739203377834,0.2499884374406857,0.7233240730014028,0.01098901098901099,estimated,已估计
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,delta_pairwise_metric_dissimilarity_all,25,25,0,0.06307692307692309,-0.3104470487636316,0.4386596845204332,0.7582417582417582,estimated,已估计
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,delta_quality_iou,22,22,0,-0.30095990965556185,-0.6223708058911995,0.05861636053191828,0.17282717282717283,estimated,已估计
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,edit_rate,25,25,0,-0.2153245607307213,-0.54669648479829,0.19712801254256695,0.3086913086913087,estimated,已估计
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,edit_rmse_mean,21,21,0,-0.17980551414864399,-0.6220453458485597,0.2691014589914562,0.44155844155844154,estimated,已估计
pre_task_image_only,标注前图像固有特征,vertical_edge_mean,delta_metric_mean,21,21,0,0.12467532467532469,-0.4129286949421202,0.5657477589994443,0.6033966033966034,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_shannon_entropy,25,25,0,0.13091437995861074,-0.2550332150578134,0.48486225198278327,0.5414585414585414,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_gini_simpson,25,25,0,0.1282359971589761,-0.26277372900740065,0.48067007417626356,0.5504495504495505,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_largest_mode_share,25,25,0,-0.14557032275858173,-0.5038566287471514,0.25739222758245434,0.4875124875124875,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_supported_multimodality,25,25,0,0.43390818489883926,0.0514072113714967,0.683191704005867,0.03596403596403597,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_pairwise_metric_dissimilarity_all,25,25,0,0.04384615384615385,-0.38692621690301504,0.4749411541458567,0.8311688311688312,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_quality_iou,22,22,0,-0.2941840767927725,-0.6043381915835324,0.08647425434040658,0.17082917082917082,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,edit_rate,25,25,0,-0.17737310754070545,-0.5224545595310234,0.24455751601962863,0.40559440559440557,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,edit_rmse_mean,21,21,0,-0.27882884078123055,-0.658574126140936,0.15399799877010625,0.26073926073926074,estimated,已估计
pre_task_image_only,标注前图像固有特征,boundary_gradient_mean,delta_metric_mean,21,21,0,-0.01948051948051948,-0.5501639344262296,0.46180073419485107,0.9330669330669331,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_shannon_entropy,25,25,0,0.149064751221309,-0.2338872539529918,0.4797763370832217,0.47652347652347654,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_gini_simpson,25,25,0,0.14561738231606625,-0.2355262771148947,0.46178437966077684,0.4945054945054945,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_largest_mode_share,25,25,0,-0.17034825003663817,-0.49800211242401227,0.2254912452976133,0.4065934065934066,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_supported_multimodality,25,25,0,0.5032129644312927,0.17016503250525947,0.7090722778051706,0.00999000999000999,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_pairwise_metric_dissimilarity_all,25,25,0,0.03769230769230769,-0.37457117504058157,0.4581544311970575,0.8641358641358642,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_quality_iou,22,22,0,-0.2806324110671937,-0.5976067503219527,0.09030768082826039,0.1998001998001998,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,edit_rate,25,25,0,-0.22970616404483252,-0.557310719990116,0.18082122374534892,0.27672327672327673,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,edit_rmse_mean,21,21,0,-0.27166267898545127,-0.6736747323259523,0.18739798812801628,0.25374625374625376,estimated,已估计
pre_task_image_only,标注前图像固有特征,edge_density_proxy,delta_metric_mean,21,21,0,0.09480519480519481,-0.4303087920140952,0.5540732050901517,0.6843156843156843,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_shannon_entropy,22,22,0,0.296676029184406,-0.16305679704899464,0.7043727895594439,0.1848151848151848,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_gini_simpson,22,22,0,0.29676054023274734,-0.1634678888421257,0.7043727895594439,0.18681318681318682,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_largest_mode_share,22,22,0,-0.2754123974370832,-0.6947774969086742,0.1850864678029689,0.21678321678321677,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_supported_multimodality,22,22,0,-0.08890676689535242,-0.3753714402807413,0.24073943482700663,0.6553446553446554,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_pairwise_metric_dissimilarity_all,22,22,0,0.17984465964858246,-0.24167634623901108,0.5911018947484279,0.4385614385614386,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_quality_iou,22,22,0,0.03125169495532744,-0.35647540283605994,0.47697644414369245,0.8881118881118881,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,edit_rate,22,22,0,0.3727550461999402,-0.058634056649314197,0.7336773838874988,0.08191808191808192,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,edit_rmse_mean,20,20,0,-0.035475105473557894,-0.5338195229344943,0.4260331290917379,0.8911088911088911,estimated,已估计
historical_proxy,历史难度代理，仅探索,gt_pair_count,delta_metric_mean,21,21,0,-0.13791625343674038,-0.5446424213275234,0.27618025863586015,0.5144855144855145,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_shannon_entropy,21,21,0,-0.3710861329028436,-0.6858248546278389,-0.3708430368185144,0.0939060939060939,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_gini_simpson,21,21,0,-0.3712078603566352,-0.6858757066945649,-0.3710861329028436,0.0939060939060939,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_largest_mode_share,21,21,0,0.3724317603484541,0.3714516750695277,0.6868323925959278,0.0939060939060939,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_supported_multimodality,21,21,0,-0.09096678634074566,-0.22620696417943204,-0.05000000000000001,1.0,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_pairwise_metric_dissimilarity_all,21,21,0,-0.3692744729379982,-0.6838511759318866,-0.36987540819791814,0.10989010989010989,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_quality_iou,21,21,0,0.3692744729379982,0.36987540819791814,0.6838511759318866,0.0979020979020979,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,edit_rate,21,21,0,-0.26502623992697283,-0.5169649774230464,-0.21564877089037635,0.5964035964035964,estimated,已估计
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,edit_rmse_mean,19,19,0,,,,,not_evaluable,不可评价
historical_proxy,历史难度代理，仅探索,proposal_initial_quality_mean,delta_metric_mean,21,21,0,0.29541957835039856,0.18596284992003853,0.6086054836647464,0.30569430569430567,estimated,已估计
