cohort,metric,k,method,horizon,images,buildings,supported_image_splits,valid_tv_image_splits,start_n,end_n,start_tv,end_tv,last_step_tv_change,n,tv,medoid_reference_error,prefix_clusters
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,2,0.41708848442126795,5.268323466538219,1.436895161385551
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,3,0.39355634745795093,4.538675168182753,1.753323038908648
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,4,0.37825341967210624,4.31604618312823,2.027588539132307
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,5,0.3655976509069854,4.276020816772398,2.26961557233616
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,6,0.359259661326578,4.192278908136637,2.524416490916491
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,7,0.3492253981200359,3.9984540864381994,2.7473528406700676
all26,ospa30,2,ALL,8,76,15,1509,842,2,8,0.41708848442126795,0.34464845951978307,-0.004576938600252822,8,0.34464845951978307,3.8185624036993175,2.955347425790952
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,2,0.45569721282485004,5.091630138797484,1.477280658724631
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,3,0.42488907223672234,4.2365877409784956,1.831924720520909
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,4,0.40545880753029945,3.99180646529549,2.129881006209788
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,5,0.3916786313410409,3.7065623447192277,2.3881041295139434
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,6,0.3853477481194308,3.727993175507717,2.671782969015112
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,7,0.3721955852125383,3.6313984109094117,2.9317961272920754
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,8,0.36687498108177985,3.563556589000442,3.1585379951707275
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,9,0.3589684958002426,3.5056880578579883,3.3657761717039376
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,10,0.3631996862983598,3.4891392484511843,3.6425600242769876
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,11,0.36211344779901244,3.534809251057906,3.8623417047968447
all26,ospa30,2,ALL,12,66,14,1458,800,2,12,0.45569721282485004,0.3638019548610406,0.0016885070620281661,12,0.3638019548610406,3.531879546270081,4.05167174705906
all26,ospa30,3,A,4,60,11,1220,1078,2,4,0.29444324194324195,0.27438545251045254,-0.00448516761016754,2,0.29444324194324195,3.690501073132367,1.3036252636252637
all26,ospa30,3,A,4,60,11,1220,1078,2,4,0.29444324194324195,0.27438545251045254,-0.00448516761016754,3,0.2788706201206201,2.8854579612571722,1.4886446886446885
all26,ospa30,3,A,4,60,11,1220,1078,2,4,0.29444324194324195,0.27438545251045254,-0.00448516761016754,4,0.27438545251045254,2.6394090461610706,1.6742416674234855
all26,ospa30,3,A,6,12,2,260,189,2,6,0.2679281135531135,0.24146443833943834,-0.007006715506715472,2,0.2679281135531135,5.198790357880336,1.288040293040293
all26,ospa30,3,A,6,12,2,260,189,2,6,0.2679281135531135,0.24146443833943834,-0.007006715506715472,3,0.2568093711843712,4.478663802293951,1.417216117216117
all26,ospa30,3,A,6,12,2,260,189,2,6,0.2679281135531135,0.24146443833943834,-0.007006715506715472,4,0.2524381868131868,4.531105268921109,1.5268315018315017
all26,ospa30,3,A,6,12,2,260,189,2,6,0.2679281135531135,0.24146443833943834,-0.007006715506715472,5,0.2484711538461538,4.189465249470904,1.6625824175824175
all26,ospa30,3,A,6,12,2,260,189,2,6,0.2679281135531135,0.24146443833943834,-0.007006715506715472,6,0.24146443833943834,4.65342126023617,1.753168498168498
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,2,0.18162393162393164,3.338568154164248,1.1837606837606838
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,3,0.17165242165242164,3.112589764423216,1.2735042735042734
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,4,0.16506410256410256,3.18001527071644,1.3376068376068375
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,5,0.16869658119658118,3.4216000250463163,1.3910256410256412
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,6,0.16862535612535612,3.377288101677283,1.4957264957264957
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,7,0.16285103785103786,3.4622142226725097,1.6282051282051284
all26,ospa30,3,A,8,6,1,108,67,2,8,0.18162393162393164,0.15705128205128205,-0.005799755799755807,8,0.15705128205128205,3.4854605202990463,1.6923076923076923
all26,ospa30,3,ALL,4,110,17,2064,1345,2,4,0.3987963043889146,0.3690714935081705,-0.015317190271500414,2,0.3987963043889146,8.760652518615144,1.4329447030920655
all26,ospa30,3,ALL,4,110,17,2064,1345,2,4,0.3987963043889146,0.3690714935081705,-0.015317190271500414,3,0.3843886837796709,8.182064352761032,1.7482328925339294
all26,ospa30,3,ALL,4,110,17,2064,1345,2,4,0.3987963043889146,0.3690714935081705,-0.015317190271500414,4,0.3690714935081705,7.975240870072167,1.9948820278855468
all26,ospa30,3,ALL,6,93,15,1787,1080,2,6,0.43346431159421656,0.3697666832868567,-0.009084481689185242,2,0.43346431159421656,5.577669398325916,1.4530228598673303
all26,ospa30,3,ALL,6,93,15,1787,1080,2,6,0.43346431159421656,0.3697666832868567,-0.009084481689185242,3,0.4143968381255539,5.074933671658657,1.7699405934543104
all26,ospa30,3,ALL,6,93,15,1787,1080,2,6,0.43346431159421656,0.3697666832868567,-0.009084481689185242,4,0.394906860575851,4.692739945662397,2.0386123991995593
all26,ospa30,3,ALL,6,93,15,1787,1080,2,6,0.43346431159421656,0.3697666832868567,-0.009084481689185242,5,0.37885116497604193,4.6594723180091675,2.2913829423969814
all26,ospa30,3,ALL,6,93,15,1787,1080,2,6,0.43346431159421656,0.3697666832868567,-0.009084481689185242,6,0.3697666832868567,4.67759673989135,2.559947027743403
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,2,0.42817851210526364,5.553167880773189,1.4214481135622776
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,3,0.4127006429060573,4.890657289512921,1.7354184267983288
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,4,0.39379926775851265,4.779048142058489,2.019892670328945
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,5,0.37657166948248894,4.4170410256254025,2.263764896051661
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,6,0.36712328640107633,4.5179332503530585,2.5285438847644732
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,7,0.3578210613830253,4.165937617076709,2.7567184087460146
all26,ospa30,3,ALL,8,79,15,1496,833,2,8,0.42817851210526364,0.35388802418610366,-0.003933037196921618,8,0.35388802418610366,4.115131731250094,2.9487163750326806
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,2,0.44251305109971545,4.65716709818543,1.445219241399582
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,3,0.4213468361831465,3.9290401797600127,1.7666681160420656
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,4,0.39941017099293946,3.6278814615544546,2.0504902444531297
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,5,0.3804735909258339,3.3724252560383494,2.275055972661015
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,6,0.3716386086299996,3.4000473997638,2.5156748734717924
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,7,0.359304974725766,3.310827892828416,2.765164540863715
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,8,0.3543534215865924,3.2717672577916352,2.9532293362907396
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,9,0.34821343650149406,3.2142440515964092,3.151300955303535
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,10,0.34785704651391064,3.207479124309275,3.3248370877870363
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,11,0.3457114738891792,3.2505754546870063,3.5130120201054154
all26,ospa30,3,ALL,12,67,15,1444,793,2,12,0.44251305109971545,0.346874307731695,0.0011628338425157536,12,0.346874307731695,3.2516032256521616,3.704156829533433
all26,ospa30,3,B,4,92,15,1766,1287,2,4,0.45053633242470714,0.39878493473047705,-0.021836582880076394,2,0.45053633242470714,5.671186296321049,1.4646823478263589
all26,ospa30,3,B,4,92,15,1766,1287,2,4,0.45053633242470714,0.39878493473047705,-0.021836582880076394,3,0.42062151761055344,4.8958607338533,1.8024770466104807
all26,ospa30,3,B,4,92,15,1766,1287,2,4,0.45053633242470714,0.39878493473047705,-0.021836582880076394,4,0.39878493473047705,4.704418682986558,2.1379126344992727
all26,ospa30,3,B,6,82,15,1521,1066,2,6,0.44254643669433585,0.3690296410284739,-0.010412589758341362,2,0.44254643669433585,5.277150606132119,1.4468016538912898
all26,ospa30,3,B,6,82,15,1521,1066,2,6,0.44254643669433585,0.3690296410284739,-0.010412589758341362,3,0.413265118466449,4.546587933095602,1.7699696577931872
all26,ospa30,3,B,6,82,15,1521,1066,2,6,0.44254643669433585,0.3690296410284739,-0.010412589758341362,4,0.39064494416604595,4.37065755187923,2.0996707166160946
all26,ospa30,3,B,6,82,15,1521,1066,2,6,0.44254643669433585,0.3690296410284739,-0.010412589758341362,5,0.37944223078681527,4.220481279081275,2.4119608880071066
all26,ospa30,3,B,6,82,15,1521,1066,2,6,0.44254643669433585,0.3690296410284739,-0.010412589758341362,6,0.3690296410284739,4.06584515887294,2.6764943617954824
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,2,0.4573928135641721,5.046207108193036,1.4432601821355322
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,3,0.42279691031208305,4.2545653832433,1.77737558157166
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,4,0.39779770483217025,4.0874386748187455,2.120740992337106
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,5,0.38708198641279873,3.8854948378269167,2.4325424442504278
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,6,0.3774276115004406,3.7532628804335975,2.7092436091245617
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,7,0.37750734323576124,3.643574292263634,2.950035175142318
all26,ospa30,3,B,8,72,15,1444,1004,2,8,0.4573928135641721,0.3761879211846182,-0.0013194220511430488,8,0.3761879211846182,3.6291695302712594,3.171954793773246
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,2,0.4020549245339161,5.964587418932329,1.4133430295195002
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,3,0.3888511814982403,5.2826726505088235,1.7520415858651153
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,4,0.3737126260760715,5.211453637813566,1.9852335164835164
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,5,0.36043681575194175,4.949128521422997,2.2336080586080582
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,6,0.34876937954669046,4.867208798855976,2.6243589743589744
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,7,0.3340581104236566,4.786699912426737,2.891117216117216
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,8,0.33288696889012015,4.8518949945044465,3.114217032967033
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,9,0.3331081577930317,4.6749393823659116,3.273545572074984
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,10,0.3232947281476693,4.450095189723177,3.3939560439560443
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,11,0.31661001230328956,4.429954185169242,3.5597877612583493
all26,ospa30,3,B,12,20,2,350,202,2,12,0.4020549245339161,0.3102149834292691,-0.006395028874020436,12,0.3102149834292691,4.302478860566076,3.7140702434820083
all26,ospa60,2,A,4,113,18,2064,1634,2,4,0.3895176486108205,0.3554852245336452,-0.014746023397718355,2,0.3895176486108205,14.273071074893178,1.4335771124659484
all26,ospa60,2,A,4,113,18,2064,1634,2,4,0.3895176486108205,0.3554852245336452,-0.014746023397718355,3,0.3702312479313636,13.536233608876122,1.7620599492702165
all26,ospa60,2,A,4,113,18,2064,1634,2,4,0.3895176486108205,0.3554852245336452,-0.014746023397718355,4,0.3554852245336452,13.0717613170247,2.006817286327344
all26,ospa60,2,A,6,96,16,1803,1377,2,6,0.4162425824876748,0.35172720184278206,-0.007992401244882819,2,0.4162425824876748,8.101607134095625,1.4466414076452303
all26,ospa60,2,A,6,96,16,1803,1377,2,6,0.4162425824876748,0.35172720184278206,-0.007992401244882819,3,0.389245073806186,7.435228201415465,1.7816261637580293
all26,ospa60,2,A,6,96,16,1803,1377,2,6,0.4162425824876748,0.35172720184278206,-0.007992401244882819,4,0.3710084746956418,6.893167084825849,2.048698507474166
all26,ospa60,2,A,6,96,16,1803,1377,2,6,0.4162425824876748,0.35172720184278206,-0.007992401244882819,5,0.3597196030876649,7.096278142413799,2.332013258140744
all26,ospa60,2,A,6,96,16,1803,1377,2,6,0.4162425824876748,0.35172720184278206,-0.007992401244882819,6,0.35172720184278206,7.007051943690922,2.577379269524121
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,2,0.4039564948848858,7.391300963339688,1.4259469906358038
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,3,0.38003544067078077,6.400788047531335,1.7512485964908497
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,4,0.36121400510597595,6.089155660795463,2.0137418302596872
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,5,0.3485154818999521,6.252826903323343,2.289439833892959
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,6,0.340941487206204,6.027226258066548,2.5229646368065484
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,7,0.3321376935909194,5.80906937278192,2.7505743504181006
all26,ospa60,2,A,8,81,16,1509,1108,2,8,0.4039564948848858,0.3270017478145104,-0.005135945776408968,8,0.3270017478145104,5.35119197757422,2.9724871988543864
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,2,0.42017652624861135,6.436771584913314,1.4359613487974832
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,3,0.3902337223962202,5.370590910721414,1.775225455858334
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,4,0.36921791081914507,5.045117874371675,2.0444452364764865
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,5,0.3556251749530842,4.689363218137606,2.3260990192016977
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,6,0.3475693964717621,4.723769184798285,2.5761955875007345
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,7,0.33663891136083135,4.637173753796459,2.819510686073186
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,8,0.33012001375763284,4.470152625953028,3.0482488766194122
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,9,0.3298149757057096,4.46817567015155,3.2320447845392044
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,10,0.330202089807507,4.518320759101922,3.49009950348875
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,11,0.3293670957075324,4.479749785159892,3.6838118280528995
all26,ospa60,2,A,12,71,16,1458,1062,2,12,0.42017652624861135,0.32905641861572665,-0.00031067709180576664,12,0.32905641861572665,4.47018334586062,3.8564430917933414
all26,ospa60,2,ALL,4,113,18,2064,1619,2,4,0.40855477017747144,0.3737285957453982,-0.013260348295094315,2,0.40855477017747144,14.545096733985403,1.4506484110106301
all26,ospa60,2,ALL,4,113,18,2064,1619,2,4,0.40855477017747144,0.3737285957453982,-0.013260348295094315,3,0.3869889440404925,13.596582443523749,1.7866950591246247
all26,ospa60,2,ALL,4,113,18,2064,1619,2,4,0.40855477017747144,0.3737285957453982,-0.013260348295094315,4,0.3737285957453982,13.130968587351632,2.052501838105126
all26,ospa60,2,ALL,6,96,16,1803,1362,2,6,0.44020352997778334,0.37386897023858373,-0.0074492776623201196,2,0.44020352997778334,8.46209391936957,1.4669506170054507
all26,ospa60,2,ALL,6,96,16,1803,1362,2,6,0.44020352997778334,0.37386897023858373,-0.0074492776623201196,3,0.4104407115141491,7.5109059648515295,1.8119996314361844
all26,ospa60,2,ALL,6,96,16,1803,1362,2,6,0.44020352997778334,0.37386897023858373,-0.0074492776623201196,4,0.3942151987752237,6.994598507137689,2.105152057130075
all26,ospa60,2,ALL,6,96,16,1803,1362,2,6,0.44020352997778334,0.37386897023858373,-0.0074492776623201196,5,0.38131824790090385,7.1901260503200755,2.3832562787197022
all26,ospa60,2,ALL,6,96,16,1803,1362,2,6,0.44020352997778334,0.37386897023858373,-0.0074492776623201196,6,0.37386897023858373,7.0726942691652335,2.6338416439552454
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,2,0.43113905057164587,7.78960472868286,1.4492469346664463
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,3,0.4045985564644656,6.464653183832845,1.7869703226813258
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,4,0.38846629149790257,6.176263108991707,2.078503955984589
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,5,0.37402286295963716,6.357360528686144,2.347669493411681
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,6,0.36687092246403596,6.091552689424498,2.5883673446311315
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,7,0.3573694450805946,5.8951012442974235,2.8206118794400044
all26,ospa60,2,ALL,8,81,16,1509,1093,2,8,0.43113905057164587,0.35278758752078354,-0.004581857559811053,8,0.35278758752078354,5.413214356142798,3.061232215411903
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,2,0.45048813176526764,6.880083047797597,1.460255186087644
