pool,condition,target,algorithm,outer_building,selected_candidate,inner_loss,inner_n
selected_existing_deep,manual,half_tv,knn,q9vSo1VnCiC,hohonet__encoder_stage4__regions,0.103694225902,120
selected_existing_deep,manual,half_tv,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.106332988551,124
selected_existing_deep,manual,half_tv,knn,uNb9QFRL6hY,bilayout__fg_extended__global,0.103957702777,107
selected_existing_deep,manual,half_tv,knn,wc2JMjhGNzB,hohonet__legacy_current,0.104718236533,122
selected_existing_deep,manual,half_tv,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.103816348884,129
selected_existing_deep,manual,half_tv,knn,yqstnuAEVhm,da3__layer11__faces_concat,0.106780169098,119
selected_existing_deep,manual,half_tv,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.101957851357,130
selected_existing_deep,manual,half_tv,ridge,7y3sRwLe3Va,bilayout__fg_extended__global,0.0965087566511,124
selected_existing_deep,manual,half_tv,ridge,B6ByNegPMKs,hohonet__encoder_stage4__regions,0.0938106597827,124
selected_existing_deep,manual,half_tv,ridge,S9hNv5qa7GM,bilayout__fg_extended__global,0.0921306161575,131
selected_existing_deep,manual,half_tv,ridge,UwV83HsGsw3,bilayout__fg_extended__global,0.0933909995807,125
selected_existing_deep,manual,half_tv,ridge,VFuaQ6m2Qom,bilayout__fg_extended__global,0.0919956711258,130
selected_existing_deep,manual,half_tv,ridge,X7HyMhZNoso,bilayout__fg_extended__global,0.0924772249026,130
selected_existing_deep,manual,half_tv,ridge,Z6MFQCViBuw,bilayout__fg_extended__global,0.0932490475258,130
selected_existing_deep,manual,half_tv,ridge,b8cTxDM8gDG,bilayout__fg_extended__global,0.0933760140927,130
selected_existing_deep,manual,half_tv,ridge,e9zR4mvMWw7,bilayout__fg_extended__global,0.0922189181795,129
selected_existing_deep,manual,half_tv,ridge,jh4fc5c5qoQ,bilayout__fg_extended__global,0.0934352038585,132
selected_existing_deep,manual,half_tv,ridge,jtcxE69GiFV,bilayout__fg_extended__global,0.0931469104801,129
selected_existing_deep,manual,half_tv,ridge,pRbA3pwrgk9,bilayout__fg_extended__global,0.0942084444437,130
selected_existing_deep,manual,half_tv,ridge,pa4otMbVnkk,bilayout__fg_extended__global,0.0928560997005,132
selected_existing_deep,manual,half_tv,ridge,q9vSo1VnCiC,bilayout__fg_extended__global,0.0889910572614,120
selected_existing_deep,manual,half_tv,ridge,rPc6DW4iMge,bilayout__fg_extended__global,0.0951755633994,124
selected_existing_deep,manual,half_tv,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__regions,0.0909629542287,107
selected_existing_deep,manual,half_tv,ridge,wc2JMjhGNzB,bilayout__fg_extended__global,0.0947026500229,122
selected_existing_deep,manual,half_tv,ridge,x8F5xyUWy9e,bilayout__fg_extended__global,0.0899526753027,129
selected_existing_deep,manual,half_tv,ridge,yqstnuAEVhm,bilayout__fg_extended__global,0.0952517609649,119
selected_existing_deep,manual,half_tv,ridge,zsNo4HB9uLZ,bilayout__fg_extended__global,0.0927359758036,130
selected_existing_deep,manual,late_new_geometry,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.179228494624,124
selected_existing_deep,manual,late_new_geometry,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.183053763441,124
selected_existing_deep,manual,late_new_geometry,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.185027989822,131
selected_existing_deep,manual,late_new_geometry,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.172230666667,125
selected_existing_deep,manual,late_new_geometry,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.184511538462,130
selected_existing_deep,manual,late_new_geometry,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.187067948718,130
selected_existing_deep,manual,late_new_geometry,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.1869,130
selected_existing_deep,manual,late_new_geometry,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.186123076923,130
selected_existing_deep,manual,late_new_geometry,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.187563307494,129
selected_existing_deep,manual,late_new_geometry,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.185993686869,132
selected_existing_deep,manual,late_new_geometry,knn,jtcxE69GiFV,hohonet__encoder_stage4__global,0.187033591731,129
selected_existing_deep,manual,late_new_geometry,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.1879,130
selected_existing_deep,manual,late_new_geometry,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.181368686869,132
selected_existing_deep,manual,late_new_geometry,knn,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.193870833333,120
selected_existing_deep,manual,late_new_geometry,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.190954301075,124
selected_existing_deep,manual,late_new_geometry,knn,uNb9QFRL6hY,bilayout__fc__regions,0.181806853583,107
selected_existing_deep,manual,late_new_geometry,knn,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.188162568306,122
selected_existing_deep,manual,late_new_geometry,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.180788113695,129
selected_existing_deep,manual,late_new_geometry,knn,yqstnuAEVhm,hohonet__encoder_stage4__global,0.190907563025,119
selected_existing_deep,manual,late_new_geometry,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.182438461538,130
selected_existing_deep,manual,late_new_geometry,ridge,7y3sRwLe3Va,ulayout__compressed__global,0.1820644144,124
selected_existing_deep,manual,late_new_geometry,ridge,B6ByNegPMKs,ulayout__compressed__global,0.174802256029,124
selected_existing_deep,manual,late_new_geometry,ridge,S9hNv5qa7GM,ulayout__compressed__global,0.179508002471,131
selected_existing_deep,manual,late_new_geometry,ridge,UwV83HsGsw3,ulayout__compressed__global,0.169518749392,125
selected_existing_deep,manual,late_new_geometry,ridge,VFuaQ6m2Qom,ulayout__compressed__global,0.178073811953,130
selected_existing_deep,manual,late_new_geometry,ridge,X7HyMhZNoso,ulayout__compressed__global,0.179596575437,130
selected_existing_deep,manual,late_new_geometry,ridge,Z6MFQCViBuw,hohonet__compressed__global,0.177773621958,130
selected_existing_deep,manual,late_new_geometry,ridge,b8cTxDM8gDG,ulayout__compressed__global,0.177928039883,130
selected_existing_deep,manual,late_new_geometry,ridge,e9zR4mvMWw7,ulayout__compressed__global,0.177650779225,129
selected_existing_deep,manual,late_new_geometry,ridge,jh4fc5c5qoQ,ulayout__compressed__global,0.177115657531,132
selected_existing_deep,manual,late_new_geometry,ridge,jtcxE69GiFV,ulayout__compressed__global,0.171587636594,129
selected_existing_deep,manual,late_new_geometry,ridge,pRbA3pwrgk9,ulayout__compressed__global,0.178302576773,130
selected_existing_deep,manual,late_new_geometry,ridge,pa4otMbVnkk,ulayout__compressed__global,0.171173289236,132
selected_existing_deep,manual,late_new_geometry,ridge,q9vSo1VnCiC,ulayout__compressed__global,0.182142130873,120
selected_existing_deep,manual,late_new_geometry,ridge,rPc6DW4iMge,ulayout__compressed__global,0.180440278082,124
selected_existing_deep,manual,late_new_geometry,ridge,uNb9QFRL6hY,hohonet__shared__regions,0.168883825917,107
selected_existing_deep,manual,late_new_geometry,ridge,wc2JMjhGNzB,hohonet__compressed__global,0.173724803635,122
selected_existing_deep,manual,late_new_geometry,ridge,x8F5xyUWy9e,ulayout__compressed__global,0.168481502631,129
selected_existing_deep,manual,late_new_geometry,ridge,yqstnuAEVhm,hohonet__refined__global,0.182487568811,119
selected_existing_deep,manual,late_new_geometry,ridge,zsNo4HB9uLZ,hohonet__compressed__global,0.177597312908,130
selected_existing_deep,manual,singleton_mass,knn,2t7WUuJeko7,hohonet__encoder_stage4__global,0.22967243829,164
selected_existing_deep,manual,singleton_mass,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.231274652607,157
selected_existing_deep,manual,singleton_mass,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.231671859528,157
selected_existing_deep,manual,singleton_mass,knn,S9hNv5qa7GM,hohonet__compressed__regions,0.233207541563,159
selected_existing_deep,manual,singleton_mass,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.226300596327,158
selected_existing_deep,manual,singleton_mass,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.214201873476,161
selected_existing_deep,manual,singleton_mass,knn,VLzqgDo317F,hohonet__encoder_stage4__global,0.228577805155,165
selected_existing_deep,manual,singleton_mass,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.228976021311,163
selected_existing_deep,manual,singleton_mass,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.23231703346,163
selected_existing_deep,manual,singleton_mass,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.230479977922,163
selected_existing_deep,manual,singleton_mass,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.228387178665,162
selected_existing_deep,manual,singleton_mass,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.211947334678,160
selected_existing_deep,manual,singleton_mass,knn,jtcxE69GiFV,hohonet__encoder_stage4__global,0.217694956785,157
selected_existing_deep,manual,singleton_mass,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.223364995909,157
selected_existing_deep,manual,singleton_mass,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.227135503798,161
selected_existing_deep,manual,singleton_mass,knn,q9vSo1VnCiC,hohonet__compressed__regions,0.234808364785,152
selected_existing_deep,manual,singleton_mass,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.233100294353,157
selected_existing_deep,manual,singleton_mass,knn,uNb9QFRL6hY,ulayout__compressed__local16,0.232674738441,140
selected_existing_deep,manual,singleton_mass,knn,wc2JMjhGNzB,bilayout__fc__regions,0.238404632325,155
selected_existing_deep,manual,singleton_mass,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.226110960072,162
selected_existing_deep,manual,singleton_mass,knn,yqstnuAEVhm,hohonet__encoder_stage4__global,0.239489144382,152
selected_existing_deep,manual,singleton_mass,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.233312169469,161
selected_existing_deep,manual,singleton_mass,ridge,2t7WUuJeko7,hohonet__encoder_stage4__global,0.220258144828,164
selected_existing_deep,manual,singleton_mass,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.222990323719,157
selected_existing_deep,manual,singleton_mass,ridge,B6ByNegPMKs,ulayout__compressed__local16,0.21927355862,157
selected_existing_deep,manual,singleton_mass,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.218152725984,159
selected_existing_deep,manual,singleton_mass,ridge,UwV83HsGsw3,hohonet__encoder_stage4__global,0.216479297591,158
selected_existing_deep,manual,singleton_mass,ridge,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.209444593407,161
selected_existing_deep,manual,singleton_mass,ridge,VLzqgDo317F,hohonet__encoder_stage4__global,0.219143352429,165
selected_existing_deep,manual,singleton_mass,ridge,X7HyMhZNoso,hohonet__encoder_stage4__global,0.221090454856,163
selected_existing_deep,manual,singleton_mass,ridge,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.220559927567,163
selected_existing_deep,manual,singleton_mass,ridge,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.219907710037,163
selected_existing_deep,manual,singleton_mass,ridge,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.218958250873,162
selected_existing_deep,manual,singleton_mass,ridge,jh4fc5c5qoQ,ulayout__transformer__local16,0.19657325503,160
selected_existing_deep,manual,singleton_mass,ridge,jtcxE69GiFV,ulayout__compressed__local16,0.206055477789,157
selected_existing_deep,manual,singleton_mass,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.21214833249,157
selected_existing_deep,manual,singleton_mass,ridge,pa4otMbVnkk,hohonet__encoder_stage4__global,0.218603464107,161
selected_existing_deep,manual,singleton_mass,ridge,q9vSo1VnCiC,ulayout__transformer__local16,0.222356352498,152
selected_existing_deep,manual,singleton_mass,ridge,rPc6DW4iMge,hohonet__encoder_stage4__global,0.224520861154,157
selected_existing_deep,manual,singleton_mass,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__regions,0.220999039796,140
selected_existing_deep,manual,singleton_mass,ridge,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.222711722825,155
selected_existing_deep,manual,singleton_mass,ridge,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.215881389394,162
selected_existing_deep,manual,singleton_mass,ridge,yqstnuAEVhm,hohonet__encoder_stage4__global,0.216481813479,152
selected_existing_deep,manual,singleton_mass,ridge,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.21823463984,161
selected_existing_deep,manual,tier_primary,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.1848,25
selected_existing_deep,manual,tier_primary,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.189166666667,24
selected_existing_deep,manual,tier_primary,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.1632,25
selected_existing_deep,manual,tier_primary,knn,UwV83HsGsw3,hohonet__legacy_current,0.186666666667,25
selected_existing_deep,manual,tier_primary,knn,b8cTxDM8gDG,hohonet__legacy_current,0.1928,25
selected_existing_deep,manual,tier_primary,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.1925,24
selected_existing_deep,manual,tier_primary,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.189166666667,24
selected_existing_deep,manual,tier_primary,knn,q9vSo1VnCiC,bilayout__fg_extended__global,0.201818181818,22
selected_existing_deep,manual,tier_primary,knn,rPc6DW4iMge,da3__layer11__faces_local16,0.145833333333,24
selected_existing_deep,manual,tier_primary,knn,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.173,20
selected_existing_deep,manual,tier_primary,knn,wc2JMjhGNzB,da3__layer9__faces_global,0.122685185185,24
selected_existing_deep,manual,tier_primary,knn,yqstnuAEVhm,da3__layer11__faces_global,0.166666666667,24
selected_existing_deep,manual,tier_primary,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.103631798783,25
selected_existing_deep,manual,tier_primary,ridge,B6ByNegPMKs,hohonet__encoder_stage4__global,0.120088623299,24
selected_existing_deep,manual,tier_primary,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.0906620211799,25
selected_existing_deep,manual,tier_primary,ridge,UwV83HsGsw3,hohonet__encoder_stage4__global,0.105680396153,25
selected_existing_deep,manual,tier_primary,ridge,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.108122157612,25
selected_existing_deep,manual,tier_primary,ridge,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.12095672338,24
selected_existing_deep,manual,tier_primary,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.11278876261,24
selected_existing_deep,manual,tier_primary,ridge,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.118454802081,22
selected_existing_deep,manual,tier_primary,ridge,rPc6DW4iMge,hohonet__encoder_stage4__global,0.120817414528,24
selected_existing_deep,manual,tier_primary,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.0987307645265,20
selected_existing_deep,manual,tier_primary,ridge,wc2JMjhGNzB,da3__layer11__faces_global,0.0970310007734,24
selected_existing_deep,manual,tier_primary,ridge,yqstnuAEVhm,hohonet__encoder_stage4__global,0.0903750969593,24
selected_existing_deep,manual,within_mode_median,knn,7y3sRwLe3Va,ulayout__compressed__global,0.013107519533,117
selected_existing_deep,manual,within_mode_median,knn,B6ByNegPMKs,ulayout__compressed__global,0.0130713783888,117
selected_existing_deep,manual,within_mode_median,knn,S9hNv5qa7GM,ulayout__compressed__global,0.0135737965193,124
selected_existing_deep,manual,within_mode_median,knn,UwV83HsGsw3,ulayout__compressed__global,0.0135995873863,119
selected_existing_deep,manual,within_mode_median,knn,VFuaQ6m2Qom,ulayout__compressed__global,0.0137877628133,123
selected_existing_deep,manual,within_mode_median,knn,X7HyMhZNoso,ulayout__compressed__global,0.0137118268594,123
selected_existing_deep,manual,within_mode_median,knn,Z6MFQCViBuw,ulayout__compressed__global,0.0137356270736,123
selected_existing_deep,manual,within_mode_median,knn,b8cTxDM8gDG,ulayout__compressed__global,0.0138856462895,123
selected_existing_deep,manual,within_mode_median,knn,e9zR4mvMWw7,ulayout__compressed__global,0.0134815232499,122
selected_existing_deep,manual,within_mode_median,knn,jh4fc5c5qoQ,ulayout__compressed__global,0.0137425984308,125
selected_existing_deep,manual,within_mode_median,knn,jtcxE69GiFV,ulayout__compressed__global,0.0140512790509,122
selected_existing_deep,manual,within_mode_median,knn,pRbA3pwrgk9,ulayout__compressed__global,0.0134286414609,123
selected_existing_deep,manual,within_mode_median,knn,q9vSo1VnCiC,ulayout__compressed__global,0.0144605366978,114
selected_existing_deep,manual,within_mode_median,knn,rPc6DW4iMge,ulayout__compressed__global,0.0137968929974,117
selected_existing_deep,manual,within_mode_median,knn,uNb9QFRL6hY,ulayout__compressed__global,0.0149787362513,103
selected_existing_deep,manual,within_mode_median,knn,wc2JMjhGNzB,ulayout__compressed__global,0.0136820502122,115
selected_existing_deep,manual,within_mode_median,knn,x8F5xyUWy9e,ulayout__compressed__global,0.0136699953632,123
selected_existing_deep,manual,within_mode_median,knn,yqstnuAEVhm,ulayout__compressed__global,0.0132894453376,112
selected_existing_deep,manual,within_mode_median,knn,zsNo4HB9uLZ,ulayout__compressed__global,0.01287867798,123
selected_existing_deep,manual,within_mode_median,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.0126867789018,117
selected_existing_deep,manual,within_mode_median,ridge,B6ByNegPMKs,hohonet__encoder_stage4__global,0.0130131837843,117
selected_existing_deep,manual,within_mode_median,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.0130822836139,124
selected_existing_deep,manual,within_mode_median,ridge,UwV83HsGsw3,hohonet__encoder_stage4__global,0.0130671132869,119
selected_existing_deep,manual,within_mode_median,ridge,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.0132032353897,123
selected_existing_deep,manual,within_mode_median,ridge,X7HyMhZNoso,hohonet__encoder_stage4__global,0.0131811721534,123
selected_existing_deep,manual,within_mode_median,ridge,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.0131914177532,123
selected_existing_deep,manual,within_mode_median,ridge,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.0133778441395,123
selected_existing_deep,manual,within_mode_median,ridge,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.0131819873357,122
selected_existing_deep,manual,within_mode_median,ridge,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.0131363480772,125
selected_existing_deep,manual,within_mode_median,ridge,jtcxE69GiFV,hohonet__encoder_stage4__global,0.0132913540113,122
selected_existing_deep,manual,within_mode_median,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.0127304667615,123
selected_existing_deep,manual,within_mode_median,ridge,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.0137163327434,114
selected_existing_deep,manual,within_mode_median,ridge,rPc6DW4iMge,hohonet__encoder_stage4__global,0.01346011377,117
selected_existing_deep,manual,within_mode_median,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.0134319041581,103
selected_existing_deep,manual,within_mode_median,ridge,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.0130998000564,115
selected_existing_deep,manual,within_mode_median,ridge,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.0132033885757,123
