condition,target,feature,baseline,images,buildings,loss,baseline_loss,delta,lo,hi
manual,core10_p_by_19,da3__layer5__faces_local16,feedback_counts,131,20,0.32399618478698056,0.300696145983455,0.0233000388035255,0.0011577997885543565,0.05725876498615019
manual,core10_p_by_19,da3__layer7__faces_concat,constant,133,20,0.31677786042339023,0.2995676691729323,0.017210191250457887,-0.0007178375671362869,0.04129847790337713
manual,core10_p_by_19,da3__layer7__faces_concat,feedback_counts,131,20,0.3166080862200046,0.300696145983455,0.015911940236549547,-0.003860492940204557,0.04110691726753439
manual,core10_p_by_19,da3__layer7__faces_global,constant,133,20,0.3075031828471364,0.2995676691729323,0.007935513674204059,-0.00852468105701566,0.03378319412523871
manual,core10_p_by_19,da3__layer7__faces_global,feedback_counts,131,20,0.3073651818482682,0.300696145983455,0.006669035864813208,-0.014705016980146672,0.03466207355990281
manual,core10_p_by_19,da3__layer7__faces_local16,constant,133,20,0.2979642968990185,0.2995676691729323,-0.001603372273913859,-0.019694886670479583,0.02457482906404009
manual,core10_p_by_19,da3__layer7__faces_local16,feedback_counts,131,20,0.297142550390347,0.300696145983455,-0.0035535955931080346,-0.026582260618421387,0.024640429080375396
manual,core10_p_by_19,da3__layer9__faces_concat,constant,133,20,0.30730980004325115,0.2995676691729323,0.007742130870318795,-0.008910397752727858,0.029010738647071516
manual,core10_p_by_19,da3__layer9__faces_concat,feedback_counts,131,20,0.3078901860091458,0.300696145983455,0.007194040025690763,-0.016270631162774326,0.03266324923803107
manual,core10_p_by_19,da3__layer9__faces_global,constant,133,20,0.29072725565664687,0.2995676691729323,-0.008840413516285492,-0.02320335092264523,0.008629453685582482
manual,core10_p_by_19,da3__layer9__faces_global,feedback_counts,131,20,0.29087212221309183,0.300696145983455,-0.009824023770363201,-0.03141894454336428,0.012483509427128581
manual,core10_p_by_19,da3__layer9__faces_local16,constant,133,20,0.28998724004439214,0.2995676691729323,-0.009580429128540152,-0.022282473801210356,0.0062515082588430375
manual,core10_p_by_19,da3__layer9__faces_local16,feedback_counts,131,20,0.28982093503254325,0.300696145983455,-0.010875210950911825,-0.03031770642511624,0.0081599715384188
manual,full_p_by_8,da3__layer11__faces_concat,constant,133,20,0.33672523008560074,0.3356766917293233,0.0010485383562774335,-0.09373766627219335,0.09061202886168786
manual,full_p_by_8,da3__layer11__faces_concat,feedback_counts,131,20,0.33784380759849536,0.3465688719461275,-0.008725064347632067,-0.0570350471218127,0.041189714916549484
manual,full_p_by_8,da3__layer11__faces_global,constant,133,20,0.31466218343809305,0.3356766917293233,-0.021014508291230218,-0.10943601157175809,0.048795397851593224
manual,full_p_by_8,da3__layer11__faces_global,feedback_counts,131,20,0.31481006098214487,0.3465688719461275,-0.031758810963982594,-0.06851827163748288,-0.0008743619050139073
manual,full_p_by_8,da3__layer11__faces_local16,constant,133,20,0.31691426881519924,0.3356766917293233,-0.018762422914124055,-0.09968893619405178,0.04896355736632995
manual,full_p_by_8,da3__layer11__faces_local16,feedback_counts,131,20,0.3158666184016603,0.3465688719461275,-0.030702253544467175,-0.06467603075198439,0.00763462143502731
manual,full_p_by_8,da3__layer5__faces_concat,constant,133,20,0.40012493294065715,0.3356766917293233,0.06444824121133384,-0.0014225126650119282,0.12853279512777543
manual,full_p_by_8,da3__layer5__faces_concat,feedback_counts,131,20,0.4015214241810107,0.3465688719461275,0.05495255223488321,0.02392018832384351,0.10299358509927439
manual,full_p_by_8,da3__layer5__faces_global,constant,133,20,0.3409248347611083,0.3356766917293233,0.00524814303178497,-0.07214663258823065,0.06835884554423653
manual,full_p_by_8,da3__layer5__faces_global,feedback_counts,131,20,0.3446022429646832,0.3465688719461275,-0.0019666289814442763,-0.03096624352012669,0.03601033100502618
manual,full_p_by_8,da3__layer5__faces_local16,constant,133,20,0.3519660555155384,0.3356766917293233,0.01628936378621504,-0.06071357637606352,0.0781348534495923
manual,full_p_by_8,da3__layer5__faces_local16,feedback_counts,131,20,0.3548737513016993,0.3465688719461275,0.00830487935557175,-0.018573578687096925,0.045440562937019084
manual,full_p_by_8,da3__layer7__faces_concat,constant,133,20,0.3601042655379556,0.3356766917293233,0.02442757380863234,-0.0506229641467607,0.0965130504463094
manual,full_p_by_8,da3__layer7__faces_concat,feedback_counts,131,20,0.3629070541106267,0.3465688719461275,0.016338182164499237,-0.018155075063673153,0.06183500401829741
manual,full_p_by_8,da3__layer7__faces_global,constant,133,20,0.3508096637742657,0.3356766917293233,0.015132972044942402,-0.07864669781526291,0.08748733369902495
manual,full_p_by_8,da3__layer7__faces_global,feedback_counts,131,20,0.35199464684510945,0.3465688719461275,0.005425774898981982,-0.029664022859845998,0.044737072673885055
manual,full_p_by_8,da3__layer7__faces_local16,constant,133,20,0.32545016879250827,0.3356766917293233,-0.01022652293681504,-0.10022511834687496,0.06508224699046473
manual,full_p_by_8,da3__layer7__faces_local16,feedback_counts,131,20,0.3289157687571038,0.3465688719461275,-0.01765310318902366,-0.05582345707956311,0.02685548907234211
manual,full_p_by_8,da3__layer9__faces_concat,constant,133,20,0.3628252159304203,0.3356766917293233,0.027148524201096993,-0.06098570039479491,0.10851719274766976
manual,full_p_by_8,da3__layer9__faces_concat,feedback_counts,131,20,0.36511575705151833,0.3465688719461275,0.018546885105390837,-0.02209293514906729,0.06553954269531416
manual,full_p_by_8,da3__layer9__faces_global,constant,133,20,0.3356703679241534,0.3356766917293233,-6.323805169920937e-06,-0.08738814810781369,0.07215885655423576
manual,full_p_by_8,da3__layer9__faces_global,feedback_counts,131,20,0.33811581465478935,0.3465688719461275,-0.008453057291338169,-0.04036321937886012,0.031862726636097585
manual,full_p_by_8,da3__layer9__faces_local16,constant,133,20,0.3405654540729632,0.3356766917293233,0.004888762343639856,-0.07847399825636477,0.07205499670494378
manual,full_p_by_8,da3__layer9__faces_local16,feedback_counts,131,20,0.34062025647804656,0.3465688719461275,-0.005948615468080916,-0.0401335976971755,0.03478991127811182
manual,late_quarter_new,da3__layer11__faces_concat,constant,133,20,0.20992739688522133,0.19960526315783306,0.010322133727388239,-0.0027769775388182113,0.024657851987271922
manual,late_quarter_new,da3__layer11__faces_concat,feedback_counts,131,20,0.2093343414041606,0.17526413629604734,0.034070205108113254,0.021126208793677152,0.0480994978283911
manual,late_quarter_new,da3__layer11__faces_global,constant,133,20,0.2089355254999644,0.19960526315783306,0.009330262342131301,-0.012253117706487683,0.02830323887244097
manual,late_quarter_new,da3__layer11__faces_global,feedback_counts,131,20,0.209003671313631,0.17526413629604734,0.03373953501758368,0.012006915597299854,0.04943086656342141
manual,late_quarter_new,da3__layer11__faces_local16,constant,133,20,0.1919540638604664,0.19960526315783306,-0.007651199297366656,-0.02948725110060291,0.012570814241854276
manual,late_quarter_new,da3__layer11__faces_local16,feedback_counts,131,20,0.19145436035327965,0.17526413629604734,0.016190224057232323,-0.006083301372069566,0.03499399665068758
manual,late_quarter_new,da3__layer5__faces_concat,constant,133,20,0.20724558855848046,0.19960526315783306,0.007640325400647366,-0.009820970017713515,0.023668158074426817
manual,late_quarter_new,da3__layer5__faces_concat,feedback_counts,131,20,0.20797926136380993,0.17526413629604734,0.032715125067762585,0.012976683949836058,0.05264544334992372
manual,late_quarter_new,da3__layer5__faces_global,constant,133,20,0.20535247581821311,0.19960526315783306,0.005747212660379999,-0.011820150026194262,0.027270978527175426
manual,late_quarter_new,da3__layer5__faces_global,feedback_counts,131,20,0.20549400658582703,0.17526413629604734,0.030229870289779703,0.011910205427855813,0.050785501677996864
manual,late_quarter_new,da3__layer5__faces_local16,constant,133,20,0.19355099637665057,0.19960526315783306,-0.006054266781182483,-0.025199710545207088,0.014286497727737267
manual,late_quarter_new,da3__layer5__faces_local16,feedback_counts,131,20,0.19383597200541852,0.17526413629604734,0.018571835709371223,0.0013575069759555677,0.036155923113909236
manual,late_quarter_new,da3__layer7__faces_concat,constant,133,20,0.2013020391229149,0.19960526315783306,0.001696775965081801,-0.014664151973085147,0.01743616342846443
manual,late_quarter_new,da3__layer7__faces_concat,feedback_counts,131,20,0.2008023200528296,0.17526413629604734,0.025538183756782285,0.007517588256023422,0.042897176173248217
manual,late_quarter_new,da3__layer7__faces_global,constant,133,20,0.2083263840177329,0.19960526315783306,0.008721120859899848,-0.010946816626203414,0.02694479987004149
manual,late_quarter_new,da3__layer7__faces_global,feedback_counts,131,20,0.2078940541287426,0.17526413629604734,0.03262991783269527,0.015194559136131928,0.04742104069239991
manual,late_quarter_new,da3__layer7__faces_local16,constant,133,20,0.1925234467802996,0.19960526315783306,-0.007081816377533506,-0.026682476698210236,0.01134978559831859
manual,late_quarter_new,da3__layer7__faces_local16,feedback_counts,131,20,0.19236997343881557,0.17526413629604734,0.01710583714276828,-0.0033642920248061403,0.034041197035028815
manual,late_quarter_new,da3__layer9__faces_concat,constant,133,20,0.200944398322783,0.19960526315783306,0.001339135164949924,-0.014540096924359076,0.017770050078177828
manual,late_quarter_new,da3__layer9__faces_concat,feedback_counts,131,20,0.20062789749587892,0.17526413629604734,0.0253637611998316,0.009784599121287086,0.04299927379118611
manual,late_quarter_new,da3__layer9__faces_global,constant,133,20,0.21101792903620323,0.19960526315783306,0.011412665878370152,-0.009637844192378961,0.03095146990456808
manual,late_quarter_new,da3__layer9__faces_global,feedback_counts,131,20,0.21104729811970083,0.17526413629604734,0.035783161823653514,0.014517422719921078,0.053040566406610555
manual,late_quarter_new,da3__layer9__faces_local16,constant,133,20,0.19093350388211458,0.19960526315783306,-0.008671759275718496,-0.027571462274151196,0.010514350886534924
manual,late_quarter_new,da3__layer9__faces_local16,feedback_counts,131,20,0.19074710959661023,0.17526413629604734,0.015482973300562903,-0.005079249862192104,0.03546384687270542
semi,candidate_v2,da3__layer11__faces_concat,constant,14,7,0.4763651361410929,0.6407763866972143,-0.16441125055612144,-0.2588893825793804,-0.10666184914867735
semi,candidate_v2,da3__layer11__faces_concat,feedback_counts,14,7,0.4763651361410929,0.6635677655900716,-0.18720262944897853,-0.34321642454285717,-0.10785330928034287
semi,candidate_v2,da3__layer11__faces_global,constant,14,7,0.5247207062068929,0.6407763866972143,-0.11605568049032143,-0.279798943222,0.04663857790057343
semi,candidate_v2,da3__layer11__faces_global,feedback_counts,14,7,0.5247207062068929,0.6635677655900716,-0.1388470593831785,-0.3357617046898821,0.0277604216274748
semi,candidate_v2,da3__layer11__faces_local16,constant,14,7,0.41417625852227863,0.6407763866972143,-0.2266001281749357,-0.4065400356409893,-0.07252290446650729
semi,candidate_v2,da3__layer11__faces_local16,feedback_counts,14,7,0.41417625852227863,0.6635677655900716,-0.2493915070677928,-0.4597440302465161,-0.08990445493765273
semi,candidate_v2,da3__layer5__faces_concat,constant,14,7,0.6139387763199429,0.6407763866972143,-0.026837610377271417,-0.15556309088964448,0.03814669603764627
semi,candidate_v2,da3__layer5__faces_concat,feedback_counts,14,7,0.6139387763199429,0.6635677655900716,-0.04962898927012855,-0.21648350934443747,0.03155622454337741
semi,candidate_v2,da3__layer5__faces_global,constant,14,7,0.7117337536640571,0.6407763866972143,0.07095736696684285,-0.06205594047532502,0.23786882093192857
semi,candidate_v2,da3__layer5__faces_global,feedback_counts,14,7,0.7117337536640571,0.6635677655900716,0.04816598807398571,-0.128023367043575,0.21704238415427143
semi,candidate_v2,da3__layer5__faces_local16,constant,14,7,0.5818537495233428,0.6407763866972143,-0.05892263717387142,-0.30754821274308336,0.09195795735185419
semi,candidate_v2,da3__layer5__faces_local16,feedback_counts,14,7,0.5818537495233428,0.6635677655900716,-0.08171401606672855,-0.3544919761447664,0.07167024301964137
semi,candidate_v2,da3__layer7__faces_concat,constant,14,7,0.49076970586380575,0.6407763866972143,-0.15000668083340862,-0.2858023445224504,-0.08150295000734827
semi,candidate_v2,da3__layer7__faces_concat,feedback_counts,14,7,0.49076970586380575,0.6635677655900716,-0.17279805972626575,-0.363385198222965,-0.08391099586672737
semi,candidate_v2,da3__layer7__faces_global,constant,14,7,0.7201909679301215,0.6407763866972143,0.0794145812329071,-0.052298396493366664,0.235162184988297
semi,candidate_v2,da3__layer7__faces_global,feedback_counts,14,7,0.7201909679301215,0.6635677655900716,0.05662320234004999,-0.10262925834409091,0.20967763725270533
semi,candidate_v2,da3__layer7__faces_local16,constant,14,7,0.42877211202144355,0.6407763866972143,-0.2120042746757707,-0.4221223834180173,-0.04928970647025761
semi,candidate_v2,da3__layer7__faces_local16,feedback_counts,14,7,0.42877211202144355,0.6635677655900716,-0.23479565356862792,-0.47798051975278,-0.07114673825692788
semi,candidate_v2,da3__layer9__faces_concat,constant,14,7,0.5527345426894285,0.6407763866972143,-0.08804184400778574,-0.20144581838905556,-0.022598095857577036
semi,candidate_v2,da3__layer9__faces_concat,feedback_counts,14,7,0.5527345426894285,0.6635677655900716,-0.11083322290064286,-0.28010173832240143,-0.025394599151468758
semi,candidate_v2,da3__layer9__faces_global,constant,14,7,0.5640250923944999,0.6407763866972143,-0.07675129430271428,-0.2749906959385531,0.13559254009059998
semi,candidate_v2,da3__layer9__faces_global,feedback_counts,14,7,0.5640250923944999,0.6635677655900716,-0.09954267319557142,-0.3423224696808877,0.10671819025341667
semi,candidate_v2,da3__layer9__faces_local16,constant,14,7,0.41689876333824394,0.6407763866972143,-0.22387762335897032,-0.46834058545950763,0.04631265092336676
semi,candidate_v2,da3__layer9__faces_local16,feedback_counts,14,7,0.41689876333824394,0.6635677655900716,-0.24666900225182742,-0.518969341053244,0.022133864696333327
semi,core10_p_by_19,da3__layer11__faces_concat,constant,42,12,0.2726332163767524,0.27107142857142863,0.001561787805323806,-0.01917349477517969,0.01961608930137332
semi,core10_p_by_19,da3__layer11__faces_concat,feedback_counts,42,12,0.2726332163767524,0.2695149333947572,0.003118282981995241,-0.012158219049321543,0.025093383838470644
semi,core10_p_by_19,da3__layer11__faces_global,constant,42,12,0.2678133023826881,0.27107142857142863,-0.003258126188740477,-0.020536354893891145,0.010078101914340398
semi,core10_p_by_19,da3__layer11__faces_global,feedback_counts,42,12,0.2678133023826881,0.2695149333947572,-0.0017016310120690399,-0.011785063570492232,0.008072718280002644
semi,core10_p_by_19,da3__layer11__faces_local16,constant,42,12,0.2742451104799691,0.27107142857142863,0.0031736819085404727,-0.019354540673687134,0.03121880220572615
semi,core10_p_by_19,da3__layer11__faces_local16,feedback_counts,42,12,0.2742451104799691,0.2695149333947572,0.00473017708521191,-0.010488783808598348,0.03051075737436625
semi,core10_p_by_19,da3__layer5__faces_concat,constant,42,12,0.2744985276276157,0.27107142857142863,0.0034270990561871364,-0.012772381771986278,0.017395291995543693
semi,core10_p_by_19,da3__layer5__faces_concat,feedback_counts,42,12,0.2744985276276157,0.2695149333947572,0.004983594232858571,-0.002491437806711038,0.018884016473556465
semi,core10_p_by_19,da3__layer5__faces_global,constant,42,12,0.2903652248518643,0.27107142857142863,0.019293796280435708,-0.0040249382817240465,0.048842106696059255
semi,core10_p_by_19,da3__layer5__faces_global,feedback_counts,42,12,0.2903652248518643,0.2695149333947572,0.020850291457107147,-0.002056499676892998,0.050342764488000805
semi,core10_p_by_19,da3__layer5__faces_local16,constant,42,12,0.2705645252473214,0.27107142857142863,-0.0005069033241071488,-0.01827671452483691,0.017108651107768335
semi,core10_p_by_19,da3__layer5__faces_local16,feedback_counts,42,12,0.2705645252473214,0.2695149333947572,0.0010495918525642862,-0.010354887591172295,0.016913714998852206
semi,core10_p_by_19,da3__layer7__faces_concat,constant,42,12,0.2702160339144429,0.27107142857142863,-0.0008553946569857198,-0.018235928506794515,0.015507335601323873
semi,core10_p_by_19,da3__layer7__faces_concat,feedback_counts,42,12,0.2702160339144429,0.2695149333947572,0.00070110051968572,-0.010209760164839715,0.01426081380382326
semi,core10_p_by_19,da3__layer7__faces_global,constant,42,12,0.2710156812804119,0.27107142857142863,-5.5747291016675215e-05,-0.022486057658357494,0.031609380331115176
semi,core10_p_by_19,da3__layer7__faces_global,feedback_counts,42,12,0.2710156812804119,0.2695149333947572,0.001500747885654762,-0.017800948930225758,0.03420736728290853
semi,core10_p_by_19,da3__layer7__faces_local16,constant,42,12,0.2833490324205,0.27107142857142863,0.012277603849071426,-0.007410488677688455,0.038115323959674804
semi,core10_p_by_19,da3__layer7__faces_local16,feedback_counts,42,12,0.2833490324205,0.2695149333947572,0.013834099025742862,-0.0034444138660796294,0.040036547221194124
semi,core10_p_by_19,da3__layer9__faces_concat,constant,42,12,0.26444294031627863,0.27107142857142863,-0.0066284882551500045,-0.023984824020934298,0.006221036493652268
semi,core10_p_by_19,da3__layer9__faces_concat,feedback_counts,42,12,0.26444294031627863,0.2695149333947572,-0.005071993078478569,-0.01351152648658147,0.00049977867271654
semi,core10_p_by_19,da3__layer9__faces_global,constant,42,12,0.2695039381755048,0.27107142857142863,-0.0015674903959238236,-0.018914269077032145,0.012222795482587432
semi,core10_p_by_19,da3__layer9__faces_global,feedback_counts,42,12,0.2695039381755048,0.2695149333947572,-1.0995219252385843e-05,-0.012126605511360038,0.012083537020112724
semi,core10_p_by_19,da3__layer9__faces_local16,constant,42,12,0.27315241559823095,0.27107142857142863,0.0020809870268023735,-0.012543604159112445,0.015456602838792684
semi,core10_p_by_19,da3__layer9__faces_local16,feedback_counts,42,12,0.27315241559823095,0.2695149333947572,0.0036374822034738108,-0.010085333763617648,0.02211220566058037
semi,full_p_by_8,da3__layer11__faces_concat,constant,42,12,0.2661945775829595,0.23761904761904762,0.028575529963911904,-0.029393998346493554,0.10185195828302632
semi,full_p_by_8,da3__layer11__faces_concat,feedback_counts,42,12,0.2661945775829595,0.32070927466949045,-0.05451469708653096,-0.0850854658066675,-0.0043896343594912795
semi,full_p_by_8,da3__layer11__faces_global,constant,42,12,0.30753295056177377,0.23761904761904762,0.06991390294272619,0.012527719181432015,0.13699993086037157
semi,full_p_by_8,da3__layer11__faces_global,feedback_counts,42,12,0.30753295056177377,0.32070927466949045,-0.013176324107716667,-0.041823164129068495,0.023506020180988435
semi,full_p_by_8,da3__layer11__faces_local16,constant,42,12,0.2926249890535824,0.23761904761904762,0.055005941434534765,0.00545482535039571,0.11471904489603459
semi,full_p_by_8,da3__layer11__faces_local16,feedback_counts,42,12,0.2926249890535824,0.32070927466949045,-0.028084285615908096,-0.054142461850444856,0.005892825777271146
semi,full_p_by_8,da3__layer5__faces_concat,constant,42,12,0.2864846819411023,0.23761904761904762,0.048865634322054756,-0.015145013304432658,0.12524167669227976
semi,full_p_by_8,da3__layer5__faces_concat,feedback_counts,42,12,0.2864846819411023,0.32070927466949045,-0.034224592728388105,-0.08541653656376472,0.020541984254230386
semi,full_p_by_8,da3__layer5__faces_global,constant,42,12,0.3224219180222214,0.23761904761904762,0.08480287040317382,0.012594392285160603,0.16387713267830353
semi,full_p_by_8,da3__layer5__faces_global,feedback_counts,42,12,0.3224219180222214,0.32070927466949045,0.0017126433527309528,-0.049279549564885186,0.059506411631458936
semi,full_p_by_8,da3__layer5__faces_local16,constant,42,12,0.2843692016894119,0.23761904761904762,0.04675015407036428,-0.014510898102536394,0.10691193350988704
semi,full_p_by_8,da3__layer5__faces_local16,feedback_counts,42,12,0.2843692016894119,0.32070927466949045,-0.036340072980078575,-0.0856694939179958,0.0048224656331928885
semi,full_p_by_8,da3__layer7__faces_concat,constant,42,12,0.2724313527168502,0.23761904761904762,0.034812305097802615,-0.024223190995666697,0.1097921194259259
semi,full_p_by_8,da3__layer7__faces_concat,feedback_counts,42,12,0.2724313527168502,0.32070927466949045,-0.04827792195264024,-0.08709988327255876,-0.005118330632147598
semi,full_p_by_8,da3__layer7__faces_global,constant,42,12,0.27710878842939757,0.23761904761904762,0.03948974081035,-0.013912044778423352,0.09879626818924768
semi,full_p_by_8,da3__layer7__faces_global,feedback_counts,42,12,0.27710878842939757,0.32070927466949045,-0.04360048624009286,-0.08836887879387828,0.0034166601658691827
semi,full_p_by_8,da3__layer7__faces_local16,constant,42,12,0.2619913575750096,0.23761904761904762,0.02437230995596191,-0.026739204445465965,0.08599046299062879
semi,full_p_by_8,da3__layer7__faces_local16,feedback_counts,42,12,0.2619913575750096,0.32070927466949045,-0.05871791709448095,-0.09559727471301245,-0.024177427545745346
semi,full_p_by_8,da3__layer9__faces_concat,constant,42,12,0.271483408518898,0.23761904761904762,0.03386436089985047,-0.029601624304435553,0.10642545810138375
semi,full_p_by_8,da3__layer9__faces_concat,feedback_counts,42,12,0.271483408518898,0.32070927466949045,-0.04922586615059239,-0.0814121444422637,-0.00364810031161461
semi,full_p_by_8,da3__layer9__faces_global,constant,42,12,0.28690545020017855,0.23761904761904762,0.04928640258113094,-0.006391906085157258,0.11363825815271172
semi,full_p_by_8,da3__layer9__faces_global,feedback_counts,42,12,0.28690545020017855,0.32070927466949045,-0.03380382446931191,-0.0627556472108688,-0.0032531434934925624
semi,full_p_by_8,da3__layer9__faces_local16,constant,42,12,0.27616498605723905,0.23761904761904762,0.03854593843819143,-0.012282386154863127,0.09939852664555494
semi,full_p_by_8,da3__layer9__faces_local16,feedback_counts,42,12,0.27616498605723905,0.32070927466949045,-0.044544288612251424,-0.0675138252114789,-0.02015574103556885
semi,late_quarter_new,da3__layer11__faces_concat,constant,42,12,0.1682759953869688,0.17043650793644524,-0.00216051254947643,-0.01999335461504292,0.013513309429589903
semi,late_quarter_new,da3__layer11__faces_concat,feedback_counts,42,12,0.1682759953869688,0.1752000797523689,-0.006924084365400094,-0.018979970718277166,0.0032974215098216133
semi,late_quarter_new,da3__layer11__faces_global,constant,42,12,0.16911662450860904,0.17043650793644524,-0.001319883427836193,-0.019891583971495597,0.015125055527348582
semi,late_quarter_new,da3__layer11__faces_global,feedback_counts,42,12,0.16911662450860904,0.1752000797523689,-0.006083455243759859,-0.018450740701764064,0.0039719219579079056
semi,late_quarter_new,da3__layer11__faces_local16,constant,42,12,0.16895676112305977,0.17043650793644524,-0.0014797468133854793,-0.019705094146134416,0.014769770931097444
semi,late_quarter_new,da3__layer11__faces_local16,feedback_counts,42,12,0.16895676112305977,0.1752000797523689,-0.006243318629309145,-0.018493758844439698,0.0038779937473269986
semi,late_quarter_new,da3__layer5__faces_concat,constant,42,12,0.16834329463409,0.17043650793644524,-0.0020932133023552416,-0.019985719875078002,0.013727000099656227
