cohort,building,config,fold_id,max_abs_error
without_workers,wc2JMjhGNzB,q_0.975,14,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,1,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,2,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,4,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,7,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,8,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,11,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,13,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.950,14,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.925,1,2.77555756156e-17
without_workers,wc2JMjhGNzB,q_0.925,2,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.925,4,8.32667268469e-17
without_workers,wc2JMjhGNzB,q_0.925,7,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.925,8,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.925,11,2.77555756156e-17
without_workers,wc2JMjhGNzB,q_0.925,13,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.925,14,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.900,1,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.900,2,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.900,4,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.900,7,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.900,8,1.66533453694e-16
without_workers,wc2JMjhGNzB,q_0.900,11,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.900,13,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.900,14,5.55111512313e-17
without_workers,wc2JMjhGNzB,q_0.850,1,1.66533453694e-16
without_workers,wc2JMjhGNzB,q_0.850,2,1.66533453694e-16
without_workers,wc2JMjhGNzB,q_0.850,4,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.850,7,5.55111512313e-17
without_workers,wc2JMjhGNzB,q_0.850,8,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.850,11,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.850,13,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.850,14,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.800,1,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.800,2,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.800,4,5.55111512313e-17
without_workers,wc2JMjhGNzB,q_0.800,7,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.800,8,5.55111512313e-17
without_workers,wc2JMjhGNzB,q_0.800,11,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.800,13,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.800,14,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,1,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,2,1.38777878078e-16
without_workers,wc2JMjhGNzB,ospa30_t6,4,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,7,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,8,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,11,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,13,1.11022302463e-16
without_workers,wc2JMjhGNzB,ospa30_t6,14,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.975,1,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,2,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,4,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,8,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,16,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.975,32,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.975,63,2.77555756156e-17
without_workers,yqstnuAEVhm,q_0.975,64,8.32667268469e-17
without_workers,yqstnuAEVhm,q_0.975,95,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.975,111,0
without_workers,yqstnuAEVhm,q_0.975,119,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,123,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,125,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.975,126,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,1,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,2,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,4,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,8,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,16,1.66533453694e-16
without_workers,yqstnuAEVhm,q_0.950,32,1.66533453694e-16
without_workers,yqstnuAEVhm,q_0.950,63,3.33066907388e-16
without_workers,yqstnuAEVhm,q_0.950,64,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,95,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,111,8.50014503229e-17
without_workers,yqstnuAEVhm,q_0.950,119,3.33066907388e-16
without_workers,yqstnuAEVhm,q_0.950,123,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.950,125,8.32667268469e-17
without_workers,yqstnuAEVhm,q_0.950,126,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,1,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,2,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,4,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,8,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,16,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,32,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,63,1.66533453694e-16
without_workers,yqstnuAEVhm,q_0.925,64,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,95,3.33066907388e-16
without_workers,yqstnuAEVhm,q_0.925,111,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.925,119,1.66533453694e-16
without_workers,yqstnuAEVhm,q_0.925,123,8.32667268469e-17
without_workers,yqstnuAEVhm,q_0.925,125,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.925,126,8.80372164058e-17
without_workers,yqstnuAEVhm,q_0.900,1,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.900,2,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.900,4,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,8,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,16,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,32,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.900,63,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,64,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,95,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,111,3.46944695195e-18
without_workers,yqstnuAEVhm,q_0.900,119,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,123,1.38777878078e-16
without_workers,yqstnuAEVhm,q_0.900,125,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.900,126,7.6327832943e-17
without_workers,yqstnuAEVhm,q_0.850,1,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.850,2,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.850,4,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.850,8,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.850,16,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.850,32,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.850,63,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.850,64,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.850,95,1.66533453694e-16
without_workers,yqstnuAEVhm,q_0.850,111,2.22044604925e-16
without_workers,yqstnuAEVhm,q_0.850,119,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.850,123,8.32667268469e-17
without_workers,yqstnuAEVhm,q_0.850,125,8.32667268469e-17
without_workers,yqstnuAEVhm,q_0.850,126,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.800,1,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.800,2,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.800,4,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.800,8,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.800,16,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.800,32,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.800,63,0
without_workers,yqstnuAEVhm,q_0.800,64,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.800,95,1.66533453694e-16
without_workers,yqstnuAEVhm,q_0.800,111,1.11022302463e-16
without_workers,yqstnuAEVhm,q_0.800,119,0
without_workers,yqstnuAEVhm,q_0.800,123,5.55111512313e-17
without_workers,yqstnuAEVhm,q_0.800,125,8.32667268469e-17
without_workers,yqstnuAEVhm,q_0.800,126,6.24500451352e-17
without_workers,yqstnuAEVhm,ospa30_t6,1,5.55111512313e-17
without_workers,yqstnuAEVhm,ospa30_t6,2,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,4,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,8,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,16,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,32,2.22044604925e-16
without_workers,yqstnuAEVhm,ospa30_t6,63,5.55111512313e-17
without_workers,yqstnuAEVhm,ospa30_t6,64,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,95,3.33066907388e-16
without_workers,yqstnuAEVhm,ospa30_t6,111,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,119,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,123,8.32667268469e-17
without_workers,yqstnuAEVhm,ospa30_t6,125,1.11022302463e-16
without_workers,yqstnuAEVhm,ospa30_t6,126,2.22044604925e-16
