cohort,building,config,design,fold_id,source_n,target_n,budget,images,k_nodes,same_lower,same_upper,outside_lower,outside_upper,old_benefit_lower,old_benefit_upper,shared_target_benefit_lower,shared_target_benefit_upper,target_unknown_width,source_unknown_width,identified_number_pairs,identified_number_error_sum
with_workers,7y3sRwLe3Va,q_0.900,leave_one_target,5,2,1,24,3,19,0.317894736842,0.752631578947,0.257831578947,0.568905263158,-0.4948,0.251010526316,-0.461860526316,0.216047368421,0.129210526316,0.382368421053,0,0
with_workers,7y3sRwLe3Va,q_0.900,leave_one_target,6,2,1,24,3,19,0.477631578947,0.897763157895,0.298757894737,0.581494736842,-0.599005263158,0.103863157895,-0.597397368421,0.102873684211,0.0557894736842,0.419078947368,0,0
with_workers,7y3sRwLe3Va,q_0.850,one_source_image,1,1,2,24,3,19,0.486447368421,0.905921052632,0.206830827068,0.691086466165,-0.699090225564,0.204639097744,-0.51130075188,0.0297406015038,0.418421052632,0.0557894736842,0,0
with_workers,7y3sRwLe3Va,q_0.850,one_source_image,2,1,2,24,3,19,0.375526315789,0.768947368421,0.177563909774,0.648323308271,-0.591383458647,0.272796992481,-0.521887218045,0.201003759398,0.382368421053,0.127894736842,0,0
with_workers,7y3sRwLe3Va,q_0.850,leave_one_target,3,2,1,24,3,19,0.000394736842105,0.555394736842,0.0229105263158,0.683081578947,-0.532484210526,0.682686842105,-0.271397368421,0.340771052632,0.708947368421,0.0918421052632,0,0
with_workers,7y3sRwLe3Va,q_0.850,one_source_image,4,1,2,24,3,19,0.111710526316,0.794605263158,0.312815789474,0.577687969925,-0.481789473684,0.465977443609,-0.472360902256,0.465977443609,0.0918421052632,0.708947368421,0,0
with_workers,7y3sRwLe3Va,q_0.850,leave_one_target,5,2,1,24,3,19,0.335526315789,0.768947368421,0.289926315789,0.578757894737,-0.479021052632,0.243231578947,-0.446113157895,0.209771052632,0.127894736842,0.382368421053,0,0
with_workers,7y3sRwLe3Va,q_0.850,leave_one_target,6,2,1,24,3,19,0.486447368421,0.905921052632,0.304557894737,0.561926315789,-0.601363157895,0.0754789473684,-0.599739473684,0.0745105263158,0.0557894736842,0.418421052632,0,0
with_workers,7y3sRwLe3Va,q_0.800,one_source_image,1,1,2,24,3,19,0.486447368421,0.905921052632,0.208834586466,0.692785714286,-0.697086466165,0.206338345865,-0.508312030075,0.0307105263158,0.418421052632,0.0557894736842,0,0
with_workers,7y3sRwLe3Va,q_0.800,one_source_image,2,1,2,24,3,19,0.375526315789,0.768947368421,0.176909774436,0.647142857143,-0.592037593985,0.271616541353,-0.523432330827,0.200770676692,0.382368421053,0.127894736842,0,0
with_workers,7y3sRwLe3Va,q_0.800,leave_one_target,3,2,1,24,3,19,0.000394736842105,0.555394736842,0.0233342105263,0.684836842105,-0.532060526316,0.684442105263,-0.270131578947,0.340707894737,0.708947368421,0.0918421052632,0,0
with_workers,7y3sRwLe3Va,q_0.800,one_source_image,4,1,2,24,3,19,0.111710526316,0.794605263158,0.312706766917,0.577454887218,-0.481898496241,0.465744360902,-0.472503759398,0.465744360902,0.0918421052632,0.708947368421,0,0
with_workers,7y3sRwLe3Va,q_0.800,leave_one_target,5,2,1,24,3,19,0.335526315789,0.768947368421,0.292244736842,0.581023684211,-0.476702631579,0.245497368421,-0.443236842105,0.211184210526,0.127894736842,0.382368421053,0,0
with_workers,7y3sRwLe3Va,q_0.800,leave_one_target,6,2,1,24,3,19,0.486447368421,0.905921052632,0.301994736842,0.558984210526,-0.603926315789,0.0725368421053,-0.602284210526,0.0715684210526,0.0557894736842,0.418421052632,0,0
with_workers,7y3sRwLe3Va,ospa30_t6,one_source_image,1,1,2,24,3,19,0.468684210526,0.892631578947,0.13977443609,0.66937593985,-0.752857142857,0.200691729323,-0.616492481203,0.0519887218045,0.431842105263,0.0557894736842,0,0
with_workers,7y3sRwLe3Va,ospa30_t6,one_source_image,2,1,2,24,3,19,0.354736842105,0.750789473684,0.188266917293,0.713240601504,-0.562522556391,0.358503759398,-0.473868421053,0.248112781955,0.392894736842,0.133684210526,0,0
with_workers,7y3sRwLe3Va,ospa30_t6,leave_one_target,3,2,1,24,3,19,0.00947368421053,0.585,0.00993157894737,0.710589473684,-0.575068421053,0.701115789474,-0.368568421053,0.391421052632,0.73,0.0947368421053,0,0
with_workers,7y3sRwLe3Va,ospa30_t6,one_source_image,4,1,2,24,3,19,0.113947368421,0.798684210526,0.279236842105,0.60354887218,-0.519447368421,0.489601503759,-0.508812030075,0.489601503759,0.0947368421053,0.73,0,0
with_workers,7y3sRwLe3Va,ospa30_t6,leave_one_target,5,2,1,24,3,19,0.291052631579,0.739473684211,0.169376315789,0.519707894737,-0.570097368421,0.228655263158,-0.545081578947,0.194571052632,0.133684210526,0.392894736842,0,0
with_workers,7y3sRwLe3Va,ospa30_t6,leave_one_target,6,2,1,24,3,19,0.463815789474,0.892631578947,0.341194736842,0.678492105263,-0.551436842105,0.214676315789,-0.549884210526,0.214676315789,0.0557894736842,0.431842105263,0,0
with_workers,B6ByNegPMKs,q_0.975,one_source_image,1,1,2,24,3,19,0,0.712631578947,0.0306127819549,0.789571428571,-0.682018796992,0.789571428571,-0.622454887218,0.727406015038,0.684210526316,0.598684210526,0,0
with_workers,B6ByNegPMKs,q_0.975,one_source_image,2,1,2,24,3,19,0,0.7875,0.0471842105263,0.740195488722,-0.740315789474,0.740195488722,-0.680229323308,0.736293233083,0.569342105263,0.828421052632,0,0
with_workers,B6ByNegPMKs,q_0.975,leave_one_target,3,2,1,24,3,19,0,0.685921052632,0.00824736842105,0.680915789474,-0.677673684211,0.680915789474,-0.633307894737,0.679957894737,0.54,0.713552631579,0,0
with_workers,B6ByNegPMKs,q_0.975,one_source_image,4,1,2,24,3,19,0,0.706184210526,0.0287819548872,0.803473684211,-0.677402255639,0.803473684211,-0.603447368421,0.717406015038,0.713552631579,0.54,0,0
with_workers,B6ByNegPMKs,q_0.975,leave_one_target,5,2,1,24,3,19,0,0.7875,0.00182368421053,0.816960526316,-0.785676315789,0.816960526316,-0.671726315789,0.696871052632,0.828421052632,0.569342105263,0,0
with_workers,B6ByNegPMKs,q_0.975,leave_one_target,6,2,1,24,3,19,0,0.700921052632,0.0133394736842,0.722652631579,-0.687581578947,0.722652631579,-0.6203,0.696547368421,0.598684210526,0.684210526316,0,0
with_workers,B6ByNegPMKs,q_0.950,one_source_image,1,1,2,24,3,19,0.0428947368421,0.538815789474,0.134518796992,0.622503759398,-0.404296992481,0.579609022556,-0.303469924812,0.467616541353,0.358815789474,0.305,0,0
with_workers,B6ByNegPMKs,q_0.950,one_source_image,2,1,2,24,3,19,0,0.571842105263,0.180936090226,0.533402255639,-0.390906015038,0.533402255639,-0.34865037594,0.510511278195,0.182631578947,0.657368421053,0,0
with_workers,B6ByNegPMKs,q_0.950,leave_one_target,3,2,1,24,3,19,0,0.365263157895,0.173381578947,0.413294736842,-0.191881578947,0.413294736842,-0.191592105263,0.413294736842,0.0602631578947,0.481184210526,0,0
with_workers,B6ByNegPMKs,q_0.950,one_source_image,4,1,2,24,3,19,0.0428947368421,0.413815789474,0.0932518796992,0.673515037594,-0.320563909774,0.630620300752,-0.227443609023,0.436379699248,0.481184210526,0.0602631578947,0,0
with_workers,B6ByNegPMKs,q_0.950,leave_one_target,5,2,1,24,3,19,0,0.546710526316,0.0265394736842,0.69555,-0.520171052632,0.69555,-0.354484210526,0.450915789474,0.657368421053,0.182631578947,0,0
with_workers,B6ByNegPMKs,q_0.950,leave_one_target,6,2,1,24,3,19,0.0136842105263,0.538026315789,0.106486842105,0.539952631579,-0.431539473684,0.526268421053,-0.327026315789,0.433426315789,0.305,0.358815789474,0,0
with_workers,B6ByNegPMKs,q_0.925,one_source_image,1,1,2,24,3,19,0.116447368421,0.511842105263,0.122131578947,0.646687969925,-0.389710526316,0.530240601504,-0.26372556391,0.41234962406,0.409605263158,0.0568421052632,0,0
with_workers,B6ByNegPMKs,q_0.925,one_source_image,2,1,2,24,3,19,0,0.634473684211,0.247729323308,0.529778195489,-0.386744360902,0.529778195489,-0.384981203008,0.529778195489,0.0585526315789,0.758947368421,0,0
with_workers,B6ByNegPMKs,q_0.925,leave_one_target,3,2,1,24,3,19,0.0110526315789,0.313684210526,0.174578947368,0.411847368421,-0.139105263158,0.400794736842,-0.137815789474,0.399023684211,0.0602631578947,0.407894736842,0,0
with_workers,B6ByNegPMKs,q_0.925,one_source_image,4,1,2,24,3,19,0.116447368421,0.42,0.154432330827,0.698481203008,-0.265567669173,0.582033834586,-0.184492481203,0.411706766917,0.407894736842,0.0602631578947,0,0
with_workers,B6ByNegPMKs,q_0.925,leave_one_target,5,2,1,24,3,19,0,0.62,0.0169552631579,0.755313157895,-0.603044736842,0.755313157895,-0.381460526316,0.470907894737,0.758947368421,0.0585526315789,0,0
with_workers,B6ByNegPMKs,q_0.925,leave_one_target,6,2,1,24,3,19,0.100394736842,0.511842105263,0.285457894737,0.558881578947,-0.226384210526,0.458486842105,-0.224626315789,0.456839473684,0.0568421052632,0.409605263158,0,0
with_workers,B6ByNegPMKs,q_0.900,one_source_image,1,1,2,24,3,19,0.116447368421,0.511842105263,0.122887218045,0.637109022556,-0.388954887218,0.520661654135,-0.261766917293,0.403958646617,0.409605263158,0.0568421052632,0,0
with_workers,B6ByNegPMKs,q_0.900,one_source_image,2,1,2,24,3,19,0,0.634473684211,0.248992481203,0.521387218045,-0.385481203008,0.521387218045,-0.383672932331,0.521387218045,0.0585526315789,0.758947368421,0,0
with_workers,B6ByNegPMKs,q_0.900,leave_one_target,3,2,1,24,3,19,0.0110526315789,0.313684210526,0.170155263158,0.403042105263,-0.143528947368,0.391989473684,-0.142131578947,0.390310526316,0.0602631578947,0.407894736842,0,0
with_workers,B6ByNegPMKs,q_0.900,one_source_image,4,1,2,24,3,19,0.116447368421,0.42,0.159796992481,0.692496240602,-0.260203007519,0.57604887218,-0.173278195489,0.403315789474,0.407894736842,0.0602631578947,0,0
with_workers,B6ByNegPMKs,q_0.900,leave_one_target,5,2,1,24,3,19,0,0.62,0.0173526315789,0.744460526316,-0.602647368421,0.744460526316,-0.376021052632,0.463,0.758947368421,0.0585526315789,0,0
with_workers,B6ByNegPMKs,q_0.900,leave_one_target,6,2,1,24,3,19,0.100394736842,0.511842105263,0.2865,0.550965789474,-0.225342105263,0.450571052632,-0.223605263158,0.449,0.0568421052632,0.409605263158,0,0
with_workers,B6ByNegPMKs,q_0.850,one_source_image,1,1,2,24,3,19,0.116447368421,0.511842105263,0.133729323308,0.622680451128,-0.378112781955,0.506233082707,-0.241390977444,0.382766917293,0.409605263158,0.0568421052632,0,0
with_workers,B6ByNegPMKs,q_0.850,one_source_image,2,1,2,24,3,19,0,0.634473684211,0.263387218045,0.500195488722,-0.371086466165,0.500195488722,-0.369184210526,0.500195488722,0.0585526315789,0.758947368421,0,0
with_workers,B6ByNegPMKs,q_0.850,leave_one_target,3,2,1,24,3,19,0.0110526315789,0.313684210526,0.185105263158,0.391807894737,-0.128578947368,0.380755263158,-0.126928947368,0.378965789474,0.0602631578947,0.407894736842,0,0
with_workers,B6ByNegPMKs,q_0.850,one_source_image,4,1,2,24,3,19,0.116447368421,0.42,0.168590225564,0.673657894737,-0.251409774436,0.557210526316,-0.158530075188,0.38212406015,0.407894736842,0.0602631578947,0,0
with_workers,B6ByNegPMKs,q_0.850,leave_one_target,5,2,1,24,3,19,0,0.62,0.0233473684211,0.737652631579,-0.596652631579,0.737652631579,-0.359210526316,0.448789473684,0.758947368421,0.0585526315789,0,0
with_workers,B6ByNegPMKs,q_0.850,leave_one_target,6,2,1,24,3,19,0.100394736842,0.511842105263,0.295936842105,0.531168421053,-0.215905263158,0.430773684211,-0.214307894737,0.429305263158,0.0568421052632,0.409605263158,0,0
with_workers,B6ByNegPMKs,q_0.800,one_source_image,1,1,2,24,3,19,0.116447368421,0.511842105263,0.132902255639,0.621597744361,-0.378939849624,0.50515037594,-0.240943609023,0.380680451128,0.409605263158,0.0568421052632,0,0
with_workers,B6ByNegPMKs,q_0.800,one_source_image,2,1,2,24,3,19,0,0.634473684211,0.261439849624,0.498131578947,-0.373033834586,0.498131578947,-0.371078947368,0.498131578947,0.0585526315789,0.758947368421,0,0
with_workers,B6ByNegPMKs,q_0.800,leave_one_target,3,2,1,24,3,19,0.0110526315789,0.313684210526,0.184418421053,0.391302631579,-0.129265789474,0.38025,-0.127615789474,0.378455263158,0.0602631578947,0.407894736842,0,0
with_workers,B6ByNegPMKs,q_0.800,one_source_image,4,1,2,24,3,19,0.116447368421,0.42,0.166936090226,0.671526315789,-0.253063909774,0.555078947368,-0.159868421053,0.380060150376,0.407894736842,0.0602631578947,0,0
with_workers,B6ByNegPMKs,q_0.800,leave_one_target,5,2,1,24,3,19,0,0.62,0.0225026315789,0.737307894737,-0.597497368421,0.737307894737,-0.359813157895,0.448371052632,0.758947368421,0.0585526315789,0,0
with_workers,B6ByNegPMKs,q_0.800,leave_one_target,6,2,1,24,3,19,0.100394736842,0.511842105263,0.294494736842,0.529826315789,-0.217347368421,0.429431578947,-0.215736842105,0.427957894737,0.0568421052632,0.409605263158,0,0
with_workers,B6ByNegPMKs,ospa30_t6,one_source_image,1,1,2,24,3,19,0.0025,0.599868421053,0.0763684210526,0.70512406015,-0.5235,0.70262406015,-0.420823308271,0.598041353383,0.544210526316,0.400263157895,0,0
with_workers,B6ByNegPMKs,ospa30_t6,one_source_image,2,1,2,24,3,19,0.0025,0.626973684211,0.0789172932331,0.695733082707,-0.548056390977,0.693233082707,-0.44342481203,0.597236842105,0.541184210526,0.406315789474,0,0
with_workers,B6ByNegPMKs,ospa30_t6,leave_one_target,3,2,1,24,3,19,0,0.663157894737,0.0219315789474,0.687457894737,-0.641226315789,0.687457894737,-0.493286842105,0.558068421053,0.682105263158,0.403289473684,0,0
with_workers,B6ByNegPMKs,ospa30_t6,one_source_image,4,1,2,24,3,19,0,0.690263157895,0.110902255639,0.649864661654,-0.579360902256,0.649864661654,-0.446706766917,0.626161654135,0.403289473684,0.682105263158,0,0
with_workers,B6ByNegPMKs,ospa30_t6,leave_one_target,5,2,1,24,3,19,0,0.626973684211,0.0676131578947,0.585010526316,-0.559360526316,0.585010526316,-0.409502631579,0.526778947368,0.406315789474,0.541184210526,0,0
with_workers,B6ByNegPMKs,ospa30_t6,leave_one_target,6,2,1,24,3,19,0,0.570131578947,0.0705552631579,0.576586842105,-0.499576315789,0.576586842105,-0.408907894737,0.541302631579,0.400263157895,0.544210526316,0,0
with_workers,S9hNv5qa7GM,q_0.975,one_source_image,1,1,1,20,2,15,0.054,0.999,0.30828,0.787173333333,-0.69072,0.733173333333,-0.69072,0.733173333333,0.0666666666667,0.945,0,0
with_workers,S9hNv5qa7GM,q_0.975,leave_one_target,1,1,1,20,2,15,0.054,0.999,0.30828,0.787173333333,-0.69072,0.733173333333,-0.69072,0.733173333333,0.0666666666667,0.945,0,0
with_workers,S9hNv5qa7GM,q_0.975,one_source_image,2,1,1,20,2,15,0.054,0.999,0.00163333333333,0.90176,-0.997366666667,0.84776,-0.786753333333,0.682413333333,0.945,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.975,leave_one_target,2,1,1,20,2,15,0.054,0.999,0.00163333333333,0.90176,-0.997366666667,0.84776,-0.786753333333,0.682413333333,0.945,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.950,one_source_image,1,1,1,20,2,15,0.141,0.867333333333,0.369013333333,0.6876,-0.49832,0.5466,-0.49832,0.5466,0.0666666666667,0.726333333333,0,0
with_workers,S9hNv5qa7GM,q_0.950,leave_one_target,1,1,1,20,2,15,0.141,0.867333333333,0.369013333333,0.6876,-0.49832,0.5466,-0.49832,0.5466,0.0666666666667,0.726333333333,0,0
with_workers,S9hNv5qa7GM,q_0.950,one_source_image,2,1,1,20,2,15,0.141,0.867333333333,0.02544,0.7661,-0.841893333333,0.6251,-0.61416,0.433546666667,0.726333333333,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.950,leave_one_target,2,1,1,20,2,15,0.141,0.867333333333,0.02544,0.7661,-0.841893333333,0.6251,-0.61416,0.433546666667,0.726333333333,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.925,one_source_image,1,1,1,20,2,15,0.113333333333,0.819666666667,0.36674,0.662413333333,-0.452926666667,0.54908,-0.452926666667,0.54908,0.0666666666667,0.706333333333,0,0
with_workers,S9hNv5qa7GM,q_0.925,leave_one_target,1,1,1,20,2,15,0.113333333333,0.819666666667,0.36674,0.662413333333,-0.452926666667,0.54908,-0.452926666667,0.54908,0.0666666666667,0.706333333333,0,0
with_workers,S9hNv5qa7GM,q_0.925,one_source_image,2,1,1,20,2,15,0.113333333333,0.819666666667,0.0345533333333,0.762906666667,-0.785113333333,0.649573333333,-0.555226666667,0.45688,0.706333333333,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.925,leave_one_target,2,1,1,20,2,15,0.113333333333,0.819666666667,0.0345533333333,0.762906666667,-0.785113333333,0.649573333333,-0.555226666667,0.45688,0.706333333333,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.900,one_source_image,1,1,1,20,2,15,0.0716666666667,0.773333333333,0.378793333333,0.64368,-0.39454,0.572013333333,-0.39454,0.572013333333,0.0666666666667,0.701666666667,0,0
with_workers,S9hNv5qa7GM,q_0.900,leave_one_target,1,1,1,20,2,15,0.0716666666667,0.773333333333,0.378793333333,0.64368,-0.39454,0.572013333333,-0.39454,0.572013333333,0.0666666666667,0.701666666667,0,0
with_workers,S9hNv5qa7GM,q_0.900,one_source_image,2,1,1,20,2,15,0.0716666666667,0.773333333333,0.04546,0.765213333333,-0.727873333333,0.693546666667,-0.498993333333,0.511253333333,0.701666666667,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.900,leave_one_target,2,1,1,20,2,15,0.0716666666667,0.773333333333,0.04546,0.765213333333,-0.727873333333,0.693546666667,-0.498993333333,0.511253333333,0.701666666667,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.850,one_source_image,1,1,1,20,2,15,0.0716666666667,0.773333333333,0.383213333333,0.622826666667,-0.39012,0.55116,-0.39012,0.55116,0.0666666666667,0.701666666667,0,0
with_workers,S9hNv5qa7GM,q_0.850,leave_one_target,1,1,1,20,2,15,0.0716666666667,0.773333333333,0.383213333333,0.622826666667,-0.39012,0.55116,-0.39012,0.55116,0.0666666666667,0.701666666667,0,0
with_workers,S9hNv5qa7GM,q_0.850,one_source_image,2,1,1,20,2,15,0.0716666666667,0.773333333333,0.0503733333333,0.757933333333,-0.72296,0.686266666667,-0.482353333333,0.494846666667,0.701666666667,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.850,leave_one_target,2,1,1,20,2,15,0.0716666666667,0.773333333333,0.0503733333333,0.757933333333,-0.72296,0.686266666667,-0.482353333333,0.494846666667,0.701666666667,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.800,one_source_image,1,1,1,20,2,15,0.0716666666667,0.773333333333,0.378873333333,0.618833333333,-0.39446,0.547166666667,-0.39446,0.547166666667,0.0666666666667,0.701666666667,0,0
with_workers,S9hNv5qa7GM,q_0.800,leave_one_target,1,1,1,20,2,15,0.0716666666667,0.773333333333,0.378873333333,0.618833333333,-0.39446,0.547166666667,-0.39446,0.547166666667,0.0666666666667,0.701666666667,0,0
with_workers,S9hNv5qa7GM,q_0.800,one_source_image,2,1,1,20,2,15,0.0716666666667,0.773333333333,0.0496133333333,0.75654,-0.72372,0.684873333333,-0.479986666667,0.490853333333,0.701666666667,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,q_0.800,leave_one_target,2,1,1,20,2,15,0.0716666666667,0.773333333333,0.0496133333333,0.75654,-0.72372,0.684873333333,-0.479986666667,0.490853333333,0.701666666667,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,ospa30_t6,one_source_image,1,1,1,20,2,15,0.210666666667,0.996666666667,0.40994,0.738266666667,-0.586726666667,0.5276,-0.586726666667,0.5276,0.0666666666667,0.786,0,0
with_workers,S9hNv5qa7GM,ospa30_t6,leave_one_target,1,1,1,20,2,15,0.210666666667,0.996666666667,0.40994,0.738266666667,-0.586726666667,0.5276,-0.586726666667,0.5276,0.0666666666667,0.786,0,0
with_workers,S9hNv5qa7GM,ospa30_t6,one_source_image,2,1,1,20,2,15,0.210666666667,0.996666666667,0.0282866666667,0.78838,-0.96838,0.577713333333,-0.736946666667,0.3733,0.786,0.0666666666667,0,0
with_workers,S9hNv5qa7GM,ospa30_t6,leave_one_target,2,1,1,20,2,15,0.210666666667,0.996666666667,0.0282866666667,0.78838,-0.96838,0.577713333333,-0.736946666667,0.3733,0.786,0.0666666666667,0,0
with_workers,UwV83HsGsw3,q_0.975,one_source_image,1,1,5,23,6,18,0.122222222222,0.692833333333,0.105390151515,0.741859848485,-0.587443181818,0.619637626263,-0.516022727273,0.576325757576,0.460722222222,0.332777777778,0,0
with_workers,UwV83HsGsw3,q_0.975,one_source_image,2,1,5,23,6,18,0.00722222222222,0.865722222222,0.137904040404,0.719231060606,-0.727818181818,0.712008838384,-0.674333333333,0.712008838384,0.350111111111,0.885833333333,0,0
with_workers,UwV83HsGsw3,q_0.975,one_source_image,4,1,5,23,6,18,0.142833333333,0.655444444444,0.0976047979798,0.749970959596,-0.557839646465,0.607137626263,-0.481121212121,0.545070707071,0.492555555556,0.173611111111,0,0
with_workers,UwV83HsGsw3,q_0.975,one_source_image,8,1,5,23,6,18,0.0413333333333,0.7445,0.130916666667,0.736819444444,-0.613583333333,0.695486111111,-0.563647727273,0.672488636364,0.396166666667,0.655555555556,0,0
with_workers,UwV83HsGsw3,q_0.975,one_source_image,16,1,5,23,6,18,0.348444444444,0.826388888889,0.103619949495,0.76928030303,-0.722768939394,0.420835858586,-0.587032828283,0.22463510101,0.513611111111,0.0683333333333,0,0
with_workers,UwV83HsGsw3,q_0.975,leave_one_target,31,5,1,23,6,18,0,0.580166666667,0.0125622222222,0.703721111111,-0.567604444444,0.703721111111,-0.454813333333,0.58705,0.520277777778,0.423222222222,0,0
with_workers,UwV83HsGsw3,q_0.975,one_source_image,32,1,5,23,6,18,0.0670555555556,0.706333333333,0.12586489899,0.746373737374,-0.580468434343,0.679318181818,-0.528228535354,0.631943181818,0.423222222222,0.520277777778,0,0
