image_id,building,hohonet_rotation_dmask,ulayout_rotation_dmask,bi_enclosed_rotation_dmask,bi_extended_rotation_dmask,hohonet_topology_change,bi_enclosed_topology_change,bi_extended_topology_change,hohonet_point_count_mean,bi_enclosed_point_count_mean,bi_extended_point_count_mean,bi_heads_boundary_difference,bi_heads_point_count_disagreement,bi_raw_head_height_difference,hohonet_bi_enclosed_difference,hohonet_bi_extended_difference,hohonet_ulayout_difference,bi_enclosed_ulayout_difference,bi_extended_ulayout_difference,hohonet_fallback_warning_phases,hohonet_raw_vs_exported_boundary_max_pixel_difference,hohonet_postprocessing_displacement,bi_enclosed_postprocessing_displacement,bi_extended_postprocessing_displacement,three_architecture_disagreement_enclosed,three_architecture_disagreement_extended
2t7WUuJeko7_8d51f41d9ce04dfdaae944da9c6d3847,2t7WUuJeko7,0.00235480524376,0.000599306242133,0.0014462433603,0.00149135012726,0,0,0,8,8,8,0.000890619997474,0,1.62308771536,0.0645281493553,0.0636609131296,0.0297477701686,0.0367530417013,0.0358621907006,0,0,0.251042337975,0.234487293289,0.235910858528,0.0436763204084,0.043090291333
2t7WUuJeko7_9039d42e4ef4406fa57a2fbd2daba6cf,2t7WUuJeko7,0.00224327471072,0.000557488948579,0.0020529290468,0.00208323344107,0,0,0,8,8,8,0.000513548089327,0,1.63651882857,0.0572318031326,0.0575195542551,0.0363576772995,0.0290110906905,0.0289995805294,0,0,0.191928764537,0.193733087257,0.194265885699,0.0408668570409,0.0409589373613
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,0.00223028855486,0.000564421625303,0.000737066419941,0.00070214051473,0,0,0,8,8,8,0.000548864957941,0,1.58466206118,0.046256450591,0.0459737269743,0.0246517787059,0.0289947874482,0.0288130997472,0,0,0.217231863211,0.20068287419,0.200329521696,0.0333010055817,0.0331462018091
2t7WUuJeko7_a3297c84260041288c5c38c0d1aa0a9a,2t7WUuJeko7,0.002357473111,0.000400482549835,0.00095799426574,0.000992280880712,0,0,0,8,8,8,0.000537230053758,0,1.54395551607,0.0263657528283,0.0267452253377,0.0392438856612,0.0183934696494,0.0180985582731,0,0,0.223488462524,0.219175752681,0.219802979406,0.0280010360463,0.0280292230907
2t7WUuJeko7_b72b7b78675f429a9f382a44e551cffc,2t7WUuJeko7,0.00204906857326,0.000406062236734,0.000767561919392,0.000779573561674,0,0,0,8,8,8,0.000211968818477,0,1.34220220149,0.038610607698,0.0385884139728,0.0302732308993,0.0124112914887,0.0123777504882,0,0,0.243524298593,0.233096794814,0.232973530769,0.0270983766953,0.0270797984534
2t7WUuJeko7_cc34e9176bfe47ebb23c58c165203134,2t7WUuJeko7,0.00223754424341,0.0010854398623,0.000834050765289,0.000819119705633,0,0,0,8,8,8,0.000379707307136,0,1.37903838605,0.0466265469881,0.0466348354537,0.0284412616519,0.0216094145684,0.0216388353345,0,0,0.226987077014,0.218651151218,0.218264754396,0.0322257410695,0.0322383108134
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7,0.00296334225286,0.000854022792026,0.00125148961917,0.00128195857324,0,0,0,12,12,12,0.000730785370767,0,1.46046606079,0.0246269408944,0.0249944617639,0.0233841326719,0.00917204473864,0.00972725146901,0,0,0.195941345516,0.117265906103,0.11827825142,0.019061039435,0.0193686153016
7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09,7y3sRwLe3Va,0.00328623117835,0.000914538642146,0.00189480363074,0.00180181921988,0,1,0,16,18.5,18,0.000437004604908,0.25,0.653084255755,0.0173530859388,0.0175404057801,0.0156708481979,0.0165920878432,0.0166773565822,0,0,0.188447326671,0.182343791038,0.18273134789,0.0165386739933,0.0166295368534
7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44,7y3sRwLe3Va,0.00353726913125,0.00175012432577,0.00114198810785,0.00121909726987,0,0,0,16,24,24,0.000923042905051,0,1.04993755743,0.0265010866693,0.0264856801343,0.0421614419745,0.0457605657204,0.0454959486233,0,0,0.198775980228,0.197634719719,0.199447150895,0.0381410314548,0.0380476902441
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,0.00443482407333,0.00258749964905,0.00199236768356,0.00201428823457,0,0,0,8,8,8,0.00264745321638,0,0.852574314922,0.0476917512406,0.0457168641972,0.0482890736184,0.0420536699006,0.0419669106888,0,0,0.350731003883,0.367739007324,0.368866680117,0.0460114982532,0.0453242828348
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.00221006103462,0.000349284817138,0.000801405262917,0.000835270443295,0,0,0,8,8,8,0.000238194274163,0,1.03874643147,0.00468093963642,0.00475972892015,0.0155985448401,0.0145971464284,0.0146846688044,0,0,0.147669927893,0.144685330466,0.144827776072,0.011625543635,0.0116809808549
7y3sRwLe3Va_155fac2d50764bf09feb6c8f33e8fb76,7y3sRwLe3Va,0.00371748878369,0.000670298906898,0.000794422605347,0.000784968463991,0,1,0,16,17,18,0.000697361547475,0.5,1.0985772796,0.0280223397544,0.0279922887494,0.0192722744182,0.0152966412523,0.015456266952,0,0,0.239800428595,0.232858489894,0.226411710692,0.0208637518083,0.0209069433732
7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9,7y3sRwLe3Va,0.003638835907,0.00131483199871,0.00126248450457,0.00123624784559,0,1,1,16,17,20.5,0.00792423342864,1,1.05982919037,0.0353277943551,0.0288228318224,0.0476381435858,0.0700923580478,0.0635046285728,0,0,0.355665733322,0.332755249485,0.338486064575,0.0510194319962,0.046655201327
7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73,7y3sRwLe3Va,0.00472641034867,0.000975189566941,0.00166093101889,0.00169843367023,0,0,0,12,12,12,0.000447873755748,0,1.11609550565,0.087418800152,0.0871451920934,0.0670961548407,0.0332565441669,0.0330651181142,0,0,0.216318781622,0.241851429318,0.242379721016,0.0625904997199,0.0624354883494
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,0.00600703098334,0.00131605854459,0.00199975959656,0.00241904101172,0,0,0,20,20,20,0.00258589515831,0,1.16595514119,0.0991744906584,0.098751236306,0.0676172917871,0.063654819899,0.0622468033574,0,0,0.148356642215,0.179346981485,0.178164140502,0.0768155341149,0.0762051104835
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,7y3sRwLe3Va,0.00283893365949,0.00050106821465,0.00131737176513,0.00140789158026,0,0,0,8,8,8,0.000384269934153,0,0.942693725228,0.0143150152292,0.0141390346972,0.012801248787,0.0165906035029,0.016276283719,0,0,0.309377715919,0.308486226031,0.309070606382,0.0145689558397,0.0144055224011
7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,7y3sRwLe3Va,0.00464939835999,0.00163682288018,0.00175954160077,0.0017058573984,0,1,1,16,14,17,0.00098804075231,0.5,0.61301503703,0.0417983906553,0.0414881427355,0.0347299298238,0.0473058281482,0.0464964175,0,0,0.354285675788,0.489132570306,0.331098703219,0.0412780495424,0.0409048300198
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,0.0041362919957,0.000658667429613,0.000765340792385,0.000702779257144,0,1,1,12,17,17,0.00153245462149,0,0.970011930913,0.0237753063033,0.0234314816865,0.0193249245154,0.0185440246935,0.0179143729865,0,0,0.213016258565,0.185602420009,0.185534812358,0.0205480851707,0.0202235930628
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,0.002921407046,0.000467116231899,0.00154917552642,0.00161384997443,0,0,0,12,12,12,0.000607262899042,0,0.976923976094,0.0391891072363,0.0393122510387,0.0201533128548,0.0239538517382,0.0239587594092,0,0,0.328056355374,0.327835675609,0.328189783027,0.0277654239431,0.0278081077675
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,0.00260728552008,0.000971927387127,0.00201362261048,0.00203317063533,0,0,0,12,8,8,0.000232315192765,0,1.08326064795,0.0180206505937,0.0179956067286,0.0149544685824,0.0157686046738,0.0158006068332,0,0,0.481634880736,0.538725742325,0.540299314957,0.01624790795,0.0162502273814
7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,7y3sRwLe3Va,0.00348769204243,0.00055165640411,0.00346054798952,0.00348428206078,0,0,0,12,12,12,0.00104153607039,0,0.459274169058,0.0120779877952,0.0127022286375,0.0191550853972,0.0188156969216,0.0190767247227,0,0,0.272838596928,0.267862755406,0.266754349903,0.0166829233713,0.0169780129191
7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,7y3sRwLe3Va,0.00345802904707,0.000625615242222,0.00237014975031,0.00234306683181,0,0,0,12,12,12,0.000312605768975,0,0.635399535298,0.0135369036543,0.0135355695697,0.011572190067,0.0145579746297,0.0145664364929,0,0,0.357946611069,0.356982322399,0.357223233882,0.013222356117,0.0132247320432
7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,7y3sRwLe3Va,0.00290732290181,0.000503116180589,0.00156533111709,0.00159059184009,0,0,0,8,8,8,0.000361990259265,0,0.926404912025,0.0182619668494,0.0180022477602,0.00974552204418,0.0157958173133,0.0155623124745,0,0,0.345423945574,0.33929431377,0.337903167996,0.014601102069,0.014436694093
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,0.00390212220711,0.000501756477345,0.00211134765457,0.00213963669213,0,0,0,12,12,12,0.000675789633503,0,0.980837412179,0.0479137836827,0.0482304544042,0.0349649863054,0.0182963254841,0.0186972175929,0,0,0.360713460952,0.367794818533,0.368382437955,0.0337250318241,0.0339642194342
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,0.00746864699787,0.00151011637259,0.00433974231134,0.0043033544807,0,1,1,20,12.5,7,0.00630705505697,1,1.01773070917,0.0670362305218,0.0692823256336,0.0779570897334,0.093841690777,0.099342225387,0,0,0.195590718784,0.294330724627,0.294890885622,0.0796116703441,0.0821938802514
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,0.00425813923899,0.000661645868543,0.00141163339964,0.00146845319657,1,0,1,13,18,18.5,0.000543355531994,0.25,0.992897268385,0.0201625818351,0.0203429166254,0.0173408413163,0.0159007466426,0.0158655937236,0,0,0.205539404124,0.17849255939,0.176949445803,0.0178013899313,0.0178497838884
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,0.00426508785533,0.000828400585817,0.00304543322521,0.00311002953319,0,1,1,12,15.5,14.5,0.00135509825061,0.25,0.646937157959,0.0520943284683,0.0523173506728,0.0207152081832,0.0479823754531,0.0484389155225,0,0,0.586416535504,0.543289391241,0.545058638731,0.0402639707015,0.0404904914595
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,0.00364614631664,0.00110232947566,0.00197827438185,0.00179161762598,0,1,1,16,15,17,0.182028408598,0.5,1.03852359205,0.176404135656,0.0244518606216,0.0174819966387,0.179380968487,0.0226829271624,0,0,0.268722145146,0.23271333091,0.259291354307,0.124422366927,0.0215389281409
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,0.00400240994714,0.000804544792829,0.00236221746395,0.0022945339747,0,0,0,16,20,20,0.00122760152211,0,0.967660039663,0.0560457660336,0.0556509607497,0.0424973966444,0.0331963899429,0.0327753055188,0,0,0.321665846166,0.278301440333,0.277424301225,0.043913184207,0.043641220971
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,0.00248031992686,0.000379064509686,0.00139740422699,0.00144049301887,0,0,0,8,8,8,0.000386646520589,0,0.85373397544,0.0164269085681,0.0162198108754,0.027058891615,0.0228980081499,0.0226761619858,0,0,0.304284470649,0.291668209657,0.290467349781,0.022127936111,0.0219849548254
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,0.00303091479708,0.000729937811459,0.00294732055447,0.00309618854199,1,1,1,13,21,20.5,0.000727741507858,0.25,1.06354434416,0.0223722910269,0.022527399976,0.0203689450827,0.0226448936922,0.0223648661078,0,0,0.38108995371,0.35272471582,0.357696145354,0.0217953766006,0.0217537370555
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,0.00176218035008,0.000385345661798,0.00119234146159,0.0010165933023,0,0,0,8,8,16,0.00850729652585,1,1.0306976065,0.00704769206091,0.0150756852629,0.0135557474338,0.0105639257402,0.0174668908071,0,0,0.266708028021,0.257406380694,0.232156976402,0.0103891217449,0.0153661078346
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,0.00297331969772,0.000500061796055,0.00244632587654,0.00244391851683,0,0,0,12,12,12,0.000606060608,0,0.497505556792,0.0157304865684,0.0155009755906,0.0174321832635,0.0173907674435,0.0174879304707,0,0,0.355480367645,0.357222432932,0.357467073114,0.0168511457585,0.016807029775
B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2,B6ByNegPMKs,0.00308464136959,0.00110022636429,0.00488315652177,0.00483286807355,0,0,0,8,8,8,0.000363113418503,0,0.955448396504,0.0325005040633,0.0322923451207,0.0339640181982,0.0449817471376,0.0449355163264,0,0,0.824876573879,0.853444719555,0.85289680971,0.0371487564664,0.0370639598818
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,0.00331662568834,0.00124195460764,0.00211442336807,0.00218397698095,0,0,0,12,8,8,0.00148792240339,0,0.974496237934,0.0316308514714,0.0321790434799,0.0419036089886,0.0333683387582,0.0338468691015,0,0,0.404671787917,0.593812268548,0.598752687679,0.0356342664061,0.03597650719
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,0.00466920986864,0.00196926649052,0.00132063394702,0.00125871069384,0,0,0,8,8,8,0.00184987695688,0,1.18101460859,0.0408729617546,0.0397548440196,0.0361085219438,0.0207873685151,0.0199242683912,0,0,0.239516020134,0.228272413429,0.228683601042,0.0325896174045,0.0319292114516
B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5,B6ByNegPMKs,0.0073616785958,0.00168019372944,0.00312568244886,0.00316080606118,0,0,0,8,8,8,0.00101020573688,0,0.948227830231,0.0247505719038,0.024350895016,0.0497271061548,0.0568572696504,0.0565835738865,0,0,0.232261020642,0.233137968962,0.234415414293,0.043778315903,0.0435538583524
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,0.00641183137219,0.00287523848306,0.00244278697062,0.00250947931381,0,0,0,8,8,8,0.0120959501866,0,1.25520411134,0.0577193448719,0.0683859275034,0.0646883854901,0.0517256003349,0.0489812177017,0,0,0.300241393293,0.323709302923,0.3203854977,0.0580444435656,0.0606851768984
B6ByNegPMKs_29138c57da06404d8a009f0deb20537f,B6ByNegPMKs,0.00280962251697,0.000473094287554,0.000915645429996,0.000939622244866,0,0,0,12,8,8,0.000985233319677,0,0.700453005731,0.0146875446379,0.0144616331662,0.0197137410558,0.0135028522944,0.0133689318116,0,0,0.116946447123,0.134003465378,0.132712424664,0.015968045996,0.0158481020112
B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9,B6ByNegPMKs,0.00515012338896,0.00147756960284,0.00348813492062,0.00415868856997,0,0,0,8,8,8,0.0326701105183,0,1.26797065511,0.0561762064013,0.0310450689595,0.0515877453679,0.0560758142945,0.0400373419692,0,0,0.68828961647,0.558067573836,0.729189659896,0.0546132553546,0.0408900520989
B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2,B6ByNegPMKs,0.00303041726048,0.00138972879783,0.0021568838737,0.00224208962141,0,0,0,8,8,8,0.000880614078009,0,1.54109502956,0.0531437091322,0.0535574251043,0.0979990352428,0.0547924804549,0.0545603053524,0,0,0.235781628406,0.264188795918,0.266048233466,0.0686450749433,0.0687055885665
B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,B6ByNegPMKs,0.00276433119005,0.000838665588932,0.00161541783623,0.00174656194328,0,0,0,8,8,8,0.000536386967461,0,1.22498500347,0.0146125484467,0.0145332744159,0.0245400164793,0.0255728211204,0.0254209487945,0,0,0.272219742167,0.265976321324,0.264485927111,0.0215751286822,0.0214980798966
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,0.00554909637872,0.00223085115489,0.00211620389079,0.0020007948366,0,0,0,12,8,8,0.00105796682839,0,0.95616472885,0.0666403483545,0.0670324341798,0.0748017856617,0.033861485346,0.0336786520908,0,0,0.184246949008,0.218226802927,0.216450564302,0.0584345397874,0.0585042906441
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.00567171599891,0.00229648888982,0.0187027160196,0.00299701289348,1,1,0,15,11,8,0.00754424248554,0.25,1.13495767117,0.0815519962942,0.0820425782136,0.059449556259,0.105125911172,0.105622196327,0,0,0.276149168553,0.357986586887,0.360964511838,0.0820424879085,0.0823714436
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,B6ByNegPMKs,0.00273383890367,0.00131659993602,0.00137430363444,0.00128303668115,0,0,0,8,8,8,0.00127048422575,0,0.953332558274,0.0220213891254,0.0219891517667,0.0396552773486,0.0384591182895,0.0382071707868,0,0,0.180546825337,0.180752196571,0.182008311964,0.0333785949212,0.033283866634
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,0.0028101809031,0.000732699516201,0.00311475556746,0.00314782267394,0,0,0,8,8,8,0.000744669132274,0,1.39016635343,0.0396643230723,0.0394612176587,0.0225135592764,0.0438516513319,0.0436711035224,0,0,0.699106065808,0.590977140372,0.593413947819,0.0353431778935,0.0352152934858
B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc,B6ByNegPMKs,0.00373468314087,0.00145056811721,0.00592490311871,0.00579190130631,0,0,0,8,8,8,0.00149336382416,0,0.999942351133,0.036558809725,0.0371673659344,0.0416374673293,0.0471351444085,0.047847079043,0,0,0.740003050513,0.763913202468,0.762168640226,0.0417771404876,0.0422173041022
B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16,B6ByNegPMKs,0.0038041273727,0.0027702507641,0.00472212394705,0.00480013547139,0,0,1,8,8,22.5,0.0117454438021,1,1.50779284537,0.0373458051365,0.0326689826124,0.0482561634689,0.0500901993473,0.0415874303521,0,0,0.688134813871,0.66888576685,0.640806648015,0.0452307226509,0.0408375254778
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,0.00313113528338,0.00109584852679,0.00722094619848,0.00783372718156,0,1,1,8,9,10,0.00740385772191,0.25,0.762544509023,0.0959153472324,0.0992386424274,0.0776117577958,0.0266398268464,0.0283937762909,0,0,0.781245468744,0.802411841339,0.889065914941,0.0667223106249,0.0684147255047
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,0.00316770391396,0.00235553684669,0.00147054533267,0.00144136750563,0,0,0,8,8,8,0.000829339605712,0,1.11981507018,0.0402121209197,0.0404035833174,0.037695753242,0.0347327211611,0.0345338204089,0,0,0.212324504656,0.18839336906,0.188612588005,0.0375468651076,0.0375443856561
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,0.00604178271613,0.00206928201845,0.00683591361957,0.00329510712686,0,0,0,8,8,8,0.00536558732344,0,1.3650136739,0.0686390195381,0.0707062124922,0.067332167687,0.0295674232297,0.0332462117957,0,0,0.651895735897,0.69922458189,0.71677027615,0.0551795368183,0.0570948639916
B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs,0.00361744089451,0.00199963592759,0.00145439171858,0.00135248452551,0,0,0,12,8,8,0.000926607265323,0,0.917633377016,0.0900565710079,0.0894266098257,0.0845438728732,0.0421487554975,0.0416237800534,0,0,0.229680436394,0.267651997735,0.267268191729,0.0722497331262,0.0718647542508
B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3,B6ByNegPMKs,0.00306480783878,0.000655110910019,0.000920578889033,0.000944341505917,0,0,0,8,8,8,0.000527162529004,0,1.23155716062,0.0473128609136,0.0475214881901,0.029133131326,0.027229870391,0.0273131762458,0,0,0.213426576621,0.22243839923,0.222504554099,0.0345586208769,0.0346559319206
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,0.00278620743499,0.000886175710804,0.00130936748114,0.00140409118193,0,0,0,12,8,8,0.00160478951001,0,0.735934890807,0.0173196657265,0.0172662219836,0.0158350009032,0.0187165986351,0.0176841050074,0,0,0.123357807513,0.156864497251,0.159713514509,0.0172904217549,0.0169284426314
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,0.002947083357,0.00309831168022,0.00645849451919,0.00659788296485,0,0,0,8,8,8,0.000715777115337,0,0.777412023395,0.0774330250921,0.0769386324007,0.051118138744,0.0320021486001,0.0316808732323,0,0,0.825274664894,0.841287721548,0.840826242992,0.053517770812,0.053245881459
B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8,B6ByNegPMKs,0.00324216019201,0.00259071845031,0.00651623989798,0.00664575613601,0,0,0,8,8,8,0.0019845413964,0,0.915954686701,0.0731456040314,0.0715841628781,0.0833864864039,0.0318943293304,0.0312649900701,0,0,0.826914976971,0.842389606668,0.842885482433,0.0628088065886,0.0620785464507
B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,B6ByNegPMKs,0.00478285348315,0.0190089654159,0.00112116203674,0.00286067307603,0,0,1,8,8,9,0.125824318984,0.25,1.1954330653,0.131637281277,0.0221185904046,0.0720765213404,0.171553743917,0.0612409437838,0,0,0.341367933919,0.11827014346,0.343732074019,0.125089182178,0.0518120185096
B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884,B6ByNegPMKs,0.00515841023598,0.00157812726824,0.00164839266574,0.00143230075343,0,0,0,8,8,8,0.0029711818246,0,1.4403071478,0.0693471208326,0.0678430474549,0.050307198482,0.0349725087864,0.0339972306121,0,0,0.429232077356,0.429833083614,0.430334595861,0.0515422760337,0.0507158255164
B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c,B6ByNegPMKs,0.00299177131087,0.00177117093148,0.00629878177647,0.00634265614067,0,1,0,8,9,8,0.00205835930153,0.25,0.941374838352,0.0316442499624,0.0321261036344,0.0321564796999,0.0342398726666,0.0349288597851,0,0,0.817819825287,0.850449994931,0.850356409429,0.0326802007763,0.0330704810398
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,0.00372893946642,0.00195782158192,0.00206979101677,0.00211303307114,0,1,1,8,19,25,0.00349569536063,1,1.0271772407,0.0460841906091,0.0445843992284,0.033263759159,0.0252133478074,0.024316365635,0,0,0.274015126287,0.30802925735,0.295715958028,0.0348537658585,0.0340548413408
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,0.00291118307338,0.0010988936567,0.0013086710907,0.0012672424353,0,0,0,8,8,8,0.0016323549287,0,1.06900130212,0.0382796092608,0.0395403234453,0.0355073450944,0.0157990599568,0.0161759130376,0,0,0.317585529076,0.32179269534,0.322586726142,0.0298620047707,0.0304078605258
