condition,k,method,image_id,building,n_valid,kernel_score,count_brier,count_tv,uncovered_count,abs_pair_disagreement_error,scene_category,main_function_primary,floor_boundary,ceiling_boundary,expert_tag
manual,4,seed_context_t025,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.0702273630223729,1.0536014689613784,0.7107401814127368,0.5,0.3952737289935764,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t025,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.2166400204010437,1.0371780118002225,0.4885891736497223,0.4736842105263157,0.2909434770152797,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t025,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.852340088462685,5.752110767236544e-33,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_context_t05,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.8402642636046624,0.7984653540081527,0.5738895860992536,0.3333333333333333,0.6882349543479799,开放复合空间,living,partial,present,中等
manual,4,seed_context_t05,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.9828478162997556,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.1052631578947368,通行与连接,circulation,present,partial,简单
manual,4,seed_context_t05,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.9816953405037402,0.4071076989557687,0.3234322968590518,0.1666666666666666,0.5731357172350803,通行与连接,circulation,present,partial,简单
manual,4,seed_context_t05,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2327287233307768,5.1358131850326285e-33,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,4,seed_context_t05,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.1454197996660396,0.9904777357923272,0.4521394962116583,0.3333333333333333,0.4382747799456758,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t05,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,0.9616442831623992,0.813287414209039,0.3334226009327179,0.2777777777777778,0.1778373827932789,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.7796748511815182,4.108650548026103e-33,0.0,0.0,3.7007434154171876e-17,卧室,sleep,partial,present,中等
manual,4,seed_context_t05,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.7906166696132124,0.1047726967744521,0.1109881168722547,0.0350877192982456,0.1874092283742929,卧室,sleep,partial,present,简单
manual,4,seed_context_t05,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.6716021156900299,5.7304862906679846e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_context_t05,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9526452377217683,0.7870772192203064,0.3255319402013758,0.2017543859649122,0.2216537902620234,起居与休闲,living,partial,partial,中等
manual,4,seed_context_t05,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.143189205715204,0.7143244373223775,0.2819820544838108,0.1842105263157894,0.1263281770001808,卫浴,bathroom,partial,present,中等
manual,4,seed_context_t05,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.2370547458075498,1.177511831759687,0.6228070175438596,0.6228070175438597,0.2805377468821112,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t05,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.2509013475272242,1.2744523291069692,0.6578947368421053,0.6578947368421052,0.3473185152161273,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t05,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.7798693005647372,0.2,0.0999999999999999,0.1,0.1947368421052631,卧室,sleep,partial,present,中等
manual,4,seed_context_t05,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.8081721693458274,0.1,0.05,0.05,0.0999999999999999,储藏与家务辅助,storage,partial,present,简单
manual,4,seed_context_t05,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.460068727086623,5.649394503535892e-33,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,4,seed_context_t05,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.0967264176382516,1.0780697193979496,0.7307091257062807,0.5,0.3951878742150694,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t05,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.2172929414414708,1.0332892185231697,0.4848804987215682,0.4736842105263157,0.2862149273248136,卫浴,bathroom,partial,present,困难
manual,4,seed_context_t05,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.8550661872757893,7.190138459045681e-33,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_equal,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.8529789369455774,0.8125,0.5833333333333334,0.3333333333333333,0.6875,开放复合空间,living,partial,present,中等
manual,4,seed_equal,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.9837161391033482,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.1052631578947368,通行与连接,circulation,present,partial,简单
manual,4,seed_equal,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.9922072778815936,0.4166666666666667,0.3333333333333333,0.1666666666666666,0.5833333333333334,通行与连接,circulation,present,partial,简单
manual,4,seed_equal,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.234178942351478,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,4,seed_equal,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.1396526469428547,0.9930555555555556,0.4583333333333333,0.3333333333333333,0.4375,卫浴,bathroom,partial,present,困难
manual,4,seed_equal,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,0.9718925326816832,0.8208333333333333,0.3333333333333333,0.2777777777777778,0.1708333333333333,卫浴,bathroom,partial,present,困难
manual,4,seed_equal,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.7838329556874891,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_equal,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.7910955251807948,0.1118421052631579,0.1184210526315789,0.0350877192982456,0.1951754385964912,卧室,sleep,partial,present,简单
manual,4,seed_equal,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.6726536805904259,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_equal,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9584998039666572,0.7949561403508772,0.3289473684210526,0.2017543859649122,0.2208820662768031,起居与休闲,living,partial,partial,中等
manual,4,seed_equal,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.145203604751784,0.711622807017544,0.2807017543859649,0.1842105263157894,0.1217105263157894,卫浴,bathroom,partial,present,中等
manual,4,seed_equal,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.2359099087565666,1.1743421052631575,0.6228070175438597,0.6228070175438597,0.2766812865497076,卫浴,bathroom,partial,present,困难
manual,4,seed_equal,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.250161129499273,1.275219298245614,0.6578947368421053,0.6578947368421052,0.3483187134502923,卫浴,bathroom,partial,present,困难
manual,4,seed_equal,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.784261588445001,0.2,0.0999999999999999,0.1,0.1947368421052631,卧室,sleep,partial,present,中等
manual,4,seed_equal,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.8123042524406511,0.1,0.05,0.05,0.0999999999999999,储藏与家务辅助,storage,partial,present,简单
manual,4,seed_equal,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.4606484242878059,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,4,seed_equal,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.1249351095628033,1.1041666666666667,0.75,0.5,0.3958333333333333,卫浴,bathroom,partial,present,困难
manual,4,seed_equal,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.221126550603595,1.0328947368421053,0.4846491228070175,0.4736842105263157,0.2819200779727095,卫浴,bathroom,partial,present,困难
manual,4,seed_equal,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.8593431411870944,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_model_uniform10,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.826522727548861,0.7872916666666668,0.5750000000000001,0.1666666666666666,0.6368750000000001,开放复合空间,living,partial,present,中等
manual,4,seed_model_uniform10,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.9513840152082004,0.1039766081871344,0.0526315789473683,0.0526315789473684,0.0408187134502919,通行与连接,circulation,present,partial,简单
manual,4,seed_model_uniform10,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.9685755363340393,0.4019444444444444,0.3388888888888888,0.1666666666666666,0.5773148148148147,通行与连接,circulation,present,partial,简单
manual,4,seed_model_uniform10,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2296338712404814,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,4,seed_model_uniform10,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.0959007061542474,0.9296527777777778,0.4624999999999999,0.1111111111111111,0.3365972222222224,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform10,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,0.945785969491478,0.8038194444444443,0.3444444444444445,0.2777777777777778,0.1232638888888889,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform10,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.7628630107528003,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_model_uniform10,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.7577839454959935,0.1039254385964912,0.1100877192982455,0.0350877192982456,0.186425438596491,卧室,sleep,partial,present,简单
manual,4,seed_model_uniform10,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.6521583177364113,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_model_uniform10,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9234224295542998,0.7554057017543859,0.3039473684210526,0.131578947368421,0.1873403996101365,起居与休闲,living,partial,partial,中等
manual,4,seed_model_uniform10,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.101038772181112,0.6786513157894737,0.2473684210526316,0.1140350877192982,0.1019188596491229,卫浴,bathroom,partial,present,中等
manual,4,seed_model_uniform10,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.1854869032750353,1.1156615497076023,0.606140350877193,0.4912280701754385,0.206889619883041,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform10,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.1981368382061353,1.1766118421052632,0.6023391812865498,0.3947368421052631,0.2649159356725147,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform10,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.7555889909960248,0.19,0.05,0.05,0.0147368421052632,卧室,sleep,partial,present,中等
manual,4,seed_model_uniform10,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.7882711143721424,0.1,0.05,0.05,0.0999999999999999,储藏与家务辅助,storage,partial,present,简单
manual,4,seed_model_uniform10,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.4491074866499478,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,4,seed_model_uniform10,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.0916679749982243,1.0629861111111112,0.7416666666666667,0.3333333333333333,0.3959953703703704,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform10,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.17462463818162,0.9926535087719298,0.4777046783625731,0.3859649122807018,0.2131700779727095,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform10,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.826863772118943,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_model_uniform25,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.8332094528126118,0.7955729166666666,0.5625,0.1666666666666666,0.57421875,开放复合空间,living,partial,present,中等
manual,4,seed_model_uniform25,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.92974393964571,0.1103801169590643,0.0833333333333333,0.0526315789473684,0.047514619883041,通行与连接,circulation,present,partial,简单
manual,4,seed_model_uniform25,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.9660638923144396,0.3871527777777777,0.3472222222222221,0.1666666666666666,0.5665509259259259,通行与连接,circulation,present,partial,简单
manual,4,seed_model_uniform25,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2321161171882511,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,4,seed_model_uniform25,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.0635172425250392,0.872829861111111,0.46875,0.1111111111111111,0.2495659722222222,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform25,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,0.9367378940110602,0.8030381944444444,0.3666666666666667,0.2777777777777778,0.0859333664021163,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform25,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.7720850046196497,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_model_uniform25,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.7324165882342983,0.0936129385964912,0.0975877192982456,0.0350877192982456,0.1717379385964912,卧室,sleep,partial,present,简单
manual,4,seed_model_uniform25,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.6394322847983648,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_model_uniform25,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9119834305931712,0.7327987938596491,0.3009868421052631,0.131578947368421,0.1518716496101364,起居与休闲,living,partial,partial,中等
manual,4,seed_model_uniform25,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.065318522868678,0.6659128289473685,0.2434210526315789,0.1140350877192982,0.0761376096491228,卫浴,bathroom,partial,present,中等
manual,4,seed_model_uniform25,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.1349200620339728,1.0523802997076022,0.5926535087719298,0.4912280701754385,0.1269417032163742,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform25,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.1521048666476077,1.0648985745614037,0.54203216374269,0.3947368421052631,0.1760096856725145,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform25,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.7536548460104209,0.25,0.2,0.05,0.1802631578947368,卧室,sleep,partial,present,中等
manual,4,seed_model_uniform25,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.7747192775323986,0.1,0.05,0.05,0.0999999999999999,储藏与家务辅助,storage,partial,present,简单
manual,4,seed_model_uniform25,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.4386668055446964,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,4,seed_model_uniform25,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.0733141863620812,1.0186631944444444,0.7291666666666666,0.3333333333333333,0.4020543981481481,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform25,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.128922811936685,0.9557291666666664,0.4711257309941519,0.3859649122807018,0.1334825779727094,卫浴,bathroom,partial,present,困难
manual,4,seed_model_uniform25,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.7989372687805151,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_person_t01,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.7941008847897887,0.7454561810849046,0.5231490481390085,0.3333333333333333,0.6872880185815555,开放复合空间,living,partial,present,中等
manual,4,seed_person_t01,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.9894628628819362,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.1052631578947368,通行与连接,circulation,present,partial,简单
manual,4,seed_person_t01,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.9217054082767276,0.363674700815777,0.2605728220262309,0.1666666666666666,0.4955486464631475,通行与连接,circulation,present,partial,简单
manual,4,seed_person_t01,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2339019420761422,1.476546290696881e-32,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,4,seed_person_t01,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.1955157433214418,1.0240181622600657,0.4472234318793176,0.3333333333333333,0.4965130582842649,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t01,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,0.9684769482766112,0.8270386458762736,0.3447837063350265,0.2777777777777778,0.2236290114512502,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t01,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.7271913328300271,1.0271626370065257e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_person_t01,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.8170307881853298,0.0784255738719725,0.0710345332772099,0.0350877192982456,0.1343035808656235,卧室,sleep,partial,present,简单
manual,4,seed_person_t01,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.6779828389672802,8.43354586173779e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_person_t01,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9321430356181204,0.7495237277352277,0.3262979990817921,0.2017543859649122,0.235502765479994,起居与休闲,living,partial,partial,中等
manual,4,seed_person_t01,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.152332411325592,0.7272014891161266,0.2801724903502542,0.1842105263157894,0.1591544906923887,卫浴,bathroom,partial,present,中等
manual,4,seed_person_t01,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.273216466745443,1.2144226818681767,0.6254258413339454,0.6228070175438597,0.2958982924693107,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t01,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.280561108225818,1.2919282996055388,0.6788859301650104,0.6578947368421052,0.3624468507768545,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t01,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.775037655816681,0.2,0.0999999999999999,0.1,0.1947368421052631,卧室,sleep,partial,present,中等
manual,4,seed_person_t01,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.8117906935574467,0.1,0.05,0.05,0.0999999999999999,储藏与家务辅助,storage,partial,present,简单
manual,4,seed_person_t01,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.4689722960672158,8.936314941956774e-33,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,4,seed_person_t01,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,0.9582244391719622,0.9415432115710388,0.6146230661140765,0.5,0.3762400402046185,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t01,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.239517946377793,1.0569453779429727,0.5036505630404229,0.4736842105263157,0.3194402106622391,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t01,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.8591271823360804,1.0579775161167215e-32,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_person_t025,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.8244920877787657,0.7807422946418624,0.558757657519048,0.3333333333333333,0.6893339543049173,开放复合空间,living,partial,present,中等
manual,4,seed_person_t025,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.9789109120223956,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.1052631578947368,通行与连接,circulation,present,partial,简单
manual,4,seed_person_t025,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.9432033113851528,0.388591042011276,0.3011803008612786,0.1666666666666666,0.5482499916334249,通行与连接,circulation,present,partial,简单
manual,4,seed_person_t025,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2314534442915902,6.804952470168234e-33,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,4,seed_person_t025,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.1533120011630482,0.997277116208718,0.4470259515156047,0.3333333333333333,0.4588623635170663,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t025,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,0.9594311077287476,0.814641920880666,0.3349782980416345,0.2777777777777778,0.1915843381059202,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t025,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.7576329200621236,5.1358131850326285e-33,0.0,0.0,3.7007434154171876e-17,卧室,sleep,partial,present,中等
manual,4,seed_person_t025,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.7937211449527756,0.0921259834157886,0.0952758200792463,0.0350877192982456,0.1688071147186774,卧室,sleep,partial,present,简单
manual,4,seed_person_t025,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.6699750963933094,7.460444416152661e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,4,seed_person_t025,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9419717783753164,0.7704192004719093,0.3247203724521411,0.2017543859649122,0.2243038069020638,起居与休闲,living,partial,partial,中等
manual,4,seed_person_t025,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.1406859957308615,0.7136890677379436,0.2796352614370552,0.1842105263157894,0.1383628963218859,卫浴,bathroom,partial,present,中等
manual,4,seed_person_t025,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.243355699972832,1.183828925534337,0.6228070175438597,0.6228070175438597,0.2825982021947257,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t025,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.2531663686450043,1.2752744736103392,0.6659164096385831,0.6578947368421052,0.3511073499250615,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t025,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.7716553514064027,0.2,0.0999999999999999,0.1,0.1947368421052631,卧室,sleep,partial,present,中等
manual,4,seed_person_t025,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.8025225761688999,0.1,0.05,0.05,0.0999999999999999,储藏与家务辅助,storage,partial,present,简单
manual,4,seed_person_t025,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.4604908635231744,5.238529448733282e-33,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,4,seed_person_t025,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.0356224656318087,1.0148358027206263,0.6922549495539886,0.5,0.3871972728517805,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t025,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.220840321533638,1.034997487761005,0.4914955271651188,0.4736842105263157,0.294490253863341,卫浴,bathroom,partial,present,困难
manual,4,seed_person_t025,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.8499923219863503,8.525449887154165e-33,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,4,seed_person_t05,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.837612281870144,0.7955580838700285,0.5710092352829569,0.3333333333333333,0.6885508650835765,开放复合空间,living,partial,present,中等
