condition,k,method,building,images,sum_loss_delta,mean_loss_delta,without_this_building_delta
semi,8,selected_type,7y3sRwLe3Va,1,-0.016924230068899093,-0.016924230068899093,-0.007709780164052003
semi,8,selected_type,B6ByNegPMKs,2,0.0007891687645519285,0.00039458438227596426,-0.009298728851395942
semi,8,selected_type,X7HyMhZNoso,1,-0.003137267866217597,-0.003137267866217597,-0.008520777940680327
semi,8,selected_type,Z6MFQCViBuw,1,-0.012094858292482025,-0.012094858292482025,-0.00799386085678242
semi,8,selected_type,b8cTxDM8gDG,1,-0.018185061245035716,-0.018185061245035716,-0.0076356136242792605
semi,8,selected_type,e9zR4mvMWw7,5,-0.08064550847145308,-0.016129101694290614,-0.005180383414333083
semi,8,selected_type,q9vSo1VnCiC,1,-0.015297690520517992,-0.015297690520517992,-0.007805458961015597
semi,8,selected_type,rPc6DW4iMge,1,-0.009784074174741697,-0.009784074174741697,-0.008129789334296556
semi,8,selected_type,uNb9QFRL6hY,1,-0.0050331820365364655,-0.0050331820365364655,-0.008409253577720393
semi,8,selected_type,wc2JMjhGNzB,4,0.012322211053548582,0.0030805527633871455,-0.01145090742223798
semi,8,selected_mixture,7y3sRwLe3Va,1,-0.03916400358604333,-0.03916400358604333,-0.021132482500888325
semi,8,selected_mixture,B6ByNegPMKs,2,-0.03618287573309442,-0.01809143786654721,-0.022639583148003153
semi,8,selected_mixture,X7HyMhZNoso,1,-0.005364554036627278,-0.005364554036627278,-0.02312068541555986
semi,8,selected_mixture,Z6MFQCViBuw,1,0.010844179463391113,0.010844179463391113,-0.024074140327325647
semi,8,selected_mixture,b8cTxDM8gDG,1,-0.03959159025723746,-0.03959159025723746,-0.021107330343759258
semi,8,selected_mixture,e9zR4mvMWw7,5,-0.06597187332529303,-0.013194374665058605,-0.025572640982757834
semi,8,selected_mixture,q9vSo1VnCiC,1,-0.005015684981602986,-0.005015684981602986,-0.023141207124678934
semi,8,selected_mixture,rPc6DW4iMge,1,-0.0649271592295324,-0.0649271592295324,-0.019617002757153675
semi,8,selected_mixture,uNb9QFRL6hY,1,-0.031606641179245276,-0.031606641179245276,-0.021577033230699975
semi,8,selected_mixture,wc2JMjhGNzB,4,-0.12143600323585979,-0.030359000808964948,-0.019784300204663218
