code,image_id,condition,N,building,method,omitted_id,ARI,changed_relations,n_pairs
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A0_legacy,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A1_mask,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A1_mask,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A1_mask,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A1_mask,5d58f3bc4858f0d343be,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A1_mask,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A2_local,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A2_local,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A2_local,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A2_local,5d58f3bc4858f0d343be,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A2_local,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A3_cyclic,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A3_cyclic,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A3_cyclic,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A3_cyclic,5d58f3bc4858f0d343be,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A3_cyclic,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A4_adaptive,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A4_adaptive,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A4_adaptive,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A4_adaptive,5d58f3bc4858f0d343be,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A4_adaptive,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A5_density,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A5_density,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A5_density,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A5_density,5d58f3bc4858f0d343be,0.0,1,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A5_density,d2c9465ce508ba7c1195,0.0,1,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A6_spectral,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A6_spectral,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A6_spectral,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A6_spectral,5d58f3bc4858f0d343be,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A6_spectral,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A7_event,f8b24f616d167c27b810,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A7_event,f2a65213a0368b751984,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A7_event,92084aa32f538179d158,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A7_event,5d58f3bc4858f0d343be,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,A7_event,d2c9465ce508ba7c1195,1.0,0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A0_legacy,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A0_legacy,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A0_legacy,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A0_legacy,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A1_mask,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A1_mask,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A1_mask,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A1_mask,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A2_local,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A2_local,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A2_local,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A2_local,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A3_cyclic,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A3_cyclic,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A3_cyclic,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A3_cyclic,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A4_adaptive,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A4_adaptive,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A4_adaptive,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A4_adaptive,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A5_density,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A5_density,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A5_density,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A5_density,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A6_spectral,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A6_spectral,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A6_spectral,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A6_spectral,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A7_event,702f8663c962b7634220,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A7_event,ec7b9674561060eaad40,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A7_event,b578f0248ceb6441105b,1.0,0,3
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A7_event,3a3bc0a4eb51fdb493f4,1.0,0,3
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,d6f4c71d3816fc9fef4a,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,81234a56777545e31b9c,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,561446db19099c48c68e,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,19253e4ab328902a4d12,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,bb287f23eb43955e7502,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,006d495cbff76f46e992,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,fca31418ca45c43fa616,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,8d7a436f7ee75b72d1ba,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,1230dd95959a683bf7aa,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,8b9ce3b553725840ef9d,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,8f8f293766eeffd6470a,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,48e0e1e7a86beb1ce565,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,d9c1add75dab8315cd34,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,2de8896d2c2ea564fd37,0.8822509939851158,10,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,42264e54a01908d81bbe,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,acb3d20a4fb6e211d3b1,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,b7393a16aa19bd7f1989,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,88b2b69f04caf44309bc,0.8742378048780488,10,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,93cf3ac259facb9e83dc,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,c53730832245059ca129,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,0e09f3e9552514dbad74,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,45865dabe049ebace6d2,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,432c6ebaa6bb7a54b3a9,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,d6f4c71d3816fc9fef4a,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,81234a56777545e31b9c,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,561446db19099c48c68e,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,19253e4ab328902a4d12,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,bb287f23eb43955e7502,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,006d495cbff76f46e992,1.0,0,231
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,fca31418ca45c43fa616,1.0,0,231
