code,condition,N,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes,density_unassigned
7y3sRwLe3Va-12,oos,24,A5_density,11,7,4,0.16666666666666666,0.16666666666666666,3.292481250360578,4;3;3;3;3;2;2;1;1;1;1,4
7y3sRwLe3Va-12,oos,24,A6_spectral,3,3,0,0.0,0.5,1.4899343783255763,12;7;5,0
7y3sRwLe3Va-12,oos,24,A7_event,13,7,6,0.25,0.16666666666666666,3.5220552088742005,4;3;3;2;2;2;2;1;1;1;1;1;1,0
B6ByNegPMKs-11,manual,25,A0_legacy,6,4,2,0.08,0.48,1.9770148112524406,12;7;2;2;1;1,0
B6ByNegPMKs-11,manual,25,A1_mask,6,4,2,0.08,0.48,1.9770148112524406,12;7;2;2;1;1,0
B6ByNegPMKs-11,manual,25,A2_local,6,4,2,0.08,0.48,1.9770148112524406,12;7;2;2;1;1,0
B6ByNegPMKs-11,manual,25,A3_cyclic,9,4,5,0.2,0.4,2.534693951646702,10;6;2;2;1;1;1;1;1,0
B6ByNegPMKs-11,manual,25,A4_adaptive,9,4,5,0.2,0.4,2.534693951646702,10;6;2;2;1;1;1;1;1,0
B6ByNegPMKs-11,manual,25,A5_density,13,5,8,0.32,0.32,3.2536606896881857,8;3;2;2;2;1;1;1;1;1;1;1;1,8
B6ByNegPMKs-11,manual,25,A6_spectral,4,4,0,0.0,0.68,1.3843814577244937,17;4;2;2,0
B6ByNegPMKs-11,manual,25,A7_event,9,4,5,0.2,0.4,2.534693951646702,10;6;2;2;1;1;1;1;1,0
B6ByNegPMKs-21,manual,5,A0_legacy,1,1,0,0.0,1.0,-0.0,5,0
B6ByNegPMKs-21,manual,5,A1_mask,1,1,0,0.0,1.0,-0.0,5,0
B6ByNegPMKs-21,manual,5,A2_local,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
B6ByNegPMKs-21,manual,5,A3_cyclic,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0
B6ByNegPMKs-21,manual,5,A4_adaptive,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0
B6ByNegPMKs-21,manual,5,A5_density,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,3
B6ByNegPMKs-21,manual,5,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0
B6ByNegPMKs-21,manual,5,A7_event,2,2,0,0.0,0.6,0.9709505944546686,3;2,0
B6ByNegPMKs-21,semi,4,A0_legacy,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
B6ByNegPMKs-21,semi,4,A1_mask,1,1,0,0.0,1.0,-0.0,4,0
B6ByNegPMKs-21,semi,4,A2_local,3,1,2,0.5,0.5,1.5,2;1;1,0
B6ByNegPMKs-21,semi,4,A3_cyclic,3,1,2,0.5,0.5,1.5,2;1;1,0
B6ByNegPMKs-21,semi,4,A4_adaptive,3,1,2,0.5,0.5,1.5,2;1;1,0
B6ByNegPMKs-21,semi,4,A5_density,3,1,2,0.5,0.5,1.5,2;1;1,2
B6ByNegPMKs-21,semi,4,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0
B6ByNegPMKs-21,semi,4,A7_event,3,1,2,0.5,0.5,1.5,2;1;1,0
B6ByNegPMKs-22,semi,26,A0_legacy,9,4,5,0.19230769230769232,0.5384615384615384,2.3135990869499414,14;3;2;2;1;1;1;1;1,0
B6ByNegPMKs-22,semi,26,A1_mask,9,4,5,0.19230769230769232,0.5384615384615384,2.3135990869499414,14;3;2;2;1;1;1;1;1,0
B6ByNegPMKs-22,semi,26,A2_local,9,4,5,0.19230769230769232,0.5384615384615384,2.3135990869499414,14;3;2;2;1;1;1;1;1,0
B6ByNegPMKs-22,semi,26,A3_cyclic,3,3,0,0.0,0.6923076923076923,1.1401156785146092,18;6;2,0
B6ByNegPMKs-22,semi,26,A4_adaptive,6,3,3,0.11538461538461539,0.46153846153846156,2.0027871993942608,12;6;5;1;1;1,0
B6ByNegPMKs-22,semi,26,A5_density,9,5,4,0.15384615384615385,0.38461538461538464,2.5954760276333784,10;6;2;2;2;1;1;1;1,4
B6ByNegPMKs-22,semi,26,A6_spectral,5,5,0,0.0,0.38461538461538464,2.075869296697727,10;6;6;2;2,0
B6ByNegPMKs-22,semi,26,A7_event,9,4,5,0.19230769230769232,0.5384615384615384,2.3135990869499414,14;3;2;2;1;1;1;1;1,0
UwV83HsGsw3-06,oos,25,A0_legacy,16,7,9,0.36,0.12,3.8634651896016474,3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-06,oos,25,A1_mask,14,7,7,0.28,0.16,3.603856189774724,4;4;2;2;2;2;2;1;1;1;1;1;1;1,0
UwV83HsGsw3-06,oos,25,A2_local,15,6,9,0.36,0.16,3.6838561897747235,4;4;2;2;2;2;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-06,oos,25,A3_cyclic,15,6,9,0.36,0.2,3.6692750707107122,5;3;2;2;2;2;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-06,oos,25,A4_adaptive,15,5,10,0.4,0.2,3.619470570797251,5;4;2;2;2;1;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-06,oos,25,A5_density,12,8,4,0.16,0.16,3.4136606896881854,4;4;3;2;2;2;2;2;1;1;1;1,4
UwV83HsGsw3-06,oos,25,A6_spectral,5,5,0,0.0,0.36,2.1819011889093374,9;6;4;3;3,0
UwV83HsGsw3-06,oos,25,A7_event,19,5,14,0.56,0.12,4.133660689688186,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-08,oos,24,A0_legacy,17,3,14,0.5833333333333334,0.20833333333333334,3.8197738350294776,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-08,oos,24,A1_mask,14,5,9,0.375,0.20833333333333334,3.5383201891060003,5;3;3;2;2;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-08,oos,24,A2_local,14,4,10,0.4166666666666667,0.20833333333333334,3.486440501696145,5;4;3;2;1;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-08,oos,24,A3_cyclic,9,5,4,0.16666666666666666,0.25,2.840199876515855,6;5;4;3;2;1;1;1;1,0
UwV83HsGsw3-08,oos,24,A4_adaptive,11,6,5,0.20833333333333334,0.25,3.1572682296173893,6;4;3;2;2;2;1;1;1;1;1,0
UwV83HsGsw3-08,oos,24,A5_density,10,5,5,0.20833333333333334,0.4166666666666667,2.752705481927944,10;3;2;2;2;1;1;1;1;1,5
UwV83HsGsw3-08,oos,24,A6_spectral,2,2,0,0.0,0.6666666666666666,0.9182958340544896,16;8,0
UwV83HsGsw3-08,oos,24,A7_event,17,5,12,0.5,0.125,3.938721875540867,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-23,oos,25,A0_legacy,10,4,6,0.24,0.32,2.8536606896881853,8;4;4;3;1;1;1;1;1;1,0
UwV83HsGsw3-23,oos,25,A1_mask,10,4,6,0.24,0.32,2.8536606896881853,8;4;4;3;1;1;1;1;1;1,0
UwV83HsGsw3-23,oos,25,A2_local,14,5,9,0.36,0.24,3.4830741894285686,6;3;3;2;2;1;1;1;1;1;1;1;1;1,0
UwV83HsGsw3-23,oos,25,A3_cyclic,9,4,5,0.2,0.36,2.6120966889958757,9;6;3;2;1;1;1;1;1,0
UwV83HsGsw3-23,oos,25,A4_adaptive,9,6,3,0.12,0.2,2.934693951646702,5;5;4;3;3;2;1;1;1,0
UwV83HsGsw3-23,oos,25,A5_density,14,5,9,0.36,0.24,3.4830741894285686,6;3;3;2;2;1;1;1;1;1;1;1;1;1,9
UwV83HsGsw3-23,oos,25,A6_spectral,4,4,0,0.0,0.32,1.9786885704510973,8;6;6;5,0
UwV83HsGsw3-23,oos,25,A7_event,10,4,6,0.24,0.32,2.819470570797252,8;5;4;2;1;1;1;1;1;1,0
X7HyMhZNoso-19,manual,5,A0_legacy,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0
X7HyMhZNoso-19,manual,5,A1_mask,1,1,0,0.0,1.0,-0.0,5,0
X7HyMhZNoso-19,manual,5,A2_local,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0
X7HyMhZNoso-19,manual,5,A3_cyclic,1,1,0,0.0,1.0,-0.0,5,0
X7HyMhZNoso-19,manual,5,A4_adaptive,1,1,0,0.0,1.0,-0.0,5,0
X7HyMhZNoso-19,manual,5,A5_density,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,3
X7HyMhZNoso-19,manual,5,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0
X7HyMhZNoso-19,manual,5,A7_event,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
X7HyMhZNoso-19,semi,4,A0_legacy,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
X7HyMhZNoso-19,semi,4,A1_mask,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
X7HyMhZNoso-19,semi,4,A2_local,3,1,2,0.5,0.5,1.5,2;1;1,0
X7HyMhZNoso-19,semi,4,A3_cyclic,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
X7HyMhZNoso-19,semi,4,A4_adaptive,3,1,2,0.5,0.5,1.5,2;1;1,0
X7HyMhZNoso-19,semi,4,A5_density,3,1,2,0.5,0.5,1.5,2;1;1,2
X7HyMhZNoso-19,semi,4,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0
X7HyMhZNoso-19,semi,4,A7_event,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
b8cTxDM8gDG-19,oos,24,A0_legacy,7,6,1,0.041666666666666664,0.2916666666666667,2.58429531609601,7;5;4;3;2;2;1,0
b8cTxDM8gDG-19,oos,24,A1_mask,7,6,1,0.041666666666666664,0.2916666666666667,2.58429531609601,7;5;4;3;2;2;1,0
b8cTxDM8gDG-19,oos,24,A2_local,7,6,1,0.041666666666666664,0.2916666666666667,2.58429531609601,7;5;4;3;2;2;1,0
b8cTxDM8gDG-19,oos,24,A3_cyclic,9,6,3,0.125,0.2916666666666667,2.8903360647604432,7;3;3;3;3;2;1;1;1,0
b8cTxDM8gDG-19,oos,24,A4_adaptive,7,7,0,0.0,0.2916666666666667,2.671789710683921,7;4;3;3;3;2;2,0
b8cTxDM8gDG-19,oos,24,A5_density,10,6,4,0.16666666666666666,0.2916666666666667,3.005123044017255,7;3;3;3;2;2;1;1;1;1,4
b8cTxDM8gDG-19,oos,24,A6_spectral,2,2,0,0.0,0.7083333333333334,0.8708644692353644,17;7,0
b8cTxDM8gDG-19,oos,24,A7_event,12,6,6,0.25,0.25,3.292481250360578,6;3;3;2;2;2;1;1;1;1;1;1,0
e9zR4mvMWw7-03,semi,26,A0_legacy,3,3,0,0.0,0.7307692307692307,1.07273728622321,19;5;2,0
e9zR4mvMWw7-03,semi,26,A1_mask,2,2,0,0.0,0.6923076923076923,0.8904916402194913,18;8,0
e9zR4mvMWw7-03,semi,26,A2_local,3,2,1,0.038461538461538464,0.8846153846153846,0.6219041416291193,23;2;1,0
e9zR4mvMWw7-03,semi,26,A3_cyclic,3,2,1,0.038461538461538464,0.6153846153846154,1.141619525334138,16;9;1,0
e9zR4mvMWw7-03,semi,26,A4_adaptive,3,2,1,0.038461538461538464,0.7307692307692307,0.9996551889197438,19;6;1,0
e9zR4mvMWw7-03,semi,26,A5_density,13,6,7,0.2692307692307692,0.2692307692307692,3.3480835851130086,7;3;3;2;2;2;1;1;1;1;1;1;1,7
e9zR4mvMWw7-03,semi,26,A6_spectral,5,5,0,0.0,0.2692307692307692,2.2609811810172245,7;6;6;4;3,0
e9zR4mvMWw7-03,semi,26,A7_event,5,2,3,0.11538461538461539,0.5384615384615384,1.553043798072351,14;9;1;1;1,0
e9zR4mvMWw7-10,semi,26,A0_legacy,2,2,0,0.0,0.8461538461538461,0.6193821946787638,22;4,0
e9zR4mvMWw7-10,semi,26,A1_mask,2,2,0,0.0,0.8461538461538461,0.6193821946787638,22;4,0
e9zR4mvMWw7-10,semi,26,A2_local,3,2,1,0.038461538461538464,0.8076923076923077,0.8451064151274781,21;4;1,0
e9zR4mvMWw7-10,semi,26,A3_cyclic,5,2,3,0.11538461538461539,0.7692307692307693,1.1929993566060646,20;3;1;1;1,0
e9zR4mvMWw7-10,semi,26,A4_adaptive,5,2,3,0.11538461538461539,0.7692307692307693,1.1929993566060646,20;3;1;1;1,0
e9zR4mvMWw7-10,semi,26,A5_density,11,3,8,0.3076923076923077,0.5,2.5904164936027203,13;3;2;1;1;1;1;1;1;1;1,8
e9zR4mvMWw7-10,semi,26,A6_spectral,4,4,0,0.0,0.4230769230769231,1.8656230927790345,11;7;4;4,0
e9zR4mvMWw7-10,semi,26,A7_event,4,2,2,0.07692307692307693,0.8076923076923077,0.969918434275037,21;3;1;1,0
e9zR4mvMWw7-16,semi,26,A0_legacy,3,2,1,0.038461538461538464,0.6923076923076923,1.0577422381270596,18;7;1,0
e9zR4mvMWw7-16,semi,26,A1_mask,3,2,1,0.038461538461538464,0.6923076923076923,1.0577422381270596,18;7;1,0
e9zR4mvMWw7-16,semi,26,A2_local,4,3,1,0.038461538461538464,0.7307692307692307,1.2115696121630872,19;4;2;1,0
e9zR4mvMWw7-16,semi,26,A3_cyclic,4,3,1,0.038461538461538464,0.8076923076923077,0.9989525689736319,21;2;2;1,0
e9zR4mvMWw7-16,semi,26,A4_adaptive,3,2,1,0.038461538461538464,0.7692307692307693,0.9293550115186283,20;5;1,0
e9zR4mvMWw7-16,semi,26,A5_density,11,6,5,0.19230769230769232,0.38461538461538464,2.932202470024281,10;3;2;2;2;2;1;1;1;1;1,5
e9zR4mvMWw7-16,semi,26,A6_spectral,4,4,0,0.0,0.34615384615384615,1.900670967392199,9;8;6;3,0
e9zR4mvMWw7-16,semi,26,A7_event,4,2,2,0.07692307692307693,0.7692307692307693,1.0681873374585056,20;4;1;1,0
e9zR4mvMWw7-32,semi,26,A0_legacy,4,3,1,0.038461538461538464,0.6153846153846154,1.4594911601991534,16;6;3;1,0
e9zR4mvMWw7-32,semi,26,A1_mask,3,2,1,0.038461538461538464,0.7307692307692307,0.9996551889197437,19;6;1,0
e9zR4mvMWw7-32,semi,26,A2_local,4,3,1,0.038461538461538464,0.7307692307692307,1.2115696121630875,19;4;2;1,0
e9zR4mvMWw7-32,semi,26,A3_cyclic,3,3,0,0.0,0.7692307692307693,0.9912642605354287,20;4;2,0
e9zR4mvMWw7-32,semi,26,A4_adaptive,3,3,0,0.0,0.7692307692307693,0.9912642605354287,20;4;2,0
e9zR4mvMWw7-32,semi,26,A5_density,11,6,5,0.19230769230769232,0.34615384615384615,3.006628179013871,9;3;3;2;2;2;1;1;1;1;1,5
e9zR4mvMWw7-32,semi,26,A6_spectral,5,5,0,0.0,0.34615384615384615,2.1738787769214394,9;7;4;3;3,0
e9zR4mvMWw7-32,semi,26,A7_event,5,4,1,0.038461538461538464,0.6153846153846154,1.6902603909683842,16;3;3;3;1,0
q9vSo1VnCiC-09,oos,25,A0_legacy,14,3,11,0.44,0.32,3.2838561897747236,8;4;2;1;1;1;1;1;1;1;1;1;1;1,0
q9vSo1VnCiC-09,oos,25,A1_mask,13,4,9,0.36,0.2,3.315084951819779,5;5;4;2;1;1;1;1;1;1;1;1;1,0
q9vSo1VnCiC-09,oos,25,A2_local,13,3,10,0.4,0.36,3.102683189255491,9;4;2;1;1;1;1;1;1;1;1;1;1,0
q9vSo1VnCiC-09,oos,25,A3_cyclic,10,6,4,0.16,0.32,2.953269689515108,8;3;3;3;2;2;1;1;1;1,0
q9vSo1VnCiC-09,oos,25,A4_adaptive,10,6,4,0.16,0.32,2.953269689515108,8;3;3;3;2;2;1;1;1;1,0
q9vSo1VnCiC-09,oos,25,A5_density,17,4,13,0.52,0.16,3.863465189601647,4;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1,13
q9vSo1VnCiC-09,oos,25,A6_spectral,4,4,0,0.0,0.44,1.8467341583372252,11;6;5;3,0
q9vSo1VnCiC-09,oos,25,A7_event,16,4,12,0.48,0.24,3.6732696895151085,6;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
q9vSo1VnCiC-23,manual,25,A0_legacy,3,2,1,0.04,0.88,0.6395563653739031,22;2;1,0
q9vSo1VnCiC-23,manual,25,A1_mask,3,2,1,0.04,0.88,0.6395563653739031,22;2;1,0
q9vSo1VnCiC-23,manual,25,A2_local,4,2,2,0.08,0.84,0.8743095546405661,21;2;1;1,0
q9vSo1VnCiC-23,manual,25,A3_cyclic,6,3,3,0.12,0.6,1.7553362134321413,15;5;2;1;1;1,0
q9vSo1VnCiC-23,manual,25,A4_adaptive,6,3,3,0.12,0.6,1.7553362134321413,15;5;2;1;1;1,0
q9vSo1VnCiC-23,manual,25,A5_density,13,6,7,0.28,0.24,3.3834651896016465,6;4;2;2;2;2;1;1;1;1;1;1;1,7
q9vSo1VnCiC-23,manual,25,A6_spectral,2,2,0,0.0,0.56,0.9895875212220556,14;11,0
q9vSo1VnCiC-23,manual,25,A7_event,6,2,4,0.16,0.76,1.3354312795575998,19;2;1;1;1;1,0
q9vSo1VnCiC-32,manual,25,A0_legacy,5,2,3,0.12,0.52,1.5784545358221245,13;9;1;1;1,0
q9vSo1VnCiC-32,manual,25,A1_mask,5,2,3,0.12,0.52,1.5784545358221245,13;9;1;1;1,0
q9vSo1VnCiC-32,manual,25,A2_local,8,4,4,0.16,0.28,2.582824692361507,7;6;5;3;1;1;1;1,0
q9vSo1VnCiC-32,manual,25,A3_cyclic,10,6,4,0.16,0.2,3.0790795706241743,5;4;4;3;3;2;1;1;1;1,0
q9vSo1VnCiC-32,manual,25,A4_adaptive,8,4,4,0.16,0.28,2.582824692361507,7;6;5;3;1;1;1;1,0
q9vSo1VnCiC-32,manual,25,A5_density,16,5,11,0.44,0.2,3.7492750707107136,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1,11
q9vSo1VnCiC-32,manual,25,A6_spectral,3,3,0,0.0,0.4,1.5535209511274697,10;9;6,0
q9vSo1VnCiC-32,manual,25,A7_event,9,5,4,0.16,0.28,2.7690255736436504,7;5;5;2;2;1;1;1;1,0
rPc6DW4iMge-05,manual,5,A0_legacy,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0
rPc6DW4iMge-05,manual,5,A1_mask,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0
rPc6DW4iMge-05,manual,5,A2_local,5,0,5,1.0,0.2,2.321928094887362,1;1;1;1;1,0
rPc6DW4iMge-05,manual,5,A3_cyclic,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0
rPc6DW4iMge-05,manual,5,A4_adaptive,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0
rPc6DW4iMge-05,manual,5,A5_density,1,1,0,0.0,1.0,-0.0,5,0
rPc6DW4iMge-05,manual,5,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0
rPc6DW4iMge-05,manual,5,A7_event,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0
rPc6DW4iMge-06,manual,25,A0_legacy,11,4,7,0.28,0.44,2.7715107774877747,11;3;2;2;1;1;1;1;1;1;1,0
rPc6DW4iMge-06,manual,25,A1_mask,8,4,4,0.16,0.44,2.387125158510303,11;5;3;2;1;1;1;1,0
rPc6DW4iMge-06,manual,25,A2_local,16,4,12,0.48,0.28,3.6177968115985957,7;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-06,manual,25,A3_cyclic,14,4,10,0.4,0.32,3.333660689688185,8;3;2;2;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-06,manual,25,A4_adaptive,14,3,11,0.44,0.36,3.2324876891689525,9;3;2;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-06,manual,25,A5_density,14,6,8,0.32,0.16,3.593269689515108,4;3;3;3;2;2;1;1;1;1;1;1;1;1,8
rPc6DW4iMge-06,manual,25,A6_spectral,2,2,0,0.0,0.76,0.7950402793845223,19;6,0
rPc6DW4iMge-06,manual,25,A7_event,13,6,7,0.28,0.28,3.347601311512056,7;3;2;2;2;2;1;1;1;1;1;1;1,0
rPc6DW4iMge-13,manual,5,A0_legacy,1,1,0,0.0,1.0,-0.0,5,0
rPc6DW4iMge-13,manual,5,A1_mask,1,1,0,0.0,1.0,-0.0,5,0
rPc6DW4iMge-13,manual,5,A2_local,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
rPc6DW4iMge-13,manual,5,A3_cyclic,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
rPc6DW4iMge-13,manual,5,A4_adaptive,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
rPc6DW4iMge-13,manual,5,A5_density,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,1
rPc6DW4iMge-13,manual,5,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0
rPc6DW4iMge-13,manual,5,A7_event,1,1,0,0.0,1.0,-0.0,5,0
rPc6DW4iMge-15,manual,23,A0_legacy,3,2,1,0.043478260869565216,0.782608695652174,0.9123163027543337,18;4;1,0
rPc6DW4iMge-15,manual,23,A1_mask,3,2,1,0.043478260869565216,0.782608695652174,0.9123163027543337,18;4;1,0
rPc6DW4iMge-15,manual,23,A2_local,4,3,1,0.043478260869565216,0.6086956521739131,1.5103893948045581,14;4;4;1,0
rPc6DW4iMge-15,manual,23,A3_cyclic,5,4,1,0.043478260869565216,0.5652173913043478,1.790492223970158,13;4;3;2;1,0
rPc6DW4iMge-15,manual,23,A4_adaptive,5,4,1,0.043478260869565216,0.5652173913043478,1.790492223970158,13;4;3;2;1,0
rPc6DW4iMge-15,manual,23,A5_density,11,7,4,0.17391304347826086,0.17391304347826086,3.294663586209604,4;3;3;3;2;2;2;1;1;1;1,4
rPc6DW4iMge-15,manual,23,A6_spectral,1,1,0,0.0,1.0,-0.0,23,0
rPc6DW4iMge-15,manual,23,A7_event,4,2,2,0.08695652173913043,0.7391304347826086,1.1545676820893709,17;4;1;1,0
