code,image_id,condition,N,building,method,parameter,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,mask_gate,0.2,1,1,0,0.0,1.0,-0.0,6
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,cyclic,8.0,5,1,4,0.6666666666666666,0.3333333333333333,2.251629167387823,2;1;1;1;1
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,cyclic,12.0,3,2,1,0.16666666666666666,0.5,1.4591479170272446,3;2;1
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,cyclic,16.0,1,1,0,0.0,1.0,-0.0,6
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,local,12.0,4,2,2,0.3333333333333333,0.3333333333333333,1.9182958340544896,2;2;1;1
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,local,20.0,2,2,0,0.0,0.5,1.0,3;3
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,local,32.0,2,2,0,0.0,0.5,1.0,3;3
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,event_sigma,4.0,5,1,4,0.6666666666666666,0.3333333333333333,2.251629167387823,2;1;1;1;1
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,event_sigma,8.0,3,3,0,0.0,0.3333333333333333,1.584962500721156,2;2;2
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,event_sigma,16.0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,4;2
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,spectral_knn,2.0,1,1,0,0.0,1.0,-0.0,6
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,spectral_knn,3.0,1,1,0,0.0,1.0,-0.0,6
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,spectral_knn,5.0,1,1,0,0.0,1.0,-0.0,6
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,spectral_knn,7.0,1,1,0,0.0,1.0,-0.0,6
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_nogate,0.05,2,2,0,0.0,0.6,0.9709505944546686,3;2
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_gate,0.05,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_nogate,0.075,2,2,0,0.0,0.6,0.9709505944546686,3;2
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_gate,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_nogate,0.1,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_gate,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_nogate,0.125,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_gate,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_nogate,0.15,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_gate,0.15,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_nogate,0.2,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,mask_gate,0.2,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,cyclic,8.0,2,2,0,0.0,0.6,0.9709505944546686,3;2
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,cyclic,12.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,cyclic,16.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,local,12.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,local,20.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,local,32.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,event_sigma,4.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,event_sigma,8.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,event_sigma,16.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,spectral_knn,2.0,2,2,0,0.0,0.6,0.9709505944546686,3;2
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,spectral_knn,3.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,spectral_knn,5.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,uNb9QFRL6hY,spectral_knn,7.0,1,1,0,0.0,1.0,-0.0,5
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_nogate,0.05,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_gate,0.05,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_nogate,0.075,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_gate,0.075,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_nogate,0.1,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_gate,0.1,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_nogate,0.125,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_gate,0.125,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_nogate,0.15,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_gate,0.15,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_nogate,0.2,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,mask_gate,0.2,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,cyclic,8.0,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,cyclic,12.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,cyclic,16.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,local,12.0,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,local,20.0,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,local,32.0,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,event_sigma,4.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,event_sigma,8.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,event_sigma,16.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,spectral_knn,2.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,spectral_knn,3.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,spectral_knn,5.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,spectral_knn,7.0,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_nogate,0.05,11,5,6,0.2608695652173913,0.2608695652173913,3.120750542731343,6;4;3;2;2;1;1;1;1;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_gate,0.05,11,5,6,0.2608695652173913,0.2608695652173913,3.120750542731343,6;4;3;2;2;1;1;1;1;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_nogate,0.075,5,5,0,0.0,0.391304347826087,2.0480968704245126,9;7;3;2;2
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_gate,0.075,6,4,2,0.08695652173913043,0.391304347826087,2.135053392163643,9;7;3;2;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_nogate,0.1,5,5,0,0.0,0.391304347826087,2.0480968704245126,9;7;3;2;2
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_gate,0.1,6,4,2,0.08695652173913043,0.391304347826087,2.135053392163643,9;7;3;2;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_nogate,0.125,4,4,0,0.0,0.391304347826087,1.7490603243994,9;9;3;2
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_gate,0.125,5,4,1,0.043478260869565216,0.391304347826087,1.9459874988768266,9;8;3;2;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_nogate,0.15,2,2,0,0.0,0.5217391304347826,0.9986359641585718,12;11
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_gate,0.15,4,3,1,0.043478260869565216,0.5217391304347826,1.5227119556807573,12;8;2;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_nogate,0.2,2,2,0,0.0,0.5217391304347826,0.9986359641585718,12;11
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,mask_gate,0.2,4,3,1,0.043478260869565216,0.5217391304347826,1.5227119556807573,12;8;2;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,cyclic,8.0,9,3,6,0.2608695652173913,0.34782608695652173,2.5990114122965604,8;6;3;1;1;1;1;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,cyclic,12.0,5,4,1,0.043478260869565216,0.43478260869565216,1.8618540887146817,10;8;2;2;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,cyclic,16.0,2,2,0,0.0,0.8695652173913043,0.5586293734521992,20;3
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,local,12.0,7,4,3,0.13043478260869565,0.30434782608695654,2.403088045919319,7;6;5;2;1;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,local,20.0,6,4,2,0.08695652173913043,0.391304347826087,2.135053392163643,9;7;3;2;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,local,32.0,5,5,0,0.0,0.391304347826087,2.0480968704245126,9;7;3;2;2
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,event_sigma,4.0,10,3,7,0.30434782608695654,0.34782608695652173,2.718789129781929,8;6;2;1;1;1;1;1;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,event_sigma,8.0,8,5,3,0.13043478260869565,0.30434782608695654,2.614164262105116,7;6;3;2;2;1;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,event_sigma,16.0,6,4,2,0.08695652173913043,0.391304347826087,2.135053392163643,9;7;3;2;1;1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,spectral_knn,2.0,6,6,0,0.0,0.21739130434782608,2.545999197128142,5;5;4;3;3;3
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,spectral_knn,3.0,3,3,0,0.0,0.4782608695652174,1.4777468341000446,11;8;4
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,spectral_knn,5.0,2,2,0,0.0,0.5217391304347826,0.9986359641585718,12;11
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,spectral_knn,7.0,2,2,0,0.0,0.5652173913043478,0.9876925088958034,13;10
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_nogate,0.05,18,3,15,0.625,0.20833333333333334,3.9345608142862893,5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_gate,0.05,18,3,15,0.625,0.20833333333333334,3.9345608142862893,5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_nogate,0.075,16,4,12,0.5,0.20833333333333334,3.736440501696144,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_gate,0.075,17,3,14,0.5833333333333334,0.20833333333333334,3.8197738350294776,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_nogate,0.1,13,4,9,0.375,0.20833333333333334,3.3360388152612774,5;5;3;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_gate,0.1,15,3,12,0.5,0.20833333333333334,3.569773835029478,5;4;3;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_nogate,0.125,12,5,7,0.2916666666666667,0.20833333333333334,3.252705481927944,5;5;3;2;2;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_gate,0.125,13,3,10,0.4166666666666667,0.3333333333333333,3.1682958340544896,8;4;2;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_nogate,0.15,10,4,6,0.25,0.4166666666666667,2.7212518360044657,10;3;3;2;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_gate,0.15,13,3,10,0.4166666666666667,0.3333333333333333,3.1682958340544896,8;4;2;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_nogate,0.2,7,4,3,0.125,0.5416666666666666,2.100983694881109,13;3;3;2;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,mask_gate,0.2,10,3,7,0.2916666666666667,0.5,2.5110276044371003,12;3;2;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,cyclic,8.0,19,4,15,0.625,0.125,4.136842188131012,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,cyclic,12.0,12,4,8,0.3333333333333333,0.2916666666666667,3.115748962019488,7;5;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,cyclic,16.0,4,2,2,0.08333333333333333,0.8333333333333334,0.9000224216483541,20;2;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,local,12.0,20,3,17,0.7083333333333334,0.125,4.220175521464345,3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,local,20.0,17,4,13,0.5416666666666666,0.16666666666666666,3.886842188131012,4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,local,32.0,16,3,13,0.5416666666666666,0.2916666666666667,3.599483981787688,7;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,event_sigma,4.0,16,3,13,0.5416666666666666,0.16666666666666666,3.720175521464345,4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,event_sigma,8.0,14,3,11,0.4583333333333333,0.20833333333333334,3.419372148594611,5;5;3;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,event_sigma,16.0,13,4,9,0.375,0.20833333333333334,3.3360388152612774,5;5;3;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,spectral_knn,2.0,4,4,0,0.0,0.3333333333333333,1.949082295352821,8;7;5;4
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,spectral_knn,3.0,4,4,0,0.0,0.2916666666666667,1.9798687566511526,7;7;5;5
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,spectral_knn,5.0,4,4,0,0.0,0.3333333333333333,1.949082295352821,8;7;5;4
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,spectral_knn,7.0,4,4,0,0.0,0.3333333333333333,1.949082295352821,8;7;5;4
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_nogate,0.05,13,4,9,0.391304347826087,0.2608695652173913,3.327484781955842,6;4;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_gate,0.05,13,4,9,0.391304347826087,0.2608695652173913,3.327484781955842,6;4;2;2;1;1;1;1;1;1;1;1;1
