code,image_id,condition,N,building,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes,noise_n,ARI_vs_legacy,silhouette,k,eigengap
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A0_legacy,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,1.0,0.75,,
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A1_mask,1,1,0,0.0,1.0,-0.0,4,0,0.0,,,
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A2_local,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,1.0,0.75,,
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A3_cyclic,1,1,0,0.0,1.0,-0.0,4,0,0.0,,,
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A4_adaptive,1,1,0,0.0,1.0,-0.0,4,0,0.0,,,
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A5_density,2,1,1,0.25,0.75,0.8112781244591328,3;1,1,1.0,0.75,,
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0,0.0,,1.0,1.1553624034969638
uNb9QFRL6hY-40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,uNb9QFRL6hY,A7_event,1,1,0,0.0,1.0,-0.0,4,0,0.0,,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A0_legacy,6,4,2,0.08695652173913043,0.391304347826087,2.135053392163643,9;7;3;2;1;1,0,1.0,0.5273529492409276,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A1_mask,5,5,0,0.0,0.391304347826087,2.0480968704245126,9;7;3;2;2,0,0.9892591806410529,0.5716820420003242,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A2_local,6,4,2,0.08695652173913043,0.391304347826087,2.135053392163643,9;7;3;2;1;1,0,1.0,0.5197001719059942,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A3_cyclic,5,4,1,0.043478260869565216,0.43478260869565216,1.8618540887146817,10;8;2;2;1,0,0.659434634571225,0.28573613631812533,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A4_adaptive,5,4,1,0.043478260869565216,0.43478260869565216,1.8618540887146817,10;8;2;2;1,0,0.659434634571225,0.2773839050772916,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A5_density,7,6,1,0.043478260869565216,0.391304347826087,2.46772662931161,9;4;3;2;2;2;1,1,0.8252842870954376,0.5312023735395869,,
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A6_spectral,3,3,0,0.0,0.4782608695652174,1.4777468341000446,11;8;4,0,0.5891037944780747,0.4712179397228211,3.0,0.29213858351551564
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,uNb9QFRL6hY,A7_event,8,5,3,0.13043478260869565,0.30434782608695654,2.614164262105116,7;6;3;2;2;1;1;1,0,0.683810805614305,0.4127558724588349,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A0_legacy,15,3,12,0.5,0.20833333333333334,3.569773835029478,5;4;3;1;1;1;1;1;1;1;1;1;1;1;1,0,1.0,0.1387299994708158,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A1_mask,13,4,9,0.375,0.20833333333333334,3.3360388152612774,5;5;3;2;1;1;1;1;1;1;1;1;1,0,0.6725082146768894,0.1787451306393993,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A2_local,17,4,13,0.5416666666666666,0.16666666666666666,3.886842188131012,4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1,0,0.5085220045789876,0.17716726276968361,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A3_cyclic,12,4,8,0.3333333333333333,0.2916666666666667,3.115748962019488,7;5;2;2;1;1;1;1;1;1;1;1,0,0.49427393495190103,0.14594719311825938,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A4_adaptive,12,4,8,0.3333333333333333,0.2916666666666667,3.115748962019488,7;5;2;2;1;1;1;1;1;1;1;1,0,0.49427393495190103,0.13902414559379128,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A5_density,12,7,5,0.20833333333333334,0.16666666666666666,3.386842188131012,4;4;3;2;2;2;2;1;1;1;1;1,5,0.2652058160966619,0.32990339019775616,,
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A6_spectral,4,4,0,0.0,0.2916666666666667,1.9798687566511526,7;7;5;5,0,0.3514,0.32834284783264395,4.0,0.5441478357608913
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,24,7y3sRwLe3Va,A7_event,14,3,11,0.4583333333333333,0.20833333333333334,3.419372148594611,5;5;3;1;1;1;1;1;1;1;1;1;1;1,0,0.6909871244635193,0.12642464498420783,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A0_legacy,11,4,7,0.30434782608695654,0.2608695652173913,3.000972825245975,6;6;2;2;1;1;1;1;1;1;1,0,1.0,0.327310852187181,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A1_mask,7,6,1,0.043478260869565216,0.2608695652173913,2.587504346796978,6;6;3;3;2;2;1,0,0.9006414452153423,0.45282022414080136,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A2_local,9,5,4,0.17391304347826086,0.34782608695652173,2.7516103255281665,8;4;3;2;2;1;1;1;1,0,0.6237796599211224,0.4440101496353596,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A3_cyclic,10,7,3,0.13043478260869565,0.17391304347826086,3.132257608230926,4;4;4;2;2;2;2;1;1;1,0,0.5044883303411131,0.27427960908622034,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A4_adaptive,11,6,5,0.21739130434782608,0.17391304347826086,3.2618423904633667,4;3;3;3;3;2;1;1;1;1;1,0,0.37220843672456577,0.26898972742525645,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A5_density,10,7,3,0.13043478260869565,0.17391304347826086,3.174885868724236,4;3;3;3;3;2;2;1;1;1,3,0.31828898619063656,0.44294244585495585,,
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A6_spectral,3,3,0,0.0,0.4782608695652174,1.509871837193956,11;7;5,0,0.3350308008213552,0.3356739488511565,3.0,0.46041096415687316
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,A7_event,12,7,5,0.21739130434782608,0.17391304347826086,3.414441303694973,4;3;3;2;2;2;2;1;1;1;1;1,0,0.4539568345323741,0.38513993361048565,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A0_legacy,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1,0,1.0,0.4517667955391786,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A1_mask,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1,0,1.0,0.4517667955391786,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A2_local,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1,0,1.0,0.44880335345382383,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A3_cyclic,8,4,4,0.16666666666666666,0.4166666666666667,2.3879185026711327,10;6;2;2;1;1;1;1,0,0.5654683810023616,0.44390244377484267,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A4_adaptive,8,4,4,0.16666666666666666,0.4166666666666667,2.3879185026711327,10;6;2;2;1;1;1;1,0,0.5654683810023616,0.40296505789291165,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A5_density,12,5,7,0.2916666666666667,0.3333333333333333,3.136842188131012,8;3;2;2;2;1;1;1;1;1;1;1,7,0.3221612250794568,0.45533096067687345,,
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A6_spectral,4,4,0,0.0,0.6666666666666666,1.4182958340544896,16;4;2;2,0,0.49396031061259704,0.6577822709315875,4.0,0.39280964519671646
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,A7_event,8,4,4,0.16666666666666666,0.4166666666666667,2.3879185026711327,10;6;2;2;1;1;1;1,0,0.728417738126476,0.4520436160518497,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A0_legacy,1,1,0,0.0,1.0,-0.0,5,0,1.0,,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A1_mask,1,1,0,0.0,1.0,-0.0,5,0,1.0,,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A2_local,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,0.0,0.5416397402514931,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A3_cyclic,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,0.0,0.23431384505291683,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A4_adaptive,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,0.0,0.2317514530780156,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A5_density,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,3,0.0,0.07396903193883564,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0,1.0,,1.0,1.0545857473992217
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,A7_event,2,2,0,0.0,0.6,0.9709505944546686,3;2,0,0.0,0.2284058718141287,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A0_legacy,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,1.0,0.28006139764465854,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A1_mask,1,1,0,0.0,1.0,-0.0,4,0,0.0,,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A2_local,3,1,2,0.5,0.5,1.5,2;1;1,0,0.3333333333333333,0.3140555665319243,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A3_cyclic,3,1,2,0.5,0.5,1.5,2;1;1,0,0.3333333333333333,0.10480105351340221,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A4_adaptive,3,1,2,0.5,0.5,1.5,2;1;1,0,0.3333333333333333,0.12473203374818302,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A5_density,3,1,2,0.5,0.5,1.5,2;1;1,2,0.3333333333333333,0.12505996394227692,,
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0,0.0,,1.0,1.2103649761022444
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,A7_event,3,1,2,0.5,0.5,1.5,2;1;1,0,0.3333333333333333,0.3046936247705061,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A0_legacy,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1,0,1.0,0.6674029847139682,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A1_mask,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1,0,1.0,0.6674029847139682,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A2_local,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1,0,1.0,0.6669850903106682,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A3_cyclic,3,3,0,0.0,0.6666666666666666,1.188721875540867,16;6;2,0,0.61371078483152,0.6417472638786497,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A4_adaptive,6,3,3,0.125,0.5416666666666666,1.850983694881109,13;6;2;1;1;1,0,0.9086862367661213,0.49607971436854603,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A5_density,8,5,3,0.125,0.375,2.5,9;6;2;2;2;1;1;1,3,0.49292845257903495,0.692327006207214,,
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A6_spectral,5,5,0,0.0,0.375,2.099598313565133,9;6;5;2;2,0,0.44500301628795497,0.5559908970864776,5.0,0.6134614485877254
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,A7_event,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1,0,1.0,0.5910330011526583,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A0_legacy,15,7,8,0.3333333333333333,0.125,3.772055208874201,3;3;2;2;2;2;2;1;1;1;1;1;1;1;1,0,1.0,0.1628195287004481,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A1_mask,13,7,6,0.25,0.16666666666666666,3.5016291673878226,4;4;2;2;2;2;2;1;1;1;1;1;1,0,0.6246940440576557,0.40798935279069637,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A2_local,14,6,8,0.3333333333333333,0.16666666666666666,3.584962500721156,4;4;2;2;2;2;1;1;1;1;1;1;1;1,0,0.6501408450704226,0.38630706097311657,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A3_cyclic,14,6,8,0.3333333333333333,0.20833333333333334,3.569773835029478,5;3;2;2;2;2;1;1;1;1;1;1;1;1,0,0.47457166168071796,0.19600923509905968,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A4_adaptive,14,5,9,0.375,0.20833333333333334,3.5178941476196224,5;4;2;2;2;1;1;1;1;1;1;1;1;1,0,0.43831086237598577,0.18196774438237973,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A5_density,12,7,5,0.20833333333333334,0.16666666666666666,3.386842188131012,4;4;3;2;2;2;2;1;1;1;1;1,5,0.5787331467819893,0.4020416758072389,,
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A6_spectral,3,3,0,0.0,0.4166666666666667,1.563202089984486,10;7;7,0,0.16543327763189306,0.41449769253366303,3.0,0.28660927842186956
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,A7_event,18,5,13,0.5416666666666666,0.125,4.053508854797678,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1,0,0.4266722060656419,0.24630428933595802,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A0_legacy,16,3,13,0.5652173913043478,0.21739130434782608,3.725104217943957,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1,0,1.0,0.14779105042771876,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A1_mask,13,5,8,0.34782608695652173,0.21739130434782608,3.4314134569803287,5;3;3;2;2;1;1;1;1;1;1;1;1,0,0.8667017913593256,0.23695207038905045,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A2_local,13,4,9,0.391304347826087,0.21739130434782608,3.377278130987436,5;4;3;2;1;1;1;1;1;1;1;1;1,0,0.7483213131061925,0.2339425319334975,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A3_cyclic,8,5,3,0.13043478260869565,0.2608695652173913,2.7029400873210467,6;5;4;3;2;1;1;1,0,0.44600157659630374,0.18923688842390432,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,10,6,4,0.17391304347826086,0.2608695652173913,3.0337940209922127,6;4;3;2;2;2;1;1;1;1,0,0.5527711344494125,0.16928939198617235,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,9,5,4,0.17391304347826086,0.43478260869565216,2.611641588620618,10;3;2;2;2;1;1;1;1,4,0.10707864420323633,0.444784044964661,,
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,2,2,0,0.0,0.6956521739130435,0.8865408928220899,16;7,0,0.088921654804775,0.5872308241052153,2.0,0.36948334742520683
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,16,5,11,0.4782608695652174,0.13043478260869565,3.8492239123906242,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1,0,0.5000898149811388,0.30263740271894074,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,9,4,5,0.20833333333333334,0.3333333333333333,2.720175521464345,8;4;4;3;1;1;1;1;1,0,1.0,0.34517372194513163,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,9,4,5,0.20833333333333334,0.3333333333333333,2.720175521464345,8;4;4;3;1;1;1;1;1,0,1.0,0.34517372194513163,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,13,5,8,0.3333333333333333,0.25,3.3758145836939115,6;3;3;2;2;1;1;1;1;1;1;1;1,0,0.660056657223796,0.4184856701732693,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A3_cyclic,8,4,4,0.16666666666666666,0.375,2.468546354076522,9;6;3;2;1;1;1;1,0,0.6537324132986827,0.17921663448455014,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A4_adaptive,8,6,2,0.08333333333333333,0.20833333333333334,2.804585169337799,5;5;4;3;3;2;1;1,0,0.42176645716175987,0.18585536645501097,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A5_density,13,5,8,0.3333333333333333,0.25,3.3758145836939115,6;3;3;2;2;1;1;1;1;1;1;1;1,8,0.2521246458923513,0.3620800182756076,,
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A6_spectral,4,4,0,0.0,0.3333333333333333,1.9591479170272448,8;6;6;4,0,0.4141834526385883,0.2888693846055142,4.0,0.35558220702425125
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A7_event,9,4,5,0.20833333333333334,0.3333333333333333,2.684560814286289,8;5;4;2;1;1;1;1;1,0,0.7296503085512783,0.2635359676403006,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A0_legacy,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,1.0,0.15283302427678963,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A1_mask,1,1,0,0.0,1.0,-0.0,5,0,0.0,,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A2_local,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0,0.21052631578947367,0.6211390490607657,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A3_cyclic,1,1,0,0.0,1.0,-0.0,5,0,0.0,,,
