code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA1_3,24,12,5,7,0.2916666666666667,0.3333333333333333,8;3;2;2;2;1;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA1_6,24,8,4,4,0.16666666666666666,0.5833333333333334,14;2;2;2;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA1_9,24,5,4,1,0.041666666666666664,0.6666666666666666,16;3;2;2;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA2_3,24,13,6,7,0.2916666666666667,0.25,6;3;2;2;2;2;1;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA2_6,24,8,4,4,0.16666666666666666,0.5833333333333334,14;2;2;2;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA2_9,24,7,3,4,0.16666666666666666,0.6666666666666666,16;2;2;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA2_12,24,6,4,2,0.08333333333333333,0.6666666666666666,16;2;2;2;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Hausdorff_3,24,20,3,17,0.7083333333333334,0.125,3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Hausdorff_6,24,12,4,8,0.3333333333333333,0.3333333333333333,8;4;2;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Hausdorff_9,24,9,3,6,0.25,0.375,9;7;2;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Hausdorff_12,24,8,4,4,0.16666666666666666,0.375,9;7;2;2;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA1_6_AND_H6,24,12,4,8,0.3333333333333333,0.3333333333333333,8;4;2;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA1_6_AND_H9,24,9,3,6,0.25,0.4166666666666667,10;6;2;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,OSPA1_6_AND_H12,24,8,4,4,0.16666666666666666,0.4583333333333333,11;5;2;2;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Bottleneck_equal_6,24,12,4,8,0.3333333333333333,0.3333333333333333,8;4;2;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Bottleneck_equal_9,24,9,3,6,0.25,0.375,9;7;2;1;1;1;1;1;1
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,Bottleneck_equal_12,24,8,4,4,0.16666666666666666,0.375,9;7;2;2;1;1;1;1
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,count_only,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA1_3,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA1_6,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA1_9,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA2_3,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA2_6,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA2_9,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA2_12,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Hausdorff_3,5,3,1,2,0.4,0.6,3;1;1
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Hausdorff_6,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Hausdorff_9,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Hausdorff_12,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA1_6_AND_H6,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA1_6_AND_H9,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,OSPA1_6_AND_H12,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Bottleneck_equal_6,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Bottleneck_equal_9,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-11,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,Bottleneck_equal_12,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,count_only,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA1_3,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA1_6,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA1_9,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA2_3,6,2,2,0,0.0,0.6666666666666666,4;2
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA2_6,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA2_9,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA2_12,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Hausdorff_3,6,4,1,3,0.5,0.5,3;1;1;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Hausdorff_6,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Hausdorff_9,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Hausdorff_12,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA1_6_AND_H6,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA1_6_AND_H9,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,OSPA1_6_AND_H12,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Bottleneck_equal_6,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Bottleneck_equal_9,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,Bottleneck_equal_12,6,1,1,0,0.0,1.0,6
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,count_only,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA1_3,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA1_6,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA1_9,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA2_3,4,3,1,2,0.5,0.5,2;1;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA2_6,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA2_9,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA2_12,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Hausdorff_3,4,4,0,4,1.0,0.25,1;1;1;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Hausdorff_9,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Hausdorff_12,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA1_6_AND_H6,4,3,1,2,0.5,0.5,2;1;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA1_6_AND_H9,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,OSPA1_6_AND_H12,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Bottleneck_equal_6,4,3,1,2,0.5,0.5,2;1;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Bottleneck_equal_9,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-12,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,Bottleneck_equal_12,4,2,1,1,0.25,0.75,3;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,count_only,24,8,6,2,0.08333333333333333,0.25,6;5;4;3;2;2;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA1_3,24,21,3,18,0.75,0.08333333333333333,2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA1_6,24,13,5,8,0.3333333333333333,0.20833333333333334,5;4;3;2;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA1_9,24,9,6,3,0.125,0.20833333333333334,5;4;4;4;2;2;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA2_3,24,22,2,20,0.8333333333333334,0.08333333333333333,2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA2_6,24,18,5,13,0.5416666666666666,0.125,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA2_9,24,15,4,11,0.4583333333333333,0.20833333333333334,5;4;2;2;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA2_12,24,11,6,5,0.20833333333333334,0.20833333333333334,5;4;3;3;2;2;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Hausdorff_3,24,22,2,20,0.8333333333333334,0.08333333333333333,2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Hausdorff_6,24,22,2,20,0.8333333333333334,0.08333333333333333,2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Hausdorff_9,24,21,2,19,0.7916666666666666,0.125,3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Hausdorff_12,24,18,4,14,0.5833333333333334,0.16666666666666666,4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA1_6_AND_H6,24,22,2,20,0.8333333333333334,0.08333333333333333,2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA1_6_AND_H9,24,21,2,19,0.7916666666666666,0.125,3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,OSPA1_6_AND_H12,24,19,4,15,0.625,0.125,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Bottleneck_equal_6,24,22,2,20,0.8333333333333334,0.08333333333333333,2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Bottleneck_equal_9,24,21,2,19,0.7916666666666666,0.125,3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-13,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Bottleneck_equal_12,24,19,3,16,0.6666666666666666,0.16666666666666666,4;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,count_only,24,2,2,0,0.0,0.9166666666666666,22;2
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA1_3,24,5,2,3,0.125,0.7916666666666666,19;2;1;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA1_6,24,3,2,1,0.041666666666666664,0.875,21;2;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA1_9,24,2,2,0,0.0,0.9166666666666666,22;2
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA2_3,24,6,3,3,0.125,0.7083333333333334,17;2;2;1;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA2_6,24,3,2,1,0.041666666666666664,0.875,21;2;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA2_9,24,3,2,1,0.041666666666666664,0.875,21;2;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA2_12,24,2,2,0,0.0,0.9166666666666666,22;2
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Hausdorff_3,24,9,2,7,0.2916666666666667,0.5416666666666666,13;4;1;1;1;1;1;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Hausdorff_6,24,4,2,2,0.08333333333333333,0.7916666666666666,19;3;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Hausdorff_9,24,3,2,1,0.041666666666666664,0.8333333333333334,20;3;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Hausdorff_12,24,3,2,1,0.041666666666666664,0.8333333333333334,20;3;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA1_6_AND_H6,24,5,3,2,0.08333333333333333,0.7083333333333334,17;3;2;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA1_6_AND_H9,24,4,3,1,0.041666666666666664,0.75,18;3;2;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,OSPA1_6_AND_H12,24,4,3,1,0.041666666666666664,0.75,18;3;2;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Bottleneck_equal_6,24,5,3,2,0.08333333333333333,0.7083333333333334,17;3;2;1;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Bottleneck_equal_9,24,4,3,1,0.041666666666666664,0.75,18;3;2;1
q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Bottleneck_equal_12,24,4,3,1,0.041666666666666664,0.75,18;3;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,count_only,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA1_3,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA1_6,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA1_9,5,1,1,0,0.0,1.0,5
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA2_3,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA2_6,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA2_9,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA2_12,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Hausdorff_3,5,5,0,5,1.0,0.2,1;1;1;1;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Hausdorff_6,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Hausdorff_9,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Hausdorff_12,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA1_6_AND_H6,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA1_6_AND_H9,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,OSPA1_6_AND_H12,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Bottleneck_equal_6,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Bottleneck_equal_9,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,Bottleneck_equal_12,5,2,1,1,0.2,0.8,4;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,count_only,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA1_3,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA1_6,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA1_9,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA2_3,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA2_6,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA2_9,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,OSPA2_12,5,2,2,0,0.0,0.6,3;2
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,Hausdorff_3,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,Hausdorff_6,5,3,2,1,0.2,0.4,2;2;1
q9vSo1VnCiC-16,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,Hausdorff_9,5,2,2,0,0.0,0.6,3;2
