code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,Bottleneck_equal_6,24,2,2,0,0.0,0.9166666666666666,22;2
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,Bottleneck_equal_9,24,1,1,0,0.0,1.0,24
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,Bottleneck_equal_12,24,1,1,0,0.0,1.0,24
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,count_only,24,7,4,3,0.125,0.5416666666666666,13;4;2;2;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA1_3,24,13,4,9,0.375,0.2916666666666667,7;3;3;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA1_6,24,9,3,6,0.25,0.375,9;5;4;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA1_9,24,5,4,1,0.041666666666666664,0.625,15;4;2;2;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA2_3,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA2_6,24,11,4,7,0.2916666666666667,0.2916666666666667,7;4;4;2;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA2_9,24,10,3,7,0.2916666666666667,0.2916666666666667,7;6;4;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA2_12,24,9,3,6,0.25,0.2916666666666667,7;7;4;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Hausdorff_3,24,22,2,20,0.8333333333333334,0.08333333333333333,2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Hausdorff_6,24,16,5,11,0.4583333333333333,0.20833333333333334,5;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Hausdorff_9,24,14,5,9,0.375,0.20833333333333334,5;4;2;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Hausdorff_12,24,13,4,9,0.375,0.2916666666666667,7;4;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA1_6_AND_H6,24,16,5,11,0.4583333333333333,0.20833333333333334,5;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA1_6_AND_H9,24,14,5,9,0.375,0.20833333333333334,5;4;2;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,OSPA1_6_AND_H12,24,13,4,9,0.375,0.2916666666666667,7;4;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Bottleneck_equal_6,24,16,5,11,0.4583333333333333,0.20833333333333334,5;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Bottleneck_equal_9,24,14,5,9,0.375,0.20833333333333334,5;4;2;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,Bottleneck_equal_12,24,13,4,9,0.375,0.2916666666666667,7;4;2;2;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,count_only,24,6,5,1,0.041666666666666664,0.5416666666666666,13;3;3;2;2;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA1_3,24,14,6,8,0.3333333333333333,0.16666666666666666,4;4;2;2;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA1_6,24,9,6,3,0.125,0.25,6;6;3;2;2;2;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA1_9,24,5,5,0,0.0,0.5416666666666666,13;3;3;3;2
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA2_3,24,14,6,8,0.3333333333333333,0.16666666666666666,4;4;2;2;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA2_6,24,13,5,8,0.3333333333333333,0.25,6;4;2;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA2_9,24,11,5,6,0.25,0.3333333333333333,8;4;2;2;2;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA2_12,24,6,5,1,0.041666666666666664,0.5416666666666666,13;3;3;2;2;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Hausdorff_3,24,19,3,16,0.6666666666666666,0.125,3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Hausdorff_6,24,14,6,8,0.3333333333333333,0.16666666666666666,4;4;2;2;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Hausdorff_9,24,12,5,7,0.2916666666666667,0.16666666666666666,4;4;4;3;2;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Hausdorff_12,24,10,4,6,0.25,0.3333333333333333,8;4;3;3;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA1_6_AND_H6,24,14,6,8,0.3333333333333333,0.16666666666666666,4;4;2;2;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA1_6_AND_H9,24,12,5,7,0.2916666666666667,0.16666666666666666,4;4;4;3;2;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,OSPA1_6_AND_H12,24,12,5,7,0.2916666666666667,0.16666666666666666,4;4;4;3;2;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Bottleneck_equal_6,24,14,6,8,0.3333333333333333,0.16666666666666666,4;4;2;2;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Bottleneck_equal_9,24,13,5,8,0.3333333333333333,0.16666666666666666,4;4;4;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,Bottleneck_equal_12,24,12,4,8,0.3333333333333333,0.3333333333333333,8;4;2;2;1;1;1;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,count_only,24,3,2,1,0.041666666666666664,0.875,21;2;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA1_3,24,9,4,5,0.20833333333333334,0.5,12;3;2;2;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA1_6,24,5,3,2,0.08333333333333333,0.75,18;2;2;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA1_9,24,4,3,1,0.041666666666666664,0.75,18;3;2;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA2_3,24,9,4,5,0.20833333333333334,0.5,12;3;2;2;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA2_6,24,7,3,4,0.16666666666666666,0.6666666666666666,16;2;2;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA2_9,24,6,2,4,0.16666666666666666,0.75,18;2;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA2_12,24,5,3,2,0.08333333333333333,0.75,18;2;2;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Hausdorff_3,24,12,6,6,0.25,0.25,6;4;2;2;2;2;1;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Hausdorff_6,24,8,3,5,0.20833333333333334,0.625,15;2;2;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Hausdorff_9,24,8,3,5,0.20833333333333334,0.625,15;2;2;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,Hausdorff_12,24,6,2,4,0.16666666666666666,0.7083333333333334,17;3;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA1_6_AND_H6,24,8,3,5,0.20833333333333334,0.625,15;2;2;1;1;1;1;1
7y3sRwLe3Va-13,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,OSPA1_6_AND_H9,24,8,3,5,0.20833333333333334,0.625,15;2;2;1;1;1;1;1
