code,image_id,building,condition,id_a,id_b,worker_a,worker_b,n_a,n_b,same_count,ospa1,ospa2,cardinality_floor,hausdorff,directed_a,directed_b,nn_mean,sum_assignment_max,bottleneck,uncovered_a_3,uncovered_b_3,matched_3,one_to_one_unmatched_3,uncovered_a_6,uncovered_b_6,matched_6,one_to_one_unmatched_6,uncovered_a_9,uncovered_b_9,matched_9,one_to_one_unmatched_9,uncovered_a_12,uncovered_b_12,matched_12,one_to_one_unmatched_12
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,bd14297e6f34d6705898,a3e7b70ed81a76c41c0f,W010,W027,8,8,True,3.8707163369109323,4.243623440523816,0.0,6.543726440636107,6.543726440636107,6.543726440636107,3.8707163369109323,6.543726440636107,6.543726440636107,5,5,3,10,1,1,7,2,0,0,8,0,0,0,8,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,bd14297e6f34d6705898,98fc2a900301cecb1f95,W010,W028,8,8,True,2.04204846001296,2.3577158386249795,0.0,3.9433462464342552,3.9433462464342552,3.9433462464342552,2.04204846001296,3.9433462464342552,3.9433462464342552,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,bd14297e6f34d6705898,d5c88ef7632f0c3ce88f,W010,W030,8,12,False,11.519619581655121,17.466478314283247,10.0,19.625905531069893,4.946059349158268,19.625905531069893,4.0280258409281995,4.946059349158268,,3,7,5,10,0,4,8,4,0,2,8,4,0,2,8,4
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,a3e7b70ed81a76c41c0f,98fc2a900301cecb1f95,W027,W028,8,8,True,3.7574555743931066,4.280206495666062,0.0,7.54159178766243,7.54159178766243,7.54159178766243,3.7574555743931066,7.54159178766243,7.54159178766243,4,4,4,8,2,2,6,4,0,0,8,0,0,0,8,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,a3e7b70ed81a76c41c0f,d5c88ef7632f0c3ce88f,W027,W030,8,12,False,12.070453384536087,17.580207415951723,10.0,15.381969795518142,6.787648728700444,15.381969795518142,4.213047988714169,6.787648728700444,,2,6,6,8,2,4,6,8,0,2,8,4,0,2,8,4
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,98fc2a900301cecb1f95,d5c88ef7632f0c3ce88f,W028,W030,8,12,False,10.795175787342629,17.35893835677386,10.0,19.29223712404014,2.8286934995203863,19.29223712404014,3.054598433735789,2.8286934995203863,,0,4,8,4,0,3,8,4,0,2,8,4,0,2,8,4
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,f5958e31992e703a,W001,W002,8,8,True,2.0891861187608214,2.3414572689743074,0.0,3.330390661940607,3.330390661940607,3.330390661940607,2.0891861187608214,3.330390661940607,3.330390661940607,3,3,5,6,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,59650fcf724f11bc,W001,W006,8,8,True,2.728475275605777,2.9938820483606303,0.0,4.086902904095243,4.086902904095243,4.086902904095243,2.728475275605777,4.086902904095243,4.086902904095243,5,5,3,10,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,13d54802362fd649,W001,W008,8,8,True,2.1293882834897953,2.400462843143285,0.0,3.634994364712752,3.634994364712752,3.634994364712752,2.1293882834897953,3.634994364712752,3.634994364712752,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,84b0461c974c6f08,W001,W010,8,8,True,2.455223092839657,2.723806064190805,0.0,4.480602315742335,4.480602315742335,4.480602315742335,2.455223092839657,4.480602315742335,4.480602315742335,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,b36f0dc2bb36d9b6,W001,W011,8,8,True,2.0399327518523735,2.18612484175508,0.0,2.765535524981092,2.765535524981092,2.765535524981092,2.0399327518523735,2.765535524981092,2.765535524981092,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,e43b14b1a0c01b0f,W001,W012,8,8,True,1.979279482610428,2.1391548250230903,0.0,3.129780138296444,3.129780138296444,3.129780138296444,1.979279482610428,3.129780138296444,3.129780138296444,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,a73527487e1ba30e,W001,W013,8,8,True,2.728475275605777,2.9938820483606303,0.0,4.086902904095243,4.086902904095243,4.086902904095243,2.728475275605777,4.086902904095243,4.086902904095243,5,5,3,10,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,9bf982556e9845da,W001,W014,8,8,True,2.728475275605777,2.9938820483606303,0.0,4.086902904095243,4.086902904095243,4.086902904095243,2.728475275605777,4.086902904095243,4.086902904095243,5,5,3,10,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,6c26d77b8fe5e104,W001,W015,8,8,True,2.454993370021235,2.7617759744430344,0.0,4.086902904095243,4.086902904095243,4.086902904095243,2.454993370021235,4.086902904095243,4.086902904095243,4,4,4,8,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,cbfa1db9b3b7ec4d,W001,W017,8,8,True,2.454993370021235,2.7617759744430344,0.0,4.086902904095243,4.086902904095243,4.086902904095243,2.454993370021235,4.086902904095243,4.086902904095243,4,4,4,8,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,b86432f92a43add3,W001,W018,8,8,True,2.0891861187608214,2.3414572689743074,0.0,3.330390661940607,3.330390661940607,3.330390661940607,2.0891861187608214,3.330390661940607,3.330390661940607,3,3,5,6,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,9130e3a10b708f2c,W001,W021,8,8,True,2.0399327518523735,2.18612484175508,0.0,2.765535524981092,2.765535524981092,2.765535524981092,2.0399327518523735,2.765535524981092,2.765535524981092,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,2099f09dd0969482,W001,W027,8,8,True,2.735387422429543,3.062641138013742,0.0,4.306465146790059,4.306465146790059,4.306465146790059,2.735387422429543,4.306465146790059,4.306465146790059,4,4,4,8,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,3040d441f80810e4,W001,W028,8,8,True,2.056220054102081,2.3972707984485497,0.0,3.5394440359627417,3.5394440359627417,3.5394440359627417,2.056220054102081,3.5394440359627417,3.5394440359627417,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,be7a92e1f36d2292,W001,W029,8,8,True,2.1954827061099094,2.3862358738318323,0.0,4.05075083119577,4.05075083119577,4.05075083119577,2.1954827061099094,4.05075083119577,4.05075083119577,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,674ea0b8b27fa7c7,W001,W030,8,8,True,1.3329769839884507,1.6320392808731568,0.0,3.1789955222043007,3.1789955222043007,3.1789955222043007,1.3329769839884507,3.1789955222043007,3.1789955222043007,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,9c964b13299f32cb,W001,W031,8,8,True,2.188416184153871,2.468731948262487,0.0,3.53294675221443,3.53294675221443,3.53294675221443,2.188416184153871,3.53294675221443,3.53294675221443,3,3,5,6,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,6a317a400188cb9b,W001,W032,8,8,True,2.110086857971682,2.2988014779141914,0.0,3.399207054752332,3.399207054752332,3.399207054752332,2.110086857971682,3.399207054752332,3.399207054752332,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,5f9c3715d22ae336,W001,W033,8,8,True,1.7627326640398402,1.9837454854603556,0.0,3.0523922816568114,3.0523922816568114,3.0523922816568114,1.7627326640398402,3.0523922816568114,3.0523922816568114,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,2c487c4855775399,W001,W034,8,8,True,2.5023727016986554,3.0337953381356093,0.0,4.516539927716795,4.516539927716795,4.516539927716795,2.5023727016986554,4.516539927716795,4.516539927716795,4,4,4,8,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,f25bd8df99652c2b,W001,W035,8,8,True,1.692300633351075,1.9406326547304815,0.0,3.7049635799121905,3.7049635799121905,3.7049635799121905,1.692300633351075,3.7049635799121905,3.7049635799121905,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,4bfc0d70b116500c,W001,W036,8,8,True,2.0421016328851715,2.2927366937536124,0.0,3.2844149100601068,3.2844149100601068,3.2844149100601068,2.0421016328851715,3.2844149100601068,3.2844149100601068,3,3,5,6,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9c8a68204bbf22bf,922f49b7c63582f6,W001,W037,8,8,True,2.7539487459161487,3.0352323718368606,0.0,4.709789334902865,4.709789334902865,4.709789334902865,2.7539487459161487,4.709789334902865,4.709789334902865,3,3,5,6,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,59650fcf724f11bc,W002,W006,8,8,True,0.7753688735386317,1.0558490487917047,0.0,2.5559653051457762,2.5559653051457762,2.5559653051457762,0.7753688735386317,2.5559653051457762,2.5559653051457762,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,13d54802362fd649,W002,W008,8,8,True,0.7456761972538101,0.8010985922428747,0.0,1.255788095481278,1.255788095481278,1.255788095481278,0.7456761972538101,1.255788095481278,1.255788095481278,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,84b0461c974c6f08,W002,W010,8,8,True,0.7785390705428542,0.8256070454562945,0.0,1.170014312398371,1.170014312398371,1.170014312398371,0.7785390705428542,1.170014312398371,1.170014312398371,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,b36f0dc2bb36d9b6,W002,W011,8,8,True,0.8671726056024711,0.9179099922518698,0.0,1.3698087285974758,1.3698087285974758,1.3698087285974758,0.8671726056024711,1.3698087285974758,1.3698087285974758,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,e43b14b1a0c01b0f,W002,W012,8,8,True,1.606568102272313,1.7048803771033596,0.0,2.456999139736764,2.456999139736764,2.456999139736764,1.606568102272313,2.456999139736764,2.456999139736764,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,a73527487e1ba30e,W002,W013,8,8,True,0.7753688735386317,1.0558490487917047,0.0,2.5559653051457762,2.5559653051457762,2.5559653051457762,0.7753688735386317,2.5559653051457762,2.5559653051457762,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,9bf982556e9845da,W002,W014,8,8,True,0.7753688735386317,1.0558490487917047,0.0,2.5559653051457762,2.5559653051457762,2.5559653051457762,0.7753688735386317,2.5559653051457762,2.5559653051457762,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,6c26d77b8fe5e104,W002,W015,8,8,True,0.4962830940155729,0.557907746181473,0.0,0.8972292670409907,0.8972292670409907,0.8972292670409907,0.4962830940155729,0.8972292670409907,0.8972292670409907,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,cbfa1db9b3b7ec4d,W002,W017,8,8,True,0.4962830940155729,0.557907746181473,0.0,0.8972292670409907,0.8972292670409907,0.8972292670409907,0.4962830940155729,0.8972292670409907,0.8972292670409907,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,b86432f92a43add3,W002,W018,8,8,True,3.6437069527861514e-07,6.037091348628667e-07,0.0,1.2074182697257333e-06,1.2074182697257333e-06,1.2074182697257333e-06,3.6437069527861514e-07,1.2074182697257333e-06,1.2074182697257333e-06,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,9130e3a10b708f2c,W002,W021,8,8,True,0.8671726056024711,0.9179099922518698,0.0,1.3698087285974758,1.3698087285974758,1.3698087285974758,0.8671726056024711,1.3698087285974758,1.3698087285974758,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,2099f09dd0969482,W002,W027,8,8,True,1.1082590028452908,1.2201468528567871,0.0,1.8729566647179978,1.8729566647179978,1.8729566647179978,1.1082590028452908,1.8729566647179978,1.8729566647179978,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,3040d441f80810e4,W002,W028,8,8,True,0.7685393304798334,0.8424363802223414,0.0,1.36657197786925,1.36657197786925,1.36657197786925,0.7685393304798334,1.36657197786925,1.36657197786925,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,be7a92e1f36d2292,W002,W029,8,8,True,1.7633017694903739,2.2809687104926235,0.0,4.300574638159319,4.300574638159319,4.300574638159319,1.7633017694903739,4.300574638159319,4.300574638159319,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,674ea0b8b27fa7c7,W002,W030,8,8,True,1.3329966535413984,1.483274034043075,0.0,2.0803156697680043,2.0803156697680043,2.0803156697680043,1.3329966535413984,2.0803156697680043,2.0803156697680043,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,9c964b13299f32cb,W002,W031,8,8,True,0.5389672609191297,0.6562107151347438,0.0,1.1943869817069102,1.1943869817069102,1.1943869817069102,0.5389672609191297,1.1943869817069102,1.1943869817069102,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,6a317a400188cb9b,W002,W032,8,8,True,0.4660123606470478,0.497124264798,0.0,0.8462750679843243,0.8462750679843243,0.8462750679843243,0.4660123606470478,0.8462750679843243,0.8462750679843243,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,5f9c3715d22ae336,W002,W033,8,8,True,1.0808413207820287,1.1964410755550687,0.0,2.0324864466913306,2.0324864466913306,2.0324864466913306,1.0808413207820287,2.0324864466913306,2.0324864466913306,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,2c487c4855775399,W002,W034,8,8,True,1.2886031351282368,1.4026668524080284,0.0,2.363592330801162,2.363592330801162,2.363592330801162,1.2886031351282368,2.363592330801162,2.363592330801162,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,f25bd8df99652c2b,W002,W035,8,8,True,1.6340772911944925,1.8573231730307993,0.0,3.024902259369979,3.024902259369979,3.024902259369979,1.6340772911944925,3.024902259369979,3.024902259369979,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,4bfc0d70b116500c,W002,W036,8,8,True,0.808481335532161,1.0895604376242392,0.0,2.118945002852203,2.118945002852203,2.118945002852203,0.808481335532161,2.118945002852203,2.118945002852203,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,f5958e31992e703a,922f49b7c63582f6,W002,W037,8,8,True,1.4487496669141053,1.6511518808684686,0.0,2.408171109262105,2.408171109262105,2.408171109262105,1.4487496669141053,2.408171109262105,2.408171109262105,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,59650fcf724f11bc,13d54802362fd649,W006,W008,8,8,True,1.0530662475501935,1.1456916766231573,0.0,1.6209812561950108,1.6209812561950108,1.6209812561950108,1.0530662475501935,1.6209812561950108,1.6209812561950108,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,59650fcf724f11bc,84b0461c974c6f08,W006,W010,8,8,True,1.0277601513336379,1.177379088180412,0.0,2.4275901702358325,2.4275901702358325,2.4275901702358325,1.0277601513336379,2.4275901702358325,2.4275901702358325,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,59650fcf724f11bc,b36f0dc2bb36d9b6,W006,W011,8,8,True,1.1968799297917534,1.2475272062716039,0.0,1.7397959544589887,1.7397959544589887,1.7397959544589887,1.1968799297917534,1.7397959544589887,1.7397959544589887,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,59650fcf724f11bc,e43b14b1a0c01b0f,W006,W012,8,8,True,1.7565653334831506,1.9570106686307112,0.0,3.2933387356987716,3.2933387356987716,3.2933387356987716,1.7565653334831506,3.2933387356987716,3.2933387356987716,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,59650fcf724f11bc,a73527487e1ba30e,W006,W013,8,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,59650fcf724f11bc,9bf982556e9845da,W006,W014,8,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
