condition,family,contrast,method,image_id,building,actual_delta,predicted_delta,abs_delta_error
manual,coannotation,AAB minus AA,context,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,-0.03333333333333334,0.0012966866651943133,0.03594428494936756
manual,coannotation,AAB minus AA,context,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,-0.00031493917793199187,0.0008957130972533491
manual,coannotation,AAB minus AA,context,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,-1.3877787807814457e-17,0.008543947424825477,0.17521061409149213
manual,coannotation,AAB minus AA,context,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,-0.07843137254901965,-8.408723867194562e-05,0.3138581807931589
manual,coannotation,AAB minus AA,context,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.04545454545454545,0.011655754961142987,0.08927638482895112
manual,coannotation,AAB minus AA,context,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.4444444444444444,-0.0005840786515753973,0.4459913735120576
manual,coannotation,AAB minus AA,context,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.18181818181818182,-0.0011125382103878674,0.1831218289560218
manual,coannotation,AAB minus AA,context,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.4242424242424242,0.00021977366646193754,0.42473076212392935
manual,coannotation,AAB minus AA,context,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.0,0.0012175349663090201,0.0035314100315294063
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.03703703703703703,-0.001064064979265447,0.11774604254609818
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.037037037037037035,-0.00029749916170163093,0.037334536198738666
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,-0.00018877401944831934,0.0017346369576371327
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,0.19047619047619047,-0.0023617794833899713,0.1929980599210698
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.3030303030303031,0.003701217214831944,0.3067789637218329
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.09090909090909091,0.0014766874268099528,0.09257271824862806
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.16666666666666666,0.00030093772866555496,0.27834213390222934
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,0.12499999999999999,-0.00290393855630746,0.21117149057507886
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.2222222222222222,0.0,0.2222222222222222
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.23809523809523808,-0.00034607262154346833,0.3347022693087229
manual,coannotation,AAB minus AA,context,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,0.09090909090909091,0.002354425842561543,0.09278349476469251
manual,coannotation,AAB minus AA,context,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,AAB minus AA,context,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,0.16666666666666666,-0.006698592744408749,0.24242910009787874
manual,coannotation,AAB minus AA,context,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,-0.03333333333333335,0.002977362716602977,0.1694845583806239
manual,coannotation,AAB minus AA,context,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.2424242424242424,0.0007271066153156748,0.24215067293098344
manual,coannotation,AAB minus AA,context,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.1111111111111111,-0.014006917415692488,0.1941049180274771
manual,coannotation,AAB minus AA,context,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.1515151515151515,0.0012854250818235093,0.3386256711152185
manual,coannotation,AAB minus AA,context,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,0.06666666666666665,0.0029256589752170324,0.20133815843923936
manual,coannotation,AAB minus AA,context,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,3.748185091636292e-05,0.0002905800003484849
manual,coannotation,AAB minus AA,context,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.3,0.004067036890924513,0.36930661852130986
manual,coannotation,AAB minus AA,context,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.3333333333333333,0.002936174346076126,0.33110052990686895
manual,coannotation,AAB minus AA,context,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,-0.0023299425539277593,0.0023299425539277593
manual,coannotation,AAB minus AA,continuous,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,AAB minus AA,continuous,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.04166666666666665,0.005844794933309798,0.20774391058972794
manual,coannotation,AAB minus AA,continuous,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,0.2857142857142857,0.00341785235164131,0.28539160321060036
manual,coannotation,AAB minus AA,continuous,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.033333333333333326,9.490338489009931e-05,0.10347869425702654
manual,coannotation,AAB minus AA,continuous,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,-0.15151515151515155,-0.000933223338997606,0.15650389323433983
manual,coannotation,AAB minus AA,continuous,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,0.0,0.0,0.0
manual,coannotation,AAB minus AA,continuous,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,-0.0004975768242727204,0.0047399768477749205
manual,coannotation,AAB minus AA,continuous,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,0.004888595213327673,0.3043606791211519
manual,coannotation,AAB minus AA,continuous,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.14814814814814814,0.0058883511699906405,0.15447506905579822
manual,coannotation,AAB minus AA,continuous,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,0.041666666666666644,0.012254343142991946,0.30380638018679595
manual,coannotation,AAB minus AA,continuous,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,0.0303030303030303,0.0,0.0303030303030303
manual,coannotation,AAB minus AA,continuous,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,0.16666666666666666,0.011275444227596729,0.16838393750035374
manual,coannotation,AAB minus AA,continuous,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-2.4671622769447922e-17,0.012134010373556707,0.2965381325521506
manual,coannotation,AAB minus AA,continuous,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,-0.060606060606060615,0.004774182392894056,0.06543026005006457
manual,coannotation,AAB minus AA,continuous,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,AAB minus AA,continuous,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,-0.03333333333333334,0.003829190997378118,0.03727836128725295
manual,coannotation,AAB minus AA,continuous,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,-0.0009201831028638043,0.0025829524542238217
manual,coannotation,AAB minus AA,continuous,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,-1.3877787807814457e-17,0.01295393280526333,0.17962059947193
manual,coannotation,AAB minus AA,continuous,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,-0.07843137254901965,3.9669946361881366e-05,0.3125998367564637
manual,coannotation,AAB minus AA,continuous,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.04545454545454545,0.0074769166012186306,0.08640920785930134
manual,coannotation,AAB minus AA,continuous,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.4444444444444444,-0.0016291412399448261,0.4478921960836188
manual,coannotation,AAB minus AA,continuous,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.18181818181818182,-0.001093185277526685,0.1829113670957085
manual,coannotation,AAB minus AA,continuous,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.4242424242424242,0.0005145375105283108,0.424977147893475
manual,coannotation,AAB minus AA,continuous,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.0,0.001640054507994485,0.0052019567316030435
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.03703703703703703,-0.0006901344943337742,0.11993767936123047
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.037037037037037035,-0.0012904573617555802,0.038327494398792614
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,0.001795821322442674,0.0021666527136834164
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,0.19047619047619047,-0.00100062688430599,0.19364556257990323
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.3030303030303031,0.0060838090078802224,0.30943022405051207
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.09090909090909091,0.004120555314089502,0.09697080080148397
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.16666666666666666,-0.0006785690274067798,0.2785760859835462
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,0.12499999999999999,-0.001954535525054292,0.21037244647503592
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.2222222222222222,0.0,0.2222222222222222
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.23809523809523808,0.008809843714569004,0.33437921455040953
manual,coannotation,AAB minus AA,continuous,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,0.09090909090909091,0.008804604629326489,0.09712813361311284
manual,coannotation,AAB minus AA,continuous,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,AAB minus AA,continuous,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,0.16666666666666666,-0.0046873395815666356,0.23846930648070702
manual,coannotation,AAB minus AA,continuous,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,-0.03333333333333335,-0.0020362013279440427,0.1691903489256702
manual,coannotation,AAB minus AA,continuous,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.2424242424242424,4.146846994809464e-05,0.24240365493087587
manual,coannotation,AAB minus AA,continuous,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.1111111111111111,-0.013115703617297046,0.1945088122553938
manual,coannotation,AAB minus AA,continuous,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.1515151515151515,0.0012577490988453408,0.3427612062466902
manual,coannotation,AAB minus AA,continuous,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,0.06666666666666665,0.008151183711489002,0.19798292689280017
manual,coannotation,AAB minus AA,continuous,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,-0.001358604428788326,0.001358604428788326
manual,coannotation,AAB minus AA,continuous,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.3,0.009035744079922404,0.36883851399314027
manual,coannotation,AAB minus AA,continuous,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.3333333333333333,0.008412947888473599,0.3267654744338774
manual,coannotation,AAB minus AA,continuous,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,-0.005311370049079854,0.005311370049079854
manual,coannotation,AAB minus AA,equal,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.04166666666666665,0.0,0.20833333333333334
manual,coannotation,AAB minus AA,equal,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,0.2857142857142857,0.0,0.2857142857142857
manual,coannotation,AAB minus AA,equal,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.033333333333333326,0.0,0.1
manual,coannotation,AAB minus AA,equal,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,-0.15151515151515155,0.0,0.15151515151515155
manual,coannotation,AAB minus AA,equal,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,0.0,0.3
manual,coannotation,AAB minus AA,equal,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.14814814814814814,0.0,0.14814814814814814
manual,coannotation,AAB minus AA,equal,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,0.041666666666666644,0.0,0.2916666666666667
manual,coannotation,AAB minus AA,equal,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,0.0303030303030303,0.0,0.0303030303030303
manual,coannotation,AAB minus AA,equal,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,AAB minus AA,equal,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-2.4671622769447922e-17,0.0,0.29629629629629634
manual,coannotation,AAB minus AA,equal,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,-0.060606060606060615,0.0,0.060606060606060615
manual,coannotation,AAB minus AA,equal,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,-0.03333333333333334,0.0,0.03333333333333334
manual,coannotation,AAB minus AA,equal,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,-1.3877787807814457e-17,0.0,0.16666666666666669
manual,coannotation,AAB minus AA,equal,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,-0.07843137254901965,0.0,0.3137254901960785
manual,coannotation,AAB minus AA,equal,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.04545454545454545,0.0,0.07575757575757575
manual,coannotation,AAB minus AA,equal,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.4444444444444444,0.0,0.4444444444444444
manual,coannotation,AAB minus AA,equal,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.18181818181818182,0.0,0.18181818181818182
manual,coannotation,AAB minus AA,equal,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.4242424242424242,0.0,0.4242424242424242
manual,coannotation,AAB minus AA,equal,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.03703703703703703,0.0,0.1111111111111111
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.037037037037037035,0.0,0.037037037037037035
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,0.19047619047619047,0.0,0.19047619047619047
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.3030303030303031,0.0,0.3030303030303031
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.09090909090909091,0.0,0.09090909090909091
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.16666666666666666,0.0,0.27777777777777773
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,0.12499999999999999,0.0,0.20833333333333331
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.2222222222222222,0.0,0.2222222222222222
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.23809523809523808,0.0,0.3333333333333333
manual,coannotation,AAB minus AA,equal,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,0.09090909090909091,0.0,0.09090909090909091
manual,coannotation,AAB minus AA,equal,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,0.16666666666666666,0.0,0.2333333333333333
manual,coannotation,AAB minus AA,equal,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,-0.03333333333333335,0.0,0.16666666666666669
manual,coannotation,AAB minus AA,equal,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.2424242424242424,0.0,0.2424242424242424
manual,coannotation,AAB minus AA,equal,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.1111111111111111,0.0,0.18518518518518517
manual,coannotation,AAB minus AA,equal,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.1515151515151515,0.0,0.3333333333333333
manual,coannotation,AAB minus AA,equal,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,0.06666666666666665,0.0,0.2
manual,coannotation,AAB minus AA,equal,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,0.0,0.0
manual,coannotation,AAB minus AA,equal,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.3,0.0,0.36666666666666664
manual,coannotation,AAB minus AA,equal,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.3333333333333333,0.0,0.3333333333333333
manual,coannotation,AAB minus AA,equal,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,0.0,0.0
manual,coannotation,AAB minus AA,type4,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,AAB minus AA,type4,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.04166666666666665,0.010617603550295868,0.2189509368836292
manual,coannotation,AAB minus AA,type4,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,0.2857142857142857,0.006067202028740496,0.2796470836855452
manual,coannotation,AAB minus AA,type4,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.033333333333333326,0.002429999999999999,0.09757
manual,coannotation,AAB minus AA,type4,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,-0.15151515151515155,-0.0062937062937062915,0.1578088578088578
manual,coannotation,AAB minus AA,type4,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,0.0,0.0,0.0
manual,coannotation,AAB minus AA,type4,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,-0.0011861215707369421,0.0011861215707369421
manual,coannotation,AAB minus AA,type4,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,0.009359999999999997,0.30935999999999997
manual,coannotation,AAB minus AA,type4,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.14814814814814814,0.02142781065088757,0.1695759587990357
manual,coannotation,AAB minus AA,type4,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,0.041666666666666644,0.028424556213017732,0.31290187376725836
manual,coannotation,AAB minus AA,type4,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,0.0303030303030303,0.0,0.0303030303030303
manual,coannotation,AAB minus AA,type4,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,0.16666666666666666,0.03724482248520705,0.18267628205128197
manual,coannotation,AAB minus AA,type4,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-2.4671622769447922e-17,0.003950295857988179,0.30314600043830814
manual,coannotation,AAB minus AA,type4,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,-0.060606060606060615,0.007721893491124268,0.06832795409718488
manual,coannotation,AAB minus AA,type4,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,AAB minus AA,type4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,-0.03333333333333334,0.003008875739644967,0.03895167652859958
manual,coannotation,AAB minus AA,type4,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,-0.003047337278106515,0.003047337278106515
manual,coannotation,AAB minus AA,type4,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,-1.3877787807814457e-17,0.02973128698224852,0.19639795364891519
manual,coannotation,AAB minus AA,type4,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,-0.07843137254901965,-0.0005951966585450719,0.31635688594964617
manual,coannotation,AAB minus AA,type4,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.04545454545454545,0.005301237224314147,0.07045633853326161
