variant,replicate,features,k,ari,n_workers
all_calculation_valid,9,geometry_and_time,4,-0.01676426685038466,22
all_calculation_valid,10,geometry_only,2,0.11444465279079942,23
all_calculation_valid,10,geometry_only,3,0.05006257822277847,23
all_calculation_valid,10,geometry_only,4,0.0377892862922803,23
all_calculation_valid,10,geometry_and_time,2,0.040498442367601244,22
all_calculation_valid,10,geometry_and_time,3,-0.03188539741219963,22
all_calculation_valid,10,geometry_and_time,4,0.11451398135818908,22
all_calculation_valid,11,geometry_only,2,0.006172839506172839,23
all_calculation_valid,11,geometry_only,3,0.14767961498796836,23
all_calculation_valid,11,geometry_only,4,0.09919155531353412,23
all_calculation_valid,11,geometry_and_time,2,0.37341772151898733,22
all_calculation_valid,11,geometry_and_time,3,0.09345930232558139,22
all_calculation_valid,11,geometry_and_time,4,-0.0032,22
all_calculation_valid,12,geometry_only,2,0.007962840079628402,23
all_calculation_valid,12,geometry_only,3,0.21828426026899309,23
all_calculation_valid,12,geometry_only,4,0.04966996097881186,23
all_calculation_valid,12,geometry_and_time,2,0.4988009592326139,22
all_calculation_valid,12,geometry_and_time,3,0.1813953488372093,22
all_calculation_valid,12,geometry_and_time,4,0.12755519215044972,22
all_calculation_valid,13,geometry_only,2,0.0031894934333958724,23
all_calculation_valid,13,geometry_only,3,0.011431523880259632,23
all_calculation_valid,13,geometry_only,4,0.023298340670504573,23
all_calculation_valid,13,geometry_and_time,2,-0.0639488409272582,22
all_calculation_valid,13,geometry_and_time,3,0.2518460940536339,22
all_calculation_valid,13,geometry_and_time,4,0.27149321266968324,22
all_calculation_valid,14,geometry_only,2,0.17678958785249457,23
all_calculation_valid,14,geometry_only,3,0.15326389540521096,23
all_calculation_valid,14,geometry_only,4,0.1441897017118256,23
all_calculation_valid,14,geometry_and_time,2,-0.10770933234968647,22
all_calculation_valid,14,geometry_and_time,3,0.11868624035829808,22
all_calculation_valid,14,geometry_and_time,4,0.1681159420289855,22
all_calculation_valid,15,geometry_only,2,-0.04017940571855728,23
all_calculation_valid,15,geometry_only,3,0.028365449400350358,23
all_calculation_valid,15,geometry_only,4,0.019230769230769232,23
all_calculation_valid,15,geometry_and_time,2,0.029411764705882353,22
all_calculation_valid,15,geometry_and_time,3,0.10562491843215731,22
all_calculation_valid,15,geometry_and_time,4,0.10306313216049087,22
all_calculation_valid,16,geometry_only,2,0.0023784189772798397,23
all_calculation_valid,16,geometry_only,3,0.09524100620472538,23
all_calculation_valid,16,geometry_only,4,0.10691738510623855,23
all_calculation_valid,16,geometry_and_time,2,-0.039603960396039604,22
all_calculation_valid,16,geometry_and_time,3,0.029411764705882353,22
all_calculation_valid,16,geometry_and_time,4,0.09845662586482172,22
all_calculation_valid,17,geometry_only,2,-0.04427767354596623,23
all_calculation_valid,17,geometry_only,3,0.00513979626590705,23
all_calculation_valid,17,geometry_only,4,0.0011649731408970294,23
all_calculation_valid,17,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,17,geometry_and_time,3,-0.04356814701378254,22
all_calculation_valid,17,geometry_and_time,4,0.07410706332947359,22
all_calculation_valid,18,geometry_only,2,-0.04783599088838269,23
all_calculation_valid,18,geometry_only,3,-0.003686002561459407,23
all_calculation_valid,18,geometry_only,4,0.045283018867924525,23
all_calculation_valid,18,geometry_and_time,2,0.3787539220080681,22
all_calculation_valid,18,geometry_and_time,3,0.16110338433008808,22
all_calculation_valid,18,geometry_and_time,4,0.12291901364376016,22
all_calculation_valid,19,geometry_only,2,-0.025377229080932786,23
all_calculation_valid,19,geometry_only,3,0.13118679310670742,23
all_calculation_valid,19,geometry_only,4,0.16138212743161348,23
all_calculation_valid,19,geometry_and_time,2,0.033617212012550426,22
all_calculation_valid,19,geometry_and_time,3,0.0706605222734255,22
all_calculation_valid,19,geometry_and_time,4,-0.01724770642201835,22
all_calculation_valid,20,geometry_only,2,0.0023784189772798397,23
all_calculation_valid,20,geometry_only,3,-0.00148864905098623,23
all_calculation_valid,20,geometry_only,4,0.03158794455386674,23
all_calculation_valid,20,geometry_and_time,2,0.26369670379120264,22
all_calculation_valid,20,geometry_and_time,3,0.23647007287642866,22
all_calculation_valid,20,geometry_and_time,4,0.1825420230020643,22
all_calculation_valid,21,geometry_only,2,-0.034764826175869123,23
all_calculation_valid,21,geometry_only,3,-0.0395908940943583,23
all_calculation_valid,21,geometry_only,4,0.1843464750436978,23
all_calculation_valid,21,geometry_and_time,2,-0.03773584905660377,22
all_calculation_valid,21,geometry_and_time,3,0.1708400991368259,22
all_calculation_valid,21,geometry_and_time,4,0.21902102013817434,22
all_calculation_valid,22,geometry_only,2,0.00350109409190372,23
all_calculation_valid,22,geometry_only,3,0.007778822156678443,23
all_calculation_valid,22,geometry_only,4,0.08934187095063086,23
all_calculation_valid,22,geometry_and_time,2,-0.011527377521613832,22
all_calculation_valid,22,geometry_and_time,3,0.030097692787362296,22
all_calculation_valid,22,geometry_and_time,4,0.18311291963377416,22
all_calculation_valid,23,geometry_only,2,-0.020161290322580645,23
all_calculation_valid,23,geometry_only,3,0.15853658536585366,23
all_calculation_valid,23,geometry_only,4,0.08590927338418305,23
all_calculation_valid,23,geometry_and_time,2,0.16869095816464239,22
all_calculation_valid,23,geometry_and_time,3,0.09724137931034482,22
all_calculation_valid,23,geometry_and_time,4,0.18518518518518517,22
all_calculation_valid,24,geometry_only,2,-0.04020100502512563,23
all_calculation_valid,24,geometry_only,3,0.0045590806894828875,23
all_calculation_valid,24,geometry_only,4,0.03259883344134802,23
all_calculation_valid,24,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,24,geometry_and_time,3,-0.005267979844251031,22
all_calculation_valid,24,geometry_and_time,4,0.04018081366147665,22
all_calculation_valid,25,geometry_only,2,0.02620967741935484,23
all_calculation_valid,25,geometry_only,3,0.12667447825949266,23
all_calculation_valid,25,geometry_only,4,0.19787009186245022,23
all_calculation_valid,25,geometry_and_time,2,0.040498442367601244,22
all_calculation_valid,25,geometry_and_time,3,0.01756320390643459,22
all_calculation_valid,25,geometry_and_time,4,0.15992167101827676,22
all_calculation_valid,26,geometry_only,2,0.11477663230240549,23
all_calculation_valid,26,geometry_only,3,0.0570986569158287,23
all_calculation_valid,26,geometry_only,4,0.12346456692913386,23
all_calculation_valid,26,geometry_and_time,2,-0.06944444444444445,22
all_calculation_valid,26,geometry_and_time,3,0.058888888888888886,22
all_calculation_valid,26,geometry_and_time,4,0.07214854111405836,22
all_calculation_valid,27,geometry_only,2,0.01823221435170927,23
all_calculation_valid,27,geometry_only,3,0.19406218144750254,23
all_calculation_valid,27,geometry_only,4,0.1843642957888374,23
all_calculation_valid,27,geometry_and_time,2,-0.04251986125097908,22
all_calculation_valid,27,geometry_and_time,3,-0.06459278461870814,22
all_calculation_valid,27,geometry_and_time,4,-0.05150214592274678,22
all_calculation_valid,28,geometry_only,2,0.0071014763595589605,23
all_calculation_valid,28,geometry_only,3,0.16733350542075373,23
all_calculation_valid,28,geometry_only,4,0.14075471698113207,23
all_calculation_valid,28,geometry_and_time,2,-0.04956629491945477,22
all_calculation_valid,28,geometry_and_time,3,0.1421955188384028,22
all_calculation_valid,28,geometry_and_time,4,0.17404129793510326,22
all_calculation_valid,29,geometry_only,2,0.04827586206896552,23
all_calculation_valid,29,geometry_only,3,0.050043087529237966,23
all_calculation_valid,29,geometry_only,4,0.017718480869687987,23
all_calculation_valid,29,geometry_and_time,2,-0.011527377521613832,22
all_calculation_valid,29,geometry_and_time,3,0.019480027287197756,22
all_calculation_valid,29,geometry_and_time,4,0.10607356715141146,22
all_calculation_valid,30,geometry_only,2,0.0503003003003003,23
all_calculation_valid,30,geometry_only,3,-0.013806108361113918,23
all_calculation_valid,30,geometry_only,4,-0.060429347231840215,23
all_calculation_valid,30,geometry_and_time,2,-0.06451612903225806,22
all_calculation_valid,30,geometry_and_time,3,0.046227331606217614,22
all_calculation_valid,30,geometry_and_time,4,0.04854368932038835,22
all_calculation_valid,31,geometry_only,2,-0.0190865712338105,23
all_calculation_valid,31,geometry_only,3,0.06630581867388363,23
all_calculation_valid,31,geometry_only,4,0.055766884375224285,23
all_calculation_valid,31,geometry_and_time,2,-0.0639488409272582,22
all_calculation_valid,31,geometry_and_time,3,0.04293785310734463,22
all_calculation_valid,31,geometry_and_time,4,0.09973753280839895,22
all_calculation_valid,32,geometry_only,2,0.04887218045112782,23
all_calculation_valid,32,geometry_only,3,-0.03717728055077452,23
all_calculation_valid,32,geometry_only,4,0.16062469655284026,23
all_calculation_valid,32,geometry_and_time,2,0.08839779005524862,22
all_calculation_valid,32,geometry_and_time,3,0.01414225941422594,22
all_calculation_valid,32,geometry_and_time,4,0.08963431399505087,22
all_calculation_valid,33,geometry_only,2,-0.044735030970406056,23
all_calculation_valid,33,geometry_only,3,0.03401033144030545,23
all_calculation_valid,33,geometry_only,4,0.05396290050590219,23
all_calculation_valid,33,geometry_and_time,2,0.034482758620689655,22
all_calculation_valid,33,geometry_and_time,3,0.06847173072175129,22
all_calculation_valid,33,geometry_and_time,4,0.038232528987778125,22
all_calculation_valid,34,geometry_only,2,0.051368578927634044,23
all_calculation_valid,34,geometry_only,3,0.10476431189182359,23
all_calculation_valid,34,geometry_only,4,0.09478041251578505,23
all_calculation_valid,34,geometry_and_time,2,0.5075732076741838,22
all_calculation_valid,34,geometry_and_time,3,0.3200282585658778,22
all_calculation_valid,34,geometry_and_time,4,0.24425312096427035,22
all_calculation_valid,35,geometry_only,2,-0.00194870505406085,23
all_calculation_valid,35,geometry_only,3,-0.0233780297480651,23
all_calculation_valid,35,geometry_only,4,0.006794504001207912,23
all_calculation_valid,35,geometry_and_time,2,-0.04054054054054054,22
all_calculation_valid,35,geometry_and_time,3,0.07782493591629197,22
all_calculation_valid,35,geometry_and_time,4,0.09815950920245399,22
all_calculation_valid,36,geometry_only,2,-0.024419111692518532,23
all_calculation_valid,36,geometry_only,3,-0.011931394481730051,23
all_calculation_valid,36,geometry_only,4,-0.020489023737283597,23
all_calculation_valid,36,geometry_and_time,2,-0.039603960396039604,22
all_calculation_valid,36,geometry_and_time,3,-0.006735340729001585,22
all_calculation_valid,36,geometry_and_time,4,0.09402415109918465,22
all_calculation_valid,37,geometry_only,2,-0.03799785394180395,23
all_calculation_valid,37,geometry_only,3,-0.02127859310949088,23
all_calculation_valid,37,geometry_only,4,0.0436532130228021,23
all_calculation_valid,37,geometry_and_time,2,0.1619047619047619,22
all_calculation_valid,37,geometry_and_time,3,0.22111801242236026,22
all_calculation_valid,37,geometry_and_time,4,0.10974082281530012,22
all_calculation_valid,38,geometry_only,2,0.05065666041275797,23
all_calculation_valid,38,geometry_only,3,-0.02366461527999728,23
all_calculation_valid,38,geometry_only,4,0.1395919012970579,23
all_calculation_valid,38,geometry_and_time,2,0.1669421487603306,22
all_calculation_valid,38,geometry_and_time,3,-0.007571393300962884,22
all_calculation_valid,38,geometry_and_time,4,0.076171875,22
all_calculation_valid,39,geometry_only,2,0.0503003003003003,23
all_calculation_valid,39,geometry_only,3,0.16783990655067474,23
all_calculation_valid,39,geometry_only,4,0.20530423237589457,23
all_calculation_valid,39,geometry_and_time,2,0.3806970509383378,22
all_calculation_valid,39,geometry_and_time,3,0.2986213687838503,22
all_calculation_valid,39,geometry_and_time,4,0.282576405455282,22
all_calculation_valid,40,geometry_only,2,0.0027529249827942187,23
all_calculation_valid,40,geometry_only,3,0.1878412813978886,23
all_calculation_valid,40,geometry_only,4,0.1278227524499361,23
all_calculation_valid,40,geometry_and_time,2,-0.008056394763343404,22
all_calculation_valid,40,geometry_and_time,3,0.03330771201639764,22
all_calculation_valid,40,geometry_and_time,4,0.012730744748567792,22
all_calculation_valid,41,geometry_only,2,0.051368578927634044,23
all_calculation_valid,41,geometry_only,3,0.053585701953512165,23
all_calculation_valid,41,geometry_only,4,0.13196576257719672,23
all_calculation_valid,41,geometry_and_time,2,0.1001669449081803,22
all_calculation_valid,41,geometry_and_time,3,0.08553908251183731,22
all_calculation_valid,41,geometry_and_time,4,0.1231079717457114,22
all_calculation_valid,42,geometry_only,2,0.5257435641089727,23
all_calculation_valid,42,geometry_only,3,0.2091889893456122,23
all_calculation_valid,42,geometry_only,4,0.2700519330640508,23
all_calculation_valid,42,geometry_and_time,2,-0.03773584905660377,22
all_calculation_valid,42,geometry_and_time,3,0.19431020716897088,22
all_calculation_valid,42,geometry_and_time,4,0.22613065326633167,22
all_calculation_valid,43,geometry_only,2,0.01483404413128129,23
all_calculation_valid,43,geometry_only,3,0.18297487567008977,23
all_calculation_valid,43,geometry_only,4,0.12019957665557908,23
all_calculation_valid,43,geometry_and_time,2,0.031446540880503145,22
all_calculation_valid,43,geometry_and_time,3,0.17881944444444445,22
all_calculation_valid,43,geometry_and_time,4,0.35486486486486485,22
all_calculation_valid,44,geometry_only,2,-0.04020100502512563,23
all_calculation_valid,44,geometry_only,3,0.018896959251508062,23
all_calculation_valid,44,geometry_only,4,0.005352010307575407,23
all_calculation_valid,44,geometry_and_time,2,-0.028037383177570093,22
all_calculation_valid,44,geometry_and_time,3,0.0937153009105041,22
all_calculation_valid,44,geometry_and_time,4,0.015726681127982648,22
all_calculation_valid,45,geometry_only,2,0.003750234389649353,23
all_calculation_valid,45,geometry_only,3,-0.013266583229036295,23
all_calculation_valid,45,geometry_only,4,0.04650789832411194,23
all_calculation_valid,45,geometry_and_time,2,0.16869095816464239,22
all_calculation_valid,45,geometry_and_time,3,0.021487985212569317,22
all_calculation_valid,45,geometry_and_time,4,0.027286508337544216,22
all_calculation_valid,46,geometry_only,2,0.008891928864569083,23
all_calculation_valid,46,geometry_only,3,0.15279455932612973,23
all_calculation_valid,46,geometry_only,4,0.08591733830944535,23
all_calculation_valid,46,geometry_and_time,2,0.006615944426066821,22
all_calculation_valid,46,geometry_and_time,3,0.013388090349075975,22
all_calculation_valid,46,geometry_and_time,4,0.07482250136537412,22
all_calculation_valid,47,geometry_only,2,0.041848134822950196,23
all_calculation_valid,47,geometry_only,3,-0.0050674090525196286,23
all_calculation_valid,47,geometry_only,4,0.06739463068576992,23
all_calculation_valid,47,geometry_and_time,2,0.07673860911270983,22
all_calculation_valid,47,geometry_and_time,3,0.06541459051999489,22
all_calculation_valid,47,geometry_and_time,4,-0.0033783783783783786,22
all_calculation_valid,48,geometry_only,2,-0.018661724292196587,23
all_calculation_valid,48,geometry_only,3,-0.055119204837700705,23
all_calculation_valid,48,geometry_only,4,-0.008410428931875526,23
all_calculation_valid,48,geometry_and_time,2,-0.02877697841726619,22
all_calculation_valid,48,geometry_and_time,3,0.07828585108929854,22
all_calculation_valid,48,geometry_and_time,4,0.03792444509775099,22
all_calculation_valid,49,geometry_only,2,0.19351209450590662,23
all_calculation_valid,49,geometry_only,3,0.26391365556076957,23
all_calculation_valid,49,geometry_only,4,0.06930105612910882,23
all_calculation_valid,49,geometry_and_time,2,0.034482758620689655,22
all_calculation_valid,49,geometry_and_time,3,0.12925113084268722,22
all_calculation_valid,49,geometry_and_time,4,0.13876511775938893,22
all_calculation_valid,50,geometry_only,2,0.11659807956104253,23
all_calculation_valid,50,geometry_only,3,0.24822495386443966,23
all_calculation_valid,50,geometry_only,4,0.10057769219374907,23
all_calculation_valid,50,geometry_and_time,2,-0.009411764705882352,22
all_calculation_valid,50,geometry_and_time,3,0.04581299286518964,22
all_calculation_valid,50,geometry_and_time,4,0.04009315493858167,22
all_calculation_valid,51,geometry_only,2,-0.04020100502512563,23
all_calculation_valid,51,geometry_only,3,0.008427876823338737,23
all_calculation_valid,51,geometry_only,4,0.03417834774828512,23
all_calculation_valid,51,geometry_and_time,2,-0.02115842369743454,22
all_calculation_valid,51,geometry_and_time,3,0.18280396831500423,22
all_calculation_valid,51,geometry_and_time,4,0.10945357023131076,22
all_calculation_valid,52,geometry_only,2,0.04940822844260755,23
all_calculation_valid,52,geometry_only,3,0.2144350801596857,23
all_calculation_valid,52,geometry_only,4,0.2012768345727515,23
all_calculation_valid,52,geometry_and_time,2,0.09289801413665433,22
all_calculation_valid,52,geometry_and_time,3,0.24605460200437737,22
all_calculation_valid,52,geometry_and_time,4,0.18316831683168316,22
all_calculation_valid,53,geometry_only,2,0.2544204322200393,23
all_calculation_valid,53,geometry_only,3,0.17842043992402426,23
all_calculation_valid,53,geometry_only,4,0.01035651752784711,23
all_calculation_valid,53,geometry_and_time,2,-0.01349983125210935,22
all_calculation_valid,53,geometry_and_time,3,0.03672673017330426,22
all_calculation_valid,53,geometry_and_time,4,-0.03187250996015936,22
all_calculation_valid,54,geometry_only,2,0.04940822844260755,23
all_calculation_valid,54,geometry_only,3,0.27037938990002564,23
all_calculation_valid,54,geometry_only,4,0.20853181656594383,23
all_calculation_valid,54,geometry_and_time,2,0.09815950920245399,22
all_calculation_valid,54,geometry_and_time,3,0.08036825080865886,22
all_calculation_valid,54,geometry_and_time,4,0.08059701492537313,22
all_calculation_valid,55,geometry_only,2,0.0945229117402697,23
all_calculation_valid,55,geometry_only,3,0.046698375440113654,23
all_calculation_valid,55,geometry_only,4,0.16616565861432037,23
all_calculation_valid,55,geometry_and_time,2,-0.03991596638655462,22
all_calculation_valid,55,geometry_and_time,3,-0.05379583405061112,22
all_calculation_valid,55,geometry_and_time,4,-0.046037735849056606,22
all_calculation_valid,56,geometry_only,2,0.04887218045112782,23
all_calculation_valid,56,geometry_only,3,0.18552898890451633,23
all_calculation_valid,56,geometry_only,4,0.06930105612910882,23
all_calculation_valid,56,geometry_and_time,2,0.034482758620689655,22
all_calculation_valid,56,geometry_and_time,3,0.09373134328358208,22
all_calculation_valid,56,geometry_and_time,4,0.09530026109660575,22
all_calculation_valid,57,geometry_only,2,0.0945229117402697,23
all_calculation_valid,57,geometry_only,3,0.04878770833950087,23
all_calculation_valid,57,geometry_only,4,0.08252853380158033,23
all_calculation_valid,57,geometry_and_time,2,-0.009411764705882352,22
all_calculation_valid,57,geometry_and_time,3,0.21875936469883128,22
all_calculation_valid,57,geometry_and_time,4,0.26762402088772846,22
all_calculation_valid,58,geometry_only,2,0.10130034887408818,23
all_calculation_valid,58,geometry_only,3,0.13716717249147398,23
all_calculation_valid,58,geometry_only,4,0.07798111211254359,23
all_calculation_valid,58,geometry_and_time,2,0.02882882882882883,22
all_calculation_valid,58,geometry_and_time,3,0.08816977371321374,22
all_calculation_valid,58,geometry_and_time,4,0.3137254901960784,22
all_calculation_valid,59,geometry_only,2,-0.06771847811972471,23
all_calculation_valid,59,geometry_only,3,0.028599933488526772,23
all_calculation_valid,59,geometry_only,4,0.04434806939003917,23
all_calculation_valid,59,geometry_and_time,2,0.0064516129032258064,22
all_calculation_valid,59,geometry_and_time,3,0.2647214854111406,22
all_calculation_valid,59,geometry_and_time,4,0.23468328141225336,22
all_calculation_valid,60,geometry_only,2,0.0560875512995896,23
all_calculation_valid,60,geometry_only,3,0.0478494623655914,23
all_calculation_valid,60,geometry_only,4,0.060980262929688854,23
all_calculation_valid,60,geometry_and_time,2,0.26203630623520124,22
all_calculation_valid,60,geometry_and_time,3,0.08575197889182058,22
all_calculation_valid,60,geometry_and_time,4,0.030620244408577357,22
all_calculation_valid,61,geometry_only,2,-0.011037107516650808,23
all_calculation_valid,61,geometry_only,3,0.04444860629896682,23
all_calculation_valid,61,geometry_only,4,0.029381491531767567,23
all_calculation_valid,61,geometry_and_time,2,0.031446540880503145,22
all_calculation_valid,61,geometry_and_time,3,-0.006838506049447659,22
all_calculation_valid,61,geometry_and_time,4,0.08000350124731936,22
all_calculation_valid,62,geometry_only,2,-0.004704301075268817,23
all_calculation_valid,62,geometry_only,3,0.15069004102946662,23
all_calculation_valid,62,geometry_only,4,0.02819548872180451,23
all_calculation_valid,62,geometry_and_time,2,-0.035410129986553115,22
all_calculation_valid,62,geometry_and_time,3,-0.0007356547327121138,22
all_calculation_valid,62,geometry_and_time,4,-0.017436316578122873,22
all_calculation_valid,63,geometry_only,2,0.0027529249827942187,23
all_calculation_valid,63,geometry_only,3,0.10048180760923742,23
all_calculation_valid,63,geometry_only,4,0.1395328022912378,23
all_calculation_valid,63,geometry_and_time,2,0.505130228887135,22
all_calculation_valid,63,geometry_and_time,3,0.21543805480509456,22
all_calculation_valid,63,geometry_and_time,4,0.10810810810810811,22
all_calculation_valid,64,geometry_only,2,0.02620967741935484,23
all_calculation_valid,64,geometry_only,3,0.06592432879463626,23
all_calculation_valid,64,geometry_only,4,0.013190553861428268,23
all_calculation_valid,64,geometry_and_time,2,0.267651337137742,22
all_calculation_valid,64,geometry_and_time,3,0.12073690621193667,22
all_calculation_valid,64,geometry_and_time,4,0.18981210855949895,22
all_calculation_valid,65,geometry_only,2,-0.11378259397223163,23
all_calculation_valid,65,geometry_only,3,0.0187125748502994,23
all_calculation_valid,65,geometry_only,4,0.04434806939003917,23
all_calculation_valid,65,geometry_and_time,2,0.004860267314702308,22
all_calculation_valid,65,geometry_and_time,3,0.09367336929867583,22
all_calculation_valid,65,geometry_and_time,4,0.1198681450404555,22
all_calculation_valid,66,geometry_only,2,0.041848134822950196,23
all_calculation_valid,66,geometry_only,3,0.10717966334592924,23
all_calculation_valid,66,geometry_only,4,0.06094632107544992,23
all_calculation_valid,66,geometry_and_time,2,0.2656793447772916,22
all_calculation_valid,66,geometry_and_time,3,0.05763239875389408,22
all_calculation_valid,66,geometry_and_time,4,0.2393617021276596,22
all_calculation_valid,67,geometry_only,2,0.061746708696458374,23
all_calculation_valid,67,geometry_only,3,0.10028449502133713,23
all_calculation_valid,67,geometry_only,4,0.051487128217945516,23
all_calculation_valid,67,geometry_and_time,2,-0.0488997555012225,22
all_calculation_valid,67,geometry_and_time,3,-0.038660335336386936,22
all_calculation_valid,67,geometry_and_time,4,0.11334881296498128,22
all_calculation_valid,68,geometry_only,2,-0.045454545454545456,23
all_calculation_valid,68,geometry_only,3,0.06501505611825896,23
all_calculation_valid,68,geometry_only,4,0.013183555659567829,23
all_calculation_valid,68,geometry_and_time,2,0.031446540880503145,22
all_calculation_valid,68,geometry_and_time,3,0.01756320390643459,22
all_calculation_valid,68,geometry_and_time,4,0.01108557523320265,22
all_calculation_valid,69,geometry_only,2,0.10130034887408818,23
all_calculation_valid,69,geometry_only,3,0.15500827168586323,23
all_calculation_valid,69,geometry_only,4,0.09176946674499054,23
all_calculation_valid,69,geometry_and_time,2,0.033617212012550426,22
all_calculation_valid,69,geometry_and_time,3,0.007945028988619283,22
all_calculation_valid,69,geometry_and_time,4,0.011189546410333434,22
all_calculation_valid,70,geometry_only,2,0.1921487603305785,23
all_calculation_valid,70,geometry_only,3,0.11480063374702931,23
all_calculation_valid,70,geometry_only,4,0.04856777084333493,23
all_calculation_valid,70,geometry_and_time,2,0.09126671911880409,22
all_calculation_valid,70,geometry_and_time,3,0.27906371911573474,22
all_calculation_valid,70,geometry_and_time,4,0.3794029850746269,22
all_calculation_valid,71,geometry_only,2,-0.04565094871313169,23
all_calculation_valid,71,geometry_only,3,0.28523775485891284,23
all_calculation_valid,71,geometry_only,4,0.11831884788176512,23
all_calculation_valid,71,geometry_and_time,2,0.16981132075471697,22
all_calculation_valid,71,geometry_and_time,3,-0.1109107303877367,22
all_calculation_valid,71,geometry_and_time,4,0.10262220783425056,22
all_calculation_valid,72,geometry_only,2,-0.059181731684110374,23
all_calculation_valid,72,geometry_only,3,-0.013139782255036916,23
all_calculation_valid,72,geometry_only,4,0.040718760303330034,23
all_calculation_valid,72,geometry_and_time,2,-0.026058631921824105,22
all_calculation_valid,72,geometry_and_time,3,0.18730105545317474,22
all_calculation_valid,72,geometry_and_time,4,0.1918729817007535,22
all_calculation_valid,73,geometry_only,2,-0.009442745045883761,23
all_calculation_valid,73,geometry_only,3,0.003937007874015748,23
all_calculation_valid,73,geometry_only,4,-0.016304347826086956,23
all_calculation_valid,73,geometry_and_time,2,0.031446540880503145,22
all_calculation_valid,73,geometry_and_time,3,0.047479883101805516,22
all_calculation_valid,73,geometry_and_time,4,0.12792792792792793,22
all_calculation_valid,74,geometry_only,2,-0.027491408934707903,23
all_calculation_valid,74,geometry_only,3,0.06034511092851274,23
all_calculation_valid,74,geometry_only,4,0.12758620689655173,23
