variant,metric,worker_id,effect,residual_sd,residual_MAD,rows,design_rank,worker_count
all_calculation_valid,corner_pair_count,30,-0.2585389913351762,0.9958881552940556,0.5531270095342397,28,22,23
all_calculation_valid,corner_pair_count,31,-0.2966786676364068,0.8885507494598481,0.3647466334244229,32,22,23
all_calculation_valid,corner_pair_count,32,0.1989538709279515,0.8185167972399205,0.23007144635062393,28,22,23
all_calculation_valid,corner_pair_count,33,0.15770550404008074,0.8786790343470479,0.40000000000000013,28,22,23
all_calculation_valid,corner_pair_count,34,-0.9782615816361196,1.2767570971112936,0.504923137701156,44,22,23
all_calculation_valid,corner_pair_count,35,-0.19861158683271807,0.8325084957630486,0.3333333333333335,28,22,23
all_calculation_valid,corner_pair_count,36,-0.5577992127524565,1.188736718101108,0.3604190759641799,28,22,23
all_calculation_valid,corner_pair_count,37,0.26035384511901966,1.0375629169738494,0.8663364519880729,27,22,23
all_calculation_valid,log_active_time,1,-0.5522243598875161,0.3670189525117277,0.17061200019143818,27,21,22
all_calculation_valid,log_active_time,2,0.043091020728581265,0.5710313822359966,0.3955514827580231,26,21,22
all_calculation_valid,log_active_time,6,-2.344901000000945,1.1762885485284418,1.0838360147296975,28,21,22
all_calculation_valid,log_active_time,8,0.3236971415535977,0.5044746164131233,0.38650867866934835,27,21,22
all_calculation_valid,log_active_time,10,-0.5575221641023314,0.3565823867027848,0.2490715167154735,28,21,22
all_calculation_valid,log_active_time,11,0.27285851426622,0.40334909800543606,0.3395063859048255,28,21,22
all_calculation_valid,log_active_time,12,-0.8921841749771913,0.3215371872962923,0.21847548015038493,28,21,22
all_calculation_valid,log_active_time,13,-1.058766545990562,0.899857743761466,0.694826482528268,28,21,22
all_calculation_valid,log_active_time,15,0.640660902255333,0.35715663319511187,0.21165964538860707,27,21,22
all_calculation_valid,log_active_time,17,-0.6583900879459773,0.5609273229586414,0.3729235987051962,27,21,22
all_calculation_valid,log_active_time,18,-0.6299952051375401,0.5064275619788946,0.40426271012180703,28,21,22
all_calculation_valid,log_active_time,27,0.9745145940533064,0.6622022915468262,0.46784724647777187,28,21,22
all_calculation_valid,log_active_time,28,0.502060514954286,0.440300277481058,0.33356763333694306,28,21,22
all_calculation_valid,log_active_time,29,0.500130938757455,0.6818196949497514,0.3089347386564237,26,21,22
all_calculation_valid,log_active_time,30,-0.5434562006842321,0.47803879375823455,0.27747110778797895,28,21,22
all_calculation_valid,log_active_time,31,0.05223645287115265,0.39820361020290884,0.2446126681893843,28,21,22
all_calculation_valid,log_active_time,32,0.5286052010649357,0.3736995014344129,0.2243651250752219,28,21,22
all_calculation_valid,log_active_time,33,0.8791191694306599,0.3408446333900014,0.21967070599718835,28,21,22
all_calculation_valid,log_active_time,34,-0.18501688424943552,0.4393793352346261,0.1500831066432445,15,21,22
all_calculation_valid,log_active_time,35,0.3382697430563824,0.42611987924144823,0.17466503933782976,28,21,22
all_calculation_valid,log_active_time,36,1.550888586209894,0.8155833222197532,0.5589412536537782,28,21,22
all_calculation_valid,log_active_time,37,0.816323843773927,0.549557724280178,0.3923800766740837,27,21,22
strict_clean_tasks,peer_distance_mean,1,0.005229217080582802,0.03178595829450744,0.012907554115449936,27,22,23
strict_clean_tasks,peer_distance_mean,2,-0.011833094051194405,0.03351768306168206,0.011264573875348493,25,22,23
strict_clean_tasks,peer_distance_mean,6,-0.010787489946245276,0.033582424635784314,0.015456384419623454,28,22,23
strict_clean_tasks,peer_distance_mean,8,-0.0077850141242569535,0.025654617128648534,0.011337095298536437,26,22,23
strict_clean_tasks,peer_distance_mean,10,-0.009634628304716425,0.03264107807928834,0.016036568488002893,28,22,23
strict_clean_tasks,peer_distance_mean,11,-0.0005581860197433722,0.05260187196301314,0.008955415070240027,28,22,23
strict_clean_tasks,peer_distance_mean,12,0.0035544538305564317,0.03353586696009298,0.015966545858995772,27,22,23
strict_clean_tasks,peer_distance_mean,13,-0.013591128282437965,0.03214810005578529,0.01695095828503671,28,22,23
strict_clean_tasks,peer_distance_mean,14,-0.007808857391054383,0.05215153818026377,0.011106168161869014,28,22,23
strict_clean_tasks,peer_distance_mean,15,-0.008726106914452365,0.02826643277140216,0.008658473227259267,27,22,23
strict_clean_tasks,peer_distance_mean,17,-0.007147436918407464,0.04187083987522073,0.006810498482258898,26,22,23
strict_clean_tasks,peer_distance_mean,18,0.002292664383167981,0.06434169839612945,0.014724879215713468,28,22,23
strict_clean_tasks,peer_distance_mean,27,0.0019135687747548857,0.03829423453097808,0.010942138840152741,28,22,23
strict_clean_tasks,peer_distance_mean,28,0.01652275219840329,0.045409450967034325,0.014216129695764686,28,22,23
strict_clean_tasks,peer_distance_mean,29,0.0013438801462651844,0.033353819353088135,0.019528645896492607,28,22,23
strict_clean_tasks,peer_distance_mean,30,-0.012738000496281794,0.01751347884842911,0.006922508855663692,28,22,23
strict_clean_tasks,peer_distance_mean,31,-0.00719323632355966,0.025757079356332202,0.011524918406709835,31,22,23
strict_clean_tasks,peer_distance_mean,32,0.018648606822569525,0.058777964309175756,0.010673022892057453,27,22,23
strict_clean_tasks,peer_distance_mean,33,-0.011497061488288092,0.019914944004465494,0.008808711224448543,27,22,23
strict_clean_tasks,peer_distance_mean,34,0.026026041701837865,0.07254731254306286,0.021458886684092206,43,22,23
strict_clean_tasks,peer_distance_mean,35,-0.0017007037460626438,0.03496109883805351,0.013254360219226295,28,22,23
strict_clean_tasks,peer_distance_mean,36,0.010835385108326264,0.06260013325514027,0.012314142568396406,28,22,23
strict_clean_tasks,peer_distance_mean,37,0.02463437396023658,0.061858135156426707,0.019773153252046104,26,22,23
strict_clean_tasks,corner_pair_count,1,0.5041001729137801,1.0747496131709378,0.5340841243783525,27,22,23
strict_clean_tasks,corner_pair_count,2,0.7084721859274966,1.3423822582974365,0.5295584112914415,25,22,23
strict_clean_tasks,corner_pair_count,6,0.10566646688847788,0.8157889769395369,0.23626587841544391,28,22,23
strict_clean_tasks,corner_pair_count,8,-0.16352363697477387,0.937264220125886,0.3639292627733658,26,22,23
strict_clean_tasks,corner_pair_count,10,-0.5727803381661082,0.840577477935734,0.2330010364002721,28,22,23
strict_clean_tasks,corner_pair_count,11,0.41659085081591923,1.687471600327226,0.316596925419798,28,22,23
strict_clean_tasks,corner_pair_count,12,0.5534652957300621,0.8234962549407623,0.5301240610623081,27,22,23
strict_clean_tasks,corner_pair_count,13,-0.3055862537826057,1.0180398959602022,0.25654692180003213,28,22,23
strict_clean_tasks,corner_pair_count,14,-0.23610484286326658,1.3670894591682237,0.2665954164953841,28,22,23
strict_clean_tasks,corner_pair_count,15,0.10818049883160978,0.8588593927328901,0.4631707312490132,27,22,23
strict_clean_tasks,corner_pair_count,17,0.6250443448414086,1.2395694040220904,0.5580857436270503,26,22,23
strict_clean_tasks,corner_pair_count,18,0.21925260725829643,0.972814440129055,0.4021559422183066,28,22,23
strict_clean_tasks,corner_pair_count,27,0.38170192632903094,1.2879403507114624,0.2907794873381276,28,22,23
strict_clean_tasks,corner_pair_count,28,0.06147818923431816,1.053861927014381,0.4390236620877811,28,22,23
strict_clean_tasks,corner_pair_count,29,-0.8204610311797548,0.8663085590375305,0.4347826086956519,28,22,23
strict_clean_tasks,corner_pair_count,30,-0.26385548329676123,0.9933732698032853,0.5477055037707934,28,22,23
strict_clean_tasks,corner_pair_count,31,-0.3099650906110548,0.9009940954208443,0.37464664813119747,31,22,23
strict_clean_tasks,corner_pair_count,32,0.20651125602366774,0.8331138814258058,0.23927665098573805,27,22,23
strict_clean_tasks,corner_pair_count,33,0.16410165835163043,0.896289854557647,0.4053564656093378,27,22,23
strict_clean_tasks,corner_pair_count,34,-0.9594579981743105,1.2886065968720533,0.48809635938988005,43,22,23
strict_clean_tasks,corner_pair_count,35,-0.19988262639638024,0.8337857134998173,0.3333333333333335,28,22,23
strict_clean_tasks,corner_pair_count,36,-0.5622401230601513,1.1896428750260724,0.35766008272341276,28,22,23
strict_clean_tasks,corner_pair_count,37,0.33929197135946965,0.9912897565470995,0.8026100705274111,26,22,23
strict_clean_tasks,log_active_time,1,-0.5528010102159833,0.37516384678379866,0.18072057856470042,26,21,22
strict_clean_tasks,log_active_time,2,0.013965580303894953,0.5643481238262863,0.3739898458163499,25,21,22
strict_clean_tasks,log_active_time,6,-2.344065888062817,1.1762880154371869,1.086338399703958,28,21,22
strict_clean_tasks,log_active_time,8,0.3218998727566013,0.5146879603565941,0.38311058992297087,26,21,22
strict_clean_tasks,log_active_time,10,-0.5567898084045398,0.35647401502192594,0.24770704610248684,28,21,22
strict_clean_tasks,log_active_time,11,0.2741563476018142,0.40389137720489504,0.3400545961500001,28,21,22
strict_clean_tasks,log_active_time,12,-0.9014613208391601,0.32544551763979285,0.21283378347016835,27,21,22
strict_clean_tasks,log_active_time,13,-1.0588935740297132,0.8995690965169473,0.694826482528268,28,21,22
strict_clean_tasks,log_active_time,15,0.642275705616587,0.35717319960651134,0.21779441257106358,27,21,22
strict_clean_tasks,log_active_time,17,-0.6457912746771807,0.5687697094506671,0.29926269622570556,26,21,22
strict_clean_tasks,log_active_time,18,-0.6298226995045659,0.5062941977117223,0.4043232111578473,28,21,22
strict_clean_tasks,log_active_time,27,0.9731033224633472,0.6621460623390085,0.4692271130557416,28,21,22
strict_clean_tasks,log_active_time,28,0.5018442878521886,0.440064970001799,0.33205478389678256,28,21,22
strict_clean_tasks,log_active_time,29,0.49956601500341347,0.6818483399666939,0.3095148298726813,26,21,22
strict_clean_tasks,log_active_time,30,-0.5449690082654197,0.4785166204376448,0.2782888706493744,28,21,22
strict_clean_tasks,log_active_time,31,0.053005740155847456,0.4062414286560924,0.2832209744234878,27,21,22
strict_clean_tasks,log_active_time,32,0.5177010498600342,0.37641822218029336,0.21462239923405316,27,21,22
strict_clean_tasks,log_active_time,33,0.88261367213969,0.34647302901936006,0.20840799582208525,27,21,22
strict_clean_tasks,log_active_time,34,-0.1850369840268804,0.4393295691878771,0.14774264033201934,15,21,22
strict_clean_tasks,log_active_time,35,0.33798644545166107,0.4260935129293272,0.1746978573404874,28,21,22
strict_clean_tasks,log_active_time,36,1.550014051674652,0.8157178830546383,0.5584946800867828,28,21,22
strict_clean_tasks,log_active_time,37,0.851499477146529,0.5318351011196376,0.38699733084961524,26,21,22
