pool,condition,target,algorithm,building,candidate,inner_loss,inner_n
selected_existing,manual,core10_p_by_19,ridge,Z6MFQCViBuw,ulayout__compressed__global,0.279026493788,130
selected_existing,manual,core10_p_by_19,ridge,b8cTxDM8gDG,ulayout__compressed__global,0.274756586932,130
selected_existing,manual,core10_p_by_19,ridge,e9zR4mvMWw7,ulayout__compressed__global,0.277126761832,129
selected_existing,manual,core10_p_by_19,ridge,jh4fc5c5qoQ,ulayout__compressed__global,0.276548091563,132
selected_existing,manual,core10_p_by_19,ridge,jtcxE69GiFV,ulayout__compressed__global,0.265003538477,129
selected_existing,manual,core10_p_by_19,ridge,pRbA3pwrgk9,hohonet__refined__global,0.279044576572,130
selected_existing,manual,core10_p_by_19,ridge,pa4otMbVnkk,ulayout__compressed__global,0.273586701386,132
selected_existing,manual,core10_p_by_19,ridge,q9vSo1VnCiC,ulayout__compressed__global,0.27848360397,120
selected_existing,manual,core10_p_by_19,ridge,rPc6DW4iMge,ulayout__compressed__global,0.276551433185,124
selected_existing,manual,core10_p_by_19,ridge,uNb9QFRL6hY,bilayout__fg_extended__regions,0.263268252209,107
selected_existing,manual,core10_p_by_19,ridge,wc2JMjhGNzB,ulayout__compressed__global,0.286946673238,122
selected_existing,manual,core10_p_by_19,ridge,x8F5xyUWy9e,ulayout__compressed__global,0.272883935865,129
selected_existing,manual,core10_p_by_19,ridge,yqstnuAEVhm,ulayout__compressed__global,0.266429612617,119
selected_existing,manual,core10_p_by_19,ridge,zsNo4HB9uLZ,ulayout__compressed__global,0.267390790674,130
selected_existing,manual,core_tail_10,knn,7y3sRwLe3Va,hohonet__encoder_stage4__regions,0.269693548387,124
selected_existing,manual,core_tail_10,knn,B6ByNegPMKs,hohonet__shared__regions,0.25875,124
selected_existing,manual,core_tail_10,knn,S9hNv5qa7GM,hohonet__shared__regions,0.248832061069,131
selected_existing,manual,core_tail_10,knn,UwV83HsGsw3,hohonet__encoder_stage4__regions,0.263808,125
selected_existing,manual,core_tail_10,knn,VFuaQ6m2Qom,hohonet__compressed__regions,0.261653846154,130
selected_existing,manual,core_tail_10,knn,X7HyMhZNoso,hohonet__shared__regions,0.257915384615,130
selected_existing,manual,core_tail_10,knn,Z6MFQCViBuw,hohonet__compressed__regions,0.2637,130
selected_existing,manual,core_tail_10,knn,b8cTxDM8gDG,hohonet__compressed__regions,0.264292307692,130
selected_existing,manual,core_tail_10,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.254899224806,129
selected_existing,manual,core_tail_10,knn,jh4fc5c5qoQ,hohonet__shared__regions,0.259818181818,132
selected_existing,manual,core_tail_10,knn,jtcxE69GiFV,hohonet__encoder_stage4__regions,0.257953488372,129
selected_existing,manual,core_tail_10,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.265884615385,130
selected_existing,manual,core_tail_10,knn,pa4otMbVnkk,hohonet__shared__regions,0.255863636364,132
selected_existing,manual,core_tail_10,knn,q9vSo1VnCiC,hohonet__shared__regions,0.252152777778,120
selected_existing,manual,core_tail_10,knn,rPc6DW4iMge,hohonet__shared__regions,0.250580645161,124
selected_existing,manual,core_tail_10,knn,uNb9QFRL6hY,hohonet__refined__regions,0.253626168224,107
selected_existing,manual,core_tail_10,knn,wc2JMjhGNzB,hohonet__shared__regions,0.265590163934,122
selected_existing,manual,core_tail_10,knn,x8F5xyUWy9e,hohonet__compressed__regions,0.259173126615,129
selected_existing,manual,core_tail_10,knn,yqstnuAEVhm,hohonet__encoder_stage4__regions,0.248941176471,119
selected_existing,manual,core_tail_10,knn,zsNo4HB9uLZ,hohonet__shared__regions,0.2548,130
selected_existing,manual,core_tail_10,ridge,7y3sRwLe3Va,da3__layer7__faces_global,0.253400666134,124
selected_existing,manual,core_tail_10,ridge,B6ByNegPMKs,hohonet__encoder_stage4__regions,0.25166242306,124
selected_existing,manual,core_tail_10,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__regions,0.24117963907,131
selected_existing,manual,core_tail_10,ridge,UwV83HsGsw3,hohonet__encoder_stage4__regions,0.249620831019,125
selected_existing,manual,core_tail_10,ridge,VFuaQ6m2Qom,hohonet__encoder_stage4__regions,0.248408455452,130
selected_existing,manual,core_tail_10,ridge,X7HyMhZNoso,hohonet__encoder_stage4__regions,0.248164641902,130
selected_existing,manual,core_tail_10,ridge,Z6MFQCViBuw,hohonet__compressed__global,0.250100044316,130
selected_existing,manual,core_tail_10,ridge,b8cTxDM8gDG,hohonet__compressed__global,0.25016075888,130
selected_existing,manual,core_tail_10,ridge,e9zR4mvMWw7,hohonet__compressed__global,0.242176833962,129
selected_existing,manual,core_tail_10,ridge,jh4fc5c5qoQ,hohonet__encoder_stage4__regions,0.247729170211,132
selected_existing,manual,core_tail_10,ridge,jtcxE69GiFV,hohonet__encoder_stage4__regions,0.244166161261,129
selected_existing,manual,core_tail_10,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__regions,0.249786788324,130
selected_existing,manual,core_tail_10,ridge,pa4otMbVnkk,hohonet__encoder_stage4__regions,0.247760912779,132
selected_existing,manual,core_tail_10,ridge,q9vSo1VnCiC,bilayout__fc__global,0.249383975956,120
selected_existing,manual,core_tail_10,ridge,rPc6DW4iMge,hohonet__encoder_stage4__regions,0.235290332475,124
selected_existing,manual,core_tail_10,ridge,uNb9QFRL6hY,hohonet__shared__regions,0.246915576805,107
selected_existing,manual,core_tail_10,ridge,wc2JMjhGNzB,hohonet__encoder_stage4__regions,0.25194333935,122
selected_existing,manual,core_tail_10,ridge,x8F5xyUWy9e,ulayout__compressed__local16,0.242688617628,129
selected_existing,manual,core_tail_10,ridge,yqstnuAEVhm,hohonet__compressed__global,0.24178856718,119
selected_existing,manual,core_tail_10,ridge,zsNo4HB9uLZ,hohonet__encoder_stage4__regions,0.247853363469,130
selected_existing,manual,full_p_by_8,knn,7y3sRwLe3Va,hohonet__encoder_stage2__regions,0.329443548387,124
selected_existing,manual,full_p_by_8,knn,B6ByNegPMKs,da3__layer9__faces_concat,0.342717741935,124
selected_existing,manual,full_p_by_8,knn,S9hNv5qa7GM,da3__layer5__faces_concat,0.335496183206,131
selected_existing,manual,full_p_by_8,knn,UwV83HsGsw3,hohonet__encoder_stage2__regions,0.329786666667,125
selected_existing,manual,full_p_by_8,knn,VFuaQ6m2Qom,hohonet__encoder_stage2__regions,0.340484615385,130
selected_existing,manual,full_p_by_8,knn,X7HyMhZNoso,hohonet__encoder_stage2__regions,0.3281,130
selected_existing,manual,full_p_by_8,knn,Z6MFQCViBuw,hohonet__encoder_stage2__regions,0.332923076923,130
selected_existing,manual,full_p_by_8,knn,b8cTxDM8gDG,da3__layer9__faces_concat,0.323602564103,130
selected_existing,manual,full_p_by_8,knn,e9zR4mvMWw7,da3__layer5__faces_concat,0.328669250646,129
selected_existing,manual,full_p_by_8,knn,jh4fc5c5qoQ,hohonet__encoder_stage2__regions,0.329871212121,132
selected_existing,manual,full_p_by_8,knn,jtcxE69GiFV,da3__layer5__faces_concat,0.335465116279,129
selected_existing,manual,full_p_by_8,knn,pRbA3pwrgk9,da3__layer9__faces_concat,0.332115384615,130
selected_existing,manual,full_p_by_8,knn,pa4otMbVnkk,hohonet__encoder_stage2__regions,0.331871212121,132
selected_existing,manual,full_p_by_8,knn,q9vSo1VnCiC,hohonet__encoder_stage2__global,0.323138888889,120
selected_existing,manual,full_p_by_8,knn,rPc6DW4iMge,da3__layer11__faces_concat,0.331870967742,124
selected_existing,manual,full_p_by_8,knn,uNb9QFRL6hY,hohonet__encoder_stage2__regions,0.319448598131,107
selected_existing,manual,full_p_by_8,knn,wc2JMjhGNzB,hohonet__encoder_stage2__regions,0.33406557377,122
selected_existing,manual,full_p_by_8,knn,x8F5xyUWy9e,hohonet__encoder_stage2__regions,0.337596899225,129
selected_existing,manual,full_p_by_8,knn,yqstnuAEVhm,hohonet__encoder_stage2__regions,0.318193277311,119
selected_existing,manual,full_p_by_8,knn,zsNo4HB9uLZ,hohonet__encoder_stage2__regions,0.328692307692,130
selected_existing,manual,full_p_by_8,ridge,7y3sRwLe3Va,da3__layer11__faces_global,0.307341165324,124
selected_existing,manual,full_p_by_8,ridge,B6ByNegPMKs,da3__layer9__faces_global,0.313794757079,124
selected_existing,manual,full_p_by_8,ridge,S9hNv5qa7GM,da3__layer11__faces_global,0.307321657066,131
selected_existing,manual,full_p_by_8,ridge,UwV83HsGsw3,da3__layer11__faces_global,0.312453320078,125
selected_existing,manual,full_p_by_8,ridge,VFuaQ6m2Qom,da3__layer11__faces_global,0.313398171278,130
selected_existing,manual,full_p_by_8,ridge,X7HyMhZNoso,da3__layer11__faces_global,0.305917538926,130
selected_existing,manual,full_p_by_8,ridge,Z6MFQCViBuw,da3__layer11__faces_global,0.30033543376,130
selected_existing,manual,full_p_by_8,ridge,b8cTxDM8gDG,da3__layer11__faces_global,0.312255305547,130
selected_existing,manual,full_p_by_8,ridge,e9zR4mvMWw7,da3__layer11__faces_global,0.307129189448,129
selected_existing,manual,full_p_by_8,ridge,jh4fc5c5qoQ,da3__layer11__faces_global,0.310596218064,132
selected_existing,manual,full_p_by_8,ridge,jtcxE69GiFV,da3__layer11__faces_global,0.299980631517,129
selected_existing,manual,full_p_by_8,ridge,pRbA3pwrgk9,da3__layer11__faces_global,0.313558186113,130
selected_existing,manual,full_p_by_8,ridge,pa4otMbVnkk,da3__layer11__faces_global,0.310569454414,132
selected_existing,manual,full_p_by_8,ridge,q9vSo1VnCiC,da3__layer11__faces_global,0.300332955019,120
selected_existing,manual,full_p_by_8,ridge,rPc6DW4iMge,da3__layer11__faces_global,0.318445199971,124
selected_existing,manual,full_p_by_8,ridge,uNb9QFRL6hY,da3__layer11__faces_global,0.301322634633,107
selected_existing,manual,full_p_by_8,ridge,wc2JMjhGNzB,da3__layer11__faces_local16,0.303868002926,122
selected_existing,manual,full_p_by_8,ridge,x8F5xyUWy9e,da3__layer11__faces_global,0.313669415468,129
selected_existing,manual,full_p_by_8,ridge,yqstnuAEVhm,da3__layer11__faces_global,0.315450711908,119
selected_existing,manual,full_p_by_8,ridge,zsNo4HB9uLZ,da3__layer11__faces_global,0.298468058803,130
selected_existing,manual,grade_v1,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.416,25
selected_existing,manual,grade_v1,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.426666666667,24
selected_existing,manual,grade_v1,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.3264,25
selected_existing,manual,grade_v1,knn,UwV83HsGsw3,hohonet__legacy_current,0.417777777778,25
selected_existing,manual,grade_v1,knn,b8cTxDM8gDG,hohonet__legacy_current,0.4288,25
selected_existing,manual,grade_v1,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.433333333333,24
selected_existing,manual,grade_v1,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.426666666667,24
selected_existing,manual,grade_v1,knn,q9vSo1VnCiC,ulayout__transformer__global,0.450909090909,22
selected_existing,manual,grade_v1,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.41,24
selected_existing,manual,grade_v1,knn,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.404,20
selected_existing,manual,grade_v1,knn,wc2JMjhGNzB,da3__layer9__faces_global,0.305555555556,24
selected_existing,manual,grade_v1,knn,yqstnuAEVhm,hohonet__encoder_stage4__global,0.393333333333,24
selected_existing,manual,grade_v1,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.260620470676,25
selected_existing,manual,grade_v1,ridge,B6ByNegPMKs,hohonet__encoder_stage4__global,0.291484095966,24
selected_existing,manual,grade_v1,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.18132404236,25
selected_existing,manual,grade_v1,ridge,UwV83HsGsw3,hohonet__encoder_stage4__global,0.263019325615,25
selected_existing,manual,grade_v1,ridge,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.26736627664,25
selected_existing,manual,grade_v1,ridge,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.295468087066,24
selected_existing,manual,grade_v1,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.276695546254,24
selected_existing,manual,grade_v1,ridge,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.300335850032,22
selected_existing,manual,grade_v1,ridge,rPc6DW4iMge,hohonet__encoder_stage4__global,0.296064741778,24
selected_existing,manual,grade_v1,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.267016853696,20
selected_existing,manual,grade_v1,ridge,wc2JMjhGNzB,da3__layer11__faces_global,0.247630773146,24
selected_existing,manual,grade_v1,ridge,yqstnuAEVhm,hohonet__encoder_stage4__global,0.239234201217,24
selected_existing,manual,half_tv_all,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.10370408982,124
selected_existing,manual,half_tv_all,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.104272248058,124
selected_existing,manual,half_tv_all,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.102055185103,131
selected_existing,manual,half_tv_all,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.102090468826,125
selected_existing,manual,half_tv_all,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.10379139905,130
selected_existing,manual,half_tv_all,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.103002681275,130
selected_existing,manual,half_tv_all,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.10559932292,130
selected_existing,manual,half_tv_all,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.105082558862,130
selected_existing,manual,half_tv_all,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.104107394394,129
selected_existing,manual,half_tv_all,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.103962267862,132
selected_existing,manual,half_tv_all,knn,jtcxE69GiFV,hohonet__encoder_stage4__regions,0.105337558429,129
selected_existing,manual,half_tv_all,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.104962873569,130
selected_existing,manual,half_tv_all,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.102953273521,132
selected_existing,manual,half_tv_all,knn,q9vSo1VnCiC,hohonet__encoder_stage4__regions,0.102986560379,120
selected_existing,manual,half_tv_all,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.106595364483,124
selected_existing,manual,half_tv_all,knn,uNb9QFRL6hY,bilayout__fg_extended__global,0.102951504777,107
selected_existing,manual,half_tv_all,knn,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.105476328744,122
selected_existing,manual,half_tv_all,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.103351776282,129
selected_existing,manual,half_tv_all,knn,yqstnuAEVhm,da3__layer11__faces_concat,0.104933477905,119
selected_existing,manual,half_tv_all,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.101834392406,130
selected_existing,manual,half_tv_all,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__regions,0.0971447510141,124
selected_existing,manual,half_tv_all,ridge,B6ByNegPMKs,hohonet__encoder_stage4__regions,0.0930966636735,124
selected_existing,manual,half_tv_all,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__regions,0.0921788232531,131
selected_existing,manual,half_tv_all,ridge,UwV83HsGsw3,bilayout__fg_extended__global,0.0937442923794,125
selected_existing,manual,half_tv_all,ridge,VFuaQ6m2Qom,bilayout__fg_extended__global,0.093534623104,130
selected_existing,manual,half_tv_all,ridge,X7HyMhZNoso,hohonet__encoder_stage4__regions,0.0921887661385,130
selected_existing,manual,half_tv_all,ridge,Z6MFQCViBuw,hohonet__encoder_stage4__regions,0.0944237460862,130
selected_existing,manual,half_tv_all,ridge,b8cTxDM8gDG,bilayout__fg_extended__global,0.094631238312,130
selected_existing,manual,half_tv_all,ridge,e9zR4mvMWw7,bilayout__fg_extended__global,0.0929319763974,129
selected_existing,manual,half_tv_all,ridge,jh4fc5c5qoQ,hohonet__encoder_stage4__regions,0.0939185516064,132
selected_existing,manual,half_tv_all,ridge,jtcxE69GiFV,hohonet__encoder_stage4__regions,0.0933419332682,129
selected_existing,manual,half_tv_all,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__regions,0.094231640122,130
selected_existing,manual,half_tv_all,ridge,pa4otMbVnkk,hohonet__compressed__global,0.0930755500559,132
selected_existing,manual,half_tv_all,ridge,q9vSo1VnCiC,bilayout__fg_extended__global,0.0904133035588,120
selected_existing,manual,half_tv_all,ridge,rPc6DW4iMge,hohonet__encoder_stage4__regions,0.0964729719365,124
selected_existing,manual,half_tv_all,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__regions,0.0896277605534,107
selected_existing,manual,half_tv_all,ridge,wc2JMjhGNzB,hohonet__encoder_stage4__regions,0.0938279495073,122
selected_existing,manual,half_tv_all,ridge,x8F5xyUWy9e,bilayout__fg_extended__global,0.0910781624745,129
selected_existing,manual,half_tv_all,ridge,yqstnuAEVhm,ulayout__compressed__global,0.0958269797127,119
selected_existing,manual,half_tv_all,ridge,zsNo4HB9uLZ,hohonet__encoder_stage4__regions,0.0934992920961,130
selected_existing,manual,late_quarter_new,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.172240860215,124
selected_existing,manual,late_quarter_new,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.17701155914,124
selected_existing,manual,late_quarter_new,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.178381170483,131
selected_existing,manual,late_quarter_new,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.166563733333,125
selected_existing,manual,late_quarter_new,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.177764358974,130
selected_existing,manual,late_quarter_new,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.180161282051,130
selected_existing,manual,late_quarter_new,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.180031025641,130
selected_existing,manual,late_quarter_new,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.179960769231,130
selected_existing,manual,late_quarter_new,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.180266408269,129
selected_existing,manual,late_quarter_new,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.179161868687,132
selected_existing,manual,late_quarter_new,knn,jtcxE69GiFV,hohonet__encoder_stage4__global,0.179798449612,129
selected_existing,manual,late_quarter_new,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.180737435897,130
selected_existing,manual,late_quarter_new,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.174289393939,132
selected_existing,manual,late_quarter_new,knn,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.185843055556,120
selected_existing,manual,late_quarter_new,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.182424193548,124
selected_existing,manual,late_quarter_new,knn,uNb9QFRL6hY,ulayout__compressed__local16,0.174814330218,107
selected_existing,manual,late_quarter_new,knn,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.181793169399,122
selected_existing,manual,late_quarter_new,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.173716020672,129
selected_existing,manual,late_quarter_new,knn,yqstnuAEVhm,hohonet__encoder_stage4__global,0.183803361345,119
selected_existing,manual,late_quarter_new,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.176172820513,130
selected_existing,manual,late_quarter_new,ridge,7y3sRwLe3Va,ulayout__transformer__local16,0.173433683024,124
selected_existing,manual,late_quarter_new,ridge,B6ByNegPMKs,hohonet__refined__global,0.170145285706,124
selected_existing,manual,late_quarter_new,ridge,S9hNv5qa7GM,ulayout__compressed__global,0.174570592537,131
selected_existing,manual,late_quarter_new,ridge,UwV83HsGsw3,ulayout__compressed__global,0.164529430757,125
selected_existing,manual,late_quarter_new,ridge,VFuaQ6m2Qom,ulayout__compressed__global,0.170147905473,130
selected_existing,manual,late_quarter_new,ridge,X7HyMhZNoso,ulayout__compressed__global,0.173127036491,130
selected_existing,manual,late_quarter_new,ridge,Z6MFQCViBuw,hohonet__compressed__global,0.172173198803,130
selected_existing,manual,late_quarter_new,ridge,b8cTxDM8gDG,ulayout__compressed__global,0.170673062209,130
selected_existing,manual,late_quarter_new,ridge,e9zR4mvMWw7,ulayout__compressed__global,0.171967028978,129
selected_existing,manual,late_quarter_new,ridge,jh4fc5c5qoQ,ulayout__compressed__global,0.170081262394,132
selected_existing,manual,late_quarter_new,ridge,jtcxE69GiFV,ulayout__compressed__global,0.167926750559,129
selected_existing,manual,late_quarter_new,ridge,pRbA3pwrgk9,ulayout__compressed__global,0.172417007827,130
selected_existing,manual,late_quarter_new,ridge,pa4otMbVnkk,ulayout__compressed__global,0.163966706582,132
selected_existing,manual,late_quarter_new,ridge,q9vSo1VnCiC,ulayout__compressed__global,0.175688847832,120
selected_existing,manual,late_quarter_new,ridge,rPc6DW4iMge,ulayout__compressed__global,0.17374563033,124
selected_existing,manual,late_quarter_new,ridge,uNb9QFRL6hY,hohonet__shared__regions,0.162443191296,107
selected_existing,manual,late_quarter_new,ridge,wc2JMjhGNzB,hohonet__compressed__global,0.166938695242,122
selected_existing,manual,late_quarter_new,ridge,x8F5xyUWy9e,ulayout__compressed__global,0.161648214927,129
selected_existing,manual,late_quarter_new,ridge,yqstnuAEVhm,ulayout__transformer__local16,0.176674416704,119
selected_existing,manual,late_quarter_new,ridge,zsNo4HB9uLZ,hohonet__compressed__global,0.172385547885,130
selected_existing,manual,singleton_share,knn,2t7WUuJeko7,hohonet__encoder_stage4__regions,0.321506814166,184
selected_existing,manual,singleton_share,knn,7y3sRwLe3Va,da3__layer5__faces_local16,0.33045546827,178
selected_existing,manual,singleton_share,knn,B6ByNegPMKs,hohonet__compressed__regions,0.328372812555,178
