base_task_id,building_id,condition,partition_status,task_crowd_structure_status,cluster_count,largest_cluster_support,second_cluster_support,supported_cluster_count,singleton_cluster_count,largest_cluster_median_iou,best_cluster_rank,best_cluster_support,best_cluster_median_iou,crowd_gt_gap_best_minus_largest,crowd_gt_relationship,task_final_scope,geometry_reference_status,display_thresholds
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,unique,unimodal,1.0,3,0,1.0,0.0,0.946974317712862,1.0,3.0,0.946974317712862,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.6714601351444152,2.0,1.0,0.713259986400014,0.04179985125559882,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.7691912245086019,2.0,1.0,0.7691933787005101,2.1541919081879968e-06,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,unique,,5.0,1,1,0.0,5.0,0.673524397272116,5.0,1.0,0.9470142352280608,0.27348983795594484,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.9256432290388314,1.0,4.0,0.9256432290388314,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,unique,supported_multimodal,2.0,20,2,2.0,0.0,0.981286772487841,1.0,20.0,0.981286772487841,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,unique,supported_multimodal,3.0,2,2,2.0,1.0,0.9395375374640632,1.0,2.0,0.9395375374640632,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.96326396658462,1.0,5.0,0.96326396658462,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,unique,dominant_with_dissent,2.0,21,1,1.0,1.0,0.9668113490051512,1.0,21.0,0.9668113490051512,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,unique,supported_multimodal,3.0,2,2,2.0,1.0,0.9662936715873136,1.0,2.0,0.9662936715873136,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,unique,dominant_with_dissent,2.0,21,1,1.0,1.0,0.9593982867887736,1.0,21.0,0.9593982867887736,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,not_evaluable,,,0,0,,,,,,,,partition_not_unique_or_not_evaluable,,,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,unique,dominant_with_dissent,3.0,3,1,1.0,2.0,0.926580474934037,1.0,3.0,0.926580474934037,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,unique,dominant_with_dissent,3.0,3,1,1.0,2.0,0.9058153979098592,1.0,3.0,0.9058153979098592,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,unique,supported_multimodal,3.0,2,2,2.0,1.0,0.7663663094180172,2.0,2.0,0.823365172267094,0.05699886284907685,supported_multimodal_nonlargest_supported_cluster_better_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.9231919567740742,2.0,1.0,0.9358954931747294,0.012703536400655246,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,unique,dominant_with_dissent,2.0,3,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.9561991118767568,1.0,5.0,0.9561991118767568,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,unique,dominant_with_dissent,2.0,3,1,1.0,1.0,0.9760367591461642,2.0,1.0,0.9847077676438524,0.008671008497688204,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,unique,supported_multimodal,4.0,11,8,3.0,1.0,0.8765440371685764,2.0,8.0,0.9461603520917192,0.0696163149231428,supported_multimodal_nonlargest_supported_cluster_better_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,unique,supported_multimodal,7.0,5,4,5.0,2.0,0.9604626903729804,1.0,5.0,0.9604626903729804,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,unique,dominant_with_dissent,3.0,3,1,1.0,2.0,0.7226790687827888,3.0,1.0,0.7633515805461507,0.04067251176336195,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.8797242350501584,1.0,5.0,0.8797242350501584,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,unique,unimodal,1.0,4,0,1.0,0.0,0.8832454795665703,1.0,4.0,0.8832454795665703,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,not_evaluable,,,0,0,,,,,,,,partition_not_unique_or_not_evaluable,,,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,unique,dominant_with_dissent,4.0,2,1,1.0,3.0,0.8036389959673511,4.0,1.0,0.8143816528850107,0.010742656917659632,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.7060960906013468,2.0,1.0,0.8886367738442101,0.18254068324286332,dominant_with_singleton_dissent_singleton_better_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.8775261240319077,2.0,1.0,0.8887873976932501,0.011261273661342441,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,unique,dominant_with_dissent,2.0,3,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.9780580002255684,1.0,5.0,0.9780580002255684,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,unique,,5.0,1,1,0.0,5.0,0.6907871302535029,2.0,1.0,0.8110307986379229,0.12024366838442002,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,unique,,5.0,1,1,0.0,5.0,,2.0,1.0,0.8548740206685173,,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,unique,dominant_with_dissent,2.0,4,1,1.0,1.0,0.9302903841211803,1.0,4.0,0.9302903841211803,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,unique,dominant_with_dissent,4.0,2,1,1.0,3.0,0.8755284420212273,1.0,2.0,0.8755284420212273,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
