deployment_pool_id,variant,primary_candidate_k,a0_selection_disposition,action_disposition,selected_candidate_annotation_id,selected_worker_id,fallback_status,failure_reason,image_score_tie_count,image_tie_break_rule,alignment_join_status,candidate_image_score_available,disagreement_with_a0,preoutcome_fields_only,reads_quality_or_outcome
1f1899870e28960975d03a6f206e64ad3a6f6c3922d4fd045f67e2379c4099c9,A4-S,5,selected,selected,cc1c0c89b7e5fdacc836,36,,no_supported_alternative,,,one_to_one,true,false,true,false
1f1899870e28960975d03a6f206e64ad3a6f6c3922d4fd045f67e2379c4099c9,A4-C,5,selected,selected,25a1ba6fcd4fbb14c433,35,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
1f1899870e28960975d03a6f206e64ad3a6f6c3922d4fd045f67e2379c4099c9,A4-L,5,selected,selected,25a1ba6fcd4fbb14c433,35,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
21687d71f1c213e4b341228ce359839128b0679d10c06a2fe8fa33da204d155e,A0,3,selected,selected,2052df34f859227bd40f,30,,,,,one_to_one,true,false,true,false
21687d71f1c213e4b341228ce359839128b0679d10c06a2fe8fa33da204d155e,A4-S,3,selected,selected,2052df34f859227bd40f,30,,no_supported_alternative,,,one_to_one,true,false,true,false
21687d71f1c213e4b341228ce359839128b0679d10c06a2fe8fa33da204d155e,A4-C,3,selected,selected,b5e0d24f44539999b6ed,27,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
21687d71f1c213e4b341228ce359839128b0679d10c06a2fe8fa33da204d155e,A4-L,3,selected,selected,b5e0d24f44539999b6ed,27,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
22c1a33c765ee9c61883e15c587d1bcb9d6c26417ca890bd6376e01ea539313e,A0,2,unresolved,unresolved,,,,minimum_valid_k_or_metric_compatibility,,,one_to_one,true,not_applicable,true,false
22c1a33c765ee9c61883e15c587d1bcb9d6c26417ca890bd6376e01ea539313e,A4-S,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
22c1a33c765ee9c61883e15c587d1bcb9d6c26417ca890bd6376e01ea539313e,A4-C,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
22c1a33c765ee9c61883e15c587d1bcb9d6c26417ca890bd6376e01ea539313e,A4-L,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2493445a0cae3778d60a2d2e02278d3e50c4205d34c64118f2b8ba01e4dfa348,A0,3,unresolved,unresolved,,,,no_dominant_or_supported_partition,,,one_to_one,true,not_applicable,true,false
2493445a0cae3778d60a2d2e02278d3e50c4205d34c64118f2b8ba01e4dfa348,A4-S,3,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2493445a0cae3778d60a2d2e02278d3e50c4205d34c64118f2b8ba01e4dfa348,A4-C,3,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2493445a0cae3778d60a2d2e02278d3e50c4205d34c64118f2b8ba01e4dfa348,A4-L,3,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
28269af482d5d5e83ff3f0e2784d2fd87b64b0de74c8f50579d0390895929d0e,A0,2,unresolved,unresolved,,,,minimum_valid_k_or_metric_compatibility,,,one_to_one,true,not_applicable,true,false
28269af482d5d5e83ff3f0e2784d2fd87b64b0de74c8f50579d0390895929d0e,A4-S,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
28269af482d5d5e83ff3f0e2784d2fd87b64b0de74c8f50579d0390895929d0e,A4-C,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
28269af482d5d5e83ff3f0e2784d2fd87b64b0de74c8f50579d0390895929d0e,A4-L,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
29d2d2bb60f49aafc014ad283a5f54322a6ea12a4608bd423c7da892ccf47f54,A0,2,unresolved,unresolved,,,,minimum_valid_k_or_metric_compatibility,,,one_to_one,true,not_applicable,true,false
29d2d2bb60f49aafc014ad283a5f54322a6ea12a4608bd423c7da892ccf47f54,A4-S,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
29d2d2bb60f49aafc014ad283a5f54322a6ea12a4608bd423c7da892ccf47f54,A4-C,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
29d2d2bb60f49aafc014ad283a5f54322a6ea12a4608bd423c7da892ccf47f54,A4-L,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2b08b25365a26ea735d37a8bbb529f10b80c8d2f3e13a803745f656abb4568b8,A0,11,selected,selected,c72ac2a665cd5a8025ca,15,,,,,one_to_one,true,false,true,false
2b08b25365a26ea735d37a8bbb529f10b80c8d2f3e13a803745f656abb4568b8,A4-S,11,selected,selected,c72ac2a665cd5a8025ca,15,,,,cluster_formal_medoid_final_tie_key,one_to_one,true,false,true,false
2b08b25365a26ea735d37a8bbb529f10b80c8d2f3e13a803745f656abb4568b8,A4-C,11,selected,selected,c72ac2a665cd5a8025ca,15,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,false,true,false
2b08b25365a26ea735d37a8bbb529f10b80c8d2f3e13a803745f656abb4568b8,A4-L,11,selected,selected,c72ac2a665cd5a8025ca,15,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,false,true,false
2c1cceab29d6d9b0fa7342a94894c673449b8c6a0aee47a4c186be4b8c128a72,A0,1,unresolved,unresolved,,,,minimum_valid_k_or_metric_compatibility,,,one_to_one,true,not_applicable,true,false
2c1cceab29d6d9b0fa7342a94894c673449b8c6a0aee47a4c186be4b8c128a72,A4-S,1,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2c1cceab29d6d9b0fa7342a94894c673449b8c6a0aee47a4c186be4b8c128a72,A4-C,1,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2c1cceab29d6d9b0fa7342a94894c673449b8c6a0aee47a4c186be4b8c128a72,A4-L,1,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2ea62e7d62cc7885eaa08f01ac2bc56e4c52517166c3989f26eda241aa998f4f,A0,1,unresolved,unresolved,,,,minimum_valid_k_or_metric_compatibility,,,one_to_one,true,not_applicable,true,false
2ea62e7d62cc7885eaa08f01ac2bc56e4c52517166c3989f26eda241aa998f4f,A4-S,1,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2ea62e7d62cc7885eaa08f01ac2bc56e4c52517166c3989f26eda241aa998f4f,A4-C,1,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
2ea62e7d62cc7885eaa08f01ac2bc56e4c52517166c3989f26eda241aa998f4f,A4-L,1,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
334cc450f189c77bec94b6fb120ffe28be8eae7d3342e86368e6d0e82d60c4f4,A0,3,selected,selected,03226fb095d5cf238261,13,,,,,one_to_one,true,false,true,false
334cc450f189c77bec94b6fb120ffe28be8eae7d3342e86368e6d0e82d60c4f4,A4-S,3,selected,selected,03226fb095d5cf238261,13,,no_supported_alternative,,,one_to_one,true,false,true,false
334cc450f189c77bec94b6fb120ffe28be8eae7d3342e86368e6d0e82d60c4f4,A4-C,3,selected,selected,03226fb095d5cf238261,13,,,2,full_cluster_formal_medoid_ranking,one_to_one,true,false,true,false
334cc450f189c77bec94b6fb120ffe28be8eae7d3342e86368e6d0e82d60c4f4,A4-L,3,selected,selected,03226fb095d5cf238261,13,,,2,full_cluster_formal_medoid_ranking,one_to_one,true,false,true,false
357ad53eb6616e104b3c01bc31237a4390d38db08e2f1e1da95b3dac001385fa,A0,4,selected,selected,3b3f16f395140c417e16,30,,,,,one_to_one,true,false,true,false
357ad53eb6616e104b3c01bc31237a4390d38db08e2f1e1da95b3dac001385fa,A4-S,4,selected,selected,62b93b940622881f9e7b,33,,,,cluster_formal_medoid_final_tie_key,one_to_one,true,true,true,false
357ad53eb6616e104b3c01bc31237a4390d38db08e2f1e1da95b3dac001385fa,A4-C,4,selected,selected,62b93b940622881f9e7b,33,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
357ad53eb6616e104b3c01bc31237a4390d38db08e2f1e1da95b3dac001385fa,A4-L,4,selected,selected,1f0da2ca6730dfb60599,32,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
35c65f7f376b3b0c87bf8e5745e953a3d1aca877b22550aec09643052de01f2f,A0,2,unresolved,unresolved,,,,minimum_valid_k_or_metric_compatibility,,,one_to_one,true,not_applicable,true,false
35c65f7f376b3b0c87bf8e5745e953a3d1aca877b22550aec09643052de01f2f,A4-S,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
35c65f7f376b3b0c87bf8e5745e953a3d1aca877b22550aec09643052de01f2f,A4-C,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
35c65f7f376b3b0c87bf8e5745e953a3d1aca877b22550aec09643052de01f2f,A4-L,2,unresolved,unresolved,,,,a0_unresolved_no_rescue,,,one_to_one,true,not_applicable,true,false
3662d5f8ab875190edb38a3e0d1c5e735cf25b33b20bad378d6d74e511158126,A0,11,selected,selected,58fcb37f432cd01e22a1,8,,,,,one_to_one,true,false,true,false
3662d5f8ab875190edb38a3e0d1c5e735cf25b33b20bad378d6d74e511158126,A4-S,11,selected,selected,58fcb37f432cd01e22a1,8,,no_supported_alternative,,,one_to_one,true,false,true,false
3662d5f8ab875190edb38a3e0d1c5e735cf25b33b20bad378d6d74e511158126,A4-C,11,selected,selected,1aa87c4e8b0db18c1ccd,10,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
3662d5f8ab875190edb38a3e0d1c5e735cf25b33b20bad378d6d74e511158126,A4-L,11,selected,selected,1aa87c4e8b0db18c1ccd,10,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
36c34443f850069b5a04af291269a5258762e636ea09464fbd460a615a980ce5,A0,4,selected,selected,013253d9bc0db4d66615,34,,,,,one_to_one,true,false,true,false
36c34443f850069b5a04af291269a5258762e636ea09464fbd460a615a980ce5,A4-S,4,selected,selected,013253d9bc0db4d66615,34,,no_supported_alternative,,,one_to_one,true,false,true,false
36c34443f850069b5a04af291269a5258762e636ea09464fbd460a615a980ce5,A4-C,4,selected,selected,013253d9bc0db4d66615,34,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,false,true,false
36c34443f850069b5a04af291269a5258762e636ea09464fbd460a615a980ce5,A4-L,4,selected,selected,013253d9bc0db4d66615,34,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,false,true,false
3905be015949290730533f222611b008f040ed4460bdc36bcec98bdeffb2db18,A0,3,selected,selected,a42f40b503c7f449a3f6,37,,,,,one_to_one,true,false,true,false
3905be015949290730533f222611b008f040ed4460bdc36bcec98bdeffb2db18,A4-S,3,selected,selected,a42f40b503c7f449a3f6,37,,no_supported_alternative,,,one_to_one,true,false,true,false
3905be015949290730533f222611b008f040ed4460bdc36bcec98bdeffb2db18,A4-C,3,selected,selected,db40fd3c634f72f37f1c,32,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
3905be015949290730533f222611b008f040ed4460bdc36bcec98bdeffb2db18,A4-L,3,selected,selected,db40fd3c634f72f37f1c,32,,,1,full_cluster_formal_medoid_ranking,one_to_one,true,true,true,false
39562b2059a547244e3fb43fcf5fb5dd69ff45b62f840ac4b3079e7c25381bc6,A0,11,selected,selected,9468385d865a6955cb73,18,,,,,one_to_one,true,false,true,false
39562b2059a547244e3fb43fcf5fb5dd69ff45b62f840ac4b3079e7c25381bc6,A4-S,11,selected,selected,8f784855d8bd4f3a9024,13,,,,cluster_formal_medoid_final_tie_key,one_to_one,true,true,true,false
