heldout_building,model,alpha,inner_mae
q9vSo1VnCiC,bi_head_gap,10.0,0.036637814568062
q9vSo1VnCiC,bi_head_gap,100.0,0.03842261770781756
q9vSo1VnCiC,bi_head_gap,1000.0,0.04149866242002394
q9vSo1VnCiC,model_counts_and_gaps,0.1,0.0313674188909877
q9vSo1VnCiC,model_counts_and_gaps,1.0,0.03069561696393692
q9vSo1VnCiC,model_counts_and_gaps,10.0,0.030632092487991994
q9vSo1VnCiC,model_counts_and_gaps,100.0,0.03097888298699435
q9vSo1VnCiC,model_counts_and_gaps,1000.0,0.036841167919745066
q9vSo1VnCiC,counts_gaps_rotation,0.1,0.032802836153676525
q9vSo1VnCiC,counts_gaps_rotation,1.0,0.032661130030639286
q9vSo1VnCiC,counts_gaps_rotation,10.0,0.03219619174045061
q9vSo1VnCiC,counts_gaps_rotation,100.0,0.031163469559663974
q9vSo1VnCiC,counts_gaps_rotation,1000.0,0.035935780465618475
rPc6DW4iMge,model_counts,0.1,0.03562195031827065
rPc6DW4iMge,model_counts,1.0,0.035509354963981075
rPc6DW4iMge,model_counts,10.0,0.03508455219487229
rPc6DW4iMge,model_counts,100.0,0.0358761306026967
rPc6DW4iMge,model_counts,1000.0,0.039664472811525256
rPc6DW4iMge,bi_head_gap,0.1,0.03672228275953234
rPc6DW4iMge,bi_head_gap,1.0,0.03674274107624096
rPc6DW4iMge,bi_head_gap,10.0,0.03692447065376936
rPc6DW4iMge,bi_head_gap,100.0,0.03841828460280653
rPc6DW4iMge,bi_head_gap,1000.0,0.04108118476192896
rPc6DW4iMge,model_counts_and_gaps,0.1,0.03284703270034607
rPc6DW4iMge,model_counts_and_gaps,1.0,0.03256929848879512
rPc6DW4iMge,model_counts_and_gaps,10.0,0.03165559357396737
rPc6DW4iMge,model_counts_and_gaps,100.0,0.031154607783523386
rPc6DW4iMge,model_counts_and_gaps,1000.0,0.03636500188543023
rPc6DW4iMge,counts_gaps_rotation,0.1,0.039105171238785
rPc6DW4iMge,counts_gaps_rotation,1.0,0.037740919673970426
rPc6DW4iMge,counts_gaps_rotation,10.0,0.03455120298282286
rPc6DW4iMge,counts_gaps_rotation,100.0,0.031923298177437304
rPc6DW4iMge,counts_gaps_rotation,1000.0,0.035648907708784025
uNb9QFRL6hY,model_counts,0.1,0.03802274004041622
uNb9QFRL6hY,model_counts,1.0,0.03794390006697121
uNb9QFRL6hY,model_counts,10.0,0.03775700110900588
uNb9QFRL6hY,model_counts,100.0,0.03890180146011622
uNb9QFRL6hY,model_counts,1000.0,0.042392466592264415
uNb9QFRL6hY,bi_head_gap,0.1,0.04022173332268814
uNb9QFRL6hY,bi_head_gap,1.0,0.04022666369835396
uNb9QFRL6hY,bi_head_gap,10.0,0.04028474315301423
uNb9QFRL6hY,bi_head_gap,100.0,0.04141666845398355
uNb9QFRL6hY,bi_head_gap,1000.0,0.04381363308908913
uNb9QFRL6hY,model_counts_and_gaps,0.1,0.03637306477296055
uNb9QFRL6hY,model_counts_and_gaps,1.0,0.035780517447191386
uNb9QFRL6hY,model_counts_and_gaps,10.0,0.034721584004065005
uNb9QFRL6hY,model_counts_and_gaps,100.0,0.03409821646467643
uNb9QFRL6hY,model_counts_and_gaps,1000.0,0.0392975780786279
uNb9QFRL6hY,counts_gaps_rotation,0.1,0.036723413316220574
uNb9QFRL6hY,counts_gaps_rotation,1.0,0.03590215523795812
uNb9QFRL6hY,counts_gaps_rotation,10.0,0.034116807583846324
uNb9QFRL6hY,counts_gaps_rotation,100.0,0.03300496800375099
uNb9QFRL6hY,counts_gaps_rotation,1000.0,0.03807322644526192
wc2JMjhGNzB,model_counts,0.1,0.0358082378605888
wc2JMjhGNzB,model_counts,1.0,0.035694047999890455
wc2JMjhGNzB,model_counts,10.0,0.03510972862940176
wc2JMjhGNzB,model_counts,100.0,0.036066118682324594
wc2JMjhGNzB,model_counts,1000.0,0.04081133443273018
wc2JMjhGNzB,bi_head_gap,0.1,0.038076134167161366
wc2JMjhGNzB,bi_head_gap,1.0,0.03809848258439953
wc2JMjhGNzB,bi_head_gap,10.0,0.03829995065809625
wc2JMjhGNzB,bi_head_gap,100.0,0.03981738333074915
wc2JMjhGNzB,bi_head_gap,1000.0,0.042475176269266994
wc2JMjhGNzB,model_counts_and_gaps,0.1,0.03210596885782365
wc2JMjhGNzB,model_counts_and_gaps,1.0,0.031894297370930684
wc2JMjhGNzB,model_counts_and_gaps,10.0,0.03113947547761141
wc2JMjhGNzB,model_counts_and_gaps,100.0,0.0313166868411346
wc2JMjhGNzB,model_counts_and_gaps,1000.0,0.037321562728092936
wc2JMjhGNzB,counts_gaps_rotation,0.1,0.037821828092336314
wc2JMjhGNzB,counts_gaps_rotation,1.0,0.03653418335808513
wc2JMjhGNzB,counts_gaps_rotation,10.0,0.03351036163910735
wc2JMjhGNzB,counts_gaps_rotation,100.0,0.03183366051184772
wc2JMjhGNzB,counts_gaps_rotation,1000.0,0.0365163611459086
x8F5xyUWy9e,model_counts,0.1,0.035569536775943225
x8F5xyUWy9e,model_counts,1.0,0.03554956695578151
x8F5xyUWy9e,model_counts,10.0,0.035474820042907515
x8F5xyUWy9e,model_counts,100.0,0.03629741959946948
x8F5xyUWy9e,model_counts,1000.0,0.040614910206992406
x8F5xyUWy9e,bi_head_gap,0.1,0.03942605353476532
x8F5xyUWy9e,bi_head_gap,1.0,0.039428309845884205
x8F5xyUWy9e,bi_head_gap,10.0,0.039527767910451074
x8F5xyUWy9e,bi_head_gap,100.0,0.040373672569383276
x8F5xyUWy9e,bi_head_gap,1000.0,0.04230532090680626
x8F5xyUWy9e,model_counts_and_gaps,0.1,0.03418822857609067
x8F5xyUWy9e,model_counts_and_gaps,1.0,0.03383182425227817
x8F5xyUWy9e,model_counts_and_gaps,10.0,0.03268691425029461
x8F5xyUWy9e,model_counts_and_gaps,100.0,0.031688504930506886
x8F5xyUWy9e,model_counts_and_gaps,1000.0,0.03708674857286568
x8F5xyUWy9e,counts_gaps_rotation,0.1,0.037313567531402594
x8F5xyUWy9e,counts_gaps_rotation,1.0,0.03680239889937418
x8F5xyUWy9e,counts_gaps_rotation,10.0,0.035060624393939165
x8F5xyUWy9e,counts_gaps_rotation,100.0,0.03250206119328416
x8F5xyUWy9e,counts_gaps_rotation,1000.0,0.03628904225704671
yqstnuAEVhm,model_counts,0.1,0.034911715166580475
yqstnuAEVhm,model_counts,1.0,0.034922612843885134
yqstnuAEVhm,model_counts,10.0,0.03494489973318465
yqstnuAEVhm,model_counts,100.0,0.03563725224118699
yqstnuAEVhm,model_counts,1000.0,0.04025544590473113
yqstnuAEVhm,bi_head_gap,0.1,0.03681421272506185
yqstnuAEVhm,bi_head_gap,1.0,0.0368209892263707
yqstnuAEVhm,bi_head_gap,10.0,0.03692034276883571
yqstnuAEVhm,bi_head_gap,100.0,0.038975685941649366
yqstnuAEVhm,bi_head_gap,1000.0,0.04186650543166419
yqstnuAEVhm,model_counts_and_gaps,0.1,0.03322498806867679
yqstnuAEVhm,model_counts_and_gaps,1.0,0.0318520457385522
yqstnuAEVhm,model_counts_and_gaps,10.0,0.02995326824625046
yqstnuAEVhm,model_counts_and_gaps,100.0,0.029814273446557314
yqstnuAEVhm,model_counts_and_gaps,1000.0,0.036619553503454014
yqstnuAEVhm,counts_gaps_rotation,0.1,0.03501978444888179
yqstnuAEVhm,counts_gaps_rotation,1.0,0.03386856612765896
yqstnuAEVhm,counts_gaps_rotation,10.0,0.0313725413457167
yqstnuAEVhm,counts_gaps_rotation,100.0,0.029917201456644876
yqstnuAEVhm,counts_gaps_rotation,1000.0,0.035822112084728734
