image_id,hohonet_rotation,bi_enclosed_rotation,bi_extended_rotation,ulayout_rotation,hohonet_points,hohonet_topology_change,hohonet_post_displacement,bi_enclosed_points,bi_enclosed_topology_change,bi_enclosed_post_displacement,bi_extended_points,bi_extended_topology_change,bi_extended_post_displacement,hohonet_vs_bi_enclosed,hohonet_vs_bi_extended,hohonet_vs_ulayout,bi_enclosed_vs_bi_extended,bi_enclosed_vs_ulayout,bi_extended_vs_ulayout,bi_height_disagreement,hohonet_warning_phases,da3_confidence_median,da3_confidence_face_variation,da3_log_shape_spread_median,da3_log_shape_face_variation
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,0.00356513975361,0.00340419369192,0.00340076681892,0.00120653167955,12,0,0.522361858576,8,0,0.660936844752,8.5,1,0.660362745896,0.0389578681507,0.0387448516632,0.0223243835701,0.000408527989723,0.0211974319428,0.0210104551799,1.39397242293,0,1.45367825031,0.9775721541,0.714337021112,0.47384046885
B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,0.00322501941601,0.00242796209326,0.00241249472284,0.000981651589753,8,0,0.447078645454,8,0,0.45255472845,8,0,0.452301868391,0.0207574138904,0.0206280291387,0.0243098386625,0.000597605592185,0.0162712169524,0.0159145270198,1.08599010482,0,1.65381383896,0.671871332932,1.11067456007,0.43337460438
S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,0.00323600323176,0.00249134363705,0.00244927982873,0.000616721409229,8,0,0.372154948553,8,0,0.373669081008,8,0,0.373192009349,0.0271967615366,0.0272680354711,0.0189981569637,0.000263010642072,0.024482760088,0.0245618413268,0.434074372053,0,2.44125747681,1.56414785733,0.836137741804,0.518486918995
S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,0.00280654615912,0.00157147315632,0.00159830270629,0.000620124017403,8,0,0.327639686595,8,0,0.316445153112,8,0,0.31656119646,0.0173101234501,0.0172259106622,0.0151417342737,0.000216555710425,0.0102417589717,0.0102013091398,0.508255276829,0,2.76184558868,0.728577666753,1.06904897094,0.586899358181
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,0.00469875836217,0.00168544842775,0.00155998596643,0.000919020720837,8,0,0.268801619406,8,0,0.26653265136,8,0,0.26708972964,0.025328683966,0.0256240667349,0.0386512733942,0.000458461063454,0.0186670203683,0.0183172543265,0.506128840148,0,2.1355330348,0.921903996511,0.854228019714,0.406556894675
S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,0.0036767401765,0.00238279898916,0.00237056570526,0.000763620241996,8,0,0.367134793993,8,0,0.375420514656,8,0,0.375052103724,0.0177352089296,0.0180199170414,0.0367949558395,0.000614347986666,0.0240924769707,0.0237208555546,0.45158020407,0,2.26524853706,0.975371071049,0.960293620825,0.458750159736
S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,0.00248181413638,0.0029541214639,0.0030376604305,0.00077558149897,8,0,0.326411493119,8,0,0.316821829932,8,0,0.317495084117,0.0155822928158,0.0156901202733,0.0242307800781,0.00100089582965,0.0135111554648,0.013514467891,0.559997256845,0,2.23351669312,0.696235270754,1.01950624585,0.532702871719
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,0.00345527668316,0.00185821322975,0.0019917120639,0.000927889066975,20,0,0.28847271201,16,0,0.323027221126,16,0,0.324088767766,0.0321624973971,0.032664258052,0.0294755381092,0.000890045819291,0.0192242352973,0.019495734312,0.98621257022,0,1.97152167559,0.858648891239,0.665921360254,0.402149807577
VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,0.00281198856104,0.00135336015365,0.00115149363884,0.000581872393591,12,0,0.256551868811,16.5,1,0.263363733415,15,1,0.269124824642,0.0203148912788,0.0205998730116,0.0224776238927,0.00116715042516,0.0164468512311,0.0169797026408,1.03600712121,0,2.05843305588,0.327527944537,1.16414302588,0.538952784778
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,0.00348394701771,0.00187846427866,0.00189980766394,0.000700948382784,24,0,0.301395802471,13.5,1,0.340054269744,14,1,0.340362572837,0.0706874807457,0.0707648555788,0.0802550648507,0.000267559841116,0.0149970381179,0.0149356635874,1.0455240123,0,1.68225342035,0.780855567096,0.874567896128,0.316868838866
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,0.00364950446801,0.00170525417154,0.00176628204784,0.000713793735613,20,0,0.369049000073,12,0,0.389390084138,12,0,0.390245853085,0.0249164657255,0.0248328121312,0.0391211883003,0.000414621227055,0.0245719764835,0.0246859057708,1.05677841231,0,1.41364687681,0.939188059264,0.881010234356,0.323926395815
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,0.00481774936585,0.00218044951467,0.0021524676089,0.00206473907844,28,0,0.126723117091,16,0,0.189100996883,16,0,0.191300166036,0.104735713847,0.104490651012,0.0831911908603,0.00152696549915,0.0662685140129,0.0664941533898,1.07716292143,0,2.10182189941,0.890964764806,0.775314688683,0.227684638495
VFuaQ6m2Qom_f75a440593bb4140b899730917096859,0.00264655106183,0.001044537999,0.0043760265777,0.000616865257002,8,0,0.327939206422,8,0,0.317586387959,16.5,1,0.236092893022,0.0229063012019,0.0327425645087,0.0448983426935,0.0101563694034,0.0246536398174,0.0148734390815,0.984689749777,0,1.74948018789,0.702414361064,1.09841811657,0.621943814771
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,0.00605541833997,0.00217830595242,0.00221529603944,0.0012619131326,8,0,0.295235441117,8,0,0.288575366603,9,1,0.288668858671,0.059922937116,0.0599844694532,0.0549625031871,0.00106761141147,0.0693089347161,0.0699830241824,4.17973923311,0,2.22934639454,0.515888030449,0.93786406517,0.404072768535
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,0.005521952714,0.00146616247839,0.00145865860582,0.000924162512399,8,0,0.283955934949,8,0,0.274152394031,8,0,0.273999984092,0.055922921686,0.0555884122672,0.0413544886848,0.000568246362424,0.0356297136877,0.0353789126035,4.14992779121,0,2.00885117054,0.10307581921,1.05785667896,0.496442136034
Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,0.00585255749455,0.00146587309981,0.00160112121246,0.000751056058939,8,0,0.273852558981,8,0,0.248282008281,8,0,0.248916581394,0.0520666452939,0.0515401106461,0.0531338677522,0.000688748784744,0.0572901943191,0.0572545911385,4.29979874194,0,1.83438080549,0.592476861402,0.541905686259,0.42092728656
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,0.00615194961659,0.00135231130164,0.00132712935342,0.00126760668517,8,0,0.283504570603,8,0,0.278763737373,8,0,0.279474403063,0.0720217520932,0.07181681195,0.047912748621,0.000857135065176,0.0677854784987,0.0673023112115,4.2763393186,0,2.0577673912,0.585126304058,0.80156815052,0.435595021607
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,0.00364644208023,0.00124682514861,0.00123630424222,0.000823691191272,8,0,0.268779592116,8,0,0.271606267456,8,0,0.270450612697,0.0256061873147,0.0259253169918,0.0207776499705,0.000724229825483,0.0158769465535,0.0155293650728,0.567088320851,0,2.99644601345,0.584057397043,0.802865415812,0.48404335514
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,0.00341825944056,0.0019319630272,0.00193947626208,0.00048819853198,8,0,0.268714395668,8,0,0.274185224885,8,0,0.274464211168,0.025850604548,0.0258676190312,0.0213262047808,0.000197999451114,0.00921590067121,0.00922833651356,0.605759501457,0,3.11293566227,1.52912528869,0.571291923523,0.413928076744
e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,0.00277305029392,0.00170985707957,0.00169302515844,0.000624957710631,8,0,0.295201261392,8,0,0.285436550757,8,0,0.286217302086,0.0163336110756,0.0165389269041,0.0190267269462,0.000362585646793,0.00682548634569,0.00661072281922,0.574988670647,0,2.32828235626,1.22964878215,0.989299952984,0.579220968034
e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,0.00262182573883,0.00146662783646,0.00145532236075,0.000600951226119,8,0,0.314678080862,8,0,0.298269380364,8,0,0.297611205404,0.0328602610108,0.0338076917908,0.025180770509,0.00114734359312,0.0177495684917,0.0187284712853,0.661111414433,0,2.07043635845,1.21581270196,1.20310682058,0.737675175081
e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,0.00294783142896,0.00184379092162,0.00186853045849,0.000564092807955,8,0,0.328132985153,8,0,0.306145313605,8,0,0.307203068011,0.0136776132687,0.0135438816036,0.0123764502582,0.000379470024563,0.0141371509623,0.0140266158478,0.614293258637,0,2.4450571537,1.26836597225,1.10916334391,0.693871201614
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,0.00334167014367,0.00189789422696,0.00192039833685,0.000539603940754,8,0,0.274931344623,8,0,0.281760123656,8,0,0.281426090001,0.0257106650297,0.0257500810288,0.0199990139543,0.000197008242812,0.0113636048982,0.0114723876494,0.596373789012,0,3.4313249588,1.5468941902,0.629845678806,0.428233655391
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,0.00351250550666,0.00106509680548,0.00110901131362,0.000547641865526,8,0,0.261736736305,8,0,0.260484547336,8,0,0.261199626625,0.00977245813785,0.00970541419806,0.0118913969943,0.00053138394567,0.0156000807234,0.0153273338258,0.574886251241,0,3.64532399178,1.14582276597,0.639165535569,0.375747051493
jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,0.00336443622231,0.00167069305874,0.00165046156185,0.00144782737136,8,0,0.41770043012,12,0,0.193172753615,11,1,0.195142629821,0.0410205659857,0.041413519107,0.0246766800251,0.000514868124327,0.0349457249618,0.0353103540352,0.771326642483,0,2.47087645531,0.957046593659,1.03048872948,0.451682550154
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,0.0124820009942,0.00152296611802,0.00156048213068,0.000996934132855,8,0,0.438330693621,20,1,0.499556826412,20,1,0.499937046078,0.0475237519658,0.0475120897794,0.0543485882403,0.000344672948617,0.0564794939156,0.0564786519744,0.612473424524,0,2.23602795601,1.38787220698,0.7165800035,0.663001109785
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,0.00322112761964,0.00116979166362,0.00121372395403,0.00118615786204,12,0,0.317911701486,22,1,0.19694639417,26,0,0.192958559833,0.0656386846269,0.0618340784385,0.0600216190152,0.00669477808035,0.0154029022901,0.0136479000855,0.80701835826,0,2.06014120579,0.556297092252,1.21976524591,0.5179791382
jtcxE69GiFV_87e96c5b923840bc8276d949ff157948,0.00400096594937,0.00167355309151,0.00165918345316,0.00139533218758,8,0,0.298765623963,12,0,0.191292429884,12,0,0.19174072398,0.051185782859,0.0510414405875,0.0360909630486,0.000761389458435,0.0270569428648,0.026635465175,0.728694375604,0,2.65895092487,1.08913305174,0.696044057608,0.44960106043
jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,0.00436004294091,0.000982197707182,0.0011368086784,0.00117976808349,8,0,0.267912966926,22,1,0.119040652638,22,1,0.118688293387,0.0664628366714,0.0658763623528,0.0587247224373,0.000860530858116,0.0315592373306,0.0313182125177,0.800595276058,0,3.95476651192,1.83998489064,0.8684656322,0.406458858079
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,0.00437867683491,0.0016620019389,0.00165606394544,0.00114948468109,8,0,0.302566781415,8,0,0.327243252714,8,0,0.327111562843,0.0943598844976,0.0938038267828,0.111581629506,0.00221684316881,0.0300922394187,0.0296697698089,1.86859472096,0,2.18032681942,0.507304478857,0.745929926634,0.468323822063
pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,0.00389984311796,0.00206545585656,0.00209173254942,0.0010142357596,8,0,0.362706492032,8,0,0.376712606578,8,0,0.375995942653,0.075094403951,0.0733947744412,0.0630889318944,0.00170182120866,0.0182338493663,0.0178555298138,1.87340341508,0,2.00018596649,0.618612035663,1.02808377147,0.424903628138
pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4,0.00455078878211,0.00169635747415,0.00173201178142,0.00115897447696,12,0,0.157820606804,12,0,0.165038583566,12,0,0.164945405771,0.0810601473884,0.0808909424952,0.101348427276,0.000659599396965,0.0839888659575,0.083674308093,2.06849319115,0,2.15575373173,0.602840460749,0.812844157219,0.491633074231
pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade,0.00449407338606,0.00122693957856,0.00127077633822,0.000838952263364,16,0,0.189186315925,12,0,0.1876524115,12,0,0.186944732257,0.0410326847137,0.0411694339397,0.0586792192753,0.000878459256499,0.0309990280205,0.0304966236799,2.16885689273,0,2.37045943737,0.851315561898,0.809386581182,0.442731331741
pa4otMbVnkk_b8245307c038459a9df432be2341ec27,0.0032084163964,0.0012897799394,0.00133896597843,0.000924717778231,8,0,0.328135955771,8,0,0.305659071317,8,0,0.306198947887,0.0598265620859,0.0597793246087,0.0471926168165,0.00044487357665,0.0230901061358,0.0229431994264,1.98938184977,0,1.67961800098,0.39807530289,1.03175547719,0.683333264903
pa4otMbVnkk_e976f604378648b3bd1d1ed1e9638294,0.00307841481781,0.00182434463449,0.001945825912,0.000840126733092,12,0,0.270351592831,8,0,0.310872205698,8,0,0.308412467498,0.0396696551455,0.0397149183137,0.0391061453123,0.000614710679773,0.0167677474712,0.0166526970221,2.08637521043,0,1.86231172085,0.369749184149,0.758455127478,0.393803694
rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,0.00276686011973,0.00125560248184,0.00127942491331,0.000476249511643,8,0,0.282588899147,8,0,0.275792373911,8,0,0.276213429502,0.0162004675619,0.0164628220565,0.0295037902698,0.000481337228807,0.0157442385666,0.0155045413883,1.33038274944,0,2.01636850834,0.439537234271,1.33449858427,0.49955702534
rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,0.00255578715824,0.00110983921911,0.001156537415,0.000483914640433,8,0,0.241915122475,8,0,0.238257242806,8,0,0.237537065962,0.0127664101644,0.0129959521967,0.0231420651646,0.000367932979808,0.0114029049868,0.011179996909,1.29917065054,0,2.64764153957,1.39664622374,1.03059107065,0.28994451387
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,0.00269518627444,0.00105574144218,0.00107209116215,0.000477924308443,8,0,0.259092279447,8,0,0.257214871928,8,0,0.257574347232,0.0232263119848,0.0234141846866,0.0245854606048,0.000373859789591,0.00770133018043,0.00763540613878,1.38207690418,0,2.72161829472,0.950574507278,0.883136570454,0.490978223759
uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,0.00356045206925,0.00175263360803,0.00171253933515,0.000646437807737,12,0,0.392487275461,12,0,0.377659211519,12,0,0.377823136611,0.0122869022031,0.0121684984546,0.016620975993,0.000646219858635,0.0134445881142,0.0131765049202,1.89874917641,0,1.87377345562,0.332781365688,1.29519110918,0.539124700597
uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,0.00400080460906,0.00145552393174,0.00144446831031,0.000791463671218,12,0,0.153705648536,12,0,0.137445006088,12,0,0.138430431014,0.019078954574,0.0190403640069,0.0347282869744,0.000300113719744,0.0400653835517,0.0400528242042,2.02844902501,0,2.26578116417,0.783956311044,0.780752807856,0.361186132991
uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,0.0026603968796,0.00122550083518,0.00124465951172,0.000518780657111,8,0,0.323002552138,8,0,0.312748964678,8,0,0.312152275416,0.0112674464703,0.0115545320557,0.0135540905811,0.000756111005037,0.0139471040924,0.0146679810366,1.67356747761,0,1.8507014513,0.634593784406,1.18171101809,0.515977213223
uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,0.00309907319246,0.0015792302253,0.00149048211337,0.000570638733781,8,0,0.261090475107,8,0,0.267118812851,8,0,0.268079277156,0.0542159769959,0.0546552226165,0.0338388692994,0.000767240478103,0.0329622561687,0.0335305622334,0.986087787896,0,2.65769994259,0.852091230977,0.588581323624,0.346472890468
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,0.00275482048229,0.00208183976799,0.00209171042737,0.000411603182959,8,0,0.303640759372,8,0,0.308572133598,8,0,0.309002369882,0.0217308830415,0.0218666391564,0.0349408595972,0.000355099528691,0.0273117550765,0.0273325958372,0.780776306987,0,1.84389358759,1.17742736094,1.04775255919,0.452749325178
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,0.00327071942906,0.00156031050068,0.00164258225451,0.000783609850074,12,0,0.37337613864,8,0,0.388319591528,8,0,0.386978070591,0.0163777250751,0.0164047087454,0.0207429469488,0.000338626317477,0.0104668643983,0.0104896270233,1.82519863173,0,1.59909307957,0.317076487842,1.46409982443,0.595316431942
uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,0.00329438644048,0.00255947239569,0.00261143364031,0.000700509573861,12,0,0.417382179647,12,0,0.417205096309,12,0,0.417266799295,0.0331695843846,0.0330980406972,0.0227676799319,0.000314292640854,0.0214185990084,0.0215122579573,0.746628943831,0,2.84606707096,0.771624318402,1.1743953824,0.605046849508
uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,0.00289518689944,0.00176128788621,0.00164996446475,0.0006298872484,8,0,0.300840816218,8,0,0.289289239248,8,0,0.288506627827,0.0191440156392,0.0182607970143,0.0215773488161,0.00105920608733,0.0175488207249,0.0166778626484,1.8558977358,0,1.90299141407,0.907373664994,0.792707264423,0.517311050606
uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,0.00349875117295,0.00141460741683,0.00137916924893,0.000655987185554,8,0,0.345065007052,8,0,0.374111504687,8,0,0.374434845594,0.0403571924733,0.0405759782152,0.0339312733777,0.00035760551299,0.0297121296161,0.0299356269879,0.980201784521,0,1.8334172368,0.679343731893,1.13452202082,0.503689982376
uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,0.00344613287736,0.00187338039915,0.00193307459185,0.00309180799755,12,0,0.219351671211,17,1,0.190252387032,16,0,0.190952268893,0.0672756549911,0.0667384384829,0.0759409642575,0.00113527563868,0.0495460854872,0.050179326322,1.3575126417,0,3.55683803558,1.43178819314,0.385929971933,0.376810571065
uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,0.00241693504583,0.00171176750029,0.00168902497938,0.000730600428595,12,0,0.319453336006,12.5,1,0.312805932224,12,0,0.310963544498,0.0361673131037,0.037018312067,0.031238748676,0.000895564464642,0.0224669852332,0.0226262114413,0.811894696206,0,1.81272184849,0.709961480665,0.996292442083,0.529322793966
uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,0.00470008650505,0.00162432578289,0.00162668102147,0.000981879499589,12,0,0.203350548776,8,0,0.251793630159,8,0,0.252570288748,0.0330670739124,0.03311535222,0.0331952720275,0.000491040330591,0.0202365421155,0.0204835440187,1.92507879809,0,2.37074494362,0.845289001348,0.8744982481,0.304115177873
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,0.00385885232691,0.00114933721804,0.00131354365626,0.000706284263614,16,0,0.0933203835856,16,0,0.0975340355814,16,0,0.0976876746443,0.0347731273983,0.0352538347772,0.0280268161556,0.000913600782143,0.0228504165401,0.0234957833513,1.35843669251,0,2.92866182327,0.471511868017,0.916733920574,0.380260687142
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,0.00403804092296,0.00263528610467,0.00272056595065,0.00109771433659,12,0,0.425411716078,12,0,0.429080772795,12,0,0.429228357009,0.0279275141615,0.0278841269396,0.0218895623199,0.000516157750049,0.0240390966668,0.0240152242186,0.531489551067,0,2.58236455917,0.634797524047,1.03819316626,0.867786776057
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,0.00356880683577,0.00141965502509,0.0014198306396,0.000635757803208,14,1,0.299821746548,12,0,0.363891099372,12,0,0.364245046909,0.019281481387,0.0192563367996,0.0222192478052,0.000348562262311,0.0191015527742,0.0190628661896,1.99245407805,0,1.49748730659,0.405561249339,1.47528290749,0.369376554959
uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,0.00381641022487,0.00114390294232,0.00112446590289,0.00138358378918,16,0,0.168128844873,17,1,0.174086291613,16,0,0.176061307039,0.0245510932063,0.0253668774487,0.0178743644866,0.00175552353013,0.0173418382353,0.0183668068036,1.32391091809,0,3.02397108078,0.79109792386,0.796032398939,0.263982263862
uNb9QFRL6hY_84722e58b32f4646acc12614994f835b,0.00357610694643,0.0014264322463,0.00140415700817,0.000635539938761,8,0,0.283419107116,8,0,0.281340526598,8,0,0.281747323664,0.0204808195209,0.0208288538916,0.0206622009796,0.000440474824761,0.0070351469865,0.00702330720391,1.86732950062,0,1.68101459742,0.379208225312,0.981651008129,0.347676389217
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,0.0055406009545,0.00247107876157,0.00236145639386,0.00141275778598,12,0,0.180156229075,8,0,0.260089050709,8,0,0.260831618262,0.0399489655343,0.0400399510798,0.0365892726166,0.00248163482208,0.0343127094292,0.033284767721,1.76525310054,0,2.26690030098,0.374330589286,0.899457961321,0.297496264165
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,0.00371798593704,0.00161737476663,0.00164116580894,0.000869594550512,16,0,0.106679015741,16.5,1,0.108070949096,17,1,0.107411292312,0.0250540278153,0.024780377264,0.0198888437391,0.000698781107904,0.0246211005681,0.0247217212419,0.771057799459,0,1.71156847477,1.45648048873,0.94510564208,0.438225796876
uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,0.00257097505162,0.00234513451159,0.00231703899654,0.000628128512776,8,0,0.37403603861,8,0,0.350953904073,8,0,0.350227545967,0.023733889448,0.023652855093,0.0201896945245,0.000355728566033,0.0281612841558,0.0280178952483,0.990194827318,0,1.91740810871,0.980569746519,1.30418169498,0.479950070163
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,0.00323548850772,0.00137615668198,0.00171221212821,0.000676513638585,16,0,0.208518293412,20,0,0.187928254159,21.5,1,0.1896369876,0.0208758866819,0.0221499606469,0.0203546193987,0.00227348887643,0.0248749541626,0.024426937367,1.39371796325,0,2.02465957403,0.599815637767,0.929815769196,0.361988520963
uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,0.00342498219651,0.00204053559606,0.00198406114456,0.000710796196813,12,0,0.342256559606,12,0,0.361710987729,12,0,0.361519210399,0.0181830107932,0.0185903662435,0.0209370502899,0.000498064614605,0.0112760209479,0.011280128249,1.84011817351,0,1.80457615852,0.245821107725,0.840488612652,0.310169601488
uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,0.00321689937273,0.00224111731523,0.0022176348192,0.000559923423912,12,0,0.367635509836,12,0,0.379914679691,12,0,0.379481575912,0.0297988738901,0.0299331539935,0.0455060122672,0.000555818877187,0.0183324220546,0.0183656528261,0.655363567173,0,2.40523099899,0.769511565456,1.04705405235,0.363870974086
uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,0.00419037328323,0.00153532284962,0.00158382413398,0.000765711195566,8,0,0.243091456506,8,0,0.22396531555,8,0,0.224270876456,0.0377302764868,0.037806217942,0.0279993123959,0.000464075477771,0.0194823798241,0.0196735446572,1.96504699439,0,2.17729377747,0.490186549123,0.830262035131,0.35736040564
uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,0.00405146190778,0.00105810318926,0.00110293736218,0.00161366783262,12,0,0.176275530433,16,0,0.174295984589,16,0,0.173608795772,0.0202220092261,0.0200797413067,0.0226826275045,0.000916777500502,0.0270061517566,0.0269692493844,1.34692519531,0,2.40020000935,1.5878273056,0.719168901443,0.252684910297
