image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset_with_workers,conservative_onset_with_workers,identified_onset_with_workers,onset_status_with_workers,onset_detail_with_workers,mean_unknown_width_with_workers,budget_scope,possible_onset_without_workers,conservative_onset_without_workers,identified_onset_without_workers,onset_status_without_workers,onset_detail_without_workers,mean_unknown_width_without_workers
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.900,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,1,0.2,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,2,0.05,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.925,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,1,0.2,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,2,0.05,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.950,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,1,0.05,5,4,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,1,0.1,5,4,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,1,0.2,5,4,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,2,0.05,5,4,4.0,4.0,4.0,identified,identified,0.35,paired_common_n,4.0,4.0,4.0,identified,identified,0.35
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,2,0.1,5,4,4.0,4.0,4.0,identified,identified,0.35,paired_common_n,4.0,4.0,4.0,identified,identified,0.35
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,2,0.2,5,4,4.0,4.0,4.0,identified,identified,0.35,paired_common_n,4.0,4.0,4.0,identified,identified,0.35
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,3,0.05,5,4,4.0,4.0,4.0,identified,identified,0.65,paired_common_n,4.0,4.0,4.0,identified,identified,0.65
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,3,0.1,5,4,4.0,4.0,4.0,identified,identified,0.65,paired_common_n,4.0,4.0,4.0,identified,identified,0.65
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,1,3,0.2,5,4,4.0,4.0,4.0,identified,identified,0.65,paired_common_n,4.0,4.0,4.0,identified,identified,0.65
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,1,0.05,5,3,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,1,0.1,5,3,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,1,0.2,5,3,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,2,0.05,5,3,,,,not_reached,not_reached,0.4666666666666666,paired_common_n,,,,not_reached,not_reached,0.4666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,2,0.1,5,3,,,,not_reached,not_reached,0.4666666666666666,paired_common_n,,,,not_reached,not_reached,0.4666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,2,0.2,5,3,,,,not_reached,not_reached,0.4666666666666666,paired_common_n,,,,not_reached,not_reached,0.4666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,3,0.05,5,3,,,,not_reached,not_reached,0.8666666666666667,paired_common_n,,,,not_reached,not_reached,0.8666666666666667
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,3,0.1,5,3,,,,not_reached,not_reached,0.8666666666666667,paired_common_n,,,,not_reached,not_reached,0.8666666666666667
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,2,3,0.2,5,3,,,,not_reached,not_reached,0.8666666666666667,paired_common_n,,,,not_reached,not_reached,0.8666666666666667
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,1,0.05,5,2,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,1,0.1,5,2,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,1,0.2,5,2,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,2,0.05,5,2,,,,not_reached,not_reached,0.7,paired_common_n,,,,not_reached,not_reached,0.7
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,2,0.1,5,2,,,,not_reached,not_reached,0.7,paired_common_n,,,,not_reached,not_reached,0.7
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,2,0.2,5,2,,,,not_reached,not_reached,0.7,paired_common_n,,,,not_reached,not_reached,0.7
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,q_0.975,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,1,0.05,5,4,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,1,0.1,5,4,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,1,0.2,5,4,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,2,0.05,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,paired_common_n,4.0,4.0,4.0,identified,identified,0.34750000000000003
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,2,0.1,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,paired_common_n,4.0,4.0,4.0,identified,identified,0.34750000000000003
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,2,0.2,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,paired_common_n,4.0,4.0,4.0,identified,identified,0.34750000000000003
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,3,0.05,5,4,4.0,4.0,4.0,identified,identified,0.6525,paired_common_n,4.0,4.0,4.0,identified,identified,0.6525
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,3,0.1,5,4,4.0,4.0,4.0,identified,identified,0.6525,paired_common_n,4.0,4.0,4.0,identified,identified,0.6525
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,1,3,0.2,5,4,4.0,4.0,4.0,identified,identified,0.6525,paired_common_n,4.0,4.0,4.0,identified,identified,0.6525
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,1,0.05,5,3,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,1,0.1,5,3,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,1,0.2,5,3,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,2,0.05,5,3,,,,not_reached,not_reached,0.4633333333333334,paired_common_n,,,,not_reached,not_reached,0.4633333333333334
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,2,0.1,5,3,,,,not_reached,not_reached,0.4633333333333334,paired_common_n,,,,not_reached,not_reached,0.4633333333333334
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,2,0.2,5,3,,,,not_reached,not_reached,0.4633333333333334,paired_common_n,,,,not_reached,not_reached,0.4633333333333334
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,3,0.05,5,3,,,,not_reached,not_reached,0.87,paired_common_n,,,,not_reached,not_reached,0.87
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,3,0.1,5,3,,,,not_reached,not_reached,0.87,paired_common_n,,,,not_reached,not_reached,0.87
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,2,3,0.2,5,3,,,,not_reached,not_reached,0.87,paired_common_n,,,,not_reached,not_reached,0.87
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,3,1,0.05,5,2,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,3,1,0.1,5,2,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,3,1,0.2,5,2,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,3,2,0.05,5,2,,,,not_reached,not_reached,0.6950000000000001,paired_common_n,,,,not_reached,not_reached,0.6950000000000001
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,ospa30_t6,3,2,0.1,5,2,,,,not_reached,not_reached,0.6950000000000001,paired_common_n,,,,not_reached,not_reached,0.6950000000000001
