image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset_with_workers,conservative_onset_with_workers,identified_onset_with_workers,onset_status_with_workers,onset_detail_with_workers,mean_unknown_width_with_workers,budget_scope,possible_onset_without_workers,conservative_onset_without_workers,identified_onset_without_workers,onset_status_without_workers,onset_detail_without_workers,mean_unknown_width_without_workers
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,q_0.975,5,3,0.2,24,19,6.0,7.0,,unknown,finite_interval,0.16657894736842105,paired_common_n,5.0,7.0,,unknown,finite_interval,0.1581578947368421
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,1,0.2,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,2,0.05,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,ospa30_t6,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,1,0.2,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,2,0.05,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.800,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,1,0.2,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,2,0.05,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.850,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,1,0.2,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,2,0.05,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,2,0.1,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,2,0.2,5,3,1.0,2.0,,unknown,finite_interval,0.3333333333333333,paired_common_n,1.0,2.0,,unknown,finite_interval,0.3333333333333333
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,3,0.05,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,3,0.1,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,2,3,0.2,5,3,1.0,3.0,,unknown,finite_interval,0.6666666666666666,paired_common_n,1.0,3.0,,unknown,finite_interval,0.6666666666666666
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,1,0.05,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,1,0.1,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,1,0.2,5,2,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,2,0.05,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,2,0.1,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,2,0.2,5,2,1.0,2.0,,unknown,finite_interval,0.5,paired_common_n,1.0,2.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.900,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,paired_common_n,1.0,,,unknown,unknown,1.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,1,0.05,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,1,0.1,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,1,0.2,5,4,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,2,0.05,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,2,0.1,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,2,0.2,5,4,1.0,2.0,,unknown,finite_interval,0.25,paired_common_n,1.0,2.0,,unknown,finite_interval,0.25
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,3,0.05,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,3,0.1,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,1,3,0.2,5,4,1.0,3.0,,unknown,finite_interval,0.5,paired_common_n,1.0,3.0,,unknown,finite_interval,0.5
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,2,1,0.05,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,q_0.925,2,1,0.1,5,3,1.0,1.0,1.0,identified,identified,0.0,paired_common_n,1.0,1.0,1.0,identified,identified,0.0
