config,lookahead,min_support,epsilon,budget_scope,mode,cohort,inventory_image_n,evaluable_window_image_n,no_future_window_images,identified_images,finite_interval_images,unknown_images,not_reached_images
q_0.900,1,3,0.1,paired_common_n,without_workers,all_positive,196,176,20,24,55,63,34
q_0.900,1,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,17,25,11,2
q_0.900,1,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,7,30,52,32
q_0.900,1,3,0.2,paired_common_n,without_workers,all_positive,196,176,20,16,72,82,6
q_0.900,1,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,8,34,11,2
q_0.900,1,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,8,38,71,4
q_0.900,2,1,0.05,paired_common_n,without_workers,all_positive,196,153,43,56,0,12,85
q_0.900,2,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,24,0,11,20
q_0.900,2,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,32,0,1,65
q_0.900,2,1,0.1,paired_common_n,without_workers,all_positive,196,153,43,67,1,12,73
q_0.900,2,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,35,1,11,8
q_0.900,2,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,32,0,1,65
q_0.900,2,1,0.2,paired_common_n,without_workers,all_positive,196,153,43,70,1,12,70
q_0.900,2,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,35,1,11,8
q_0.900,2,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,35,0,1,62
q_0.900,2,2,0.05,paired_common_n,without_workers,all_positive,196,153,43,19,35,25,74
q_0.900,2,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,19,9,11,16
q_0.900,2,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,26,14,58
q_0.900,2,2,0.1,paired_common_n,without_workers,all_positive,196,153,43,27,38,25,63
q_0.900,2,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,27,12,11,5
q_0.900,2,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,26,14,58
q_0.900,2,2,0.2,paired_common_n,without_workers,all_positive,196,153,43,26,48,26,53
q_0.900,2,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,17,22,11,5
q_0.900,2,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,9,26,15,48
q_0.900,2,3,0.05,paired_common_n,without_workers,all_positive,196,153,43,19,34,62,38
q_0.900,2,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,19,9,11,16
q_0.900,2,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.900,2,3,0.1,paired_common_n,without_workers,all_positive,196,153,43,17,42,62,32
q_0.900,2,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,17,17,11,10
q_0.900,2,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.900,2,3,0.2,paired_common_n,without_workers,all_positive,196,153,43,9,54,70,20
q_0.900,2,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,9,25,11,10
q_0.900,2,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,29,59,10
q_0.925,1,1,0.05,paired_common_n,without_workers,all_positive,196,176,20,89,2,16,69
q_0.925,1,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,37,2,14,2
q_0.925,1,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,52,0,2,67
q_0.925,1,1,0.1,paired_common_n,without_workers,all_positive,196,176,20,90,3,16,67
q_0.925,1,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,36,3,14,2
q_0.925,1,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,54,0,2,65
q_0.925,1,1,0.2,paired_common_n,without_workers,all_positive,196,176,20,103,3,16,54
q_0.925,1,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,36,3,14,2
q_0.925,1,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,67,0,2,52
q_0.925,1,2,0.05,paired_common_n,without_workers,all_positive,196,176,20,33,48,43,52
q_0.925,1,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,23,17,13,2
q_0.925,1,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,10,31,30,50
q_0.925,1,2,0.1,paired_common_n,without_workers,all_positive,196,176,20,25,59,43,49
q_0.925,1,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,15,26,13,1
q_0.925,1,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,10,33,30,48
q_0.925,1,2,0.2,paired_common_n,without_workers,all_positive,196,176,20,39,63,50,24
q_0.925,1,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,12,29,13,1
q_0.925,1,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,27,34,37,23
q_0.925,1,3,0.05,paired_common_n,without_workers,all_positive,196,176,20,25,51,68,32
q_0.925,1,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,18,23,13,1
q_0.925,1,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,7,28,55,31
q_0.925,1,3,0.1,paired_common_n,without_workers,all_positive,196,176,20,21,55,68,32
q_0.925,1,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,14,27,13,1
q_0.925,1,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,7,28,55,31
q_0.925,1,3,0.2,paired_common_n,without_workers,all_positive,196,176,20,15,71,85,5
q_0.925,1,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,7,34,13,1
q_0.925,1,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,8,37,72,4
q_0.925,2,1,0.05,paired_common_n,without_workers,all_positive,196,153,43,54,0,15,84
q_0.925,2,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,23,0,14,18
q_0.925,2,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,31,0,1,66
q_0.925,2,1,0.1,paired_common_n,without_workers,all_positive,196,153,43,63,0,15,75
q_0.925,2,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,32,0,14,9
q_0.925,2,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,31,0,1,66
q_0.925,2,1,0.2,paired_common_n,without_workers,all_positive,196,153,43,66,0,15,72
q_0.925,2,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,32,0,14,9
q_0.925,2,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,34,0,1,63
q_0.925,2,2,0.05,paired_common_n,without_workers,all_positive,196,153,43,17,35,28,73
q_0.925,2,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,17,10,13,15
q_0.925,2,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,15,58
q_0.925,2,2,0.1,paired_common_n,without_workers,all_positive,196,153,43,22,38,28,65
q_0.925,2,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,22,13,13,7
q_0.925,2,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,15,58
q_0.925,2,2,0.2,paired_common_n,without_workers,all_positive,196,153,43,22,47,29,55
q_0.925,2,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,13,22,13,7
q_0.925,2,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,9,25,16,48
q_0.925,2,3,0.05,paired_common_n,without_workers,all_positive,196,153,43,16,37,64,36
q_0.925,2,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,16,12,13,14
q_0.925,2,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.925,2,3,0.1,paired_common_n,without_workers,all_positive,196,153,43,13,45,64,31
q_0.925,2,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,13,20,13,9
q_0.925,2,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.925,2,3,0.2,paired_common_n,without_workers,all_positive,196,153,43,8,53,73,19
q_0.925,2,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,8,25,13,9
q_0.925,2,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,28,60,10
q_0.950,1,1,0.05,paired_common_n,without_workers,all_positive,196,176,20,83,4,18,71
q_0.950,1,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,33,4,14,4
q_0.950,1,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,50,0,4,67
q_0.950,1,1,0.1,paired_common_n,without_workers,all_positive,196,176,20,85,4,18,69
q_0.950,1,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,33,4,14,4
q_0.950,1,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,52,0,4,65
q_0.950,1,1,0.2,paired_common_n,without_workers,all_positive,196,176,20,98,4,18,56
q_0.950,1,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,33,4,14,4
q_0.950,1,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,65,0,4,52
q_0.950,1,2,0.05,paired_common_n,without_workers,all_positive,196,176,20,31,45,49,51
q_0.950,1,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,22,14,16,3
q_0.950,1,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,9,31,33,48
q_0.950,1,2,0.1,paired_common_n,without_workers,all_positive,196,176,20,24,55,49,48
q_0.950,1,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,14,23,16,2
q_0.950,1,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,10,32,33,46
q_0.950,1,2,0.2,paired_common_n,without_workers,all_positive,196,176,20,34,61,57,24
q_0.950,1,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,9,28,16,2
q_0.950,1,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,25,33,41,22
q_0.950,1,3,0.05,paired_common_n,without_workers,all_positive,196,176,20,23,50,72,31
q_0.950,1,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,16,23,14,2
q_0.950,1,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,7,27,58,29
q_0.950,1,3,0.1,paired_common_n,without_workers,all_positive,196,176,20,20,53,72,31
q_0.950,1,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,13,26,14,2
q_0.950,1,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,7,27,58,29
q_0.950,1,3,0.2,paired_common_n,without_workers,all_positive,196,176,20,12,71,87,6
q_0.950,1,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,4,35,14,2
q_0.950,1,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,8,36,73,4
q_0.950,2,1,0.05,paired_common_n,without_workers,all_positive,196,153,43,52,2,17,82
q_0.950,2,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,21,2,14,18
q_0.950,2,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,31,0,3,64
q_0.950,2,1,0.1,paired_common_n,without_workers,all_positive,196,153,43,56,3,19,75
q_0.950,2,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,25,3,16,11
q_0.950,2,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,31,0,3,64
q_0.950,2,1,0.2,paired_common_n,without_workers,all_positive,196,153,43,60,2,19,72
q_0.950,2,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,26,2,16,11
q_0.950,2,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,34,0,3,61
q_0.950,2,2,0.05,paired_common_n,without_workers,all_positive,196,153,43,17,35,32,69
q_0.950,2,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,17,10,14,14
q_0.950,2,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,18,55
q_0.950,2,2,0.1,paired_common_n,without_workers,all_positive,196,153,43,22,37,33,61
q_0.950,2,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,22,12,15,6
q_0.950,2,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,18,55
q_0.950,2,2,0.2,paired_common_n,without_workers,all_positive,196,153,43,20,47,33,53
q_0.950,2,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,12,22,15,6
q_0.950,2,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,8,25,18,47
q_0.950,2,3,0.05,paired_common_n,without_workers,all_positive,196,153,43,17,35,66,35
q_0.950,2,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,17,10,14,14
q_0.950,2,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,52,21
q_0.950,2,3,0.1,paired_common_n,without_workers,all_positive,196,153,43,14,43,68,28
q_0.950,2,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,14,18,16,7
q_0.950,2,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,25,52,21
q_0.950,2,3,0.2,paired_common_n,without_workers,all_positive,196,153,43,5,54,77,17
q_0.950,2,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,5,27,16,7
q_0.950,2,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,27,61,10
q_0.975,1,1,0.05,paired_common_n,without_workers,all_positive,196,176,20,64,6,28,78
q_0.975,1,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,18,6,24,7
q_0.975,1,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,46,0,4,71
q_0.975,1,1,0.1,paired_common_n,without_workers,all_positive,196,176,20,66,6,28,76
q_0.975,1,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,18,6,24,7
q_0.975,1,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,48,0,4,69
q_0.975,1,1,0.2,paired_common_n,without_workers,all_positive,196,176,20,79,6,28,63
q_0.975,1,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,18,6,24,7
q_0.975,1,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,61,0,4,56
q_0.975,1,2,0.05,paired_common_n,without_workers,all_positive,196,176,20,24,42,61,49
q_0.975,1,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,14,16,23,2
q_0.975,1,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,10,26,38,47
q_0.975,1,2,0.1,paired_common_n,without_workers,all_positive,196,176,20,20,49,61,46
q_0.975,1,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,9,22,23,1
q_0.975,1,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,11,27,38,45
q_0.975,1,2,0.2,paired_common_n,without_workers,all_positive,196,176,20,33,53,66,24
q_0.975,1,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,6,25,23,1
q_0.975,1,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,27,28,43,23
q_0.975,1,3,0.05,paired_common_n,without_workers,all_positive,196,176,20,19,42,82,33
q_0.975,1,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,11,19,23,2
q_0.975,1,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,121,20,8,23,59,31
q_0.975,1,3,0.1,paired_common_n,without_workers,all_positive,196,176,20,15,46,82,33
q_0.975,1,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,7,23,23,2
q_0.975,1,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,121,20,8,23,59,31
q_0.975,1,3,0.2,paired_common_n,without_workers,all_positive,196,176,20,12,60,98,6
q_0.975,1,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,2,28,23,2
q_0.975,1,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,121,20,10,32,75,4
q_0.975,2,1,0.05,paired_common_n,without_workers,all_positive,196,153,43,37,1,28,87
q_0.975,2,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,11,1,25,18
q_0.975,2,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,26,0,3,69
q_0.975,2,1,0.1,paired_common_n,without_workers,all_positive,196,153,43,39,1,29,84
q_0.975,2,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,13,1,26,15
q_0.975,2,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,26,0,3,69
q_0.975,2,1,0.2,paired_common_n,without_workers,all_positive,196,153,43,42,1,29,81
q_0.975,2,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,13,1,26,15
q_0.975,2,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,29,0,3,66
q_0.975,2,2,0.05,paired_common_n,without_workers,all_positive,196,153,43,10,28,48,67
q_0.975,2,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,10,7,25,13
q_0.975,2,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,21,23,54
q_0.975,2,2,0.1,paired_common_n,without_workers,all_positive,196,153,43,13,35,45,60
q_0.975,2,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,13,14,22,6
q_0.975,2,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,21,23,54
q_0.975,2,2,0.2,paired_common_n,without_workers,all_positive,196,153,43,14,42,45,52
q_0.975,2,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,6,21,22,6
q_0.975,2,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,8,21,23,46
q_0.975,2,3,0.05,paired_common_n,without_workers,all_positive,196,153,43,11,28,79,35
q_0.975,2,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,11,7,24,13
q_0.975,2,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,21,55,22
q_0.975,2,3,0.1,paired_common_n,without_workers,all_positive,196,153,43,7,38,79,29
q_0.975,2,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,7,17,24,7
q_0.975,2,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,21,55,22
q_0.975,2,3,0.2,paired_common_n,without_workers,all_positive,196,153,43,3,44,88,18
q_0.975,2,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,3,21,24,7
q_0.975,2,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,98,43,0,23,64,11
ospa30_t6,3,1,0.05,paired_common_n,without_workers,all_positive,196,143,53,34,0,10,99
ospa30_t6,3,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,13,0,9,33
ospa30_t6,3,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,21,0,1,66
ospa30_t6,3,1,0.1,paired_common_n,without_workers,all_positive,196,143,53,36,0,10,97
ospa30_t6,3,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,15,0,9,31
ospa30_t6,3,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,21,0,1,66
ospa30_t6,3,1,0.2,paired_common_n,without_workers,all_positive,196,143,53,38,0,10,95
ospa30_t6,3,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,17,0,9,29
ospa30_t6,3,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,21,0,1,66
ospa30_t6,3,2,0.05,paired_common_n,without_workers,all_positive,196,143,53,9,27,34,73
ospa30_t6,3,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,9,6,12,28
ospa30_t6,3,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,21,22,45
ospa30_t6,3,2,0.1,paired_common_n,without_workers,all_positive,196,143,53,13,28,33,69
ospa30_t6,3,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,13,7,11,24
ospa30_t6,3,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,21,22,45
ospa30_t6,3,2,0.2,paired_common_n,without_workers,all_positive,196,143,53,8,35,33,67
ospa30_t6,3,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,7,14,11,23
ospa30_t6,3,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,1,21,22,44
ospa30_t6,3,3,0.05,paired_common_n,without_workers,all_positive,196,143,53,9,15,86,33
ospa30_t6,3,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,9,6,12,28
ospa30_t6,3,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,9,74,5
ospa30_t6,3,3,0.1,paired_common_n,without_workers,all_positive,196,143,53,13,18,88,24
ospa30_t6,3,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,13,9,14,19
ospa30_t6,3,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,9,74,5
ospa30_t6,3,3,0.2,paired_common_n,without_workers,all_positive,196,143,53,7,28,88,20
ospa30_t6,3,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,7,19,13,16
ospa30_t6,3,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,9,75,4
q_0.800,3,1,0.05,paired_common_n,without_workers,all_positive,196,143,53,49,0,10,84
q_0.800,3,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,21,0,9,25
q_0.800,3,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,28,0,1,59
q_0.800,3,1,0.1,paired_common_n,without_workers,all_positive,196,143,53,59,0,11,73
q_0.800,3,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,31,0,10,14
q_0.800,3,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,28,0,1,59
q_0.800,3,1,0.2,paired_common_n,without_workers,all_positive,196,143,53,60,0,11,72
q_0.800,3,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,32,0,10,13
q_0.800,3,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,28,0,1,59
q_0.800,3,2,0.05,paired_common_n,without_workers,all_positive,196,143,53,12,36,27,68
q_0.800,3,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,12,9,9,25
q_0.800,3,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,27,18,43
q_0.800,3,2,0.1,paired_common_n,without_workers,all_positive,196,143,53,18,36,27,62
q_0.800,3,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,18,9,9,19
q_0.800,3,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,27,18,43
q_0.800,3,2,0.2,paired_common_n,without_workers,all_positive,196,143,53,10,46,27,60
q_0.800,3,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,8,19,9,19
q_0.800,3,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,2,27,18,41
q_0.800,3,3,0.05,paired_common_n,without_workers,all_positive,196,143,53,17,21,80,25
q_0.800,3,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,17,9,9,20
q_0.800,3,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,12,71,5
q_0.800,3,3,0.1,paired_common_n,without_workers,all_positive,196,143,53,25,21,80,17
q_0.800,3,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,25,9,9,12
q_0.800,3,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,12,71,5
q_0.800,3,3,0.2,paired_common_n,without_workers,all_positive,196,143,53,9,38,82,14
q_0.800,3,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,9,26,9,11
q_0.800,3,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,12,73,3
q_0.850,3,1,0.05,paired_common_n,without_workers,all_positive,196,143,53,46,0,11,86
q_0.850,3,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,20,0,9,26
q_0.850,3,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,26,0,2,60
q_0.850,3,1,0.1,paired_common_n,without_workers,all_positive,196,143,53,56,0,11,76
q_0.850,3,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,30,0,9,16
q_0.850,3,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,26,0,2,60
q_0.850,3,1,0.2,paired_common_n,without_workers,all_positive,196,143,53,57,0,11,75
q_0.850,3,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,31,0,9,15
q_0.850,3,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,26,0,2,60
q_0.850,3,2,0.05,paired_common_n,without_workers,all_positive,196,143,53,12,34,28,69
q_0.850,3,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,12,9,9,25
q_0.850,3,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,25,19,44
q_0.850,3,2,0.1,paired_common_n,without_workers,all_positive,196,143,53,18,34,28,63
q_0.850,3,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,18,9,9,19
q_0.850,3,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,25,19,44
q_0.850,3,2,0.2,paired_common_n,without_workers,all_positive,196,143,53,10,44,29,60
q_0.850,3,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,8,19,9,19
q_0.850,3,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,2,25,20,41
q_0.850,3,3,0.05,paired_common_n,without_workers,all_positive,196,143,53,17,19,81,26
q_0.850,3,3,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,17,9,9,20
q_0.850,3,3,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,10,72,6
q_0.850,3,3,0.1,paired_common_n,without_workers,all_positive,196,143,53,25,19,81,18
q_0.850,3,3,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,25,9,9,12
q_0.850,3,3,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,10,72,6
q_0.850,3,3,0.2,paired_common_n,without_workers,all_positive,196,143,53,9,36,84,14
q_0.850,3,3,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,9,26,9,11
q_0.850,3,3,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,10,75,3
q_0.900,3,1,0.05,paired_common_n,without_workers,all_positive,196,143,53,45,0,12,86
q_0.900,3,1,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,19,0,11,25
q_0.900,3,1,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,26,0,1,61
q_0.900,3,1,0.1,paired_common_n,without_workers,all_positive,196,143,53,51,0,12,80
q_0.900,3,1,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,25,0,11,19
q_0.900,3,1,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,26,0,1,61
q_0.900,3,1,0.2,paired_common_n,without_workers,all_positive,196,143,53,52,0,12,79
q_0.900,3,1,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,26,0,11,18
q_0.900,3,1,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,26,0,1,61
q_0.900,3,2,0.05,paired_common_n,without_workers,all_positive,196,143,53,11,34,29,69
q_0.900,3,2,0.05,paired_common_n,without_workers,dense_ge16,55,55,0,11,9,11,24
q_0.900,3,2,0.05,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,25,18,45
q_0.900,3,2,0.1,paired_common_n,without_workers,all_positive,196,143,53,19,34,29,61
q_0.900,3,2,0.1,paired_common_n,without_workers,dense_ge16,55,55,0,19,9,11,16
q_0.900,3,2,0.1,paired_common_n,without_workers,low_n_1_to15,141,88,53,0,25,18,45
q_0.900,3,2,0.2,paired_common_n,without_workers,all_positive,196,143,53,13,43,29,58
q_0.900,3,2,0.2,paired_common_n,without_workers,dense_ge16,55,55,0,10,18,11,16
q_0.900,3,2,0.2,paired_common_n,without_workers,low_n_1_to15,141,88,53,3,25,18,42
q_0.900,3,3,0.05,paired_common_n,without_workers,all_positive,196,143,53,15,19,83,26
