image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset,conservative_onset,identified_onset,onset_status,onset_detail,mean_unknown_width,mode,budget_scope
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.925,2,2,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.925,2,2,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.925,2,2,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.925,2,3,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.925,2,3,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.925,2,3,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,1,0.05,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,1,0.1,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,1,0.2,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,2,0.05,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,2,0.1,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,2,0.2,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,3,0.05,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,3,0.1,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,1,3,0.2,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,1,0.05,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,1,0.1,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,1,0.2,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,2,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,2,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,2,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,3,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,3,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.950,2,3,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,1,0.05,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,1,0.1,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,1,0.2,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,2,0.05,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,2,0.1,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,2,0.2,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,3,0.05,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,3,0.1,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,1,3,0.2,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,1,0.05,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,1,0.1,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,1,0.2,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,2,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,2,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,2,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,3,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,3,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,q_0.975,2,3,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,1,0.05,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,1,0.1,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,1,0.2,3,2,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,2,0.05,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,2,0.1,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,2,0.2,3,2,1.0,2.0,,unknown,finite_interval,0.5,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,3,0.05,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,3,0.1,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,1,3,0.2,3,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,1,0.05,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,1,0.1,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,1,0.2,3,1,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,2,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,2,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,2,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,3,0.05,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,3,0.1,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,ospa30_t6,2,3,0.2,3,1,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
