population,inference_role,threshold,base_task_id,building_id,common_k,manual_subset_count,manual_unique_partition_count,manual_nonunique_or_not_evaluable_count,manual_shannon_entropy,manual_gini_simpson,manual_largest_mode_share,manual_supported_multimodality,manual_mode_count,manual_pairwise_correspondence_disagreement,manual_pairwise_metric_dissimilarity_all,semi_subset_count,semi_unique_partition_count,semi_nonunique_or_not_evaluable_count,semi_shannon_entropy,semi_gini_simpson,semi_largest_mode_share,semi_supported_multimodality,semi_mode_count,semi_pairwise_correspondence_disagreement,semi_pairwise_metric_dissimilarity_all,delta_shannon_entropy,delta_gini_simpson,delta_largest_mode_share,delta_supported_multimodality,delta_mode_count,delta_pairwise_correspondence_disagreement,delta_pairwise_metric_dissimilarity_all,delta_all_computable_iou,manual_all_computable_iou_mean,semi_all_computable_iou_mean,delta_quality_iou,exact_direction,uncertainty_direction,direction_tolerance_010,magnitude_class_fixed,relative_magnitude_tertile,magnitude_band,mode_transition,supported_multimodality_transition,quality_direction,image_reference,interpretation_zh
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.0085931309274251,0.0085931309274251,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0006391802884521,0.0006391802884521,0.0,0.0,0.0,0.0,0.0,-0.007953950638973,-0.007953950638973,0.060937617238794,0.9386409490575636,0.9995785662963576,0.060937617238794,no_entropy_change,near_zero_change,near_zero_change,near_zero_le_0_05,lower_third,near_zero_le_0_05,1->1,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,Manual 与 Semi 的任务级熵差处于预定义 ±0.05 容差内。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,5,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0136075462748335,0.0136075462748335,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0094862275676975,0.0094862275676975,0.0,0.0,0.0,0.0,0.0,-0.004121318707136,-0.004121318707136,0.0129175912076394,0.9563768944312712,0.9692944856389109,0.0129175912076394,no_entropy_change,near_zero_change,near_zero_change,near_zero_le_0_05,lower_third,near_zero_le_0_05,1->1,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,Manual 与 Semi 的任务级熵差处于预定义 ±0.05 容差内。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1,1,0,0.5004024235381879,0.3199999999999998,0.8,0.0,2.0,0.005937774538859,0.0577765538168417,1,1,0,0.5004024235381879,0.3199999999999998,0.8,0.0,2.0,0.0081118987059361,0.0173783724451179,0.0,0.0,0.0,0.0,0.0,0.002174124167077,-0.0403981813717237,0.066257405249172,0.8806415336991874,0.9468989389483594,0.066257405249172,no_entropy_change,near_zero_change,near_zero_change,near_zero_le_0_05,lower_third,near_zero_le_0_05,2->2,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,Manual 与 Semi 的任务级熵差处于预定义 ±0.05 容差内。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,4,15,15,0,0.0,0.0,1.0,0.0,1.0,0.00448308020131,0.00448308020131,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0250774536954532,0.0250774536954532,0.0,0.0,0.0,0.0,0.0,0.0205943734941431,0.0205943734941431,0.0300813335606566,0.8796022898851454,0.909683623445802,0.0300813335606566,no_entropy_change,near_zero_change,near_zero_change,near_zero_le_0_05,lower_third,near_zero_le_0_05,1->1,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,Manual 与 Semi 的任务级熵差处于预定义 ±0.05 容差内。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,4,15,15,0,0.9704060527839232,0.6,0.5,0.2,2.8,0.0083423440419866,0.0247319782937226,1,1,0,1.039720770839918,0.625,0.5,0.0,3.0,0.0053363659943341,0.021104977417494,0.0693147180559946,0.025,0.0,-0.2,0.2000000000000001,-0.0030059780476524,-0.0036270008762285,0.0103184083391585,0.8771331235176537,0.8874515318568122,0.0103184083391585,semi_expansion,semi_expansion,near_zero_change,small_gt_0_05_le_0_10,lower_third,small_gt_0_05_le_0_10,2.8->3,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,4,5,5,0,0.4498681156950466,0.3,0.8,0.0,1.8,0.0048113264175071,0.0075324320267953,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0,0.0062556966145833,0.1124670289237616,0.075,-0.05,0.0,0.1999999999999999,-0.0048113264175071,-0.0012767354122119,0.0628587874149264,0.9253504085230642,0.9882091959379906,0.0628587874149264,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,lower_third,larger_gt_0_10,1.8->2,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,4,15,9,6,0.4373717791479621,0.2916666666666667,0.8055555555555556,0.0,1.7777777777777777,0.0296743904109257,0.0325700324929485,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0092419982860002,0.0225480114858902,0.1249633654708461,0.0833333333333333,-0.0555555555555555,0.0,0.2222222222222223,-0.0204323921249254,-0.0100220210070583,0.1393761114557257,0.7764960603778549,0.9158721718335806,0.1393761114557257,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,lower_third,larger_gt_0_10,1.77778->2,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,4,5,5,0,0.848766520351474,0.525,0.6,0.0,2.6,0.0112697404471719,0.0206935875498954,1,1,0,1.039720770839918,0.625,0.5,0.0,3.0,0.0,0.0052278444590914,0.1909542504884438,0.0999999999999999,-0.0999999999999999,0.0,0.3999999999999999,-0.0112697404471719,-0.0154657430908039,0.0662469891928266,0.9081390918210314,0.974386081013858,0.0662469891928266,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,middle_third,larger_gt_0_10,2.6->3,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0059783690747916,0.0059783690747916,1,1,0,0.5004024235381879,0.3199999999999998,0.8,0.0,2.0,0.0016444332350714,0.01568593913561,0.5004024235381879,0.3199999999999998,-0.1999999999999999,0.0,1.0,-0.0043339358397201,0.0097075700608184,0.1319699438651289,0.832473390285171,0.9644433341503,0.1319699438651289,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,middle_third,larger_gt_0_10,1->2,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,5,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0215380802684455,0.0215380802684455,1,1,0,0.5004024235381879,0.3199999999999998,0.8,0.0,2.0,0.0086538056757708,0.0178719090412362,0.5004024235381879,0.3199999999999998,-0.1999999999999999,0.0,1.0,-0.0128842745926746,-0.0036661712272092,0.0444342448110447,0.925296628251268,0.9697308730623126,0.0444342448110447,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,middle_third,larger_gt_0_10,1->2,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.0116500899856802,0.0116500899856802,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0119170018890548,0.0273008311509182,0.5623351446188083,0.375,-0.25,0.0,1.0,0.0002669119033745,0.015650741165238,-0.0026626703415877,0.95838534543939,0.9557226750978024,-0.0026626703415877,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,upper_third,larger_gt_0_10,1->2,0->0,near_zero_or_not_computable,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,4,15,15,0,0.0,0.0,1.0,0.0,1.0,0.0123808255893296,0.0123808255893296,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0166662533083571,0.0370918496432385,0.5623351446188083,0.375,-0.25,0.0,1.0,0.0042854277190275,0.0247110240539089,,,,,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,upper_third,larger_gt_0_10,1->2,0->0,near_zero_or_not_computable,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,4,15,15,0,0.0,0.0,1.0,0.0,1.0,0.0065653357632842,0.0065653357632842,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0084140371740885,0.019661538395332,0.5623351446188083,0.375,-0.25,0.0,1.0,0.0018487014108043,0.0130962026320478,0.0067692051472546,0.904774994147115,0.9115441992943696,0.0067692051472546,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,upper_third,larger_gt_0_10,1->2,0->0,near_zero_or_not_computable,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.0096822215045146,0.0096822215045146,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0143484420243637,0.0214582643240789,0.5623351446188083,0.375,-0.25,0.0,1.0,0.004666220519849,0.0117760428195643,0.021599540416096,0.9240396355679936,0.9456391759840898,0.021599540416096,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,upper_third,larger_gt_0_10,1->2,0->0,positive_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.0122489383202334,0.0122489383202334,1,1,0,1.3862943611198906,0.75,0.25,0.0,4.0,,0.0536768861688426,1.3862943611198906,0.75,-0.75,0.0,3.0,,0.0414279478486092,-0.0736688499831718,0.9505062176480428,0.876837367664871,-0.0736688499831718,semi_expansion,semi_expansion,semi_expansion,larger_gt_0_10,upper_third,larger_gt_0_10,1->4,0->0,negative_metric_change,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,Semi 的工人间几何分布更分散；可能来自 proposal 歧义、不同修改方向或图像本身多解。
