image_id,condition,building,target,model_gap,human_value,model_bucket,human_bucket,model_training_q25,model_training_q75,human_training_q25,human_training_q75,n_valid,candidate,supported_clusters,max_cross_compatible,scene_category
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,point_count_disagreement,0.245163077758,0.4,high,middle,0.133038643266,0.232111135312,0,0.733333333333,5,,1,0,复合／待定
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,point_count_disagreement,0.286819850615,0.0833333333333,high,middle,0.131906182395,0.221475266268,0,0.733333333333,24,medium_candidate,3,0.666666666667,通行与连接
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,B6ByNegPMKs,point_count_disagreement,0.492370825611,0.4,high,middle,0.131906182395,0.221475266268,0,0.733333333333,5,,1,0,工作与学习
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,B6ByNegPMKs,point_count_disagreement,0.103730712899,0,low,low,0.131906182395,0.221475266268,0,0.733333333333,5,simple_candidate,1,0,起居与休闲
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,point_count_disagreement,0.516370578376,0.0869565217391,high,middle,0.131906182395,0.221475266268,0,0.733333333333,23,difficult_candidate,5,0.75,通行与连接
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,B6ByNegPMKs,point_count_disagreement,0.447849630771,0.333333333333,high,middle,0.131906182395,0.221475266268,0,0.733333333333,6,,2,0,通行与连接
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,B6ByNegPMKs,point_count_disagreement,0.633127824055,0.159420289855,high,middle,0.131906182395,0.221475266268,0,0.733333333333,24,difficult_candidate,5,0,通行与连接
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,B6ByNegPMKs,point_count_disagreement,0.233878982659,0.7,high,middle,0.131906182395,0.221475266268,0,0.733333333333,5,,1,0,通行与连接
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,B6ByNegPMKs,point_count_disagreement,0.578220388817,0,high,low,0.131906182395,0.221475266268,0,0.733333333333,6,,1,0,通行与连接
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,B6ByNegPMKs,point_count_disagreement,0.15013861383,0,middle,low,0.131906182395,0.221475266268,0,0.733333333333,5,medium_candidate,2,0,工作与学习
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,S9hNv5qa7GM,point_count_disagreement,0.154188775854,0.105263157895,middle,middle,0.132472412831,0.233941777801,0,0.730072463768,19,,3,0.75,卫浴
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,S9hNv5qa7GM,point_count_disagreement,0.140946777875,1,middle,high,0.132472412831,0.233941777801,0,0.730072463768,2,,0,0,卫浴
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,S9hNv5qa7GM,point_count_disagreement,0.178084731714,0.666666666667,middle,middle,0.132472412831,0.233941777801,0,0.730072463768,3,,1,0,复合／待定
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,S9hNv5qa7GM,point_count_disagreement,0.143910485741,0,middle,low,0.132472412831,0.233941777801,0,0.730072463768,2,,1,0,卫浴
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,S9hNv5qa7GM,point_count_disagreement,0.184562866279,0,middle,low,0.132472412831,0.233941777801,0,0.730072463768,20,,1,0,卧室
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,S9hNv5qa7GM,point_count_disagreement,0.12138797453,0,low,low,0.132472412831,0.233941777801,0,0.730072463768,2,,1,0,卫浴
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,S9hNv5qa7GM,point_count_disagreement,0.250851338202,0,high,low,0.132472412831,0.233941777801,0,0.730072463768,3,,1,0,卫浴
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,UwV83HsGsw3,point_count_disagreement,0.283061965158,1,high,high,0.132189297613,0.232116364013,0,0.71447368421,4,,0,0,复合／待定
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,UwV83HsGsw3,point_count_disagreement,0.303060902422,0.4,high,middle,0.132189297613,0.232116364013,0,0.71447368421,5,,1,0,厨房与用餐
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,UwV83HsGsw3,point_count_disagreement,0.173261350553,0.663043478261,middle,middle,0.132189297613,0.232116364013,0,0.71447368421,24,,5,0,通行与连接
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,UwV83HsGsw3,point_count_disagreement,0.130296688303,0.235507246377,low,middle,0.132189297613,0.232116364013,0,0.71447368421,24,,3,0.690476190476,卫浴
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,UwV83HsGsw3,point_count_disagreement,0.236861850663,0.8,high,high,0.132189297613,0.232116364013,0,0.71447368421,6,,2,0,卧室
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,UwV83HsGsw3,point_count_disagreement,0.208239485356,0.9,middle,high,0.132189297613,0.232116364013,0,0.71447368421,5,,1,0,起居与休闲
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,UwV83HsGsw3,point_count_disagreement,0.138395468828,0.0869565217391,middle,middle,0.132189297613,0.232116364013,0,0.71447368421,23,,1,0,卫浴
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,UwV83HsGsw3,point_count_disagreement,0.172842994517,0.6,middle,middle,0.132189297613,0.232116364013,0,0.71447368421,5,medium_candidate,2,0,卧室
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,VFuaQ6m2Qom,point_count_disagreement,0.220294381863,1,middle,high,0.134660436807,0.233878982659,0,0.7,2,,0,0,卫浴
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,VFuaQ6m2Qom,point_count_disagreement,0.0810918136222,1,low,high,0.134660436807,0.233878982659,0,0.7,2,,0,0,卧室
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,VFuaQ6m2Qom,point_count_disagreement,0.232118106914,0.666666666667,middle,middle,0.134660436807,0.233878982659,0,0.7,7,medium_candidate,2,0,卫浴
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,VFuaQ6m2Qom,point_count_disagreement,0.270814536112,0.719298245614,high,high,0.134660436807,0.233878982659,0,0.7,19,medium_candidate,4,0,卫浴
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,VFuaQ6m2Qom,point_count_disagreement,0.120751678545,0.9,low,high,0.134660436807,0.233878982659,0,0.7,5,,1,0,卫浴
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,VLzqgDo317F,point_count_disagreement,0.162188434948,0,middle,low,0.133038643266,0.233878982659,0,0.728260869565,2,,1,0,起居与休闲
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,X7HyMhZNoso,point_count_disagreement,0.216016633928,0.4,middle,middle,0.136445437369,0.233941777801,0,0.730072463768,5,medium_candidate,2,0.5,厨房与用餐
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,point_count_disagreement,0.117554257263,0,low,low,0.136445437369,0.233941777801,0,0.730072463768,24,,2,0.944444444444,卫浴
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,X7HyMhZNoso,point_count_disagreement,0.105757017304,0.7,low,middle,0.136445437369,0.233941777801,0,0.730072463768,5,,1,0,卫浴
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,Z6MFQCViBuw,point_count_disagreement,0.184229521357,0,middle,low,0.133849540036,0.233941777801,0,0.730072463768,5,,1,0,厨房与用餐
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,Z6MFQCViBuw,point_count_disagreement,0.145991563025,0,middle,low,0.133849540036,0.233941777801,0,0.730072463768,5,,1,0,复合／待定
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,Z6MFQCViBuw,point_count_disagreement,0.0980033923305,0,low,low,0.133849540036,0.233941777801,0,0.730072463768,5,,1,0,起居与休闲
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,point_count_disagreement,0.249403016733,0.728260869565,high,high,0.132472412831,0.232998544786,0,0.725591151792,24,difficult_candidate,5,0,通行与连接
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,b8cTxDM8gDG,point_count_disagreement,0.160859876726,0.4,middle,middle,0.132472412831,0.232998544786,0,0.725591151792,5,,1,0,卧室
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,b8cTxDM8gDG,point_count_disagreement,0.157176860727,0,middle,low,0.132472412831,0.232998544786,0,0.725591151792,6,medium_candidate,3,0.5,卧室
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,e9zR4mvMWw7,point_count_disagreement,0.184817154234,0,middle,low,0.132189297613,0.231818398932,0,0.73097826087,6,simple_candidate,1,0,卧室
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,e9zR4mvMWw7,point_count_disagreement,0.249030158247,0,high,low,0.132189297613,0.231818398932,0,0.73097826087,6,medium_candidate,2,0,厨房与用餐
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,e9zR4mvMWw7,point_count_disagreement,0.265773230906,0,high,low,0.132189297613,0.231818398932,0,0.73097826087,6,,1,0,起居与休闲
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,point_count_disagreement,0.413032267806,0.663043478261,high,middle,0.132189297613,0.231818398932,0,0.73097826087,24,,4,0.55,通行与连接
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,jh4fc5c5qoQ,point_count_disagreement,0.195806198611,0.5,middle,middle,0.134254988422,0.23391038023,0,0.7,4,,1,0,卧室
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,jh4fc5c5qoQ,point_count_disagreement,0.0906277515626,1,low,high,0.134254988422,0.23391038023,0,0.7,2,,0,0,起居与休闲
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,jh4fc5c5qoQ,point_count_disagreement,0.147076542439,1,middle,high,0.134254988422,0.23391038023,0,0.7,2,,0,0,卧室
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,jh4fc5c5qoQ,point_count_disagreement,0.14567867644,1,middle,high,0.134254988422,0.23391038023,0,0.7,2,,0,0,起居与休闲
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,jh4fc5c5qoQ,point_count_disagreement,0.0914913459766,1,low,high,0.134254988422,0.23391038023,0,0.7,2,,0,0,卫浴
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,jh4fc5c5qoQ,point_count_disagreement,0.333368168523,1,high,high,0.134254988422,0.23391038023,0,0.7,2,,0,0,卧室
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,jtcxE69GiFV,point_count_disagreement,0.232111135312,0,middle,low,0.134660436807,0.233878982659,0,0.719298245614,3,,1,0,厨房与用餐
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,jtcxE69GiFV,point_count_disagreement,0.121883755492,0,low,low,0.134660436807,0.233878982659,0,0.719298245614,3,,1,0,卫浴
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,jtcxE69GiFV,point_count_disagreement,0.360685124338,0,high,low,0.134660436807,0.233878982659,0,0.719298245614,6,,2,0.888888888889,卧室
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,jtcxE69GiFV,point_count_disagreement,0.176170217013,1,middle,high,0.134660436807,0.233878982659,0,0.719298245614,2,,0,0,通行与连接
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,jtcxE69GiFV,point_count_disagreement,0.123499942083,1,low,high,0.134660436807,0.233878982659,0,0.719298245614,2,,0,0,卫浴
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,jtcxE69GiFV,point_count_disagreement,0.282032976266,0.5,high,middle,0.134660436807,0.233878982659,0,0.719298245614,4,,1,0,储藏与家务辅助
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,jtcxE69GiFV,point_count_disagreement,0.171781481449,0,middle,low,0.134660436807,0.233878982659,0,0.719298245614,2,,1,0,卧室
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,jtcxE69GiFV,point_count_disagreement,0.176156993588,0.666666666667,middle,middle,0.134660436807,0.233878982659,0,0.719298245614,4,medium_candidate,2,0,起居与休闲
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,jtcxE69GiFV,point_count_disagreement,0.128568972158,0.833333333333,low,high,0.134660436807,0.233878982659,0,0.719298245614,4,,1,0,起居与休闲
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,pRbA3pwrgk9,point_count_disagreement,0.234004572943,1,high,high,0.134660436807,0.233878982659,0,0.728260869565,3,,0,0,卫浴
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,pRbA3pwrgk9,point_count_disagreement,0.0900444316788,0,low,low,0.134660436807,0.233878982659,0,0.728260869565,6,simple_candidate,1,0,卫浴
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,pRbA3pwrgk9,point_count_disagreement,0.143778849123,0,middle,low,0.134660436807,0.233878982659,0,0.728260869565,3,,1,0,卧室
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,pRbA3pwrgk9,point_count_disagreement,0.0686813354567,0,low,low,0.134660436807,0.233878982659,0,0.728260869565,5,simple_candidate,1,0,通行与连接
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,pRbA3pwrgk9,point_count_disagreement,0.177576253221,0,middle,low,0.134660436807,0.233878982659,0,0.728260869565,2,,1,0,卧室
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,pRbA3pwrgk9,point_count_disagreement,0.269494757282,0.53216374269,high,middle,0.134660436807,0.233878982659,0,0.728260869565,19,difficult_candidate,4,0.25,复合／待定
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,pRbA3pwrgk9,point_count_disagreement,0.0935030683891,0,low,low,0.134660436807,0.233878982659,0,0.728260869565,2,,1,0,储藏与家务辅助
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,pRbA3pwrgk9,point_count_disagreement,0.164456844964,0,middle,low,0.134660436807,0.233878982659,0,0.728260869565,2,,0,0,卫浴
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,pRbA3pwrgk9,point_count_disagreement,0.19477828401,1,middle,high,0.134660436807,0.233878982659,0,0.728260869565,2,,0,0,卫浴
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,pa4otMbVnkk,point_count_disagreement,0.121416670659,0,low,low,0.133038643266,0.233878982659,0,0.728260869565,2,,1,0,起居与休闲
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,pa4otMbVnkk,point_count_disagreement,0.182883646923,0,middle,low,0.133038643266,0.233878982659,0,0.728260869565,2,,1,0,卧室
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,pa4otMbVnkk,point_count_disagreement,0.160987140999,0.666666666667,middle,middle,0.133038643266,0.233878982659,0,0.728260869565,3,,1,0,厨房与用餐
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,pa4otMbVnkk,point_count_disagreement,0.357245594116,0.8,high,high,0.133038643266,0.233878982659,0,0.728260869565,6,,0,0,"复合／待定  , 厨房 客厅"
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,pa4otMbVnkk,point_count_disagreement,0.221475266268,0.666666666667,middle,middle,0.133038643266,0.233878982659,0,0.728260869565,3,,1,0,起居与休闲
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,q9vSo1VnCiC,point_count_disagreement,0.162409133716,0,middle,low,0.133971873204,0.237975995717,0,0.729166666666,5,,1,0,卧室
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,q9vSo1VnCiC,point_count_disagreement,0.107743926179,0,low,low,0.133971873204,0.237975995717,0,0.729166666666,24,simple_candidate,1,0,通行与连接
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,q9vSo1VnCiC,point_count_disagreement,0.0880435466934,0.4,low,middle,0.133971873204,0.237975995717,0,0.729166666666,5,,1,0,卫浴
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,q9vSo1VnCiC,point_count_disagreement,0.184021707712,1,middle,high,0.133971873204,0.237975995717,0,0.729166666666,3,,0,0,卫浴
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,q9vSo1VnCiC,point_count_disagreement,0.191152168209,0,middle,low,0.133971873204,0.237975995717,0,0.729166666666,5,simple_candidate,1,0,卧室
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,q9vSo1VnCiC,point_count_disagreement,0.155702809014,0,middle,low,0.133971873204,0.237975995717,0,0.729166666666,6,simple_candidate,1,0,卧室
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,q9vSo1VnCiC,point_count_disagreement,0.16985031914,0.869565217391,middle,high,0.133971873204,0.237975995717,0,0.729166666666,24,difficult_candidate,5,0.5,通行与连接
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,q9vSo1VnCiC,point_count_disagreement,0.167576813036,0.4,middle,middle,0.133971873204,0.237975995717,0,0.729166666666,5,simple_candidate,1,0,卧室
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,q9vSo1VnCiC,point_count_disagreement,0.0929176820124,0,low,low,0.133971873204,0.237975995717,0,0.729166666666,24,medium_candidate,2,0.568181818182,卫浴
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,q9vSo1VnCiC,point_count_disagreement,0.178047557604,0,middle,low,0.133971873204,0.237975995717,0,0.729166666666,6,simple_candidate,1,0,厨房与用餐
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,q9vSo1VnCiC,point_count_disagreement,0.143748244691,0.4,middle,middle,0.133971873204,0.237975995717,0,0.729166666666,5,simple_candidate,1,0,卧室
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,q9vSo1VnCiC,point_count_disagreement,0.286150966636,1,high,high,0.133971873204,0.237975995717,0,0.729166666666,5,,0,0,起居与休闲
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,q9vSo1VnCiC,point_count_disagreement,0.133038643266,0.163043478261,low,middle,0.133971873204,0.237975995717,0,0.729166666666,24,medium_candidate,2,0.837606837607,卫浴
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,q9vSo1VnCiC,point_count_disagreement,0.170099958505,0.4,middle,middle,0.133971873204,0.237975995717,0,0.729166666666,5,,1,0,卧室
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,rPc6DW4iMge,point_count_disagreement,0.0839179520319,0.166007905138,low,middle,0.140946777875,0.234004572943,0,0.7,23,medium_candidate,2,0,卫浴
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,rPc6DW4iMge,point_count_disagreement,0.081674005461,0.8,low,high,0.140946777875,0.234004572943,0,0.7,5,medium_candidate,2,0,卫浴
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,rPc6DW4iMge,point_count_disagreement,0.118274843118,0.760869565217,low,high,0.140946777875,0.234004572943,0,0.7,24,difficult_candidate,3,0,卫浴
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,rPc6DW4iMge,point_count_disagreement,0.077156407032,0.300724637681,low,middle,0.140946777875,0.234004572943,0,0.7,24,medium_candidate,2,0,卫浴
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,rPc6DW4iMge,point_count_disagreement,0.0707079211289,0,low,low,0.140946777875,0.234004572943,0,0.7,5,simple_candidate,1,0,通行与连接
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,rPc6DW4iMge,point_count_disagreement,0.171608541373,0.0869565217391,middle,middle,0.140946777875,0.234004572943,0,0.7,23,medium_candidate,2,0.763888888889,卧室
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,rPc6DW4iMge,point_count_disagreement,0.102321669317,0.733333333333,low,high,0.140946777875,0.234004572943,0,0.7,6,medium_candidate,2,0,卫浴
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,rPc6DW4iMge,point_count_disagreement,0.283294546203,0.159420289855,high,middle,0.140946777875,0.234004572943,0,0.7,24,medium_candidate,2,0,通行与连接
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,rPc6DW4iMge,point_count_disagreement,0.138230437931,0.822510822511,low,high,0.140946777875,0.234004572943,0,0.7,22,,1,0,卫浴
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,uNb9QFRL6hY,point_count_disagreement,0.152812501457,0.163043478261,middle,middle,0.132755528048,0.23391038023,0,0.704824561404,24,,4,0.944444444444,卫浴
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,uNb9QFRL6hY,point_count_disagreement,0.206753134269,0,middle,low,0.132755528048,0.23391038023,0,0.704824561404,23,,3,0.972222222222,卧室
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,uNb9QFRL6hY,point_count_disagreement,0.157335751821,0.731884057971,middle,high,0.132755528048,0.23391038023,0,0.704824561404,24,difficult_candidate,5,0.5,卫浴
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,uNb9QFRL6hY,point_count_disagreement,0.134660436807,0.758893280632,middle,high,0.132755528048,0.23391038023,0,0.704824561404,23,difficult_candidate,6,0.5,卫浴
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,uNb9QFRL6hY,point_count_disagreement,0.0598764570808,0.7,low,middle,0.132755528048,0.23391038023,0,0.704824561404,5,,1,0,卫浴
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,uNb9QFRL6hY,point_count_disagreement,0.2883233257,0.7,high,middle,0.132755528048,0.23391038023,0,0.704824561404,5,,1,0,卧室
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,uNb9QFRL6hY,point_count_disagreement,0.0841300578392,0.6,low,middle,0.132755528048,0.23391038023,0,0.704824561404,5,medium_candidate,2,0,通行与连接
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,uNb9QFRL6hY,point_count_disagreement,0.26611189476,0,high,low,0.132755528048,0.23391038023,0,0.704824561404,6,simple_candidate,2,0,通行与连接
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,uNb9QFRL6hY,point_count_disagreement,0.241318430878,0.4,high,middle,0.132755528048,0.23391038023,0,0.704824561404,5,simple_candidate,1,0,起居与休闲
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,uNb9QFRL6hY,point_count_disagreement,0.19344080118,0,middle,low,0.132755528048,0.23391038023,0,0.704824561404,5,,1,0,卧室
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,uNb9QFRL6hY,point_count_disagreement,0.178527688385,0.624505928854,middle,middle,0.132755528048,0.23391038023,0,0.704824561404,23,medium_candidate,4,0.703703703704,起居与休闲
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,uNb9QFRL6hY,point_count_disagreement,0.0776086082081,0.624505928854,low,middle,0.132755528048,0.23391038023,0,0.704824561404,23,,4,0.857142857143,卫浴
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,uNb9QFRL6hY,point_count_disagreement,0.14026960872,0.845849802372,middle,high,0.132755528048,0.23391038023,0,0.704824561404,23,,5,0,卫浴
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,uNb9QFRL6hY,point_count_disagreement,0.268305747436,0.333333333333,high,middle,0.132755528048,0.23391038023,0,0.704824561404,6,,1,0,厨房与用餐
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,uNb9QFRL6hY,point_count_disagreement,0.10706156046,0,low,low,0.132755528048,0.23391038023,0,0.704824561404,6,simple_candidate,1,0,通行与连接
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,uNb9QFRL6hY,point_count_disagreement,0.157151355639,0.837944664032,middle,high,0.132755528048,0.23391038023,0,0.704824561404,23,difficult_candidate,5,0,卫浴
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,uNb9QFRL6hY,point_count_disagreement,0.110668284353,0.0833333333333,low,middle,0.132755528048,0.23391038023,0,0.704824561404,24,medium_candidate,2,0.912280701754,通行与连接
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,uNb9QFRL6hY,point_count_disagreement,0.169870538874,0.163043478261,middle,middle,0.132755528048,0.23391038023,0,0.704824561404,24,,3,0.933333333333,卧室
