condition,axis,n_people,metric,field,label,images,groups,delta,macro_delta,lo,hi
semi,log_time,8,late_quarter_new,floor_boundary,present,5,4,-0.1125,-0.140625,-0.281249999999,-0.0208333333333
semi,log_time,8,late_quarter_new,scene_category,储藏与家务辅助,1,1,0.125,0.125,,
semi,log_time,8,late_quarter_new,scene_category,卧室,7,4,0.0535714285715,0.0546875000001,0.010416666667,0.109375
semi,log_time,8,late_quarter_new,scene_category,厨房与用餐,1,1,-0.125,-0.125,,
semi,log_time,8,late_quarter_new,scene_category,复合／待定,3,3,-0.0972222222223,-0.0972222222223,-0.229166666667,0
semi,log_time,8,late_quarter_new,scene_category,工作与学习,1,1,-0.125,-0.125,,
semi,log_time,8,late_quarter_new,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,8,late_quarter_new,scene_category,通行与连接,3,3,-0.166666666667,-0.166666666667,-0.354166666666,0
semi,log_time,8,late_quarter_new,main_function_primary,circulation,2,2,-0.0729166666669,-0.0729166666669,-0.145833333334,0
semi,log_time,8,late_quarter_new,main_function_primary,dining,1,1,-0.125,-0.125,,
semi,log_time,8,late_quarter_new,main_function_primary,empty,1,1,0,0,,
semi,log_time,8,late_quarter_new,main_function_primary,living,1,1,0,0,,
semi,log_time,8,late_quarter_new,main_function_primary,sleep,8,5,0.00260416666683,-0.0270833333331,-0.179166666666,0.0833333333333
semi,log_time,8,late_quarter_new,main_function_primary,special,1,1,-0.229166666667,-0.229166666667,,
semi,log_time,8,late_quarter_new,main_function_primary,storage,2,2,0.03125,0.03125,-0.0625,0.125
semi,log_time,8,late_quarter_new,main_function_primary,work,1,1,-0.125,-0.125,,
semi,log_time,8,heldout_geometry_coverage,floor_boundary,partial,12,7,-0.0416666666667,-0.0714285714286,-0.227272727273,0.125
semi,log_time,8,heldout_geometry_coverage,floor_boundary,present,5,4,-0.2,-0.25,-0.5,0
semi,log_time,8,heldout_geometry_coverage,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,scene_category,卧室,7,4,0,0,-0.25,0.25
semi,log_time,8,heldout_geometry_coverage,scene_category,厨房与用餐,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,scene_category,复合／待定,3,3,-0.333333333333,-0.333333333333,-0.5,0
semi,log_time,8,heldout_geometry_coverage,scene_category,工作与学习,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,scene_category,通行与连接,3,3,-0.166666666667,-0.166666666667,-0.5,0
semi,log_time,8,heldout_geometry_coverage,main_function_primary,circulation,2,2,-0.25,-0.25,-0.5,0
semi,log_time,8,heldout_geometry_coverage,main_function_primary,dining,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,main_function_primary,empty,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,main_function_primary,living,1,1,0,0,,
semi,log_time,8,heldout_geometry_coverage,main_function_primary,sleep,8,5,0,0,-0.2,0.2
semi,log_time,8,heldout_geometry_coverage,main_function_primary,special,1,1,-0.5,-0.5,,
semi,log_time,8,heldout_geometry_coverage,main_function_primary,storage,2,2,-0.25,-0.25,-0.5,0
semi,log_time,8,heldout_geometry_coverage,main_function_primary,work,1,1,0,0,,
semi,quality,4,point_count_disagreement,floor_boundary,partial,13,8,-0.102564102564,-0.116666666667,-0.222395833333,-0.030303030303
semi,quality,4,point_count_disagreement,floor_boundary,present,5,4,-0.1,-0.125,-0.375,0
semi,quality,4,point_count_disagreement,scene_category,储藏与家务辅助,1,1,0,0,,
semi,quality,4,point_count_disagreement,scene_category,卧室,7,4,-0.0714285714286,-0.03125,-0.115384615385,0
semi,quality,4,point_count_disagreement,scene_category,卫浴,1,1,-0.333333333333,-0.333333333333,,
semi,quality,4,point_count_disagreement,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,4,point_count_disagreement,scene_category,复合／待定,3,3,-0.166666666667,-0.166666666667,-0.5,0
semi,quality,4,point_count_disagreement,scene_category,工作与学习,1,1,-0.5,-0.5,,
semi,quality,4,point_count_disagreement,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,point_count_disagreement,scene_category,通行与连接,3,3,0,0,0,0
semi,quality,4,point_count_disagreement,main_function_primary,circulation,2,2,0,0,0,0
semi,quality,4,point_count_disagreement,main_function_primary,dining,1,1,0,0,,
semi,quality,4,point_count_disagreement,main_function_primary,empty,1,1,0,0,,
semi,quality,4,point_count_disagreement,main_function_primary,living,1,1,0,0,,
semi,quality,4,point_count_disagreement,main_function_primary,sleep,8,5,-0.0625,-0.025,-0.107142857143,0
semi,quality,4,point_count_disagreement,main_function_primary,special,1,1,0,0,,
semi,quality,4,point_count_disagreement,main_function_primary,storage,2,2,-0.25,-0.25,-0.5,0
semi,quality,4,point_count_disagreement,main_function_primary,unknown,1,1,-0.333333333333,-0.333333333333,,
semi,quality,4,point_count_disagreement,main_function_primary,work,1,1,-0.5,-0.5,,
semi,quality,4,singleton_share,floor_boundary,partial,13,8,-0.25,-0.33125,-0.5,-0.138888888889
semi,quality,4,singleton_share,floor_boundary,present,5,4,-0.35,-0.4375,-0.8125,-0.0714285714286
semi,quality,4,singleton_share,scene_category,储藏与家务辅助,1,1,-0.25,-0.25,,
semi,quality,4,singleton_share,scene_category,卧室,7,4,-0.178571428571,-0.171875,-0.25,-0.0625
semi,quality,4,singleton_share,scene_category,卫浴,1,1,-0.75,-0.75,,
semi,quality,4,singleton_share,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,4,singleton_share,scene_category,复合／待定,3,3,-0.416666666667,-0.416666666667,-1,0
semi,quality,4,singleton_share,scene_category,工作与学习,1,1,-0.75,-0.75,,
semi,quality,4,singleton_share,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,singleton_share,scene_category,通行与连接,3,3,-0.25,-0.25,-0.5,0
semi,quality,4,singleton_share,main_function_primary,circulation,2,2,-0.25,-0.25,-0.5,0
semi,quality,4,singleton_share,main_function_primary,dining,1,1,0,0,,
semi,quality,4,singleton_share,main_function_primary,empty,1,1,0,0,,
semi,quality,4,singleton_share,main_function_primary,living,1,1,0,0,,
semi,quality,4,singleton_share,main_function_primary,sleep,8,5,-0.1875,-0.1875,-0.25,-0.1
semi,quality,4,singleton_share,main_function_primary,special,1,1,-0.25,-0.25,,
semi,quality,4,singleton_share,main_function_primary,storage,2,2,-0.625,-0.625,-1,-0.25
semi,quality,4,singleton_share,main_function_primary,unknown,1,1,-0.75,-0.75,,
semi,quality,4,singleton_share,main_function_primary,work,1,1,-0.75,-0.75,,
semi,quality,4,mode_entropy,floor_boundary,partial,13,8,-0.687218028721,-0.773345859334,-0.969743926048,-0.415076061044
semi,quality,4,mode_entropy,floor_boundary,present,5,4,-0.637744375108,-0.797180468885,-1.625,-0.098388839363
semi,quality,4,mode_entropy,scene_category,储藏与家务辅助,1,1,-0.811278124459,-0.811278124459,,
semi,quality,4,mode_entropy,scene_category,卧室,7,4,-0.704833481911,-0.589614648336,-0.849022499567,-0.202819531115
semi,quality,4,mode_entropy,scene_category,卫浴,1,1,-1.18872187554,-1.18872187554,,
semi,quality,4,mode_entropy,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,4,mode_entropy,scene_category,复合／待定,3,3,-0.937092708153,-0.937092708153,-2,0
semi,quality,4,mode_entropy,scene_category,工作与学习,1,1,-1.18872187554,-1.18872187554,,
semi,quality,4,mode_entropy,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,mode_entropy,scene_category,通行与连接,3,3,-0.39624062518,-0.39624062518,-0.688721875541,0
semi,quality,4,mode_entropy,main_function_primary,circulation,2,2,-0.25,-0.25,-0.5,0
semi,quality,4,mode_entropy,main_function_primary,dining,1,1,0,0,,
semi,quality,4,mode_entropy,main_function_primary,empty,1,1,0,0,,
semi,quality,4,mode_entropy,main_function_primary,living,1,1,0,0,,
semi,quality,4,mode_entropy,main_function_primary,sleep,8,5,-0.702819531115,-0.609436093777,-0.842964508581,-0.3
semi,quality,4,mode_entropy,main_function_primary,special,1,1,-0.811278124459,-0.811278124459,,
semi,quality,4,mode_entropy,main_function_primary,storage,2,2,-1.40563906223,-1.40563906223,-2,-0.811278124459
semi,quality,4,mode_entropy,main_function_primary,unknown,1,1,-1.18872187554,-1.18872187554,,
semi,quality,4,mode_entropy,main_function_primary,work,1,1,-1.18872187554,-1.18872187554,,
semi,quality,4,full_by8,floor_boundary,partial,13,8,0.378205128205,0.4171875,0.121202651515,0.598958333333
semi,quality,4,full_by8,floor_boundary,present,5,4,0.391666666667,0.463541666667,0.0694444444443,0.875
semi,quality,4,full_by8,scene_category,储藏与家务辅助,1,1,0.208333333333,0.208333333333,,
semi,quality,4,full_by8,scene_category,卧室,7,4,0.458333333333,0.388020833333,0.104166666666,0.645833333334
semi,quality,4,full_by8,scene_category,卫浴,1,1,0.833333333333,0.833333333333,,
semi,quality,4,full_by8,scene_category,厨房与用餐,1,1,-0.375,-0.375,,
semi,quality,4,full_by8,scene_category,复合／待定,3,3,0.430555555556,0.430555555556,0,1
semi,quality,4,full_by8,scene_category,工作与学习,1,1,0.75,0.75,,
semi,quality,4,full_by8,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,full_by8,scene_category,通行与连接,3,3,0.319444444444,0.319444444444,0,0.75
semi,quality,4,full_by8,main_function_primary,circulation,2,2,0.104166666666,0.104166666666,0,0.208333333333
semi,quality,4,full_by8,main_function_primary,dining,1,1,-0.375,-0.375,,
semi,quality,4,full_by8,main_function_primary,empty,1,1,0,0,,
semi,quality,4,full_by8,main_function_primary,living,1,1,0,0,,
semi,quality,4,full_by8,main_function_primary,sleep,8,5,0.494791666667,0.460416666667,0.2,0.666666666667
semi,quality,4,full_by8,main_function_primary,special,1,1,0.291666666667,0.291666666667,,
semi,quality,4,full_by8,main_function_primary,storage,2,2,0.604166666666,0.604166666666,0.208333333333,1
semi,quality,4,full_by8,main_function_primary,unknown,1,1,0.833333333333,0.833333333333,,
semi,quality,4,full_by8,main_function_primary,work,1,1,0.75,0.75,,
semi,quality,4,core_by19,floor_boundary,partial,13,8,0.298076923077,0.358333333333,0.0744047619048,0.592592592593
semi,quality,4,core_by19,floor_boundary,present,5,4,0.458333333333,0.546875,0.178571428571,0.864583333333
semi,quality,4,core_by19,scene_category,储藏与家务辅助,1,1,0,0,,
semi,quality,4,core_by19,scene_category,卧室,7,4,0.285714285714,0.234375,0,0.4375
semi,quality,4,core_by19,scene_category,卫浴,1,1,1,1,,
semi,quality,4,core_by19,scene_category,厨房与用餐,1,1,-0.25,-0.25,,
semi,quality,4,core_by19,scene_category,复合／待定,3,3,0.375,0.375,0,1
semi,quality,4,core_by19,scene_category,工作与学习,1,1,1,1,,
semi,quality,4,core_by19,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,core_by19,scene_category,通行与连接,3,3,0.430555555555,0.430555555555,0.208333333333,0.625
semi,quality,4,core_by19,main_function_primary,circulation,2,2,0.416666666666,0.416666666666,0.208333333333,0.625
semi,quality,4,core_by19,main_function_primary,dining,1,1,-0.25,-0.25,,
semi,quality,4,core_by19,main_function_primary,empty,1,1,0,0,,
semi,quality,4,core_by19,main_function_primary,living,1,1,0,0,,
semi,quality,4,core_by19,main_function_primary,sleep,8,5,0.307291666667,0.279166666667,0.0916666666666,0.441666666666
semi,quality,4,core_by19,main_function_primary,special,1,1,0.125,0.125,,
semi,quality,4,core_by19,main_function_primary,storage,2,2,0.5,0.5,0,1
semi,quality,4,core_by19,main_function_primary,unknown,1,1,1,1,,
semi,quality,4,core_by19,main_function_primary,work,1,1,1,1,,
semi,quality,4,core_tail,floor_boundary,partial,13,8,0.458333333333,0.436458333333,0.30303030303,0.546901041667
semi,quality,4,core_tail,floor_boundary,present,5,4,0.366666666667,0.40625,0.1875,0.791666666667
semi,quality,4,core_tail,scene_category,储藏与家务辅助,1,1,0.458333333333,0.458333333333,,
semi,quality,4,core_tail,scene_category,卧室,7,4,0.565476190476,0.473958333334,0.333333333334,0.660256410256
semi,quality,4,core_tail,scene_category,卫浴,1,1,0.458333333333,0.458333333333,,
semi,quality,4,core_tail,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,4,core_tail,scene_category,复合／待定,3,3,0.513888888889,0.513888888889,0,1
semi,quality,4,core_tail,scene_category,工作与学习,1,1,0.416666666667,0.416666666667,,
semi,quality,4,core_tail,scene_category,起居与休闲,1,1,0.125,0.125,,
semi,quality,4,core_tail,scene_category,通行与连接,3,3,0.277777777778,0.277777777778,0.166666666667,0.416666666667
semi,quality,4,core_tail,main_function_primary,circulation,2,2,0.333333333334,0.333333333334,0.25,0.416666666667
semi,quality,4,core_tail,main_function_primary,dining,1,1,0,0,,
semi,quality,4,core_tail,main_function_primary,empty,1,1,0,0,,
semi,quality,4,core_tail,main_function_primary,living,1,1,0.125,0.125,,
semi,quality,4,core_tail,main_function_primary,sleep,8,5,0.515625,0.4125,0.266666666667,0.647727272727
semi,quality,4,core_tail,main_function_primary,special,1,1,0.541666666667,0.541666666667,,
semi,quality,4,core_tail,main_function_primary,storage,2,2,0.729166666666,0.729166666666,0.458333333333,1
semi,quality,4,core_tail,main_function_primary,unknown,1,1,0.458333333333,0.458333333333,,
semi,quality,4,core_tail,main_function_primary,work,1,1,0.416666666667,0.416666666667,,
semi,quality,4,late_quarter_new,floor_boundary,partial,13,8,-0.205128205128,-0.299479166667,-0.489583333333,-0.0740740740741
semi,quality,4,late_quarter_new,floor_boundary,present,5,4,-0.333333333333,-0.416666666667,-0.822916666667,-0.0535714285714
semi,quality,4,late_quarter_new,scene_category,储藏与家务辅助,1,1,-0.208333333333,-0.208333333333,,
semi,quality,4,late_quarter_new,scene_category,卧室,7,4,-0.119047619048,-0.130208333333,-0.208333333333,-0.0520833333335
semi,quality,4,late_quarter_new,scene_category,卫浴,1,1,-0.833333333333,-0.833333333333,,
semi,quality,4,late_quarter_new,scene_category,厨房与用餐,1,1,0.125,0.125,,
semi,quality,4,late_quarter_new,scene_category,复合／待定,3,3,-0.388888888889,-0.388888888889,-1,0
semi,quality,4,late_quarter_new,scene_category,工作与学习,1,1,-0.75,-0.75,,
semi,quality,4,late_quarter_new,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,late_quarter_new,scene_category,通行与连接,3,3,-0.222222222222,-0.222222222222,-0.375,0
semi,quality,4,late_quarter_new,main_function_primary,circulation,2,2,-0.1875,-0.1875,-0.375,0
semi,quality,4,late_quarter_new,main_function_primary,dining,1,1,0.125,0.125,,
semi,quality,4,late_quarter_new,main_function_primary,empty,1,1,0,0,,
semi,quality,4,late_quarter_new,main_function_primary,living,1,1,0,0,,
semi,quality,4,late_quarter_new,main_function_primary,sleep,8,5,-0.140625,-0.1625,-0.241666666667,-0.0781250000001
semi,quality,4,late_quarter_new,main_function_primary,special,1,1,-0.166666666667,-0.166666666667,,
semi,quality,4,late_quarter_new,main_function_primary,storage,2,2,-0.604166666666,-0.604166666666,-1,-0.208333333333
semi,quality,4,late_quarter_new,main_function_primary,unknown,1,1,-0.833333333333,-0.833333333333,,
semi,quality,4,late_quarter_new,main_function_primary,work,1,1,-0.75,-0.75,,
semi,quality,4,heldout_geometry_coverage,floor_boundary,partial,13,8,0,-0.03125,-0.1875,0.153846153846
semi,quality,4,heldout_geometry_coverage,floor_boundary,present,5,4,0.2,0.25,0,0.75
semi,quality,4,heldout_geometry_coverage,scene_category,储藏与家务辅助,1,1,0,0,,
semi,quality,4,heldout_geometry_coverage,scene_category,卧室,7,4,0,0,0,0
semi,quality,4,heldout_geometry_coverage,scene_category,卫浴,1,1,0.5,0.5,,
semi,quality,4,heldout_geometry_coverage,scene_category,厨房与用餐,1,1,0.5,0.5,,
semi,quality,4,heldout_geometry_coverage,scene_category,复合／待定,3,3,-0.166666666667,-0.166666666667,-0.5,0
semi,quality,4,heldout_geometry_coverage,scene_category,工作与学习,1,1,-0.5,-0.5,,
semi,quality,4,heldout_geometry_coverage,scene_category,起居与休闲,1,1,0,0,,
semi,quality,4,heldout_geometry_coverage,scene_category,通行与连接,3,3,0.333333333333,0.333333333333,0,1
semi,quality,4,heldout_geometry_coverage,main_function_primary,circulation,2,2,0.5,0.5,0,1
semi,quality,4,heldout_geometry_coverage,main_function_primary,dining,1,1,0.5,0.5,,
semi,quality,4,heldout_geometry_coverage,main_function_primary,empty,1,1,0,0,,
semi,quality,4,heldout_geometry_coverage,main_function_primary,living,1,1,0,0,,
semi,quality,4,heldout_geometry_coverage,main_function_primary,sleep,8,5,0,0,0,0
semi,quality,4,heldout_geometry_coverage,main_function_primary,special,1,1,-0.5,-0.5,,
semi,quality,4,heldout_geometry_coverage,main_function_primary,storage,2,2,0,0,0,0
semi,quality,4,heldout_geometry_coverage,main_function_primary,unknown,1,1,0.5,0.5,,
semi,quality,4,heldout_geometry_coverage,main_function_primary,work,1,1,-0.5,-0.5,,
semi,quality,6,point_count_disagreement,floor_boundary,partial,13,8,-0.0666666666667,-0.0883333333334,-0.207430555556,0.0370370370369
semi,quality,6,point_count_disagreement,floor_boundary,present,5,4,-0.12,-0.15,-0.45,0
semi,quality,6,point_count_disagreement,scene_category,储藏与家务辅助,1,1,-0.333333333333,-0.333333333333,,
semi,quality,6,point_count_disagreement,scene_category,卧室,7,4,-0.0285714285714,-0.0125,-0.0461538461538,0
semi,quality,6,point_count_disagreement,scene_category,卫浴,1,1,-0.266666666667,-0.266666666667,,
semi,quality,6,point_count_disagreement,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,6,point_count_disagreement,scene_category,复合／待定,3,3,-0.088888888889,-0.088888888889,-0.6,0.333333333333
semi,quality,6,point_count_disagreement,scene_category,工作与学习,1,1,-0.4,-0.4,,
semi,quality,6,point_count_disagreement,scene_category,起居与休闲,1,1,0,0,,
semi,quality,6,point_count_disagreement,scene_category,通行与连接,3,3,0,0,0,0
semi,quality,6,point_count_disagreement,main_function_primary,circulation,2,2,0,0,0,0
semi,quality,6,point_count_disagreement,main_function_primary,dining,1,1,0,0,,
semi,quality,6,point_count_disagreement,main_function_primary,empty,1,1,0,0,,
semi,quality,6,point_count_disagreement,main_function_primary,living,1,1,0,0,,
semi,quality,6,point_count_disagreement,main_function_primary,sleep,8,5,-0.025,-0.01,-0.0428571428571,0
semi,quality,6,point_count_disagreement,main_function_primary,special,1,1,0.333333333333,0.333333333333,,
semi,quality,6,point_count_disagreement,main_function_primary,storage,2,2,-0.466666666667,-0.466666666667,-0.6,-0.333333333333
semi,quality,6,point_count_disagreement,main_function_primary,unknown,1,1,-0.266666666667,-0.266666666667,,
semi,quality,6,point_count_disagreement,main_function_primary,work,1,1,-0.4,-0.4,,
semi,quality,6,singleton_share,floor_boundary,partial,13,8,-0.217948717949,-0.320833333333,-0.5,-0.0877192982456
semi,quality,6,singleton_share,floor_boundary,present,5,4,-0.233333333333,-0.291666666667,-0.541666666667,-0.0476190476191
semi,quality,6,singleton_share,scene_category,储藏与家务辅助,1,1,-0.333333333333,-0.333333333333,,
semi,quality,6,singleton_share,scene_category,卧室,7,4,-0.095238095238,-0.104166666667,-0.166666666667,-0.0416666666668
semi,quality,6,singleton_share,scene_category,卫浴,1,1,-1,-1,,
semi,quality,6,singleton_share,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,6,singleton_share,scene_category,复合／待定,3,3,-0.277777777778,-0.277777777778,-0.666666666667,0
semi,quality,6,singleton_share,scene_category,工作与学习,1,1,-0.666666666667,-0.666666666667,,
semi,quality,6,singleton_share,scene_category,起居与休闲,1,1,0,0,,
semi,quality,6,singleton_share,scene_category,通行与连接,3,3,-0.166666666667,-0.166666666667,-0.333333333334,0
semi,quality,6,singleton_share,main_function_primary,circulation,2,2,-0.166666666667,-0.166666666667,-0.333333333334,0
semi,quality,6,singleton_share,main_function_primary,dining,1,1,0,0,,
semi,quality,6,singleton_share,main_function_primary,empty,1,1,0,0,,
semi,quality,6,singleton_share,main_function_primary,living,1,1,0,0,,
semi,quality,6,singleton_share,main_function_primary,sleep,8,5,-0.104166666667,-0.116666666666,-0.166666666666,-0.0624999999999
semi,quality,6,singleton_share,main_function_primary,special,1,1,-0.166666666666,-0.166666666666,,
semi,quality,6,singleton_share,main_function_primary,storage,2,2,-0.5,-0.5,-0.666666666667,-0.333333333333
semi,quality,6,singleton_share,main_function_primary,unknown,1,1,-1,-1,,
semi,quality,6,singleton_share,main_function_primary,work,1,1,-0.666666666667,-0.666666666667,,
semi,quality,6,mode_entropy,floor_boundary,partial,13,8,-0.764727442202,-0.925689593433,-1.22357401229,-0.465591756866
semi,quality,6,mode_entropy,floor_boundary,present,5,4,-0.770647182626,-0.963308978283,-1.83912356198,-0.142857142857
semi,quality,6,mode_entropy,scene_category,储藏与家务辅助,1,1,-1.25162916739,-1.25162916739,,
semi,quality,6,mode_entropy,scene_category,卧室,7,4,-0.726888690785,-0.677694271103,-0.99639217695,-0.317068353101
semi,quality,6,mode_entropy,scene_category,卫浴,1,1,-1.66666666667,-1.66666666667,,
semi,quality,6,mode_entropy,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,6,mode_entropy,scene_category,复合／待定,3,3,-0.951078637711,-0.951078637711,-2.25162916739,0
semi,quality,6,mode_entropy,scene_category,工作与学习,1,1,-1.33333333333,-1.33333333333,,
semi,quality,6,mode_entropy,scene_category,起居与休闲,1,1,0,0,,
semi,quality,6,mode_entropy,scene_category,通行与连接,3,3,-0.533868915247,-0.533868915247,-1,0
semi,quality,6,mode_entropy,main_function_primary,circulation,2,2,-0.5,-0.5,-1,0
semi,quality,6,mode_entropy,main_function_primary,dining,1,1,0,0,,
semi,quality,6,mode_entropy,main_function_primary,empty,1,1,0,0,,
semi,quality,6,mode_entropy,main_function_primary,living,1,1,0,0,,
semi,quality,6,mode_entropy,main_function_primary,sleep,8,5,-0.711228447654,-0.662476766031,-0.947043998049,-0.370647182626
semi,quality,6,mode_entropy,main_function_primary,special,1,1,-0.601606745742,-0.601606745742,,
semi,quality,6,mode_entropy,main_function_primary,storage,2,2,-1.75162916739,-1.75162916739,-2.25162916739,-1.25162916739
semi,quality,6,mode_entropy,main_function_primary,unknown,1,1,-1.66666666667,-1.66666666667,,
semi,quality,6,mode_entropy,main_function_primary,work,1,1,-1.33333333333,-1.33333333333,,
semi,quality,6,full_by8,floor_boundary,partial,13,8,0.352564102564,0.4453125,0.219438405797,0.625
semi,quality,6,full_by8,floor_boundary,present,5,4,0.391666666667,0.489583333334,0.0555555555557,0.895833333334
semi,quality,6,full_by8,scene_category,储藏与家务辅助,1,1,0.458333333333,0.458333333333,,
semi,quality,6,full_by8,scene_category,卧室,7,4,0.327380952381,0.377604166667,0.148809523809,0.6875
semi,quality,6,full_by8,scene_category,卫浴,1,1,0.791666666667,0.791666666667,,
semi,quality,6,full_by8,scene_category,厨房与用餐,1,1,0.375,0.375,,
semi,quality,6,full_by8,scene_category,复合／待定,3,3,0.333333333333,0.333333333333,0,1
semi,quality,6,full_by8,scene_category,工作与学习,1,1,0.666666666667,0.666666666667,,
semi,quality,6,full_by8,scene_category,起居与休闲,1,1,0,0,,
semi,quality,6,full_by8,scene_category,通行与连接,3,3,0.319444444445,0.319444444445,0,0.791666666667
semi,quality,6,full_by8,main_function_primary,circulation,2,2,0.395833333334,0.395833333334,0,0.791666666667
semi,quality,6,full_by8,main_function_primary,dining,1,1,0.375,0.375,,
semi,quality,6,full_by8,main_function_primary,empty,1,1,0,0,,
semi,quality,6,full_by8,main_function_primary,living,1,1,0,0,,
semi,quality,6,full_by8,main_function_primary,sleep,8,5,0.307291666667,0.335416666667,0.133333333333,0.583463541667
semi,quality,6,full_by8,main_function_primary,special,1,1,0,0,,
semi,quality,6,full_by8,main_function_primary,storage,2,2,0.729166666666,0.729166666666,0.458333333333,1
semi,quality,6,full_by8,main_function_primary,unknown,1,1,0.791666666667,0.791666666667,,
semi,quality,6,full_by8,main_function_primary,work,1,1,0.666666666667,0.666666666667,,
semi,quality,6,core_by19,floor_boundary,partial,13,8,0.317307692308,0.408854166667,0.162878787879,0.611111111111
semi,quality,6,core_by19,floor_boundary,present,5,4,0.133333333333,0.166666666666,0,0.333333333333
semi,quality,6,core_by19,scene_category,储藏与家务辅助,1,1,0.166666666667,0.166666666667,,
semi,quality,6,core_by19,scene_category,卧室,7,4,0.255952380952,0.291666666667,0.0833333333335,0.59375
semi,quality,6,core_by19,scene_category,卫浴,1,1,0.791666666667,0.791666666667,,
semi,quality,6,core_by19,scene_category,厨房与用餐,1,1,0.375,0.375,,
semi,quality,6,core_by19,scene_category,复合／待定,3,3,0.111111111111,0.111111111111,0,0.333333333333
semi,quality,6,core_by19,scene_category,工作与学习,1,1,1,1,,
semi,quality,6,core_by19,scene_category,起居与休闲,1,1,0,0,,
semi,quality,6,core_by19,scene_category,通行与连接,3,3,0.111111111111,0.111111111111,0,0.333333333333
semi,quality,6,core_by19,main_function_primary,circulation,2,2,0.166666666666,0.166666666666,0,0.333333333333
semi,quality,6,core_by19,main_function_primary,dining,1,1,0.375,0.375,,
semi,quality,6,core_by19,main_function_primary,empty,1,1,0,0,,
semi,quality,6,core_by19,main_function_primary,living,1,1,0,0,,
semi,quality,6,core_by19,main_function_primary,sleep,8,5,0.223958333333,0.233333333333,0.0333333333334,0.475
semi,quality,6,core_by19,main_function_primary,special,1,1,0,0,,
semi,quality,6,core_by19,main_function_primary,storage,2,2,0.25,0.25,0.166666666667,0.333333333333
semi,quality,6,core_by19,main_function_primary,unknown,1,1,0.791666666667,0.791666666667,,
semi,quality,6,core_by19,main_function_primary,work,1,1,1,1,,
semi,quality,6,core_tail,floor_boundary,partial,13,8,0.455128205128,0.458854166667,0.193181818182,0.652777777778
semi,quality,6,core_tail,floor_boundary,present,5,4,0.383333333333,0.458333333333,0.142857142857,0.75
semi,quality,6,core_tail,scene_category,储藏与家务辅助,1,1,0.583333333333,0.583333333333,,
semi,quality,6,core_tail,scene_category,卧室,7,4,0.565476190476,0.481770833334,0.125000000001,0.815476190476
semi,quality,6,core_tail,scene_category,卫浴,1,1,0,0,,
semi,quality,6,core_tail,scene_category,厨房与用餐,1,1,0,0,,
semi,quality,6,core_tail,scene_category,复合／待定,3,3,0.361111111111,0.361111111111,-0.166666666667,0.875
semi,quality,6,core_tail,scene_category,工作与学习,1,1,0.875,0.875,,
semi,quality,6,core_tail,scene_category,起居与休闲,1,1,0.125,0.125,,
semi,quality,6,core_tail,scene_category,通行与连接,3,3,0.402777777778,0.402777777778,0.333333333333,0.5
semi,quality,6,core_tail,main_function_primary,circulation,2,2,0.416666666666,0.416666666666,0.333333333333,0.5
semi,quality,6,core_tail,main_function_primary,dining,1,1,0,0,,
semi,quality,6,core_tail,main_function_primary,empty,1,1,-0.166666666667,-0.166666666667,,
semi,quality,6,core_tail,main_function_primary,living,1,1,0.125,0.125,,
semi,quality,6,core_tail,main_function_primary,sleep,8,5,0.541666666667,0.460416666667,0.175,0.733333333333
semi,quality,6,core_tail,main_function_primary,special,1,1,0.375,0.375,,
semi,quality,6,core_tail,main_function_primary,storage,2,2,0.729166666666,0.729166666666,0.583333333333,0.875
semi,quality,6,core_tail,main_function_primary,unknown,1,1,0,0,,
semi,quality,6,core_tail,main_function_primary,work,1,1,0.875,0.875,,
semi,quality,6,late_quarter_new,floor_boundary,partial,13,8,-0.1875,-0.2796875,-0.471354166667,-0.0569188596491
semi,quality,6,late_quarter_new,floor_boundary,present,5,4,-0.2,-0.25,-0.510416666667,0.00694444444433
semi,quality,6,late_quarter_new,scene_category,储藏与家务辅助,1,1,-0.291666666667,-0.291666666667,,
semi,quality,6,late_quarter_new,scene_category,卧室,7,4,-0.0744047619048,-0.0833333333333,-0.203125,0
semi,quality,6,late_quarter_new,scene_category,卫浴,1,1,-1,-1,,
