image_id,condition,building,axis,composition,workers,future_workers,n_people,total_clusters,supported_clusters,singleton_share,point_count_disagreement,within_mode,mode_entropy,full_by8,core_by19,full_tail,core_tail,late_quarter_new,half_tv,orders,heldout_geometry_coverage
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,quality,mixed,W001;W002;W008;W018;W029;W034;W035;W036,W013;W014,8,4,1,0.375,0,0.0369216446587,1.5487949407,0.708333333333,1,0,0.791666666667,0.354166666667,0.28125,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,lower,W002;W006;W011;W021,W013;W014,4,2,1,0.25,0.5,0.0102349006249,0.811278124459,0.708333333333,1,0,0.5,0.291666666667,0.25,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,higher,W027;W029;W032;W036,W013;W014,4,3,1,0.5,0.5,0.0145904344741,1.5,0,0.583333333333,0,0.208333333333,0.583333333333,0.354166666667,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,mixed,W006;W021;W027;W036,W013;W014,4,1,1,0,0,0.011017314577,-0,1,1,1,1,0,0,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,lower,W001;W002;W006;W010;W011;W021,W013;W014,6,2,1,0.166666666667,0.333333333333,0.0147228079933,0.650022421648,0.25,0.458333333333,0,0.291666666667,0.208333333333,0.166666666667,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,higher,W027;W028;W029;W032;W036;W037,W013;W014,6,4,2,0.333333333333,0.533333333333,0.010294020764,1.91829583405,0,0.291666666667,0,0,0.354166666667,0.291666666667,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,mixed,W002;W006;W021;W027;W029;W036,W013;W014,6,2,1,0.166666666667,0,0.011017314577,0.650022421648,0.875,1,0,1,0.166666666667,0.166666666667,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,lower,W001;W002;W006;W010;W011;W015;W017;W021,W013;W014,8,2,1,0.125,0.25,0.0128766636541,0.5435644432,0.875,1,0.166666666667,0.583333333333,0.166666666667,0.125,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,higher,W008;W027;W028;W029;W032;W033;W036;W037,W013;W014,8,5,2,0.375,0.428571428571,0.00783500060196,2.15563906223,0.375,0.916666666667,0,0.333333333333,0.520833333333,0.348958333333,24,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,log_time,mixed,W002;W006;W011;W021;W027;W029;W032;W036,W013;W014,8,4,1,0.375,0.464285714286,0.011017314577,1.5487949407,0.666666666667,1,0,1,0.4375,0.260416666667,24,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,lower,W002;W018;W028;W033,W012;W029,4,2,1,0.25,0,0,0.811278124459,0.75,1,0,0.416666666667,0.25,0.25,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,higher,W001;W031;W034;W035,W012;W029,4,4,0,1,0.5,,2,0,0,0,0,1,0.5,24,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,mixed,W001;W028;W033;W035,W012;W029,4,4,0,1,0.5,,2,0,0,0,0,1,0.5,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,lower,W002;W017;W018;W028;W033;W036,W012;W029,6,3,1,0.333333333333,0.333333333333,0,1.25162916739,0.666666666667,1,0,0.875,0.395833333333,0.229166666667,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,higher,W001;W011;W031;W034;W035;W037,W012;W029,6,6,0,1,0.733333333333,,2.58496250072,0,0,0,0,1,0.5,24,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,mixed,W001;W018;W028;W033;W034;W035,W012;W029,6,4,1,0.5,0.333333333333,0.0801547056296,1.79248125036,0.291666666667,0.666666666667,0,0.291666666667,0.416666666667,0.388888888889,24,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,lower,W002;W015;W017;W018;W027;W028;W033;W036,W012;W029,8,3,1,0.25,0.25,0,1.06127812446,0.875,1,0,1,0.208333333333,0.177083333333,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,higher,W001;W011;W014;W021;W031;W034;W035;W037,W012;W029,8,6,2,0.5,0.714285714286,0.0398788944391,2.5,0,0.458333333333,0,0.0416666666667,0.354166666667,0.369791666667,24,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality,mixed,W001;W002;W018;W028;W031;W033;W034;W035,W012;W029,8,4,2,0.25,0.25,0.0385899786812,1.75,0.0416666666667,0.25,0,0,0.229166666667,0.255208333333,24,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,lower,W002;W006;W011;W021,W012;W029,4,2,2,0,0.666666666667,0.00613435831108,1,0,0,0,0,0,0.166666666667,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,higher,W027;W028;W032;W036,W012;W029,4,3,1,0.5,0.5,0.0580970753385,1.5,0,0.541666666667,0,0.208333333333,0.541666666667,0.322916666667,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,mixed,W006;W021;W027;W036,W012;W029,4,2,2,0,0.666666666667,0.00613435831108,1,0,0,0,0,0,0.145833333333,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,lower,W001;W002;W006;W011;W013;W021,W012;W029,6,3,2,0.166666666667,0.533333333333,0.00600367283515,1.45914791703,0.458333333333,0.75,0,0,0.25,0.236111111111,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,higher,W008;W027;W028;W032;W036;W037,W012;W029,6,4,1,0.5,0.6,0.0580970753385,1.79248125036,0.375,0.833333333333,0,0.291666666667,0.5,0.354166666667,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,mixed,W002;W006;W021;W027;W032;W036,W012;W029,6,2,2,0,0.533333333333,0.00626504378702,0.918295834054,0,0,0,0,0.0208333333333,0.0833333333333,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,lower,W001;W002;W006;W010;W011;W013;W017;W021,W012;W029,8,3,2,0.125,0.428571428571,0,1.2987949407,0.625,0.791666666667,0,0,0.145833333333,0.197916666667,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,higher,W008;W018;W027;W028;W032;W033;W036;W037,W012;W029,8,4,1,0.375,0.464285714286,0,1.5487949407,0.0833333333333,0.333333333333,0,0.125,0.270833333333,0.265625,24,0.5
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,log_time,mixed,W002;W006;W011;W021;W027;W028;W032;W036,W012;W029,8,3,2,0.125,0.535714285714,0.00626504378702,1.40563906223,0.541666666667,0.625,0,0,0.104166666667,0.1875,24,0.5
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,lower,W002;W015;W018;W027,W012;W013,4,2,1,0.25,0,0.099337251938,0.811278124459,0.541666666667,0.833333333333,0,0.375,0.291666666667,0.25,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,higher,W001;W034;W035;W037,W012;W013,4,3,1,0.5,0.5,0.0978237186471,1.5,0,0.375,0,0.0416666666667,0.375,0.3125,24,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,mixed,W002;W027;W034;W037,W012;W013,4,2,1,0.25,0.5,0.0684027473696,0.811278124459,0.333333333333,0.5,0,0.208333333333,0.166666666667,0.25,24,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,lower,W002;W015;W017;W018;W021;W027,W012;W013,6,2,2,0,0,0.00371816483986,1,0.833333333333,0.833333333333,0,0,0,0.194444444444,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,higher,W001;W014;W029;W034;W035;W037,W012;W013,6,4,1,0.5,0.333333333333,0.0666337416041,1.79248125036,0.25,0.625,0,0.166666666667,0.270833333333,0.340277777778,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,mixed,W002;W018;W027;W034;W035;W037,W012;W013,6,3,1,0.333333333333,0.333333333333,0.0534397701187,1.25162916739,0.666666666667,1,0,0.416666666667,0.145833333333,0.229166666667,24,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,lower,W002;W006;W015;W017;W018;W021;W027;W031,W012;W013,8,2,2,0,0,0.00371816483986,1,0.5,0.5,0,0,0,0.114583333333,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,higher,W001;W014;W028;W029;W032;W034;W035;W037,W012;W013,8,4,1,0.375,0.25,0.0512939625465,1.5487949407,0.583333333333,1,0,0.958333333333,0.291666666667,0.286458333333,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality,mixed,W001;W002;W015;W018;W027;W034;W035;W037,W012;W013,8,5,1,0.5,0.25,0.0534397701187,2,0.166666666667,1,0,0.625,0.291666666667,0.296875,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,lower,W001;W006;W018;W021,W012;W013,4,2,2,0,0,0.0436352182608,1,0,0,0,0,0,0.166666666667,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,higher,W027;W032;W033;W036,W012;W013,4,2,1,0.25,0,0.0417428458535,0.811278124459,0.625,0.916666666667,0,0.458333333333,0,0.25,24,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,mixed,W006;W021;W027;W036,W012;W013,4,2,2,0,0,0.0376228476657,1,0,0,0,0,0,0.145833333333,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,lower,W001;W006;W010;W018;W021;W030,W012;W013,6,3,2,0.166666666667,0,0.0547775599874,1.45914791703,0.375,0.458333333333,0,0,0.0416666666667,0.3125,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,higher,W027;W029;W032;W033;W036;W037,W012;W013,6,2,1,0.166666666667,0,0.0322546286911,0.650022421648,0.875,1,0,0.791666666667,0,0.166666666667,24,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,mixed,W001;W006;W021;W027;W033;W036,W012;W013,6,3,2,0.166666666667,0,0.0443188712147,1.45914791703,0.416666666667,0.5,0,0,0.1875,0.236111111111,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,lower,W001;W002;W006;W010;W017;W018;W021;W030,W012;W013,8,3,2,0.125,0,0.0484946177804,1.40563906223,0.791666666667,0.916666666667,0.0833333333333,0.25,0,0.229166666667,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,higher,W015;W027;W028;W029;W032;W033;W036;W037,W012;W013,8,3,1,0.25,0,0.0354861556996,1.06127812446,0.666666666667,1,0,1,0.166666666667,0.182291666667,24,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,log_time,mixed,W001;W006;W018;W021;W027;W032;W033;W036,W012;W013,8,4,2,0.25,0,0.0260359860017,1.75,0.5,0.75,0,0.0833333333333,0,0.239583333333,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,lower,W002;W018;W028;W033,W008;W032,4,3,1,0.5,0,0.000300536341779,1.5,0,0.625,0,0.25,0.625,0.333333333333,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,higher,W001;W012;W034;W035,W008;W032,4,4,0,1,0,,2,0,0,0,0,1,0.5,24,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,mixed,W001;W028;W033;W035,W008;W032,4,4,0,1,0,,2,0,0,0,0,1,0.5,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,lower,W002;W017;W018;W028;W033;W036,W008;W032,6,3,1,0.333333333333,0,0.00015026817089,1.25162916739,0.791666666667,1,0,0.75,0.208333333333,0.229166666667,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,higher,W001;W012;W029;W031;W034;W035,W008;W032,6,5,1,0.666666666667,0,0.0685796634595,2.25162916739,0,0.666666666667,0,0.25,0.541666666667,0.388888888889,24,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,mixed,W001;W018;W028;W033;W034;W035,W008;W032,6,6,0,1,0,,2.58496250072,0,0,0,0,1,0.5,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,lower,W002;W015;W017;W018;W027;W028;W033;W036,W008;W032,8,3,1,0.25,0,0.000254299981506,1.06127812446,0.875,1,0,1,0.104166666667,0.171875,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,higher,W001;W011;W012;W029;W031;W034;W035;W037,W008;W032,8,6,2,0.5,0,0.0815562424081,2.5,0,0.5,0,0.0833333333333,0.395833333333,0.380208333333,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality,mixed,W001;W002;W012;W018;W028;W033;W034;W035,W008;W032,8,7,1,0.75,0,0.000300536341779,2.75,0,0.708333333333,0,0.333333333333,0.75,0.427083333333,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,lower,W002;W006;W011;W021,W008;W032,4,1,1,0,0,0.00472119797611,-0,1,1,1,1,0,0,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,higher,W027;W028;W029;W036,W008;W032,4,2,2,0,0,0.0173395445135,1,0,0,0,0,0,0.145833333333,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,mixed,W006;W021;W027;W036,W008;W032,4,1,1,0,0,0.00457092980522,-0,1,1,1,1,0,0,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,lower,W001;W002;W006;W011;W013;W021,W008;W032,6,2,1,0.166666666667,0,0.000300536341779,0.650022421648,0.875,1,0,1,0.166666666667,0.166666666667,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,higher,W027;W028;W029;W033;W036;W037,W008;W032,6,4,2,0.333333333333,0,0.0173395445135,1.91829583405,0,0.416666666667,0,0,0.1875,0.270833333333,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,mixed,W002;W006;W021;W027;W028;W036,W008;W032,6,2,1,0.166666666667,0,0.000300536341779,0.650022421648,0.791666666667,1,0,1,0.166666666667,0.166666666667,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,lower,W001;W002;W006;W010;W011;W013;W017;W021,W008;W032,8,2,1,0.125,0,0.000300536341779,0.5435644432,0.958333333333,1,0.666666666667,1,0.0833333333333,0.125,24,0.5
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,higher,W018;W027;W028;W029;W030;W033;W036;W037,W008;W032,8,5,2,0.375,0,0,2.15563906223,0.291666666667,0.708333333333,0,0.208333333333,0.229166666667,0.3125,24,1
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,log_time,mixed,W002;W006;W011;W021;W027;W028;W029;W036,W008;W032,8,2,2,0,0,0.000300536341779,0.811278124459,0.75,0.75,0,0,0.0208333333333,0.0833333333333,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,lower,W002;W015;W018;W027,W012;W033,4,4,0,1,0,,2,0,0,0,0,1,0.5,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,higher,W001;W034;W035;W037,W012;W033,4,4,0,1,0.5,,2,0,0,0,0,1,0.5,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,mixed,W002;W027;W034;W037,W012;W033,4,3,1,0.5,0.5,0.0698440299294,1.5,0,0.541666666667,0,0.208333333333,0.541666666667,0.364583333333,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,lower,W002;W015;W017;W018;W021;W027,W012;W033,6,5,1,0.666666666667,0,0,2.25162916739,0,0.708333333333,0,0.333333333333,0.791666666667,0.430555555556,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,higher,W001;W014;W029;W034;W035;W037,W012;W033,6,5,1,0.666666666667,0.333333333333,0.0460884724341,2.25162916739,0,0.625,0,0.291666666667,0.729166666667,0.430555555556,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,mixed,W002;W018;W027;W034;W035;W037,W012;W033,6,5,1,0.666666666667,0.333333333333,0.0698440299294,2.25162916739,0,0.791666666667,0,0.166666666667,0.75,0.395833333333,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,lower,W002;W006;W015;W017;W018;W021;W027;W031,W012;W033,8,6,2,0.5,0,0.0329289307652,2.5,0,0.458333333333,0,0.0416666666667,0.395833333333,0.328125,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,higher,W001;W013;W014;W028;W029;W034;W035;W037,W012;W033,8,5,2,0.375,0.25,0.0630562539609,2.15563906223,0.333333333333,0.625,0,0.166666666667,0.375,0.328125,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,quality,mixed,W001;W002;W015;W018;W027;W034;W035;W037,W012;W033,8,7,1,0.75,0.25,0.0698440299294,2.75,0,0.791666666667,0,0.333333333333,0.791666666667,0.432291666667,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,log_time,lower,W001;W006;W013;W021,W012;W033,4,3,1,0.5,0,0.0262118100927,1.5,0,0.541666666667,0,0.208333333333,0.541666666667,0.34375,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,log_time,higher,W027;W029;W036;W037,W012;W033,4,4,0,1,0.5,,2,0,0,0,0,1,0.5,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,log_time,mixed,W006;W021;W027;W036,W012;W033,4,3,1,0.5,0,0.091828443748,1.5,0,0.458333333333,0,0.125,0.458333333333,0.333333333333,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,log_time,lower,W001;W006;W013;W018;W021;W030,W012;W033,6,5,1,0.666666666667,0,0.0262118100927,2.25162916739,0,0.708333333333,0,0.125,0.645833333333,0.388888888889,24,0.5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,log_time,higher,W015;W027;W028;W029;W036;W037,W012;W033,6,5,1,0.666666666667,0.333333333333,0.0816178627508,2.25162916739,0,0.583333333333,0,0.0833333333333,0.645833333333,0.395833333333,24,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,log_time,mixed,W006;W013;W021;W027;W036;W037,W012;W033,6,4,1,0.5,0.333333333333,0.0674085573756,1.79248125036,0.208333333333,0.625,0,0.125,0.416666666667,0.354166666667,24,0
