condition,family,comparison,metric,images,groups,delta,macro_delta,lo,hi
manual,QB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,56,16,0.0043291220993,0.00855998114466,-0.00797619386493,0.0208630339529
manual,QB,AB minus marginal-matched (AA+BB)/2,mode_entropy,56,16,0.0267122624657,0.0453333569662,-0.00633220967808,0.0818039841861
manual,QS,AB minus marginal-matched (AA+BB)/2,total_clusters,35,12,0.0565070017702,0.0688239444928,0.00567645265918,0.106784438636
manual,QS,AB minus marginal-matched (AA+BB)/2,supported_clusters,35,12,-0.0565070017702,-0.0688239444928,-0.106784438636,-0.00567645265918
manual,QS,AB minus marginal-matched (AA+BB)/2,singleton_share,35,12,0.0565070017702,0.0688239444928,0.00567645265918,0.106784438636
manual,QS,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,35,12,0.0322373240794,0.031733859667,-0.0164619177652,0.0784983150986
manual,QS,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,35,12,0.00188275175117,-0.000867437468315,-0.0137554443835,0.0119116293948
manual,QS,AB minus marginal-matched (AA+BB)/2,mode_entropy,35,12,0.0565070017702,0.0688239444928,0.00567645265918,0.106784438636
manual,QSB,AB minus marginal-matched (AA+BB)/2,total_clusters,58,16,0.0325198892079,0.0497614487157,-0.00146862528216,0.087561698453
manual,QSB,AB minus marginal-matched (AA+BB)/2,supported_clusters,58,16,-0.0325198892079,-0.0497614487157,-0.087561698453,0.00146862528216
manual,QSB,AB minus marginal-matched (AA+BB)/2,singleton_share,58,16,0.0325198892079,0.0497614487157,-0.00146862528216,0.087561698453
manual,QSB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,58,16,0.0241391923994,0.0075402692996,-0.000167635174903,0.0409402640665
manual,QSB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,58,16,0.00966908458512,0.0124150381247,-0.00497428769353,0.0296185619175
manual,QSB,AB minus marginal-matched (AA+BB)/2,mode_entropy,58,16,0.0325198892079,0.0497614487157,-0.00146862528216,0.087561698453
manual,QT,AB minus marginal-matched (AA+BB)/2,total_clusters,49,15,0.00827596259624,0.0181914457195,-0.011452429483,0.0318469176929
manual,QT,AB minus marginal-matched (AA+BB)/2,supported_clusters,49,15,-0.00827596259624,-0.0181914457195,-0.0318469176929,0.011452429483
manual,QT,AB minus marginal-matched (AA+BB)/2,singleton_share,49,15,0.00827596259624,0.0181914457195,-0.011452429483,0.0318469176929
manual,QT,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,49,15,-0.00276159791782,-0.00864610227156,-0.0243022490889,0.0165029193456
manual,QT,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,49,15,0.00297183810049,0.00519606140815,-0.00492796422755,0.0117196025702
manual,QT,AB minus marginal-matched (AA+BB)/2,mode_entropy,49,15,0.00827596259624,0.0181914457195,-0.011452429483,0.0318469176929
manual,QTB,AB minus marginal-matched (AA+BB)/2,total_clusters,50,16,0.0302016428016,0.0241415636282,0.00327617220628,0.0501320979368
manual,QTB,AB minus marginal-matched (AA+BB)/2,supported_clusters,50,16,-0.0302016428016,-0.0241415636282,-0.0501320979368,-0.00327617220628
manual,QTB,AB minus marginal-matched (AA+BB)/2,singleton_share,50,16,0.0302016428016,0.0241415636282,0.00327617220628,0.0501320979368
manual,QTB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,50,16,0.0189985542236,0.00518129212884,-0.00415748694079,0.0382403743438
manual,QTB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,50,16,0.00404117390546,0.00247293876758,-0.0086199008832,0.0130647196111
manual,QTB,AB minus marginal-matched (AA+BB)/2,mode_entropy,50,16,0.0302016428016,0.0241415636282,0.00327617220628,0.0501320979368
manual,QTS,AB minus marginal-matched (AA+BB)/2,total_clusters,49,15,0.00870918803796,0.00162752723188,-0.0342055142711,0.0407455144331
manual,QTS,AB minus marginal-matched (AA+BB)/2,supported_clusters,49,15,-0.00870918803796,-0.00162752723188,-0.0407455144331,0.0342055142711
manual,QTS,AB minus marginal-matched (AA+BB)/2,singleton_share,49,15,0.00870918803796,0.00162752723188,-0.0342055142711,0.0407455144331
manual,QTS,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,49,15,0.00939885595182,-0.000292860956197,-0.024695722004,0.0362391970096
manual,QTS,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,49,15,9.92028936759e-05,-0.00558883221954,-0.0165020499414,0.0113651019514
manual,QTS,AB minus marginal-matched (AA+BB)/2,mode_entropy,49,15,0.00870918803796,0.00162752723188,-0.0342055142711,0.0407455144331
manual,QTSB,AB minus marginal-matched (AA+BB)/2,total_clusters,51,16,0.0370014541688,0.0327323078601,0.0109147768388,0.059028900235
manual,QTSB,AB minus marginal-matched (AA+BB)/2,supported_clusters,51,16,-0.0370014541688,-0.0327323078601,-0.059028900235,-0.0109147768388
manual,QTSB,AB minus marginal-matched (AA+BB)/2,singleton_share,51,16,0.0370014541688,0.0327323078601,0.0109147768388,0.059028900235
manual,QTSB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,51,16,0.0373688806007,0.0204312974327,0.0106683732938,0.0629015929078
manual,QTSB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,51,16,0.00569120376718,0.00143509117408,-0.00706241611311,0.0145597882645
manual,QTSB,AB minus marginal-matched (AA+BB)/2,mode_entropy,51,16,0.0370014541688,0.0327323078601,0.0109147768388,0.059028900235
manual,S,AB minus marginal-matched (AA+BB)/2,total_clusters,55,16,-0.0282539887643,-0.0358160017448,-0.0619189654782,-0.00418415834841
manual,S,AB minus marginal-matched (AA+BB)/2,supported_clusters,55,16,0.0282539887643,0.0358160017448,0.00418415834841,0.0619189654782
manual,S,AB minus marginal-matched (AA+BB)/2,singleton_share,55,16,-0.0282539887643,-0.0358160017448,-0.0619189654782,-0.00418415834841
manual,S,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,55,16,-0.00404163376172,-0.00732346659711,-0.0251214881144,0.00932170969107
manual,S,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,55,16,-0.00428903032634,-0.00734066148003,-0.012628050547,0.001350657561
manual,S,AB minus marginal-matched (AA+BB)/2,mode_entropy,55,16,-0.0282539887643,-0.0358160017448,-0.0619189654782,-0.00418415834841
manual,SB,AB minus marginal-matched (AA+BB)/2,total_clusters,55,16,0.0387153869459,0.0498937396151,0.0016907707379,0.092433254557
manual,SB,AB minus marginal-matched (AA+BB)/2,supported_clusters,55,16,-0.0387153869459,-0.0498937396151,-0.092433254557,-0.0016907707379
manual,SB,AB minus marginal-matched (AA+BB)/2,singleton_share,55,16,0.0387153869459,0.0498937396151,0.0016907707379,0.092433254557
manual,SB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,55,16,0.0179533345442,0.00602666295645,-0.00269625821709,0.0338566634541
manual,SB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,55,16,0.0147111702631,0.0136940884095,-0.000930069256912,0.0315974763833
manual,SB,AB minus marginal-matched (AA+BB)/2,mode_entropy,55,16,0.0387153869459,0.0498937396151,0.0016907707379,0.092433254557
manual,T,AB minus marginal-matched (AA+BB)/2,total_clusters,51,15,0.0331880746342,0.0364651394247,0.0126338671056,0.0564228532133
manual,T,AB minus marginal-matched (AA+BB)/2,supported_clusters,51,15,-0.0331880746342,-0.0364651394247,-0.0564228532133,-0.0126338671056
manual,T,AB minus marginal-matched (AA+BB)/2,singleton_share,51,15,0.0331880746342,0.0364651394247,0.0126338671056,0.0564228532133
manual,T,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,51,15,0.0318095049468,0.0209804571598,0.00976149364075,0.0532050414573
manual,T,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,51,15,0.00719171215495,0.00797594103961,0.00132008533478,0.0131011236393
manual,T,AB minus marginal-matched (AA+BB)/2,mode_entropy,51,15,0.0331880746342,0.0364651394247,0.0126338671056,0.0564228532133
manual,TB,AB minus marginal-matched (AA+BB)/2,total_clusters,49,15,0.0237965832354,0.0156296807249,-0.000430095162454,0.0404328413941
manual,TB,AB minus marginal-matched (AA+BB)/2,supported_clusters,49,15,-0.0237965832354,-0.0156296807249,-0.0404328413941,0.000430095162454
manual,TB,AB minus marginal-matched (AA+BB)/2,singleton_share,49,15,0.0237965832354,0.0156296807249,-0.000430095162454,0.0404328413941
manual,TB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,49,15,0.0228614598877,0.0178426291522,0.00439460816039,0.0398921343207
manual,TB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,49,15,0.00432215581632,0.0030778150421,-0.00929184201161,0.0142659652189
manual,TB,AB minus marginal-matched (AA+BB)/2,mode_entropy,49,15,0.0237965832354,0.0156296807249,-0.000430095162454,0.0404328413941
manual,TS,AB minus marginal-matched (AA+BB)/2,total_clusters,50,15,-0.00125093980094,-0.0170230982915,-0.0472213055011,0.0286958591444
manual,TS,AB minus marginal-matched (AA+BB)/2,supported_clusters,50,15,0.00125093980094,0.0170230982915,-0.0286958591444,0.0472213055011
manual,TS,AB minus marginal-matched (AA+BB)/2,singleton_share,50,15,-0.00125093980094,-0.0170230982915,-0.0472213055011,0.0286958591444
manual,TS,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,50,15,0.0127344155844,-0.000991300226149,-0.0215450480041,0.039697964694
manual,TS,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,50,15,-0.000645841195841,-0.00737571679163,-0.0161476846741,0.00901181085779
manual,TS,AB minus marginal-matched (AA+BB)/2,mode_entropy,50,15,-0.00125093980094,-0.0170230982915,-0.0472213055011,0.0286958591444
manual,TSB,AB minus marginal-matched (AA+BB)/2,total_clusters,50,16,0.0253691387977,0.0221755272258,0.00451154770483,0.0395051004838
manual,TSB,AB minus marginal-matched (AA+BB)/2,supported_clusters,50,16,-0.0253691387977,-0.0221755272258,-0.0395051004838,-0.00451154770483
manual,TSB,AB minus marginal-matched (AA+BB)/2,singleton_share,50,16,0.0253691387977,0.0221755272258,0.00451154770483,0.0395051004838
manual,TSB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,50,16,0.0193038802467,0.0056142149641,-0.00319118073285,0.0386463336416
manual,TSB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,50,16,0.00627459326388,0.00347618950577,-0.00656196939941,0.0151502874152
manual,TSB,AB minus marginal-matched (AA+BB)/2,mode_entropy,50,16,0.0253691387977,0.0221755272258,0.00451154770483,0.0395051004838
manual,quality_time_edit,AB minus marginal-matched (AA+BB)/2,total_clusters,48,15,0.0452752331993,0.0495930702161,0.0205894731928,0.0668613107542
manual,quality_time_edit,AB minus marginal-matched (AA+BB)/2,supported_clusters,48,15,-0.0452752331993,-0.0495930702161,-0.0668613107542,-0.0205894731928
manual,quality_time_edit,AB minus marginal-matched (AA+BB)/2,singleton_share,48,15,0.0452752331993,0.0495930702161,0.0205894731928,0.0668613107542
manual,quality_time_edit,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,48,15,0.0238800989024,0.0259290458219,0.00945475321508,0.0375225578675
manual,quality_time_edit,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,48,15,0.0143435228517,0.0180554539523,0.00781202106425,0.0224393431886
manual,quality_time_edit,AB minus marginal-matched (AA+BB)/2,mode_entropy,48,15,0.0452752331993,0.0495930702161,0.0205894731928,0.0668613107542
semi,B,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0523696052495,0.059760620915,0.00416740253794,0.122708108885
semi,B,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0523696052495,-0.059760620915,-0.122708108885,-0.00416740253794
semi,B,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0523696052495,0.059760620915,0.00416740253794,0.122708108885
semi,B,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.00905114538693,0.00941457480428,-0.00228906198839,0.0187371129007
semi,B,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.0190259846816,0.0260786288875,0.000275398620987,0.0502261290588
semi,B,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0523696052495,0.059760620915,0.00416740253794,0.122708108885
semi,Q,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.042565243852,0.0532221675383,-0.00372031412084,0.103484402883
semi,Q,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.042565243852,-0.0532221675383,-0.103484402883,0.00372031412084
semi,Q,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.042565243852,0.0532221675383,-0.00372031412084,0.103484402883
semi,Q,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0119075777164,0.0120242159801,0.00300877650011,0.0204074556396
semi,Q,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.0153945478088,0.0228913729245,0.00062246810146,0.042092927393
semi,Q,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.042565243852,0.0532221675383,-0.00372031412084,0.103484402883
semi,QB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0582158967576,0.0702839456295,0.011771025237,0.129410310635
semi,QB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0582158967576,-0.0702839456295,-0.129410310635,-0.011771025237
semi,QB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0582158967576,0.0702839456295,0.011771025237,0.129410310635
semi,QB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.00909431436392,0.00949227896287,-0.00281729375778,0.019115460928
semi,QB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.01911602604,0.0262407033326,0.000966966445066,0.0502655137163
semi,QB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0582158967576,0.0702839456295,0.011771025237,0.129410310635
semi,QS,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0482618937889,0.0541314461682,0.0012103247379,0.113711894817
semi,QS,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0482618937889,-0.0541314461682,-0.113711894817,-0.0012103247379
semi,QS,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0482618937889,0.0541314461682,0.0012103247379,0.113711894817
semi,QS,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.00770804404383,0.0069969923867,-0.00412141312187,0.0172703970137
semi,QS,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.0186792861732,0.0262633951016,0.00142934307136,0.0485697787395
semi,QS,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0482618937889,0.0541314461682,0.0012103247379,0.113711894817
semi,QSB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0628243284493,0.0672376373626,0.00301991260551,0.15045480908
semi,QSB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0628243284493,-0.0672376373626,-0.15045480908,-0.00301991260551
semi,QSB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0628243284493,0.0672376373626,0.00301991260551,0.15045480908
semi,QSB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0115524521775,0.010456959707,0.00298924858405,0.0193620070069
semi,QSB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.025758038258,0.032634271978,0.00152924224213,0.0682336695423
semi,QSB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0628243284493,0.0672376373626,0.00301991260551,0.15045480908
semi,QT,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0171480225878,0.00661464307298,-0.0223245450771,0.0415581672408
semi,QT,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0171480225878,-0.00661464307298,-0.0415581672408,0.0223245450771
semi,QT,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0171480225878,0.00661464307298,-0.0223245450771,0.0415581672408
semi,QT,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0193500643732,0.0135584770168,-0.00465767716264,0.0342532737187
semi,QT,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,-0.00394814804537,-0.00871294446294,-0.021277775255,0.00889236926046
semi,QT,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0171480225878,0.00661464307298,-0.0223245450771,0.0415581672408
semi,QTB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0404031154031,0.017124958375,-0.0181873895335,0.0987233996163
semi,QTB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0404031154031,-0.017124958375,-0.0987233996163,0.0181873895335
semi,QTB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0404031154031,0.017124958375,-0.0181873895335,0.0987233996163
semi,QTB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.017957042957,0.012624042624,-0.00640801658659,0.0336847527473
semi,QTB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00881549006549,0.0029942973693,-0.0177275923481,0.0374967948718
semi,QTB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0404031154031,0.017124958375,-0.0181873895335,0.0987233996163
semi,QTS,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0147124480458,0.00466075591076,-0.0157198677391,0.0306128246753
semi,QTS,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0147124480458,-0.00466075591076,-0.0306128246753,0.0157198677391
semi,QTS,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0147124480458,0.00466075591076,-0.0157198677391,0.0306128246753
semi,QTS,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.00865708365708,0.00902339327339,-0.0126187708285,0.0306978521994
semi,QTS,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00075649658983,-0.00233628871129,-0.0154665876039,0.0137321278259
semi,QTS,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0147124480458,0.00466075591076,-0.0157198677391,0.0306128246753
semi,QTSB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0440186356853,0.0236328948829,-0.0108000749251,0.100282035673
semi,QTSB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0440186356853,-0.0236328948829,-0.100282035673,0.0108000749251
semi,QTSB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0440186356853,0.0236328948829,-0.0108000749251,0.100282035673
semi,QTSB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.017957042957,0.012624042624,-0.00640801658659,0.0336847527473
semi,QTSB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00881549006549,0.0029942973693,-0.0177275923481,0.0374967948718
semi,QTSB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0440186356853,0.0236328948829,-0.0108000749251,0.100282035673
semi,S,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.00414674303712,0.0113381573863,-0.00987448632769,0.0294390882011
semi,S,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.00414674303712,-0.0113381573863,-0.0294390882011,0.00987448632769
semi,S,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.00414674303712,0.0113381573863,-0.00987448632769,0.0294390882011
semi,S,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,-0.00997225673251,-0.0108474273795,-0.020473763752,0.00104219157068
semi,S,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00368065106479,0.0103165392614,-0.00425057835745,0.0233571148103
semi,S,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.00414674303712,0.0113381573863,-0.00987448632769,0.0294390882011
semi,SB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0643925518926,0.0700604395604,0.00575597647966,0.151276494773
semi,SB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0643925518926,-0.0700604395604,-0.151276494773,-0.00575597647966
semi,SB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0643925518926,0.0700604395604,0.00575597647966,0.151276494773
semi,SB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0112217643468,0.00986172161172,0.00255913357476,0.0188548523323
semi,SB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.0242258513092,0.0298763354701,0.000243642992122,0.066068714782
semi,SB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0643925518926,0.0700604395604,0.00575597647966,0.151276494773
semi,T,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0269620811287,0.0361040764791,0.00673788050574,0.0629202196613
semi,T,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0269620811287,-0.0361040764791,-0.0629202196613,-0.00673788050574
semi,T,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0269620811287,0.0361040764791,0.00673788050574,0.0629202196613
semi,T,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0292989417989,0.0437047258297,0.00228715728716,0.0776313195733
semi,T,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00987253487253,0.0114111652237,0.0036773989899,0.0189889702725
semi,T,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0269620811287,0.0361040764791,0.00673788050574,0.0629202196613
semi,TB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0457887405804,0.048979978355,0.0228357950446,0.0787081238351
semi,TB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0457887405804,-0.048979978355,-0.0787081238351,-0.0228357950446
semi,TB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0457887405804,0.048979978355,0.0228357950446,0.0787081238351
semi,TB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0388032106782,0.0492328643579,0.0107451899952,0.0838305300024
semi,TB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00918159772326,0.0111901154401,0.000155989520314,0.0202367376775
semi,TB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0457887405804,0.048979978355,0.0228357950446,0.0787081238351
semi,TS,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0308229172234,0.0324956133758,0.00870146778364,0.0615548206937
semi,TS,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0308229172234,-0.0324956133758,-0.0615548206937,-0.00870146778364
semi,TS,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0308229172234,0.0324956133758,0.00870146778364,0.0615548206937
semi,TS,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0209163114834,0.028181760562,-0.000551934273288,0.0515492432593
semi,TS,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.0166234796154,0.0167065007716,0.00431126454302,0.0353601962671
semi,TS,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0308229172234,0.0324956133758,0.00870146778364,0.0615548206937
semi,TSB,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0170573125434,0.00259199134199,-0.0175601851852,0.0371969077626
semi,TSB,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0170573125434,-0.00259199134199,-0.0371969077626,0.0175601851852
semi,TSB,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0170573125434,0.00259199134199,-0.0175601851852,0.0371969077626
semi,TSB,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.0175910894661,0.0165710678211,0.00352507215007,0.029205404384
semi,TSB,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,-0.00030613676447,-0.00474311568062,-0.0169519216637,0.0120294442704
semi,TSB,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0170573125434,0.00259199134199,-0.0175601851852,0.0371969077626
semi,quality_time_edit,AB minus marginal-matched (AA+BB)/2,total_clusters,18,10,0.0404031154031,0.017124958375,-0.0181873895335,0.0987233996163
semi,quality_time_edit,AB minus marginal-matched (AA+BB)/2,supported_clusters,18,10,-0.0404031154031,-0.017124958375,-0.0987233996163,0.0181873895335
semi,quality_time_edit,AB minus marginal-matched (AA+BB)/2,singleton_share,18,10,0.0404031154031,0.017124958375,-0.0181873895335,0.0987233996163
semi,quality_time_edit,AB minus marginal-matched (AA+BB)/2,point_count_disagreement,18,10,0.017957042957,0.012624042624,-0.00640801658659,0.0336847527473
semi,quality_time_edit,AB minus marginal-matched (AA+BB)/2,heldout_geometry_coverage,18,10,0.00881549006549,0.0029942973693,-0.0177275923481,0.0374967948718
semi,quality_time_edit,AB minus marginal-matched (AA+BB)/2,mode_entropy,18,10,0.0404031154031,0.017124958375,-0.0181873895335,0.0987233996163
