condition,family,requested_groups,n_people,signature,total_clusters,supported_clusters,singleton_share,point_count_disagreement,heldout_geometry_coverage,mode_entropy
manual,QSB,4,4,AAAA,1.98159509202,0.950920245399,0.257668711656,0.257668711656,0.665644171779,0.733700805128
manual,QSB,4,4,AAAB,2.12716763006,0.898843930636,0.307080924855,0.319123314066,0.679913294798,0.833015326837
manual,QSB,4,4,AABB,2.31578947368,0.866873065015,0.362229102167,0.355005159959,0.670278637771,0.965322735964
manual,QSB,4,4,AABC,2.41865284974,0.814507772021,0.40103626943,0.390328151986,0.651295336788,1.02866569291
manual,QSB,4,4,ABCD,2.34693877551,0.816326530612,0.382653061224,0.37925170068,0.658163265306,0.979292601908
manual,QT,2,2,AA,1.48713309208,0.512866907921,0.487133092079,0.339766787294,0.581624447125,0.487133092079
manual,QT,2,2,AB,1.50708409506,0.492915904936,0.507084095064,0.36768738574,0.581467093236,0.507084095064
manual,QT,2,3,AAA,1.92085235921,0.700152207002,0.406900050736,0.339928970066,0.60502283105,0.770164434745
manual,QT,2,3,AAB,1.95912614517,0.671599718111,0.429175475687,0.371623208833,0.640239605356,0.798126453943
manual,QT,2,4,AAAA,2.33633633634,0.813813813814,0.380630630631,0.36036036036,0.641141141141,0.967298864387
manual,QT,2,4,AAAB,2.28956228956,0.860830527497,0.357182940516,0.354844743734,0.67620650954,0.944552444477
manual,QT,2,4,AABB,2.32432432432,0.839427662957,0.371224165342,0.369104398516,0.641494435612,0.964401053159
manual,QT,4,2,AA,1.49556155924,0.504438440756,0.495561559244,0.365495947511,0.562138170591,0.495561559244
manual,QT,4,2,AB,1.49681905607,0.503180943927,0.496819056073,0.347980470484,0.588992454505,0.496819056073
manual,QT,4,3,AAA,1.97395833333,0.6875,0.428819444444,0.399305555556,0.6171875,0.815747765234
manual,QT,4,3,AAB,1.95285359801,0.681555004136,0.42376619796,0.367521367521,0.618693134822,0.794871440353
manual,QT,4,3,ABC,1.92888888889,0.677037037037,0.417283950617,0.34024691358,0.651111111111,0.771727895499
manual,QT,4,4,AAAA,2.2962962963,0.87037037037,0.356481481481,0.395061728395,0.648148148148,0.952297395723
manual,QT,4,4,AAAB,2.39667458432,0.840855106888,0.388954869359,0.400237529691,0.650831353919,1.02009178285
manual,QT,4,4,AABB,2.23897058824,0.856617647059,0.345588235294,0.348039215686,0.670955882353,0.903745565166
manual,QT,4,4,AABC,2.30381050463,0.83728115345,0.366632337796,0.348609680742,0.659629248198,0.949168737021
manual,QT,4,4,ABCD,2.22962962963,0.881481481481,0.337037037037,0.335802469136,0.648148148148,0.903486481385
manual,QTB,2,2,AA,1.47376884422,0.526231155779,0.473768844221,0.337085427136,0.578894472362,0.473768844221
manual,QTB,2,2,AB,1.52228571429,0.477714285714,0.522285714286,0.370742857143,0.584571428571,0.522285714286
manual,QTB,2,3,AAA,1.93929173693,0.694772344013,0.414839797639,0.35413153457,0.612984822934,0.785743508046
manual,QTB,2,3,AAB,1.95010114633,0.674983142279,0.425039334682,0.364576309283,0.635536075523,0.790690203305
manual,QTB,2,4,AAAA,2.128125,0.878125,0.3125,0.316145833333,0.6265625,0.829412578003
manual,QTB,2,4,AAAB,2.34716157205,0.835152838428,0.378002183406,0.377911208151,0.660480349345,0.980598863846
manual,QTB,2,4,AABB,2.34846029173,0.842787682334,0.37641815235,0.358184764992,0.670988654781,0.983264875306
manual,QTB,4,2,AA,1.47831230284,0.521687697161,0.478312302839,0.348974763407,0.570386435331,0.478312302839
manual,QTB,4,2,AB,1.5032286469,0.496771353097,0.503228646903,0.354270619313,0.585705899618,0.503228646903
manual,QTB,4,3,AAA,1.9477124183,0.712418300654,0.411764705882,0.37908496732,0.617647058824,0.797916422045
manual,QTB,4,3,AAB,1.94239036973,0.686156491831,0.418744625967,0.364860991688,0.627687016337,0.786420969929
manual,QTB,4,3,ABC,1.95394736842,0.665789473684,0.429385964912,0.353070175439,0.633552631579,0.791908777859
manual,QTB,4,4,AAAA,2.29411764706,0.901960784314,0.348039215686,0.37908496732,0.56862745098,0.96169834545
manual,QTB,4,4,AAAB,2.29007633588,0.82951653944,0.365139949109,0.373621713316,0.678117048346,0.937410305233
manual,QTB,4,4,AABB,2.25649350649,0.86038961039,0.349025974026,0.333874458874,0.63961038961,0.919802739339
manual,QTB,4,4,AABC,2.32848232848,0.844074844075,0.371101871102,0.359667359667,0.656444906445,0.968718821366
manual,QTB,4,4,ABCD,2.35971223022,0.841726618705,0.379496402878,0.383693045564,0.687050359712,0.990355373112
manual,QTS,2,2,AA,1.47632423756,0.52367576244,0.47632423756,0.335874799358,0.580457463884,0.47632423756
manual,QTS,2,2,AB,1.51946862116,0.480531378836,0.519468621164,0.372194228126,0.582798900596,0.519468621164
manual,QTS,2,3,AAA,1.9043062201,0.716108452951,0.396065922382,0.34875066454,0.612440191388,0.758985241011
manual,QTS,2,3,AAB,1.96549344375,0.665286404417,0.433402346446,0.367149758454,0.63630089717,0.802384903837
manual,QTS,2,4,AAAA,2.26506024096,0.83734939759,0.356927710843,0.35843373494,0.634036144578,0.921052616603
manual,QTS,2,4,AAAB,2.30601092896,0.852459016393,0.363387978142,0.354462659381,0.668852459016,0.95400795755
manual,QTS,2,4,AABB,2.3399339934,0.838283828383,0.375412541254,0.371287128713,0.655115511551,0.976251258147
manual,QTS,4,2,AA,1.48290273556,0.517097264438,0.482902735562,0.346504559271,0.571048632219,0.482902735562
manual,QTS,4,2,AB,1.50178624591,0.498213754093,0.501786245907,0.355314081572,0.5856653766,0.501786245907
manual,QTS,4,3,AAA,1.94117647059,0.711764705882,0.409803921569,0.386274509804,0.594117647059,0.791750024981
manual,QTS,4,3,AAB,1.95691056911,0.684552845528,0.424119241192,0.359891598916,0.628861788618,0.799351284338
manual,QTS,4,3,ABC,1.93047337278,0.665680473373,0.421597633136,0.358481262327,0.638313609467,0.770325277797
manual,QTS,4,4,AAAA,2.34693877551,0.857142857143,0.372448979592,0.421768707483,0.69387755102,0.988246109572
manual,QTS,4,4,AAAB,2.36585365854,0.844789356984,0.380266075388,0.379157427938,0.634146341463,0.99754429036
manual,QTS,4,4,AABB,2.27450980392,0.870588235294,0.350980392157,0.355555555556,0.66862745098,0.935544730286
manual,QTS,4,4,AABC,2.31009365245,0.83558792924,0.368626430801,0.358827610128,0.660249739854,0.952753619177
manual,QTS,4,4,ABCD,2.17518248175,0.861313868613,0.328467153285,0.300486618005,0.689781021898,0.860133895867
manual,QTSB,2,2,AA,1.476570935,0.523429064997,0.476570935003,0.331893759447,0.578924638307,0.476570935003
manual,QTSB,2,2,AB,1.51599915236,0.484000847637,0.515999152363,0.373384191566,0.584127993219,0.515999152363
manual,QTSB,2,3,AAA,1.93304535637,0.691144708423,0.413966882649,0.341972642189,0.629589632829,0.779094663877
manual,QTSB,2,3,AAB,1.95102293862,0.677619342839,0.424467865261,0.367224633189,0.628952262864,0.792200026285
manual,QTSB,2,4,AAAA,2.25110132159,0.863436123348,0.346916299559,0.334067547724,0.629955947137,0.919032144693
manual,QTSB,2,4,AAAB,2.32934782609,0.841304347826,0.372010869565,0.36865942029,0.65652173913,0.969659188071
manual,QTSB,2,4,AABB,2.30311614731,0.844192634561,0.364730878187,0.358829084042,0.669263456091,0.948453629515
manual,QTSB,4,2,AA,1.45634136705,0.543658632951,0.456341367049,0.321612011063,0.574871592256,0.456341367049
manual,QTSB,4,2,AB,1.51136530283,0.48863469717,0.51136530283,0.364422935914,0.58402991641,0.51136530283
manual,QTSB,4,3,AAA,1.76870748299,0.761904761905,0.335600907029,0.24716553288,0.649659863946,0.645989172718
manual,QTSB,4,3,AAB,1.94210090984,0.694789081886,0.415770609319,0.374689826303,0.634408602151,0.788327371565
manual,QTSB,4,3,ABC,1.99166666667,0.640277777778,0.450462962963,0.362962962963,0.615972222222,0.820126765502
manual,QTSB,4,4,AAAA,2.17142857143,0.857142857143,0.328571428571,0.37619047619,0.528571428571,0.853361964193
manual,QTSB,4,4,AAAB,2.26378896882,0.887290167866,0.34412470024,0.353717026379,0.659472422062,0.932889763073
manual,QTSB,4,4,AABB,2.23676012461,0.869158878505,0.341900311526,0.328660436137,0.693146417445,0.906122770539
manual,QTSB,4,4,AABC,2.36613756614,0.822222222222,0.385978835979,0.37671957672,0.646031746032,0.991895598441
manual,QTSB,4,4,ABCD,2.26666666667,0.814814814815,0.362962962963,0.341975308642,0.688888888889,0.912781944364
manual,S,2,2,AA,1.49272498653,0.507275013472,0.492724986528,0.349021016706,0.582450152685,0.492724986528
manual,S,2,2,AB,1.49100257069,0.508997429306,0.491002570694,0.347472150814,0.589867180805,0.491002570694
manual,S,2,3,AAA,1.9354005168,0.692506459948,0.414298018949,0.373815676141,0.636950904393,0.781600054286
manual,S,2,3,AAB,1.940625,0.68375,0.418958333333,0.347708333333,0.6315625,0.784194294721
manual,S,2,4,AAAA,2.27716186253,0.869179600887,0.35199556541,0.380635624538,0.648558758315,0.938345849385
manual,S,2,4,AAAB,2.31711880262,0.845650140318,0.367867165575,0.361241035235,0.659962581852,0.96054423809
manual,S,2,4,AABB,2.22330097087,0.869625520111,0.338418862691,0.323855755895,0.680305131761,0.896610792199
manual,S,4,2,AA,1.47844565877,0.521554341226,0.478445658774,0.323922282939,0.588038858531,0.478445658774
manual,S,4,2,AB,1.49834317822,0.501656821784,0.498343178216,0.359890505691,0.584786053883,0.498343178216
manual,S,4,3,AAA,1.88235294118,0.735294117647,0.382352941176,0.322303921569,0.648897058824,0.743653309269
manual,S,4,3,AAB,1.94808565866,0.676833225178,0.423750811162,0.355613238157,0.627190136275,0.789304924201
manual,S,4,3,ABC,1.94117647059,0.689839572193,0.417112299465,0.374331550802,0.642602495544,0.786233021845
manual,S,4,4,AAAA,2.13095238095,0.857142857143,0.318452380952,0.289682539683,0.720238095238,0.824901525188
manual,S,4,4,AAAB,2.25755395683,0.860431654676,0.34928057554,0.346043165468,0.671223021583,0.919823646481
manual,S,4,4,AABB,2.22117647059,0.903529411765,0.329411764706,0.325098039216,0.670588235294,0.904452882241
manual,S,4,4,AABC,2.33085896076,0.832449628844,0.37460233298,0.374690703429,0.653764581124,0.967758460264
manual,S,4,4,ABCD,2.3085106383,0.893617021277,0.353723404255,0.372340425532,0.63829787234,0.967173237923
manual,SB,2,2,AA,1.45921620101,0.540783798987,0.459216201013,0.323270204388,0.587474217139,0.459216201013
manual,SB,2,2,AB,1.52753977968,0.472460220318,0.527539779682,0.375560995512,0.584047327621,0.527539779682
manual,SB,2,3,AAA,1.84568835098,0.732223903177,0.371154815935,0.312657589511,0.631618759455,0.709211813326
manual,SB,2,3,AAB,1.97489784005,0.669001751313,0.435298696244,0.373029772329,0.633975481611,0.81195581142
manual,SB,2,4,AAAA,2.02325581395,0.941860465116,0.270348837209,0.28246124031,0.639534883721,0.764307558039
manual,SB,2,4,AAAB,2.3023465704,0.846570397112,0.363944043321,0.368682310469,0.662454873646,0.949850696537
manual,SB,2,4,AABB,2.35741444867,0.837769328264,0.379911280101,0.362061681453,0.677439797212,0.990007323242
manual,SB,4,2,AA,1.43468045113,0.565319548872,0.434680451128,0.305686090226,0.597509398496,0.434680451128
manual,SB,4,2,AB,1.53269777555,0.467302224452,0.532697775548,0.378658638568,0.577521324636,0.532697775548
manual,SB,4,3,AAA,1.81378026071,0.739292364991,0.358162631906,0.307262569832,0.631284916201,0.681689378115
manual,SB,4,3,AAB,1.94701492537,0.686567164179,0.420149253731,0.361194029851,0.630223880597,0.790771017248
manual,SB,4,3,ABC,2.0523138833,0.629778672032,0.474178403756,0.395707578806,0.643863179074,0.873176970646
manual,SB,4,4,AAAA,1.96928327645,0.945392491468,0.255972696246,0.265073947668,0.653583617747,0.724185878744
manual,SB,4,4,AAAB,2.25736961451,0.852607709751,0.35119047619,0.348072562358,0.666666666667,0.917364827707
manual,SB,4,4,AABB,2.37751004016,0.887550200803,0.372489959839,0.382195448461,0.642570281124,1.01757102148
manual,SB,4,4,AABC,2.35349462366,0.837365591398,0.379032258065,0.368951612903,0.672715053763,0.987475730732
manual,SB,4,4,ABCD,2.68493150685,0.684931506849,0.5,0.506849315068,0.664383561644,1.19332577047
manual,T,2,2,AA,1.49015748031,0.509842519685,0.490157480315,0.350174978128,0.57206911636,0.490157480315
manual,T,2,2,AB,1.50251151109,0.497488488907,0.502511511093,0.35537881959,0.590623691921,0.502511511093
manual,T,2,3,AAA,1.93495934959,0.69512195122,0.413279132791,0.359078590786,0.62093495935,0.781853066173
manual,T,2,3,AAB,1.95075757576,0.676136363636,0.424873737374,0.362373737374,0.631628787879,0.791583183849
manual,T,2,4,AAAA,2.41584158416,0.806930693069,0.402227722772,0.366336633663,0.626237623762,1.02665821461
manual,T,2,4,AAAB,2.31664853101,0.841131664853,0.36887921654,0.368516503446,0.645810663765,0.958571334235
manual,T,2,4,AABB,2.2718579235,0.860655737705,0.352800546448,0.34927140255,0.68237704918,0.931698083051
manual,T,4,2,AA,1.48232774009,0.517672259907,0.482327740093,0.346661906462,0.571760085684,0.482327740093
manual,T,4,2,AB,1.50251946862,0.497480531379,0.502519468621,0.355474118186,0.585738280654,0.502519468621
manual,T,4,3,AAA,1.91089108911,0.737623762376,0.391089108911,0.372937293729,0.596534653465,0.77044597819
manual,T,4,3,AAB,1.95265306122,0.678367346939,0.424761904762,0.364081632653,0.623673469388,0.793885180727
manual,T,4,3,ABC,1.94761171032,0.66718027735,0.426810477658,0.353364149974,0.649460708783,0.786440736191
manual,T,4,4,AAAA,2.57142857143,0.734693877551,0.459183673469,0.431972789116,0.561224489796,1.12975293352
manual,T,4,4,AAAB,2.375,0.857421875,0.37939453125,0.385416666667,0.623046875,1.00697543325
manual,T,4,4,AABB,2.31168831169,0.840909090909,0.367694805195,0.376082251082,0.667207792208,0.957721398012
manual,T,4,4,AABC,2.26297577855,0.847750865052,0.353806228374,0.338908112265,0.685697808535,0.919983336842
manual,T,4,4,ABCD,2.25641025641,0.82905982906,0.356837606838,0.343304843305,0.623931623932,0.91266626591
manual,TB,2,2,AA,1.47562893082,0.524371069182,0.475628930818,0.334316037736,0.580188679245,0.475628930818
manual,TB,2,2,AB,1.52135147818,0.478648521821,0.521351478179,0.374941342093,0.583176912248,0.521351478179
manual,TB,2,3,AAA,1.88431061807,0.717908082409,0.388800845219,0.336502905441,0.613312202853,0.74107620223
manual,TB,2,3,AAB,1.97439446367,0.664359861592,0.436678200692,0.372549019608,0.63598615917,0.810325528142
manual,TB,2,4,AAAA,2.15954415954,0.868945868946,0.32264957265,0.310541310541,0.621082621083,0.849289877027
manual,TB,2,4,AAAB,2.33725910064,0.841541755889,0.373929336188,0.369557458958,0.663811563169,0.974811211756
manual,TB,2,4,AABB,2.3573943662,0.836267605634,0.380281690141,0.37705399061,0.671654929577,0.988979918469
manual,TB,4,2,AA,1.47826086957,0.521739130435,0.478260869565,0.345268542199,0.564151747656,0.478260869565
manual,TB,4,2,AB,1.50256996002,0.497430039977,0.502569960023,0.355368360937,0.587378640777,0.502569960023
manual,TB,4,3,AAA,1.9,0.716666666667,0.394444444444,0.347222222222,0.65,0.755171319889
manual,TB,4,3,AAB,1.92334801762,0.694273127753,0.409691629956,0.356828193833,0.625110132159,0.770976839652
manual,TB,4,3,ABC,1.98660170524,0.656516443362,0.443361753959,0.370280146163,0.631546894032,0.819561754422
manual,TB,4,4,AAAA,2.25806451613,0.935483870968,0.33064516129,0.370967741935,0.483870967742,0.941256350684
manual,TB,4,4,AAAB,2.32658959538,0.843930635838,0.370664739884,0.373795761079,0.64450867052,0.969207685938
manual,TB,4,4,AABB,2.27099236641,0.858778625954,0.353053435115,0.357506361323,0.650763358779,0.931036545686
manual,TB,4,4,AABC,2.32531280077,0.826756496631,0.374639076035,0.358999037536,0.666987487969,0.961702607578
manual,TB,4,4,ABCD,2.25142857143,0.92,0.332857142857,0.347619047619,0.674285714286,0.929426410618
manual,TS,2,2,AA,1.48927875244,0.510721247563,0.489278752437,0.346545375785,0.573965778644,0.489278752437
manual,TS,2,2,AB,1.503486161,0.496513839003,0.503486160997,0.358968941475,0.588949926051,0.503486160997
manual,TS,2,3,AAA,1.90625,0.70703125,0.399739583333,0.338541666667,0.6337890625,0.758486116979
manual,TS,2,3,AAB,1.96035805627,0.67199488491,0.429454390452,0.369138959932,0.627557544757,0.799357148261
manual,TS,2,4,AAAA,2.34112149533,0.817757009346,0.380841121495,0.3753894081,0.63785046729,0.973452307127
manual,TS,2,4,AAAB,2.32635060639,0.850055126792,0.369073869901,0.369900771775,0.649944873208,0.968694600919
manual,TS,2,4,AABB,2.28005464481,0.846994535519,0.358265027322,0.344945355191,0.674180327869,0.93359319064
manual,TS,4,2,AA,1.47179665738,0.528203342618,0.471796657382,0.327298050139,0.583913649025,0.471796657382
manual,TS,4,2,AB,1.50740969435,0.49259030565,0.50740969435,0.364155603581,0.580503241741,0.50740969435
manual,TS,4,3,AAA,1.79452054795,0.739726027397,0.351598173516,0.290715372907,0.639269406393,0.66411238623
manual,TS,4,3,AAB,1.95688991532,0.682063125481,0.424942263279,0.362843212728,0.631254811393,0.79870583187
manual,TS,4,3,ABC,1.98387096774,0.654121863799,0.443249701314,0.386499402628,0.620071684588,0.816451583495
manual,TS,4,4,AAAA,2.51428571429,0.757142857143,0.439285714286,0.411904761905,0.6,1.08638022311
manual,TS,4,4,AAAB,2.34343434343,0.820202020202,0.380808080808,0.36531986532,0.639393939394,0.975005681709
manual,TS,4,4,AABB,2.24725274725,0.868131868132,0.34478021978,0.331501831502,0.673076923077,0.915603554142
manual,TS,4,4,AABC,2.30455635492,0.860911270983,0.360911270983,0.365707434053,0.664268585132,0.954813279278
manual,TS,4,4,ABCD,2.26666666667,0.811111111111,0.363888888889,0.366666666667,0.688888888889,0.911629062422
manual,TSB,2,2,AA,1.47202093398,0.527979066023,0.472020933977,0.333534621578,0.578603059581,0.472020933977
manual,TSB,2,2,AB,1.52418986764,0.47581013236,0.52418986764,0.374714742127,0.58489274304,0.52418986764
manual,TSB,2,3,AAA,1.87628865979,0.718213058419,0.386025200458,0.328178694158,0.610824742268,0.733786412227
manual,TSB,2,3,AAB,1.97456492637,0.665997322624,0.436189201249,0.374609549308,0.636211512718,0.81089409629
manual,TSB,2,4,AAAA,2.10526315789,0.897832817337,0.301857585139,0.30701754386,0.636222910217,0.815167937203
manual,TSB,2,4,AAAB,2.35027624309,0.843093922652,0.37679558011,0.375506445672,0.659116022099,0.985126892162
manual,TSB,2,4,AABB,2.3568,0.8208,0.384,0.366933333333,0.668,0.984761489894
manual,TSB,4,2,AA,1.43079200592,0.569207994078,0.430792005922,0.30310880829,0.583641746854,0.430792005922
manual,TSB,4,2,AB,1.52316486161,0.476835138387,0.523164861613,0.373044524669,0.580700962696,0.523164861613
