condition,family,requested_groups,n_people,signature,total_clusters,supported_clusters,singleton_share,point_count_disagreement,heldout_geometry_coverage,mode_entropy
semi,TS,2,4,AAAB,1.69285714286,1.03571428571,0.164285714286,0.208333333333,0.771428571429,0.549581071243
semi,TS,2,4,AABB,1.62790697674,1.01550387597,0.153100775194,0.178294573643,0.802325581395,0.491432049272
semi,TS,4,2,AA,1.28771929825,0.712280701754,0.287719298246,0.210526315789,0.686842105263,0.287719298246
semi,TS,4,2,AB,1.325446898,0.674553101998,0.325446898002,0.209253417455,0.728443743428,0.325446898002
semi,TS,4,3,AAA,1.36,0.96,0.133333333333,0.226666666667,0.76,0.320521333564
semi,TS,4,3,AAB,1.51196172249,0.937799043062,0.191387559809,0.199362041467,0.739234449761,0.454480741951
semi,TS,4,3,ABC,1.63291139241,0.911392405063,0.240506329114,0.240506329114,0.784810126582,0.558903639633
semi,TS,4,4,AAAA,1.66666666667,1,0.166666666667,0.333333333333,1,0.540852082973
semi,TS,4,4,AAAB,1.52777777778,1.05555555556,0.118055555556,0.199074074074,0.722222222222,0.428446093585
semi,TS,4,4,AABB,1.775,1,0.19375,0.216666666667,0.7875,0.604229296672
semi,TS,4,4,AABC,1.67741935484,1.03225806452,0.161290322581,0.202508960573,0.793010752688,0.53589616918
semi,TS,4,4,ABCD,1.65517241379,1.06896551724,0.146551724138,0.17816091954,0.793103448276,0.527638038625
semi,TSB,2,2,AA,1.29247478666,0.707525213344,0.292474786656,0.209464701319,0.698991466253,0.292474786656
semi,TSB,2,2,AB,1.34319526627,0.656804733728,0.343195266272,0.209636517329,0.740490278952,0.343195266272
semi,TSB,2,3,AAA,1.53982300885,0.946902654867,0.197640117994,0.215339233038,0.699115044248,0.482356379407
semi,TSB,2,3,AAB,1.55555555556,0.921146953405,0.21146953405,0.218637992832,0.783154121864,0.490322625792
semi,TSB,2,4,AAAA,1.62790697674,1.09302325581,0.133720930233,0.259689922481,0.732558139535,0.521262427087
semi,TSB,2,4,AAAB,1.72463768116,1.02898550725,0.173913043478,0.213768115942,0.786231884058,0.571150679168
semi,TSB,2,4,AABB,1.61946902655,1.01769911504,0.150442477876,0.16814159292,0.805309734513,0.486379645865
semi,TSB,4,2,AA,1.26182237601,0.738177623991,0.261822376009,0.199538638985,0.693771626298,0.261822376009
semi,TSB,4,2,AB,1.34641744548,0.653582554517,0.346417445483,0.214953271028,0.732398753894,0.346417445483
semi,TSB,4,3,AAA,1.39705882353,0.970588235294,0.142156862745,0.161764705882,0.713235294118,0.357216605657
semi,TSB,4,3,AAB,1.54910714286,0.933035714286,0.205357142857,0.224702380952,0.765625,0.487392634276
semi,TSB,4,3,ABC,1.66,0.89,0.256666666667,0.24,0.775,0.578396042063
semi,TSB,4,4,AAAA,1.56,1.08,0.12,0.213333333333,0.72,0.464511249784
semi,TSB,4,4,AAAB,1.63513513514,1.06756756757,0.141891891892,0.216216216216,0.763513513514,0.516429560606
semi,TSB,4,4,AABB,1.62745098039,1.07843137255,0.137254901961,0.228758169935,0.813725490196,0.509420588066
semi,TSB,4,4,AABC,1.70229007634,0.992366412214,0.177480916031,0.181933842239,0.786259541985,0.542116722175
semi,TSB,4,4,ABCD,1.92307692308,1,0.230769230769,0.217948717949,0.923076923077,0.720589903597
semi,quality_time_edit,2,2,AA,1.27092374458,0.729076255425,0.270923744575,0.215127092374,0.710787352759,0.270923744575
semi,quality_time_edit,2,2,AB,1.40279394645,0.597206053551,0.402793946449,0.199068684517,0.733993015134,0.402793946449
semi,quality_time_edit,2,3,AAA,1.40886699507,0.965517241379,0.147783251232,0.20197044335,0.741379310345,0.366783990418
semi,quality_time_edit,2,3,AAB,1.7037037037,0.888888888889,0.271604938272,0.234567901235,0.777777777778,0.618249383143
semi,quality_time_edit,2,4,AAAA,1.53,1.09,0.11,0.216666666667,0.765,0.439608999827
semi,quality_time_edit,2,4,AAAB,1.63829787234,1.01418439716,0.156028368794,0.170212765957,0.776595744681,0.502260948405
semi,quality_time_edit,2,4,AABB,2.01886792453,0.981132075472,0.259433962264,0.264150943396,0.849056603774,0.781401591787
semi,quality_time_edit,4,2,AA,1.26474820144,0.735251798561,0.264748201439,0.205755395683,0.710071942446,0.264748201439
semi,quality_time_edit,4,2,AB,1.33708497468,0.662915025324,0.337084974676,0.211029825549,0.722284749578,0.337084974676
semi,quality_time_edit,4,3,AAA,1.425,0.975,0.15,0.208333333333,0.75,0.383985000288
semi,quality_time_edit,4,3,AAB,1.48847926267,0.940092165899,0.182795698925,0.184331797235,0.744239631336,0.43349391352
semi,quality_time_edit,4,3,ABC,1.68888888889,0.896296296296,0.264197530864,0.274074074074,0.785185185185,0.606508920175
semi,quality_time_edit,4,4,AAAA,1.66666666667,1.06666666667,0.15,0.277777777778,0.766666666667,0.553433541342
semi,quality_time_edit,4,4,AAAB,1.58928571429,1.08928571429,0.125,0.205357142857,0.767857142857,0.48398225429
semi,quality_time_edit,4,4,AABB,1.60606060606,1.0303030303,0.143939393939,0.156565656566,0.80303030303,0.475119602158
semi,quality_time_edit,4,4,AABC,1.71974522293,1.01910828025,0.175159235669,0.213375796178,0.796178343949,0.567223765724
semi,quality_time_edit,4,4,ABCD,1.63636363636,1,0.159090909091,0.161616161616,0.757575757576,0.486557291585
