table,field_name,semantics_document,preserved_upstream_schema
archive/all_condition_support.csv.gz,supports_k20,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,package_id,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,package_scope,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,package_role,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,file_path,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,file_exists,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,file_role,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,format,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,size_bytes,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,row_count,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,field_count,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,fields,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,json_type,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,sheet_names,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,sheet_row_counts,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,declared_status_or_role,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,format_status,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,format_errors,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,key_candidate,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,key_status,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,duplicate_key_count,FIELDS_ZH.md,True
archive/broader_source_catalog.csv.gz,missing_key_value_count,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,stage,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,condition,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,base_task_id,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,building_id,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,k,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,strict_support,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,unique_worker_count,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,evaluable,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,roster_contract,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,replicates,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,shared_initialization_status,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,full_structure_status,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,full_partition_status,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,full_cluster_count,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,full_cluster_worker_memberships_json,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,full_status_recovery_rate,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,partition_recovery_rate,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,supported_multimodal_rate,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,full_second_cluster_support,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,same_second_mode_evaluable,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,same_second_mode_recovery_rate_all_tasks,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,prior_available_k,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,paired_status_changed_from_prior_k_rate,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,paired_status_changed_mcse,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,paired_partition_changed_from_prior_k_rate,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,paired_partition_changed_mcse,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,k_equals_full_support,FIELDS_ZH.md,True
archive/extended73_k_replay.csv.gz,interpretation,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,stage,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,condition,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,support_set,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,k,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,common_support_base_task_ids_json,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,task_count,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,image_count,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,building_count,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,observed_worker_count,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,full_status_recovery_rate_task_equal,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,full_status_recovery_rate_building_equal,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,partition_recovery_rate_task_equal,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,partition_recovery_rate_building_equal,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,full_second_mode_evaluable_task_count,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,same_second_mode_recovery_rate_conditional_mean,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,paired_status_changed_from_prior_k_rate_task_equal,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,paired_status_changed_mcse_for_task_equal_mean,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,shared_initialization_status,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,monte_carlo_note,FIELDS_ZH.md,True
archive/extended73_k_summary.csv.gz,old_eligibility_used,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,task_id,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,threshold,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,valid_k,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,partition_status,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,structure_status,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,cluster_count,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,largest_support,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,second_support,FIELDS_ZH.md,True
archive/historical42_membership_threshold_source.csv.gz,reason,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,task_id,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,base_task_id,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,building_id,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,stage,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,full_valid_support,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,threshold,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,partition_status,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,structure_status,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,cluster_count,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,largest_cluster_support,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,second_cluster_support,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,second_cluster_share,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,top_support_tie,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,second_rank_support_tie,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,second_rank_unique,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,supported_multimodal_at_threshold_count_of_5,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,same_status_at_all_5_thresholds,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,cluster_membership_json,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,second_ranked_mode_member_ids_json,FIELDS_ZH.md,True
archive/historical42_partitions.csv.gz,interpretation,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,analysis_stratum,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,threshold,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,task_count,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,unimodal_count,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,dominant_with_dissent_count,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,supported_multimodal_count,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,not_evaluable_count,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,supported_multimodal_rate,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,not_evaluable_rate,FIELDS_ZH.md,True
archive/historical42_threshold_sensitivity.csv.gz,interpretation,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,stage,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,base_task_id,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,condition,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,n_input_rows,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_status,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_producer,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_materializer,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_rule_schema,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_parameters_json,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_input_artifact,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_input_sha256,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_output_artifact,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,consensus_output_sha256,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,comparison_status,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,comparison_mismatch_fields,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,producer_code_sha256,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,schema_version,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,valid_k,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,partition_status,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,cluster_membership_json,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,ambiguity_candidates_json,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,cluster_count,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_support,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_support,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_medoid_annotation_id,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_medoid_worker_id,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_medoid_geometry_sha256,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,task_crowd_structure_status,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,structure_reason,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,candidate_partitions_json,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,enumeration_truncated,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,maximum_partition_count,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,maximum_search_nodes,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,clique_search_nodes,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,partition_search_nodes,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_share,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_share,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,cluster_margin_all,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,cluster_margin_top2,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_worker_ids,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_worker_ids,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,largest_cluster_medoid_index,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_medoid_annotation_id,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_medoid_worker_id,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_medoid_geometry_sha256,FIELDS_ZH.md,True
archive/legacy213_partitions_and_representatives.csv.gz,second_cluster_medoid_index,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,comparison,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,base_task_id,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,building_id,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,stage,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,condition,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,worker_id,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,other_worker_id,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,left_id,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,right_id,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,d_mask,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,independence_status,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,metric_contract,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,pair_relation,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,other_independence_status,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,other_stage,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,reference_status,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,scope_status,FIELDS_ZH.md,True
archive/legacy_geometry_comparisons.csv.gz,reference_source,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,row_type,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,stage,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,condition,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,canonical_record_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,worker_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,image_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,building_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,hohonet_offline_output_file_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,bilayout_dual_output_file_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,bilayout_dual_evaluable_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,historical_actual_proposal_image_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,historical_actual_proposal_response_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,interpretation,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,matched_base_task_ids_json,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,same_worker_same_image_cross_condition_pair_count,FIELDS_ZH.md,True
archive/matched_three_paths.csv.gz,same_worker_same_image_cross_condition_image_count,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,model_family,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,asset_kind,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,split,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,source_path,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,observed_count,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,coverage_count_against_known_split,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,status,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,notes,FIELDS_ZH.md,True
archive/model_asset_summary.csv.gz,dual_head_is_one_model,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,image_id,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,building_id,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,mapping_kind,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,room_region_value,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,region_class,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,mapping_conflict_count,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,mapping_conflict_status,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,mapping_source_paths,FIELDS_ZH.md,True
archive/room_region_mapping.csv.gz,source_is_instance_mapping,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,mapping_scope,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,image_count,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,mapped_image_count,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,unmapped_image_count,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,unique_room_region_value_count,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,mapping_status,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,mapping_kind,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,mapping_source_paths,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,mapping_fields,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,checked_paths,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,missing_candidate_paths,FIELDS_ZH.md,True
archive/room_region_mapping_audit.csv.gz,no_inference_from_visual_similarity,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,source_family,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,source_path,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,classification,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,classification_reason,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,parse_status,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,size_bytes,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,task_count,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,annotation_snapshot_count,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,project_ids,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,base_task_count,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,worker_count,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,conditions,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,data_keys,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,content_sha256,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,item_count,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,event_count,FIELDS_ZH.md,True
archive/source_inventory.csv.gz,parse_error_count,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,analysis_lane,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,analysis_lane_zh,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,base_task_id,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,condition,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,condition_zh,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,worker_id,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,is_largest_mode,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,is_supported_minority_mode,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,cluster_support,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,cluster_count,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,building_id,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,annotation_id,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,cluster_rank,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,n_pairs,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,task_centered_n_pairs,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,assignment_provenance,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,formal_use_allowed,FIELDS_ZH.md,True
archive/worker_mode_membership_lanes.csv.gz,worker_process_class,FIELDS_ZH.md,True
checks/image_access.csv,image_id,FIELDS_ZH.md,False
checks/image_access.csv,url,FIELDS_ZH.md,False
checks/image_access.csv,http_status,FIELDS_ZH.md,False
checks/image_access.csv,content_type,FIELDS_ZH.md,False
checks/image_access.csv,content_length,FIELDS_ZH.md,False
checks/image_access.csv,checked_at_utc,FIELDS_ZH.md,False
checks/image_access.csv,status,FIELDS_ZH.md,False
checks/image_access.csv,error,FIELDS_ZH.md,False
checks/raw_coordinate_check.csv,canonical_annotation_id,FIELDS_ZH.md,False
checks/raw_coordinate_check.csv,raw_coordinates_match,FIELDS_ZH.md,False
checks/unresolved.csv,kind,FIELDS_ZH.md,False
checks/unresolved.csv,identity,FIELDS_ZH.md,False
checks/unresolved.csv,source,FIELDS_ZH.md,False
checks/unresolved.csv,action,FIELDS_ZH.md,False
clusters/legacy_lane_links.csv,source_row,FIELDS_ZH.md,False
clusters/legacy_lane_links.csv,analysis_lane,FIELDS_ZH.md,False
clusters/legacy_lane_links.csv,image_id,FIELDS_ZH.md,False
clusters/legacy_lane_links.csv,worker_id,FIELDS_ZH.md,False
clusters/legacy_lane_links.csv,canonical_annotation_id,FIELDS_ZH.md,False
clusters/legacy_lane_links.csv,mapping_status,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,source_partition_row,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,source_partition_version,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,image_id,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,raw_stage,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,condition,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,cluster_rank,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,raw_representative_id,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,canonical_annotation_id,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,mapping_status,FIELDS_ZH.md,False
clusters/legacy_representative_links.csv,use_scope,FIELDS_ZH.md,False
clusters/memberships.csv.gz,partition_id,FIELDS_ZH.md,False
clusters/memberships.csv.gz,cluster_id,FIELDS_ZH.md,False
clusters/memberships.csv.gz,rank,FIELDS_ZH.md,False
clusters/memberships.csv.gz,source_member_id,FIELDS_ZH.md,False
clusters/memberships.csv.gz,canonical_annotation_id,FIELDS_ZH.md,False
clusters/memberships.csv.gz,mapping_status,FIELDS_ZH.md,False
clusters/memberships.csv.gz,raw_annotation_version_id,FIELDS_ZH.md,False
