image_id,building,condition,Bi_policy,target,n_workers,n_same_topology_pairs,model_disagreement,human_disagreement,training_model_q25,training_model_q75,training_human_q25,training_human_q75,quadrant,reference_error,point_disagreement
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,enclosed,point_count_disagreement,5,3,0.0292215056576,0.7,0.0215687972222,0.0586773190841,0,0.7,middle,0.0907535700853,0.7
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,enclosed,point_count_disagreement,6,15,0.0354516132409,0,0.0215687972222,0.0586773190841,0,0.7,middle,0.403809440406,0
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,enclosed,point_count_disagreement,5,10,0.0713012371629,0,0.0215687972222,0.0586773190841,0,0.7,models_disagree_humans_agree,0.217624483965,0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,enclosed,point_count_disagreement,20,153,0.0221531248147,0.105263157895,0.0215761087473,0.0593297273144,0,0.7,middle,0.142566264681,0.105263157895
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,enclosed,point_count_disagreement,4,1,0.145227138926,0.666666666667,0.0215761087473,0.0593297273144,0,0.7,middle,0.30773024288,0.666666666667
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,enclosed,point_count_disagreement,20,190,0.0275489925762,0,0.0215761087473,0.0593297273144,0,0.7,middle,0.0323313815376,0
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,enclosed,point_count_disagreement,5,0,0.054038897366,1,0.0217214181638,0.0600338974943,0,0.7,middle,0.295360047325,1
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,enclosed,point_count_disagreement,5,6,0.109124760327,0.4,0.0217214181638,0.0600338974943,0,0.7,middle,0.355316663593,0.4
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,enclosed,point_count_disagreement,24,93,0.0537028189202,0.663043478261,0.0217214181638,0.0600338974943,0,0.7,middle,0.183972719784,0.663043478261
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,enclosed,point_count_disagreement,24,211,0.0282779028238,0.235507246377,0.0217214181638,0.0600338974943,0,0.7,middle,0.101272376545,0.235507246377
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,enclosed,point_count_disagreement,7,3,0.0377047401051,0.8,0.0217214181638,0.0600338974943,0,0.7,middle,0.109768535015,0.8
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,enclosed,point_count_disagreement,5,1,0.0287419209597,0.9,0.0217214181638,0.0600338974943,0,0.7,middle,0.139108324282,0.9
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,enclosed,point_count_disagreement,23,231,0.015997888744,0.0869565217391,0.0217214181638,0.0600338974943,0,0.7,middle,0.0203115568748,0.0869565217391
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,enclosed,point_count_disagreement,5,4,0.0199432070564,0.6,0.0217214181638,0.0600338974943,0,0.7,middle,0.162340125732,0.6
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,enclosed,point_count_disagreement,7,7,0.0553131945715,0.666666666667,0.0215761087473,0.0593297273144,0,0.7,middle,,0.666666666667
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,enclosed,point_count_disagreement,20,48,0.0295365435031,0.719298245614,0.0215761087473,0.0593297273144,0,0.7,middle,,0.719298245614
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,enclosed,point_count_disagreement,5,1,0.0847318062401,0.9,0.0215761087473,0.0593297273144,0,0.7,both_high_disagreement,,0.9
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,enclosed,point_count_disagreement,5,6,0.0139733397909,0.4,0.0219921330152,0.0593297273144,0,0.7,middle,0.0733765238276,0.4
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,enclosed,point_count_disagreement,24,276,0.0163582633998,0,0.0219921330152,0.0593297273144,0,0.7,both_low_disagreement,0.0268498445427,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,enclosed,point_count_disagreement,5,3,0.0636671576864,0.7,0.0219921330152,0.0593297273144,0,0.7,both_high_disagreement,0.0832267391705,0.7
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,enclosed,point_count_disagreement,5,10,0.0613981250064,0,0.0215761087473,0.0571619907109,0,0.7,models_disagree_humans_agree,0.0544723673056,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,enclosed,point_count_disagreement,5,10,0.0599107522617,0,0.0215761087473,0.0571619907109,0,0.7,models_disagree_humans_agree,0.0492618627381,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,enclosed,point_count_disagreement,5,10,0.111236355392,0,0.0215761087473,0.0571619907109,0,0.7,models_disagree_humans_agree,0.0851672535211,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,enclosed,point_count_disagreement,24,75,0.0512282845613,0.728260869565,0.0215761087473,0.059972324878,0,0.7,middle,0.254231237438,0.728260869565
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,enclosed,point_count_disagreement,5,6,0.0218630718177,0.4,0.0215761087473,0.059972324878,0,0.7,middle,0.0403162681477,0.4
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,enclosed,point_count_disagreement,6,15,0.0359866702352,0,0.0215761087473,0.059972324878,0,0.7,middle,0.316739964384,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,enclosed,point_count_disagreement,6,15,0.0137461119017,0,0.0217214181638,0.0600338974943,0,0.7,both_low_disagreement,0.0517515220453,0
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,enclosed,point_count_disagreement,6,15,0.0392558343096,0,0.0217214181638,0.0600338974943,0,0.7,middle,0.274994741153,0
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,enclosed,point_count_disagreement,6,15,0.0509056326822,0,0.0217214181638,0.0600338974943,0,0.7,middle,0.147921968683,0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,enclosed,point_count_disagreement,24,93,0.0224755073963,0.663043478261,0.0217214181638,0.0600338974943,0,0.7,middle,0.144927929384,0.663043478261
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,enclosed,point_count_disagreement,4,3,0.0591360523319,0.5,0.0216505913368,0.0592583440315,0,0.7,middle,0.0789453697843,0.5
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,enclosed,point_count_disagreement,6,15,0.0527839447072,0,0.0215724529847,0.0595234022968,0,0.7,middle,0.131439242864,0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,enclosed,point_count_disagreement,4,3,0.0650443845272,0.5,0.0215724529847,0.0595234022968,0,0.7,middle,,0.5
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,enclosed,point_count_disagreement,4,2,0.0573011193409,0.666666666667,0.0215724529847,0.0595234022968,0,0.7,middle,0.0769971620439,0.666666666667
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,enclosed,point_count_disagreement,4,1,0.043025038408,0.833333333333,0.0215724529847,0.0595234022968,0,0.7,middle,0.0783768373068,0.833333333333
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,enclosed,point_count_disagreement,6,15,0.0858038937251,0,0.0215761087473,0.0577598525887,0,0.7,models_disagree_humans_agree,,0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,enclosed,point_count_disagreement,5,10,0.0347684045561,0,0.0215761087473,0.0577598525887,0,0.7,middle,0.0117065323169,0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,enclosed,point_count_disagreement,20,80,0.2259656307,0.53216374269,0.0215761087473,0.0577598525887,0,0.7,middle,,0.53216374269
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,enclosed,point_count_disagreement,6,3,0.308278241841,0.8,0.0216505913368,0.0586773190841,0,0.7,both_high_disagreement,0.21220339803,0.8
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,10,0.0365861699303,0,0.0215651414596,0.0601570427269,0,0.7,middle,0.0412628793355,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,24,276,0.0160041728794,0,0.0215651414596,0.0601570427269,0,0.7,both_low_disagreement,0.0252921634803,0
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,6,0.0438083070159,0.4,0.0215651414596,0.0601570427269,0,0.7,middle,0.0947400799754,0.4
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,0,0.0312001091561,1,0.0215651414596,0.0601570427269,0,0.7,middle,0.235601205382,1
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,10,0.0182428323089,0,0.0215651414596,0.0601570427269,0,0.7,both_low_disagreement,0.161145311536,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,6,15,0.0384064268239,0,0.0215651414596,0.0601570427269,0,0.7,middle,0.095984655134,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,24,36,0.0442014918027,0.869565217391,0.0215651414596,0.0601570427269,0,0.7,middle,0.233490147351,0.869565217391
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,6,0.0259538332591,0.4,0.0215651414596,0.0601570427269,0,0.7,middle,0.0779278952881,0.4
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,24,276,0.0310916839493,0,0.0215651414596,0.0601570427269,0,0.7,middle,0.0361306353729,0
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,6,15,0.0651390985318,0,0.0215651414596,0.0601570427269,0,0.7,models_disagree_humans_agree,0.328539864856,0
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,6,0.0797750418217,0.4,0.0215651414596,0.0601570427269,0,0.7,middle,0.230806621299,0.4
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,0,0.0238044752826,1,0.0215651414596,0.0601570427269,0,0.7,middle,0.318467096655,1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,24,231,0.0365735902444,0.163043478261,0.0215651414596,0.0601570427269,0,0.7,middle,0.0583127082596,0.163043478261
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,enclosed,point_count_disagreement,5,6,0.0257447002193,0.4,0.0215651414596,0.0601570427269,0,0.7,middle,0.0743768100252,0.4
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,enclosed,point_count_disagreement,23,211,0.0111970068405,0.166007905138,0.0221342332869,0.0597170772792,0,0.7,middle,0.0192470768092,0.166007905138
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,enclosed,point_count_disagreement,5,2,0.0775534674436,0.8,0.0221342332869,0.0597170772792,0,0.7,both_high_disagreement,0.13408968225,0.8
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,enclosed,point_count_disagreement,24,66,0.0852166405349,0.760869565217,0.0221342332869,0.0597170772792,0,0.7,both_high_disagreement,0.137759505474,0.760869565217
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,enclosed,point_count_disagreement,24,193,0.0226909443832,0.300724637681,0.0221342332869,0.0597170772792,0,0.7,middle,0.0492786803446,0.300724637681
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,enclosed,point_count_disagreement,5,10,0.0148345633077,0,0.0221342332869,0.0597170772792,0,0.7,both_low_disagreement,0.0367360334154,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,enclosed,point_count_disagreement,23,231,0.01850436759,0.0869565217391,0.0221342332869,0.0597170772792,0,0.7,middle,0.0349308497451,0.0869565217391
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,enclosed,point_count_disagreement,6,4,0.0160659985232,0.733333333333,0.0221342332869,0.0597170772792,0,0.7,models_agree_humans_disagree,0.0692568185727,0.733333333333
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,enclosed,point_count_disagreement,24,232,0.0138078812905,0.159420289855,0.0221342332869,0.0597170772792,0,0.7,middle,0.0348444359823,0.159420289855
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,enclosed,point_count_disagreement,24,41,0.0458598575453,0.822510822511,0.0221342332869,0.0597170772792,0,0.7,middle,0.207819502937,0.822510822511
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,24,231,0.0969905494985,0.163043478261,0.0218630718177,0.0599107522617,0,0.7,middle,0.0835079373804,0.163043478261
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,23,253,0.0279944992384,0,0.0218630718177,0.0599107522617,0,0.7,middle,0.110307637054,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,24,74,0.0192944829002,0.731884057971,0.0218630718177,0.0599107522617,0,0.7,models_agree_humans_disagree,0.179037401294,0.731884057971
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,23,61,0.0345860028937,0.758893280632,0.0218630718177,0.0599107522617,0,0.7,middle,0.136792488178,0.758893280632
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,3,0.0285501200314,0.7,0.0218630718177,0.0599107522617,0,0.7,middle,0.073419525066,0.7
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,3,0.0246187243827,0.7,0.0218630718177,0.0599107522617,0,0.7,middle,0.167430490031,0.7
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,4,0.0459589813162,0.6,0.0218630718177,0.0599107522617,0,0.7,middle,0.231155015198,0.6
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,6,15,0.0215797645099,0,0.0218630718177,0.0599107522617,0,0.7,both_low_disagreement,0.202912911758,0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,6,0.0202007606554,0.4,0.0218630718177,0.0599107522617,0,0.7,middle,0.0712140580942,0.4
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,10,0.0305534922764,0,0.0218630718177,0.0599107522617,0,0.7,middle,0.0438008881232,0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,23,95,0.03695031586,0.624505928854,0.0218630718177,0.0599107522617,0,0.7,middle,0.11031038486,0.624505928854
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,24,95,0.0231879907075,0.624505928854,0.0218630718177,0.0599107522617,0,0.7,middle,0.0916954264954,0.624505928854
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,23,39,0.0220351534144,0.845849802372,0.0218630718177,0.0599107522617,0,0.7,middle,0.103470156288,0.845849802372
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,6,10,0.0799162157689,0.333333333333,0.0218630718177,0.0599107522617,0,0.7,middle,0.27645196987,0.333333333333
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,6,15,0.0970203914346,0,0.0218630718177,0.0599107522617,0,0.7,models_disagree_humans_agree,0.118424711216,0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,23,41,0.106444897728,0.837944664032,0.0218630718177,0.0599107522617,0,0.7,both_high_disagreement,0.135680298662,0.837944664032
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,24,253,0.0255482595461,0.0833333333333,0.0218630718177,0.0599107522617,0,0.7,middle,0.0482352666129,0.0833333333333
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,24,231,0.0407794122936,0.163043478261,0.0218630718177,0.0599107522617,0,0.7,middle,0.117597608945,0.163043478261
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,1,0.020107141373,0.9,0.0218630718177,0.0599107522617,0,0.7,models_agree_humans_disagree,0.198587229764,0.9
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,6,0.0172755585543,0.4,0.0218630718177,0.0599107522617,0,0.7,middle,0.288411108553,0.4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,6,0.0392752797543,0.4,0.0218630718177,0.0599107522617,0,0.7,middle,0.12044827731,0.4
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,2,0.0524319607722,0.8,0.0218630718177,0.0599107522617,0,0.7,middle,0.159062366993,0.8
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,24,253,0.0179769246592,0.0833333333333,0.0218630718177,0.0599107522617,0,0.7,middle,0.0377236895361,0.0833333333333
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,10,0.0119077193199,0,0.0218630718177,0.0599107522617,0,0.7,both_low_disagreement,0.0219419997744,0
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,2,0.0661055427304,0.8,0.0218630718177,0.0599107522617,0,0.7,both_high_disagreement,,0.8
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,enclosed,point_count_disagreement,5,1,0.101992565143,0.9,0.0218630718177,0.0599107522617,0,0.7,both_high_disagreement,0.185224875825,0.9
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,5,6,0.0170208521364,0.4,0.0221468276388,0.0593297273144,0,0.7,middle,0.0724988294053,0.4
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,5,3,0.0555817090333,0.7,0.0221468276388,0.0593297273144,0,0.7,middle,0.200541976808,0.7
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,24,276,0.00991762888826,0,0.0221468276388,0.0593297273144,0,0.7,both_low_disagreement,0.0310903720101,0
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,6,2,0.0505937179873,0.866666666667,0.0221468276388,0.0593297273144,0,0.7,middle,0.288310973512,0.866666666667
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,6,1,0.0117863710321,0.933333333333,0.0221468276388,0.0593297273144,0,0.7,models_agree_humans_disagree,0.0593812267561,0.933333333333
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,7,11,0.00908216625817,0.47619047619,0.0221468276388,0.0593297273144,0,0.7,middle,0.0338144406894,0.47619047619
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,23,48,0.138623492885,0.810276679842,0.0221468276388,0.0593297273144,0,0.7,both_high_disagreement,0.231777864933,0.810276679842
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,5,10,0.0141846965918,0,0.0221468276388,0.0593297273144,0,0.7,both_low_disagreement,0.0836102345251,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,24,253,0.0834800932908,0.0833333333333,0.0221468276388,0.0593297273144,0,0.7,middle,0.0643380924002,0.0833333333333
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,23,231,0.0215651414596,0.0869565217391,0.0221468276388,0.0593297273144,0,0.7,middle,0.05204209352,0.0869565217391
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,enclosed,point_count_disagreement,5,3,0.105883442999,0.7,0.0221468276388,0.0593297273144,0,0.7,both_high_disagreement,0.0342992207461,0.7
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual,enclosed,point_count_disagreement,5,0,0.0187398720384,1,0.0217214181638,0.0600338974943,0,0.7,models_agree_humans_disagree,0.062175245834,1
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,enclosed,point_count_disagreement,5,10,0.0250772944865,0,0.0217214181638,0.0600338974943,0,0.7,middle,0.0533923953117,0
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,enclosed,point_count_disagreement,5,4,0.0347439212211,0.6,0.0217214181638,0.0600338974943,0,0.7,middle,0.0689471242037,0.6
