worker_id,location,missing,extra,quality,rows,buildings,cohort,experiment,scope,metric,model,label,status,edit,time
1,1.2341078592903114,-0.06158601119418447,0.01464389289271689,-0.3020759476004842,62,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
10,-0.5452045763719531,0.011821743414251192,-0.027498114533199874,-0.15320094846222634,63,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
11,-0.8381487789263692,-0.010095962574267607,-0.002191995892810495,-0.9021363733958931,64,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
12,1.7093945445440564,-0.030795902458143145,-0.011336356369915751,0.28589343184388133,59,16,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
13,-0.33386201080547406,0.014679928403626408,-0.015875500828404873,0.090917468293548,61,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
14,-0.5766689458080659,0.02836468274701316,-0.023903430187883025,0.28168210700345114,53,12,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
15,-1.330400602926593,-0.02140341998103647,-0.006745161851932698,-1.3630300161675983,63,18,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
17,-0.4523898628619859,-0.0496544608279371,0.003357011078206554,-1.391739313095365,63,19,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
18,-2.149789686088714,-0.010459154722432494,-0.008425835326373579,-2.0105095846560763,53,12,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
19,12.39531649598726,0.10960037640686436,0.0830290796772578,9.896920107046698,27,11,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
2,-2.9192295589329813,-0.07343375102331703,0.0065941597060382995,-4.050542706384012,58,15,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
21,-0.9601863244800758,-0.02798041990929226,-0.012321704536925921,-1.3860511389208405,28,11,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
27,-2.7479488765335085,-0.046751106087441874,0.029412011948009836,-2.819892706107857,53,12,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
28,-0.7752648280378178,-0.012595248995365243,0.015352657490027942,-0.35964199158516424,60,16,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
29,-0.6088646398390373,0.05430757042513236,-0.026190580830289988,0.8327502329432648,60,16,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
30,-0.3735660912264379,0.020868351285933423,0.010304376978647872,0.6475871756753238,63,16,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
31,-0.3235849423836147,0.016747231589002015,-0.017193033744925947,-0.11718932663410961,68,19,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
32,-0.6762994496353995,0.007916715036917049,0.020584505223589847,0.23644013688962875,65,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
33,0.3245651222793539,-0.03048655302079297,-0.018357977779262277,-0.7798935134572407,65,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
34,0.06999123099325091,0.059020671871478386,-0.017700643843466635,1.5192981060961064,79,19,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
35,0.9747177731909639,0.01271879225842639,-0.0004248793821234356,0.6133774660079958,61,18,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
36,-0.3974877181161391,0.01577275611613476,-0.012320251123995209,0.1234945585092542,64,18,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
37,0.44079539265579326,0.033180955483766046,0.04126330584910381,2.1262953256808856,63,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
6,0.14512624883144265,-0.02835736057329687,0.006682641510815885,-0.4379591263661038,63,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
8,-1.2851177747982656,0.018599576328961958,-0.030738176122905032,-0.5807934231570683,61,17,all26,rule,all_reference,ospa30,rule_vector2,0,singleton_rejected,,
1,1.2341078592903114,-0.06158601119418447,0.01464389289271689,-0.3020759476004842,62,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
10,-0.5452045763719531,0.011821743414251192,-0.027498114533199874,-0.15320094846222634,63,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
11,-0.8381487789263692,-0.010095962574267607,-0.002191995892810495,-0.9021363733958931,64,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
12,1.7093945445440564,-0.030795902458143145,-0.011336356369915751,0.28589343184388133,59,16,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
13,-0.33386201080547406,0.014679928403626408,-0.015875500828404873,0.090917468293548,61,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
14,-0.5766689458080659,0.02836468274701316,-0.023903430187883025,0.28168210700345114,53,12,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
15,-1.330400602926593,-0.02140341998103647,-0.006745161851932698,-1.3630300161675983,63,18,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
17,-0.4523898628619859,-0.0496544608279371,0.003357011078206554,-1.391739313095365,63,19,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
18,-2.149789686088714,-0.010459154722432494,-0.008425835326373579,-2.0105095846560763,53,12,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
19,12.39531649598726,0.10960037640686436,0.0830290796772578,9.896920107046698,27,11,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
2,-2.9192295589329813,-0.07343375102331703,0.0065941597060382995,-4.050542706384012,58,15,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
21,-0.9601863244800758,-0.02798041990929226,-0.012321704536925921,-1.3860511389208405,28,11,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
27,-2.7479488765335085,-0.046751106087441874,0.029412011948009836,-2.819892706107857,53,12,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
28,-0.7752648280378178,-0.012595248995365243,0.015352657490027942,-0.35964199158516424,60,16,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
29,-0.6088646398390373,0.05430757042513236,-0.026190580830289988,0.8327502329432648,60,16,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
30,-0.3735660912264379,0.020868351285933423,0.010304376978647872,0.6475871756753238,63,16,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
31,-0.3235849423836147,0.016747231589002015,-0.017193033744925947,-0.11718932663410961,68,19,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
32,-0.6762994496353995,0.007916715036917049,0.020584505223589847,0.23644013688962875,65,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
33,0.3245651222793539,-0.03048655302079297,-0.018357977779262277,-0.7798935134572407,65,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
34,0.06999123099325091,0.059020671871478386,-0.017700643843466635,1.5192981060961064,79,19,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
35,0.9747177731909639,0.01271879225842639,-0.0004248793821234356,0.6133774660079958,61,18,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
36,-0.3974877181161391,0.01577275611613476,-0.012320251123995209,0.1234945585092542,64,18,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
37,0.44079539265579326,0.033180955483766046,0.04126330584910381,2.1262953256808856,63,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
6,0.14512624883144265,-0.02835736057329687,0.006682641510815885,-0.4379591263661038,63,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
8,-1.2851177747982656,0.018599576328961958,-0.030738176122905032,-0.5807934231570683,61,17,all26,rule,all_reference,ospa30,rule_vector3,0,singleton_rejected,,
1,1.0753336000881533,-0.05557229780086207,-0.008463029453823405,-0.6325580450574021,36,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
10,-0.10610961829651001,-0.0008776329018808432,-0.013167832438526154,0.044784499921670266,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
11,-1.076237169070416,0.006752247969993094,-0.015666501422241404,-0.6390684334193453,34,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
12,1.4372644236613523,-0.007785256566347347,-0.023301545159992595,0.7494921102150556,34,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
13,-0.08914457740516783,0.005521176621928653,-0.01707408243852612,0.08462483213707586,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
14,-0.46499694616608683,0.023750343288595356,-0.017074082438526133,0.3735803666806078,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
15,-1.3931097805651655,-0.02583471299740173,-0.011873727127231408,-1.6015663739549593,33,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
17,-0.9066490321248137,-0.05575114480664267,-0.011865749105192828,-1.7994299130191462,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
18,-2.532455128036256,0.019547504603378993,-0.01767373180489448,-1.4994782608525385,31,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
19,12.397744432571361,0.10954776136856273,0.08314039995567346,9.897997035719454,27,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
2,-3.521616879360086,-0.07671509708603666,-0.01717237032963275,-4.750761743953702,33,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
21,-0.9578487129177105,-0.02803107754289527,-0.012214525637915523,-1.3850142745588299,28,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
27,-3.3771061723267417,-0.05915114762692511,0.05148176924724343,-3.5846630501142114,33,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
28,-0.6068770642795673,0.00453728268659807,0.0017912380656128078,0.1157618234378391,34,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
29,-0.9397248401087468,0.05600787092189222,-0.016591114875563695,0.7692369005250044,34,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
30,-0.5746933793594435,0.011997771941949526,-0.025067064871164516,0.08298615907570607,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
31,0.7297977850081434,0.007009271860023898,-0.011865749105192806,-0.31730011591450324,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
32,-0.5856724492852292,0.01895123614573823,0.0063634175614738575,0.4409980368536529,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
33,0.8178627517597651,-0.06014102575902369,-0.009261582438526135,-1.1560685208143544,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
34,0.2365106718617154,0.0520691211840645,0.05423329830143175,2.4118016885993896,35,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
35,1.6570349422305388,0.008338104812938646,0.013576700547372773,0.9923172614330025,33,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
36,-1.0128719049228427,-0.003054783137135292,-0.018305013802907204,-1.0415772067006979,36,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
37,0.0965009176364731,0.04825879624229611,0.038949043648101395,2.190459828871857,34,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
6,0.4772451110194184,-0.0364059067114047,0.014175917561473846,-0.15599888893831598,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
8,-0.7801809816121361,0.037031593288595364,-0.01707408243852615,0.4094442838276906,32,11,all26,rule,reviewed_reference,ospa30,quality2,0,singleton_rejected,,
1,1.0753336000881533,-0.05557229780086207,-0.008463029453823405,-0.6325580450574021,36,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
10,-0.10610961829651001,-0.0008776329018808432,-0.013167832438526154,0.044784499921670266,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
11,-1.076237169070416,0.006752247969993094,-0.015666501422241404,-0.6390684334193453,34,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
12,1.4372644236613523,-0.007785256566347347,-0.023301545159992595,0.7494921102150556,34,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
13,-0.08914457740516783,0.005521176621928653,-0.01707408243852612,0.08462483213707586,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
14,-0.46499694616608683,0.023750343288595356,-0.017074082438526133,0.3735803666806078,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
15,-1.3931097805651655,-0.02583471299740173,-0.011873727127231408,-1.6015663739549593,33,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
17,-0.9066490321248137,-0.05575114480664267,-0.011865749105192828,-1.7994299130191462,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
18,-2.532455128036256,0.019547504603378993,-0.01767373180489448,-1.4994782608525385,31,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
19,12.397744432571361,0.10954776136856273,0.08314039995567346,9.897997035719454,27,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
2,-3.521616879360086,-0.07671509708603666,-0.01717237032963275,-4.750761743953702,33,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
21,-0.9578487129177105,-0.02803107754289527,-0.012214525637915523,-1.3850142745588299,28,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
27,-3.3771061723267417,-0.05915114762692511,0.05148176924724343,-3.5846630501142114,33,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
28,-0.6068770642795673,0.00453728268659807,0.0017912380656128078,0.1157618234378391,34,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
29,-0.9397248401087468,0.05600787092189222,-0.016591114875563695,0.7692369005250044,34,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
30,-0.5746933793594435,0.011997771941949526,-0.025067064871164516,0.08298615907570607,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
31,0.7297977850081434,0.007009271860023898,-0.011865749105192806,-0.31730011591450324,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
32,-0.5856724492852292,0.01895123614573823,0.0063634175614738575,0.4409980368536529,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
33,0.8178627517597651,-0.06014102575902369,-0.009261582438526135,-1.1560685208143544,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
34,0.2365106718617154,0.0520691211840645,0.05423329830143175,2.4118016885993896,35,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
35,1.6570349422305388,0.008338104812938646,0.013576700547372773,0.9923172614330025,33,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
36,-1.0128719049228427,-0.003054783137135292,-0.018305013802907204,-1.0415772067006979,36,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
37,0.0965009176364731,0.04825879624229611,0.038949043648101395,2.190459828871857,34,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
6,0.4772451110194184,-0.0364059067114047,0.014175917561473846,-0.15599888893831598,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
8,-0.7801809816121361,0.037031593288595364,-0.01707408243852615,0.4094442838276906,32,11,all26,rule,reviewed_reference,ospa30,rule_vector2,0,singleton_rejected,,
1,1.0753336000881533,-0.05557229780086207,-0.008463029453823405,-0.6325580450574021,36,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
10,-0.10610961829651001,-0.0008776329018808432,-0.013167832438526154,0.044784499921670266,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
11,-1.076237169070416,0.006752247969993094,-0.015666501422241404,-0.6390684334193453,34,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
12,1.4372644236613523,-0.007785256566347347,-0.023301545159992595,0.7494921102150556,34,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
13,-0.08914457740516783,0.005521176621928653,-0.01707408243852612,0.08462483213707586,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
14,-0.46499694616608683,0.023750343288595356,-0.017074082438526133,0.3735803666806078,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
15,-1.3931097805651655,-0.02583471299740173,-0.011873727127231408,-1.6015663739549593,33,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
17,-0.9066490321248137,-0.05575114480664267,-0.011865749105192828,-1.7994299130191462,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
18,-2.532455128036256,0.019547504603378993,-0.01767373180489448,-1.4994782608525385,31,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
19,12.397744432571361,0.10954776136856273,0.08314039995567346,9.897997035719454,27,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
2,-3.521616879360086,-0.07671509708603666,-0.01717237032963275,-4.750761743953702,33,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
21,-0.9578487129177105,-0.02803107754289527,-0.012214525637915523,-1.3850142745588299,28,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
27,-3.3771061723267417,-0.05915114762692511,0.05148176924724343,-3.5846630501142114,33,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
28,-0.6068770642795673,0.00453728268659807,0.0017912380656128078,0.1157618234378391,34,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
29,-0.9397248401087468,0.05600787092189222,-0.016591114875563695,0.7692369005250044,34,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
30,-0.5746933793594435,0.011997771941949526,-0.025067064871164516,0.08298615907570607,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
31,0.7297977850081434,0.007009271860023898,-0.011865749105192806,-0.31730011591450324,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
32,-0.5856724492852292,0.01895123614573823,0.0063634175614738575,0.4409980368536529,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
33,0.8178627517597651,-0.06014102575902369,-0.009261582438526135,-1.1560685208143544,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
34,0.2365106718617154,0.0520691211840645,0.05423329830143175,2.4118016885993896,35,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
35,1.6570349422305388,0.008338104812938646,0.013576700547372773,0.9923172614330025,33,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
36,-1.0128719049228427,-0.003054783137135292,-0.018305013802907204,-1.0415772067006979,36,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
37,0.0965009176364731,0.04825879624229611,0.038949043648101395,2.190459828871857,34,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
6,0.4772451110194184,-0.0364059067114047,0.014175917561473846,-0.15599888893831598,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
8,-0.7801809816121361,0.037031593288595364,-0.01707408243852615,0.4094442838276906,32,11,all26,rule,reviewed_reference,ospa30,rule_vector3,0,singleton_rejected,,
1,,,,1.5232294721727135,22,10,all26,triad,all,ospa30,quality2,2,usable,3.592885667620192,-0.5496493522510421
10,,,,-0.40715136200265034,20,10,all26,triad,all,ospa30,quality2,1,usable,-0.315691032745662,-0.32404895599798667
11,,,,3.195420390376609,21,11,all26,triad,all,ospa30,quality2,2,usable,-4.865105375098787,-0.5372229083415138
13,,,,-0.7700495357644472,22,11,all26,triad,all,ospa30,quality2,1,usable,-0.3772110905213523,-0.5137052176535972
15,,,,-0.5988830760429789,19,10,all26,triad,all,ospa30,quality2,1,usable,-0.6015624200361606,-0.02069350500245223
17,,,,-0.6666403587417221,21,11,all26,triad,all,ospa30,quality2,1,usable,0.4998886473025337,-0.31877891727992297
18,,,,-0.91111776019944,21,11,all26,triad,all,ospa30,quality2,1,usable,0.7015470941029481,0.1641424465629132
19,,,,4.270170622909712,17,10,all26,triad,all,ospa30,quality2,2,usable,-0.6240972654013848,-1.8940985472275251
2,,,,-1.2207974427599044,22,10,all26,triad,all,ospa30,quality2,1,usable,0.6780619197738654,-0.8356554100671119
21,,,,1.1819983634633537,17,10,all26,triad,all,ospa30,quality2,2,usable,-2.3695567768627077,-1.0015001335722369
27,,,,-0.7123514566401165,22,11,all26,triad,all,ospa30,quality2,1,usable,1.0773700665333916,1.277503315807465
28,,,,-2.5860976375116556,22,11,all26,triad,all,ospa30,quality2,1,usable,0.23971854294646439,0.7666350552611108
29,,,,0.10815591917658227,22,11,all26,triad,all,ospa30,quality2,1,usable,2.7423879355446754,0.8371350202678496
30,,,,-0.062280536632596625,12,9,all26,triad,all,ospa30,quality2,1,usable,2.1587686840370934,0.05134168317034452
32,,,,-0.5925356501397495,22,11,all26,triad,all,ospa30,quality2,1,usable,0.7403858993069315,0.8124773593529
33,,,,-1.4494656369203502,21,11,all26,triad,all,ospa30,quality2,1,usable,0.05363099137969943,0.35594525026015517
36,,,,-0.6650808411469075,21,11,all26,triad,all,ospa30,quality2,1,usable,-0.43570047403152257,1.4101346692628376
37,,,,1.428316980269111,20,11,all26,triad,all,ospa30,quality2,2,usable,0.8503894324726727,0.7554973665020656
6,,,,1.1103529703474266,21,10,all26,triad,all,ospa30,quality2,2,usable,-3.7858033323654166,-0.8447904276078498
8,,,,-2.175193424212989,18,9,all26,triad,all,ospa30,quality2,1,usable,0.03969288604252589,0.4093312085535983
1,,,,1.5232294721727135,22,10,all26,triad,all,ospa30,edit_quality2,1,usable,3.592885667620192,-0.5496493522510421
10,,,,-0.40715136200265034,20,10,all26,triad,all,ospa30,edit_quality2,1,usable,-0.315691032745662,-0.32404895599798667
11,,,,3.195420390376609,21,11,all26,triad,all,ospa30,edit_quality2,2,usable,-4.865105375098787,-0.5372229083415138
13,,,,-0.7700495357644472,22,11,all26,triad,all,ospa30,edit_quality2,1,usable,-0.3772110905213523,-0.5137052176535972
15,,,,-0.5988830760429789,19,10,all26,triad,all,ospa30,edit_quality2,1,usable,-0.6015624200361606,-0.02069350500245223
17,,,,-0.6666403587417221,21,11,all26,triad,all,ospa30,edit_quality2,1,usable,0.4998886473025337,-0.31877891727992297
18,,,,-0.91111776019944,21,11,all26,triad,all,ospa30,edit_quality2,1,usable,0.7015470941029481,0.1641424465629132
19,,,,4.270170622909712,17,10,all26,triad,all,ospa30,edit_quality2,2,usable,-0.6240972654013848,-1.8940985472275251
2,,,,-1.2207974427599044,22,10,all26,triad,all,ospa30,edit_quality2,1,usable,0.6780619197738654,-0.8356554100671119
21,,,,1.1819983634633537,17,10,all26,triad,all,ospa30,edit_quality2,2,usable,-2.3695567768627077,-1.0015001335722369
27,,,,-0.7123514566401165,22,11,all26,triad,all,ospa30,edit_quality2,1,usable,1.0773700665333916,1.277503315807465
28,,,,-2.5860976375116556,22,11,all26,triad,all,ospa30,edit_quality2,1,usable,0.23971854294646439,0.7666350552611108
