layout_id,corner_adjacency_changed,coordinate_values_changed,endpoint_role_map,role_swaps,pair_dx_max,floor_ok,floor_failure,band_ok,band_failure,role_failure
2f1944702583d6eb6860,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
7316a2901ae455c12625,False,False,"[1, 0, 3, 2, 5, 4, 6, 7]",3.0,7.060847060915421,True,,True,,
f048b9e4877b4a6cc5d6,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0,6.538952745849315,True,,True,,
b93da0bbe5ffb848a0c6,False,False,"[1, 0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 12, 15, 14]",3.0,9.910189716251466,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
2976993fc059101f9e6a,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.0,8.947698210140516,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
266064e3bd9d27c4efda,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.0,0.0,True,,True,,
8f2f8f8bfdaec3360646,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.0,0.0,True,,True,,
c7aeb60e2d3b55c2a7dc,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,7.616960522174963,True,,True,,
597362d2aa07f7db8a02,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,6.660162601625871,True,,True,,
aaa2559a6db59dcb28a0,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,3.777955295462448,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
81cd8395dbe20dc23478,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 10, 12, 13, 15, 14]",2.0,6.486900135946144,True,,False,non_single_valued_or_nonstar_boundary,
02946d1a59a1cfe17aef,False,False,"[0, 1, 3, 2, 4, 5, 6, 7, 8, 9, 11, 10, 13, 12, 15, 14, 17, 16]",5.0,7.440635338243737,True,,True,,
cd7adf8eb45b561bc952,False,False,"[1, 0, 2, 3, 5, 4, 7, 6, 8, 9]",3.0,8.145388111871398,True,,True,,
f26a8da3bc451c32cde9,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.0,6.538952745849201,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
f765bc60ba41307a048f,False,False,"[1, 0, 2, 3, 4, 5, 6, 7, 8, 9]",1.0,4.102792892757179,True,,True,,
354632cf039452bb7976,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.0,6.340557275541755,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
0a79e9b207c32db39202,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
64a7b681289e1d9e5c28,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,0.0,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
0ba3c33cb0e05abf58ae,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,7.521638605793157,True,,True,,
e0a58597afa7f260d97e,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0,21.645528455284534,True,,True,,
d704f69a1c7c5327e638,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.0,4.899521531100504,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
c6821c31452459c11f75,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0,4.660327653677712,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
ea7f2a3fdcd3a9d42d55,False,False,"[0, 1, 2, 3, 4, 5, 7, 6, 9, 8, 11, 10, 13, 12]",4.0,3.0889894419306074,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
9d17cd836d7fc38ad108,False,False,"[1, 0, 3, 2, 4, 5, 6, 7, 8, 9]",2.0,5.903717359444272,True,,True,,
1f84dbf5541abdd7a52b,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
35e84449b82da019aab5,False,False,"[0, 1, 3, 2, 4, 5, 6, 7, 9, 8]",2.0,6.589202380665824,True,,True,,
303a694734e00bd95c83,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0,14.266253869968978,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
7392408a228d29c44684,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
2669e20e43502bcf1419,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
68b9de98f158c481d82a,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
2425c99671ebf414b359,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.665040650406695,True,,True,,
bce7044b348685668b71,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.514229249130267,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
9a0a83ba9247dbf61861,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0,3.4536256323776797,True,,True,,
a9bf98b8cc8fbfa40f5c,False,False,"[1, 0, 2, 3, 4, 5, 6, 7]",1.0,7.604030759867328,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
bdf544ff5d0a4bfacc09,False,False,"[1, 0, 3, 2, 5, 4, 6, 7]",3.0,4.470993779829541,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
225002de699658941ca0,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,7.8467432950191665,True,,True,,
1b0b4076d43ab5586a3f,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
73e2d1fca7e2ec1b2b59,False,False,"[0, 1, 2, 3, 4, 5, 7, 6]",1.0,6.340557275541869,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
d984d534dcc7fe11d643,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
6c5161e9261e0ba5f8b1,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
20f0af1735ba9f7c5a2e,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
1318278d00548b081ebc,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,6.660162601625984,True,,True,,
73a83925776f8e35ed8a,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,6.856988861264654,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
fc6a213e57b750465697,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.3315221867650848,True,,True,,
86e6614af35eccb013ac,False,False,"[0, 1, 3, 2, 5, 4, 6, 7]",2.0,1.9641667898016522,True,,True,,
82255f7bb022fd1cd129,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
43266379df129a98dcd9,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.615581098339703,True,,True,,
3e5c4fe6cfe523059d12,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
454169e6fe8a9b1ba08c,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,14.266253869968978,True,,True,,
e53257d9b7428d4da0f5,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
b7e7d86f528066fab226,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
35a9f318fa8bb9909db0,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
a8282b826c2b83f1c177,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,4.995121951219744,True,,True,,
bed357bd88baf4c32786,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.615581098339703,True,,True,,
e7b36064adef9c88eb38,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.20086311861985,True,,True,,
423d83b62a6b1fee7af4,False,False,"[0, 1, 2, 3, 5, 4, 7, 6]",2.0,1.6712696036862553,True,,True,,
a4015419d4289160ce21,False,False,"[1, 0, 2, 3, 4, 5, 6, 7]",1.0,4.910305054305013,True,,True,,
46a22bc8081a9f80e282,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.615581098339703,True,,True,,
6b145ff560adec834931,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,3.495178720425315,True,,True,,
200f0c572426f1ad5f6c,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,4.755417956656402,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
adc213fc12f5f948aa56,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
5f7815f3a489b8007a97,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.1895050237146734,True,,True,,
ae929aa9e6dd3cd587ac,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,4.755417956656288,True,,True,,
837eb32400b0afd7b92f,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,10.458477675779022,True,,True,,
72c467f3e5b59c7c6fe0,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
bf0338ecb3bbe9b3ee92,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,14.410357444413307,True,,True,,
72209d7dd6219794fac9,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
cc8da8c5dab40220ed0e,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
2bbf5d65469e55f1f4e0,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.6650406504064676,True,,True,,
7a99a58308f3ae658881,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,5.155219301291481,True,,True,,
7827115ee28a13736728,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.5142292491303806,True,,True,,
12de7c2bb761564cdeed,False,False,"[1, 0, 3, 2, 5, 4, 7, 6]",4.0,5.299566995014402,True,,True,,
7a0778c91977ce16bfb0,False,False,"[1, 0, 2, 3, 5, 4, 7, 6]",3.0,2.503313955799058,True,,True,,
bcadc37ee0819d4ead2d,False,False,,,,False,odd_or_insufficient,False,odd_or_insufficient,odd_or_insufficient
adafd30448bdc86059f9,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,3.1702786377709344,True,,True,,
0a731b8cdc864c572e8b,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,0.0,True,,True,,
41a7f33047a9e0342ac0,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,4.298006295907726,True,,True,,
3e41c936412b1a992027,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 8]",1.0,3.967502439253394,True,,True,,
d1099761985f8bcdd357,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
bc31ca44876dc589ed4b,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,0.0,True,,True,,
7cd383c42cfa1fb813df,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,0.0,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
23b3ba219c2ea42e2857,False,False,"[0, 1, 3, 2, 4, 5, 6, 7, 9, 8, 11, 10]",3.0,5.255433798288777,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
34724d21eb0d44dfc22d,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,6.084434782895528,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
07d7b8e9b47e3b57f09b,False,False,"[0, 1, 3, 2, 4, 5, 6, 7, 9, 8, 11, 10]",3.0,5.255433798288777,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
19f0ec5e2db5240ffd86,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
6de2c46ce6d59af34337,False,False,"[1, 0, 3, 2, 5, 4, 7, 6, 9, 8, 11, 10]",6.0,4.867214610651217,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
54158b496be934232a98,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,4.755417956656402,True,,True,,
d6bbf7fa428498cad40f,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,6.660162601626098,True,,True,,
304ee8c32f0bfc188cb9,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.9053377913401164,True,,True,,
d918bb91e408d8c71ff9,False,False,"[1, 0, 2, 3, 4, 5, 6, 7]",1.0,1.2672563688454375,True,,True,,
fe6d21a2d34b078f5c0d,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
8d84da8c6f772c4fa07a,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,12.894189004995951,True,,True,,
03f2a945c924203b75d1,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.6550765023542908,True,,True,,
0b2b9f0ed2607655632c,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
44e69119724a6d892e53,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,0.0,True,,True,,
2761fcae038de8e6bb36,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,6.336661808897588,True,,True,,
1f3577cc926f22ffd3fc,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.7258884125245686,True,,True,,
385caf3701dee7042d51,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.3828260870217264,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
11f19b08afaff69c9e6a,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,1.9972832801475988,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
871218ff2db6bdec5ff2,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,4.571325907509731,True,,True,,
4d53581ef39bae3bf5d1,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.0,0.0,True,,False,non_single_valued_or_nonstar_boundary,
c89be364009b1fc0544e,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
1c3df8c137a169fee41d,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,2.833466471597035,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
b02aea4f86afbc5430f7,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",0.0,1.482995875684196,True,,True,,
517087c6def062efa361,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
84ac11f23b306b7457b4,False,False,"[1, 0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",1.0,5.597932476905726,True,,True,,
8125fd4575ecfc155a63,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.0,7.925696594427222,False,invalid_original_order_polygon,False,non_single_valued_or_nonstar_boundary,
8f3735d531f44f7b44c8,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 10]",1.0,2.6440104138566767,True,,False,non_single_valued_or_nonstar_boundary,
6bcb7c06bee48a668fc1,False,False,,,,False,adjacent_pair_same_hemisphere,False,adjacent_pair_same_hemisphere,adjacent_pair_same_hemisphere
