partition_id,cluster_id,context_key,image_id,rank,original_support,floor_support,partition_status,structure_status,semantic_label,representative_status,representative_id,within_floor,medoid_enclosed,medoid_extended
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster1,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,5,5,unique,supported_multimodal,,new_display_medoid_not_archived,9468385d865a6955cb73,0.20729610252949587,0.36146751576130887,0.40186991992927334
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster2,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,2,5,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster3,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,3,4,3,unique,supported_multimodal,,new_display_medoid_not_archived,9d17cd836d7fc38ad108,0.11483361521374931,0.1621700200417009,0.21931034454396336
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster4,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,4,4,1,unique,supported_multimodal,,new_display_medoid_not_archived,decd9e3adcbe39aed044,,0.47676761426308556,0.465702120752461
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster5,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,5,2,2,unique,supported_multimodal,,new_display_medoid_not_archived,0a79e9b207c32db39202,0.10694797978038861,0.08767701108475434,0.1589820493439683
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster6,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,6,2,2,unique,supported_multimodal,,new_display_medoid_not_archived,014b4e58073b849f7ed9,0.13477756640376937,0.14980802172080387,0.21332514745893072
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|cluster7,C1|0|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6|manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,7,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|cluster1,C1|0|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,1,15,7,unique,supported_multimodal,,new_display_medoid_not_archived,e1db3136aee3813a438a,0.18796549837451332,0.14985331756130993,0.1582859240852713
extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|cluster2,C1|0|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,2,7,5,unique,supported_multimodal,,new_display_medoid_not_archived,f447db699b5c09a195ce,0.24552145172282733,0.3837863545030683,0.385827511004997
extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|cluster3,C1|0|wc2JMjhGNzB_dda6efcba51c40de8552408953719515|manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,3,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|cluster1,C1|0|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,15,10,unique,supported_multimodal,,new_display_medoid_not_archived,0b276bc0087988e64912,0.10817972695090275,0.08560696596057926,0.6471284357849524
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|cluster2,C1|0|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,2,3,1,unique,supported_multimodal,,new_display_medoid_not_archived,a8f02e5f6ff661b1a6ea,,0.11794596190355566,0.6240321963476398
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|cluster3,C1|0|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,3,2,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|cluster4,C1|0|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,4,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,cbd801dc08d6ed3f53b9,,0.6505938200436788,0.42308532155006184
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|cluster5,C1|0|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,5,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|cluster6,C1|0|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56|manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,6,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,d07650e36d67becee157,,0.6592143399504808,0.46400136719769025
extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|cluster1,C2-B|0|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|manual,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,1,16,10,unique,dominant_with_dissent,,new_display_medoid_not_archived,7b1866a3eeaa6930d596,0.23460028629895077,0.14999911750342965,0.14999911750342965
extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|cluster2,C2-B|0|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|manual,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,2,1,0,unique,dominant_with_dissent,,new_display_medoid_not_archived,,,,
extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|cluster3,C2-B|0|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|manual,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,3,1,1,unique,dominant_with_dissent,,new_display_medoid_not_archived,a7f6ca98246198df8a79,,0.38350677928093013,0.38350677928093013
extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,extended73|C2-B|manual|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|cluster4,C2-B|0|S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e|manual,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,4,1,1,unique,dominant_with_dissent,,new_display_medoid_not_archived,86fc3ae9363a9f67b104,,0.2471008604782433,0.2471008604782433
extended73|C2-B|manual|S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,extended73|C2-B|manual|S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf|cluster1,C2-B|0|S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf|manual,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,1,20,18,unique,unimodal,,new_display_medoid_not_archived,423ee74180898852b46b,0.06363728019840838,0.032663808659175286,0.032663808659175286
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|cluster1,C2-B|0|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,1,9,2,unique,supported_multimodal,,new_display_medoid_not_archived,178ede5b2fef8ba1828e,0.08378733978325925,0.08616023730610833,0.09945127456599823
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|cluster2,C2-B|0|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,2,5,4,unique,supported_multimodal,,new_display_medoid_not_archived,2e25450d5668732450c2,0.10004465582002035,0.1412582264022677,0.14780652490592983
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|cluster3,C2-B|0|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,3,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,7234128122016861cabd,,0.1552181484505285,0.16258891394008657
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|cluster4,C2-B|0|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,4,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,955fdd77aab2e02c77b7,,0.10931099565401114,0.1181365227908594
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|cluster5,C2-B|0|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,5,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,12fdc91e2fd278aac0c7,,0.34302477340338344,0.34300190190287005
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster1,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,1,6,3,unique,supported_multimodal,,new_display_medoid_not_archived,c1f355e3e5a3282d2f96,0.2569651950049514,0.7387238424384337,0.4441974616923102
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster10,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,10,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster2,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,2,3,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster3,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,3,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,5a20c53ba5d16b5d61ff,,0.9271889226721914,0.9793244902644344
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster4,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,4,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,6a2c67c582a5a000346d,,0.6850692696010269,0.5107845779136013
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster5,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,5,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster6,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,6,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,5202c07d7c7cca9f9a9c,,0.9296132539212516,0.9782503446336381
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster7,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,7,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster8,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,8,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|cluster9,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,9,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,extended73|P1|manual|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|cluster1,P1|0|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,1,24,24,unique,dominant_with_dissent,,new_display_medoid_not_archived,6c26d77b8fe5e104,0.060746949743917734,0.03208194612244741,0.03208194612244741
extended73|P1|manual|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,extended73|P1|manual|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|cluster2,P1|0|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,2,1,0,unique,dominant_with_dissent,,new_display_medoid_not_archived,,,,
extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|cluster1,P1|0|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,1,16,10,unique,supported_multimodal,,new_display_medoid_not_archived,69dd02c653b999da,0.19441316518368876,0.2666267800258566,0.21718731225391386
extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|cluster2,P1|0|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,2,8,7,unique,supported_multimodal,,new_display_medoid_not_archived,033e34e10addfeb4,0.0900223736559256,0.307399969840655,0.2621162149561309
