condition,axis,n_people,composition_a,composition_b,measure,n,groups,delta,lo,hi,group_macro
manual,Q,8,mixed_axis,random_same_panel,n_supported_modes,46,15,-0.0778985507246,-0.235855607966,0.117297254151,-0.0138047138047
manual,Q,8,mixed_axis,random_same_panel,p_early7,42,14,-0.0638888888889,-0.101292518205,-0.0120817241038,-0.0423214285714
manual,Q,8,mixed_axis,random_same_panel,p_by19,42,14,-0.0638888888889,-0.101292518205,-0.0120817241038,-0.0423214285714
manual,Q,8,mixed_axis,random_same_panel,p_tail,42,14,-0.0758465608466,-0.119942863595,-0.0335579016517,-0.0780489417989
manual,Q,8,mixed_axis,random_same_panel,late_new,42,14,0.0577976190476,-0.000264658593322,0.0947160606061,0.010220734127
manual,Q,10,lower_axis,higher_axis,point_count_disagreement,46,15,-0.0828157349896,-0.159899641577,-0.0216714766715,-0.0912337662338
manual,Q,10,lower_axis,higher_axis,singleton_mass,46,15,-0.125060386473,-0.170751848985,-0.0713796897547,-0.115810886644
manual,Q,10,lower_axis,higher_axis,within_mode_median,46,15,-0.00635326217034,-0.0110288756846,0.000188922732674,-0.00194605577155
manual,Q,10,lower_axis,higher_axis,mode_entropy,46,15,-0.522642032524,-0.673008368673,-0.307863595721,-0.426598397741
manual,Q,10,lower_axis,higher_axis,n_supported_modes,46,15,-0.0217391304348,-0.305110688343,0.34149825784,0.0267676767677
manual,Q,10,lower_axis,higher_axis,p_early7,39,13,0.268376068376,0.153842592593,0.377829457364,0.277863247863
manual,Q,10,lower_axis,higher_axis,p_by19,39,13,0.220512820513,0.139851603454,0.327054476351,0.236068376068
manual,Q,10,lower_axis,higher_axis,p_tail,39,13,0.268376068376,0.153842592593,0.377829457364,0.277863247863
manual,Q,10,lower_axis,higher_axis,late_new,39,13,-0.117094017094,-0.165594470046,-0.0644912617221,-0.111247863248
manual,Q,10,mixed_axis,lower_axis,point_count_disagreement,46,15,0.0677536231884,0.00122354497354,0.129176136364,0.0368069584736
manual,Q,10,mixed_axis,lower_axis,singleton_mass,46,15,0.0975241545894,0.0441359283812,0.1513161702,0.0652609427609
manual,Q,10,mixed_axis,lower_axis,within_mode_median,45,15,0.00604153245828,0.00202387806954,0.0112961085836,0.00417480176024
manual,Q,10,mixed_axis,lower_axis,mode_entropy,46,15,0.347497648456,0.195083877954,0.503800329462,0.300059600777
manual,Q,10,mixed_axis,lower_axis,n_supported_modes,46,15,-0.0434782608696,-0.275021551724,0.157947368421,0.0787878787879
manual,Q,10,mixed_axis,lower_axis,p_early7,41,14,-0.230894308943,-0.333353658537,-0.11491984271,-0.205753968254
manual,Q,10,mixed_axis,lower_axis,p_by19,41,14,-0.224390243902,-0.306666666667,-0.142521072797,-0.197023809524
manual,Q,10,mixed_axis,lower_axis,p_tail,41,14,-0.230894308943,-0.333353658537,-0.11491984271,-0.205753968254
manual,Q,10,mixed_axis,lower_axis,late_new,41,14,0.0964227642276,0.0533333333333,0.151829133065,0.0906507936508
manual,Q,10,mixed_axis,random_same_panel,point_count_disagreement,46,15,0.0252214170692,-0.0232142857143,0.0588627616747,-0.00709455667789
manual,Q,10,mixed_axis,random_same_panel,singleton_mass,46,15,0.0291062801932,-0.0092402485542,0.0576999605989,0.00514870931538
manual,Q,10,mixed_axis,random_same_panel,within_mode_median,45,15,0.00210629545492,-0.000324157384216,0.00499670077247,0.00187000249511
manual,Q,10,mixed_axis,random_same_panel,mode_entropy,46,15,0.0852511468656,0.00710503373624,0.188092788407,0.0711433182313
manual,Q,10,mixed_axis,random_same_panel,n_supported_modes,46,15,-0.054347826087,-0.14714555584,0.103450452804,0.0348484848485
manual,Q,10,mixed_axis,random_same_panel,p_early7,42,14,-0.107738095238,-0.170710227273,-0.0459323743386,-0.0975165343915
manual,Q,10,mixed_axis,random_same_panel,p_by19,42,14,-0.12619047619,-0.194536150314,-0.0752099483204,-0.128425925926
manual,Q,10,mixed_axis,random_same_panel,p_tail,42,14,-0.107738095238,-0.170710227273,-0.0459323743386,-0.0975165343915
manual,Q,10,mixed_axis,random_same_panel,late_new,42,14,0.039880952381,0.0189629032258,0.0658573232323,0.031703042328
manual,Q,12,lower_axis,higher_axis,point_count_disagreement,30,12,-0.0877104377104,-0.155804691839,-0.0261569322255,-0.0847011784512
manual,Q,12,lower_axis,higher_axis,singleton_mass,30,12,-0.137272727273,-0.200646563033,-0.0871403692093,-0.148558501684
manual,Q,12,lower_axis,higher_axis,within_mode_median,30,12,-0.0043968853946,-0.00980433605092,0.00316723251802,-0.00140691034021
manual,Q,12,lower_axis,higher_axis,mode_entropy,30,12,-0.489159029389,-0.679623736276,-0.252658665376,-0.443351312566
manual,Q,12,lower_axis,higher_axis,n_supported_modes,30,12,0.233333333333,-0.0870553359684,0.652215719064,0.326388888889
manual,Q,12,lower_axis,higher_axis,p_early7,26,12,0.216666666667,0.08180171278,0.333333333333,0.161203703704
manual,Q,12,lower_axis,higher_axis,p_by19,26,12,0.233333333333,0.115122189638,0.35,0.201111111111
manual,Q,12,lower_axis,higher_axis,p_tail,26,12,0.216666666667,0.078387254902,0.321369047619,0.168101851852
manual,Q,12,lower_axis,higher_axis,late_new,26,12,-0.125,-0.206129273504,-0.0553629869093,-0.135609567901
manual,Q,12,mixed_axis,lower_axis,point_count_disagreement,30,12,0.0910437710438,0.0312307807135,0.145396300669,0.0757996632997
manual,Q,12,mixed_axis,lower_axis,singleton_mass,30,12,0.127828282828,0.0835716031281,0.170676879684,0.123821548822
manual,Q,12,mixed_axis,lower_axis,within_mode_median,30,12,0.00338672119462,0.000289511521294,0.0059178116499,0.00316935437997
manual,Q,12,mixed_axis,lower_axis,mode_entropy,30,12,0.481498286372,0.288199933534,0.654296053711,0.51063805711
manual,Q,12,mixed_axis,lower_axis,n_supported_modes,30,12,-0.133333333333,-0.428571428571,0.142857142857,-0.0694444444444
manual,Q,12,mixed_axis,lower_axis,p_early7,27,12,-0.240740740741,-0.368187799043,-0.101477272727,-0.196759259259
manual,Q,12,mixed_axis,lower_axis,p_by19,27,12,-0.29012345679,-0.414818007663,-0.137325925926,-0.212268518519
manual,Q,12,mixed_axis,lower_axis,p_tail,27,12,-0.227160493827,-0.348151340996,-0.0898309178744,-0.184166666667
manual,Q,12,mixed_axis,lower_axis,late_new,27,12,0.117695473251,0.0597669191919,0.17560821256,0.118703703704
manual,Q,12,mixed_axis,random_same_panel,point_count_disagreement,30,12,0.0348400673401,-0.00591643031298,0.0683719482469,0.0210209736251
manual,Q,12,mixed_axis,random_same_panel,singleton_mass,30,12,0.0229966329966,0.00211540838277,0.0426534977383,0.0245265151515
manual,Q,12,mixed_axis,random_same_panel,within_mode_median,30,12,-0.000536584676692,-0.00502111407236,0.00310379146036,-0.000359861593339
manual,Q,12,mixed_axis,random_same_panel,mode_entropy,30,12,0.170899954453,0.0755239795156,0.265657528154,0.192067986002
manual,Q,12,mixed_axis,random_same_panel,n_supported_modes,30,12,0.102777777778,-0.0198452380952,0.206672413793,0.0746527777778
manual,Q,12,mixed_axis,random_same_panel,p_early7,28,12,-0.0927579365079,-0.154596125731,-0.0438394726248,-0.0993016975309
manual,Q,12,mixed_axis,random_same_panel,p_by19,28,12,-0.112698412698,-0.197309252275,-0.0349994855967,-0.0868634259259
manual,Q,12,mixed_axis,random_same_panel,p_tail,28,12,-0.100198412698,-0.153229702353,-0.0409697420635,-0.0966975308642
manual,Q,12,mixed_axis,random_same_panel,late_new,28,12,0.0433664021164,0.0188951822917,0.0640033664975,0.0376048096708
manual,T,4,lower_axis,higher_axis,point_count_disagreement,46,15,-0.159420289855,-0.238105500821,-0.0601805555556,-0.0890572390572
manual,T,4,lower_axis,higher_axis,singleton_mass,46,15,-0.184782608696,-0.26,-0.0999764150943,-0.140025252525
manual,T,4,lower_axis,higher_axis,within_mode_median,32,13,0.00406575675726,-0.000815763594501,0.0096342794734,0.00290036919306
manual,T,4,lower_axis,higher_axis,mode_entropy,46,15,-0.282821195746,-0.421397837772,-0.112218986013,-0.219736845035
manual,T,4,lower_axis,higher_axis,n_supported_modes,46,15,0.260869565217,0.162774984287,0.358974358974,0.212626262626
manual,T,4,lower_axis,higher_axis,p_early7,44,14,-0.0636363636364,-0.164341085271,0.0369801801802,-0.0427489177489
manual,T,4,lower_axis,higher_axis,p_by19,44,14,-0.0636363636364,-0.164341085271,0.0369801801802,-0.0427489177489
manual,T,4,lower_axis,higher_axis,p_tail,44,14,-0.0833333333333,-0.175005952381,-0.0114893824274,-0.104166666667
manual,T,4,lower_axis,higher_axis,late_new,44,14,-0.176893939394,-0.237931832695,-0.0948180076628,-0.151406926407
manual,T,4,mixed_axis,lower_axis,point_count_disagreement,46,15,0.0579710144928,-0.00617877492877,0.103042929293,-0.015404040404
manual,T,4,mixed_axis,lower_axis,singleton_mass,46,15,0.0217391304348,-0.0555555555556,0.0795514990329,-0.0246212121212
manual,T,4,mixed_axis,lower_axis,within_mode_median,40,13,-0.013036074623,-0.0156832435899,-0.00815229183215,-0.0107167771549
manual,T,4,mixed_axis,lower_axis,mode_entropy,46,15,0.0635828805132,-0.0692779695798,0.187030064765,0.00422951866553
manual,T,4,mixed_axis,lower_axis,n_supported_modes,46,15,0,-0.114285714286,0.139617940199,0.0606060606061
manual,T,4,mixed_axis,lower_axis,p_early7,45,14,0.139259259259,0.0499893162393,0.237636530843,0.139953102453
manual,T,4,mixed_axis,lower_axis,p_by19,45,14,0.139259259259,0.0499893162393,0.237636530843,0.139953102453
manual,T,4,mixed_axis,lower_axis,p_tail,45,14,0.183703703704,0.1,0.274215633423,0.217406204906
manual,T,4,mixed_axis,lower_axis,late_new,45,14,0.0377777777778,-0.0279176356589,0.0863257575758,-0.00804473304473
manual,T,4,mixed_axis,random_same_panel,point_count_disagreement,46,15,-0.0634057971014,-0.105611998065,-0.018501984127,-0.0691568462402
manual,T,4,mixed_axis,random_same_panel,singleton_mass,46,15,-0.0831823671498,-0.142667341821,-0.0236348684211,-0.100098204265
manual,T,4,mixed_axis,random_same_panel,within_mode_median,41,14,-0.0105027414651,-0.0143193271785,-0.00546117567508,-0.00730816284892
manual,T,4,mixed_axis,random_same_panel,mode_entropy,46,15,-0.0952553460714,-0.188043855689,0.016579481467,-0.0871999845531
manual,T,4,mixed_axis,random_same_panel,n_supported_modes,46,15,0.150362318841,0.0426764597191,0.286046593468,0.207365319865
manual,T,4,mixed_axis,random_same_panel,p_early7,46,15,0.0782608695652,-0.0163679423309,0.168475887346,0.0619177890011
manual,T,4,mixed_axis,random_same_panel,p_by19,46,15,0.0782608695652,-0.0163679423309,0.168475887346,0.0619177890011
manual,T,4,mixed_axis,random_same_panel,p_tail,46,15,0.0917270531401,0.0112736548108,0.173405260047,0.0993294051627
manual,T,4,mixed_axis,random_same_panel,late_new,46,15,-0.0648841677646,-0.111942388167,-0.0161891546181,-0.0851889475564
manual,T,6,lower_axis,higher_axis,point_count_disagreement,46,15,-0.113768115942,-0.202871184371,-0.0209458128079,-0.0694949494949
manual,T,6,lower_axis,higher_axis,singleton_mass,46,15,-0.081884057971,-0.159855895916,-5.0098407013e-18,-0.0377272727273
manual,T,6,lower_axis,higher_axis,within_mode_median,34,13,0.000636116232623,-0.00440313126907,0.00670969405239,0.00459728805611
manual,T,6,lower_axis,higher_axis,mode_entropy,46,15,-0.152770492604,-0.34837149568,0.0228150181451,-0.113498008963
manual,T,6,lower_axis,higher_axis,n_supported_modes,46,15,0.152173913043,-0.0769230769231,0.333333333333,0.0348484848485
manual,T,6,lower_axis,higher_axis,p_early7,43,14,0.0697674418605,-0.0956802244039,0.205956632653,0.0476406926407
manual,T,6,lower_axis,higher_axis,p_by19,43,14,0.0697674418605,-0.0956802244039,0.205956632653,0.0476406926407
manual,T,6,lower_axis,higher_axis,p_tail,43,14,-0.0116279069767,-0.159710020098,0.116673976608,-0.0481024531025
manual,T,6,lower_axis,higher_axis,late_new,43,14,-0.0674418604651,-0.121025293586,0.000280100658149,-0.0570021645022
manual,T,6,mixed_axis,lower_axis,point_count_disagreement,46,15,-0.0101449275362,-0.0518518518519,0.0130745554036,-0.0354545454545
manual,T,6,mixed_axis,lower_axis,singleton_mass,46,15,-0.0304347826087,-0.0871825396825,0.0318181818182,-0.026835016835
manual,T,6,mixed_axis,lower_axis,within_mode_median,41,14,-0.00177865695958,-0.0062463364771,0.0028343643789,-0.00222318611311
manual,T,6,mixed_axis,lower_axis,mode_entropy,46,15,-0.115722375452,-0.239185107667,0.0282879871123,-0.090346440142
manual,T,6,mixed_axis,lower_axis,n_supported_modes,46,15,-0.0217391304348,-0.156291118421,0.13561248074,-0.0116161616162
manual,T,6,mixed_axis,lower_axis,p_early7,44,14,0.0833333333333,-0.0464672459893,0.230563271605,0.0979581529582
manual,T,6,mixed_axis,lower_axis,p_by19,44,14,0.0833333333333,-0.0464672459893,0.230563271605,0.0979581529582
manual,T,6,mixed_axis,lower_axis,p_tail,44,14,0.0901515151515,-0.0154642014162,0.180894607843,0.0743903318903
manual,T,6,mixed_axis,lower_axis,late_new,44,14,-0.0305555555556,-0.101396901709,0.0327274092274,-0.0175589225589
manual,T,6,mixed_axis,random_same_panel,point_count_disagreement,46,15,-0.0573671497585,-0.0988239066194,-0.0151422778237,-0.0519921436588
manual,T,6,mixed_axis,random_same_panel,singleton_mass,46,15,-0.0391304347826,-0.0850816052227,0.0130508207071,-0.032157687991
manual,T,6,mixed_axis,random_same_panel,within_mode_median,42,14,-0.00345887160268,-0.00796855534032,0.00120975890021,-0.00233206216909
manual,T,6,mixed_axis,random_same_panel,mode_entropy,46,15,-0.121124512545,-0.21884270442,0.00515940578818,-0.109640858926
manual,T,6,mixed_axis,random_same_panel,n_supported_modes,46,15,0.0018115942029,-0.10417549435,0.10938185307,-0.0016835016835
manual,T,6,mixed_axis,random_same_panel,p_early7,45,14,0.113611111111,0.0507474140807,0.176399664751,0.120183982684
manual,T,6,mixed_axis,random_same_panel,p_by19,45,14,0.113611111111,0.0507474140807,0.176399664751,0.120183982684
manual,T,6,mixed_axis,random_same_panel,p_tail,45,14,0.0717901234568,-0.0010620210728,0.122811149691,0.0458303270803
manual,T,6,mixed_axis,random_same_panel,late_new,45,14,-0.0500867136978,-0.0989191229226,0.0081048092227,-0.0385757136749
manual,T,8,lower_axis,higher_axis,point_count_disagreement,46,15,-0.0879917184265,-0.149880952381,-0.019414160401,-0.0622294372294
manual,T,8,lower_axis,higher_axis,singleton_mass,46,15,-0.0574534161491,-0.11481467587,-0.00583351480836,-0.0496572871573
manual,T,8,lower_axis,higher_axis,within_mode_median,43,15,-0.00608110008782,-0.0114092515309,0.00201195111611,-0.00156549604367
manual,T,8,lower_axis,higher_axis,mode_entropy,46,15,-0.138847759347,-0.306967054742,0.0153372962306,-0.1581607357
manual,T,8,lower_axis,higher_axis,n_supported_modes,46,15,0.108695652174,-0.0385416666667,0.254912390488,0.0171717171717
manual,T,8,lower_axis,higher_axis,p_early7,41,13,0.0235772357724,-0.155864683083,0.186673913043,0.02337995338
manual,T,8,lower_axis,higher_axis,p_by19,41,13,0.0235772357724,-0.155864683083,0.186673913043,0.02337995338
manual,T,8,lower_axis,higher_axis,p_tail,41,13,0.0178861788618,-0.151226903178,0.173342105263,0.0107614607615
manual,T,8,lower_axis,higher_axis,late_new,41,13,-0.0867886178862,-0.129525510204,-0.0501658163265,-0.103942307692
manual,T,8,mixed_axis,lower_axis,point_count_disagreement,46,15,0.0406314699793,0.00144153327293,0.0690963547581,0.0310786435786
manual,T,8,mixed_axis,lower_axis,singleton_mass,46,15,0.0430900621118,0.0094844043703,0.0769564909297,0.0411886724387
manual,T,8,mixed_axis,lower_axis,within_mode_median,44,14,0.00272311648016,-0.00141686404046,0.0069325085835,0.00140533689166
manual,T,8,mixed_axis,lower_axis,mode_entropy,46,15,0.116953343686,0.0470676541955,0.209827819422,0.175829689175
manual,T,8,mixed_axis,lower_axis,n_supported_modes,46,15,-0.0652173913043,-0.211553030303,0.133378378378,0.0651515151515
manual,T,8,mixed_axis,lower_axis,p_early7,42,14,-0.0722222222222,-0.163665824916,0.00689655172414,-0.0716017316017
manual,T,8,mixed_axis,lower_axis,p_by19,42,14,-0.0722222222222,-0.163665824916,0.00689655172414,-0.0716017316017
manual,T,8,mixed_axis,lower_axis,p_tail,42,14,-0.068253968254,-0.166666666667,0.000833333333333,-0.104069264069
manual,T,8,mixed_axis,lower_axis,late_new,42,14,0.0448412698413,0.0209523809524,0.077462622549,0.0523124098124
manual,T,8,mixed_axis,random_same_panel,point_count_disagreement,46,15,-0.0136085231194,-0.041258504961,0.0159763961479,-0.00396725188392
manual,T,8,mixed_axis,random_same_panel,singleton_mass,46,15,0.0339673913043,0.00441567732862,0.0640016233766,0.0404619107744
manual,T,8,mixed_axis,random_same_panel,within_mode_median,44,14,0.000393069351365,-0.00332786942639,0.00528543730223,0.000711163638821
manual,T,8,mixed_axis,random_same_panel,mode_entropy,46,15,0.0721122853652,0.0116050554531,0.136657727968,0.0833993404394
manual,T,8,mixed_axis,random_same_panel,n_supported_modes,46,15,-0.0869565217391,-0.216320921986,0.0659752155172,-0.0826599326599
manual,T,8,mixed_axis,random_same_panel,p_early7,44,14,-0.0761363636364,-0.142476851852,-0.0060161163522,-0.0552534271284
manual,T,8,mixed_axis,random_same_panel,p_by19,44,14,-0.0761363636364,-0.142476851852,-0.0060161163522,-0.0552534271284
manual,T,8,mixed_axis,random_same_panel,p_tail,44,14,-0.0668560606061,-0.125111894587,-0.0198863636364,-0.0781941438191
manual,T,8,mixed_axis,random_same_panel,late_new,44,14,0.00447035971184,-0.0169535260045,0.0236796727734,0.00971031889187
manual,T,10,lower_axis,higher_axis,point_count_disagreement,46,15,-0.0756728778468,-0.119386313005,-0.01825,-0.0503944203944
manual,T,10,lower_axis,higher_axis,singleton_mass,46,15,-0.0678140096618,-0.111364043662,-0.0229357668364,-0.0649635241302
manual,T,10,lower_axis,higher_axis,within_mode_median,44,15,-0.00282197427606,-0.0071273533561,0.00337774011077,-0.000346764173221
manual,T,10,lower_axis,higher_axis,mode_entropy,46,15,-0.181281052716,-0.310044487599,-0.0267794371775,-0.167881739554
manual,T,10,lower_axis,higher_axis,n_supported_modes,46,15,0.130434782609,-0.0454809725159,0.363636363636,0.122727272727
