condition,axis,n_people,composition_a,composition_b,measure,n,groups,delta,lo,hi,group_macro
semi,T,8,mixed_axis,lower_axis,p_by19,16,9,0.166666666667,-0.0100277777778,0.319444444444,0.135185185185
semi,T,8,mixed_axis,lower_axis,p_tail,16,9,0.1125,0,0.310256410256,0.133333333333
semi,T,8,mixed_axis,lower_axis,late_new,16,9,0.0119791666667,-0.0472222222222,0.0861160714286,0.0164351851852
semi,T,8,mixed_axis,random_same_panel,point_count_disagreement,18,10,0.0334545855379,-0.00445205636018,0.0941140518707,0.0523561507937
semi,T,8,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0591931216931,-0.102678571429,-0.0322420634921,-0.0700892857143
semi,T,8,mixed_axis,random_same_panel,within_mode_median,18,10,-0.000734925689184,-0.00600150579101,0.00278297116533,-0.0016302382276
semi,T,8,mixed_axis,random_same_panel,mode_entropy,18,10,-0.126339428909,-0.22046358316,0.00221892526253,-0.108885847724
semi,T,8,mixed_axis,random_same_panel,n_supported_modes,18,10,0.125,0.00832341269841,0.361111111111,0.207083333333
semi,T,8,mixed_axis,random_same_panel,p_early7,17,9,0.205718954248,0.0613631102694,0.293068910256,0.167854938272
semi,T,8,mixed_axis,random_same_panel,p_by19,17,9,0.205718954248,0.0613631102694,0.293068910256,0.167854938272
semi,T,8,mixed_axis,random_same_panel,p_tail,17,9,0.0964052287582,-0.0361342592593,0.175350796569,0.0528240740741
semi,T,8,mixed_axis,random_same_panel,late_new,17,9,-0.0194035947712,-0.0484964483479,0.0162525252525,-0.0163194444444
