image_id,building,condition,n,n_observed,half_k,mean_medoid_reference_error_half,mean_medoid_reference_error_full,reference_delta,new_modes_late,late_support_promotions,half_TV,within_geometry_half,within_geometry_full
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,24,12,0.129683788928,0.0547087592851,-0.0749750296429,0.469166666667,0.235833333333,0.334166666667,0.063309780634,0.0871762142653
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,24,12,0.0356898999789,0.0343489951952,-0.0013409047837,0.1775,0.114166666667,0.183333333333,0.0432592893213,0.0539616819327
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,5,5,3,0.0415439561757,0.0403162681477,-0.001227688028,0.235,0,0.164666666667,0.0363535955799,0.038521104419
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,6,6,3,0.312548955169,0.282152913613,-0.030396041556,0.103333333333,0.736666666667,0.206666666667,0.0633866744729,0.0819055444125
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,6,6,3,0.0521390504716,0.0661691884821,0.0140301380105,0,0,0,0.0497802446872,0.051944120064
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,24,12,0.0158796825801,0.0156893378702,-0.0001903447099,0.00833333333333,0.0966666666667,0.09,0.0347889188731,0.0542998339207
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,6,6,3,0.266652026659,0.289960984475,0.023308957816,0.0833333333333,0.333333333333,0.146666666667,0.0348246023578,0.0588937468657
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,24,12,0.0116815176847,0.0116768415855,-4.6760992e-06,0,0.0541666666667,0.0641666666667,0.0337815217811,0.0440337513875
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,24,12,0.0469192730337,0.0475732037857,0.000653930752,0.0358333333333,0.0566666666667,0.0945833333333,0.0437828799667,0.0673255003112
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,6,6,3,0.14532710102,0.167477031597,0.022149930577,0.22,0.0566666666667,0.24,0.0583784402525,0.0595328500214
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,24,12,0.121619595189,0.148729847106,0.027110251917,0.184166666667,0.0841666666667,0.24375,0.0741951316541,0.06262602388
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,24,12,0.0139701269754,0.0138250148125,-0.0001451121629,0.02,0.0966666666667,0.0858333333333,0.0496529998733,0.0578821927137
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,24,12,0.0331036559,0.0425454996178,0.0094418437178,0.134545454545,0.0390909090909,0.125760869565,0.041122027099,0.041349199694
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,4,4,2,0.0795808913929,0.0583603667457,-0.0212205246472,0.285,0.375,0.3275,0.0609947464975,0.057024089161
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,6,6,3,0.133442943954,0.139338528478,0.005895584524,0,0.333333333333,0.196666666667,0.0681621420666,0.0648221226155
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,4,4,2,,,,0.355,0.335,0.33,0.0784122881281,0.0597262849979
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,4,4,2,0.090703347883,0.132153234282,0.041449886399,0.165,0.835,0.165,0.0608289177038,0.0637867206435
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,4,4,2,0.072024578355,0.0712982159927,-0.0007263623623,0.595,0.405,0.345,0.0362415159279,0.0362415159279
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,6,6,3,,,,0,0,0,0.0191516537047,0.0189958136136
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,5,5,3,0.0119968644302,0.0117065323169,-0.0002903321133,0,0,0,0.0130834923161,0.0126505084587
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,20,10,,,,0.566666666667,0.262222222222,0.367368421053,0.0729502274809,0.0909819441009
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,6,6,3,0.144541794506,0.00979974175945,-0.134742052747,1,0,0.5,,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,5,5,3,0.0403976258891,0.0239613742152,-0.0164362516739,0.025,0,0.160666666667,0.0478931821842,0.0504209503578
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,4,4,2,0.169753507486,0.12344824731,-0.046305260176,1,0,0.5,,
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,24,12,0.0206283130109,0.0225415468232,0.0019132338123,0,0,0,0.0341202337226,0.0336899296955
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,5,5,3,0.11209446968,0.0576220531772,-0.0544724165028,0.38,0.16,0.237333333333,0.0570331513659,0.0566005613784
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,5,5,3,0.155489717567,0.154644628813,-0.000845088754,0,0,0,0.0479783822608,0.0366647143508
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,6,6,3,0.0961328276366,0.0916886413404,-0.0044441862962,0,0,0,0.0430450214707,0.0410235926583
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,4,4,2,0.0980568112861,0.0843574227601,-0.013699388526,0.26,0.24,0.25,0.0591410634313,0.056516606274
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,24,12,0.230202658931,0.245318819334,0.015116160403,0.508333333333,0.25,0.364583333333,0.0832913641751,0.0922206821194
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,24,24,12,0.0546363274706,0.0546363274706,0,0.0241666666667,0.1375,0.104166666667,0.0312432824327,0.0644747480192
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,5,5,3,0.0720620600682,0.0601525142362,-0.011909545832,0.195,0,0.159333333333,0.0601915645047,0.0548308668382
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,24,24,12,0.0218565322779,0.0190204915345,-0.0028360407434,0,0.0666666666667,0.0391666666667,0.0496811532654,0.089670517843
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,6,6,3,0.345544613401,0.330614692654,-0.014929920747,0.15,0,0.166666666667,0.0652251923634,0.0689807813785
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,5,5,3,0.230654031564,0.232745331979,0.002091300415,0.165,0,0.155333333333,0.0211246963216,0.0210876417382
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,5,5,3,0.157003994571,0.0529857647719,-0.104018229799,1,0,0.4,,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,24,24,12,0.0423296881196,0.0661571541673,0.0238274660477,0.0758333333333,0.035,0.129166666667,0.0517263659812,0.0589348709902
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,5,5,3,0.0737892615895,0.0743367318972,0.0005474703077,0.17,0,0.156,0.0391610218598,0.0396132353585
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,23,23,12,0.0104341354828,0.0129250616946,0.0024909262118,0.02,0.0690909090909,0.0402173913043,0.0270647406511,0.0432772986405
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,5,5,3,0.0869997889743,0.0489971454327,-0.0380026435416,0.28,0.72,0.230666666667,0.0689065641553,0.069048027704
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,24,24,12,0.140335312378,0.14047755643,0.000142244052,0.330833333333,0.0933333333333,0.24875,0.0613984057126,0.0717836868317
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,24,24,12,0.046111354481,0.0492786803446,0.0031673258636,0.0441666666667,0.0475,0.0754166666667,0.0314318752612,0.0277776000102
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,5,5,3,0.0393391050831,0.0367360334154,-0.0026030716677,0,0,0,0.0391315146541,0.0258667891908
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,23,23,12,0.0162387070225,0,-0.0162387070225,0.0390909090909,0.0536363636364,0.0938043478261,0.054489012629,0.0536617661928
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,6,6,3,0.0625869447643,0.0896707536686,0.0270838089043,0.26,0.413333333333,0.276666666667,0.0161676022682,0.0286026287575
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,22,24,11,0.0961826843079,0.0995636437654,0.0033809594575,0.279090909091,0.0854545454545,0.248181818182,0.0424794842102,0.0341478726541
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,24,24,12,0.0139465006968,0.0129078898429,-0.0010386108539,0.0233333333333,0.0625,0.0441666666667,0.043685961358,0.0591996017842
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,22,24,11,0.272002497473,0.275317799137,0.003315301664,0.73,0.00545454545455,0.4,0.0607394931292,0.0561143833346
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,24,24,12,0.0550568910968,0.0398472481906,-0.0152096429062,0.0816666666667,0.125833333333,0.191666666667,0.0689123865646,0.0474004164585
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,23,23,12,0.110089096154,0.104528309974,-0.00556078618,0.0390909090909,0.160909090909,0.0951449275362,0.047878975883,0.0963128855836
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,24,24,12,0.169286334563,0.133663825616,-0.035622508947,0.418333333333,0.223333333333,0.31125,0.0662948696656,0.067340082205
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,23,12,0.0609294465774,0.0068398151744,-0.054089631403,0.409090909091,0.342727272727,0.301376811594,0.0868215275547,0.095935478153
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,5,5,3,0.0726089726967,0.073419525066,0.0008105523693,0.445,0.095,0.228666666667,0.0475159351982,0.0726186934161
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,5,5,3,0.228398089103,0.0941846020901,-0.134213487013,0.63,0.37,0.318666666667,0.0627485123536,0.0627485123536
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,5,5,3,0.199312113547,0.167745923575,-0.031566189972,0.295,0.705,0.238666666667,0.043053779272,0.0688188096166
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,6,6,3,0.198122406998,0.264607963256,0.066485556258,0.0333333333333,0.333333333333,0.2,0.0301404082174,0.0395532464483
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,semi,4,4,2,0.051322013458,0,-0.051322013458,0.59,0.41,0.33,0.00701130918398,0.00701130918398
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,5,5,3,0.080744650457,0.0677653206418,-0.0129793298152,0.175,0,0.156666666667,0.0333354244036,0.0312724166825
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,4,4,2,0,0,0,0.245,0.255,0.25,0,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,5,5,3,0.0445325576274,0.0346223967464,-0.009910160881,0.255,0,0.167333333333,0.0349677750791,0.0381594092811
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,5,5,3,0.0210986395364,0.0239632408538,0.0028646013174,0.175,0,0.156666666667,0.0359299825441,0.0305659695118
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,23,12,0.0954570824391,0.116659111868,0.0212020294289,0.0718181818182,0.116363636364,0.182282608696,0.0527220075853,0.0538553302245
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,24,12,0.069847747068,0.0903326813232,0.0204849342552,0.140909090909,0.168181818182,0.240942028986,0.075167718123,0.0889323234791
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,23,12,0.110829959574,0.0110105734984,-0.0998193860756,0.152727272727,0.13,0.222137681159,0.0733217219486,0.0808143454295
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,6,6,3,0.277930697144,0.277320931217,-0.000609765927,0.366666666667,0.0566666666667,0.24,0.0210610634438,0.0199225041672
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,6,6,3,0.119993709616,0.116573657482,-0.003420052134,0,0,0,0.0216086311631,0.0201068604403
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,4,4,2,0.0679716109766,0.122206140559,0.0542345295824,0.54,0.46,0.315,0.0581749247813,0.0581749247813
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,24,12,0.0208592422082,0.0200585895025,-0.0008006527057,0.1275,0.0725,0.112083333333,0.0266497703718,0.0798762161183
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,23,12,0.0852084740591,0,-0.0852084740591,0.170909090909,0.152727272727,0.270833333333,0.0751702850105,0.0772493444338
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,24,12,0.044341360931,0.0404561470501,-0.0038852138809,0.0858333333333,0.0458333333333,0.100833333333,0.0498053404212,0.0420464184687
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,24,12,0.109280177458,0.103109561174,-0.006170616284,0.154166666667,0.108333333333,0.175416666667,0.0541536752998,0.0514452709057
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,5,5,3,0.196238403096,0.210465587356,0.01422718426,0.635,0.365,0.314666666667,0.0572893267935,0.0572893267935
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,5,5,3,0.291334920859,0.288411108553,-0.002923812306,0.19,0,0.158666666667,0.0297249579893,0.0290902680518
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,5,5,3,0.120299235651,0.12044827731,0.000149041659,0.2,0,0.16,0.0405949845525,0.0358869478805
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,5,5,3,0.0440093323397,0,-0.0440093323397,0.175,0.045,0.236666666667,0.0667912346836,0.0565756862501
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,manual,5,5,3,0.148505619826,0.159062366993,0.010556747167,1,0,0.4,,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,semi,4,4,2,0.134510097934,0.143987333421,0.009477235487,0.61,0.39,0.34,0.0301945194671,0.0301945194671
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,24,12,0.028277254568,0.0234576014435,-0.0048196531245,0.0383333333333,0.0383333333333,0.085,0.0597630345736,0.0785714699963
