feature,stratum,excluded,reason,n_test,result_file
semantic__main_keywords,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/semantic__main_keywords.failures.csv
semantic__main_keywords,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/semantic__main_keywords.failures.csv
semantic__main_keywords,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/semantic__main_keywords.failures.csv
semantic__main_keywords,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/semantic__main_keywords.failures.csv
semantic__main_keywords,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/semantic__main_keywords.failures.csv
semantic__main_keywords,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/semantic__main_keywords.failures.csv
dinov3__block6__faces_local16,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
dinov3__block6__faces_local16,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
dinov3__block6__faces_local16,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
dinov3__block6__faces_local16,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
dinov3__block6__faces_local16,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
dinov3__block6__faces_local16,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
dinov3__block6__faces_local16,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block6__faces_local16.failures.csv
feedback__between_models,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/feedback__between_models.failures.csv
feedback__between_models,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/feedback__between_models.failures.csv
feedback__between_models,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/feedback__between_models.failures.csv
feedback__between_models,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/feedback__between_models.failures.csv
feedback__between_models,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/feedback__between_models.failures.csv
feedback__between_models,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/feedback__between_models.failures.csv
feedback__between_models,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/feedback__between_models.failures.csv
da3__layer9__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer9__faces_concat.failures.csv
da3__layer9__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer9__faces_concat.failures.csv
da3__layer9__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer9__faces_concat.failures.csv
da3__layer9__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer9__faces_concat.failures.csv
da3__layer9__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer9__faces_concat.failures.csv
da3__layer9__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer9__faces_concat.failures.csv
da3__layer9__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer9__faces_concat.failures.csv
feedback__bi_scope,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__bi_scope,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__bi_scope,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__bi_scope,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__bi_scope,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__bi_scope,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__bi_scope,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/feedback__bi_scope.failures.csv
feedback__all,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/feedback__all.failures.csv
feedback__all,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/feedback__all.failures.csv
feedback__all,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/feedback__all.failures.csv
feedback__all,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/feedback__all.failures.csv
feedback__all,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/feedback__all.failures.csv
feedback__all,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/feedback__all.failures.csv
feedback__all,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/feedback__all.failures.csv
semantic__traits,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/semantic__traits.failures.csv
semantic__traits,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/semantic__traits.failures.csv
semantic__traits,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/semantic__traits.failures.csv
semantic__traits,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/semantic__traits.failures.csv
semantic__traits,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/semantic__traits.failures.csv
semantic__traits,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/semantic__traits.failures.csv
semantic__traits,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/semantic__traits.failures.csv
dinov3__cls__panorama,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__cls__panorama.failures.csv
dinov3__cls__panorama,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__cls__panorama.failures.csv
dinov3__cls__panorama,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__cls__panorama.failures.csv
dinov3__cls__panorama,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__cls__panorama.failures.csv
dinov3__cls__panorama,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__cls__panorama.failures.csv
dinov3__cls__panorama,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__cls__panorama.failures.csv
dinov3__cls__panorama,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__cls__panorama.failures.csv
da3__layer5__faces_concat,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/da3__layer5__faces_concat.failures.csv
da3__layer5__faces_concat,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/da3__layer5__faces_concat.failures.csv
da3__layer5__faces_concat,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/da3__layer5__faces_concat.failures.csv
da3__layer5__faces_concat,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/da3__layer5__faces_concat.failures.csv
da3__layer5__faces_concat,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/da3__layer5__faces_concat.failures.csv
da3__layer5__faces_concat,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/da3__layer5__faces_concat.failures.csv
da3__layer5__faces_concat,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/da3__layer5__faces_concat.failures.csv
dinov3__block3__faces_global,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_coarse/dinov3__block3__faces_global.failures.csv
dinov3__block3__faces_global,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_global.failures.csv
dinov3__block3__faces_global,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_coarse/dinov3__block3__faces_global.failures.csv
dinov3__block3__faces_global,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4,cv/within_coarse/dinov3__block3__faces_global.failures.csv
dinov3__block3__faces_global,无法判断,wc2JMjhGNzB,no_training_in_stratum,1,cv/within_coarse/dinov3__block3__faces_global.failures.csv
dinov3__block3__faces_global,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17,cv/within_coarse/dinov3__block3__faces_global.failures.csv
dinov3__block3__faces_global,通行与连接,B6ByNegPMKs,no_training_in_stratum,3,cv/within_coarse/dinov3__block3__faces_global.failures.csv
da3__layer7__faces_global,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/da3__layer7__faces_global.failures.csv
da3__layer7__faces_global,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/da3__layer7__faces_global.failures.csv
da3__layer7__faces_global,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/da3__layer7__faces_global.failures.csv
da3__layer7__faces_global,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/da3__layer7__faces_global.failures.csv
da3__layer7__faces_global,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/da3__layer7__faces_global.failures.csv
da3__layer7__faces_global,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/da3__layer7__faces_global.failures.csv
da3__layer9__faces_local16,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/da3__layer9__faces_local16.failures.csv
da3__layer9__faces_local16,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/da3__layer9__faces_local16.failures.csv
da3__layer9__faces_local16,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/da3__layer9__faces_local16.failures.csv
da3__layer9__faces_local16,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/da3__layer9__faces_local16.failures.csv
da3__layer9__faces_local16,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/da3__layer9__faces_local16.failures.csv
da3__layer9__faces_local16,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/da3__layer9__faces_local16.failures.csv
dinov3__block11__faces_local16,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block11__faces_local16.failures.csv
dinov3__block11__faces_local16,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block11__faces_local16.failures.csv
dinov3__block11__faces_local16,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block11__faces_local16.failures.csv
dinov3__block11__faces_local16,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block11__faces_local16.failures.csv
dinov3__block11__faces_local16,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block11__faces_local16.failures.csv
dinov3__block11__faces_local16,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block11__faces_local16.failures.csv
dinov3__block6__faces_local96,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block6__faces_local96.failures.csv
dinov3__block6__faces_local96,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block6__faces_local96.failures.csv
dinov3__block6__faces_local96,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block6__faces_local96.failures.csv
dinov3__block6__faces_local96,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block6__faces_local96.failures.csv
dinov3__block6__faces_local96,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block6__faces_local96.failures.csv
dinov3__block6__faces_local96,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block6__faces_local96.failures.csv
bilayout__fg_extended__regions,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/bilayout__fg_extended__regions.failures.csv
bilayout__fg_extended__regions,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/bilayout__fg_extended__regions.failures.csv
bilayout__fg_extended__regions,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/bilayout__fg_extended__regions.failures.csv
bilayout__fg_extended__regions,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/bilayout__fg_extended__regions.failures.csv
bilayout__fg_extended__regions,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/bilayout__fg_extended__regions.failures.csv
bilayout__fg_extended__regions,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/bilayout__fg_extended__regions.failures.csv
dinov3__block11__faces_concat,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block11__faces_concat.failures.csv
dinov3__block11__faces_concat,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block11__faces_concat.failures.csv
dinov3__block11__faces_concat,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block11__faces_concat.failures.csv
dinov3__block11__faces_concat,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block11__faces_concat.failures.csv
dinov3__block11__faces_concat,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block11__faces_concat.failures.csv
dinov3__block11__faces_concat,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block11__faces_concat.failures.csv
dinov3__block6__panorama_global,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block6__panorama_global.failures.csv
dinov3__block6__panorama_global,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block6__panorama_global.failures.csv
dinov3__block6__panorama_global,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block6__panorama_global.failures.csv
dinov3__block6__panorama_global,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block6__panorama_global.failures.csv
dinov3__block6__panorama_global,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block6__panorama_global.failures.csv
dinov3__block6__panorama_global,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block6__panorama_global.failures.csv
da3__layer5__faces_local96,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/da3__layer5__faces_local96.failures.csv
da3__layer5__faces_local96,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/da3__layer5__faces_local96.failures.csv
da3__layer5__faces_local96,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/da3__layer5__faces_local96.failures.csv
da3__layer5__faces_local96,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/da3__layer5__faces_local96.failures.csv
da3__layer5__faces_local96,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/da3__layer5__faces_local96.failures.csv
da3__layer5__faces_local96,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/da3__layer5__faces_local96.failures.csv
dinov3__block12__panorama_mean,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block12__panorama_mean.failures.csv
dinov3__block12__panorama_mean,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block12__panorama_mean.failures.csv
dinov3__block12__panorama_mean,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block12__panorama_mean.failures.csv
dinov3__block12__panorama_mean,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block12__panorama_mean.failures.csv
dinov3__block12__panorama_mean,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block12__panorama_mean.failures.csv
dinov3__block12__panorama_mean,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block12__panorama_mean.failures.csv
hohonet__encoder_stage2__regions,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/hohonet__encoder_stage2__regions.failures.csv
hohonet__encoder_stage2__regions,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/hohonet__encoder_stage2__regions.failures.csv
hohonet__encoder_stage2__regions,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/hohonet__encoder_stage2__regions.failures.csv
hohonet__encoder_stage2__regions,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/hohonet__encoder_stage2__regions.failures.csv
hohonet__encoder_stage2__regions,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/hohonet__encoder_stage2__regions.failures.csv
hohonet__encoder_stage2__regions,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/hohonet__encoder_stage2__regions.failures.csv
hohonet__shared__regions,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/hohonet__shared__regions.failures.csv
hohonet__shared__regions,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/hohonet__shared__regions.failures.csv
hohonet__shared__regions,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/hohonet__shared__regions.failures.csv
hohonet__shared__regions,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/hohonet__shared__regions.failures.csv
hohonet__shared__regions,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/hohonet__shared__regions.failures.csv
hohonet__shared__regions,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/hohonet__shared__regions.failures.csv
dinov3__block6__panorama_local16,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block6__panorama_local16.failures.csv
dinov3__block6__panorama_local16,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block6__panorama_local16.failures.csv
dinov3__block6__panorama_local16,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block6__panorama_local16.failures.csv
dinov3__block6__panorama_local16,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block6__panorama_local16.failures.csv
dinov3__block6__panorama_local16,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block6__panorama_local16.failures.csv
dinov3__block6__panorama_local16,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block6__panorama_local16.failures.csv
dinov3__block9__panorama_global,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block9__panorama_global.failures.csv
dinov3__block9__panorama_global,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block9__panorama_global.failures.csv
dinov3__block9__panorama_global,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block9__panorama_global.failures.csv
dinov3__block9__panorama_global,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block9__panorama_global.failures.csv
dinov3__block9__panorama_global,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block9__panorama_global.failures.csv
dinov3__block9__panorama_global,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block9__panorama_global.failures.csv
dinov3__cls__faces_concat,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__cls__faces_concat.failures.csv
dinov3__cls__faces_concat,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__cls__faces_concat.failures.csv
dinov3__cls__faces_concat,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__cls__faces_concat.failures.csv
dinov3__cls__faces_concat,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__cls__faces_concat.failures.csv
dinov3__cls__faces_concat,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__cls__faces_concat.failures.csv
dinov3__cls__faces_concat,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__cls__faces_concat.failures.csv
hohonet__encoder_stage4__global,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/hohonet__encoder_stage4__global.failures.csv
hohonet__encoder_stage4__global,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/hohonet__encoder_stage4__global.failures.csv
hohonet__encoder_stage4__global,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/hohonet__encoder_stage4__global.failures.csv
hohonet__encoder_stage4__global,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/hohonet__encoder_stage4__global.failures.csv
hohonet__encoder_stage4__global,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/hohonet__encoder_stage4__global.failures.csv
hohonet__encoder_stage4__global,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/hohonet__encoder_stage4__global.failures.csv
dinov3__block12__panorama_local16,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block12__panorama_local16.failures.csv
dinov3__block12__panorama_local16,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block12__panorama_local16.failures.csv
dinov3__block12__panorama_local16,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block12__panorama_local16.failures.csv
dinov3__block12__panorama_local16,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block12__panorama_local16.failures.csv
dinov3__block12__panorama_local16,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block12__panorama_local16.failures.csv
dinov3__block12__panorama_local16,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block12__panorama_local16.failures.csv
semantic__traits_recheck,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/semantic__traits_recheck.failures.csv
semantic__traits_recheck,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/semantic__traits_recheck.failures.csv
semantic__traits_recheck,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/semantic__traits_recheck.failures.csv
semantic__traits_recheck,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/semantic__traits_recheck.failures.csv
semantic__traits_recheck,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/semantic__traits_recheck.failures.csv
semantic__traits_recheck,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/semantic__traits_recheck.failures.csv
dinov3__block11__panorama_mean,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/dinov3__block11__panorama_mean.failures.csv
dinov3__block11__panorama_mean,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/dinov3__block11__panorama_mean.failures.csv
dinov3__block11__panorama_mean,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/dinov3__block11__panorama_mean.failures.csv
dinov3__block11__panorama_mean,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/dinov3__block11__panorama_mean.failures.csv
dinov3__block11__panorama_mean,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/dinov3__block11__panorama_mean.failures.csv
dinov3__block11__panorama_mean,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/dinov3__block11__panorama_mean.failures.csv
ulayout__compressed__global,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/ulayout__compressed__global.failures.csv
ulayout__compressed__global,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/ulayout__compressed__global.failures.csv
ulayout__compressed__global,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/ulayout__compressed__global.failures.csv
ulayout__compressed__global,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/ulayout__compressed__global.failures.csv
ulayout__compressed__global,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/ulayout__compressed__global.failures.csv
ulayout__compressed__global,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/ulayout__compressed__global.failures.csv
hohonet__refined__regions,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/hohonet__refined__regions.failures.csv
hohonet__refined__regions,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/hohonet__refined__regions.failures.csv
hohonet__refined__regions,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/hohonet__refined__regions.failures.csv
hohonet__refined__regions,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/hohonet__refined__regions.failures.csv
hohonet__refined__regions,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/hohonet__refined__regions.failures.csv
hohonet__refined__regions,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/hohonet__refined__regions.failures.csv
semantic__coarse,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/semantic__coarse.failures.csv
semantic__coarse,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/semantic__coarse.failures.csv
semantic__coarse,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/semantic__coarse.failures.csv
semantic__coarse,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/semantic__coarse.failures.csv
semantic__coarse,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/semantic__coarse.failures.csv
semantic__coarse,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/semantic__coarse.failures.csv
semantic__main_text,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/semantic__main_text.failures.csv
semantic__main_text,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/semantic__main_text.failures.csv
semantic__main_text,empty,wc2JMjhGNzB,no_training_in_stratum,4,cv/within_main/semantic__main_text.failures.csv
semantic__main_text,kitchen,2t7WUuJeko7,no_training_in_stratum,5,cv/within_main/semantic__main_text.failures.csv
semantic__main_text,storage,uNb9QFRL6hY,no_training_in_stratum,2,cv/within_main/semantic__main_text.failures.csv
semantic__main_text,work,uNb9QFRL6hY,no_training_in_stratum,7,cv/within_main/semantic__main_text.failures.csv
da3__layer5__faces_local16,circulation,B6ByNegPMKs,no_training_in_stratum,3,cv/within_main/da3__layer5__faces_local16.failures.csv
da3__layer5__faces_local16,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8,cv/within_main/da3__layer5__faces_local16.failures.csv
