estimand_scope,fold,base_task_id,building_id,condition,policy,replicate_support,order_signature_support,candidate_permutation_n,stop_at_3_probability,incremental_stop_at_4_probability,reach5_probability,cap_resolved_probability,historical_counterfactual_support_shortfall_probability,unresolved_probability,policy_failure_probability,autonomous_non_delivery_probability,expert_escalation_probability,status_probability_fixed_k5,mean_historical_candidates_examined,mean_frozen_geometry_submissions_used,mean_raw_structural_failure_attempts,mean_repair_required_attempts,mean_current_normalizer_invalid_attempts,mean_formal_replacement_candidates_used,mean_frozen_geometry_submission_savings_vs_f0,mean_historical_candidates_examined_savings_vs_f0,mean_public_gt_quality,mean_reference_evaluable_autonomous_delivery_quality,mean_paired_complete_case_quality_delta_vs_f0,mean_reference_evaluable_autonomous_delivery_mitt_delta_vs_f0,instability_probability,corner_count_change_probability,mean_continuous_geometry_delta_vs_f0,selected_structural_invalidity_probability,selected_repair_probability,selected_current_normalizer_evaluable_probability,selected_formal_replacement_probability,selected_output_probability,supported_multimodality_probability,selected_output_replicate_support,raw_attempt_replicate_support,paid_valid_replicate_support,complete_case_quality_replicate_support,reference_evaluable_autonomous_delivery_replicate_support,paired_cost_replicate_support,paired_complete_case_quality_replicate_support,paired_reference_evaluable_autonomous_delivery_replicate_support,paired_instability_replicate_support,paired_corner_count_replicate_support,paired_geometry_delta_replicate_support,selected_structural_invalidity_replicate_support,autonomous_non_delivery_replicate_support,expert_escalation_replicate_support,paired_rows_status,status
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,,,0.7930797007035699,0.7930797007035699,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.304,0.31,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.082,4.082,0.688,0.688,0.0,0.0,0.918,0.918,0.7930797007035699,0.7930797007035699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-0.7930797007035699,,,,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9275011705946621,0.9275011705946621,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9189007658827195,0.9189007658827195,-0.00860040471194256,-0.00860040471194256,0.703,0.0,0.004012443686204729,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,M1,1000,120,5,0.397,0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.603,3.603,0.0,0.0,0.0,0.0,1.397,1.397,0.9289348263472924,0.9289348263472924,0.0014336557526303704,0.0014336557526303704,0.257,0.0,0.0013745788705053384,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.8803978622560973,0.8803978622560973,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.697,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.303,3.303,0.0,0.0,0.0,0.0,1.697,1.697,0.8411080239419656,0.8411080239419656,-0.03928983831413164,-0.03928983831413164,0.309,0.0,0.023854853211464924,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.8803978622560973,,,,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,,,0.7486244865795915,0.7486244865795915,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.318,0.278,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.086,4.086,0.0,0.0,0.0,0.706,0.914,0.914,0.7486244865795915,0.7486244865795915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,-0.7486244865795915,,,,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9367882855749649,0.9367882855749649,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.289,0.301,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.121,4.121,0.0,0.0,0.0,0.0,0.879,0.879,0.9367882855749649,0.9367882855749649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.9367882855749649,,,,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9753253732738276,0.9753253732738276,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.972001831670193,0.972001831670193,-0.00332354160363461,-0.00332354160363461,0.605,0.0,0.0032013316799902056,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.972001831670193,0.972001831670193,-0.00332354160363461,-0.00332354160363461,0.605,0.0,0.0032013316799902056,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.02,0.02,0.02,0.0,0.98,5.0,5.0,0.0,0.0,0.0,0.0,,,0.7761188225830339,0.7605964461313732,,,,,,0.0,0.0,1.0,0.0,0.98,,980,1000,1000,980,1000,0,0,0,0,0,0,980,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,0.493,0.291,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.723,3.723,0.0,0.0,0.0,0.0,1.277,1.277,0.7850088376406917,0.7850088376406917,0.009848922695616115,0.024412391509318506,0.376530612244898,0.2816326530612245,0.019323641386623912,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,980,1000,980,980,980,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,M1,1000,1000,22,0.014,0.043,0.943,0.0,0.0,0.943,0.0,0.943,0.943,0.0,4.929,4.929,0.0,0.0,0.0,0.0,0.071,0.071,0.7565831292987958,0.04312523837003136,0.0,-0.7174712077613419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.057,0.212,57,1000,1000,57,1000,1000,57,1000,57,57,57,57,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,,,0.9163814119950369,0.9163814119950369,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.602,0.602,0.0,0.0,2.0,2.0,0.9162731507788179,0.9162731507788179,-0.00010826121621900764,-0.00010826121621900764,0.483,0.0,0.003280610576216184,0.094,0.094,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.602,0.602,0.0,0.0,2.0,2.0,0.9162731507788179,0.9162731507788179,-0.00010826121621900764,-0.00010826121621900764,0.483,0.0,0.003280610576216184,0.094,0.094,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.313,0.313,0.313,0.0,0.687,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9568689385874901,0.6573689608096057,,,,,,0.0,0.0,1.0,0.0,0.687,,687,1000,1000,687,1000,0,0,0,0,0,0,687,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9514816072607949,0.9514816072607949,-0.0033134398625522072,0.29411264645118923,0.6506550218340611,0.0,0.014967089545103902,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,687,1000,687,687,687,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,M1,1000,1000,22,0.356,0.325,0.319,0.027,0.0,0.292,0.0,0.292,0.292,0.0,3.963,3.963,0.0,0.0,0.0,0.0,1.037,1.037,0.9544298546740433,0.6757363371092227,-0.00028251917501248975,0.01836737629961695,0.43486238532110094,0.0,0.007428804238516634,0.0,0.0,1.0,0.0,0.708,0.098,708,1000,1000,708,1000,1000,545,1000,545,545,545,708,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9709950282253635,0.9709950282253635,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.705,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.295,3.295,0.0,0.0,0.0,0.0,1.705,1.705,0.9693326340483287,0.9693326340483287,-0.001662394177034892,-0.001662394177034892,0.314,0.0,0.0004481636325310507,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,M1,1000,120,5,0.086,0.302,0.612,0.0,0.0,0.612,0.0,0.612,0.612,0.0,4.526,4.526,0.0,0.0,0.0,0.0,0.474,0.474,0.9709950282253635,0.3767460709514411,0.0,-0.5942489572739225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.388,0.0,388,1000,1000,388,1000,1000,388,1000,388,388,388,388,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9517636183411853,0.9517636183411853,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9442128609451288,0.9442128609451288,-0.007550757396056489,-0.007550757396056489,0.518,0.0,0.0022221986362568787,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9442128609451288,0.9442128609451288,-0.007550757396056489,-0.007550757396056489,0.518,0.0,0.0022221986362568787,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9525457683811364,0.9525457683811364,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.945710153698134,0.945710153698134,-0.006835614683002281,-0.006835614683002281,0.907,0.291,0.012720731719726184,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,M1,1000,120,5,0.093,0.315,0.592,0.0,0.0,0.592,0.0,0.592,0.592,0.0,4.499,4.499,0.0,0.0,0.0,0.0,0.501,0.501,0.9525457683811364,0.38863867349950365,0.0,-0.5639070948816327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.408,0.592,408,1000,1000,408,1000,1000,408,1000,408,408,408,408,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.8461372249185559,0.8461372249185559,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8363353548444366,0.8363353548444366,-0.009801870074119423,-0.009801870074119423,0.503,0.0,0.0019076049009460441,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8363353548444366,0.8363353548444366,-0.009801870074119423,-0.009801870074119423,0.503,0.0,0.0019076049009460441,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,F0,1000,1000,22,0.0,0.0,1.0,0.0,0.0,0.034,0.034,0.034,0.0,0.966,5.0,5.0,0.0,0.0,0.0,0.0,,,0.9649860679294142,0.9321765416198142,,,,,,0.0,0.0,1.0,0.0,0.966,,966,1000,1000,966,1000,0,0,0,0,0,0,966,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,1000,22,0.971,0.028,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,3.03,0.0,0.0,0.0,0.0,1.97,1.97,0.9347562734739883,0.9347562734739883,-0.028831344735636248,0.002579731854174051,0.6190476190476191,0.0,0.015895921804573897,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,966,1000,966,966,966,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,M1,1000,1000,22,0.307,0.307,0.386,0.002,0.0,0.384,0.0,0.384,0.384,0.0,4.079,4.079,0.0,0.0,0.0,0.0,0.921,0.921,0.9697301547917342,0.5973537753517083,-0.00011883096226358549,-0.3348227662681059,0.3627450980392157,0.0,0.002830582575289756,0.0,0.0,1.0,0.0,0.616,0.077,616,1000,1000,616,1000,1000,612,1000,612,612,612,616,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,,,0.950241617252949,0.950241617252949,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.586,2.0,2.0,0.9468317488975752,0.9468317488975752,-0.003409868355373856,-0.003409868355373856,0.468,0.0,0.0008701606283850831,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.586,2.0,2.0,0.9468317488975752,0.9468317488975752,-0.003409868355373856,-0.003409868355373856,0.468,0.0,0.0008701606283850831,0.0,0.0,1.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,,,0.8259252357882063,0.8259252357882063,,,,,,0.0,0.0,1.0,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.578,2.0,2.0,0.858420362803977,0.858420362803977,0.032495127015770696,0.032495127015770696,0.699,0.287,0.008748606213290367,0.0,0.0,1.0,0.287,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_population_replay_78,policy_development_simulation,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,M1,1000,120,5,0.104,0.317,0.579,0.0,0.0,0.579,0.0,0.579,0.579,0.0,4.475,4.475,0.0,0.0,0.0,0.724,0.525,0.525,0.8259252357882063,0.34771452426683486,0.0,-0.47821071152137146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.421,0.579,421,1000,1000,421,1000,1000,421,1000,421,421,421,421,1000,1000,paired_same_task_replicate_order,development_descriptive_only
