cohort,policy,comparator,metric,estimate,task_support,task_total,replicate_support,replicate_total,building_support,building_total,estimand_role,bootstrap_unit,bootstrap_draws,bootstrap_seed,bootstrap_success_draws,bootstrap_fail_draws,ci_low,ci_high,status,reason
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,autonomous non-delivery probability,0.0,78,78,78000,78000,13,13,autonomous_delivery_sensitivity,building,1000,20260818,1000,0,0.0,0.0,ready_development_descriptive,reference-evaluable autonomous-delivery sensitivity; not the full expert-fallback workflow
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,expert-escalation-required probability,0.0,78,78,78000,78000,13,13,expert_fallback_trigger,building,1000,20260818,1000,0,0.0,0.0,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,public-GT quality,0.876257914547292,78,78,77943,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.8562861596045238,0.9005770123171338,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,reference-evaluable autonomous-delivery mITT quality,0.876257914547292,78,78,77943,78000,13,13,autonomous_delivery_sensitivity,building,1000,20260818,1000,0,0.8562861596045238,0.9005770123171338,ready_development_descriptive,reference-evaluable autonomous-delivery sensitivity; not the full expert-fallback workflow
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,F0,public-GT complete-case paired delta vs F0,-0.0017489492231586928,78,78,77349,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,-0.008021177472910953,0.003571846340314962,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,F0,reference-evaluable autonomous-delivery mITT paired delta vs F0,0.0051410806634326865,78,78,77934,78000,13,13,autonomous_delivery_sensitivity,building,1000,20260818,1000,0,-0.005053898045082922,0.01305614154675682,ready_development_descriptive,reference-evaluable autonomous-delivery sensitivity; not the full expert-fallback workflow
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,prefix-vs-full5 selected-output instability,0.5481720974713745,78,78,77413,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.48887110087493146,0.6130104834204213,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,F0,corner-count change vs F0,0.08936856873320849,78,78,77413,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.03731719305677135,0.14815929458740018,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,F0,continuous geometry delta vs F0,0.009072066818492461,78,78,77413,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.006794413130616684,0.01105708113886146,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,raw structural-failure probability among selected outputs,0.0012051282051282052,78,78,78000,78000,13,13,structural_audit_lane,building,1000,20260818,1000,0,0.0,0.0036623376623376625,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,frozen-repair probability among selected outputs,0.0012051282051282052,78,78,78000,78000,13,13,repair_audit_lane,building,1000,20260818,1000,0,0.0,0.0036623376623376625,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,current-normalizer evaluable probability among selected outputs,1.0,78,78,78000,78000,13,13,parser_version_sensitivity,building,1000,20260818,1000,0,1.0,1.0,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,formal-replacement probability among selected outputs,0.02671794871794872,78,78,78000,78000,13,13,assignment_audit_lane,building,1000,20260818,1000,0,0.009527777777777777,0.04544155844155844,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M0_corner_count_gate_geometry_medoid,,supported multimodality encountered,0.0,78,78,78000,78000,13,13,separate_harm_lane,building,1000,20260818,1000,0,0.0,0.0,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,stop@3,0.43085897435897436,78,78,78000,78000,13,13,policy_development_simulation,building,1000,20260818,1000,0,0.3447079646017699,0.5639076923076923,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,incremental_stop@4,0.2007179487179487,78,78,78000,78000,13,13,policy_development_simulation,building,1000,20260818,1000,0,0.14896491228070174,0.25675925925925924,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,reach5,0.3684230769230769,78,78,78000,78000,13,13,policy_development_simulation,building,1000,20260818,1000,0,0.23452830188679244,0.4594615384615385,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,mean frozen geometry submissions used,3.9375641025641026,78,78,78000,78000,13,13,historical_replay_count,building,1000,20260818,1000,0,3.675222222222222,4.109211538461539,ready_development_descriptive,historical frozen-pool submission-count replay; not paid deployment cost
historical_population_replay_78,M1,,mean historical candidates examined,3.9375641025641026,78,78,78000,78000,13,13,historical_replay_count,building,1000,20260818,1000,0,3.675222222222222,4.109211538461539,ready_development_descriptive,historical frozen-pool submission-count replay; not paid deployment cost
historical_population_replay_78,M1,F0,frozen geometry submission-count delta vs F0,1.0624358974358974,78,78,78000,78000,13,13,historical_replay_count,building,1000,20260818,1000,0,0.8905855855855855,1.324,ready_development_descriptive,historical frozen-pool submission-count replay; not paid deployment cost
historical_population_replay_78,M1,F0,historical candidates-examined delta vs F0,1.0624358974358974,78,78,78000,78000,13,13,historical_replay_count,building,1000,20260818,1000,0,0.8905855855855855,1.324,ready_development_descriptive,historical frozen-pool submission-count replay; not paid deployment cost
historical_population_replay_78,M1,,raw structural-failure candidates used,0.020538461538461537,78,78,78000,78000,13,13,structural_audit_lane,building,1000,20260818,1000,0,0.0,0.03897222222222222,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,frozen repair-required candidates used,0.020538461538461537,78,78,78000,78000,13,13,repair_audit_lane,building,1000,20260818,1000,0,0.0,0.03897222222222222,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,current-normalizer-invalid frozen candidates used,0.01282051282051282,78,78,78000,78000,13,13,parser_version_sensitivity,building,1000,20260818,1000,0,0.0,0.04054054054054054,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,formal replacement candidates used,0.1478076923076923,78,78,78000,78000,13,13,assignment_audit_lane,building,1000,20260818,1000,0,0.10184347826086956,0.20204411764705882,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,historical counterfactual support shortfall,0.0,78,78,78000,78000,13,13,historical_support_diagnostic,building,1000,20260818,1000,0,0.0,0.0,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,selected-output probability,0.6321794871794871,78,78,78000,78000,13,13,policy_development_simulation,building,1000,20260818,1000,0,0.5408181818181819,0.7648974358974359,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,autonomous non-delivery probability,0.3678205128205128,78,78,78000,78000,13,13,autonomous_delivery_sensitivity,building,1000,20260818,1000,0,0.23452830188679244,0.4583296703296703,ready_development_descriptive,reference-evaluable autonomous-delivery sensitivity; not the full expert-fallback workflow
historical_population_replay_78,M1,,expert-escalation-required probability,0.3678205128205128,78,78,78000,78000,13,13,expert_fallback_trigger,building,1000,20260818,1000,0,0.23452830188679244,0.4583296703296703,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,public-GT quality,0.8906368789902471,65,78,49306,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.870183209145983,0.9110253469859435,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,reference-evaluable autonomous-delivery mITT quality,0.5641443107048351,78,78,77996,78000,13,13,autonomous_delivery_sensitivity,building,1000,20260818,1000,0,0.48986130570571973,0.6765619862827945,ready_development_descriptive,reference-evaluable autonomous-delivery sensitivity; not the full expert-fallback workflow
historical_population_replay_78,M1,F0,public-GT complete-case paired delta vs F0,-0.0011592027273100694,65,78,49101,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,-0.003124326176188611,0.0007455993573977259,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,F0,reference-evaluable autonomous-delivery mITT paired delta vs F0,-0.3069537571089541,78,78,77955,78000,13,13,autonomous_delivery_sensitivity,building,1000,20260818,1000,0,-0.3827491681898369,-0.19818328748955105,ready_development_descriptive,reference-evaluable autonomous-delivery sensitivity; not the full expert-fallback workflow
historical_population_replay_78,M1,,prefix-vs-full5 selected-output instability,0.3546271835780743,65,78,49104,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.2828927085130877,0.4361419767553703,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,F0,corner-count change vs F0,0.0,65,78,49104,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.0,0.0,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,F0,continuous geometry delta vs F0,0.0024617455012688138,65,78,49104,78000,13,13,diagnostic_complete_case,building,1000,20260818,1000,0,0.0018322044453638602,0.0032393448020485143,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,raw structural-failure probability among selected outputs,0.0014461538461538461,65,78,49310,78000,13,13,structural_audit_lane,building,1000,20260818,1000,0,0.0,0.0047,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,frozen-repair probability among selected outputs,0.0014461538461538461,65,78,49310,78000,13,13,repair_audit_lane,building,1000,20260818,1000,0,0.0,0.0047,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,current-normalizer evaluable probability among selected outputs,1.0,65,78,49310,78000,13,13,parser_version_sensitivity,building,1000,20260818,1000,0,1.0,1.0,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,formal-replacement probability among selected outputs,0.02896923076923077,65,78,49310,78000,13,13,assignment_audit_lane,building,1000,20260818,1000,0,0.006879310344827586,0.05150943396226415,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
historical_population_replay_78,M1,,supported multimodality encountered,0.1377179487179487,78,78,78000,78000,13,13,separate_harm_lane,building,1000,20260818,1000,0,0.06438541666666667,0.23173770491803278,ready_development_descriptive,13-building block sensitivity after task-equal aggregation
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__frozen_geometry_pool,1.0,78,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 78/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__current_normalizer,0.9871794871794872,77,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 77/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__raw_structural_pass,0.9743589743589743,76,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 76/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__raw_structural_and_current_normalizer,0.9615384615384616,75,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 75/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__current20_frozen_geometry_pool,0.6410256410256411,50,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 50/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__current20_current_normalizer,0.6282051282051282,49,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 49/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__current20_raw_structural_pass,0.6153846153846154,48,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 48/78; not the primary historical replay and not prospective candidate exhaustion
admission_sensitivity_inventory,NOT_A_POLICY_COMPARISON,,tasks_with_k>=5__current20_raw_structural_and_current_normalizer,0.6025641025641025,47,78,,,13,13,admission_version_or_roster_sensitivity,not_applicable,,,,,,,development_descriptive_only,deterministic inventory: 47/78; not the primary historical replay and not prospective candidate exhaustion
harm_lane,ALL,,actual_expert_reference_harm,,,,,,,,actual_harm,,,,,,,,source_absent,actual expert/reference delivery-harm source absent; no exact or building interval is estimable
harm_lane,F0/M0_corner_count_gate_geometry_medoid/M1,,selected_raw_structural_failure,,,,,,,,structural_audit_lane,,,,,,,,ready_development_descriptive,raw failure is retained even when frozen repaired geometry is admitted; this is not expert delivery harm
harm_lane,M0_corner_count_gate_geometry_medoid/M1,,material_geometry_delta,,,,,,,,geometry,,,,,,,,source_absent,continuous geometry delta is reported; no frozen materiality tolerance exists
model_status,M2,,worker_portrait,,,,,,,,,,,,,,,,not_evaluated_leakage_safe_estimator_absent,leakage-safe training-fold estimator not implemented in this correction
model_status,M3,,posttask_meta,,,,,,,,,,,,,,,,pending_pre_peer_timing_binding,canonical join exists; pre-peer-view timing remains unbound and first-route use is prohibited
workflow_identifiability,M1_with_expert_fallback,,final delivery quality after expert fallback,,,,,,,,full_workflow_quality,,,,,,,,not_identifiable,expert fallback outputs and their reference-evaluable quality are absent
workflow_identifiability,M1_with_expert_fallback,,total deployment cost including expert fallback,,,,,,,,full_workflow_cost,,,,,,,,not_identifiable,"expert minutes, expert output cost, future invalid/replacement, availability and scheduling cost are absent"
workflow_identifiability,ALL,,paid deployment cost or savings,,,,,,,,production_cost,,,,,,,,not_identifiable,"historical replay counts frozen geometry candidates; it does not estimate live invalid, repair, replacement, availability, scheduling or expert cost"
harm_lane,ALL,,GT_reference_conflict,,,,,,,,reference_conflict,,,,,,,,ready_current_operational_audit_zero_declared,separate lane; not actual expert delivery harm and not proof of zero upstream GT error
