image_id,building,condition,scene,candidate,selection_source,training_workers,actual_workers,n_subgroup,n_all,training_recovery,subgroup_stable_fraction,matched_n_untyped_stable_fraction,delta,control_draws,control_orders,not_independent_population_samples
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0.6,0,0.6,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,0.65,0.0625,0.5875,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,1,0.0375,0.9625,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0,0,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0.55,0.1,0.45,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0.0125,-0.0125,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W029;W030;W034;W036;W037,W008;W029;W030;W034;W036;W037,6,24,,0,0.025,-0.025,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0.0875,-0.0875,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W021;W032;W034;W035,W001;W012;W021;W032;W034;W035,6,24,,0,0,0,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0.0625,-0.0625,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W027;W028;W029;W030;W033;W034,W027;W028;W029;W030;W033;W034,6,24,,0,0.0625,-0.0625,20,4,True
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0.0125,-0.0125,20,4,True
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W010;W011;W033,4,5,0.857142857143,0,0,0,20,4,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W012;W013;W030;W031;W035,5,6,0.857142857143,0,0,0,20,4,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W012;W030;W031;W035,4,6,0.888888888889,0,0,0,20,4,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W014;W031;W032;W034,5,6,0.857142857143,0,0,0,20,4,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W033;W034;W037,4,5,0.857142857143,0,0,0,20,4,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W028;W029;W036,4,5,0.857142857143,0,0,0,20,4,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W012;W029;W036,4,5,0.857142857143,0,0.1875,-0.1875,20,4,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W031;W032;W034;W037,4,5,0.857142857143,0,0.05,-0.05,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0.0375,-0.0375,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,0,0.1,-0.1,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W027;W032;W034;W035,W001;W012;W027;W032;W034;W035,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0.05,-0.05,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W008;W027;W028;W029;W030;W034,W008;W027;W028;W029;W030;W034,6,24,,0,0,0,20,4,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,0,0.075,-0.075,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0.0125,-0.0125,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0,0.025,-0.025,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W027;W032;W034;W035,W001;W012;W027;W032;W034;W035,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0.75,0,0.75,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W008;W027;W028;W029;W030;W034,W008;W027;W028;W029;W030;W034,6,24,,0,0,0,20,4,True
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,工作与学习,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W033;W034;W037,4,5,0.888888888889,0,0,0,20,4,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,起居与休闲,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W035;W036,4,5,0.888888888889,0.75,0.8625,-0.1125,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,0,0.05,-0.05,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,0,0.0625,-0.0625,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,1,0,1,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,0,0.0625,-0.0625,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,0,0.05,-0.05,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,24,,0,0.05,-0.05,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,6,24,,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W027;W032;W034;W035,W001;W012;W027;W032;W034;W035,6,24,,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W008;W027;W028;W029;W030;W034,W008;W027;W028;W029;W030;W034,6,24,,0,0,0,20,4,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,6,24,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,17,23,0.888888888889,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,23,0.857142857143,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,23,0.875,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,23,0.8,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,5,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W014;W029;W034;W036;W037,6,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__point_count_high,training_score_quartile_not_a_global_typology,W001;W002;W011;W017;W027;W032,W001;W002;W011;W017;W027;W032,5,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_band_bias_low,training_score_quartile_not_a_global_typology,W001;W012;W027;W032;W034;W035,W001;W012;W027;W032;W034;W035,5,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W018;W028;W031;W036;W037,6,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W008;W027;W028;W029;W030;W034,W008;W027;W028;W029;W030;W034,6,23,,0,0,0,20,4,True
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,continuous_tail_semi__point_count_high,training_score_quartile_not_a_global_typology,W006;W011;W015;W021;W032;W037,W006;W011;W015;W021;W032;W037,5,23,,0,0,0,20,4,True
