image_id,building,condition,cut,k,isolated_from_all_observed,singleton_events,future_support_rate,future_support_count_mean,n_total,n_future
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.05,7,True,86,0.43023255814,0.581395348837,24,17
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.05,8,False,8,1,1,24,16
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.05,8,True,98,0.397959183673,0.530612244898,24,16
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,2,True,48,0.5625,7.125,24,22
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,3,True,46,0.434782608696,3.04347826087,24,21
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,4,True,48,0.333333333333,0.645833333333,24,20
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,5,True,60,0.3,0.3,24,19
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,6,True,65,0.276923076923,0.276923076923,24,18
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,7,True,73,0.328767123288,0.328767123288,24,17
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.1,8,True,85,0.305882352941,0.305882352941,24,16
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,2,True,26,0.846153846154,9.61538461538,24,22
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,3,False,2,1,15,24,21
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,3,True,20,0.8,0.8,24,21
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,4,False,5,1,14.6,24,20
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,4,True,25,0.8,0.8,24,20
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,5,False,6,1,14.1666666667,24,19
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,5,True,31,0.774193548387,0.774193548387,24,19
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,6,False,6,1,13.1666666667,24,18
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,6,True,33,0.787878787879,0.787878787879,24,18
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,7,False,7,1,12.2857142857,24,17
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,7,True,40,0.8,0.8,24,17
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,8,False,6,1,11.6666666667,24,16
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,0.2,8,True,44,0.75,0.75,24,16
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,2,True,58,0.672413793103,3.74137931034,24,22
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,3,True,76,0.657894736842,2.92105263158,24,21
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,4,True,88,0.613636363636,1.88636363636,24,20
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,5,True,98,0.591836734694,1.57142857143,24,19
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,6,True,113,0.557522123894,1.03539823009,24,18
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,7,True,123,0.528455284553,0.845528455285,24,17
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.05,8,True,127,0.48031496063,0.629921259843,24,16
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,2,True,44,0.795454545455,4.68181818182,24,22
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,3,False,1,1,11,24,21
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,3,True,58,0.827586206897,4.05172413793,24,21
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,4,False,3,1,4,24,20
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,4,True,62,0.822580645161,2.35483870968,24,20
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,5,False,5,1,4.8,24,19
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,5,True,65,0.769230769231,1.52307692308,24,19
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,6,False,8,1,5.625,24,18
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,6,True,76,0.789473684211,1.35526315789,24,18
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,7,False,11,1,4.72727272727,24,17
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,7,True,81,0.765432098765,1.18518518519,24,17
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,8,False,13,1,4.30769230769,24,16
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.1,8,True,86,0.732558139535,1.10465116279,24,16
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,2,True,34,1,9.29411764706,24,22
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,3,False,2,1,14,24,21
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,3,True,27,1,5.18518518519,24,21
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,4,False,7,1,13.2857142857,24,20
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,4,True,26,1,2.65384615385,24,20
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,5,False,10,1,12.2,24,19
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,5,True,28,1,1.53571428571,24,19
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,6,False,13,1,11.3076923077,24,18
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,6,True,32,1,1.5625,24,18
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,7,False,13,1,10.5384615385,24,17
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,7,True,38,1,1.55263157895,24,17
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,8,False,15,1,9.8,24,16
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0.2,8,True,40,1,1.475,24,16
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,2,True,64,0.59375,3.90625,24,22
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,3,False,1,1,5,24,21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,3,True,78,0.512820512821,3.19230769231,24,21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,4,False,4,1,4.75,24,20
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,4,True,100,0.53,3.17,24,20
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,5,False,5,1,5.2,24,19
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,5,True,107,0.439252336449,2.53271028037,24,19
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,6,False,13,1,3.76923076923,24,18
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,6,True,98,0.316326530612,1.66326530612,24,18
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,7,False,21,1,3.85714285714,24,17
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,7,True,97,0.226804123711,1.14432989691,24,17
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,8,False,24,1,3.66666666667,24,16
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.05,8,True,105,0.171428571429,0.838095238095,24,16
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,2,True,42,0.904761904762,7.2380952381,24,22
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,3,False,4,0.5,4.25,24,21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,3,True,43,0.883720930233,7.13953488372,24,21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,4,False,7,0.714285714286,5.57142857143,24,20
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,4,True,42,0.809523809524,6.04761904762,24,20
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,5,False,10,0.7,5,24,19
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,5,True,35,0.685714285714,4.14285714286,24,19
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,6,False,13,0.692307692308,4.23076923077,24,18
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,6,True,28,0.571428571429,3.07142857143,24,18
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,7,False,20,0.7,4.05,24,17
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,7,True,26,0.5,1.88461538462,24,17
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,8,False,25,0.72,3.84,24,16
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.1,8,True,26,0.423076923077,1.42307692308,24,16
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,2,True,30,0.866666666667,8.86666666667,24,22
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,3,True,31,0.838709677419,8.58064516129,24,21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,4,True,35,0.771428571429,7.4,24,20
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,5,True,25,0.56,5.04,24,19
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,6,True,21,0.428571428571,3.66666666667,24,18
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,7,True,18,0.277777777778,1.94444444444,24,17
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0.2,8,True,18,0.166666666667,1.16666666667,24,16
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,2,True,54,0.722222222222,5.01851851852,24,22
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,3,True,55,0.6,2.23636363636,24,21
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,4,True,72,0.513888888889,1.63888888889,24,20
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,5,True,87,0.436781609195,0.747126436782,24,19
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,6,True,92,0.391304347826,0.554347826087,24,18
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,7,True,107,0.345794392523,0.383177570093,24,17
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.05,8,True,118,0.330508474576,0.35593220339,24,16
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,2,True,54,0.87037037037,5.57407407407,24,22
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,3,True,55,0.8,2.85454545455,24,21
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,4,True,66,0.742424242424,2.28787878788,24,20
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,5,False,1,0,0,24,19
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,5,True,78,0.679487179487,1.33333333333,24,19
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,6,False,2,0,0,24,18
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,6,True,78,0.615384615385,1.08974358974,24,18
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,7,False,2,0,0,24,17
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,7,True,89,0.573033707865,0.865168539326,24,17
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,8,False,3,0,0,24,16
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,8,True,91,0.56043956044,0.813186813187,24,16
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,2,True,38,1,9.39473684211,24,22
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,3,True,31,1,5.48387096774,24,21
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,4,False,2,1,8,24,20
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,4,True,28,1,4.07142857143,24,20
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,5,False,8,1,7.625,24,19
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,5,True,33,1,3.63636363636,24,19
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,6,False,9,1,6.55555555556,24,18
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,6,True,26,1,3.19230769231,24,18
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,7,False,10,1,7.1,24,17
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,7,True,27,1,3.14814814815,24,17
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,8,False,10,1,7.5,24,16
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,8,True,24,1,2.875,24,16
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,2,True,80,0.225,0.35,24,22
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,3,True,118,0.296610169492,0.516949152542,24,21
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,4,True,154,0.298701298701,0.519480519481,24,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,5,True,186,0.263440860215,0.478494623656,24,19
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,6,True,215,0.246511627907,0.432558139535,24,18
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,7,True,239,0.209205020921,0.36820083682,24,17
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,8,True,265,0.192452830189,0.328301886792,24,16
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,2,True,72,0.541666666667,1.16666666667,24,22
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,3,True,106,0.584905660377,1.38679245283,24,21
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,4,True,128,0.5390625,1.1328125,24,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,5,False,1,0,0,24,19
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,5,True,158,0.506329113924,1.05063291139,24,19
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,6,False,1,0,0,24,18
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,6,True,178,0.477528089888,0.921348314607,24,18
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,7,False,2,0,0,24,17
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,7,True,192,0.453125,0.755208333333,24,17
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,8,False,3,0,0,24,16
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,8,True,203,0.418719211823,0.665024630542,24,16
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,2,True,68,0.647058823529,2.16176470588,24,22
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,3,True,96,0.677083333333,2.19791666667,24,21
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,4,True,112,0.642857142857,1.83035714286,24,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,5,False,1,1,3,24,19
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,5,True,134,0.634328358209,1.84328358209,24,19
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,6,False,6,0.833333333333,1.5,24,18
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,6,True,145,0.606896551724,1.68965517241,24,18
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,7,False,8,0.75,1.5,24,17
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,7,True,154,0.597402597403,1.52597402597,24,17
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,8,False,12,0.75,1.58333333333,24,16
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,8,True,156,0.576923076923,1.38461538462,24,16
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,2,True,26,1,10.9615384615,20,18
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,3,False,12,1,9.83333333333,20,17
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,3,True,13,1,6.92307692308,20,17
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,4,False,12,1,9.83333333333,20,16
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,4,True,12,1,5.25,20,16
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,5,False,12,0.916666666667,7.75,20,15
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,5,True,9,1,3.88888888889,20,15
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,6,False,11,0.818181818182,6.09090909091,20,14
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,6,True,10,1,3,20,14
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,7,False,15,0.866666666667,6.6,20,13
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,7,True,8,1,1,20,13
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,8,False,16,0.75,5.5,20,12
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.05,8,True,8,1,1,20,12
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.1,3,False,1,1,17,20,17
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.1,4,False,1,1,16,20,16
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.1,5,False,1,1,15,20,15
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.1,6,False,2,1,14,20,14
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.1,7,False,3,1,13,20,13
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0.1,8,False,4,1,12,20,12
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,2,True,64,0.703125,2.71875,24,22
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,3,True,89,0.685393258427,2.41573033708,24,21
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,4,True,105,0.638095238095,1.86666666667,24,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,5,True,112,0.589285714286,1.45535714286,24,19
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,6,True,127,0.535433070866,1.1811023622,24,18
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,7,True,141,0.524822695035,1.07092198582,24,17
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,8,False,2,1,1,24,16
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,8,True,150,0.48,0.906666666667,24,16
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,2,True,60,0.783333333333,3.16666666667,24,22
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,3,True,85,0.741176470588,2.78823529412,24,21
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,4,True,101,0.70297029703,2.21782178218,24,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,5,True,102,0.647058823529,1.79411764706,24,19
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,6,True,113,0.58407079646,1.48672566372,24,18
