path,bytes,rows,column_count,relevance_score,worker_columns,task_columns,quality_columns,meta_columns,time_columns,geometry_columns,assignment_columns,error
analysis_results/c2a_rp_block2_reestimate_20260817_v2/c2a_rp_block2_quality_report.csv,50193,40,110,7,annotator_id,task_id|image_url|active_time_route_task_ids|active_time_dom_task_ids|active_time_store_task_ids|task_scope_n_total|task_scope_n_in_scope|task_scope_n_oos|task_scope_n_unknown|task_scope_oos_rate|task_scope_unknown_rate|task_scope_majority|task_scope_is_mixed|task_scope_has_unknown,iou|iou_manual|iou_corner|layout_2d_iou|layout_3d_iou|iou_to_consensus|iou_to_consensus_loo|iou_to_others_median|quality,scope|difficulty|model_issue|scope_filled|difficulty_filled|difficulty_has_trivial|difficulty_conflict|model_issue_required|model_issue_filled|model_issue_has_acceptable|model_issue_conflict|model_issue_missing_required|has_model_issue|model_issue_types|model_issue_primary|scope_missing|difficulty_missing|model_issue_missing|difficulty_conflict_v2|model_issue_conflict_v2|is_occlusion|task_scope_n_total|task_scope_n_in_scope|task_scope_n_oos|task_scope_n_unknown|task_scope_oos_rate|task_scope_unknown_rate|task_scope_majority|task_scope_is_mixed|task_scope_has_unknown,active_time|active_time_source|active_time_source_file|active_time_project_ids|active_time_match_status|active_time_session_count|active_time_event_count|active_time_page_gate_reasons|active_time_page_gate_sources|active_time_script_versions|active_time_page_gate_ineligible_event_count|active_time_location_paths|active_time_route_task_ids|active_time_dom_task_ids|active_time_store_task_ids|active_time_store_match_statuses|active_time_store_mismatch_event_count|active_time_labeling_root_missing_event_count|active_time_editor_missing_event_count|active_time_main_view_missing_event_count|lead_time_seconds,iou_corner|n_corners,condition|runtime_condition_source|iou_manual|model_issue|model_issue_required|model_issue_filled|model_issue_has_acceptable|model_issue_conflict|model_issue_missing_required|has_model_issue|model_issue_types|model_issue_primary|model_issue_missing|model_issue_conflict_v2|has_manual_poly,
analysis_results/post_block2_analysis_pack_20260817_v3/post_block2_worker_profile_master.csv,57013,26,118,7,worker_id|Q_GT_estimable|Q_GT_raw_median|Q_GT_task_adjusted|Q_GT_EB|Q_GT_EB_LCB|Q_GT_contrast_covariance_row_json|R_peer_all|R_peer_anchor|R_peer_core|R_peer_semi|R_peer_stable|R_peer_CI_lower|R_peer_CI_upper|R_peer_support|Q_GT_profile_status|R_peer_profile_status|F_struct_profile_status|F_struct_raw|F_struct_EB|F_struct_interval_lower|F_struct_interval_upper|F_struct_numerator|F_struct_denominator|worker_profile_status|Q_GT_raw|Q_GT_task_adjusted_FE|Q_GT_standard_error|Q_GT_FE_standard_error|Q_GT_CI_lower|Q_GT_CI_upper|Q_GT_LCB|Q_GT_FE_CI_lower|Q_GT_FE_CI_upper|Q_GT_FE_LCB|Q_GT_EB_standard_error|Q_GT_EB_CI_lower|Q_GT_EB_CI_upper|Q_GT_shrinkage_factor|Q_GT_support,Q_GT_task_adjusted|task_support|building_support|peer_task_support|T_active_task_adjusted|Q_GT_task_adjusted_FE,Q_GT_estimable|Q_GT_raw_median|Q_GT_task_adjusted|Q_GT_EB|Q_GT_EB_LCB|standard_error|Q_GT_contrast_covariance_row_json|GT_support|Q_GT_profile_status|structural_gate_eligible|serious_recurrent_failure_flag|Q_GT_raw|Q_GT_task_adjusted_FE|Q_GT_standard_error|Q_GT_FE_standard_error|Q_GT_CI_lower|Q_GT_CI_upper|Q_GT_LCB|Q_GT_FE_CI_lower|Q_GT_FE_CI_upper|Q_GT_FE_LCB|Q_GT_EB_standard_error|Q_GT_EB_CI_lower|Q_GT_EB_CI_upper|Q_GT_shrinkage_factor|Q_GT_support|owner_valid_block2_active_time_count,scope_reference_support|profile_scope|risk_model_scope,owner_valid_block2_active_time_count,R_LOO_medoid|R_LOO_medoid_CI_lower|R_LOO_medoid_CI_upper|R_LOO_medoid_support|LOO_medoid_status|medoid_loo_decision_usable,R_peer_semi|c2_risk_model_eligible|timing_model_component|model_version|risk_model_scope|observed_stage_counts,
analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_worker_profile_master.csv,57013,26,118,7,worker_id|Q_GT_estimable|Q_GT_raw_median|Q_GT_task_adjusted|Q_GT_EB|Q_GT_EB_LCB|Q_GT_contrast_covariance_row_json|R_peer_all|R_peer_anchor|R_peer_core|R_peer_semi|R_peer_stable|R_peer_CI_lower|R_peer_CI_upper|R_peer_support|Q_GT_profile_status|R_peer_profile_status|F_struct_profile_status|F_struct_raw|F_struct_EB|F_struct_interval_lower|F_struct_interval_upper|F_struct_numerator|F_struct_denominator|worker_profile_status|Q_GT_raw|Q_GT_task_adjusted_FE|Q_GT_standard_error|Q_GT_FE_standard_error|Q_GT_CI_lower|Q_GT_CI_upper|Q_GT_LCB|Q_GT_FE_CI_lower|Q_GT_FE_CI_upper|Q_GT_FE_LCB|Q_GT_EB_standard_error|Q_GT_EB_CI_lower|Q_GT_EB_CI_upper|Q_GT_shrinkage_factor|Q_GT_support,Q_GT_task_adjusted|task_support|building_support|peer_task_support|T_active_task_adjusted|Q_GT_task_adjusted_FE,Q_GT_estimable|Q_GT_raw_median|Q_GT_task_adjusted|Q_GT_EB|Q_GT_EB_LCB|standard_error|Q_GT_contrast_covariance_row_json|GT_support|Q_GT_profile_status|structural_gate_eligible|serious_recurrent_failure_flag|Q_GT_raw|Q_GT_task_adjusted_FE|Q_GT_standard_error|Q_GT_FE_standard_error|Q_GT_CI_lower|Q_GT_CI_upper|Q_GT_LCB|Q_GT_FE_CI_lower|Q_GT_FE_CI_upper|Q_GT_FE_LCB|Q_GT_EB_standard_error|Q_GT_EB_CI_lower|Q_GT_EB_CI_upper|Q_GT_shrinkage_factor|Q_GT_support|owner_valid_block2_active_time_count,scope_reference_support|profile_scope|risk_model_scope,owner_valid_block2_active_time_count,R_LOO_medoid|R_LOO_medoid_CI_lower|R_LOO_medoid_CI_upper|R_LOO_medoid_support|LOO_medoid_status|medoid_loo_decision_usable,R_peer_semi|c2_risk_model_eligible|timing_model_component|model_version|risk_model_scope|observed_stage_counts,
analysis_results/registry_20260308_march7_check/annotation_registry_v1.csv,2373,2,48,7,annotator_id,task_id|base_task_id|image|task_join_status,quality_choices,scope_choices|difficulty_choices|model_issue_choices|normalized_scope|normalized_difficulty|normalized_model_issue|scope_missing|difficulty_missing|model_issue_missing,lead_time_seconds,geometry_present,runtime_condition|runtime_condition_source|planned_stage|planned_condition|model_issue_choices|normalized_model_issue|model_issue_missing,
analysis_results/rerun_20260308/project11_check/quality_report_20260308.csv,2078,1,81,7,annotator_id,task_id|image_url|task_scope_n_total|task_scope_n_in_scope|task_scope_n_oos|task_scope_n_unknown|task_scope_oos_rate|task_scope_unknown_rate|task_scope_majority|task_scope_is_mixed|task_scope_has_unknown,iou|iou_manual|iou_corner|layout_2d_iou|layout_3d_iou|iou_to_consensus|iou_to_consensus_loo|iou_to_others_median|quality,scope|difficulty|model_issue|scope_filled|difficulty_filled|difficulty_has_trivial|difficulty_conflict|model_issue_required|model_issue_filled|model_issue_has_acceptable|model_issue_conflict|model_issue_missing_required|has_model_issue|model_issue_types|model_issue_primary|scope_missing|difficulty_missing|model_issue_missing|difficulty_conflict_v2|model_issue_conflict_v2|is_occlusion|task_scope_n_total|task_scope_n_in_scope|task_scope_n_oos|task_scope_n_unknown|task_scope_oos_rate|task_scope_unknown_rate|task_scope_majority|task_scope_is_mixed|task_scope_has_unknown,active_time,iou_corner|n_corners,condition|iou_manual|model_issue|model_issue_required|model_issue_filled|model_issue_has_acceptable|model_issue_conflict|model_issue_missing_required|has_model_issue|model_issue_types|model_issue_primary|model_issue_missing|model_issue_conflict_v2|has_manual_poly,
analysis_results/rerun_20260308/project12_check/quality_report_20260308.csv,1924,1,81,7,annotator_id,task_id|image_url|task_scope_n_total|task_scope_n_in_scope|task_scope_n_oos|task_scope_n_unknown|task_scope_oos_rate|task_scope_unknown_rate|task_scope_majority|task_scope_is_mixed|task_scope_has_unknown,iou|iou_manual|iou_corner|layout_2d_iou|layout_3d_iou|iou_to_consensus|iou_to_consensus_loo|iou_to_others_median|quality,scope|difficulty|model_issue|scope_filled|difficulty_filled|difficulty_has_trivial|difficulty_conflict|model_issue_required|model_issue_filled|model_issue_has_acceptable|model_issue_conflict|model_issue_missing_required|has_model_issue|model_issue_types|model_issue_primary|scope_missing|difficulty_missing|model_issue_missing|difficulty_conflict_v2|model_issue_conflict_v2|is_occlusion|task_scope_n_total|task_scope_n_in_scope|task_scope_n_oos|task_scope_n_unknown|task_scope_oos_rate|task_scope_unknown_rate|task_scope_majority|task_scope_is_mixed|task_scope_has_unknown,active_time,iou_corner|n_corners,condition|iou_manual|model_issue|model_issue_required|model_issue_filled|model_issue_has_acceptable|model_issue_conflict|model_issue_missing_required|has_model_issue|model_issue_types|model_issue_primary|model_issue_missing|model_issue_conflict_v2|has_manual_poly,
analysis_results/p1_exact_copy_low_time_audit/p1_exact_copy_low_time_event_audit.csv,663408,1485,31,6,worker_id|same_hash_worker_count|same_worker_duplicate_annotation_anomaly,task_id|task_label|task_valid_annotation_count|task_median_active_time,is_valid_geometry|parse_error|task_valid_annotation_count,,active_time|active_time_source|active_time_match_status|active_time_source_file|active_time_session_count|active_time_event_count|lead_time_seconds|task_median_active_time,is_valid_geometry|n_corners|geometry_hash|canonical_geometry|same_hash_cluster_size|is_exact_duplicate_geometry,condition|stage_filter_bucket,
analysis_results/prescreen_closeout_final_gold_v2_20260701/p1_exact_copy_low_time_audit/p1_exact_copy_low_time_event_audit.csv,663205,1485,31,6,worker_id|same_hash_worker_count|same_worker_duplicate_annotation_anomaly,task_id|task_label|task_valid_annotation_count|task_median_active_time,is_valid_geometry|parse_error|task_valid_annotation_count,,active_time|active_time_source|active_time_match_status|active_time_source_file|active_time_session_count|active_time_event_count|lead_time_seconds|task_median_active_time,is_valid_geometry|n_corners|geometry_hash|canonical_geometry|same_hash_cluster_size|is_exact_duplicate_geometry,condition|stage_filter_bucket,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,899248,1481,33,6,annotator_id,task_id|task_key|task_label,parse_error,,active_time_key|lead_time_seconds|active_time|active_time_source|active_time_match_status|active_time_source_file|active_time_session_count|active_time_event_count|primary_active_time_eligible|sensitivity_active_time_eligible,geometry_hash|canonical_geometry|n_corners|duplicate_geometry_type,condition,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_geometry_eligibility_audit.csv,526850,1481,22,6,annotator_id,task_id|image_id|base_image_key|task_final_scope|task_scope_adjudication_source|geometry_gold_task_id,geometry_gold_validation_level,task_final_scope|task_scope_adjudication_source,,geometry_gold_status|geometry_gold_validation_level|geometry_gold_source|geometry_gold_task_id|geometry_evidence_role|geometry_scoring_role|geometry_alignment_status,condition|manual_anchor_role|manual_anchor_primary_possible,
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_scope_response_audit.csv,222391,1481,17,6,annotator_id|worker_scope_raw|worker_scope_normalized|worker_scope_response,task_id|task_final_scope|task_scope_adjudication_source,geometry_valid_or_present,worker_scope_raw|worker_scope_normalized|task_final_scope|task_scope_adjudication_source|worker_scope_response|scope_response_primary_eligible,,geometry_valid_or_present|geometry_primary_possible,condition,
analysis_results/c1_a_rehearsal_post_scope_20260801_v10/c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747/c1_geometry_repair_audit.csv,521480,780,30,6,worker_id|worker_code|worker_failure_numerator,ls_runtime_task_id|task_code|task_id|base_task_id,raw_structural_failure_reason|structural_validation_status|structural_denominator_eligible,final_scope,,geometry_repair_rule_version|geometry_repair_applied|geometry_repair_status|raw_geometry_sha256|repaired_geometry_sha256|geometry_calculation_eligible,condition,
analysis_results/c1_a_rehearsal_post_scope_20260801_v10/c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747/c1_gt_quality_analysis.csv,637164,780,74,6,worker_id|duplicate_worker_task_submission|worker_caused_structural_failure,ls_runtime_task_id|task_id|base_task_id|duplicate_worker_task_submission|task_outcome_status|building_id,iou_to_gt|quality_evaluable|quality_evaluable_legacy_alias|gt_score_computable|gt_reference_resolved|public_gt_structural_status|gt_primary_analysis_eligible|structurally_valid|worker_caused_structural_failure|quality_interpretation_status|gt_reference_eligible|gt_reference_exclusion_reason|structural_attribution_eligible|geometry_structurally_computable|gt_primary_analysis_exclusion_reason|predictive_validity_analysis_eligible|structural_opportunity_eligible|structural_opportunity_exclusion_reason,scope_eligible|scope_exclusion_reason|scope_reference_eligible|scope_reference_exclusion_reason,,geometry_repair_applied|geometry_repair_status|geometry_repair_rule_version|raw_geometry_sha256|repaired_geometry_sha256|geometry_reference_status|geometry_structurally_computable|loo_medoid_analysis_eligible|loo_medoid_analysis_exclusion_reason,condition|outside_assignment_submission|assignment_provenance|outside_assignment_disposition_applied|outside_assignment_process_override|formal_assignment_eligible|semi_correction_analysis_eligible,
analysis_results/c1_a_rehearsal_post_scope_20260801_v10/c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747/c1_row_analysis_eligibility.csv,332491,780,43,6,worker_id,base_task_id,gt_reference_eligible|gt_reference_exclusion_reason|structural_attribution_eligible|geometry_structurally_computable|gt_score_computable|gt_primary_analysis_eligible|gt_primary_analysis_exclusion_reason|predictive_validity_analysis_eligible|structural_opportunity_eligible|structural_opportunity_exclusion_reason,scope_eligible|scope_exclusion_reason|scope_reference_eligible|scope_reference_exclusion_reason,,geometry_structurally_computable|loo_medoid_analysis_eligible|loo_medoid_analysis_exclusion_reason,condition|assignment_provenance|outside_assignment_disposition_applied|outside_assignment_process_override|formal_assignment_eligible|semi_correction_analysis_eligible,
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_geometry_repair_audit.csv,521480,780,30,6,worker_id|worker_code|worker_failure_numerator,ls_runtime_task_id|task_code|task_id|base_task_id,raw_structural_failure_reason|structural_validation_status|structural_denominator_eligible,final_scope,,geometry_repair_rule_version|geometry_repair_applied|geometry_repair_status|raw_geometry_sha256|repaired_geometry_sha256|geometry_calculation_eligible,condition,
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_gt_quality_analysis.csv,693757,780,75,6,worker_id|duplicate_worker_task_submission|worker_caused_structural_failure,ls_runtime_task_id|task_id|base_task_id|duplicate_worker_task_submission|task_outcome_status|building_id,iou_to_gt|quality_evaluable|quality_evaluable_legacy_alias|gt_score_computable|gt_reference_resolved|public_gt_structural_status|public_gt_geometry_mode|gt_primary_analysis_eligible|structurally_valid|worker_caused_structural_failure|quality_interpretation_status|gt_reference_eligible|gt_reference_exclusion_reason|structural_attribution_eligible|geometry_structurally_computable|gt_primary_analysis_exclusion_reason|predictive_validity_analysis_eligible|structural_opportunity_eligible|structural_opportunity_exclusion_reason,scope_eligible|scope_exclusion_reason|scope_reference_eligible|scope_reference_exclusion_reason,,public_gt_geometry_mode|geometry_repair_applied|geometry_repair_status|geometry_repair_rule_version|raw_geometry_sha256|repaired_geometry_sha256|geometry_reference_status|geometry_structurally_computable|loo_medoid_analysis_eligible|loo_medoid_analysis_exclusion_reason,condition|public_gt_geometry_mode|outside_assignment_submission|assignment_provenance|outside_assignment_disposition_applied|outside_assignment_process_override|formal_assignment_eligible|semi_correction_analysis_eligible,
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_row_analysis_eligibility.csv,360868,780,43,6,worker_id,base_task_id,gt_reference_eligible|gt_reference_exclusion_reason|structural_attribution_eligible|geometry_structurally_computable|gt_score_computable|gt_primary_analysis_eligible|gt_primary_analysis_exclusion_reason|predictive_validity_analysis_eligible|structural_opportunity_eligible|structural_opportunity_exclusion_reason,scope_eligible|scope_exclusion_reason|scope_reference_eligible|scope_reference_exclusion_reason,,geometry_structurally_computable|loo_medoid_analysis_eligible|loo_medoid_analysis_exclusion_reason,condition|assignment_provenance|outside_assignment_disposition_applied|outside_assignment_process_override|formal_assignment_eligible|semi_correction_analysis_eligible,
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/structural_validation_analysis.csv,697196,780,92,6,worker_id|worker_attributable|worker_reliability_eligibility|worker_failure_numerator|worker_structural_failure_numerator,ls_runtime_task_id|task_id|base_task_id|building_id,geometry_parse_valid|coordinate_range_valid|corner_count_valid|pair_count_valid|pairing_valid|top_bottom_order_valid|topology_valid|seam_representation_valid|polygon_valid|raw_geometry_valid|structural_validation_status|structural_failure_reason|detected_structural_issue|structural_denominator_eligible|worker_structural_failure_numerator|structural_disposition_applied|structural_disposition_source_sha256|structural_disposition_reviewed_by|structural_disposition_reviewed_at|structural_disposition_reason|gt_reference_eligible|gt_reference_exclusion_reason|structural_attribution_eligible|geometry_structurally_computable|gt_score_computable|gt_primary_analysis_eligible|gt_primary_analysis_exclusion_reason|predictive_validity_analysis_eligible|structural_opportunity_eligible|structural_opportunity_exclusion_reason,seam_representation_valid|final_scope|scope_eligible|scope_exclusion_reason|scope_reference_eligible|scope_reference_exclusion_reason,,geometry_parse_status|geometry_parse_valid|corner_count_valid|duplicate_corner_absent|raw_geometry_valid|geometry_calculation_eligible|geometry_repair_applied|geometry_repair_status|geometry_repair_rule_version|raw_geometry_sha256|repaired_geometry_sha256|geometry_structurally_computable|loo_medoid_analysis_eligible|loo_medoid_analysis_exclusion_reason,condition|assignment_provenance|outside_assignment_disposition_applied|outside_assignment_process_override|formal_assignment_eligible|semi_correction_analysis_eligible,
