cohort,model,groups,role,group,n,worker_ids,worker_ids_original,roster_origin
current20,SB,4,scope_accept_low,2,10,W002|W008|W010|W013|W015|W017|W028|W032|W033|W036,2|8|10|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,4,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,SB,5,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,5,scope_reject_high,5,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,SB,5,scope_accept_low,4,4,W001|W012|W035|W037,1|12|35|37,full_history_hindsight_NOT_target_holdout
current20,SB,5,edit_low,3,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,SB,5,benefit_high,2,10,W002|W008|W010|W013|W015|W017|W028|W032|W033|W036,2|8|10|13|15|17|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,6,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,6,scope_reject_high,6,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,SB,6,scope_accept_low,2,3,W002|W033|W036,2|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,6,edit_low,4,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,SB,7,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,7,scope_reject_high,7,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,SB,7,scope_accept_low,2,3,W002|W033|W036,2|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,7,edit_low,5,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,SB,8,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,8,scope_reject_high,8,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,SB,8,scope_accept_low,3,3,W002|W033|W036,2|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,8,edit_low,6,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,SB,8,benefit_high,2,2,W008|W028,8|28,full_history_hindsight_NOT_target_holdout
current20,SB,9,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,9,scope_reject_high,9,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
current20,SB,9,scope_accept_low,3,3,W002|W033|W036,2|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,9,edit_low,7,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,SB,9,benefit_high,2,2,W008|W028,8|28,full_history_hindsight_NOT_target_holdout
current20,SB,10,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,SB,10,scope_reject_high,10,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,SB,10,scope_accept_low,3,3,W002|W033|W036,2|33|36,full_history_hindsight_NOT_target_holdout
current20,SB,10,edit_low,7,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,SB,10,benefit_high,2,2,W008|W028,8|28,full_history_hindsight_NOT_target_holdout
current20,T,2,time_low,1,8,W001|W002|W006|W010|W012|W013|W017|W030,1|2|6|10|12|13|17|30,full_history_hindsight_NOT_target_holdout
current20,T,2,time_high,2,12,W008|W011|W015|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|11|15|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,T,3,time_low,1,8,W001|W002|W006|W010|W012|W013|W017|W030,1|2|6|10|12|13|17|30,full_history_hindsight_NOT_target_holdout
current20,T,3,time_high,3,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,4,time_low,1,2,W006|W013,6|13,full_history_hindsight_NOT_target_holdout
current20,T,4,time_high,4,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,5,time_low,1,2,W006|W013,6|13,full_history_hindsight_NOT_target_holdout
current20,T,5,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,6,time_low,1,2,W006|W013,6|13,full_history_hindsight_NOT_target_holdout
current20,T,6,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,7,time_low,1,2,W006|W013,6|13,full_history_hindsight_NOT_target_holdout
current20,T,7,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,8,time_low,1,2,W006|W013,6|13,full_history_hindsight_NOT_target_holdout
current20,T,8,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,9,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,T,9,time_high,9,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,T,10,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,T,10,time_high,10,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,2,time_low,1,9,W001|W002|W006|W010|W011|W012|W013|W017|W030,1|2|6|10|11|12|13|17|30,full_history_hindsight_NOT_target_holdout
current20,TB,2,time_high,2,11,W008|W015|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|15|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,TB,3,time_low,1,9,W001|W002|W006|W010|W011|W012|W013|W017|W030,1|2|6|10|11|12|13|17|30,full_history_hindsight_NOT_target_holdout
current20,TB,3,time_high,3,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TB,3,edit_high,2,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,TB,4,time_low,1,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,TB,4,time_high,4,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TB,4,edit_high,3,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,TB,5,time_low,1,2,W006|W011,6|11,full_history_hindsight_NOT_target_holdout
current20,TB,5,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,5,edit_high,3,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,TB,5,benefit_high,4,5,W008|W015|W028|W032|W033,8|15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,TB,6,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TB,6,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,6,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TB,6,edit_high,4,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,TB,6,benefit_high,5,5,W008|W015|W028|W032|W033,8|15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,TB,7,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TB,7,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,7,edit_low,4,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TB,7,edit_high,2,2,W001|W012,1|12,full_history_hindsight_NOT_target_holdout
current20,TB,7,benefit_high,6,5,W008|W015|W028|W032|W033,8|15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,TB,8,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TB,8,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,8,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TB,8,edit_high,3,2,W001|W012,1|12,full_history_hindsight_NOT_target_holdout
current20,TB,8,benefit_high,7,5,W008|W015|W028|W032|W033,8|15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,TB,9,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TB,9,time_high,9,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,9,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TB,9,edit_high,3,2,W001|W012,1|12,full_history_hindsight_NOT_target_holdout
current20,TB,9,benefit_high,7,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,TB,10,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TB,10,time_high,10,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TB,10,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TB,10,edit_high,6,3,W031|W034|W035,31|34|35,full_history_hindsight_NOT_target_holdout
current20,TB,10,benefit_high,7,1,W028,28,full_history_hindsight_NOT_target_holdout
current20,TS,2,time_low,1,10,W001|W002|W006|W008|W010|W012|W013|W017|W031|W034,1|2|6|8|10|12|13|17|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,2,time_high,2,10,W011|W015|W028|W029|W030|W032|W033|W035|W036|W037,11|15|28|29|30|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
current20,TS,3,time_low,1,7,W001|W002|W006|W010|W012|W013|W017,1|2|6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TS,3,time_high,3,10,W011|W015|W028|W029|W030|W032|W033|W035|W036|W037,11|15|28|29|30|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
current20,TS,3,scope_reject_low,2,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,4,time_low,1,7,W001|W002|W006|W010|W012|W013|W017,1|2|6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TS,4,time_high,4,9,W011|W015|W028|W029|W032|W033|W035|W036|W037,11|15|28|29|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
current20,TS,4,scope_reject_low,3,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,4,scope_reject_high,2,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,5,time_low,1,7,W001|W002|W006|W010|W012|W013|W017,1|2|6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TS,5,time_high,5,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TS,5,scope_reject_low,3,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,5,scope_reject_high,2,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,6,time_low,1,5,W006|W010|W012|W013|W017,6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TS,6,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TS,6,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TS,6,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,6,scope_accept_high,4,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,7,time_low,1,5,W006|W010|W012|W013|W017,6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TS,7,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TS,7,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TS,7,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,7,scope_accept_high,4,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,8,time_low,1,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,TS,8,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TS,8,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TS,8,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,8,scope_accept_high,5,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,9,time_low,1,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,TS,9,time_high,9,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TS,9,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TS,9,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,9,scope_accept_high,5,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TS,10,time_low,1,3,W006|W012|W013,6|12|13,full_history_hindsight_NOT_target_holdout
current20,TS,10,time_high,10,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TS,10,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TS,10,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TS,10,scope_accept_high,6,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,2,time_low,1,8,W001|W002|W006|W010|W011|W012|W013|W017,1|2|6|10|11|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,2,time_high,2,12,W008|W015|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,8|15|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
current20,TSB,3,time_low,1,8,W001|W002|W006|W010|W011|W012|W013|W017,1|2|6|10|11|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,3,time_high,3,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TSB,3,scope_reject_high,2,6,W029|W030|W031|W034|W035|W037,29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
current20,TSB,4,time_low,1,8,W001|W002|W006|W010|W011|W012|W013|W017,1|2|6|10|11|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,4,time_high,4,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TSB,4,scope_reject_low,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,4,scope_reject_high,3,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
current20,TSB,5,time_low,1,7,W001|W002|W006|W010|W012|W013|W017,1|2|6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,5,time_high,5,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TSB,5,scope_reject_low,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,5,scope_reject_high,4,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
current20,TSB,5,scope_accept_low,2,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TSB,6,time_low,1,5,W006|W010|W012|W013|W017,6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,6,time_high,6,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TSB,6,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TSB,6,scope_reject_high,5,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
current20,TSB,6,scope_accept_high,4,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,6,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TSB,7,time_low,1,5,W006|W010|W012|W013|W017,6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,7,time_high,7,6,W008|W015|W028|W032|W033|W036,8|15|28|32|33|36,full_history_hindsight_NOT_target_holdout
current20,TSB,7,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TSB,7,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TSB,7,scope_accept_high,5,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,7,edit_low,4,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TSB,8,time_low,1,5,W006|W010|W012|W013|W017,6|10|12|13|17,full_history_hindsight_NOT_target_holdout
current20,TSB,8,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TSB,8,scope_reject_low,2,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TSB,8,scope_reject_high,3,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TSB,8,scope_accept_high,5,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,8,edit_low,4,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TSB,8,benefit_high,7,5,W008|W015|W028|W032|W033,8|15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,TSB,9,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TSB,9,time_high,9,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TSB,9,scope_reject_low,3,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TSB,9,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TSB,9,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,9,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TSB,9,benefit_high,8,5,W008|W015|W028|W032|W033,8|15|28|32|33,full_history_hindsight_NOT_target_holdout
current20,TSB,10,time_low,1,1,W006,6,full_history_hindsight_NOT_target_holdout
current20,TSB,10,time_high,10,1,W036,36,full_history_hindsight_NOT_target_holdout
current20,TSB,10,scope_reject_low,3,2,W001|W002,1|2,full_history_hindsight_NOT_target_holdout
current20,TSB,10,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
current20,TSB,10,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
current20,TSB,10,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
current20,TSB,10,benefit_high,7,2,W008|W028,8|28,full_history_hindsight_NOT_target_holdout
