heldout_building,groups,axis_a,axis_b,common_workers,changed_after_optimal_label_alignment,ARI
B6ByNegPMKs,2,image:representative:singleton,sphere:pair_disagreement,24,7,0.14920733602735467
B6ByNegPMKs,2,image:representative:singleton,sphere:representative:singleton,24,4,0.42211055276381909
B6ByNegPMKs,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
B6ByNegPMKs,2,sphere:complete:singleton,sphere:representative:singleton,24,11,-0.060169764693241645
B6ByNegPMKs,2,sphere:pair_disagreement,sphere:representative:singleton,24,11,-0.060169764693241645
B6ByNegPMKs,3,image:complete:singleton,image:pair_disagreement,24,6,0.3711514868259625
B6ByNegPMKs,3,image:complete:singleton,image:representative:singleton,24,2,0.72588654553952214
B6ByNegPMKs,3,image:complete:singleton,sphere:complete:singleton,24,5,0.45654008438818566
B6ByNegPMKs,3,image:complete:singleton,sphere:pair_disagreement,24,6,0.3711514868259625
B6ByNegPMKs,3,image:complete:singleton,sphere:representative:singleton,24,2,0.72284245968456495
B6ByNegPMKs,3,image:pair_disagreement,image:representative:singleton,24,4,0.52312388412140765
B6ByNegPMKs,3,image:pair_disagreement,sphere:complete:singleton,24,7,0.35373808329152034
B6ByNegPMKs,3,image:pair_disagreement,sphere:pair_disagreement,24,0,1
B6ByNegPMKs,3,image:pair_disagreement,sphere:representative:singleton,24,6,0.37414965986394561
B6ByNegPMKs,3,image:representative:singleton,sphere:complete:singleton,24,7,0.35373808329152034
B6ByNegPMKs,3,image:representative:singleton,sphere:pair_disagreement,24,4,0.52312388412140765
B6ByNegPMKs,3,image:representative:singleton,sphere:representative:singleton,24,4,0.51857666143380432
B6ByNegPMKs,3,sphere:complete:singleton,sphere:pair_disagreement,24,7,0.35373808329152034
B6ByNegPMKs,3,sphere:complete:singleton,sphere:representative:singleton,24,3,0.62847046945986873
B6ByNegPMKs,3,sphere:pair_disagreement,sphere:representative:singleton,24,6,0.37414965986394561
S9hNv5qa7GM,2,image:complete:singleton,image:pair_disagreement,24,0,1
S9hNv5qa7GM,2,image:complete:singleton,image:representative:singleton,24,9,0.026136957658128592
S9hNv5qa7GM,2,image:complete:singleton,sphere:complete:singleton,24,0,1
S9hNv5qa7GM,2,image:complete:singleton,sphere:pair_disagreement,24,0,1
S9hNv5qa7GM,2,image:complete:singleton,sphere:representative:singleton,24,0,1
S9hNv5qa7GM,2,image:pair_disagreement,image:representative:singleton,24,9,0.026136957658128592
S9hNv5qa7GM,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
S9hNv5qa7GM,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
S9hNv5qa7GM,2,image:pair_disagreement,sphere:representative:singleton,24,0,1
S9hNv5qa7GM,2,image:representative:singleton,sphere:complete:singleton,24,9,0.026136957658128592
S9hNv5qa7GM,2,image:representative:singleton,sphere:pair_disagreement,24,9,0.026136957658128592
S9hNv5qa7GM,2,image:representative:singleton,sphere:representative:singleton,24,9,0.026136957658128592
S9hNv5qa7GM,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
S9hNv5qa7GM,2,sphere:complete:singleton,sphere:representative:singleton,24,0,1
S9hNv5qa7GM,2,sphere:pair_disagreement,sphere:representative:singleton,24,0,1
S9hNv5qa7GM,3,image:complete:singleton,image:pair_disagreement,24,3,0.62847046945986873
S9hNv5qa7GM,3,image:complete:singleton,image:representative:singleton,24,5,0.45654008438818566
S9hNv5qa7GM,3,image:complete:singleton,sphere:complete:singleton,24,4,0.53417721518987338
S9hNv5qa7GM,3,image:complete:singleton,sphere:pair_disagreement,24,4,0.53417721518987338
S9hNv5qa7GM,3,image:complete:singleton,sphere:representative:singleton,24,5,0.45654008438818566
S9hNv5qa7GM,3,image:pair_disagreement,image:representative:singleton,24,4,0.5108984582668793
S9hNv5qa7GM,3,image:pair_disagreement,sphere:complete:singleton,24,3,0.60871876661350344
S9hNv5qa7GM,3,image:pair_disagreement,sphere:pair_disagreement,24,1,0.85326953748006384
S9hNv5qa7GM,3,image:pair_disagreement,sphere:representative:singleton,24,4,0.5108984582668793
S9hNv5qa7GM,3,image:representative:singleton,sphere:complete:singleton,24,1,0.85245025245025241
S9hNv5qa7GM,3,image:representative:singleton,sphere:pair_disagreement,24,3,0.60653400653400658
S9hNv5qa7GM,3,image:representative:singleton,sphere:representative:singleton,24,0,1
S9hNv5qa7GM,3,sphere:complete:singleton,sphere:pair_disagreement,24,4,0.50816750816750822
S9hNv5qa7GM,3,sphere:complete:singleton,sphere:representative:singleton,24,1,0.85245025245025241
S9hNv5qa7GM,3,sphere:pair_disagreement,sphere:representative:singleton,24,3,0.60653400653400658
UwV83HsGsw3,2,image:complete:singleton,image:pair_disagreement,24,8,0.082818422555688248
UwV83HsGsw3,2,image:complete:singleton,image:representative:singleton,24,8,0.082818422555688248
UwV83HsGsw3,2,image:complete:singleton,sphere:complete:singleton,24,8,0.082818422555688248
UwV83HsGsw3,2,image:complete:singleton,sphere:pair_disagreement,24,8,0.082818422555688248
UwV83HsGsw3,2,image:complete:singleton,sphere:representative:singleton,24,8,0.082818422555688248
UwV83HsGsw3,2,image:pair_disagreement,image:representative:singleton,24,0,1
UwV83HsGsw3,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
UwV83HsGsw3,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
UwV83HsGsw3,2,image:pair_disagreement,sphere:representative:singleton,24,0,1
UwV83HsGsw3,2,image:representative:singleton,sphere:complete:singleton,24,0,1
UwV83HsGsw3,2,image:representative:singleton,sphere:pair_disagreement,24,0,1
UwV83HsGsw3,2,image:representative:singleton,sphere:representative:singleton,24,0,1
UwV83HsGsw3,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
UwV83HsGsw3,2,sphere:complete:singleton,sphere:representative:singleton,24,0,1
UwV83HsGsw3,2,sphere:pair_disagreement,sphere:representative:singleton,24,0,1
UwV83HsGsw3,3,image:complete:singleton,image:pair_disagreement,24,4,0.5108984582668793
UwV83HsGsw3,3,image:complete:singleton,image:representative:singleton,24,4,0.51857666143380432
UwV83HsGsw3,3,image:complete:singleton,sphere:complete:singleton,24,6,0.3962645128722867
UwV83HsGsw3,3,image:complete:singleton,sphere:pair_disagreement,24,7,0.34982332155477031
UwV83HsGsw3,3,image:complete:singleton,sphere:representative:singleton,24,3,0.61078794288736116
UwV83HsGsw3,3,image:pair_disagreement,image:representative:singleton,24,4,0.51627037448150959
UwV83HsGsw3,3,image:pair_disagreement,sphere:complete:singleton,24,4,0.53417721518987338
UwV83HsGsw3,3,image:pair_disagreement,sphere:pair_disagreement,24,5,0.45654008438818566
UwV83HsGsw3,3,image:pair_disagreement,sphere:representative:singleton,24,3,0.60871876661350344
UwV83HsGsw3,3,image:representative:singleton,sphere:complete:singleton,24,2,0.73841779561799636
UwV83HsGsw3,3,image:representative:singleton,sphere:pair_disagreement,24,9,0.30757651781234319
UwV83HsGsw3,3,image:representative:singleton,sphere:representative:singleton,24,1,0.85557299843014134
UwV83HsGsw3,3,sphere:complete:singleton,sphere:pair_disagreement,24,9,0.32186732186732187
UwV83HsGsw3,3,sphere:complete:singleton,sphere:representative:singleton,24,3,0.62847046945986873
UwV83HsGsw3,3,sphere:pair_disagreement,sphere:representative:singleton,24,8,0.31886252734309273
VFuaQ6m2Qom,2,image:complete:singleton,image:pair_disagreement,24,9,0.026136957658128592
VFuaQ6m2Qom,2,image:complete:singleton,image:representative:singleton,24,9,0.026136957658128592
VFuaQ6m2Qom,2,image:complete:singleton,sphere:complete:singleton,24,9,0.026136957658128592
VFuaQ6m2Qom,2,image:complete:singleton,sphere:pair_disagreement,24,9,0.026136957658128592
VFuaQ6m2Qom,2,image:complete:singleton,sphere:representative:singleton,24,2,0.68095838587641866
VFuaQ6m2Qom,2,image:pair_disagreement,image:representative:singleton,24,0,1
VFuaQ6m2Qom,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
VFuaQ6m2Qom,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
VFuaQ6m2Qom,2,image:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
VFuaQ6m2Qom,2,image:representative:singleton,sphere:complete:singleton,24,0,1
VFuaQ6m2Qom,2,image:representative:singleton,sphere:pair_disagreement,24,0,1
VFuaQ6m2Qom,2,image:representative:singleton,sphere:representative:singleton,24,7,0.14920733602735467
VFuaQ6m2Qom,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
VFuaQ6m2Qom,2,sphere:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
VFuaQ6m2Qom,2,sphere:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
VFuaQ6m2Qom,3,image:complete:singleton,image:pair_disagreement,24,4,0.5108984582668793
VFuaQ6m2Qom,3,image:complete:singleton,image:representative:singleton,24,5,0.45654008438818566
VFuaQ6m2Qom,3,image:complete:singleton,sphere:complete:singleton,24,1,0.85245025245025241
VFuaQ6m2Qom,3,image:complete:singleton,sphere:pair_disagreement,24,4,0.5108984582668793
VFuaQ6m2Qom,3,image:complete:singleton,sphere:representative:singleton,24,2,0.72588654553952214
VFuaQ6m2Qom,3,image:pair_disagreement,image:representative:singleton,24,3,0.62847046945986873
VFuaQ6m2Qom,3,image:pair_disagreement,sphere:complete:singleton,24,3,0.60871876661350344
VFuaQ6m2Qom,3,image:pair_disagreement,sphere:pair_disagreement,24,0,1
VFuaQ6m2Qom,3,image:pair_disagreement,sphere:representative:singleton,24,4,0.51857666143380432
VFuaQ6m2Qom,3,image:representative:singleton,sphere:complete:singleton,24,4,0.53417721518987338
VFuaQ6m2Qom,3,image:representative:singleton,sphere:pair_disagreement,24,3,0.62847046945986873
VFuaQ6m2Qom,3,image:representative:singleton,sphere:representative:singleton,24,7,0.35373808329152034
VFuaQ6m2Qom,3,sphere:complete:singleton,sphere:pair_disagreement,24,3,0.60871876661350344
VFuaQ6m2Qom,3,sphere:complete:singleton,sphere:representative:singleton,24,3,0.61301629958520765
VFuaQ6m2Qom,3,sphere:pair_disagreement,sphere:representative:singleton,24,4,0.51857666143380432
VLzqgDo317F,2,image:complete:singleton,image:pair_disagreement,24,0,1
VLzqgDo317F,2,image:complete:singleton,image:representative:singleton,24,7,0.14920733602735467
VLzqgDo317F,2,image:complete:singleton,sphere:complete:singleton,24,0,1
VLzqgDo317F,2,image:complete:singleton,sphere:pair_disagreement,24,0,1
VLzqgDo317F,2,image:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
VLzqgDo317F,2,image:pair_disagreement,image:representative:singleton,24,7,0.14920733602735467
VLzqgDo317F,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
VLzqgDo317F,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
VLzqgDo317F,2,image:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
VLzqgDo317F,2,image:representative:singleton,sphere:complete:singleton,24,7,0.14920733602735467
VLzqgDo317F,2,image:representative:singleton,sphere:pair_disagreement,24,7,0.14920733602735467
VLzqgDo317F,2,image:representative:singleton,sphere:representative:singleton,24,0,1
VLzqgDo317F,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
VLzqgDo317F,2,sphere:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
VLzqgDo317F,2,sphere:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
VLzqgDo317F,3,image:complete:singleton,image:pair_disagreement,24,6,0.3962645128722867
VLzqgDo317F,3,image:complete:singleton,image:representative:singleton,24,7,0.35373808329152034
VLzqgDo317F,3,image:complete:singleton,sphere:complete:singleton,24,4,0.53417721518987338
VLzqgDo317F,3,image:complete:singleton,sphere:pair_disagreement,24,3,0.62847046945986873
VLzqgDo317F,3,image:complete:singleton,sphere:representative:singleton,24,7,0.35373808329152034
VLzqgDo317F,3,image:pair_disagreement,image:representative:singleton,24,3,0.61486132914704339
VLzqgDo317F,3,image:pair_disagreement,sphere:complete:singleton,24,6,0.36416799574694314
VLzqgDo317F,3,image:pair_disagreement,sphere:pair_disagreement,24,3,0.61078794288736116
VLzqgDo317F,3,image:pair_disagreement,sphere:representative:singleton,24,3,0.61486132914704339
VLzqgDo317F,3,image:representative:singleton,sphere:complete:singleton,24,3,0.61301629958520765
VLzqgDo317F,3,image:representative:singleton,sphere:pair_disagreement,24,4,0.51857666143380432
VLzqgDo317F,3,image:representative:singleton,sphere:representative:singleton,24,0,1
VLzqgDo317F,3,sphere:complete:singleton,sphere:pair_disagreement,24,3,0.60871876661350344
VLzqgDo317F,3,sphere:complete:singleton,sphere:representative:singleton,24,3,0.61301629958520765
VLzqgDo317F,3,sphere:pair_disagreement,sphere:representative:singleton,24,4,0.51857666143380432
X7HyMhZNoso,2,image:complete:singleton,image:pair_disagreement,24,0,1
X7HyMhZNoso,2,image:complete:singleton,image:representative:singleton,24,0,1
X7HyMhZNoso,2,image:complete:singleton,sphere:complete:singleton,24,0,1
X7HyMhZNoso,2,image:complete:singleton,sphere:pair_disagreement,24,0,1
X7HyMhZNoso,2,image:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
X7HyMhZNoso,2,image:pair_disagreement,image:representative:singleton,24,0,1
X7HyMhZNoso,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
X7HyMhZNoso,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
X7HyMhZNoso,2,image:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
X7HyMhZNoso,2,image:representative:singleton,sphere:complete:singleton,24,0,1
X7HyMhZNoso,2,image:representative:singleton,sphere:pair_disagreement,24,0,1
X7HyMhZNoso,2,image:representative:singleton,sphere:representative:singleton,24,7,0.14920733602735467
X7HyMhZNoso,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
X7HyMhZNoso,2,sphere:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
X7HyMhZNoso,2,sphere:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
X7HyMhZNoso,3,image:complete:singleton,image:pair_disagreement,24,6,0.3962645128722867
X7HyMhZNoso,3,image:complete:singleton,image:representative:singleton,24,0,1
X7HyMhZNoso,3,image:complete:singleton,sphere:complete:singleton,24,4,0.53417721518987338
X7HyMhZNoso,3,image:complete:singleton,sphere:pair_disagreement,24,9,0.32186732186732187
X7HyMhZNoso,3,image:complete:singleton,sphere:representative:singleton,24,7,0.35373808329152034
X7HyMhZNoso,3,image:pair_disagreement,image:representative:singleton,24,6,0.3962645128722867
X7HyMhZNoso,3,image:pair_disagreement,sphere:complete:singleton,24,6,0.36416799574694314
X7HyMhZNoso,3,image:pair_disagreement,sphere:pair_disagreement,24,3,0.62847046945986873
X7HyMhZNoso,3,image:pair_disagreement,sphere:representative:singleton,24,3,0.61486132914704339
X7HyMhZNoso,3,image:representative:singleton,sphere:complete:singleton,24,4,0.53417721518987338
X7HyMhZNoso,3,image:representative:singleton,sphere:pair_disagreement,24,9,0.32186732186732187
X7HyMhZNoso,3,image:representative:singleton,sphere:representative:singleton,24,7,0.35373808329152034
X7HyMhZNoso,3,sphere:complete:singleton,sphere:pair_disagreement,24,9,0.30126582278481012
X7HyMhZNoso,3,sphere:complete:singleton,sphere:representative:singleton,24,3,0.61301629958520765
X7HyMhZNoso,3,sphere:pair_disagreement,sphere:representative:singleton,24,6,0.39989964877069745
Z6MFQCViBuw,2,image:complete:singleton,image:pair_disagreement,24,0,1
Z6MFQCViBuw,2,image:complete:singleton,image:representative:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,2,image:complete:singleton,sphere:complete:singleton,24,0,1
Z6MFQCViBuw,2,image:complete:singleton,sphere:pair_disagreement,24,0,1
Z6MFQCViBuw,2,image:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,2,image:pair_disagreement,image:representative:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
Z6MFQCViBuw,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
Z6MFQCViBuw,2,image:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,2,image:representative:singleton,sphere:complete:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,2,image:representative:singleton,sphere:pair_disagreement,24,7,0.14920733602735467
Z6MFQCViBuw,2,image:representative:singleton,sphere:representative:singleton,24,0,1
Z6MFQCViBuw,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
Z6MFQCViBuw,2,sphere:complete:singleton,sphere:representative:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,2,sphere:pair_disagreement,sphere:representative:singleton,24,7,0.14920733602735467
Z6MFQCViBuw,3,image:complete:singleton,image:pair_disagreement,24,2,0.73841779561799636
Z6MFQCViBuw,3,image:complete:singleton,image:representative:singleton,24,7,0.35373808329152034
Z6MFQCViBuw,3,image:complete:singleton,sphere:complete:singleton,24,0,1
Z6MFQCViBuw,3,image:complete:singleton,sphere:pair_disagreement,24,5,0.45654008438818566
Z6MFQCViBuw,3,image:complete:singleton,sphere:representative:singleton,24,7,0.35373808329152034
Z6MFQCViBuw,3,image:pair_disagreement,image:representative:singleton,24,5,0.44364453147497551
Z6MFQCViBuw,3,image:pair_disagreement,sphere:complete:singleton,24,2,0.73841779561799636
Z6MFQCViBuw,3,image:pair_disagreement,sphere:pair_disagreement,24,3,0.61301629958520765
Z6MFQCViBuw,3,image:pair_disagreement,sphere:representative:singleton,24,5,0.44364453147497551
Z6MFQCViBuw,3,image:representative:singleton,sphere:complete:singleton,24,7,0.35373808329152034
Z6MFQCViBuw,3,image:representative:singleton,sphere:pair_disagreement,24,4,0.51627037448150959
Z6MFQCViBuw,3,image:representative:singleton,sphere:representative:singleton,24,0,1
Z6MFQCViBuw,3,sphere:complete:singleton,sphere:pair_disagreement,24,5,0.45654008438818566
Z6MFQCViBuw,3,sphere:complete:singleton,sphere:representative:singleton,24,7,0.35373808329152034
Z6MFQCViBuw,3,sphere:pair_disagreement,sphere:representative:singleton,24,4,0.51627037448150959
b8cTxDM8gDG,2,image:complete:singleton,image:pair_disagreement,24,0,1
b8cTxDM8gDG,2,image:complete:singleton,image:representative:singleton,24,0,1
b8cTxDM8gDG,2,image:complete:singleton,sphere:complete:singleton,24,0,1
b8cTxDM8gDG,2,image:complete:singleton,sphere:pair_disagreement,24,0,1
b8cTxDM8gDG,2,image:complete:singleton,sphere:representative:singleton,24,0,1
b8cTxDM8gDG,2,image:pair_disagreement,image:representative:singleton,24,0,1
b8cTxDM8gDG,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
b8cTxDM8gDG,2,image:pair_disagreement,sphere:pair_disagreement,24,0,1
b8cTxDM8gDG,2,image:pair_disagreement,sphere:representative:singleton,24,0,1
b8cTxDM8gDG,2,image:representative:singleton,sphere:complete:singleton,24,0,1
b8cTxDM8gDG,2,image:representative:singleton,sphere:pair_disagreement,24,0,1
b8cTxDM8gDG,2,image:representative:singleton,sphere:representative:singleton,24,0,1
b8cTxDM8gDG,2,sphere:complete:singleton,sphere:pair_disagreement,24,0,1
b8cTxDM8gDG,2,sphere:complete:singleton,sphere:representative:singleton,24,0,1
b8cTxDM8gDG,2,sphere:pair_disagreement,sphere:representative:singleton,24,0,1
b8cTxDM8gDG,3,image:complete:singleton,image:pair_disagreement,24,5,0.42619542619542622
b8cTxDM8gDG,3,image:complete:singleton,image:representative:singleton,24,2,0.72129492129492134
b8cTxDM8gDG,3,image:complete:singleton,sphere:complete:singleton,24,1,0.85245025245025241
b8cTxDM8gDG,3,image:complete:singleton,sphere:pair_disagreement,24,8,0.31679324894514765
b8cTxDM8gDG,3,image:complete:singleton,sphere:representative:singleton,24,3,0.61301629958520765
b8cTxDM8gDG,3,image:pair_disagreement,image:representative:singleton,24,5,0.42619542619542622
b8cTxDM8gDG,3,image:pair_disagreement,sphere:complete:singleton,24,4,0.50816750816750822
b8cTxDM8gDG,3,image:pair_disagreement,sphere:pair_disagreement,24,5,0.45654008438818566
b8cTxDM8gDG,3,image:pair_disagreement,sphere:representative:singleton,24,2,0.72588654553952214
b8cTxDM8gDG,3,image:representative:singleton,sphere:complete:singleton,24,1,0.85245025245025241
b8cTxDM8gDG,3,image:representative:singleton,sphere:pair_disagreement,24,8,0.31679324894514765
b8cTxDM8gDG,3,image:representative:singleton,sphere:representative:singleton,24,3,0.61301629958520765
b8cTxDM8gDG,3,sphere:complete:singleton,sphere:pair_disagreement,24,9,0.30126582278481012
b8cTxDM8gDG,3,sphere:complete:singleton,sphere:representative:singleton,24,2,0.72588654553952214
b8cTxDM8gDG,3,sphere:pair_disagreement,sphere:representative:singleton,24,7,0.35373808329152034
e9zR4mvMWw7,2,image:complete:singleton,image:pair_disagreement,24,0,1
e9zR4mvMWw7,2,image:complete:singleton,image:representative:singleton,24,9,0.026136957658128592
e9zR4mvMWw7,2,image:complete:singleton,sphere:complete:singleton,24,0,1
e9zR4mvMWw7,2,image:complete:singleton,sphere:pair_disagreement,24,3,0.53293220156871168
e9zR4mvMWw7,2,image:complete:singleton,sphere:representative:singleton,24,9,0.026136957658128592
e9zR4mvMWw7,2,image:pair_disagreement,image:representative:singleton,24,9,0.026136957658128592
e9zR4mvMWw7,2,image:pair_disagreement,sphere:complete:singleton,24,0,1
e9zR4mvMWw7,2,image:pair_disagreement,sphere:pair_disagreement,24,3,0.53293220156871168
e9zR4mvMWw7,2,image:pair_disagreement,sphere:representative:singleton,24,9,0.026136957658128592
e9zR4mvMWw7,2,image:representative:singleton,sphere:complete:singleton,24,9,0.026136957658128592
