worker_id,effect,fit_status,component,layer_value,label,training_rows,training_images,training_buildings,cohort,metric,k,method,heldout_building
13,-0.24745590213876603,usable,0,-0.3389604836085703,2,81,81,18,all26,ospa30,3,quantile,2t7WUuJeko7
14,-0.6005264221760702,usable,0,-0.3389604836085703,2,74,74,13,all26,ospa30,3,quantile,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-1.6400609941032416,1,82,82,19,all26,ospa30,3,quantile,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-1.6400609941032416,1,82,82,19,all26,ospa30,3,quantile,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-1.6400609941032416,1,74,74,13,all26,ospa30,3,quantile,2t7WUuJeko7
19,7.6006981631336785,usable,0,1.9413592017553039,3,45,45,13,all26,ospa30,3,quantile,2t7WUuJeko7
2,-3.366527011744188,usable,0,-1.6400609941032416,1,78,78,16,all26,ospa30,3,quantile,2t7WUuJeko7
21,-0.6654823312698119,usable,0,-1.6400609941032416,1,45,45,13,all26,ospa30,3,quantile,2t7WUuJeko7
26,5.1823391497975,usable,0,1.9413592017553039,3,22,22,12,all26,ospa30,3,quantile,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-1.6400609941032416,1,75,75,13,all26,ospa30,3,quantile,2t7WUuJeko7
28,-1.46904875571649,usable,0,-1.6400609941032416,1,80,80,17,all26,ospa30,3,quantile,2t7WUuJeko7
29,0.3749595546618658,usable,0,1.9413592017553039,3,81,81,17,all26,ospa30,3,quantile,2t7WUuJeko7
30,0.147485000378051,usable,0,1.9413592017553039,3,84,84,17,all26,ospa30,3,quantile,2t7WUuJeko7
31,-0.09893498549253095,usable,0,1.9413592017553039,3,87,87,18,all26,ospa30,3,quantile,2t7WUuJeko7
32,-0.1618757935468731,usable,0,-0.3389604836085703,2,87,87,18,all26,ospa30,3,quantile,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-1.6400609941032416,1,86,86,18,all26,ospa30,3,quantile,2t7WUuJeko7
34,1.5814528607179128,usable,0,1.9413592017553039,3,99,99,18,all26,ospa30,3,quantile,2t7WUuJeko7
35,0.39398352972924294,usable,0,1.9413592017553039,3,79,79,18,all26,ospa30,3,quantile,2t7WUuJeko7
36,-0.5892611654280603,usable,0,-0.3389604836085703,2,85,85,19,all26,ospa30,3,quantile,2t7WUuJeko7
37,2.080384880869584,usable,0,1.9413592017553039,3,83,83,18,all26,ospa30,3,quantile,2t7WUuJeko7
6,-0.41094378331727394,usable,0,-0.3389604836085703,2,83,83,18,all26,ospa30,3,quantile,2t7WUuJeko7
8,-0.8947485745972551,usable,0,-1.6400609941032416,1,78,78,17,all26,ospa30,3,quantile,2t7WUuJeko7
1,-0.15469556702041543,usable,0,-0.11431853522136175,3,85,85,18,all26,ospa30,4,quantile,2t7WUuJeko7
10,-0.37649127173346736,usable,0,-0.5895755914203232,2,83,83,17,all26,ospa30,4,quantile,2t7WUuJeko7
11,-0.170433963507636,usable,0,-0.11431853522136175,3,83,83,17,all26,ospa30,4,quantile,2t7WUuJeko7
12,0.20986466200242979,usable,0,2.489097542987459,4,78,78,17,all26,ospa30,4,quantile,2t7WUuJeko7
13,-0.24745590213876603,usable,0,-0.11431853522136175,3,81,81,18,all26,ospa30,4,quantile,2t7WUuJeko7
14,-0.6005264221760702,usable,0,-0.5895755914203232,2,74,74,13,all26,ospa30,4,quantile,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,4,quantile,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,4,quantile,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-1.8857597201517293,1,74,74,13,all26,ospa30,4,quantile,2t7WUuJeko7
19,7.6006981631336785,usable,0,2.489097542987459,4,45,45,13,all26,ospa30,4,quantile,2t7WUuJeko7
2,-3.366527011744188,usable,0,-1.8857597201517293,1,78,78,16,all26,ospa30,4,quantile,2t7WUuJeko7
21,-0.6654823312698119,usable,0,-0.5895755914203232,2,45,45,13,all26,ospa30,4,quantile,2t7WUuJeko7
26,5.1823391497975,usable,0,2.489097542987459,4,22,22,12,all26,ospa30,4,quantile,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-1.8857597201517293,1,75,75,13,all26,ospa30,4,quantile,2t7WUuJeko7
28,-1.46904875571649,usable,0,-1.8857597201517293,1,80,80,17,all26,ospa30,4,quantile,2t7WUuJeko7
29,0.3749595546618658,usable,0,2.489097542987459,4,81,81,17,all26,ospa30,4,quantile,2t7WUuJeko7
30,0.147485000378051,usable,0,-0.11431853522136175,3,84,84,17,all26,ospa30,4,quantile,2t7WUuJeko7
31,-0.09893498549253095,usable,0,-0.11431853522136175,3,87,87,18,all26,ospa30,4,quantile,2t7WUuJeko7
32,-0.1618757935468731,usable,0,-0.11431853522136175,3,87,87,18,all26,ospa30,4,quantile,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-1.8857597201517293,1,86,86,18,all26,ospa30,4,quantile,2t7WUuJeko7
34,1.5814528607179128,usable,0,2.489097542987459,4,99,99,18,all26,ospa30,4,quantile,2t7WUuJeko7
35,0.39398352972924294,usable,0,2.489097542987459,4,79,79,18,all26,ospa30,4,quantile,2t7WUuJeko7
36,-0.5892611654280603,usable,0,-0.5895755914203232,2,85,85,19,all26,ospa30,4,quantile,2t7WUuJeko7
37,2.080384880869584,usable,0,2.489097542987459,4,83,83,18,all26,ospa30,4,quantile,2t7WUuJeko7
6,-0.41094378331727394,usable,0,-0.5895755914203232,2,83,83,18,all26,ospa30,4,quantile,2t7WUuJeko7
8,-0.8947485745972551,usable,0,-0.5895755914203232,2,78,78,17,all26,ospa30,4,quantile,2t7WUuJeko7
1,-0.15469556702041543,usable,0,0.09573573290588006,4,85,85,18,all26,ospa30,5,quantile,2t7WUuJeko7
10,-0.37649127173346736,usable,0,-0.27344014284880325,3,83,83,17,all26,ospa30,5,quantile,2t7WUuJeko7
11,-0.170433963507636,usable,0,-0.27344014284880325,3,83,83,17,all26,ospa30,5,quantile,2t7WUuJeko7
12,0.20986466200242979,usable,0,0.09573573290588006,4,78,78,17,all26,ospa30,5,quantile,2t7WUuJeko7
13,-0.24745590213876603,usable,0,-0.27344014284880325,3,81,81,18,all26,ospa30,5,quantile,2t7WUuJeko7
14,-0.6005264221760702,usable,0,-0.7978260515069961,2,74,74,13,all26,ospa30,5,quantile,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-1.9935343794997207,1,82,82,19,all26,ospa30,5,quantile,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-1.9935343794997207,1,82,82,19,all26,ospa30,5,quantile,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-1.9935343794997207,1,74,74,13,all26,ospa30,5,quantile,2t7WUuJeko7
19,7.6006981631336785,usable,0,3.367771716849584,5,45,45,13,all26,ospa30,5,quantile,2t7WUuJeko7
2,-3.366527011744188,usable,0,-1.9935343794997207,1,78,78,16,all26,ospa30,5,quantile,2t7WUuJeko7
21,-0.6654823312698119,usable,0,-0.7978260515069961,2,45,45,13,all26,ospa30,5,quantile,2t7WUuJeko7
26,5.1823391497975,usable,0,3.367771716849584,5,22,22,12,all26,ospa30,5,quantile,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-1.9935343794997207,1,75,75,13,all26,ospa30,5,quantile,2t7WUuJeko7
28,-1.46904875571649,usable,0,-1.9935343794997207,1,80,80,17,all26,ospa30,5,quantile,2t7WUuJeko7
29,0.3749595546618658,usable,0,0.09573573290588006,4,81,81,17,all26,ospa30,5,quantile,2t7WUuJeko7
30,0.147485000378051,usable,0,0.09573573290588006,4,84,84,17,all26,ospa30,5,quantile,2t7WUuJeko7
31,-0.09893498549253095,usable,0,0.09573573290588006,4,87,87,18,all26,ospa30,5,quantile,2t7WUuJeko7
32,-0.1618757935468731,usable,0,-0.27344014284880325,3,87,87,18,all26,ospa30,5,quantile,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-0.7978260515069961,2,86,86,18,all26,ospa30,5,quantile,2t7WUuJeko7
34,1.5814528607179128,usable,0,3.367771716849584,5,99,99,18,all26,ospa30,5,quantile,2t7WUuJeko7
35,0.39398352972924294,usable,0,3.367771716849584,5,79,79,18,all26,ospa30,5,quantile,2t7WUuJeko7
36,-0.5892611654280603,usable,0,-0.7978260515069961,2,85,85,19,all26,ospa30,5,quantile,2t7WUuJeko7
37,2.080384880869584,usable,0,3.367771716849584,5,83,83,18,all26,ospa30,5,quantile,2t7WUuJeko7
6,-0.41094378331727394,usable,0,-0.27344014284880325,3,83,83,18,all26,ospa30,5,quantile,2t7WUuJeko7
8,-0.8947485745972551,usable,0,-0.7978260515069961,2,78,78,17,all26,ospa30,5,quantile,2t7WUuJeko7
1,-0.15469556702041543,usable,0,-0.5326265547054658,1,85,85,18,all26,ospa30,2,ward,2t7WUuJeko7
10,-0.37649127173346736,usable,0,-0.5326265547054658,1,83,83,17,all26,ospa30,2,ward,2t7WUuJeko7
11,-0.170433963507636,usable,0,-0.5326265547054658,1,83,83,17,all26,ospa30,2,ward,2t7WUuJeko7
12,0.20986466200242979,usable,0,-0.5326265547054658,1,78,78,17,all26,ospa30,2,ward,2t7WUuJeko7
13,-0.24745590213876603,usable,0,-0.5326265547054658,1,81,81,18,all26,ospa30,2,ward,2t7WUuJeko7
14,-0.6005264221760702,usable,0,-0.5326265547054658,1,74,74,13,all26,ospa30,2,ward,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-0.5326265547054658,1,82,82,19,all26,ospa30,2,ward,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-0.5326265547054658,1,82,82,19,all26,ospa30,2,ward,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-0.5326265547054658,1,74,74,13,all26,ospa30,2,ward,2t7WUuJeko7
19,7.6006981631336785,usable,0,6.391518656465589,2,45,45,13,all26,ospa30,2,ward,2t7WUuJeko7
2,-3.366527011744188,usable,0,-0.5326265547054658,1,78,78,16,all26,ospa30,2,ward,2t7WUuJeko7
21,-0.6654823312698119,usable,0,-0.5326265547054658,1,45,45,13,all26,ospa30,2,ward,2t7WUuJeko7
26,5.1823391497975,usable,0,6.391518656465589,2,22,22,12,all26,ospa30,2,ward,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-0.5326265547054658,1,75,75,13,all26,ospa30,2,ward,2t7WUuJeko7
28,-1.46904875571649,usable,0,-0.5326265547054658,1,80,80,17,all26,ospa30,2,ward,2t7WUuJeko7
29,0.3749595546618658,usable,0,-0.5326265547054658,1,81,81,17,all26,ospa30,2,ward,2t7WUuJeko7
30,0.147485000378051,usable,0,-0.5326265547054658,1,84,84,17,all26,ospa30,2,ward,2t7WUuJeko7
31,-0.09893498549253095,usable,0,-0.5326265547054658,1,87,87,18,all26,ospa30,2,ward,2t7WUuJeko7
32,-0.1618757935468731,usable,0,-0.5326265547054658,1,87,87,18,all26,ospa30,2,ward,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-0.5326265547054658,1,86,86,18,all26,ospa30,2,ward,2t7WUuJeko7
34,1.5814528607179128,usable,0,-0.5326265547054658,1,99,99,18,all26,ospa30,2,ward,2t7WUuJeko7
35,0.39398352972924294,usable,0,-0.5326265547054658,1,79,79,18,all26,ospa30,2,ward,2t7WUuJeko7
36,-0.5892611654280603,usable,0,-0.5326265547054658,1,85,85,19,all26,ospa30,2,ward,2t7WUuJeko7
37,2.080384880869584,usable,0,-0.5326265547054658,1,83,83,18,all26,ospa30,2,ward,2t7WUuJeko7
6,-0.41094378331727394,usable,0,-0.5326265547054658,1,83,83,18,all26,ospa30,2,ward,2t7WUuJeko7
8,-0.8947485745972551,usable,0,-0.5326265547054658,1,78,78,17,all26,ospa30,2,ward,2t7WUuJeko7
1,-0.15469556702041543,usable,0,0.02454592518417212,2,85,85,18,all26,ospa30,3,ward,2t7WUuJeko7
10,-0.37649127173346736,usable,0,0.02454592518417212,2,83,83,17,all26,ospa30,3,ward,2t7WUuJeko7
11,-0.170433963507636,usable,0,0.02454592518417212,2,83,83,17,all26,ospa30,3,ward,2t7WUuJeko7
12,0.20986466200242979,usable,0,0.02454592518417212,2,78,78,17,all26,ospa30,3,ward,2t7WUuJeko7
13,-0.24745590213876603,usable,0,0.02454592518417212,2,81,81,18,all26,ospa30,3,ward,2t7WUuJeko7
14,-0.6005264221760702,usable,0,0.02454592518417212,2,74,74,13,all26,ospa30,3,ward,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,3,ward,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,3,ward,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-1.8857597201517293,1,74,74,13,all26,ospa30,3,ward,2t7WUuJeko7
19,7.6006981631336785,usable,0,6.391518656465589,3,45,45,13,all26,ospa30,3,ward,2t7WUuJeko7
2,-3.366527011744188,usable,0,-1.8857597201517293,1,78,78,16,all26,ospa30,3,ward,2t7WUuJeko7
21,-0.6654823312698119,usable,0,0.02454592518417212,2,45,45,13,all26,ospa30,3,ward,2t7WUuJeko7
26,5.1823391497975,usable,0,6.391518656465589,3,22,22,12,all26,ospa30,3,ward,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-1.8857597201517293,1,75,75,13,all26,ospa30,3,ward,2t7WUuJeko7
28,-1.46904875571649,usable,0,-1.8857597201517293,1,80,80,17,all26,ospa30,3,ward,2t7WUuJeko7
29,0.3749595546618658,usable,0,0.02454592518417212,2,81,81,17,all26,ospa30,3,ward,2t7WUuJeko7
30,0.147485000378051,usable,0,0.02454592518417212,2,84,84,17,all26,ospa30,3,ward,2t7WUuJeko7
31,-0.09893498549253095,usable,0,0.02454592518417212,2,87,87,18,all26,ospa30,3,ward,2t7WUuJeko7
32,-0.1618757935468731,usable,0,0.02454592518417212,2,87,87,18,all26,ospa30,3,ward,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-1.8857597201517293,1,86,86,18,all26,ospa30,3,ward,2t7WUuJeko7
34,1.5814528607179128,usable,0,0.02454592518417212,2,99,99,18,all26,ospa30,3,ward,2t7WUuJeko7
35,0.39398352972924294,usable,0,0.02454592518417212,2,79,79,18,all26,ospa30,3,ward,2t7WUuJeko7
36,-0.5892611654280603,usable,0,0.02454592518417212,2,85,85,19,all26,ospa30,3,ward,2t7WUuJeko7
37,2.080384880869584,usable,0,0.02454592518417212,2,83,83,18,all26,ospa30,3,ward,2t7WUuJeko7
6,-0.41094378331727394,usable,0,0.02454592518417212,2,83,83,18,all26,ospa30,3,ward,2t7WUuJeko7
8,-0.8947485745972551,usable,0,0.02454592518417212,2,78,78,17,all26,ospa30,3,ward,2t7WUuJeko7
1,-0.15469556702041543,usable,0,-0.2163038008971047,2,85,85,18,all26,ospa30,4,ward,2t7WUuJeko7
10,-0.37649127173346736,usable,0,-0.2163038008971047,2,83,83,17,all26,ospa30,4,ward,2t7WUuJeko7
11,-0.170433963507636,usable,0,-0.2163038008971047,2,83,83,17,all26,ospa30,4,ward,2t7WUuJeko7
12,0.20986466200242979,usable,0,-0.2163038008971047,2,78,78,17,all26,ospa30,4,ward,2t7WUuJeko7
13,-0.24745590213876603,usable,0,-0.2163038008971047,2,81,81,18,all26,ospa30,4,ward,2t7WUuJeko7
14,-0.6005264221760702,usable,0,-0.2163038008971047,2,74,74,13,all26,ospa30,4,ward,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,4,ward,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,4,ward,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-1.8857597201517293,1,74,74,13,all26,ospa30,4,ward,2t7WUuJeko7
19,7.6006981631336785,usable,0,6.391518656465589,4,45,45,13,all26,ospa30,4,ward,2t7WUuJeko7
2,-3.366527011744188,usable,0,-1.8857597201517293,1,78,78,16,all26,ospa30,4,ward,2t7WUuJeko7
21,-0.6654823312698119,usable,0,-0.2163038008971047,2,45,45,13,all26,ospa30,4,ward,2t7WUuJeko7
26,5.1823391497975,usable,0,6.391518656465589,4,22,22,12,all26,ospa30,4,ward,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-1.8857597201517293,1,75,75,13,all26,ospa30,4,ward,2t7WUuJeko7
28,-1.46904875571649,usable,0,-1.8857597201517293,1,80,80,17,all26,ospa30,4,ward,2t7WUuJeko7
29,0.3749595546618658,usable,0,-0.2163038008971047,2,81,81,17,all26,ospa30,4,ward,2t7WUuJeko7
30,0.147485000378051,usable,0,-0.2163038008971047,2,84,84,17,all26,ospa30,4,ward,2t7WUuJeko7
31,-0.09893498549253095,usable,0,-0.2163038008971047,2,87,87,18,all26,ospa30,4,ward,2t7WUuJeko7
32,-0.1618757935468731,usable,0,-0.2163038008971047,2,87,87,18,all26,ospa30,4,ward,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-1.8857597201517293,1,86,86,18,all26,ospa30,4,ward,2t7WUuJeko7
34,1.5814528607179128,usable,0,1.8309188707937483,3,99,99,18,all26,ospa30,4,ward,2t7WUuJeko7
35,0.39398352972924294,usable,0,-0.2163038008971047,2,79,79,18,all26,ospa30,4,ward,2t7WUuJeko7
36,-0.5892611654280603,usable,0,-0.2163038008971047,2,85,85,19,all26,ospa30,4,ward,2t7WUuJeko7
37,2.080384880869584,usable,0,1.8309188707937483,3,83,83,18,all26,ospa30,4,ward,2t7WUuJeko7
6,-0.41094378331727394,usable,0,-0.2163038008971047,2,83,83,18,all26,ospa30,4,ward,2t7WUuJeko7
8,-0.8947485745972551,usable,0,-0.2163038008971047,2,78,78,17,all26,ospa30,4,ward,2t7WUuJeko7
1,-0.15469556702041543,usable,0,-0.2163038008971047,2,85,85,18,all26,ospa30,5,ward,2t7WUuJeko7
10,-0.37649127173346736,usable,0,-0.2163038008971047,2,83,83,17,all26,ospa30,5,ward,2t7WUuJeko7
11,-0.170433963507636,usable,0,-0.2163038008971047,2,83,83,17,all26,ospa30,5,ward,2t7WUuJeko7
12,0.20986466200242979,usable,0,-0.2163038008971047,2,78,78,17,all26,ospa30,5,ward,2t7WUuJeko7
13,-0.24745590213876603,usable,0,-0.2163038008971047,2,81,81,18,all26,ospa30,5,ward,2t7WUuJeko7
14,-0.6005264221760702,usable,0,-0.2163038008971047,2,74,74,13,all26,ospa30,5,ward,2t7WUuJeko7
15,-1.2946930980808407,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,5,ward,2t7WUuJeko7
17,-1.4849957237764055,usable,0,-1.8857597201517293,1,82,82,19,all26,ospa30,5,ward,2t7WUuJeko7
18,-2.0401754524719866,usable,0,-1.8857597201517293,1,74,74,13,all26,ospa30,5,ward,2t7WUuJeko7
19,7.6006981631336785,usable,0,7.6006981631336785,5,45,45,13,all26,ospa30,5,ward,2t7WUuJeko7
2,-3.366527011744188,usable,0,-1.8857597201517293,1,78,78,16,all26,ospa30,5,ward,2t7WUuJeko7
21,-0.6654823312698119,usable,0,-0.2163038008971047,2,45,45,13,all26,ospa30,5,ward,2t7WUuJeko7
26,5.1823391497975,usable,0,5.1823391497975,4,22,22,12,all26,ospa30,5,ward,2t7WUuJeko7
27,-2.3057662352084125,usable,0,-1.8857597201517293,1,75,75,13,all26,ospa30,5,ward,2t7WUuJeko7
28,-1.46904875571649,usable,0,-1.8857597201517293,1,80,80,17,all26,ospa30,5,ward,2t7WUuJeko7
29,0.3749595546618658,usable,0,-0.2163038008971047,2,81,81,17,all26,ospa30,5,ward,2t7WUuJeko7
30,0.147485000378051,usable,0,-0.2163038008971047,2,84,84,17,all26,ospa30,5,ward,2t7WUuJeko7
31,-0.09893498549253095,usable,0,-0.2163038008971047,2,87,87,18,all26,ospa30,5,ward,2t7WUuJeko7
32,-0.1618757935468731,usable,0,-0.2163038008971047,2,87,87,18,all26,ospa30,5,ward,2t7WUuJeko7
33,-1.2391117640637832,usable,0,-1.8857597201517293,1,86,86,18,all26,ospa30,5,ward,2t7WUuJeko7
34,1.5814528607179128,usable,0,1.8309188707937483,3,99,99,18,all26,ospa30,5,ward,2t7WUuJeko7
35,0.39398352972924294,usable,0,-0.2163038008971047,2,79,79,18,all26,ospa30,5,ward,2t7WUuJeko7
36,-0.5892611654280603,usable,0,-0.2163038008971047,2,85,85,19,all26,ospa30,5,ward,2t7WUuJeko7
37,2.080384880869584,usable,0,1.8309188707937483,3,83,83,18,all26,ospa30,5,ward,2t7WUuJeko7
6,-0.41094378331727394,usable,0,-0.2163038008971047,2,83,83,18,all26,ospa30,5,ward,2t7WUuJeko7
8,-0.8947485745972551,usable,0,-0.2163038008971047,2,78,78,17,all26,ospa30,5,ward,2t7WUuJeko7
1,-0.13190310761108046,usable,0,1.290960534868932,2,82,82,17,all26,ospa30,2,quantile,7y3sRwLe3Va
10,-0.372861913545888,usable,0,-1.290960534868932,1,79,79,16,all26,ospa30,2,quantile,7y3sRwLe3Va
11,-0.11487255905637228,usable,0,1.290960534868932,2,78,78,16,all26,ospa30,2,quantile,7y3sRwLe3Va
12,0.31397027730289456,usable,0,1.290960534868932,2,74,74,16,all26,ospa30,2,quantile,7y3sRwLe3Va
13,-0.2418347081786757,usable,0,1.290960534868932,2,78,78,17,all26,ospa30,2,quantile,7y3sRwLe3Va
14,-0.682462793220265,usable,0,-1.290960534868932,1,71,71,12,all26,ospa30,2,quantile,7y3sRwLe3Va
15,-1.3104899335676143,usable,0,-1.290960534868932,1,78,78,18,all26,ospa30,2,quantile,7y3sRwLe3Va
17,-1.5707298137963743,usable,0,-1.290960534868932,1,79,79,18,all26,ospa30,2,quantile,7y3sRwLe3Va
18,-1.9951777075292967,usable,0,-1.290960534868932,1,71,71,12,all26,ospa30,2,quantile,7y3sRwLe3Va
19,7.670357181731862,usable,0,1.290960534868932,2,43,43,12,all26,ospa30,2,quantile,7y3sRwLe3Va
2,-3.4115395257591796,usable,0,-1.290960534868932,1,75,75,15,all26,ospa30,2,quantile,7y3sRwLe3Va
21,-0.6005639488023718,usable,0,-1.290960534868932,1,43,43,12,all26,ospa30,2,quantile,7y3sRwLe3Va
26,5.08821757569871,usable,0,1.290960534868932,2,21,21,11,all26,ospa30,2,quantile,7y3sRwLe3Va
27,-2.343299412867784,usable,0,-1.290960534868932,1,71,71,12,all26,ospa30,2,quantile,7y3sRwLe3Va
28,-1.508047489403078,usable,0,-1.290960534868932,1,76,76,16,all26,ospa30,2,quantile,7y3sRwLe3Va
29,0.38713564529837236,usable,0,1.290960534868932,2,77,77,16,all26,ospa30,2,quantile,7y3sRwLe3Va
30,0.23631266690799355,usable,0,1.290960534868932,2,80,80,16,all26,ospa30,2,quantile,7y3sRwLe3Va
31,-0.18322463318033805,usable,0,1.290960534868932,2,84,84,18,all26,ospa30,2,quantile,7y3sRwLe3Va
32,-0.23225325818597248,usable,0,1.290960534868932,2,83,83,17,all26,ospa30,2,quantile,7y3sRwLe3Va
33,-1.0170928523008398,usable,0,-1.290960534868932,1,82,82,17,all26,ospa30,2,quantile,7y3sRwLe3Va
34,1.4948006971777001,usable,0,1.290960534868932,2,97,97,18,all26,ospa30,2,quantile,7y3sRwLe3Va
35,0.39277618550428617,usable,0,1.290960534868932,2,76,76,17,all26,ospa30,2,quantile,7y3sRwLe3Va
36,-0.558485617280254,usable,0,-1.290960534868932,1,80,80,18,all26,ospa30,2,quantile,7y3sRwLe3Va
37,2.103004989886734,usable,0,1.290960534868932,2,80,80,17,all26,ospa30,2,quantile,7y3sRwLe3Va
6,-0.3083962531413058,usable,0,-1.290960534868932,1,78,78,17,all26,ospa30,2,quantile,7y3sRwLe3Va
8,-1.1033396920818621,usable,0,-1.290960534868932,1,77,77,17,all26,ospa30,2,quantile,7y3sRwLe3Va
1,-0.13190310761108046,usable,0,-0.32869042999073583,2,82,82,17,all26,ospa30,3,quantile,7y3sRwLe3Va
10,-0.372861913545888,usable,0,-0.32869042999073583,2,79,79,16,all26,ospa30,3,quantile,7y3sRwLe3Va
11,-0.11487255905637228,usable,0,1.9524114067169087,3,78,78,16,all26,ospa30,3,quantile,7y3sRwLe3Va
