code,image_id,condition,view,cut,N,compatible_pairs,compatible_pairs_split
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_fixed,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_fixed,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_fixed,9.0,5,5,2
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_fixed,12.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_cyclic,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_cyclic,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_cyclic,9.0,5,5,2
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_cyclic,12.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_cyclic,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_cyclic,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_cyclic,9.0,5,5,2
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_cyclic,12.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_free,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_free,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_free,9.0,5,5,2
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,split_free,12.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_free,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_free,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_free,9.0,5,5,2
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bound_free,12.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,top_fixed,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,top_fixed,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,top_fixed,9.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,top_fixed,12.0,5,6,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bottom_fixed,3.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bottom_fixed,6.0,5,3,0
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bottom_fixed,9.0,5,5,2
uNb9QFRL6hY-44,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,bottom_fixed,12.0,5,6,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,count_only,0.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_fixed,3.0,23,36,8
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_fixed,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_fixed,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_fixed,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_fixed,3.0,23,36,8
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_fixed,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_fixed,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_fixed,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_cyclic,3.0,23,36,8
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_cyclic,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_cyclic,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_cyclic,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_cyclic,3.0,23,36,8
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_cyclic,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_cyclic,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_cyclic,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_free,3.0,23,36,8
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_free,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_free,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,split_free,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_free,3.0,23,36,8
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_free,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_free,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bound_free,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,top_fixed,3.0,23,51,15
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,top_fixed,6.0,23,78,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,top_fixed,9.0,23,89,1
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,top_fixed,12.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bottom_fixed,3.0,23,66,26
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bottom_fixed,6.0,23,94,6
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bottom_fixed,9.0,23,95,0
uNb9QFRL6hY-45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,bottom_fixed,12.0,23,95,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,count_only,0.0,24,95,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_fixed,3.0,24,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_fixed,6.0,24,7,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_fixed,9.0,24,11,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_fixed,12.0,24,26,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_fixed,3.0,23,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_fixed,6.0,23,7,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_fixed,9.0,23,11,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_fixed,12.0,23,26,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_cyclic,3.0,24,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_cyclic,6.0,24,7,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_cyclic,9.0,24,11,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_cyclic,12.0,24,26,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_cyclic,3.0,23,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_cyclic,6.0,23,7,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_cyclic,9.0,23,11,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_cyclic,12.0,23,26,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_free,3.0,24,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_free,6.0,24,7,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_free,9.0,24,11,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,split_free,12.0,24,26,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_free,3.0,23,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_free,6.0,23,7,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_free,9.0,23,11,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bound_free,12.0,23,26,4
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,top_fixed,3.0,24,4,1
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,top_fixed,6.0,24,24,8
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,top_fixed,9.0,24,36,10
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,top_fixed,12.0,24,46,15
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bottom_fixed,3.0,24,2,0
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bottom_fixed,6.0,24,12,2
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bottom_fixed,9.0,24,25,11
uNb9QFRL6hY-47,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,bottom_fixed,12.0,24,44,20
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,count_only,0.0,23,39,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_fixed,3.0,23,3,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_fixed,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_fixed,9.0,23,19,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_fixed,12.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_fixed,3.0,23,3,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_fixed,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_fixed,9.0,23,19,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_fixed,12.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_cyclic,3.0,23,3,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_cyclic,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_cyclic,9.0,23,19,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_cyclic,12.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_cyclic,3.0,23,3,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_cyclic,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_cyclic,9.0,23,19,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_cyclic,12.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_free,3.0,23,3,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_free,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_free,9.0,23,19,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,split_free,12.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_free,3.0,23,3,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_free,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_free,9.0,23,19,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bound_free,12.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,top_fixed,3.0,23,5,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,top_fixed,6.0,23,15,3
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,top_fixed,9.0,23,20,2
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,top_fixed,12.0,23,22,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bottom_fixed,3.0,23,11,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bottom_fixed,6.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bottom_fixed,9.0,23,20,0
uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,bottom_fixed,12.0,23,20,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,count_only,0.0,6,10,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_fixed,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_fixed,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_fixed,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_fixed,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_fixed,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_fixed,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_fixed,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_fixed,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_cyclic,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_cyclic,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_cyclic,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_cyclic,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_cyclic,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_cyclic,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_cyclic,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_cyclic,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_free,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_free,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_free,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,split_free,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_free,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_free,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_free,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bound_free,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,top_fixed,3.0,6,3,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,top_fixed,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,top_fixed,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,top_fixed,12.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bottom_fixed,3.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bottom_fixed,6.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bottom_fixed,9.0,6,6,0
uNb9QFRL6hY-51,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,bottom_fixed,12.0,6,6,0
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,count_only,0.0,24,110,0
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_fixed,3.0,24,4,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_fixed,6.0,24,41,20
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_fixed,9.0,24,55,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_fixed,12.0,24,69,15
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_fixed,3.0,22,3,0
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_fixed,6.0,22,31,13
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_fixed,9.0,22,42,5
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_fixed,12.0,22,58,13
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_cyclic,3.0,24,4,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_cyclic,6.0,24,41,20
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_cyclic,9.0,24,55,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_cyclic,12.0,24,69,15
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_cyclic,3.0,22,3,0
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_cyclic,6.0,22,31,13
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_cyclic,9.0,22,42,5
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_cyclic,12.0,22,58,13
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_free,3.0,24,4,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_free,6.0,24,41,20
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_free,9.0,24,55,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,split_free,12.0,24,69,15
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_free,3.0,22,3,0
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_free,6.0,22,31,13
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_free,9.0,22,46,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bound_free,12.0,22,58,13
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,top_fixed,3.0,24,26,9
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,top_fixed,6.0,24,52,2
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,top_fixed,9.0,24,55,1
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,top_fixed,12.0,24,69,15
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bottom_fixed,3.0,24,22,10
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bottom_fixed,6.0,24,77,32
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bottom_fixed,9.0,24,94,0
uNb9QFRL6hY-52,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,bottom_fixed,12.0,24,94,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,count_only,0.0,6,15,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_fixed,3.0,6,7,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_fixed,6.0,6,9,2
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_fixed,9.0,6,15,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_fixed,12.0,6,15,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,bound_fixed,3.0,6,7,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,bound_fixed,6.0,6,9,2
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,bound_fixed,9.0,6,15,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,bound_fixed,12.0,6,15,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_cyclic,3.0,6,7,0
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_cyclic,6.0,6,9,2
uNb9QFRL6hY-54,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,split_cyclic,9.0,6,15,0
